placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,isBlackOwned,error
"https://www.google.com/maps/place/Leo%27s+Overhead+Doors,+Inc/data=!4m7!3m6!1s0x89de0f5c32941819:0x53c5394030fd01cb!8m2!3d42.7049249!4d-73.6603134!16s%2Fg%2F1w8wc0bd!19sChIJGRiUMlwP3okRywH9MEA5xVM","Leo's Overhead Doors, Inc",3.5,20,Garage door supplier,"540 Pawling Ave, Troy, NY 12180, United States","P83Q+XV Troy, New York, USA",http://www.leosdoors.com/,+1 518-274-4455,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxkiSICCzAnNYoyulahqxMKFxsWeFouZvd8QK4gppIqvurCXHPUs1B2jQ_kRUTGxRxj9khcmciMqq40tCdI8t-O1sFS_Pcuvd1pia1n50TGJijrc11EwujFLeqPwkGdl7zEfQ=w408-h306-k-no,false,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:02.819Z,,,,
https://www.google.com/maps/place/Upstate+Overhead+Doors/data=!4m7!3m6!1s0x89de71d05024fe5f:0xef8699f349eee8e8!8m2!3d42.902586!4d-73.9400035!16s%2Fg%2F11t0s3y62x!19sChIJX_4kUNBx3okR6OjuSfOZhu8,Upstate Overhead Doors,5.0,87,Garage door supplier,,,http://upstateoverheaddoors.com/,+1 518-344-4915,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipO8UOZtIpgMfWkczRUHjbW15EhenvKwbVSu5G-P=w426-h240-k-no,true,8 am–7 pm,Closed,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:08.187Z,,,,
https://www.google.com/maps/place/LocalFix+Garage+Door+Service/data=!4m7!3m6!1s0x2f6a1711893681f3:0x76fd5f5224eb087d!8m2!3d42.8168244!4d-73.832769!16s%2Fg%2F11xckvlhp9!19sChIJ84E2iREXai8RfQjrJFJf_XY,LocalFix Garage Door Service,5.0,13,Garage door supplier,,,https://localfixgaragedoorservice.com/,+1 518-665-3630,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP7wpXOzd9H74Jc8EnHP0PtNBqIIUkCta1rX1Yd=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:13.276Z,,,,
https://www.google.com/maps/place/Phillips+Hardware/data=!4m7!3m6!1s0x89de77ce8fb0cd71:0xf4f05ac2f759c0d0!8m2!3d42.7126577!4d-73.9895548!16s%2Fg%2F1vfwdvzx!19sChIJcc2wj8533okR0MBZ98Ja8PQ,Phillips Hardware,4.7,123,Hardware store,"6517 NY-158, Altamont, NY 12009, United States","P276+35 Altamont, New York, USA",http://www.shopphillips.com/,+1 518-861-5364,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3Xv6-j9MBOQYQe5Xbr1R1FUAEA3erOm6ZfutsuNHp4T80AkmJ-cX4pdngYqX-9TrLKaWBfzbsIKOXdi1mCcGj_MYzzcpLdaI8qqxzUKzabhbHHUq3vee9NmpzDerphdn8UxA=w513-h240-k-no,true,8 am–6 pm,8 am–6 pm,9 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:18.522Z,· In-store shopping · Kerbside pickup · Delivery,,,
"https://www.google.com/maps/place/J%26D+Windows+and+Doors+General+Contracting,+LLC./data=!4m7!3m6!1s0x89de714d8eb8d08f:0x4f7603b27f2efa8d!8m2!3d42.8566119!4d-74.0150584!16s%2Fg%2F11fklf245g!19sChIJj9C4jk1x3okRjfouf7IDdk8","J&D Windows and Doors General Contracting, LLC.",4.9,53,Window installation service,,,http://jdwindowsanddoors.com/,+1 518-836-7049,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMG93aKz3EuM9ZDVE0YyA2Lr3_w9_lXqRqHmgaG=w426-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:23.588Z,,,,
https://www.google.com/maps/place/Superior+Sealcoating+LLC/data=!4m7!3m6!1s0x89de79b68bdf01d5:0x81d3b7b9e543703e!8m2!3d42.7035992!4d-74.0626686!16s%2Fg%2F11bz4dbmw6!19sChIJ1QHfi7Z53okRPnBD5bm304E,Superior Sealcoating LLC,5.0,44,Asphalt contractor,"968 Township Rd, Altamont, NY 12009, United States","PW3P+CW Altamont, New York, USA",http://superiorsealcoatingllc.com/,+1 518-313-1145,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipO1CMSojdo2msW4IiUFCo5ivDiJgzv-ZTpvO6c6=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:28.511Z,,,,
https://www.google.com/maps/place/Albany+Saratoga+Doors+LLC/data=!4m7!3m6!1s0x90c62a9f3f81399:0x4c58202b0ca123df!8m2!3d42.7891527!4d-73.6958564!16s%2Fg%2F11nx0syk09!19sChIJmRP486liDAkR3yOhDCsgWEw,Albany Saratoga Doors LLC,5.0,46,Garage door supplier,"28 Columbus Ave, Waterford, NY 12188, United States","Q8Q3+MM Waterford, New York, USA",http://albanysaratogadoorsllc.godaddysites.com/,+1 518-944-7472,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNqNjFgTJcv5Czqp4bbtqJTnR_d-qUIoS2ZoyAd=w408-h306-k-no,true,8 am–7 pm,8 am–5 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:33.769Z,,,,
https://www.google.com/maps/place/John+Foley%27s+Garage/data=!4m7!3m6!1s0x89de76438259fe7f:0x4329a3d763a9e152!8m2!3d42.6823895!4d-73.964836!16s%2Fg%2F1wk7rw60!19sChIJf_5ZgkN23okRUuGpY9ejKUM,John Foley's Garage,4.8,111,Auto repair shop,"5859 Depot Rd, Altamont, NY 12009, United States","M2JP+X3 Altamont, New York, USA",http://s-foley-garage.edan.io/,+1 518-861-8321,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XIDTRu1tFTIWBU_WGG0Big&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.49593&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:38.781Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Saratoga+Springs/data=!4m7!3m6!1s0x89de4161ad8a5efb:0x466d378f2ac264f1!8m2!3d43.008905!4d-73.8470306!16s%2Fg%2F11xl_9dhvb!19sChIJ-16KrWFB3okR8WTCKo83bUY,Precision Garage Door Service of Saratoga Springs,4.8,54,Garage door supplier,"30 Saratoga Ave Suite 404, Ballston Spa, NY 12020, United States","2553+H5 Ballston Spa, New York, USA",https://precisiondoorcapitalregion.com/?utm_source=gmb&utm_medium=location_saratogasprings&utm_campaign=website,+1 518-360-1477,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPVFfPnEOoTi__2Y1ZtxFqW7D_u18BVTCRGObRn=w408-h306-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:43.846Z,,,,
https://www.google.com/maps/place/Fisher+Overhead+Doors/data=!4m7!3m6!1s0x89dea3939a6a3f7f:0xb44e985ff14edfc!8m2!3d42.8928798!4d-74.6740395!16s%2Fg%2F11q3154n0w!19sChIJfz9qmpOj3okR_O0U_4XpRAs,Fisher Overhead Doors,5.0,23,Garage door supplier,"746 NY-163, Fort Plain, NY 13339, United States","V8VG+59 Fort Plain, New York, USA",https://fisheroverheaddoors.com/,+1 315-219-2171,Closed ⋅ Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipM56_8xKh-gf8SEHCLJ28iMDoUHYC4V_8WbQ0zT=w408-h286-k-no,true,6 am–4:30 pm,Closed,Closed,6 am–4:30 pm,6 am–4:30 pm,6 am–4:30 pm,6 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:48.730Z,,,,
https://www.google.com/maps/place/Amsterdam+Overhead+Door+Company/data=!4m7!3m6!1s0x89de61d71bcb207b:0x70e7688bbdd5a24f!8m2!3d42.9507874!4d-74.2139431!16s%2Fg%2F1tcwmkdw!19sChIJeyDLG9dh3okRT6LVvYto53A,Amsterdam Overhead Door Company,3.9,14,Door supplier,"403 W Main St, Amsterdam, NY 12010, United States","XQ2P+8C Amsterdam, New York, USA",http://www.amsterdamoverheaddoor.com/,+1 518-842-7370,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPnH5wOPFxsuzpjuRKWz_D9mopK3hd0TN7kv1_o=w427-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:53.885Z,,,,
https://www.google.com/maps/place/Dean+Services+%26+Custom+Overhead+Doors/data=!4m7!3m6!1s0x89dea526e9051519:0x6164381c962e2572!8m2!3d42.903715!4d-74.7381679!16s%2Fg%2F11b5vzq70x!19sChIJGRUF6Sal3okRciUulhw4ZGE,Dean Services & Custom Overhead Doors,5.0,1,Garage door supplier,"715 Brookmans Corners Rd, Fort Plain, NY 13339, United States","W736+FP Fort Plain, New York, USA",,+1 518-332-0949,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxO1wKVIu2ih1OGuXnXW9-QiXWeSkjPRj7LNS_IF8R7FEMhURH5uAiLYPYhnTGB8m-ywU1-iyuogNnrPaqDNt2NzZfhaVPsG0CTJi16ukZC-BdJ7CJwqcbslIs6HCcm1gCRuLeZ1A=w457-h240-k-no,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:45:58.832Z,,,,
"https://www.google.com/maps/place/Madsen+Overhead+Doors,+Inc./data=!4m7!3m6!1s0x89ddf52e9e45a73d:0x8e3b7e42832151d9!8m2!3d42.320075!4d-73.5335992!16s%2Fg%2F11fcq1z22c!19sChIJPadFni713YkR2VEhg0J-O44","Madsen Overhead Doors, Inc.",4.9,640,Garage door supplier,"673 NY-203, Spencertown, NY 12165, United States","8FC8+2H Spencertown, New York, USA",https://madsenoverheaddoors.com/,+1 518-392-3883,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOLAWnEyInkV_g48tUX3OxOUnHGRCA5OzpqaBcd=w408-h306-k-no,true,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:46:04.024Z,,,,
https://www.google.com/maps/place/Garage+Kings+Albany/data=!4m7!3m6!1s0x89de14e77f1a6a2f:0xf252e86dda54fdb3!8m2!3d42.7289376!4d-73.8428165!16s%2Fg%2F11gfhfb31n!19sChIJL2oaf-cU3okRs_1U2m3oUvI,Garage Kings Albany,4.8,197,Garage door supplier,,,https://albany.garagekings.com/,+1 518-981-2804,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMX6xXvCBRHGHVt3FtMm5wpDC-mkH8zTdDtyHvv=w546-h240-k-no,true,8 am–8 pm,8 am–5 pm,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:46:09.264Z,,,,
https://www.google.com/maps/place/Comfort+Windows+%26+Doors/data=!4m7!3m6!1s0x89de0da0e1748529:0xcf4e715bfe545313!8m2!3d42.7034733!4d-73.8262919!16s%2Fg%2F1thkspss!19sChIJKYV04aAN3okRE1NU_ltxTs8,Comfort Windows & Doors,4.1,239,Window installation service,"27 Warehouse Row, Albany, NY 12205, United States","P53F+9F Albany, New York, USA",https://www.comfortwindows.com/locations/albany?utm_source=google&utm_medium=Yext,+1 518-783-3171,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipNDPhIX2rQi4gJB1BLMR-ArY0W2qwPrffqmacA-=w426-h240-k-no,true,8:30 am–5 pm,9 am–2 pm,Closed,8:30 am–5 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:46:14.615Z,,,,
https://www.google.com/maps/place/Auto+Cosmetics+Of+Altamont+LLC/data=!4m7!3m6!1s0x89de7778e8d7a0f5:0x87f65184f36a3445!8m2!3d42.7041866!4d-74.0222728!16s%2Fg%2F1tvymsmk!19sChIJ9aDX6Hh33okRRTRq84RR9oc,Auto Cosmetics Of Altamont LLC,5.0,227,Auto body shop,"98 Main St, Altamont, NY 12009, United States","PX3H+M3 Altamont, New York, USA",http://autocosmeticsny.com/,+1 518-861-5429,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP7a0tG_jKh9OsfnFJy6yhJi4z5K8BYGtZVjajy=w408-h306-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:46:19.577Z,,,,
https://www.google.com/maps/place/Family+Pest+Solutions/data=!4m7!3m6!1s0x89de70f9ec53ad7b:0x3849748ead13a77!8m2!3d42.713474!4d-73.9328019!16s%2Fg%2F11byyr8nf0!19sChIJe61T7Plw3okRdzrR6kiXhAM,Family Pest Solutions,5.0,506,Pest control service,"2568 Western Ave Suite 204, Altamont, NY 12009, United States","P378+9V Altamont, New York, USA",https://familypestsolutions.com/,+1 518-280-9070,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP0riSon48v1k_R_aOyAiNZ6kxGERzX_ALVw2pm=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:46:24.654Z,,,,
https://www.google.com/maps/place/911+Garage+Doors+llc/data=!4m7!3m6!1s0x89c2c913f2cf003f:0xe5436735f2caa353!8m2!3d41.310594!4d-73.9060578!16s%2Fg%2F1ptx5rv2s!19sChIJPwDP8hPJwokRU6PK8jVnQ-U,911 Garage Doors llc,5.0,38,Garage door supplier,"10 Edwards St, Cortlandt Manor, NY 10567, United States","836V+6H Cortlandt Manor, New York, USA",http://www.911garagedoorsllc.com/,+1 914-602-8875,Closes soon ⋅ 6 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipPJEN_dgb7qTPb7dYC5O_a1HGD3ZfnT-8iQ-tf1=w426-h240-k-no,true,8 am–6 pm,9 am–5 pm,10 am–2 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:46:29.535Z,,,,
https://www.google.com/maps/place/Garage+Door+J.A.V+LLC/data=!4m7!3m6!1s0x862bee9846b94665:0xa97349570198f4e4!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11yg05tt02!19sChIJZUa5RpjuK4YR5PSYAVdJc6k,Garage Door J.A.V LLC,,,Garage builder,,,https://garagedoorjavllc.com/,+1 516-924-8391,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPX0XZMfxlizLzkEN4oe-dQkoKp-kRuhtVUuDTl=w521-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-11-07T22:46:34.243Z,,,,
