placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes,info,error
"https://www.google.com/maps/place/Roy+Triplett+Plumbing/@36.2454309,-81.7609938,17z/data=!3m1!4b1!4m6!3m5!1s0x8850f6b6bebe815d:0xb2ec8e1b93b52fdf!8m2!3d36.2454309!4d-81.7609938!16s%2Fg%2F1tfq9y68",Roy Triplett Plumbing,5.0,1,Plumber,"2455 Linville Creek Rd Apt 7, Vilas, NC 28692, United States","66WQ+5J Vilas, North Carolina, USA",,+1 828-297-4287,,,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:11:44.639Z,,,,
https://www.google.com/maps/place/Kahle+Plumbing/data=!4m7!3m6!1s0x8850ffe17e5dfdaf:0x7d206e5a3a9e3a2b!8m2!3d36.227339!4d-81.576195!16s%2Fg%2F11hdh9kv8z!19sChIJr_1dfuH_UIgRKzqeOlpuIH0,Kahle Plumbing,4.5,17,Plumber,"329 Corbett McNeil Rd, Boone, NC 28607, United States","6CGF+WG Boone, North Carolina, USA",,+1 828-773-2632,Closed ⋅ Opens 8:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CNAKSP2ouhXle4apJ9t7vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.0807&pitch=0&thumbfov=100,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:11:49.506Z,,,,
https://www.google.com/maps/place/Dewey+Wright+Well+%26+Pump+Co/data=!4m7!3m6!1s0x8850f091264b9d3f:0xc5d766cc5b768451!8m2!3d36.2085599!4d-81.7065081!16s%2Fg%2F1tlwgbgb!19sChIJP51LJpHwUIgRUYR2W8xm18U,Dewey Wright Well & Pump Co,4.2,63,Well drilling contractor,"1856 North Carolina Hwy 105 Bypass, Boone, NC 28607, United States","675V+C9 Boone, North Carolina, USA",https://www.deweywright.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 828-264-2651,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOvRVmqajcEdJBMFIOAN7ZOIngiRdbnWOzK6T6y=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:11:54.554Z,,,,
https://www.google.com/maps/place/Boone+Well+Services/data=!4m7!3m6!1s0x8850fbcfde35688d:0xa4a21a3eaf381e08!8m2!3d36.2208042!4d-81.687456!16s%2Fg%2F11m6dy2l3g!19sChIJjWg13s_7UIgRCB44rz4aoqQ,Boone Well Services,5.0,19,Well drilling contractor,"890 W King St Suite 204, Boone, NC 28607, United States","68C7+82 Boone, North Carolina, USA",https://boonewellservice.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+1 828-773-8804,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzHjyE0Iih6cbZXLm4RAhjv6UDro-ve1OfQXCuXGYZOCZTWfQ88BLafChwTcRRP7jLBn0NUKCvOm2tSLbq8DbhbDEmXV8FNupVZMpLHc66XABS7fpCKRyPraO8xYvw5e30AY55QD0s0fohP=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:11:59.550Z,,,,
https://www.google.com/maps/place/Well+Doctor+LLC/data=!4m7!3m6!1s0x8850fb901a9fcc6d:0x4ddedcd9f0df159d!8m2!3d36.1419856!4d-81.595476!16s%2Fg%2F11jvmk5wk2!19sChIJbcyfGpD7UIgRnRXf8Nnc3k0,Well Doctor LLC,4.8,128,Well drilling contractor,,,https://welldoctor.biz/service-areas/boone-nc/,+1 828-532-2199,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP_yv9vOYv2xn-iQ_23LmAbHZW-fezquxt39HAl=w771-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:04.422Z,,,,
https://www.google.com/maps/place/Spangler+Restoration+-+Boone/data=!4m7!3m6!1s0x8850fa1401aceb7d:0x87028591c24e6fad!8m2!3d36.2040793!4d-81.691735!16s%2Fg%2F1hc114y5q!19sChIJfeusART6UIgRrW9OwpGFAoc,Spangler Restoration - Boone,4.4,128,Water damage restoration service,"2271 NC-105, Boone, NC 28607, United States","6835+J8 Boone, North Carolina, USA",https://spanglerestores.com/emergency-restoration-services-boone/restoration-contractors/,+1 855-288-8551,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMB99_M75F1pAcN87dhGxP_ZAlsomaXOeJkzY9Z=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:09.799Z,,,,
"https://www.google.com/maps/place/Cregger+Company,+Inc./data=!4m7!3m6!1s0x8850fa31b1c03521:0x9e0ae86b5ba509b!8m2!3d36.2190267!4d-81.6553197!16s%2Fg%2F1td263yx!19sChIJITXAsTH6UIgRm1C6tYau4Ak","Cregger Company, Inc.",4.1,8,Plumbing supply store,"118 Spruce St, Boone, NC 28607, United States","689V+JV Boone, North Carolina, USA",http://www.creggercompany.com/,+1 828-264-1808,Closed ⋅ Opens 7 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B24gRIdFcAroVAHDLO_y7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.42793&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:14.677Z,,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Ferguson+Plumbing+Supply/data=!4m7!3m6!1s0x8850f19e5402f5c5:0xb1304726a9677dd6!8m2!3d36.2165334!4d-81.7129239!16s%2Fg%2F11j3wyqll8!19sChIJxfUCVJ7xUIgR1n1nqSZHMLE,Ferguson Plumbing Supply,3.0,10,Plumbing supply store,"858 George Wilson Rd, Boone, NC 28607, United States","678P+JR Boone, North Carolina, USA",https://www.ferguson.com/store/nc/boone/plumbingpvf-0498?utm_source=google&utm_medium=organic&utm_campaign=rt_lis_listingtraffic&utm_content=listing,+1 828-278-6024,Closed ⋅ Opens 7 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KQjs6FY13LjJmD_W-h-A-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.96288&pitch=0&thumbfov=100,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:20.023Z,,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Brooks+Plumbing+%26+Heating+Co+Inc/data=!4m7!3m6!1s0x8850f0d5755859b9:0x60468ae6d01657fc!8m2!3d36.2347505!4d-81.7337836!16s%2Fg%2F1tlbpvnt!19sChIJuVlYddXwUIgR_FcW0OaKRmA,Brooks Plumbing & Heating Co Inc,4.5,15,Plumber,"3808 US-421, Vilas, NC 28692, United States","67M8+WF Vilas, North Carolina, USA",,+1 828-297-2125,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOvCnOKVM3Z2-Z7P9rTQtWQVul22s6hNeT52oaR=w960-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:24.814Z,,,,
https://www.google.com/maps/place/Plumbfast+Professional+Plumbing+Services+and+Drain+Cleaning/data=!4m7!3m6!1s0x8850ec89576dd321:0xab0cf82923d4394!8m2!3d35.1705075!4d-79.86097!16s%2Fg%2F11dyltq4yw!19sChIJIdNtV4nsUIgRlEM9koLPsAo,Plumbfast Professional Plumbing Services and Drain Cleaning,5.0,13,Plumber,,,,+1 828-742-1777,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXnIcCmQy4iT3kpcM0FjrfUHnWfdrRJs-mTeh6eln_w_czNV_oAukDJEudlGgf7eHn5niNq2LK1q3clHB3HGm3swsFxh0gt_9qnIOPfTU2Pc_XB5nShbs56UTCKkHP8ycTog8=w408-h555-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:29.754Z,,,,
https://www.google.com/maps/place/Appalachian+Plumbing+Co/data=!4m7!3m6!1s0x8850ed48bd293001:0x8f14dd5ddbb5f866!8m2!3d36.1419682!4d-81.8559278!16s%2Fg%2F1tf1cfx0!19sChIJATApvUjtUIgRZvi1213dFI8,Appalachian Plumbing Co,4.3,9,Plumber,"43 Hodges Ln, Banner Elk, NC 28604, United States","44RV+QJ Banner Elk, North Carolina, USA",,+1 828-898-4842,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-hFS8SkmKeBPCYLDvG0UoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.542133&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:32.519Z,,,,
https://www.google.com/maps/place/Budget+Plumbing+%26+Drain+Services/data=!4m7!3m6!1s0x8851024b4115c743:0xe8bd5665691f88b!8m2!3d36.1930205!4d-81.4727765!16s%2Fg%2F1trplx9y!19sChIJQ8cVQUsCUYgRi_iRVmbViw4,Budget Plumbing & Drain Services,4.6,11,Plumber,"1340 Flowers Branch Rd, Deep Gap, NC 28618, United States","5GVG+6V Deep Gap, North Carolina, USA",,+1 828-262-0530,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wf7QydVUoGZXjAro1bAwIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.03139&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:35.294Z,,,,
https://www.google.com/maps/place/Dave+The+Handy+Guy/data=!4m7!3m6!1s0x8850fb7e65a38979:0x3a3d9f5024499b2a!8m2!3d36.185681!4d-81.872531!16s%2Fg%2F11c60dn7dl!19sChIJeYmjZX77UIgRKptJJFCfPTo,Dave The Handy Guy,4.8,99,Handyman/Handywoman/Handyperson,,,http://davethehandyguy.com/,+1 828-616-0050,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOr6nKbxOya9nDwvccQznYWEwPFYfGk0C_W9tkZ=w408-h684-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:40.301Z,,,Identifies as veteran-owned,
https://www.google.com/maps/place/Bluewave+Plumbing/data=!4m7!3m6!1s0x8fb69eae27defa75:0xe6e40c1b5ade0921!8m2!3d36.1793411!4d-81.8347029!16s%2Fg%2F11ybm3k_l2!19sChIJdfreJ66eto8RIQneWhsM5OY,Bluewave Plumbing,5.0,21,Plumber,,,https://bluewave-plumbing.com/,+1 828-434-5762,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipP6Elm6QMxFNtGxHD7XIIn0pDdLFvjKKjxT4ZQi=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:45.031Z,,,,
https://www.google.com/maps/place/A+%26+S+Plumbing/data=!4m7!3m6!1s0x8850f6a4155a5943:0x21975122edcc0c9c!8m2!3d36.2546856!4d-81.7720615!16s%2Fg%2F1thr7w8v!19sChIJQ1laFaT2UIgRnAzM7SJRlyE,A & S Plumbing,3.0,2,Plumber,"163 US-321, Vilas, NC 28692, United States","763H+V5 Vilas, North Carolina, USA",,+1 828-297-4000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=926EJsatE6TaAQFV5Pz-Pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.76144&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:47.889Z,,,,
"https://www.google.com/maps/place/High+Country+Carpentry,+llc/data=!4m7!3m6!1s0x8850fb3d9c8f3a71:0x4a94f955eb0cdaac!8m2!3d36.2033908!4d-81.669296!16s%2Fg%2F11v186z19r!19sChIJcTqPnD37UIgRrNoM61X5lEo","High Country Carpentry, llc",5.0,1,Construction company,"207 Winklers Creek Rd Suite 110, Boone, NC 28607, United States","683J+97 Boone, North Carolina, USA",https://highcountrycarpentryllc.com/,+1 828-964-2445,Closed ⋅ Opens 7:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ddeHZYJPxcXVXCCWwF3Mhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.45923&pitch=0&thumbfov=100,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:52.810Z,,,,
https://www.google.com/maps/place/McGuire+Mechanical+Inc/data=!4m7!3m6!1s0x8850fbcb2266f9f5:0xafda18300f75b519!8m2!3d36.1585065!4d-81.6224618!16s%2Fg%2F11vbqf1ysn!19sChIJ9flmIsv7UIgRGbV1DzAY2q8,McGuire Mechanical Inc,5.0,7,HVAC contractor,"2244 Aho Rd, Boone, NC 28607, United States","595H+C2 Boone, North Carolina, USA",,+1 828-268-2100,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOvLb5i2lm2b8GmKSLIGqnT2cPTcnEJL01sEnt-=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:12:57.766Z,,,,
https://www.google.com/maps/place/Jayco+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x8850ed3fde0bbc89:0xe36e0314ed414120!8m2!3d36.1357981!4d-81.8444736!16s%2Fg%2F1tdcs6z8!19sChIJibwL3j_tUIgRIEFB7RQDbuM,Jayco Plumbing & Electrical,4.1,8,Electrician,"16 Pepper Pl Ln, Banner Elk, NC 28604, United States","45P4+86 Banner Elk, North Carolina, USA",,+1 828-898-9597,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IgmmBtwKEJXaZxna_CiJNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.405315&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:13:00.631Z,,,,
https://www.google.com/maps/place/S%26G+Affordable+home+and+garden/data=!4m7!3m6!1s0x263d3a5636a15c0d:0xfb9a016a52a2809d!8m2!3d36.2083775!4d-81.663368!16s%2Fg%2F11nh99txzs!19sChIJDVyhNlY6PSYRnYCiUmoBmvs,S&G Affordable home and garden,5.0,1,Home builder,,,,+1 828-268-8566,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNZf9caMEd8cq6l3-WmjSdZDlK6p80DAz63Lb7H=w408-h407-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-11T03:13:05.492Z,,,,
