placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,attributes,isBlackOwned
https://www.google.com/maps/place/Denver+Allergy+%26+Asthma+Associates/data=!4m7!3m6!1s0x876beeeef2d42601:0x905c6182efe0d98e!8m2!3d40.0470809!4d-105.2813414!16s%2Fg%2F1tfnz1_w!19sChIJASbU8u7ua4cRjtng74JhXJA,Denver Allergy & Asthma Associates,4.3,98,Medical clinic,"3950 Broadway, Boulder, CO 80304, United States","2PW9+RF Boulder, Colorado, USA",https://www.denverallergy.com/,+1 303-234-1067,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 7 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPJmi4G6Zeikb4KU-Ok1ABYLdJ-7-Jj9-BRYQ8E=w408-h272-k-no,true,Closed,9 am–5:30 am,8 am–4:30 pm,8 am–4:30 pm,9 am–5:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:05.408Z,,,
https://www.google.com/maps/place/Skin+Collective/data=!4m7!3m6!1s0x876bed705e848603:0x5d103e1b290a2df1!8m2!3d40.0609568!4d-105.2818363!16s%2Fg%2F11rwr_7l5_!19sChIJA4aEXnDta4cR8S0KKRs-EF0,Skin Collective,5.0,21,Skin care clinic,"4750 Broadway, Boulder, CO 80302, United States","3P69+97 Boulder, Colorado, USA",http://www.boulderskincollective.com/,+1 720-727-7135,Closed ⋅ Opens 10 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dqj7iro3mC6W8AdybWfpuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.752846&pitch=0&thumbfov=100,true,9 am–3 pm,Closed,Closed,10 am–3 pm,9 am–3 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:10.416Z,,,
https://www.google.com/maps/place/Bliss+Alchemy/data=!4m7!3m6!1s0x876bfb680e214371:0x946e167d47507be6!8m2!3d40.037715!4d-105.2485169!16s%2Fg%2F11j7ybb3x8!19sChIJcUMhDmj7a4cR5ntQR30WbpQ,Bliss Alchemy,5.0,42,Wellness center,"3405 Penrose Pl Suite 206, Boulder, CO 80301, United States","2QQ2+3H Boulder, Colorado, USA",http://www.blissalchemy.net/,+1 928-821-1301,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOIitx4vBHEH6GoTkV1UIv8WtCsZTL1dUGcwg5e=w408-h268-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:15.432Z,,,
https://www.google.com/maps/place/Mobile+IV+Boulder+-+Intravene/data=!4m7!3m6!1s0x876bef71b3976ac5:0x7e9b01a3a225f5c!8m2!3d40.0257825!4d-105.2864651!16s%2Fg%2F11rk2fcb76!19sChIJxWqXs3Hva4cRXF8iOhqw6Qc,Mobile IV Boulder - Intravene,4.6,11,IV therapy service,"815 Alpine Ave. APT 3, Boulder, CO 80304, United States","2PG7+8C Boulder, Colorado, USA",https://www.intravenewellnesstherapies.com/,+1 303-349-8814,Open ⋅ Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM7oQJe3ozpeOch8LKytmaZvlQuz2EsdjUa42Wj=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:20.452Z,,,
https://www.google.com/maps/place/Maiberger+Institute/data=!4m7!3m6!1s0x876bedd8222c949b:0x6339a0d5539a15b7!8m2!3d40.059774!4d-105.2819422!16s%2Fg%2F1w0j4p5j!19sChIJm5QsItjta4cRtxWaU9WgOWM,Maiberger Institute,4.9,95,Mental health service,"4696 Broadway #3, Boulder, CO 80304, United States","3P59+W6 Boulder, Colorado, USA",https://maibergerinstitute.com/,,,,https://lh3.googleusercontent.com/p/AF1QipP95aceXwPpACaqlcKfk2LgEQRrJRdAe3FqOV3Q=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:23.339Z,,,
https://www.google.com/maps/place/Boulder+Community+Health/data=!4m7!3m6!1s0x876bee9be2d87955:0x8689329eba8c1200!8m2!3d40.0165109!4d-105.2360828!16s%2Fm%2F0h7phj3!19sChIJVXnY4pvua4cRABKMup4yiYY,Boulder Community Health,4.0,1166,Community health center,"4747 Arapahoe Ave, Boulder, CO 80303, United States","2Q87+JH Boulder, Colorado, USA",https://www.bch.org/,+1 303-415-7000,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjs5CPKwpbiE3VzZi8cge26QJsC4EulrqoZzxokwq1ePQN8ACB5OwysOiP27pmN7HTLnCL8Hku2KGYZzfwb82ZGkq1Uaplsoh4sru4Y8K1KoTVoGECCIIAxzthinSxMnGGJmSk=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:28.447Z,,,
https://www.google.com/maps/place/Outpatient+Cancer+Rehabilitation/data=!4m7!3m6!1s0x876bed8bb37573d1:0xb7f38abcfdc8ceec!8m2!3d40.015168!4d-105.2368967!16s%2Fg%2F11j25cg4bt!19sChIJ0XN1s4vta4cR7M7I_byK87c,Outpatient Cancer Rehabilitation,,,Cancer treatment center,"Tebo Family Medical Building, 4715 Arapahoe Ave, Boulder, CO 80303, United States","2Q87+36 Boulder, Colorado, USA",http://www.bch.org/Locations/Outpatient-Cancer-Rehabilitation.aspx,+1 303-415-4400,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GG2TgPkiOZFQmHt2qw2YWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.991547&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Boulder+CO/@40.0671063,-105.2901076,14z",2025-09-28T23:03:31.139Z,,,
https://www.google.com/maps/place/Vivo+Infusion+Lakewood/data=!4m7!3m6!1s0x876b83ff342fb149:0x856a561b39cbba0c!8m2!3d39.7176763!4d-105.1316329!16s%2Fg%2F1v46_vh9!19sChIJSbEvNP-Da4cRDLrLORtWaoU,Vivo Infusion Lakewood,4.7,77,Medical clinic,"198 Union Blvd Ste 100, Lakewood, CO 80228, United States","PV99+38 Lakewood, Colorado, USA",https://vivoinfusion.com/locations/lakewood/,+1 303-980-5676,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMRYi2LXKszktdF-5c65XtkyFu0wwuPcFZsHM8T=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:03:45.944Z,,,
https://www.google.com/maps/place/Mobile+IV+Denver+-+Intravene/data=!4m7!3m6!1s0x876b85453cc9b81f:0xe8d53da17124b89e!8m2!3d39.7304456!4d-105.1271061!16s%2Fg%2F11p484lx05!19sChIJH7jJPEWFa4cRnrgkcaE91eg,Mobile IV Denver - Intravene,4.9,244,IV therapy service,"950 Simms St, Lakewood, CO 80401, United States","PVJF+55 Lakewood, Colorado, USA",https://www.intravenewellnesstherapies.com/,+1 303-349-8814,Open ⋅ Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO8BWdFC5oSr62cYyK-JzdVbtpRMmWUWMxh6aXT=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:03:51.070Z,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+%28Prime+IV+Belmar+-+Lakewood%29/data=!4m7!3m6!1s0x876b837002618b2f:0x5cecc3b180e30e7a!8m2!3d39.7090364!4d-105.0778236!16s%2Fg%2F11l5b733v9!19sChIJL4thAnCDa4cReg7jgLHD7Fw,Prime IV Hydration & Wellness (Prime IV Belmar - Lakewood),4.9,100,IV therapy service,"7270 W Alaska Dr, Lakewood, CO 80226, United States","PW5C+JV Lakewood, Colorado, USA",https://primeivhydration.com/locations/colorado/lakewood-80226/,+1 720-619-6635,"Closed ⋅ Opens 10 am Tue

Updated by this business 11 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMcc0irg3WJTDHMlTKST_s3CuDnRrMV9PWpFGlQ=w408-h306-k-no,true,Closed,Closed,10 am–6 pm,11 am–7 pm,10 am–6 pm,10 am–6 pm,11 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:03:55.998Z,,,
https://www.google.com/maps/place/Rocky+Mountain+Cancer+Centers+-+Lakewood/data=!4m7!3m6!1s0x876b83f9daf2ebe1:0xdd7ba4060f5ad738!8m2!3d39.7170694!4d-105.1300423!16s%2Fg%2F1thxr3mw!19sChIJ4evy2vmDa4cRONdaDwake90,Rocky Mountain Cancer Centers - Lakewood,4.6,148,Cancer treatment center,"11750 W 2nd Pl Ste. 160, Lakewood, CO 80228, United States","PV89+RX Lakewood, Colorado, USA",https://www.rockymountaincancercenters.com/locations/lakewood?utm_source=local-listings&utm_medium=google-bing&utm_campaign=pg,+1 303-430-2700,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNvCS8SbwxPTqKOol1KE4cZaNaS-Z7N4W8kYx7K=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:01.211Z,,,
https://www.google.com/maps/place/AspenRidge+Recovery+%7C+Lakewood/data=!4m7!3m6!1s0x876b816990ef0547:0xd191517ba242e43c!8m2!3d39.6961682!4d-105.0801542!16s%2Fg%2F11b7jf74vy!19sChIJRwXvkGmBa4cRPORContRkdE,AspenRidge Recovery | Lakewood,4.2,58,Addiction treatment center,"7500 W Mississippi Ave # 200, Lakewood, CO 80226, United States","MWW9+FW Lakewood, Colorado, USA",https://www.aspenridgerecoverycenters.com/colorado/lakewood-denver/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=lakewood,+1 720-330-3632,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMNXwyu6mYcaDunKSGKlzQzwl4l3tcw52NOdc7_=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:06.066Z,,,
https://www.google.com/maps/place/Colorado+Optimal+Health/data=!4m7!3m6!1s0x876b83f8ac948199:0x69802b3e68482303!8m2!3d39.7187211!4d-105.1317209!16s%2Fg%2F11btvmhfhp!19sChIJmYGUrPiDa4cRAyNIaD4rgGk,Colorado Optimal Health,4.8,267,Medical clinic,"200 Union Blvd # 115, Lakewood, CO 80228, United States","PV99+F8 Lakewood, Colorado, USA",http://www.coloradooptimalhealth.com/,+1 303-905-1517,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNn6RTn-WpAwKgtN2EQxE5v-v9x_AYEiiME4RGv=w426-h240-k-no,true,Closed,"9 am–12 pm, 1–5 pm",9 am–6 pm,9 am–5 pm,9 am–6 pm,9 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:10.917Z,,,
https://www.google.com/maps/place/Porch+Light+Health+%7C+Front+Range+Clinic/data=!4m7!3m6!1s0x876b872778fe69b9:0xd996fefe0264c5b5!8m2!3d39.7116747!4d-105.0865948!16s%2Fg%2F11f3pvqhc4!19sChIJuWn-eCeHa4cRtcVkAv7-ltk,Porch Light Health | Front Range Clinic,4.1,42,Addiction treatment center,"8015 W Alameda Ave Suite 260, Lakewood, CO 80226, United States","PW67+M9 Lakewood, Colorado, USA",https://porchlighthealth.com/suboxone-clinics/lakewood-colorado/,+1 303-529-9647,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOLcZ9hlS9acsp15arKHGTXy4GT4qlFLXl5meED=w408-h306-k-no,true,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:15.957Z,,,
https://www.google.com/maps/place/Vein+Care+Institute/data=!4m7!3m6!1s0x876b8127531db233:0x5131712ed280e436!8m2!3d39.7105943!4d-105.0794716!16s%2Fg%2F1tfl0psn!19sChIJM7IdUyeBa4cRNuSA0i5xMVE,Vein Care Institute,4.9,312,Medical clinic,"7390 W Alameda Ave, Lakewood, CO 80226, United States","PW6C+66 Lakewood, Colorado, USA",http://www.veincareinstitute.com/,+1 303-798-3467,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqxWMZ_08qtxE-3OXViQOJYmc3D64LQgRWdI5JZVBz2mOwmJUVKrihznRT-zn92DCOsh6KuLr9MIQ7bHiTjJT1oiPSqEUw-UCccCQkzjENKII45yQbYRzrBS_vwgdOs6tobpUUq=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:20.883Z,,,
https://www.google.com/maps/place/CommonSpirit+St.+Anthony+Hospital+Cancer+Center/data=!4m7!3m6!1s0x876b83a03fdee48d:0x84d196f5e11a8cdc!8m2!3d39.7170486!4d-105.130009!16s%2Fg%2F11x0_9_k67!19sChIJjeTeP6CDa4cR3Iwa4fWW0YQ,CommonSpirit St. Anthony Hospital Cancer Center,,,Medical clinic,"11750 W 2nd Pl, Lakewood, CO 80228, United States","PV89+RX Lakewood, Colorado, USA",https://www.mountain.commonspirit.org/location/st-anthony-hospital/cancer-center,+1 720-321-8800,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eHko4VvnK0YtVRNl3cF6Zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.77213&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:26.009Z,,,
https://www.google.com/maps/place/CommonSpirit+Radiation+Oncology+St.+Anthony/data=!4m7!3m6!1s0x876b83fee19b02b1:0x57ff35799b2f87bf!8m2!3d39.7170486!4d-105.130009!16s%2Fg%2F11b7c9qnyr!19sChIJsQKb4f6Da4cRv4cvm3k1_1c,CommonSpirit Radiation Oncology St. Anthony,2.7,7,Cancer treatment center,"Medical Plaza, 11750 W 2nd Pl 1 #150, Lakewood, CO 80228, United States","PV89+RX Lakewood, Colorado, USA",https://www.mountain.commonspirit.org/location/commonspirit-radiation-oncology-st-anthony,+1 720-321-8800,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eFRoK1XiKNT1NVufQJHu6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.57367&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:28.787Z,,,
https://www.google.com/maps/place/Comprehensive+Behavioral+Health+Center/data=!4m7!3m6!1s0x876b81c8e3054655:0x91107085a7c75c5a!8m2!3d39.7107805!4d-105.0548739!16s%2Fg%2F11r_mzp5n1!19sChIJVUYF48iBa4cRWlzHp4VwEJE,Comprehensive Behavioral Health Center,4.8,20,Addiction treatment center,"5300 W Alameda Ave, Lakewood, CO 80226, United States","PW6W+83 Lakewood, Colorado, USA",https://comprehensivebhc.com/locations/Lakewood-office/?utm_source=gbp_listing&utm_medium=organic&utm_campaign=lakewood,+1 720-762-5284,Closed ⋅ Opens 5:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMJGvG9Hyjsh_brEZ6fG8Qh5xo-3L83jU8dRxQt=w408-h306-k-no,true,Closed,5:30 am–4 pm,5:30 am–4 pm,5:30 am–4 pm,5:30 am–4 pm,5:30 am–4 pm,8–10 am,"https://www.google.com/maps/search/Infusion+centers+in+Lakewood+CO/@39.7047095,-105.0813734,14z",2025-09-28T23:04:33.709Z,,,
