placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday
"https://www.google.com/maps/place/Pediatrics+%7C+Lindsay+Schwandner,+MD/data=!4m7!3m6!1s0x88db4023e10ea4eb:0x28d8679cef3dc4f2!8m2!3d26.6391197!4d-81.9420069!16s%2Fg%2F1261343b8!19sChIJ66QO4SNA24gR8sQ975xn2Cg","Pediatrics | Lindsay Schwandner, MD",5.0,,Pediatrician,"650 Del Prado Blvd S #107, Cape Coral, FL 33990, United States","J3Q5+J5 Cape Coral, Florida, USA",https://www.leehealth.org/find-a-doctor/lindsay-schwandner,+1 239-343-9888,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JPQEFEl9uxDguVMfIHLWmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.48595&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:27.432Z,,,,,,,
https://www.google.com/maps/place/Kavitha+S+Taschner/data=!4m7!3m6!1s0x88db4145e857f727:0x8416d3dda4de69bb!8m2!3d26.6456473!4d-81.9413733!16s%2Fg%2F11kjq6gln4!19sChIJJ_dX6EVB24gRu2nepN3TFoQ,Kavitha S Taschner,5.0,,Pediatrician,"316 Del Prado Blvd S, Cape Coral, FL 339901710, United States","J3W5+7F Cape Coral, Florida, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_IpB0X1cfpNoA-c9upm6uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.32454&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:29.891Z,,,,,,,
https://www.google.com/maps/place/Golisano+Pediatrics+-+Franklin+Park/data=!4m7!3m6!1s0x88db6b7ed4003d91:0xb5d40687b4ad45b0!8m2!3d26.6363154!4d-81.846135!16s%2Fg%2F11y8mgrcxt!19sChIJkT0A1H5r24gRsEWttIcG1LU,Golisano Pediatrics - Franklin Park,4.0,,Pediatrician,"2330 Henderson Ave Suite 200, Fort Myers, FL 33916, United States","J5P3+GG Fort Myers, Florida, USA",https://www.leehealth.org/our-services/pediatric-primary-care,+1 239-343-9888,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X_J8udB3HBrgzv5Yhwa2Sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.14105&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:32.321Z,,,,,,,
https://www.google.com/maps/place/First+Choice+KidCare/data=!4m7!3m6!1s0x88db41e74d1468fb:0x9603009f89e8a2f9!8m2!3d26.6358001!4d-81.8716861!16s%2Fg%2F11bz_yy9zg!19sChIJ-2gUTedB24gR-aLoiZ8AA5Y,First Choice KidCare,3.0,,Pediatrician,"2256 Heitman St, Fort Myers, FL 33901, United States","J4PH+88 Fort Myers, Florida, USA",https://firstchoicekidcare.org/locations/,+1 844-889-2691,Open · Closes 12 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KHXQFHIBIot7MX4LA1kUEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.54367&pitch=0&thumbfov=100,false,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:36.986Z,,,,,,,
"https://www.google.com/maps/place/Pediatric+Primary+Care+%7C+Pierre+Loredo,+MD/data=!4m7!3m6!1s0x88db4023d91b7bb1:0x7d6a0c48889e3791!8m2!3d26.5925843!4d-81.8711309!16s%2Fg%2F1thtdyrq!19sChIJsXsb2SNA24gRkTeeiEgMan0","Pediatric Primary Care | Pierre Loredo, MD",4.9,,Pediatrician,"4751 S Cleveland Ave, Fort Myers, FL 33907, United States","H4VH+2G Fort Myers, Florida, USA",https://www.leehealth.org/find-a-doctor/pierre-loredo,+1 239-343-9888,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YHs3fvhhD-CNSxHNoroAKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.919273&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:39.455Z,,,,,,,
"https://www.google.com/maps/place/ENT+%26+Allergy+Specialists+of+Florida+%28Formerly+Ear,+Nose+%26+Throat+Specialists+of+Florida%29/data=!4m7!3m6!1s0x88db41379e91ba59:0xb7d2d27a4e0c0d98!8m2!3d26.65315!4d-81.9415108!16s%2Fg%2F1tvtc4cg!19sChIJWbqRnjdB24gRmA0MTnrS0rc","ENT & Allergy Specialists of Florida (Formerly Ear, Nose & Throat Specialists of Florida)",4.4,,Otolaryngology clinic,"24 Del Prado Blvd N, Cape Coral, FL 33909, United States","M335+79 Cape Coral, Florida, USA",https://entfl.com/,+1 239-772-2171,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOBAzNpHSezbKMEW58-M1Pa3G1B5kLE5Cpm-roh=w408-h271-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:44.167Z,,,,,,,
https://www.google.com/maps/place/First+Choice+Kidcare/data=!4m7!3m6!1s0x88db41e0b098edbb:0x1f1516250bfd369e!8m2!3d26.6363221!4d-81.8712008!16s%2Fg%2F1263mkc1j!19sChIJu-2YsOBB24gRnjb9CyUWFR8,First Choice Kidcare,1.8,,Child care agency,"2232 Grand Ave, Fort Myers, FL 33901, United States","J4PH+GG Fort Myers, Florida, USA",https://firstchoicekidcare.org/,+1 239-344-2341,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CwPANLhhHq3ooKS3GIVpIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.13823&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:48.808Z,,,,,,,
https://www.google.com/maps/place/Millennium+Physician+Group+-+Cape+Coral+Primary-Care/data=!4m7!3m6!1s0x88db41e2e554b807:0x8408038a87ae143!8m2!3d26.6556686!4d-81.9414618!16s%2Fg%2F11tgcq57v6!19sChIJB7hU5eJB24gRQ-F6qDiAQAg,Millennium Physician Group - Cape Coral Primary-Care,,,Pediatric clinic,"126 Del Prado Blvd N #102, Cape Coral, FL 33909, United States","M345+7C Cape Coral, Florida, USA",https://millenniumphysician.com/location/cape-coral-pediatrician-126-del-prado-blvd-n-ste-102/,+1 239-772-3295,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L-GqWhxQnwNY4GbsVte0xg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.16509&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:51.287Z,,,,,,,
https://www.google.com/maps/place/Golisano+Pediatrics+-+Page+Field/data=!4m7!3m6!1s0x88db40215dcf8373:0x609c99c85dbe1953!8m2!3d26.5926059!4d-81.8711365!16s%2Fg%2F11f61x7vr2!19sChIJc4PPXSFA24gRUxm-XciZnGA,Golisano Pediatrics - Page Field,3.9,,Pediatrician,"4751 S Cleveland Ave, Fort Myers, FL 33907, United States","H4VH+2G Fort Myers, Florida, USA",https://www.leehealth.org/our-services/pediatric-primary-care?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 239-343-9888,Closes soon · 6:15 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMddHLQ-WHzT9Y6MtblmNDqMuTz65GQHYa9a9Xh=w426-h240-k-no,true,8 am–6:15 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:56.088Z,,,,,,,
https://www.google.com/maps/place/Pediatric+Hospitalist+%7C+Cape+Coral+Hospital/data=!4m7!3m6!1s0x88db4180d71d5f0f:0x82cd11a63c9a98e1!8m2!3d26.6392094!4d-81.941716!16s%2Fg%2F11kcg2wj1q!19sChIJD18d14BB24gR4ZiaPKYRzYI,Pediatric Hospitalist | Cape Coral Hospital,2.3,,Medical office,"636 Del Prado Blvd S, Cape Coral, FL 33990, United States","J3Q5+M8 Cape Coral, Florida, USA",https://www.leehealth.org/find-a-location/cape-coral-hospital,+1 239-343-5651,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JPQEFEl9uxDguVMfIHLWmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.28864&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:34:58.866Z,,,,,,,
https://www.google.com/maps/place/Coastal+Urgent+Care+Centers/data=!4m7!3m6!1s0x88db41385d392ddd:0x34c3cdab76e3278f!8m2!3d26.63731!4d-81.940381!16s%2Fg%2F11f11p7szf!19sChIJ3S05XThB24gRjyfjdqvNwzQ,Coastal Urgent Care Centers,4.7,,Urgent care center,"811 Del Prado Blvd S, Cape Coral, FL 33990, United States","J3P5+WR Cape Coral, Florida, USA",https://www.coastalurgentcares.com/,+1 239-360-2634,Closes soon · 6 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOo1xI6LmGbnZ2tNCG6EgdvYrP7lEADg6Cu5ttJ=w408-h272-k-no,true,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:03.322Z,Identifies as women-owned,,,,,,
https://www.google.com/maps/place/Pediatric+Dentistry+of+Cape+Coral/data=!4m7!3m6!1s0x88db413a92865dfb:0xeb1b85d034d093b3!8m2!3d26.6293711!4d-81.9413664!16s%2Fg%2F1tdqvbj7!19sChIJ-12GkjpB24gRs5PQNNCFG-s,Pediatric Dentistry of Cape Coral,4.7,,Pediatric dentist,"1508 SE 12th Terrace, Cape Coral, FL 33990, United States","J3H5+PF Cape Coral, Florida, USA",https://www.swfl-pediatricdentistry.com/,+1 239-322-5222,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopegfu0SGugiKiizTAg8LilR6JXti1iii7d_W9X-HY_lDVImn5waj_65xiZ6U8nGHM_RnMFy_xz-HrPrLXXHOTVTBkhnoFsRfZ2RwRssUUR1pwoaCc_jkpczBKV-s9bO7T6GYsIw=w408-h544-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:08.013Z,,,,,,,
https://www.google.com/maps/place/Physicians%27+Primary+Care+of+SWFL+Cape+Peds+Too/data=!4m7!3m6!1s0x88db417c9e08b429:0x17858c45af939ca4!8m2!3d26.6366985!4d-81.9465342!16s%2Fg%2F11t7fhrdrd!19sChIJKbQInnxB24gRpJyTr0WMhRc,Physicians' Primary Care of SWFL Cape Peds Too,1.0,,Pediatrician,"1265 Viscaya Pkwy, Cape Coral, FL 33990, United States","J3P3+M9 Cape Coral, Florida, USA",https://www.ppcswfl.com/,+1 239-573-7337,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6J6sTj866bKWQhyePUUQ0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.543441&pitch=0&thumbfov=100,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:12.654Z,,,,,,,
"https://www.google.com/maps/place/Gia+Edge,+APRN-BC/data=!4m7!3m6!1s0x88db414c86ab925d:0x73435afcfcba1a5b!8m2!3d26.6444899!4d-81.9406562!16s%2Fg%2F11v5x7ht17!19sChIJXZKrhkxB24gRWxq6_PxaQ3M","Gia Edge, APRN-BC",5.0,,Nurse practitioner,"413 Del Prado Blvd S Suite 101, Cape Coral, FL 33990, United States","J3V5+QP Cape Coral, Florida, USA",https://www.riverchasedermatology.com/provider/gia-edge-aprn-bc/?utm_source=organic&utm_medium=google&utm_campaign=RCD_GMB_CC_Edge,+1 239-443-1500,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNYqj3nTHLgsGeYOuY7McFSsifag_3TGDaFwAOh=w426-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:17.092Z,,,,,,,
"https://www.google.com/maps/place/Pediatric+Primary+Care+%7C+Piedade+Silva,+MD/data=!4m7!3m6!1s0x88db4023d91b7bb1:0xbe62a4cde2cc135e!8m2!3d26.5925737!4d-81.8711176!16s%2Fg%2F1tjyvdt7!19sChIJsXsb2SNA24gRXhPM4s2kYr4","Pediatric Primary Care | Piedade Silva, MD",5.0,,Pediatrician,"4751 S Cleveland Ave, Fort Myers, FL 33907, United States","H4VH+2H Fort Myers, Florida, USA",https://www.leehealth.org/find-a-doctor/piedade-oliveira-silva,+1 239-343-9888,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YHs3fvhhD-CNSxHNoroAKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.451862&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:19.842Z,,,,,,,
https://www.google.com/maps/place/Associates+in+Digestive+Health+-+Cape+Coral/data=!4m7!3m6!1s0x88db40c59fbafadf:0x193bfb441437053f!8m2!3d26.6401163!4d-81.9404614!16s%2Fg%2F1tq4rwz9!19sChIJ3_q6n8VA24gRPwU3FET7Oxk,Associates in Digestive Health - Cape Coral,4.8,,Medical clinic,"625 Del Prado Blvd S, Cape Coral, FL 33990, United States","J3R5+2R Cape Coral, Florida, USA",https://www.uniteddigestive.com/location/aidh-cape-coral/,+1 239-772-3636,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMPfDxMcshAPUJZFKYazQVxo0nFxUS2pV6A2dTW=w426-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:24.427Z,,,,,,,
https://www.google.com/maps/place/Velazquez-Valle+Karen+MD/data=!4m7!3m6!1s0x88db41e0b2eea897:0x6e4d2c6283381e34!8m2!3d26.6358001!4d-81.8716861!16s%2Fg%2F1tgfqyf2!19sChIJl6jusuBB24gRNB44g2IsTW4,Velazquez-Valle Karen MD,4.2,,Pediatrician,"2256 Heitman St, Fort Myers, FL 33901, United States","J4PH+88 Fort Myers, Florida, USA",http://www.fhcswf.org/,+1 239-278-3600,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JNh9f1vHL3OP9JfSxiCmAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.04294&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:29.080Z,,,,,,,
"https://www.google.com/maps/place/Dr.+Stanley+Wiggins,+MD/data=!4m7!3m6!1s0x88db4136639e95c3:0xca5197fe9cca85c1!8m2!3d26.6364446!4d-81.9476017!16s%2Fg%2F1td77cz5!19sChIJw5WeYzZB24gRwYXKnP6XUco","Dr. Stanley Wiggins, MD",5.0,,Pediatrician,"1261 Viscaya Pkwy, Cape Coral, FL 33990, United States","J3P2+HX Cape Coral, Florida, USA",https://www.ppcswfl.com/practitioner/stanley-wiggins-m-d/,+1 239-573-7337,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMVk7Rcpb6cVj6ESEP1CM6yzHUemGSnzeFI9m46=w408-h510-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:33.899Z,,,,,,,
https://www.google.com/maps/place/Fort+Myers+Children%27s+Surgery+Center/data=!4m7!3m6!1s0x88db6bf009b776fd:0xad156772d0d07db6!8m2!3d26.6086589!4d-81.864521!16s%2Fg%2F11v63xm3jd!19sChIJ_Xa3CfBr24gRtn3Q0HJnFa0,Fort Myers Children's Surgery Center,4.7,,Surgical center,"3700 Central Ave, Fort Myers, FL 33901, United States","J45P+F5 Fort Myers, Florida, USA",http://bluecloudpsc.com/,+1 239-387-1587,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipPls0hsiXWmZ6H1vif1QTgsArlJ7YLF8Sufqzs=w408-h306-k-no,true,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:38.333Z,,,,,,,
https://www.google.com/maps/place/Speech+Matters/data=!4m7!3m6!1s0x88db41efc7aeabc5:0x63680bd4fb48a400!8m2!3d26.652286!4d-81.9243958!16s%2Fg%2F11fhrgr2y_!19sChIJxauux-9B24gRAKRI-9QLaGM,Speech Matters,4.7,,Medical clinic,"2328 Hancock Bridge Pkwy, Cape Coral, FL 33990, United States","M32G+W6 Cape Coral, Florida, USA",http://speechmattersswfl.com/,+1 239-246-8751,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q2Q2dVqqL1SVlIrqtoYQig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.43072&pitch=0&thumbfov=100,true,9 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-10T22:35:43.142Z,Identifies as women-owned,,,,,,
