placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/O%27Reilly+Motor+Cars/data=!4m7!3m6!1s0x8805196d69371e0b:0x867f84b4eb08ef72!8m2!3d43.0501119!4d-87.9153175!16s%2Fg%2F1tdr3ww2!19sChIJCx43aW0ZBYgRcu8I67SEf4Y,O'Reilly Motor Cars,4.8,574,Auto repair shop,,"324 W Cherry St, Milwaukee, WI 53212, United States","332M+2V Milwaukee, Wisconsin, USA",https://oreillymotors.com/,+1 414-273-1000,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerzIdCrhuSxEj5l4IJP7jps6_eXpcxfEvXnkfr7R9EnQ0ECArJ09mp9Rq_9486b_Pp1fUPa_YbbV_-J9rfaAMxOJKwI0KpfG1jr9JtpBiHYCZp3bWXb4g8M02NBEjJ4NkbcYqAb=w425-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:51:24.066Z,
https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x88051a4ce98601f1:0x805ad59ac4c79542!8m2!3d43.0391508!4d-87.9600399!16s%2Fg%2F1v3dspws!19sChIJ8QGG6UwaBYgRQpXHxJrVWoA,Midas,4.6,1144,Auto repair shop,,"3706 W Wisconsin Ave, Milwaukee, WI 53208, United States","22QQ+MX Milwaukee, Wisconsin, USA",https://www.midas.com/store/wi/milwaukee/3706-west-wisconsin-avenue-53208?shopnum=2560&utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_MTE1ODYyMjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 414-939-5952,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOtexkHWbEyJFCfGAl6l0nQoLJnhBT8A6MVY1MwQKS_IQxRfGFhvEDQINuEh_pmIUUAok9moMCyLCgZ4K3GvDPki8dQMcYbmIXnN86V8_JPXpteTIDaM1JsxzPJkFGCzRgN9GihQ=w427-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:51:29.833Z,
https://www.google.com/maps/place/T+%26+N+Tire+Service/data=!4m7!3m6!1s0x88051956f82aea0d:0xcdaaaec3e82f6b4e!8m2!3d43.0719084!4d-87.9308353!16s%2Fg%2F1vs1sfw_!19sChIJDeoq-FYZBYgRTmsv6MOuqs0,T & N Tire Service,4.2,279,Tire shop,· In-store pick-up,"2923 N Teutonia Ave, Milwaukee, WI 53206, United States","33C9+QM Milwaukee, Wisconsin, USA",,+1 414-562-6211,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJJYkDd5oafKGuvRwQardOYoQOiCVF5SBfuHwnM2FOCQBJL2hlgc2D2Tc7XeTZzmLPDtqnaW0K4ue0OaBUrjU-tcoLyFrBTsWQ2VmI4a1wX6qY89nOp979YfPjHXb3N6CXRpb4yg=w408-h306-k-no,false,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:51:35.736Z,
https://www.google.com/maps/place/Raceway+Tires+and+Service/data=!4m7!3m6!1s0x88051b80db1cefc1:0x9a6dbf0d8925ceb7!8m2!3d43.0639141!4d-87.9291209!16s%2Fg%2F11q2y3306c!19sChIJwe8c24AbBYgRt84liQ2_bZo,Raceway Tires and Service,4.3,8,Tire shop,,"2481 N Teutonia Ave, Milwaukee, WI 53206, United States","337C+H9 Milwaukee, Wisconsin, USA",https://www.uhaul.com/Locations/Truck-Rentals-near-Milwaukee-WI-53208/003057/,+1 414-435-4093,Open · Closes 6 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercf1Y7ea961YuVWG_ntvZZOArkMBHUVLHL6w_ZQaEkT5X9BWDhCH9ut7d30Ycqi_J10sAPql_lMuxkUQWO7cNldVGHGeqAWpZtP6LFmP4v655S854ZNqeYxRqI-VepVN0HxuVYkA=w658-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:51:41.009Z,true
https://www.google.com/maps/place/Acosta+Auto+Repair/data=!4m7!3m6!1s0x880519c5108b6f2b:0xa096c662bcab32e2!8m2!3d43.0255563!4d-87.922756!16s%2Fg%2F11h6tytdsz!19sChIJK2-LEMUZBYgR4jKrvGLGlqA,Acosta Auto Repair,4.7,39,Auto repair shop,,"902 W Bruce St, Milwaukee, WI 53204, United States","23GG+6V Milwaukee, Wisconsin, USA",https://www.acostaautorepair.com/,+1 414-239-8727,"Open · Closes 5:30 pm

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohfwMzYIhHVKmpUTf5V3uCA03HUTZ95nla6hxGh8D59DagdP0UTjzP7QFGWQn_ZKAuI0ai8un0YtSExUtXy8YFzzzQvxuLIGeFCF0hJEuZgj3de10hH7LKeQxIs015LQEy-T1bZnnLWPE=w408-h544-k-no,true,11 am–5:30 pm,8 am–5:30 pm,11 am–5:30 pm,8 am–5:30 pm,11 am–5:30 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:51:46.485Z,
https://www.google.com/maps/place/Mr.+P%27s+Tires/data=!4m7!3m6!1s0x880519d7bf92edf1:0xf4205a97caad7b16!8m2!3d43.0016839!4d-87.902968!16s%2Fg%2F1thx95qn!19sChIJ8e2Sv9cZBYgRFnutypdaIPQ,Mr. P's Tires,4.6,692,Tire shop,· In-store shopping · In-store pick-up,"2366 S Kinnickinnic Ave, Milwaukee, WI 53207, United States","232W+MR Milwaukee, Wisconsin, USA",https://www.mrpstires.com/,+1 414-769-0500,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepnAcDH95iHOXFE6sf-ShDSyX73QKoPUKl7RaXrHihoqQx1QbQRIvvNxbDmOyYVLBSSx4h2k8R9C-s12Uscx3OKj-6snVdbmhVzhNj9VkILPfv8-zkOvHMUd-70zwhn6BPMCUu-=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:51:51.845Z,
https://www.google.com/maps/place/Two+Brothers+Automotive/data=!4m7!3m6!1s0x88051a33f528c21b:0x6481d5f627fca9ac!8m2!3d43.0364165!4d-87.9481278!16s%2Fg%2F1tfqgckt!19sChIJG8Io9TMaBYgRrKn8J_bVgWQ,Two Brothers Automotive,4.3,182,Auto repair shop,,"505 N 27th St, Milwaukee, WI 53208, United States","23P2+HP Milwaukee, Wisconsin, USA",,+1 414-988-8909,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq0YsMsCM1g7Jz-pAKF3w85lySXoWlmoqnJTUBQlY6nZ2GeIfbZPx3-jXfckjlNJBlDT3KmZl_GMF5BuXiVyJ53Fi_YLaDul0dtj33dlK-k3cZ2DX_BS2lF2W9ovUZdUTdMPfzNIw=w408-h725-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:51:57.564Z,
https://www.google.com/maps/place/John+the+Muffler+Man/data=!4m7!3m6!1s0x88051bd2cbda9323:0x3141cb434d0e8294!8m2!3d43.0400848!4d-87.9418792!16s%2Fg%2F1tftxjkj!19sChIJI5Pay9IbBYgRlIIOTUPLQTE,John the Muffler Man,4.7,560,Muffler shop,· In-store shopping · In-store pick-up,"2313 W Wells St, Milwaukee, WI 53233, United States","23R5+26 Milwaukee, Wisconsin, USA",https://www.jtmmwisconson.com/,+1 414-344-2740,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfYTySt-BEyW_StPfYdNr54aWj5mvq0SVMWLsC8_lBvKrPIZuQMHTK7KMKpKcJykETkSwLAhednM9wC80Jy-pF8eLL6ZhZD8Jgr9HCTqLdwx8ILHVq1DPOkfjlFKxuOdVJgqE=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:52:02.702Z,
"https://www.google.com/maps/place/Tire+Rescue+on+the+Go+MKE,+LLC/data=!4m7!3m6!1s0x8805172617fe7f6d:0xb75471115bcf2228!8m2!3d43.006478!4d-87.961252!16s%2Fg%2F11h12lms0y!19sChIJbX_-FyYXBYgRKCLPWxFxVLc","Tire Rescue on the Go MKE, LLC",4.9,394,Tire shop,· Delivery,"2101A S 37th St., Milwaukee, WI 53204, United States","224Q+HF Milwaukee, Wisconsin, USA",https://www.tirerescueonthegomke.com/,+1 414-514-8881,"Open · Closes 8 pm

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6Ovxj8p7x_eqxghV9uMwmAn_wV5-vi4USHfynw_fBixSuSJY4a15N7bpPFzaThyr1s4gf19zJdL36lT2HVd6pHNZAQSqv8TOO1VQQ-GIePNZXnk93l8X_DtvGTXIcqh7hBnkP=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:52:08.088Z,
https://www.google.com/maps/place/Oscar%E2%80%99s+Tires/data=!4m7!3m6!1s0x88051a715819dec7:0xdb3c73c73d21fbe!8m2!3d43.0068444!4d-87.9580744!16s%2Fg%2F11hdb8w0h4!19sChIJx94ZWHEaBYgRvh_SczzHsw0,Oscar’s Tires,4.4,279,Tire shop,· In-store shopping,"2079 S 35th St, Milwaukee, WI 53215, United States","224R+PQ Milwaukee, Wisconsin, USA",,+1 414-384-7830,"Open · Closes 7 pm

Updated by this business 11 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepsIiNoUnD10bbai2-bk3vm6dnJ6TO5LR8idJ8s746TR5PIJQTwzot8wIC3EkAuBZbtEPivphbdLevyTtHqXhCNn4XI1R6Z-XgR8HW_BlWYpa-L2xTjSA5nsZ6TS4e_uXmxf9Ddmg=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:52:13.826Z,
https://www.google.com/maps/place/Reh%27s+Auto+Service/data=!4m7!3m6!1s0x88051a31552474eb:0xf09a47c188d65e85!8m2!3d43.0351412!4d-87.9484334!16s%2Fg%2F1wtbvg6n!19sChIJ63QkVTEaBYgRhV7WiMFHmvA,Reh's Auto Service,4.7,67,Auto repair shop,,"2720 W St Paul Ave, Milwaukee, WI 53208, United States","23P2+3J Milwaukee, Wisconsin, USA",,+1 414-344-3436,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-aWoLs2Yyucp3xarpgI_0SyUR4z_7t6eRj_IDRnnxuVug60bDAPzC9OQ7oApf3vfKoc6lN7NgcmqBbOWpLo_gUcotRxZfTMgjvet91xxB_APAsb6Eq4DZQ-nGpuzMqdBBTZOW4Q=w408-h544-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,9 am–2:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:52:19.649Z,
https://www.google.com/maps/place/Velasquez+Complete+Auto+Care/data=!4m7!3m6!1s0x8805198a0aaed42d:0xcffd9e810c29ced6!8m2!3d43.024082!4d-87.9335186!16s%2Fg%2F1tf2sszz!19sChIJLdSuCooZBYgR1s4pDIGe_c8,Velasquez Complete Auto Care,3.5,386,Auto repair shop,,"709 S César E. Chávez Dr, Milwaukee, WI 53204, United States","23F8+JH Milwaukee, Wisconsin, USA",https://www.velasquezautocare.com/,+1 414-485-0300,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovEtdxjgzmmRmQaoIJuxRd07osO3nEMXoQvVrb2O8rcYzDahDozq0BTQBsP_eC9hyMOzJWaTde2Mb_6Kux2WNVPD8eH_UP8SZyrVZ1u5GYpzRmDNB7BF5iKlP_HsCKadZimFzS=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,7 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:52:25.432Z,
https://www.google.com/maps/place/Pops%27+and+Sons+Tires/data=!4m7!3m6!1s0x88051b73cd2d48b7:0xaa280cafcb7aa8fa!8m2!3d43.0640485!4d-87.9801623!16s%2Fg%2F1tf58ghz!19sChIJt0gtzXMbBYgR-qh6y68MKKo,Pops' and Sons Tires,4.5,673,Used tire shop,· In-store pick-up,"5301 W Lisbon Ave, Milwaukee, WI 53210, United States","3279+JW Milwaukee, Wisconsin, USA",https://www.popsandsonstires.com/,+1 414-449-5810,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSpwBE-3Xpb-O_0ShB5IqDBBVaNhTg9NOK5cnwu29egin4UWrSXi3KKfLiR6Yyq0sWsGhyh4AWFDQN_eYQIpwPaZmCourjc8O-hlx0Rjp288BS11hxmwcJQqwg2AUnCDvt0jgVoQ=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–2:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:52:31.541Z,
https://www.google.com/maps/place/414tire%26Wheels/data=!4m7!3m6!1s0x8805196475e9f725:0x40c13d6d65a85fe5!8m2!3d43.0112193!4d-87.9210185!16s%2Fg%2F11ftl3qx4_!19sChIJJffpdWQZBYgR5V-oZW09wUA,414tire&Wheels,4.6,60,Used tire shop,,"732 W Maple St, Milwaukee, WI 53204, United States","236H+FH Milwaukee, Wisconsin, USA",,+1 414-334-3735,Open · Closes 7 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepWxTa_Pw4vcRzSG1lU-rEBjmHIhXXtGsf0Yy54rhikSqE08lABhspqgRsoQcSP1w54kvYAglNDe4Vgr6rHt7emSuLSgvw3gGzScG3iKaeiE25rzSEFDP6HLJJadt1PZm1dP90K=w408-h544-k-no,false,9 am–12 am,"12–7 am, 9 am–7 pm",9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:52:36.662Z,
