placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error
https://www.google.com/maps/place/Business+Dynamo/data=!4m7!3m6!1s0x48792e28c4f211c3:0xfafbc25372800120!8m2!3d53.9605501!4d-1.0846421!16s%2Fg%2F11bwgwd7qt!19sChIJwxHyxCgueUgRIAGAclPC-_o,Business Dynamo,3.0,2,Accountant,"Blake House, 18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",,+44 1904 501401,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh0v5o8UEZyFciVx-_bYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.31403&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:17.512Z,,
https://www.google.com/maps/place/Parker+Hartley+%26+Co/data=!4m7!3m6!1s0x487931a491ad93af:0x59356fe47e5476b6!8m2!3d53.964836!4d-1.07704!16s%2Fg%2F1v29bjjr!19sChIJr5OtkaQxeUgRtnZUfuRvNVk,Parker Hartley & Co,5.0,6,Accountant,"The Groves, 2 Waverley St, York YO31 7QZ, United Kingdom","XW7F+W5 York, UK",https://parkerhartley.co.uk/,+44 1904 612455,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H84WUUFeUJLkXcvnbjZJ0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.29345&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:21.976Z,,
https://www.google.com/maps/place/Minford+Accountants/data=!4m7!3m6!1s0x487931b9458a24cb:0x3714facb504aa4c9!8m2!3d53.9649917!4d-1.0672612!16s%2Fg%2F1ttp9ts0!19sChIJyySKRbkxeUgRyaRKUMv6FDc,Minford Accountants,5.0,6,Accountant,"31 Hawthorn Grove, Heworth, York YO31 7YA, United Kingdom","XW7M+X3 York, UK",http://www.minford.eu/,+44 1904 414471,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-iFjZpzcqx79ZQMmsGQHFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.4132&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:26.505Z,,
https://www.google.com/maps/place/Inglis+Chartered+Accountants/data=!4m7!3m6!1s0x487931497e619f85:0x1270af70e2480c3b!8m2!3d53.9737746!4d-1.1338583!16s%2Fg%2F12lvk4p87!19sChIJhZ9hfkkxeUgROwxI4nCvcBI,Inglis Chartered Accountants,5.0,47,Accountant,"3, Westfield House, Millfield Ln, Nether Poppleton, York YO26 6GA, United Kingdom","XVF8+GF Nether Poppleton, York, UK",http://www.dinglisaccountancy.co.uk/,+44 1904 787973,"Closed ⋅ Opens 9 am Mon

Confirmed by phone call 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noElNiiag1AtelAvvbc8yPejgNJhBdBzeCU9b_D5m0zb9edhw4l72mo2RSELWdRBAoicnwSsgHCE8okEnXkcbYkcuvdObTsfHTqLFd8oomZuskCrpoiuZf0KqjEm5WxTyCcImsy=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:31.022Z,,
https://www.google.com/maps/place/Better+Life+Accountancy+Limited/data=!4m7!3m6!1s0x48792f85f87c45b3:0x15d7c4a5368541f0!8m2!3d53.9474758!4d-1.0327278!16s%2Fg%2F11w26h_txv!19sChIJs0V8-IUveUgR8EGFNqXE1xU,Better Life Accountancy Limited,5.0,7,Chartered accountant,"THE CATALYST, Baird Ln, York YO10 5GA, United Kingdom","WXW8+XW York, UK",https://betterlifeaccountancy.com/,+44 7365 389793,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bk4UBtmdy8Snj5GnlPpkFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.728287&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:35.502Z,,
https://www.google.com/maps/place/Hentons/data=!4m7!3m6!1s0x487931223fe4849b:0xc309e093c781df7b!8m2!3d53.9558131!4d-1.1157607!16s%2Fg%2F1tdndrzq!19sChIJm4TkPyIxeUgRe9-Bx5PgCcM,Hentons,5.0,2,Chartered accountant,"124 Acomb Rd, Holgate, York YO24 4EY, United Kingdom","XV4M+8M York, UK",https://www.hentons.com/,+44 1904 799499,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noPl55XJBo8d6Nm-Z8qy-LnKLP1vbbYEeTLE8_SIBd57uFhcrByegGkA3FH0Gd6ZJB319nyHfCtMm_Mc5DbktE_CkzlQU3HJRDoBFdzqusPJpaI0TgeGovZUAjlT9kPrw0zyH0=w408-h725-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:39.971Z,,
https://www.google.com/maps/place/Fortus/data=!4m7!3m6!1s0x487931696834bb3d:0x145fef69586153ae!8m2!3d53.9770265!4d-1.1105883!16s%2Fg%2F1tfb1hsv!19sChIJPbs0aGkxeUgRrlNhWGnvXxQ,Fortus,5.0,7,Accountant,"Equinox House, Clifton Park Ave, Shipton Rd, York YO30 5PA, United Kingdom","XVGQ+RQ Rawcliffe, York, UK",https://www.fortus.co.uk/accountants-in-york/,+44 1904 558300,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNYeNdiuDis2qw95onvb3dm83jmxGklafkfInzw=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:44.411Z,,
https://www.google.com/maps/place/SAS+Senior+Accounting+Services/data=!4m7!3m6!1s0x48793cfb1ff62c55:0x2a37b09553c9a91c!8m2!3d53.9853036!4d-1.0998064!16s%2Fg%2F11g6b3g9y7!19sChIJVSz2H_s8eUgRHKnJU5WwNyo,SAS Senior Accounting Services,5.0,1,Accountant,"Tower Ct, Oakdale Rd, York YO30 4XL, United Kingdom","XWP2+43 Rawcliffe, York, UK",http://senior-accounting-services.co.uk/,+44 7723 054219,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6UN8vZ0Rkfy9IydepNZf8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.33746&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:49.143Z,,
https://www.google.com/maps/place/MCO+Accountancy/data=!4m7!3m6!1s0x48758b1d70acee69:0x2040e72d1e44bcce!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F1td41z70!19sChIJae6scB2LdUgRzrxEHi3nQCA,MCO Accountancy,5.0,3,Accountant,"Blake House, 18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",https://mcoaccountancy.co.uk/,+44 1904 463555,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh0v5o8UEZyFciVx-_bYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.93515&pitch=0&thumbfov=100,true,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:53.461Z,,
https://www.google.com/maps/place/Northern+Tonic+Ltd/data=!4m7!3m6!1s0x4879478e88c99fe7:0x6ad046f49c52737a!8m2!3d53.9866036!4d-1.1006391!16s%2Fg%2F11hf445z4m!19sChIJ55_JiI5HeUgRenNSnPRG0Go,Northern Tonic Ltd,5.0,17,Certified public accountant,"14, Clifton Moor Business Village, James Nicolson Link, York YO30 4XG, United Kingdom","XVPX+JP Rawcliffe, York, UK",http://www.northerntonic.co.uk/,+44 1937 541770,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-SC9_YX_WmwHs-WY1C2YkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.94125&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:44:57.871Z,,
https://www.google.com/maps/place/The+Counting+House/data=!4m7!3m6!1s0x4879313a33f85417:0x93a68718b681b709!8m2!3d53.9584354!4d-1.0815565!16s%2Fg%2F11vj75cw9c!19sChIJF1T4MzoxeUgRCbeBthiHppM,The Counting House,5.0,5,Bookkeeping service,"The Counting House, York Hub Popes Head Court Offices, Peter Ln, York YO1 8SU, United Kingdom","XW59+99 York, UK",https://wearetch.co.uk/,+44 1757 247130,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DIxk8NAUgyqUnjJIl-jvpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.08558&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:02.335Z,LGBTQ+ friendly,
https://www.google.com/maps/place/The+Aesthetics+Accountant/data=!4m7!3m6!1s0x4879314b92188539:0x7a648849f16f8ca9!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F11mvg2ygrn!19sChIJOYUYkksxeUgRqYxv8UmIZHo,The Aesthetics Accountant,3.0,2,Accountant,"Blake House, 18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",http://www.theaestheticsaccountant.co.uk/,+44 800 048 5750,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh0v5o8UEZyFciVx-_bYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.93515&pitch=0&thumbfov=100,true,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:06.775Z,,
https://www.google.com/maps/place/Parsons+Accountants+York+Ltd/data=!4m7!3m6!1s0x4879311c28502fa5:0x40216ec2f4e0285a!8m2!3d53.9588516!4d-1.1096143!16s%2Fg%2F11s1pwdqsg!19sChIJpS9QKBwxeUgRWijg9MJuIUA,Parsons Accountants York Ltd,,,Accountant,"Gateway 1, Holgate Park Dr, Holgate, York YO26 4GG, United Kingdom","XV5R+G5 York, UK",https://www.parsons.co.uk/york,+44 1904 925300,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOINhlcGBUeeiTn1N1cuVmDWOtLcKkFdNtcx07N=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:11.185Z,,
https://www.google.com/maps/place/Townends+Chartered+Accountants/data=!4m7!3m6!1s0x48793045453c00d5:0xe55459dc4e278c2f!8m2!3d53.9378264!4d-1.072895!16s%2Fg%2F1tcwqnch!19sChIJ1QA8RUUweUgRL4wnTtxZVOU,Townends Chartered Accountants,2.6,5,Accountant,"Fulford Lodge, 1 Heslington Ln, Fulford, York YO10 4HW, United Kingdom","WWQG+4R Fulford, York, UK",https://townends.com/,+44 1904 687500,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zFeaF5mZZIv6QboPccYV_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.65033&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:15.589Z,,
https://www.google.com/maps/place/Franks+Accountants+Limited/data=!4m7!3m6!1s0x487931a7d39cd6d9:0x41d5442e0a66b5de!8m2!3d53.9605342!4d-1.0846687!16s%2Fg%2F11bz0pf0xw!19sChIJ2dac06cxeUgR3rVmCi5E1UE,Franks Accountants Limited,5.0,3,Accountant,"1 Audby Lane, Wetherby LS22 7RD, United Kingdom","XW68+64 York, UK",https://www.franksaccountants.co.uk/,+44 1904 565565,"Closed ⋅ Opens 9 am Mon

Confirmed by phone call 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO2EZRt0QZwMZGRbLrye5EumziicY2GkAmr5ZSj=w457-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:20.010Z,,
https://www.google.com/maps/place/BHP+LLP+%28York%29/data=!4m7!3m6!1s0x48793107747b5a73:0x1a5f62f6c4f4d380!8m2!3d53.9545119!4d-1.091855!16s%2Fg%2F1tksh9hm!19sChIJc1p7dAcxeUgRgNP0xPZiXxo,BHP LLP (York),,,Accountant,"Rievaulx House, 1 St Mary's Ct, York YO24 1AH, United Kingdom","XW35+R7 York, UK",https://www.bhp.co.uk/,+44 1904 628551,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-04N651NI-QyjirD0DQ8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.75174&pitch=0&thumbfov=100,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:24.336Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Smith+Wilson+Accountants/data=!4m7!3m6!1s0x48793125ea03b475:0xb998e576ea91d31a!8m2!3d53.9553834!4d-1.1251521!16s%2Fg%2F1tkl2v50!19sChIJdbQD6iUxeUgRGtOR6nblmLk,Smith Wilson Accountants,4.3,6,Accountant,"2a Acomb Court, Front St, Acomb, York YO24 3BJ, United Kingdom","XV4F+5W York, UK",https://smithwilson.co.uk/,+44 1904 793236,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aLrAb3VH-rhLgSNrLdMRrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.632835&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:28.755Z,,
https://www.google.com/maps/place/Birchfields/data=!4m7!3m6!1s0x487931a7d3781f83:0x958d10e4ad581f4b!8m2!3d53.9605318!4d-1.0846483!16s%2Fg%2F11f3cls16g!19sChIJgx9406cxeUgRSx9YreQQjZU,Birchfields,,,Accounting firm,"Blake House, 18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",http://bflds.co.uk/,+44 1904 295360,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kh0v5o8UEZyFciVx-_bYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.83078&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-10-19T16:45:31.206Z,,
