placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned,error
https://www.google.com/maps/place/Children+and+Teen+Dental+of+Alabama+-+Tuscaloosa+%28Rice+Mine+Rd.%29/data=!4m7!3m6!1s0x8888a805d0555d9d:0xd2d6e3ee22bbf3a7!8m2!3d33.2282964!4d-87.5318875!16s%2Fg%2F1264d8c90!19sChIJnV1V0AWoiIgRp_O7Iu7j1tI,Children and Teen Dental of Alabama - Tuscaloosa (Rice Mine Rd.),4.9,1081,Pediatric dentist,"221 Rice Mine Rd NE ste a, Tuscaloosa, AL 35406, United States","6FH9+86 Tuscaloosa, Alabama, USA",https://childrenandteendentalal.com/rice-mine/?utm_campaign=gmb,+1 205-539-5962,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOXjDYQxwKLQOhal7fNM4QzWHAPtYvQr8y33XNl=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:29.315Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Dr.+Julie+E.+Vaughn,+MD/data=!4m7!3m6!1s0x8888a83fc3aa0237:0x67f37b9f1f0d4a47!8m2!3d33.2104891!4d-87.5208753!16s%2Fg%2F1tk8cwwk!19sChIJNwKqwz-oiIgRR0oNH59782c","Dr. Julie E. Vaughn, MD",5.0,2,Pediatrician,"657 Helen Keller Blvd, Tuscaloosa, AL 35404, United States","6F6H+5J Tuscaloosa, Alabama, USA",,+1 205-333-8222,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s8jTm7HIswV41D9qC3Q7OQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.28528&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:31.909Z,,,,,,,,,,
https://www.google.com/maps/place/University+Medical+Center/data=!4m7!3m6!1s0x8886041555555555:0x8bc0145cfe0370ee!8m2!3d33.2078348!4d-87.5316723!16s%2Fg%2F1264czltp!19sChIJVVVVVRUEhogR7nAD_lwUwIs,University Medical Center,2.3,155,Medical Center,"850 Peter Bryce Blvd, Tuscaloosa, AL 35401, United States","6F59+48 Tuscaloosa, Alabama, USA",https://umc.ua.edu/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 205-348-1770,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNy1aybT7yC8UbsdhR1vOeFsck3kNYUH_LIYETc=w571-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:36.690Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 am,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
"https://www.google.com/maps/place/Dr.+Mark+H.+Thomas,+MD/data=!4m7!3m6!1s0x8888a82373620d89:0x7c835e4723dc204d!8m2!3d33.2079055!4d-87.5313945!16s%2Fg%2F1td7zvsm!19sChIJiQ1icyOoiIgRTSDcI0deg3w","Dr. Mark H. Thomas, MD",5.0,1,Pediatrician,"750 5th E Ave, Tuscaloosa, AL 35401, United States","6F59+5C Tuscaloosa, Alabama, USA",http://cchs.ua.edu/,+1 205-348-1770,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EDrclOI5mgGUaCCWTbBtlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.61356&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:39.515Z,,,,,,,,,,
"https://www.google.com/maps/place/Heather+Taylor,+MD/data=!4m7!3m6!1s0x8888a82373620d89:0x34994f1827d1e208!8m2!3d33.2078348!4d-87.5316723!16s%2Fg%2F1tgf3zrr!19sChIJiQ1icyOoiIgRCOLRJxhPmTQ","Heather Taylor, MD",5.0,2,Pediatrician,"850 Peter Bryce Blvd, Tuscaloosa, AL 35401, United States","6F59+48 Tuscaloosa, Alabama, USA",http://cchs.ua.edu/,+1 205-348-1770,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o8T8IAslBg6lVnuQpk8v9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.15584&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:42.117Z,,,,,,,,,,
"https://www.google.com/maps/place/Alabama+Multi-Specialty+Group,+P.C./data=!4m7!3m6!1s0x88861d526b3312db:0x2cec20f0419ca5bc!8m2!3d33.2392635!4d-87.5486094!16s%2Fg%2F1tf36qm2!19sChIJ2xIza1IdhogRvKWcQfAg7Cw","Alabama Multi-Specialty Group, P.C.",3.2,12,Medical clinic,"P.C, 922 Fairfax Park, Tuscaloosa, AL 35406, United States","6FQ2+PH Tuscaloosa, Alabama, USA",https://www.amsgpc.org/,+1 205-391-9300,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HFb3u9vX3joXnPV55zlA0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.14752&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:46.900Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Dr.+Richard+A.+Simpson,+DMD:+Children+%26+Teen+Dental/data=!4m7!3m6!1s0x8888a805d0555d9d:0x2c926d03e4abe130!8m2!3d33.228292!4d-87.5319028!16s%2Fg%2F1tfh5f1m!19sChIJnV1V0AWoiIgRMOGr5ANtkiw","Dr. Richard A. Simpson, DMD: Children & Teen Dental",4.9,49,Pediatric dentist,"221 Rice Mine Rd NE ste a, Tuscaloosa, AL 35406, United States","6FH9+86 Tuscaloosa, Alabama, USA",http://www.childrenandteendentalal.com/,+1 205-758-3341,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO1pQZWI6pkuKJMQuPLw3tMvomsfHeXIDfhn-Qi=w408-h411-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:51.619Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Dr.+William+W.+Hollowell,+DMD/data=!4m7!3m6!1s0x8888a851192ebab7:0x9c01ef4541703820!8m2!3d33.1971512!4d-87.5065758!16s%2Fg%2F1vp74jyd!19sChIJt7ouGVGoiIgRIDhwQUXvAZw","Dr. William W. Hollowell, DMD",4.8,22,Dentist,"2415 Veterans Memorial Pkwy, Tuscaloosa, AL 35404, United States","5FWV+V9 Tuscaloosa, Alabama, USA",,+1 205-556-6100,Closes soon · 4 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VwZ-DHjxNjzJAccuf0SB1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.0989&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:56.412Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
"https://www.google.com/maps/place/Dr.+Denise+N.+Brown,+MD/data=!4m7!3m6!1s0x8888a83fc3aa0237:0x97bc2b200ed88f4d!8m2!3d33.2619705!4d-87.5170745!16s%2Fg%2F1tdx9gf8!19sChIJNwKqwz-oiIgRTY_YDiArvJc","Dr. Denise N. Brown, MD",5.0,2,Pediatrician,"4880 Harkey Ln, Tuscaloosa, AL 35406, United States","7F6M+Q5 Tuscaloosa, Alabama, USA",https://www.tuscaloosapeds.com/,+1 205-333-8222,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1VMIanLL1UIBKQzM7enJ6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.29727&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:54:59.047Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Guillermo+Godoy,+MD/data=!4m7!3m6!1s0x8888a83bef390c1b:0x8091ab3c11609a9d!8m2!3d33.2053981!4d-87.5264812!16s%2Fg%2F1tl4dt0b!19sChIJGww57zuoiIgRnZpgETyrkYA","Dr. Guillermo Godoy, MD",5.0,2,Neonatal physician,"809 University Blvd E, Tuscaloosa, AL 35401, United States","6F4F+5C Tuscaloosa, Alabama, USA",,+1 205-759-7690,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1q8TjdACw66e1vkJtd-SiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.32741&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:55:03.822Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Taylorville+Family+Medicine/data=!4m7!3m6!1s0x888601fb0b759aef:0x7fe03e11c0c9f25b!8m2!3d33.1360427!4d-87.5460821!16s%2Fg%2F1tk1nrlj!19sChIJ75p1C_sBhogRW_LJwBE-4H8,Taylorville Family Medicine,4.7,586,Medical clinic,"7700 Alabama Hwy 69 S, Tuscaloosa, AL 35405, United States","4FP3+CH Tuscaloosa, Alabama, USA",https://www.taylorvillefamily.com/,+1 205-349-1040,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMmURbfBE-dNrHNK_7SuK49SZcA8nEIK1NAlk85=w408-h407-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2026-02-10T21:55:08.698Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,,
