placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info
https://www.google.com/maps/place/A-1+Mold+Testing+%26+Remediation+Services/data=!4m7!3m6!1s0x8796bfd2016271c7:0x784c0a661a0aaa8e!8m2!3d40.7735217!4d-96.7116851!16s%2Fg%2F1tcx7h_h!19sChIJx3FiAdK_locRjqoKGmYKTHg,A-1 Mold Testing & Remediation Services,4.7,61,Environmental engineer,"3900 S 6th St, Lincoln, NE 68502, United States","Q7FQ+C8 Lincoln, Nebraska, USA",http://www.a1moldtesting.com/,+1 402-474-6653,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqENI1NcqpXGQIZXlz1OtXVwzY_LseMOJgXMhhzq6RPVrVnGgU-1ZICqvt2yD6RN5yeKiYdt4LhD-f-AGKqzV7F8lpNtb4yB1yQZ9ejnEDZ4CCfBfhnMzZzOmZimZPNqKCkfbA3wShVYdbT=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-03-23T04:00:41.420Z,
https://www.google.com/maps/place/Left+Coast+Construction+Services+LLC/data=!4m7!3m6!1s0x415fbe66aa3b213b:0xcfc49a8bacfff311!8m2!3d44.9449801!4d-124.0194439!16s%2Fg%2F11t3d20yy1!19sChIJOyE7qma-X0EREfP_rIuaxM8,Left Coast Construction Services LLC,4.3,33,Property maintenance,"3001 SE Hwy 101, Lincoln City, OR 97367, United States","WXVJ+X6 Lincoln City, Oregon, USA",,+1 541-603-7700,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRuifm5clrz1di6BwHfgt7-YTL_r0vN-lnIGerib2tPPb-Pi6D_BjmRlL36BKGBXZpCPVQmhIzcTRIUMMi0QNNhCQIgfuPgMwqY2Mcb3AElSsyHUZfpjnSwsr82BBIgaYkpKCt_g=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-03-23T04:00:46.335Z,Identifies as veteran-owned
https://www.google.com/maps/place/Advanced+Professional+Painting/data=!4m7!3m6!1s0x54ea8da0d0ff6b6f:0x5eb85859293c8a40!8m2!3d44.9354544!4d-123.942627!16s%2Fg%2F11rvtw6f1!19sChIJb2v_0KCN6lQRQIo8KVlYuF4,Advanced Professional Painting,5.0,4,Painter,,,,+1 541-921-1008,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDQLq6RYPtZBn3dg6PJ72PvuUQbFSATeLlvAlOI7PjKJkh-BbZAx3mgy4bs4SUtN0rNYfUN4fWwKkkrSAbWKV_yQ78IKAgXm91cKwjXrold63iHdZ3Tj1sur7KzYFVis0jp4dt=w408-h408-k-no,true,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2026-03-23T04:00:51.162Z,
https://www.google.com/maps/place/All+Care+Restorations/data=!4m7!3m6!1s0x8796bfe9515e0c6f:0x2c1364ac266946b6!8m2!3d40.7016848!4d-96.7069675!16s%2Fg%2F1hm47j9xv!19sChIJbwxeUem_locRtkZpJqxkEyw,All Care Restorations,5.0,23,Fire damage restoration service,"1080 Saltillo Rd, Roca, NE 68430, United States","P72V+M6 Roca, Nebraska, USA",http://www.allcarerestorations.com/,+1 402-421-3779,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1SQhSwNgyBvxez4Ec2ag8yCjQjmKh-6ZoNef-1IsSXLZPBXlTABxWUeyQYLaosVEXbrtSEC7OuU5B7CnCCqq12PK1PKbBYURDOs6KtwDKzsGGWTpbjkYl6jQEmDYAFSAY2hs7Dg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:04.786Z,
https://www.google.com/maps/place/BK+Remodeling/data=!4m7!3m6!1s0x879695aecf1081cd:0x1b8fd46dd7ab5ad8!8m2!3d40.7309992!4d-96.7010776!16s%2Fg%2F1tf31x4f!19sChIJzYEQz66VlocR2Fqr123Ujxs,BK Remodeling,4.0,21,Fire damage restoration service,"8033 S 15th St STE D, Lincoln, NE 68512, United States","P7JX+9H Lincoln, Nebraska, USA",http://www.bkrestoration.com/,+1 402-489-7755,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqtukO7BV3jVH1VPMK4MfX_En8Krekmf-yPODmVdLV7EbR7glPfvZ1NkFg7G1JP_G--9ZT7BUORaay6iztIUCayyMerFn_vF683UNaVSMeBxrhqNKSkeUIWuZ0PZxcLza5FfG9pA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:09.581Z,
https://www.google.com/maps/place/Blue+Water+Restoration/data=!4m7!3m6!1s0x4a607f3aea77d1b9:0x3e10d6033cbc4900!8m2!3d40.8681324!4d-98.004806!16s%2Fg%2F11y3__jbx1!19sChIJudF36jp_YEoRAEm8PAPWED4,Blue Water Restoration,4.9,76,Water damage restoration service,"1016 M St, Aurora, NE 68818, United States","VX9W+73 Aurora, Nebraska, USA",http://restorationne.com/,+1 402-698-3648,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq7Sb8d0kbsFVFpck-F8sqIMhBWK7Htf-l7e8nva88YFd_Iu0JWZdlGrzTWqzHHeN5IZU3Qjwg5rNKJJPpIzrcsutfFBs9AKwbrYJXGQDu6NkaymTneaQdPib-060fqTdrcXyd_=w408-h336-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:14.605Z,
https://www.google.com/maps/place/Sharp+Restoration/data=!4m7!3m6!1s0x8796bffd3adbc16d:0x9b67e231393c6614!8m2!3d40.8106199!4d-96.6971892!16s%2Fg%2F11y7d2wvj5!19sChIJbcHbOv2_locRFGY8OTHiZ5s,Sharp Restoration,5.0,24,Roofing contractor,"1640 L St suit F, Lincoln, NE 68508, United States","R863+64 Lincoln, Nebraska, USA",https://sharprestoration.net/,+1 866-858-6363,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepqJTlh6yRrN2HvcQOoffzygNsFTRYM6V6NRYYPsVqnqQirvgc31ZuJB1TT_uhg8iVRvEFWtEmzsjmAonjPP80PNQnEoEpZ-e-hUnISKYyHerssDCuWn1fSW6RFavCwFO9uiTl0lCg_LWVU=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:19.420Z,
https://www.google.com/maps/place/Neb+Dri+Water+%26+Mold/data=!4m7!3m6!1s0x237fe597beb404a3:0x29a988328ad9e450!8m2!3d41.050878!4d-97.0048476!16s%2Fg%2F11vlvr10g9!19sChIJowS0vpflfyMRUOTZijKIqSk,Neb Dri Water & Mold,5.0,8,Water damage restoration service,,,https://www.nebdri.com/,+1 402-413-1229,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovD5AdY6c3RYxBnPHatCY2zTKOLzX1Nt2mW4PDsT5nOddlNxiHN_ZyvsESqZ9QcWYw8y9qwnMzDRQSA2YrwjQj8cS7a_sdXME_x4cSXEeHyWpiLuStNL2atombBeHM-gyKIMOCgXKWWdUM=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:24.148Z,
https://www.google.com/maps/place/Restoration+1+of+Omaha/data=!4m7!3m6!1s0x8793f314f3555d9b:0x28d377a4763496cd!8m2!3d41.2555593!4d-96.069612!16s%2Fg%2F11c1w0fxr0!19sChIJm11V8xTzk4cRzZY0dqR30yg,Restoration 1 of Omaha,4.9,72,Water damage restoration service,,,https://restoration1.com/omaha?utm_source=GBP&utm_medium=Google,+1 402-235-9620,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq551vWz5bZ5r5ijJjpAHXAZ2rxW3Uzudbrd0ABPeWprO5m9ZcyxhQauBF6bNfgyCinRmmSXT7JW4s5FdTMWM5MmdEAh7Sf_SL0qEe1tT8sL4-1AOKqLY35KPLGWOCqXVDYqgn7=w624-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:28.914Z,
https://www.google.com/maps/place/American+Water+Damage+of+Omaha/data=!4m7!3m6!1s0x8793f3eb57459ed7:0xa6ae8343c047282c!8m2!3d41.3138185!4d-96.0499468!16s%2Fg%2F1ptxd9s1z!19sChIJ155FV-vzk4cRLChHwEODrqY,American Water Damage of Omaha,4.6,217,Water damage restoration service,"6109 N 89th Cir, Omaha, NE 68134, United States","8X72+G2 Omaha, Nebraska, USA",https://americanwaterdamage.com/omaha,+1 402-933-0611,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomFErPGHhGVHswRKAuhP8Yo2t5I5eT3F5SiEVjontgZvrtb3-UkkT5M48dyP1ExubAVntjt7r9W347xz3jP75q1BBvcCOb8SEi8zhkK7yWupEe7xJLLPIGXra3ClYH2M5k2SsF=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:33.600Z,
https://www.google.com/maps/place/PuroClean+Emergency+Restoration+Specialists/data=!4m7!3m6!1s0x877623f995f92475:0xd66aafcfe10e30d3!8m2!3d41.0517693!4d-100.7608069!16s%2Fg%2F11p74bjkxq!19sChIJdST5lfkjdocR0zAO4c-vatY,PuroClean Emergency Restoration Specialists,5.0,17,Water damage restoration service,"9354 S Sierra Dr, North Platte, NE 69101, United States","362Q+PM North Platte, Nebraska, USA",https://www.puroclean.com/north-platte-ne-puroclean-emergency-restoration-specialists,+1 877-536-7876,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kpbTlyxIWAIZWPZTmQ8M9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.34204&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:38.396Z,
https://www.google.com/maps/place/Paul+Davis+Restoration+of+Central+Nebraska/data=!4m7!3m6!1s0x879986959d6c13b5:0x41256878c8cd771e!8m2!3d40.91238!4d-98.396755!16s%2Fg%2F12hkkmh5_!19sChIJtRNsnZWGmYcRHnfNyHhoJUE,Paul Davis Restoration of Central Nebraska,4.4,74,Water damage restoration service,"820 Bronze Rd, Grand Island, NE 68803, United States","WJ63+X7 Grand Island, Nebraska, USA",https://central-nebraska.pauldavis.com/,+1 308-398-0370,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepXwlAFF4uo9QkMrzQzPoTT0c8y98jdwf_iwZC91biFNluyRUcmIa_cnthcqIEv71s3W4w_aH6YKzTbQ-CcBfS_gIyIMbWc2SxBo0D6p_i-cJiQ4jpG-ztpsUuwOOymN2ElkYedC-Y0geDs=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:43.234Z,
https://www.google.com/maps/place/1-800+Water+Damage+of+Lincoln/data=!4m7!3m6!1s0x8796bf13a3c0b117:0xf3544ad092c85c0b!8m2!3d40.7190825!4d-96.730961!16s%2Fg%2F11fpq8d749!19sChIJF7HAoxO_locRC1zIktBKVPM,1-800 Water Damage of Lincoln,4.8,25,,,,https://www.1800waterdamage.com/lincoln/,+1 402-520-6926,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKUYoHyNyBJlBbzsRvA6aqryh_baG90IJNGQ4UxxHf1z_l7Jz4oSC6dHegGCTxTC0xHpLGbpQ50-GNnK7KnJD8Y_6K25dU-5HSXyo_JfP5SjSDlr3f0SpnGfeqCaLX0NsCmVDp=w408-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Newport+Lincoln+NE/@42.6013894,-99.3273303,14z",2026-03-23T04:01:45.749Z,
https://www.google.com/maps/place/911+Restoration+of+the+Willamette+Valley/data=!4m7!3m6!1s0xa5d74aaa354c3aeb:0x19cacf4c476beae7!8m2!3d44.0592413!4d-122.9770331!16s%2Fg%2F11vy0vxcgt!19sChIJ6zpMNapK16UR5-prR0zPyhk,911 Restoration of the Willamette Valley,4.8,34,Water damage restoration service,"1480 35th St, Springfield, OR 97477, United States","325F+M5 Springfield, Oregon, USA",https://www.911restorationwillamettevalley.com/,+1 541-207-9022,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTU3CGEXHGTex2-wQcHwUqC9TgZX1sNmTnTWJig3W5s3Q7UFcmlC_iUFjLVrO57r0_n8SdcToxgPO346D7h0h9X6SXqRV3pDLmIbZQtAC92cMK3_Ay2WifSqZK1X1mEtMBFnNotA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2026-03-23T04:02:00.186Z,
https://www.google.com/maps/place/Zero+Spore+Restoration/data=!4m7!3m6!1s0xa2b29b894bf4172f:0x826abf49a50a1517!8m2!3d45.096028!4d-123.4047616!16s%2Fg%2F11xryqhnwq!19sChIJLxf0S4mbsqIRFxUKpUm_aoI,Zero Spore Restoration,5.0,7,Water damage restoration service,,,https://www.zerosporerestoration.com/,+1 503-302-0557,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_62z7o6RKRBHDcNZq9UqY3RYV0CYVW4XETzemQqWToO_bXfgPuMMfcNeVnfUOmxMdz0VCsxGe2esyJ6_xcqs69-uJsfsAQMLpgYN_xpbJokJq16EAcx7qAIDIsa1LfOBtrIqbMPQpTxJ1=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2026-03-23T04:02:04.986Z,
