placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,saturday,sunday,monday,tuesday,wednesday,thursday,friday,isBlackOwned
https://www.google.com/maps/place/Sacramento+Electric/data=!4m7!3m6!1s0x809ad9fd7ee60bf5:0x1bb4e390910e7f18!8m2!3d38.5768667!4d-121.4796404!16s%2Fg%2F1w15zpqg!19sChIJ9Qvmfv3ZmoARGH8OkZDjtBs,Sacramento Electric,4.7,11,Electrician,,"929 20th St, Sacramento, CA 95811, United States","HGGC+P4 Sacramento, California, USA",,,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HJKu1MSGQEUbcJ6BzaBSlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.26095&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:48:43.103Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/OldTown+Electric+Inc./data=!4m7!3m6!1s0x263bd537baf7ba89:0xe6b04be2869710b1!8m2!3d38.5811834!4d-121.5048267!16s%2Fg%2F11sdx7mqx2!19sChIJibr3ujfVOyYRsRCXhuJLsOY,OldTown Electric Inc.,5.0,191,Electrician,,"1121 2nd St, Sacramento, CA 95814, United States","HFJW+F3 Sacramento, California, USA",https://www.oldtownelectricinc.net/,+1 916-307-0990,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO3ZKR0raOq1IHp1iJ5bvoLDoIOBlL668IYXlfQ=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:48:47.766Z,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,
https://www.google.com/maps/place/Electric+Man+Electrician+and+Lighting+Services/data=!4m7!3m6!1s0x809ad9e37e11b40d:0xb636dea2aaca0bf!8m2!3d38.6127135!4d-121.4399552!16s%2Fg%2F1trtvkvg!19sChIJDbQRfuPZmoARv6CsKuptYws,Electric Man Electrician and Lighting Services,5.0,22,Electrician,,"1128 Frienza Ave, Sacramento, CA 95815, United States","JH76+32 Sacramento, California, USA",http://www.electricmansacramento.com/,+1 916-470-9507,Open · Closes 3 pm,,https://lh3.googleusercontent.com/p/AF1QipM7rHPuTmDvxNsVaxacUuxE87Km8TMv6lTW7m0B=w542-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:48:52.351Z,10 am–3 pm,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,
https://www.google.com/maps/place/Modern+Edison+Electric/data=!4m7!3m6!1s0x809ad0bc0ef0049f:0xc91bcf902e3469b3!8m2!3d38.5857602!4d-121.4917127!16s%2Fg%2F1tjfh2d_!19sChIJnwTwDrzQmoARs2k0LpDPG8k,Modern Edison Electric,5.0,55,Electrician,,"916 E St, Sacramento, CA 95814, United States","HGP5+88 Sacramento, California, USA",https://www.modernedisonelectric.com/,+1 916-229-8300,"Open · Closes 5 pm

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPSwloR4wJl1c-YTkHNQ-STxDnA-SD7Ry1JyejM=w408-h408-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:48:56.722Z,9 am–5 pm,9 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,
https://www.google.com/maps/place/Brian+Electric/data=!4m7!3m6!1s0x809adbccafa63199:0x14435d139c8ae328!8m2!3d38.5778142!4d-121.4168228!16s%2Fg%2F11y93510fd!19sChIJmTGmr8zbmoARKOOKnBNdQxQ,Brian Electric,4.5,13,Electrician,,"643 Howe Ave, Sacramento, CA 95825, United States","HHHM+47 Sacramento, California, USA",https://brianelectricca.com/,+1 916-412-3934,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VZYwSTdhhndwcxv58UR_fg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.431&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:01.092Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/A1+Electrical+Inc/data=!4m7!3m6!1s0x809ad9922c8caead:0x25344617a539ceff!8m2!3d38.5959862!4d-121.4619989!16s%2Fg%2F1tgnmb04!19sChIJra6MLJLZmoAR_845pRdGNCU,A1 Electrical Inc,4.7,39,Electrician,,"221 Lathrop Way Ste M, Sacramento, CA 95815, United States","HGWQ+96 Sacramento, California, USA",http://www.a1electrical.net/,+1 916-482-3400,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOKD_rWIm4mPC-S17wI-vQgDFnJZO6sRKdpHY_i=w408-h544-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:05.472Z,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,
https://www.google.com/maps/place/A%26G+Electric/data=!4m7!3m6!1s0x2d200322dc491cb1:0xc73f68924b2f52dd!8m2!3d38.5368533!4d-121.5767228!16s%2Fg%2F11sd1nglyh!19sChIJsRxJ3CIDIC0R3VIvS5JoP8c,A&G Electric,4.9,28,Solar energy company,,"3701 Cat Island Rd, West Sacramento, CA 95691, United States","GCPF+P8 West Sacramento, California, USA",https://cleanenergycommercial.com/,+1 916-801-5234,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMgcMexwZx_eV8VVbgwGIHUrg3hfYbkaHnibmdZ=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:09.803Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,
https://www.google.com/maps/place/Chuck%27s+Electrical+Services+%26+Supply/data=!4m7!3m6!1s0x809ad41f2a721b2f:0x4ef3cb4422cbc5f2!8m2!3d38.5867083!4d-121.5427506!16s%2Fg%2F1tfq4xhy!19sChIJLxtyKh_UmoAR8sXLIkTL804,Chuck's Electrical Services & Supply,4.3,13,Truck repair shop,,"2600 Rice Ave #2348, West Sacramento, CA 95691, United States","HFP4+MV West Sacramento, California, USA",,+1 916-371-7868,Closes soon · 2 pm · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrtuCyKEu5dwi_2wHfu-EebQa0rw5ySxei4ObZjWd2UO3l1kr-Cf08F6Dp8VBX7BZtxEooOvAGmwv3lotYmBVSy_9i9FxgfrGPLxvzlBhT-SG2b_X7pbySc4UE3Zyyg9Sga9CAJw=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:14.443Z,9 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,
https://www.google.com/maps/place/Four+Ace+Electrical+Services+Corporation/data=!4m7!3m6!1s0x809ad60e9fe2bedd:0x15c85848a1fa5a64!8m2!3d38.635808!4d-121.5298431!16s%2Fg%2F11bxg41f49!19sChIJ3b7inw7WmoARZFr6oUhYyBU,Four Ace Electrical Services Corporation,5.0,212,Electrician,,"3723 Far Niente Way, Sacramento, CA 95834, United States","JFPC+83 Sacramento, California, USA",http://fouraceelectrical.com/,+1 916-419-4626,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipM3DkjH9AuSvW5nPVT0QKlq_P1xauYWLHfdwaE=w408-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:18.799Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,
https://www.google.com/maps/place/All+Diesel+Electric/data=!4m7!3m6!1s0x809ad411349e51e3:0x49835508b62bedae!8m2!3d38.5816206!4d-121.5520409!16s%2Fg%2F1tfj3dvk!19sChIJ41GeNBHUmoARru0rtghVg0k,All Diesel Electric,4.7,14,Automotive,,"625 Galveston St #50, West Sacramento, CA 95691, United States","HCJX+J5 West Sacramento, California, USA",,+1 916-372-1390,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNRDFxA-Iierbfj6EZw5kRhUwqxdvSI78-Kn7s3=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:23.128Z,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,
https://www.google.com/maps/place/Quality+Electric/data=!4m7!3m6!1s0x809ada877610bc0b:0xf18993f68cb23cde!8m2!3d38.5631284!4d-121.4370991!16s%2Fg%2F11c6vvh3l4!19sChIJC7wQdofamoAR3jyyjPaTifE,Quality Electric,4.8,20,Electrician,,"1128 55th St, Sacramento, CA 95819, United States","HH77+75 Sacramento, California, USA",,+1 916-706-2165,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-8wgyUEIoDvtjocO52Ay9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.46747&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:27.495Z,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,
https://www.google.com/maps/place/CD+%26+Power/data=!4m7!3m6!1s0x809ad84b0fa0cf1f:0x2560ad6d7e3e3d3d!8m2!3d38.6470577!4d-121.4191321!16s%2Fg%2F1td4_2tv!19sChIJH8-gD0vYmoARPT0-fm2tYCU,CD & Power,4.3,6,Electric generator shop,· Delivery,"4372 Pinell St, Sacramento, CA 95838, United States","JHWJ+R8 Sacramento, California, USA",https://www.gotpower.com/,+1 916-564-2622,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNNesTJcIVnhr8pARaA1g25zGVxHSM4lzrn8PGE=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:31.829Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Scarbrough+Electric/data=!4m7!3m6!1s0x809ad7324550c469:0x1874dfb42a0cbd6e!8m2!3d38.6338083!4d-121.5060419!16s%2Fg%2F11rzbw315s!19sChIJacRQRTLXmoARbr0MKrTfdBg,Scarbrough Electric,5.0,160,Electrician,,"3631 Truxel Rd #1081, Sacramento, CA 95834, United States","JFMV+GH Sacramento, California, USA",,+1 916-997-3385,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOUq6ARIlmSRppklvcr2OomLiS4c1k1nFefM7r6=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:36.396Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Huft+Home+Services+Sacramento/data=!4m7!3m6!1s0x809ad0cef574fa8f:0xb25f59621ce9b2be!8m2!3d38.560621!4d-120.912771!16s%2Fg%2F1td2zq89!19sChIJj_p09c7QmoARvrLpHGJZX7I,Huft Home Services Sacramento,4.9,1861,Air conditioning repair service,,,,http://hufthomeservices.com/,+1 916-964-7257,,,https://lh3.googleusercontent.com/p/AF1QipOPpVeK2yeMU9p87-amSfNRoEQ7_35ooNkQJXI=w426-h240-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:38.799Z,,,,,,,,
"https://www.google.com/maps/place/Collins+Electrical+Company,+Inc./data=!4m7!3m6!1s0x809ad4777e6f37cf:0x554770b4cc80d6c8!8m2!3d38.5646362!4d-121.5709228!16s%2Fg%2F1vjdq9qs!19sChIJzzdvfnfUmoARyNaAzLRwR1U","Collins Electrical Company, Inc.",4.8,11,Electrician,,"1902 Channel Dr, West Sacramento, CA 95691, United States","HC7H+VJ West Sacramento, California, USA",http://www.collinselectric.com/,+1 916-567-1100,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdFYOLzb8MPz39_wcXpF4kq0__Fts2mIzVuNuBUkw8xx7ha2BjUGZ_P4LIt2F8zD81Ka5MAjYns6peITyHKQPiQHrwCSGF9nD2nSHD0zBB2jMIZQKPeN21Jq-iIoDfeyMHcSmx=w408-h305-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:43.069Z,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,
"https://www.google.com/maps/place/V+Power+Equipment,+Inc./data=!4m7!3m6!1s0x809ad46eb6ccba35:0xa12176353e492cda!8m2!3d38.5771816!4d-121.5666292!16s%2Fg%2F1tp2_mtz!19sChIJNbrMtm7UmoAR2ixJPjV2IaE","V Power Equipment, Inc.",4.3,4,Wholesaler,,"4201 W Capitol Ave, West Sacramento, CA 95691, United States","HCGM+V8 West Sacramento, California, USA",http://vpowerequip.com/,+1 888-830-8025,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMzwzwrjmbfPVt8wHThL-mF97qXyEXYwZEHLiHr=w408-h612-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:47.416Z,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,
https://www.google.com/maps/place/Metcalf+Electric/data=!4m7!3m6!1s0x809ad080778e7011:0xe3fad3d9441e05a!8m2!3d38.5608776!4d-121.4477382!16s%2Fg%2F1tfq9gwv!19sChIJEXCOd4DQmoARWuBBlD2tPw4,Metcalf Electric,4.5,20,Electrician,,"1531 47th St, Sacramento, CA 95819, United States","HH62+9W Sacramento, California, USA",http://www.metcalfelectric.me/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=1dba522d-1e32-41ec-9d14-285addfb3597,+1 916-456-6862,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOt41MHtHQkdzDZa8ptc2Ths3_PuUHd8fQxJeiV=w408-h272-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:51.766Z,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,
https://www.google.com/maps/place/Collicutt+Energy+Services/data=!4m7!3m6!1s0x809ad444de39d593:0x822935c461332ee9!8m2!3d38.590967!4d-121.5655413!16s%2Fg%2F1tgz5r1z!19sChIJk9U53kTUmoAR6S4zYcQ1KYI,Collicutt Energy Services,5.0,2,Electric utility company,,"840 Riverside Pkwy #10, West Sacramento, CA 95605, United States","HCRM+9Q West Sacramento, California, USA",https://www.collicutt.com/,+1 916-371-1667,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wypG8u6LYMgft0irrlX0wA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.25146&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:49:56.129Z,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,
https://www.google.com/maps/place/Evergreen+Innovation+Group/data=!4m7!3m6!1s0x809ad6f1b57657c7:0xe16fc16691dad9ee!8m2!3d38.577596!4d-121.4821706!16s%2Fg%2F11fxb4j1gn!19sChIJx1d2tfHWmoAR7tnakWbBb-E,Evergreen Innovation Group,4.6,14,Electrical installation service,,"1801 J St, Sacramento, CA 95811, United States","HGH9+24 Sacramento, California, USA",https://www.eigllc.com/,+1 916-244-9187,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IbjFWg3vdtiCK6HZU_x4dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.398252&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:50:00.599Z,Closed,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,
https://www.google.com/maps/place/Valley+Power+Systems+North+Inc/data=!4m7!3m6!1s0x809ad43efcbb3003:0x8f867974f68403c3!8m2!3d38.588175!4d-121.5572078!16s%2Fg%2F1trqhgjk!19sChIJAzC7_D7UmoARwwOE9nR5ho8,Valley Power Systems North Inc,4.3,66,Truck repair shop,,"855 Stillwater Rd, West Sacramento, CA 95605, United States","HCQV+74 West Sacramento, California, USA",http://www.valleypowersystems.com/,+1 800-350-5522,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzRiB3U0yQiTTg2iC4LtM68j98B7CK6yn0J6FWK6o8IDk044I-Xcd-8J0nvWQF4DO80l0sAZXaDzUkRNsTDzRdrOQBSy-znA6G3l0C-1LhArnFgar-IJypJKiUTouLl4HNzXKSa8Q=w408-h306-k-no,true,"https://www.google.com/maps/search/generator+installation+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2026-01-10T21:50:05.082Z,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,
