placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,isBlackOwned
"https://www.google.com/maps/place/Hannah+Katz,+Coldwell+Banker+Professional+Group/data=!4m7!3m6!1s0x54ea8d250360049f:0x90903a5117c56bf9!8m2!3d44.9779689!4d-124.0114557!16s%2Fg%2F11jfsxc357!19sChIJnwRgAyWN6lQR-WvFF1E6kJA","Hannah Katz, Coldwell Banker Professional Group",5.0,110,Real estate agency,"1815 NW U.S. 101, Lincoln City, OR 97367, United States","XXHQ+5C Lincoln City, Oregon, USA",http://hannahkatz.realestate/,+1 541-418-3101,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npV-hywGJ1t5DRsPm4x3ngFvSZdZINJmi3OOFt7f2W0SaWFEmKWBfJiSWIu2JIc8Iwi1obukBwv6AfuQCduMA3xU4xR8lGvG2zqKHL8d8332Bka6XLeDHBb48GmegY62wzuX2Xw=w408-h262-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:41:35.212Z,,
https://www.google.com/maps/place/Oceanlake+Estates+Apartments/data=!4m7!3m6!1s0x54ea8d6105d6c7a1:0x6e3ac6ae0ebc3bfd!8m2!3d44.98106!4d-124.009674!16s%2Fg%2F1tfwd6vm!19sChIJocfWBWGN6lQR_Tu8Dq7GOm4,Oceanlake Estates Apartments,1.0,2,Apartment complex,"2173 A NW Mast Pl, Lincoln City, OR 97367, United States","XXJR+C4 Lincoln City, Oregon, USA",http://ocean-lake-apartments.com/,+1 541-994-3800,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOIfaB-OLUSgHH2ii6csZPgp3Vr8tAXhmHvxQfj=w426-h240-k-no,true,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–5 pm,9 am–6 pm,9:30 am–6 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:41:40.666Z,,
https://www.google.com/maps/place/Cascade+View+Commons/data=!4m7!3m6!1s0x54ea8d98cafaaaab:0x251b6a821954a502!8m2!3d44.9584519!4d-124.0074557!16s%2Fg%2F11h3vc4cmy!19sChIJq6r6ypiN6lQRAqVUGYJqGyU,Cascade View Commons,3.0,7,Apartment building,"1220 SE Oar Ave, Lincoln City, OR 97367, United States","XX5V+92 Lincoln City, Oregon, USA",https://cascadeviewcommons.com/,+1 541-614-0077,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npucEtse_hUb9Ei7S3Im1IAhfXifNEGnmS14Y_kdfVzXd56s3T9an4-mWokYh7448oPTGMAozSwaBQx6770RRIr9NRUIUybbvc0URVrjWdtW-yLEa7V8Gstb2T-UwDD-GxGl60=w408-h348-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:41:43.933Z,· Dogs allowed,
"https://www.google.com/maps/place/Lincoln+City+Realty,+LLC/data=!4m7!3m6!1s0x54ea8d65b5b7e4dd:0xb3313a7d400a493f!8m2!3d44.9766958!4d-124.0120456!16s%2Fg%2F12604b07p!19sChIJ3eS3tWWN6lQRP0kKQH06MbM","Lincoln City Realty, LLC",4.3,6,Real estate agency,"1621 NW U.S. 101, Lincoln City, OR 97367, United States","XXGQ+M5 Lincoln City, Oregon, USA",http://www.lincolncityrealty.net/,+1 541-994-2794,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNYzI44snehGuAMZPMIykGLBJxliEL7mNC6H-SA=w408-h304-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:41:49.010Z,,
https://www.google.com/maps/place/Awayframe/data=!4m7!3m6!1s0x54ea8daa0b7827a9:0xf864da4abdc1753e!8m2!3d44.9792184!4d-124.0131682!16s%2Fg%2F11p4_b6ntr!19sChIJqSd4C6qN6lQRPnXBvUraZPg,Awayframe,5.0,10,Vacation home rental agency,"1421 NW 20th St, Lincoln City, OR 97367, United States","XXHP+MP Lincoln City, Oregon, USA",,+1 503-869-3595,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNFXDU2DzhlIyNxmlDdvDxxac_iEoS-Mq-XQDb4=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:41:54.208Z,,
https://www.google.com/maps/place/Jeremy+%26+Annjelika+Dean+REALTOR%C2%AE%EF%B8%8F+-+Realty+ONE+Group+At+The+Beach/data=!4m7!3m6!1s0x54ea7995dbf244f5:0xaa96f38bd14e30c4!8m2!3d44.9655008!4d-124.0173645!16s%2Fg%2F11fks65dly!19sChIJ9UTy25V56lQRxDBO0Yvzlqo,Jeremy & Annjelika Dean REALTOR®️ - Realty ONE Group At The Beach,5.0,15,Real estate agent,"240 SE Hwy 101, Lincoln City, OR 97367, United States","XX8M+63 Lincoln City, Oregon, USA",http://lovecoasthomes.com/,+1 541-418-1776,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPU7R95ruacqgvaeem0N4TooPUADVd92EOCad7u=w408-h422-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:41:59.447Z,,
https://www.google.com/maps/place/Lakepointe+Apartments/data=!4m7!3m6!1s0x54ea8d7688f2630b:0x7b0b0a81119f06f8!8m2!3d44.9665526!4d-124.0093384!16s%2Fg%2F1w8w9rjq!19sChIJC2PyiHaN6lQR-AafEYEKC3s,Lakepointe Apartments,4.6,14,Apartment building,"120 SE Mast Ave, Lincoln City, OR 97367, United States","XX8R+J7 Lincoln City, Oregon, USA",https://sites.google.com/site/lakepointeapartments,+1 541-996-2141,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npB1iciuK-4_pfySwi14W9EPhJUsou6gerWHgW5h4hDxv6lWMP9ICWws3PfuowUSozpg24UNGm0Tz3oq2uHBDTHpTv67NuDkM6YmZI9mJB7JOg39SeFC6rzQ84Sl6TgOKI8p11zaA=w408-h725-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:04.709Z,,
"https://www.google.com/maps/place/Feather+Ann+Hryczyk,+Realty+One+Group+At+the+Beach/data=!4m7!3m6!1s0x54ea8d8e3190362b:0x1de36dd757ddc51d!8m2!3d44.9655008!4d-124.0173645!16s%2Fg%2F11llmkhgdr!19sChIJKzaQMY6N6lQRHcXdV9dt4x0","Feather Ann Hryczyk, Realty One Group At the Beach",5.0,8,Real estate agent,"240 SE Hwy 101, Lincoln City, OR 97367, United States","XX8M+63 Lincoln City, Oregon, USA",https://featherhryczyk.myrealtyonegroup.com/,+1 541-921-3211,Open ⋅ Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMUdSpZnrqipYOy_zkbw_nFToG8FzJ28lPqaXzA=w408-h617-k-no,true,9 am–5 pm,9 am–5 pm,10 am–4 pm,10 am–4 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:09.779Z,,
https://www.google.com/maps/place/Lincoln+City+Vacation+Rentals+by+Meredith+Lodging/data=!4m7!3m6!1s0x54ea92a4516de8a7:0xdbf71045af376b28!8m2!3d44.9921569!4d-124.0068435!16s%2Fg%2F1tfsmqnb!19sChIJp-htUaSS6lQRKGs3r0UQ99s,Lincoln City Vacation Rentals by Meredith Lodging,3.2,64,Vacation home rental agency,"2015 NW 39th St Ste #100, Lincoln City, OR 97367, United States","XXRV+V7 Lincoln City, Oregon, USA",https://www.meredithlodging.com/lincoln-city-vacation-rentals/,+1 541-996-8800,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOriGfiegozH8ZKW4ZRE_bmuzVsxkLW99P5s14f=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:12.818Z,,
https://www.google.com/maps/place/Beachfront+Vacation+Rentals/data=!4m7!3m6!1s0x54ea92a4516de8a7:0xfda5d97ab6bd08a6!8m2!3d44.994168!4d-124.007154!16s%2Fg%2F1tk4qwxr!19sChIJp-htUaSS6lQRpgi9tnrZpf0,Beachfront Vacation Rentals,3.6,480,Vacation home rental agency,"2015 NW 39th St #100, Lincoln City, OR 97367, United States","XXVV+M4 Lincoln City, Oregon, USA",,+1 541-418-4555,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPTtYTVayi2SshQH9EEPAB0tKZbV3l8CnhAbcGD=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:17.902Z,,
https://www.google.com/maps/place/Horizon+Rentals/data=!4m7!3m6!1s0x54ea92a454cc2677:0x8c58a13b8d2019a9!8m2!3d44.9930164!4d-124.006761!16s%2Fg%2F11hzytcw3_!19sChIJdybMVKSS6lQRqRkgjTuhWIw,Horizon Rentals,2.9,11,Property management company,"3691 NW U.S. 101, Rose Lodge, OR 97367, United States","XXVV+67 Rose Lodge, Oregon, USA",https://www.horizonrentals.com/about-us/available-properties/,+1 833-636-8492,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lROsMAGFBV8VQAm1pkDLDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.27127&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:22.918Z,,
https://www.google.com/maps/place/A1+Beach+Rentals/data=!4m7!3m6!1s0x54950ac5aab86fb5:0xe4569e989402ef7!8m2!3d44.9889851!4d-124.0123047!16s%2Fg%2F1tl0x122!19sChIJtW-4qsUKlVQR9y5AielpRQ4,A1 Beach Rentals,4.0,45,Vacation home rental agency,"3264 NW Jetty Ave, Lincoln City, OR 97367, United States","XXQQ+H3 Lincoln City, Oregon, USA",https://www.a1beachrentals.com/,+1 503-232-5984,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMsYTqqg8mm1MLM0TnfLpdG360QrDJ8-ryl6zvt=w914-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:28.396Z,,
https://www.google.com/maps/place/Lake+Forest+Commons/data=!4m7!3m6!1s0x54ea92986dc3c673:0x83392d84304298cd!8m2!3d44.9878358!4d-123.9978978!16s%2Fg%2F11hy9pht5t!19sChIJc8bDbZiS6lQRzZhCMIQtOYM,Lake Forest Commons,4.0,1,Apartment building,"3021 NE West Devils Lake Rd, Lincoln City, OR 97367, United States","X2Q2+4R Lincoln City, Oregon, USA",https://lcpm.info/lake-forest-commons,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jGgaj_4Grp18eyEiIv-UDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.8874&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:31.176Z,· Dogs allowed,
https://www.google.com/maps/place/Sea+Gypsy+Rentals+LLC/data=!4m10!3m9!1s0x54ea8d7239e77721:0x362ebebd313a5350!5m2!4m1!1i2!8m2!3d44.9690437!4d-124.0171279!16s%2Fg%2F1q5gqnxbw!19sChIJIXfnOXKN6lQRUFM6Mb2-LjY,Sea Gypsy Rentals LLC,4.4,877,,"145 NW Inlet Ave, Lincoln City, OR 97367, United States","XX9M+J4 Lincoln City, Oregon, USA",http://www.seagypsyrentals.com/,+1 541-921-3175,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNVCMfnU4zXN59OO85jMYEqTktraoePNCx6mqYq=w408-h305-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:36.670Z,,
"https://www.google.com/maps/place/Adair+Homes+-+Lincoln+City,+Oregon/data=!4m7!3m6!1s0x54ea8da4e18926bb:0x890b75def8c5f6ea!8m2!3d44.9539665!4d-124.014386!16s%2Fg%2F1vg6tgmw!19sChIJuyaJ4aSN6lQR6vbF-N51C4k","Adair Homes - Lincoln City, Oregon",4.0,18,Home builder,"1934 SW Bard Rd #A, Lincoln City, OR 97367, United States","XX3P+H6 Lincoln City, Oregon, USA",https://www.adairhomes.com/branch/lincoln-city,+1 541-283-4070,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNsNxzJxO4j3y40OVmXjyI6AOBzMOY19W1Dxkky=w408-h272-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:41.938Z,,
https://www.google.com/maps/place/Sandpiper+Suites/data=!4m7!3m6!1s0x54ea8d666e427057:0xcd6f459d8a5344e5!8m2!3d44.9781183!4d-124.0151429!16s%2Fg%2F1td60gbz!19sChIJV3BCbmaN6lQR5URTip1Fb80,Sandpiper Suites,4.7,43,Condominium complex,"1815 NW Harbor Ave, Lincoln City, OR 97367, United States","XXHM+6W Lincoln City, Oregon, USA",https://www.thesandpipersuites.com/,+1 541-994-2403,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_PyeAf68-aK4Tw0cIHNrsJKAPUlD4X1eyqahhjzeM6s0fTDNjG73sZNPQLjaD2PFeQ4YU_qvvzi4eu_gTpVvUsgnqZ4hWjmQziC3kTe0eiEr8h_wwn8vXv8N8YMLPbnGmKtLA=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lincoln+City+Lincoln+NE/@44.9620902,-124.0159354,14z",2025-09-25T18:42:45.449Z,,
