placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,error
https://www.google.com/maps/place/Southern+Oak+Garage+Doors/data=!4m7!3m6!1s0x280fba57767a3e1f:0xe78f5cd7cfab90ee!8m2!3d31.9419151!4d-81.3137278!16s%2Fg%2F11lyw8jmbg!19sChIJHz56dle6DygR7pCrz9dcj-c,Southern Oak Garage Doors,5.0,9,Garage door supplier,"386B Edsel Dr, Richmond Hill, GA 31324, United States","WMRP+QG Richmond Hill, Georgia, USA",https://www.southernoakgaragedoors.com/,+1 912-572-4031,,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBFWC11jQ7xFaaAIxJIc58z9h3M_hLEoPZ8yZ_B2WTtSCxmYyrMIxc5lDdapJxCDEkMxOMCVudihDEsjApjAApmb3lCv5hH6A9chogkQL_YjSJv1m1JNorZTpEPt2LS60XlipeTuhswgAf=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:21:48.105Z,,
https://www.google.com/maps/place/All+pro+Garage+Doors/data=!4m7!3m6!1s0x88fb9da2e0c5ba91:0x3836448c407939ea!8m2!3d32.0640918!4d-81.0406655!16s%2Fg%2F11bc89llm1!19sChIJkbrF4KKd-4gR6jl5QIxENjg,All pro Garage Doors,,,Garage door supplier,"101 Runaway Point Rd, Savannah, GA 31404, United States","3X75+JP Savannah, Georgia, USA",,+1 912-292-0194,Closed ⋅ Opens 5 am Sat,,https://lh3.googleusercontent.com/p/AF1QipNKB521-UoZAa0G4sw9SI-a6ODux8tIfaM07AJQ=w651-h240-k-no,true,5 am–12 pm,5 am–12 pm,5 am–12 pm,5 am–12 pm,5 am–12 pm,5 am–12 pm,5 am–12 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:21:53.006Z,,
https://www.google.com/maps/place/GW+Garage+Door+Service/data=!4m7!3m6!1s0x8d1967214b6f68bb:0x510f6b95014fb10!8m2!3d32.1683035!4d-81.508997!16s%2Fg%2F11rt0qz_30!19sChIJu2hvSyFnGY0REPsUULn2EAU,GW Garage Door Service,5.0,5,Garage door supplier,,,,+1 912-656-7032,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipMDTUldM_i1_efL-HC8Va8Wr8q5Aor5wjbm9sPE=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:21:57.877Z,,
"https://www.google.com/maps/place/Expert+Garage+Door+L.L.C./@31.9871154,-81.2112215,17z/data=!3m1!4b1!4m6!3m5!1s0x88fb0b824126f2c7:0x40a3df94e1611808!8m2!3d31.9871154!4d-81.2112215!16s%2Fg%2F11wbq__2cg",Expert Garage Door L.L.C.,2.0,2,Garage door supplier,"101 St George Blvd apt b building 10, Savannah, GA 31419, United States","XQPQ+RG Savannah, Georgia, USA",,+1 931-436-6929,Closes soon ⋅ 7 pm ⋅ Opens 9 am Sun,,,true,9 am–7 pm,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:04.746Z,,
https://www.google.com/maps/place/NotJustDoors/data=!4m7!3m6!1s0x88fb9dd155186b31:0xcc4ba572670fa0ab!8m2!3d32.0402433!4d-81.0554341!16s%2Fg%2F11kn6lj590!19sChIJMWsYVdGd-4gRq6APZ3KlS8w,NotJustDoors,,,Contractor,"2395 Downing St, Savannah, GA 31404, United States","2WRV+3R Savannah, Georgia, USA",http://fb.me/notjustdoors.net,+1 912-650-9531,Closes soon ⋅ 7 pm ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/p/AF1QipNwu0hWsr0xQRazE5pIlVniPE4WpZr80ITdpM5b=w408-h479-k-no,true,7 am–7 pm,8 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:09.660Z,,
https://www.google.com/maps/place/Your+Exterior+Pros/data=!4m7!3m6!1s0x88fb768159306ff5:0xc9f86822e64cba16!8m2!3d32.0882856!4d-81.1156288!16s%2Fg%2F11b5pk6b83!19sChIJ9W8wWYF2-4gRFrpM5iJo-Mk,Your Exterior Pros,4.8,494,Roofing contractor,"5 Carolan St, Savannah, GA 31415, United States","3VQM+8P Savannah, Georgia, USA",https://yourexteriorpros.com/,+1 912-250-4730,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyescPTbiy93OVwWfzToiOicqnIrLK35pBpbS2NF666VPQn2c9AffgfHpvpOKW-j74TE7aEifx1GoIvZrljI3wG8DKjoUlhNmXfyMbTPdab-ABrqzP3fz6xLCvoL6sWkowuqnSkgSZCSUNI=w408-h306-k-no,true,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:14.542Z,,
https://www.google.com/maps/place/Grand+Garages+LLC/data=!4m7!3m6!1s0x88fb75f7f72c490f:0xdf56f29a04584db3!8m2!3d32.0581985!4d-81.3036824!16s%2Fg%2F11b6377_90!19sChIJD0ks9_d1-4gRs01YBJryVt8,Grand Garages LLC,5.0,12,Flooring contractor,,,http://www.savannahgarage.com/,+1 912-655-7370,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPp4XyZeQVo6lD6CVXJaS0CCEHfebk06Bym6ndZ=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:19.397Z,,
https://www.google.com/maps/place/Jack+Rick%27s+Glass+Company/data=!4m7!3m6!1s0x88fb76031f935431:0x5c21443880e58c59!8m2!3d32.0367749!4d-81.0643874!16s%2Fg%2F1vpfkd1s!19sChIJMVSTHwN2-4gRWYzlgDhEIVw,Jack Rick's Glass Company,4.4,68,Window installation service,"2115 Shell Rd, Savannah, GA 31404, United States","2WPP+P6 Savannah, Georgia, USA",http://www.jackricksglass.com/,+1 912-354-8951,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNssK5TczY6F2g210-6Zs-cMCMl_uY9vOS1ByM=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:24.474Z,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x88fc71e84b8672e3:0xdd04f4ce02e1727c!8m2!3d32.2105192!4d-80.7013211!16s%2Fg%2F11g_zy02fd!19sChIJ43KGS-hx_IgRfHLhAs70BN0,Precision Garage Door Service,4.9,876,Garage door supplier,"10 Oak Park Dr Building B3, Hilton Head Island, SC 29926, United States","676X+6F Hilton Head Island, South Carolina, USA",https://precisiondoorservice.com/?utm_source=gmb&utm_medium=location_hiltonhead&utm_campaign=website,+1 843-868-6688,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMO1BgZu26TpZ2uD_iBMeeHYTTTL73I8d_7yVvZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:29.445Z,,
https://www.google.com/maps/place/Southern+Dock+Products/data=!4m7!3m6!1s0x88fb9fe8972fffff:0xd120aa7246042e0e!8m2!3d32.1233571!4d-81.1751805!16s%2Fg%2F11fll680_n!19sChIJ__8vl-if-4gRDi4ERnKqINE,Southern Dock Products,,,Industrial equipment supplier,"5516 Export Blvd Suite D, Savannah, GA 31408, United States","4RFF+8W Savannah, Georgia, USA",https://www.southerndockproducts.com/,,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMVFA3Pxi7mCwIQgDm6sexIWGnc3rc5yD94yT8L=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:34.144Z,,
https://www.google.com/maps/place/Vinyl+Industries-Savannah+LLC/data=!4m7!3m6!1s0x88fb760319f4125b:0x7210104748bdb6aa!8m2!3d32.0372547!4d-81.0660136!16s%2Fg%2F1tgnsj1k!19sChIJWxL0GQN2-4gRqra9SEcQEHI,Vinyl Industries-Savannah LLC,3.3,73,Contractor,"3005 Skidaway Rd, Savannah, GA 31404, United States","2WPM+WH Savannah, Georgia, USA",https://www.vinylindustries.net/,+1 912-354-2223,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN1OkoqxOVEwztYFOsqBZZ5bCHXcigvuSd_NIPb=w408-h279-k-no,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:39.198Z,,
https://www.google.com/maps/place/Form+Construction+Services/data=!4m7!3m6!1s0x88fb9e2205c093bb:0x5ee388f536d0def!8m2!3d32.0436026!4d-81.0824188!16s%2Fg%2F11clghscjd!19sChIJu5PABSKe-4gR7w1tU4847gU,Form Construction Services,4.9,76,Masonry contractor,"1311 Washington Ave, Savannah, GA 31404, United States","2WV9+C2 Savannah, Georgia, USA",https://www.formconstructionservices.com/,+1 912-704-8330,Closed ⋅ Opens 8 am Sat,,https://lh3.googleusercontent.com/p/AF1QipM3IqFpqvNULgyqfiDxqUhLHDw8gUQ6cLj1Jlyo=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:44.233Z,,
https://www.google.com/maps/place/Elite+Overhead+Garage+Doors/data=!4m7!3m6!1s0x88fb8edf9da4c25f:0x808d314966fcd618!8m2!3d32.374506!4d-80.7934905!16s%2Fg%2F11cjk6j0jm!19sChIJX8Kknd-O-4gRGNb8ZkkxjYA,Elite Overhead Garage Doors,4.7,147,Garage door supplier,,,https://eliteoverheadgarage.com/,+1 843-415-8383,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMImHy9QS833T1SwVdz_e5mknx2g5XP4OFc9DDo2YSpB8IckwmID7F7gU25brNS6tPtWUpQ4MXH82D7Bsfqc8U1Fs5wxYdEDQxmtZzuGniNfkzkaxiBwwYELUIK8PZDH7305wx=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:48.988Z,,
https://www.google.com/maps/place/Sam+The+Concrete+Man+Savannah/data=!4m7!3m6!1s0x88fb9f7e46644db1:0xec3deb2e84fa9bb4!8m2!3d32.2314375!4d-81.2103362!16s%2Fg%2F11rbysc_tk!19sChIJsU1kRn6f-4gRtJv6hC7rPew,Sam The Concrete Man Savannah,4.9,67,Concrete contractor,,,https://savannah.samtheconcreteman.com/?utm_source=Google&utm_medium=Listings&utm_campaign=GBP,+1 912-452-9300,Closes soon ⋅ 7 pm ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPuK-mLJ8WYVwBuRRQa6gAEbMAxUWUy_pyyqk6y=w425-h240-k-no,true,8 am–7 pm,Closed,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:54.135Z,,
https://www.google.com/maps/place/Window+World+of+Savannah/data=!4m7!3m6!1s0x88fb761ee4882b17:0x1cecb7eed9dcb3ef!8m2!3d32.1055685!4d-81.2227233!16s%2Fg%2F1tznn653!19sChIJFyuI5B52-4gR77Pc2e637Bw,Window World of Savannah,4.8,442,Window installation service,"66 Columbia Dr, Pooler, GA 31322, United States","4Q4G+6W Pooler, Georgia, USA",https://www.windowworldsavannah.com/,+1 912-205-6528,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOuxYuxcqJv3ZKKxDWyxChGL159q7affK88Q2Jk=w426-h240-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:22:59.135Z,,
https://www.google.com/maps/place/Coastal+Empire+Garage+Doors/data=!4m7!3m6!1s0x88fb9d158602742d:0x388a774bf6aeef9!8m2!3d29.589781!4d-80.923334!16s%2Fg%2F11n8tzmblw!19sChIJLXQChhWd-4gR-e5qv3SniAM,Coastal Empire Garage Doors,,,Garage door supplier,,,,+1 912-674-9454,Closed ⋅ Opens 9 am Sat,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP0F8f3xJX6-E6U6Ux2Duv1RO0QUPQyz7x8VSi2=w420-h240-k-no,true,9 am–6 pm,9 am–1 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:23:03.929Z,,
https://www.google.com/maps/place/Elite+Overhead+Garage+Doors/data=!4m7!3m6!1s0x88fc79378e783b0f:0x435ebe7f3c64a94e!8m2!3d32.1556012!4d-80.7613459!16s%2Fg%2F11rb4bhltf!19sChIJDzt4jjd5_IgRTqlkPH--XkM,Elite Overhead Garage Doors,4.9,175,Garage door supplier,"2 Corpus Christi Pl #200, Hilton Head Island, SC 29928, United States","564Q+6F Hilton Head Island, South Carolina, USA",https://elitegaragedoorshiltonhead.com/?utm_campaign=google&utm_medium=local&utm_source=google_business_profile,+1 843-415-8383,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNd0VtbsX90U5FqBEEZwhLUPL-eV36C_3pybmVz=w408-h255-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:23:09.046Z,,
"https://www.google.com/maps/place/Coastal+Contractors+%26+Installers,+LLC/data=!4m7!3m6!1s0x88fb9fd0786ffff9:0x508fbd79e6826fd2!8m2!3d32.0269927!4d-81.0938755!16s%2Fg%2F11h6cs7lk8!19sChIJ-f9veNCf-4gR0m-C5nm9j1A","Coastal Contractors & Installers, LLC",4.7,46,Contractor,"5507 Waters Ave, Savannah, GA 31404, United States","2WG4+QC Savannah, Georgia, USA",http://coastalcontractors.org/?utm_source=gmb&utm_medium=referral,+1 912-335-1049,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipPwLyU5pyLJncWCYyWucpOTz53IdzDM-TRxAEWK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:23:14.071Z,,
"https://www.google.com/maps/place/1st+Track+Garage+Doors,+LLC/data=!4m7!3m6!1s0x88fba50cd0068451:0xd87e359c87ada6a1!8m2!3d32.186748!4d-81.3843355!16s%2Fg%2F11r9w7gyvm!19sChIJUYQG0Ayl-4gRoaath5w1ftg","1st Track Garage Doors, LLC",5.0,6,Garage door supplier,,,,+1 912-737-2964,Closed ⋅ Opens 8 am Sat,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMX2u4APqATsfSBvMYyhgFsqnAT-4iswhdIecas=w408-h306-k-no,true,7 am–5 pm,8 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-11-07T23:23:19.004Z,,
https://www.google.com/maps/place/SRI+Coastal/data=!4m7!3m6!1s0x88fba7d19163f92d:0xd33dc6ead7185ab6!8m2!3d32.1432034!4d-81.3336828!16s%2Fg%2F11htpzjvz2!19sChIJLfljkdGn-4gRtloY1-rGPdM,SRI Coastal,3.7,10,Insulation contractor,"3190 US-80, Bloomingdale, GA 31302, United States","4MV8+7G Bloomingdale, Georgia, USA",https://www.sricoastal.com/,+1 912-999-4351,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMnrMDWwcLr6pOz0XhLjYWzSc2x6AjNujojShOR=w408-h544-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Pooler+Savannah+GA/@32.115481,-81.2470574,14z",2025-11-07T23:23:33.889Z,,
