placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,attributes,isBlackOwned
"https://www.google.com/maps/place/Emerald+Neuro-Recover+%7C+Drug+Rehabs+Carmel,+Indiana/data=!4m7!3m6!1s0x8814ac5b0ebbd33f:0xc87561b9b3eb995f!8m2!3d39.966148!4d-86.14844!16s%2Fg%2F11c6chjw70!19sChIJP9O7DlusFIgRX5nrs7lhdcg","Emerald Neuro-Recover | Drug Rehabs Carmel, Indiana",5.0,32,Addiction treatment center,"12265 Hancock St #42, Carmel, IN 46032, United States","XV82+FJ Carmel, Indiana, USA",,+1 317-606-8778,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMfeWg-JAgzY7TcnN0TqJhaJYiqFhs6CpsBRzFI=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-09-28T23:33:56.931Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Restorative+Medicine+Powered+by+RAYUS+Radiology/data=!4m7!3m6!1s0x8814ad3daa89886d:0x79ad593f22e98a8f!8m2!3d39.962706!4d-86.1556507!16s%2Fg%2F11w1hdqcf9!19sChIJbYiJqj2tFIgRj4rpIj9ZrXk,Restorative Medicine Powered by RAYUS Radiology,5.0,24,Medical diagnostic imaging center,"11900 N Pennsylvania St # 202, Carmel, IN 46032, United States","XR7V+3P Carmel, Indiana, USA",https://rayusradiology.com/locations/restorative-medicine-powered-by-rayus-radiology/,+1 317-846-0717,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOAVc95Db4Ij5x_5tBc9_hhXR9IWqX2L1tAlwfE=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-09-28T23:34:02.154Z,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/Option+Care+Health/data=!4m7!3m6!1s0x8814ad5b2f574b09:0x9b66fbbd9e4e25b8!8m2!3d39.9538819!4d-86.1566536!16s%2Fg%2F11hmsx2qz2!19sChIJCUtXL1utFIgRuCVOnr37Zps,Option Care Health,,,Pharmacy,"11455 N Meridian St #200, Carmel, IN 46032, United States","XR3V+H8 Carmel, Indiana, USA",https://optioncarehealth.com/,+1 317-575-7777,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RA-2HDPW6NbdubUYyyf89Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.45142&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Carmel+Indianapolis+IN/@39.978371,-86.1180435,14z",2025-09-28T23:34:07.251Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x8814b3769f7e5077:0xa9e4303e0a26c7e3!8m2!3d39.9586167!4d-86.0128785!16s%2Fg%2F11lkl63w_n!19sChIJd1B-n3azFIgR48cmCj4w5Kk,IVX Health Infusion Center,4.9,47,Medical clinic,"11670 Commercial Dr Suite 100, Fishers, IN 46038, United States","XX5P+CR Fishers, Indiana, USA",https://ivxhealth.com/locations/indiana/indianapolis/fishers-corner?utm_source=gmb&utm_medium=yext,+1 463-213-8270,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPMDqsNNeXhQuCJvssUBe7KI3K89ebebbOx8YD5=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fishers+Indianapolis+IN/@39.9582483,-86.016877,14z",2025-09-28T23:34:21.458Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,,
https://www.google.com/maps/place/IU+Health+Cancer+Center+-+Fishers/data=!4m7!3m6!1s0x8814b3bd1982690f:0x26ea8946bbe2d03a!8m2!3d39.9368698!4d-86.0144229!16s%2Fg%2F1tfk9mhh!19sChIJD2mCGb2zFIgROtDiu0aJ6iY,IU Health Cancer Center - Fishers,4.5,10,Medical clinic,"10212 Lantern Rd, Fishers, IN 46037, United States","WXPP+P6 Fishers, Indiana, USA",https://iuhealth.org/find-locations/iu-health-cancer-center-10212-lantern-rd-fishers?utm_source=Google&utm_medium=Yext&y_source=1_MTE5NDE4ODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 317-678-2700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPuXJ7ZZK7-uYxjxFCsowf7p_OMeuzuOPu-LaU0=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fishers+Indianapolis+IN/@39.9582483,-86.016877,14z",2025-09-28T23:34:26.363Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x8814b53b30aae18b:0x9e8725ccee5d330f!8m2!3d39.9563828!4d-86.0004507!16s%2Fg%2F11nxt1nb_6!19sChIJi-GqMDu1FIgRDzNd7swlh54,Restore Hyper Wellness,4.8,147,Medical spa,"9711 E 116th St Suite 330, Fishers, IN 46037, United States","XX4X+HR Fishers, Indiana, USA",https://www.restore.com/locations/in-fishers-in003?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4NjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 317-558-9958,"Closed ⋅ Opens 10 am Mon

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN7HhfUMhjohxZKpa_v8SUZgFtq9Xcj0Zha8iZ2=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fishers+Indianapolis+IN/@39.9582483,-86.016877,14z",2025-09-28T23:34:31.644Z,11 am–4 pm,10 am–7 pm,10 am–7 pm,10 am–5:30 pm,10 am–7 pm,10 am–6 pm,9 am–4 pm,,,
https://www.google.com/maps/place/Precision+Primary+Care+%26+Wellness/data=!4m7!3m6!1s0x8814b3a7fd2fa3b5:0x449c6a790398b548!8m2!3d39.957372!4d-86.0201921!16s%2Fg%2F11l31yd1zr!19sChIJtaMv_aezFIgRSLWYA3lqnEQ,Precision Primary Care & Wellness,4.7,15,Wellness center,"8402 E 116th St Suite 100, Fishers, IN 46038, United States","XX4H+WW Fishers, Indiana, USA",https://precisionprimarycarewellness.com/,+1 317-642-0211,Closed ⋅ Opens 1 pm Mon,https://lh3.googleusercontent.com/p/AF1QipM1dI3duv-GJoGOuSbtwFFwnGOMAuNe8wJFPtIy=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fishers+Indianapolis+IN/@39.9582483,-86.016877,14z",2025-09-28T23:34:36.676Z,Closed,1–5 pm,9 am–6 pm,8 am–2 pm,9 am–6 pm,1–5 pm,Closed,,,
https://www.google.com/maps/place/Ascension+St.+Vincent+Fishers+Infusion+Therapy/data=!4m7!3m6!1s0x8814cb1dfcc6e8d7:0x9646fc37321b913d!8m2!3d39.9897324!4d-85.9163109!16s%2Fg%2F11wy3k_ksh!19sChIJ1-jG_B3LFIgRPZEbMjf8RpY,Ascension St. Vincent Fishers Infusion Therapy,,,Medical clinic,"13914 Southeastern Pkwy, Noblesville, IN 46060, United States","X3QM+VF Noblesville, Indiana, USA",https://healthcare.ascension.org/locations/indiana/inasc/fishers-ascension-st-vincent-fishers/departments/medical-office-suites/infusion-center?utm_campaign=reputation-management&utm_medium=organic-search&utm_content=location-listing&utm_source=local,+1 317-415-9549,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 10 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YJQYR7w3lc4oHmE6YOT77w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.681967&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Fishers+Indianapolis+IN/@39.9582483,-86.016877,14z",2025-09-28T23:34:41.625Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/IVX+Health+Infusion+Center/data=!4m7!3m6!1s0x886b4309c44050a7:0x28c0fe229ced57c2!8m2!3d39.6349639!4d-86.0847357!16s%2Fg%2F11lkl5v0tq!19sChIJp1BAxAlDa4gRwlftnCL-wCg,IVX Health Infusion Center,4.8,50,Medical clinic,"997 E County Line Rd suite m, Greenwood, IN 46143, United States","JWM8+X4 Greenwood, Indiana, USA",https://ivxhealth.com/locations/indiana/indianapolis/emerson-pointe?utm_source=gmb&utm_medium=yext,+1 463-213-0821,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNHczF9bkHMD6x2hhQLl4Y58I2_aFRqLUaYfQBe=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greenwood+Indianapolis+IN/@39.6136509,-86.1097119,14z",2025-09-28T23:34:55.029Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,,
https://www.google.com/maps/place/Emerson+Pointe/data=!4m7!3m6!1s0x886b432f0b20ca0d:0xf5cdf00d7b312dd7!8m2!3d39.6350996!4d-86.0843792!16s%2Fg%2F1hf0h0x7m!19sChIJDcogCy9Da4gR1y0xew3wzfU,Emerson Pointe,4.1,373,Shopping mall,"997 E County Line Rd, Greenwood, IN 46143, United States","JWP8+26 Greenwood, Indiana, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1wooDbh2_YV0Bc280X20tUdgQrxpRIxekrezltNP3YAMLq9502amhOzJmpgmZ2M5OwXpv8jgDMfzZvX8bJUX-DeXpdQijQQphs5sHG0q8sESQpoMi-MoAZ6A1KASz3UNI7fZsCcVoPUnF=w408-h306-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Greenwood+Indianapolis+IN/@39.6136509,-86.1097119,14z",2025-09-28T23:34:57.982Z,,,,,,,,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x886b43a5229511ab:0x94431abc1b7da177!8m2!3d39.629594!4d-86.0835455!16s%2Fg%2F11fjtwc9_l!19sChIJqxGVIqVDa4gRd6F9G7waQ5Q,Metro Infusion Center,,,Call center,"973 Emerson Pkwy D, Greenwood, IN 46143, United States","JWH8+RH Greenwood, Indiana, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM0ZOng4PQEkf_omFZ4opgTpcu2oMHWcag78Uq-=w416-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greenwood+Indianapolis+IN/@39.6136509,-86.1097119,14z",2025-09-28T23:35:02.793Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Option+Care+Health/data=!4m7!3m6!1s0x886b433c5e0942cb:0xa7b83ca085e9af36!8m2!3d39.6296746!4d-86.0855319!16s%2Fg%2F11ts_w19qm!19sChIJy0IJXjxDa4gRNq_phaA8uKc,Option Care Health,3.0,2,Specialized clinic,"965 Emerson Pkwy suite g 1, Greenwood, IN 46143, United States","JWH7+VQ Greenwood, Indiana, USA",https://optioncarehealth.com/locations/greenwood-in-965-emerson-parkway,+1 317-575-7777,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1CW3AE5zMWckvE0QXdb08w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.87975&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Greenwood+Indianapolis+IN/@39.6136509,-86.1097119,14z",2025-09-28T23:35:05.428Z,,,,,,,,,,
https://www.google.com/maps/place/Riverview+Health+Cancer+Center/data=!4m7!3m6!1s0x8814b0c55028ca6d:0x3701048c530480e7!8m2!3d40.0455459!4d-86.0243936!16s%2Fg%2F1tcwgl7n!19sChIJbcooUMWwFIgR54AEU4wEATc,Riverview Health Cancer Center,5.0,3,Cancer treatment center,"395 Westfield Rd, Noblesville, IN 46060, United States","2XWG+66 Noblesville, Indiana, USA",https://www.riverview.org/services/cancer/medical-oncology/?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 317-773-0760,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gtq4NuAZJtRqpabi9275ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.94404&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Noblesville+Indianapolis+IN/@40.0456243,-86.012241,14z",2025-09-28T23:35:19.221Z,,,,,,,,,,
https://www.google.com/maps/place/Indiana+Chelation+Clinic/data=!4m7!3m6!1s0x8814b7192543b601:0x348f4eca2e5f9912!8m2!3d40.0142856!4d-86.0037441!16s%2Fg%2F11c51tbcn3!19sChIJAbZDJRm3FIgREplfLspOjzQ,Indiana Chelation Clinic,5.0,2,Medical clinic,"15510 Herriman Blvd, Noblesville, IN 46060, United States","2X7W+PG Noblesville, Indiana, USA",https://www.indychelation.com/,+1 317-491-5272,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO0zshspn9iFvq3oCITM-GUgikWi419jsnZdc61=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Noblesville+Indianapolis+IN/@40.0456243,-86.012241,14z",2025-09-28T23:35:24.181Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Well+Infused/data=!4m7!3m6!1s0x8814c9f4473f91c7:0x6217eec323677756!8m2!3d39.9971743!4d-85.9275001!16s%2Fg%2F11rqm20rp4!19sChIJx5E_R_TJFIgRVndnI8PuF2I,Well Infused,5.0,126,Holistic medicine practitioner,"14297 Bergen Blvd Suite 125, Noblesville, IN 46060, United States","X3WC+VX Noblesville, Indiana, USA",http://www.wellinfused.com/,+1 317-900-1633,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npR2Dma-SAxxyY-IiALhLq8xVFnvDItLf0tWWV2Z2Vhvw20Oza7v60uQ20kFjdnj6rdJn3VrgXeETnXA7-wjNiCJcASaQgGWK84NuB9BMvTK51sTMbbQFWnRS7x8ue0hwINIliptQ=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Noblesville+Indianapolis+IN/@40.0456243,-86.012241,14z",2025-09-28T23:35:29.498Z,Closed,8 am–6 pm,8 am–2 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,9 am–3 pm,Identifies as women-owned,,
https://www.google.com/maps/place/K+Therapeutics+and+Wellness/data=!4m7!3m6!1s0x8814b1a9703532b9:0x24f43f8f40a694e7!8m2!3d40.0500008!4d-86.0303444!16s%2Fg%2F11trh4x7th!19sChIJuTI1cKmxFIgR55SmQI8_9CQ,K Therapeutics and Wellness,5.0,1,Mental health clinic,"18051 River Rd # 102, Noblesville, IN 46062, United States","3X29+2V Noblesville, Indiana, USA",https://why-ketamine.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website_link,+1 317-207-6112,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CmdEc7iqR_QoenEq3ujNfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.83154&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Noblesville+Indianapolis+IN/@40.0456243,-86.012241,14z",2025-09-28T23:35:34.428Z,Closed,9 am–3 pm,Closed,9 am–3 pm,Closed,9 am–3 pm,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Hematology+Oncology+of+Indiana/data=!4m7!3m6!1s0x8814b0c55028ca6d:0xb1a799e6b94c3b4d!8m2!3d40.0457603!4d-86.0234447!16s%2Fg%2F1wk4dnl7!19sChIJbcooUMWwFIgRTTtMueaZp7E,Hematology Oncology of Indiana,4.9,67,Cancer treatment center,"395 Westfield Rd, Noblesville, IN 46060, United States","2XWG+8J Noblesville, Indiana, USA",https://www.hematologyoncologyin.com/?utm_medium=HematologyOncologyofIndiana&utm_source=GMBSocialClimb,+1 317-770-1184,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPrLTXZpXUyi0jzIwtaEHSclzVH5UF9OuDMV0vm=w613-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Noblesville+Indianapolis+IN/@40.0456243,-86.012241,14z",2025-09-28T23:35:39.444Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
