placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Blue+Collar+Contractors+Water+Damage+Restoration+of+Colorado+Springs/data=!4m7!3m6!1s0x878be37482affb93:0x2ac40c4e1667a45b!8m2!3d38.7774464!4d-104.7970689!16s%2Fg%2F11wy7gt123!19sChIJk_uvgnTji4cRW6RnFk4MxCo,Blue Collar Contractors Water Damage Restoration of Colorado Springs,4.9,87,Water damage restoration service,"21 Clover Cir E, Colorado Springs, CO 80906, United States","Q6G3+X5 Colorado Springs, Colorado, USA",https://www.bccwaterdamagerestorationcs.com/,+1 719-666-5501,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-FTZBLih0Np0A_yMPqWRDkk1EJ4nIMkatQw5xdebyzrCJF2262uzR45VsLNiU2dU3MQ806Aljsau-l5DoXv6p9E_9cj1qMVZIc3LS-i0OTBlSzQfAYOrlCIfSTFT9YHLRn1e_EV2yQNSA=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:26.301Z,,
https://www.google.com/maps/place/PuroClean+of+Central+Colorado+Springs/data=!4m7!3m6!1s0x87134aa6e388c91d:0xc4aea343c77d8de2!8m2!3d38.8776176!4d-104.8232521!16s%2Fg%2F11b6xbrt33!19sChIJHcmI46ZKE4cR4o19x0OjrsQ,PuroClean of Central Colorado Springs,4.4,63,Water damage restoration service,"15 Buchanan St, Colorado Springs, CO 80907, United States","V5HG+2M Colorado Springs, Colorado, USA",https://www.puroclean.com/colorado-springs-co-puroclean-central-colorado-springs,+1 719-208-3773,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweob_f9hqkgy1rZFJLb76EuyE-manoXFl3AaJ2wxRYHdErbB8ybu8kUszio61yjGq53Ux4hSkETPUtiqTt6IZnBwss7cqC_AzV9oJ0uoh9hlJ6PA0bxstmXjEkJUGzJoVor7iquK=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:31.099Z,,
"https://www.google.com/maps/place/FYXON+-+Restoration,+Construction,+%26+Cleaning/data=!4m7!3m6!1s0x87134f199d30c3b9:0xe8ec761f04a56aef!8m2!3d38.8768346!4d-104.827299!16s%2Fg%2F11x1yymmv2!19sChIJucMwnRlPE4cR72qlBB927Og","FYXON - Restoration, Construction, & Cleaning",4.9,54,Water damage restoration service,"3108 Beacon St, Colorado Springs, CO 80907, United States","V5GF+P3 Colorado Springs, Colorado, USA",https://fyxon.com/,+1 855-399-6624,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsJY8Eigrlw1gkyHFANCoXGSaJOJr6oMYFWfvj0pNhv5JfNd07DyA6_IGDOHzgxg8Xn8jgur8JGRpk8NUYaaIBRrFWCHg1K26-PG6MSWRmIQwQ_zphtNG86Yu0e1K-f04HGceu=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:35.810Z,,
https://www.google.com/maps/place/ServiceMaster+of+Colorado+Springs/data=!4m7!3m6!1s0x87134f90cc854665:0xa0ada3a897ec045b!8m2!3d38.8826846!4d-104.8123621!16s%2Fg%2F1tgdjfy2!19sChIJZUaFzJBPE4cRWwTsl6ijraA,ServiceMaster of Colorado Springs,4.5,91,Water damage restoration service,"702 Nichols Blvd, Colorado Springs, CO 80907, United States","V5MQ+33 Colorado Springs, Colorado, USA",https://www.servicemasterrestore.com/servicemaster-of-colorado-springs,+1 719-356-3189,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLAj4g_EqHHVE12QQJSAHE-b9wZmEYBfbBGM9yoeJS0Ekx5E7RoG-FzwCSpS8s11c0VfemK3fc0JqNjhOzPjqQKHGtp1h5TcRbvMv5jl25-Aud8l1AUcTsOP1CqWaEn98aCjn2=w600-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:40.525Z,,
https://www.google.com/maps/place/CMS+Restoration/data=!4m7!3m6!1s0x8713440b23135d91:0x74291db5344c0968!8m2!3d38.794241!4d-104.7744557!16s%2Fg%2F1260_ncmg!19sChIJkV0TIwtEE4cRaAlMNLUdKXQ,CMS Restoration,4.8,89,Water damage restoration service,"2676 Durango Dr, Colorado Springs, CO 80910, United States","Q6VG+M6 Colorado Springs, Colorado, USA",https://cmsrestorationco.com/,+1 719-538-5607,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepE_bRpgmhRcmelzSeQDc9cKnipj1nhVWeAeQPd7K5GP64UcJkmI0eJ6ZJo9RnOl3Pj5yUeg-Nj9hvMbUjkxSgU_T_SoM0av3spNuo0DUfEu_hKnmohVh57nwJPlWpkjY-LxJk=w408-h593-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:45.432Z,,
"https://www.google.com/maps/place/Executive+Pro-Dry+Water,+Sewage+%26+Mold+Remediation+-+Colorado+Springs,+CO/data=!4m7!3m6!1s0x87134593ffffffff:0xc2f2cf2cde25fe19!8m2!3d38.8646785!4d-104.712311!16s%2Fg%2F1hc8bs5m4!19sChIJ_____5NFE4cRGf4l3izP8sI","Executive Pro-Dry Water, Sewage & Mold Remediation - Colorado Springs, CO",4.8,251,Water damage restoration service,"6230 Lake Shore Ct, Colorado Springs, CO 80915, United States","V77Q+V3 Colorado Springs, Colorado, USA",https://www.executiveprodry.com/?utm_campaign=gmb,+1 719-573-8390,"Open 24 hours

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUD_5y3pMuBvv6jXDFfXZ3gt38GA0KWC_-rQ9sQgO0XOqWOZhsQQLOupQq9HKdAgjT0Gn3mozG8wUTIUuecC1SC-trvgGeA7QimZYrE9cBOyv1VJb-EgMcjjIcL_2v1wOloxmqjw=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:50.052Z,,
https://www.google.com/maps/place/Restoration+King/data=!4m7!3m6!1s0x871345c6344dcb9f:0x2f54510ba98c56e8!8m2!3d38.8375139!4d-104.7855947!16s%2Fg%2F12hnkrnmh!19sChIJn8tNNMZFE4cR6FaMqQtRVC8,Restoration King,4.5,94,Water damage restoration service,"2336 E Platte Ave, Colorado Springs, CO 80909, United States","R6Q7+2Q Colorado Springs, Colorado, USA",https://restorationking.com/,+1 719-282-0997,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFo8GJd4eg2RoZuo6HgeEHe9qttxryUOLQPhDIlceFzAkV203JRtPLF-kgVYuxNrdfjm-TUdCCS324Cpcv9BMSIAJGITogGDFDR2pz2-vYGRIZVQ-C6-vaJwxAgwjn46tAzYL5Hg=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:54.757Z,,
https://www.google.com/maps/place/Colorado+Water+%26+Mold+Restoration/data=!4m7!3m6!1s0x871347b2310da5bf:0x767d31834b8a3fcc!8m2!3d38.8234572!4d-104.7214242!16s%2Fg%2F11v42_zp_c!19sChIJv6UNMbJHE4cRzD-KS4MxfXY,Colorado Water & Mold Restoration,4.9,101,Water damage restoration service,"5745 Industrial Pl, Colorado Springs, CO 80916, United States","R7FH+9C Colorado Springs, Colorado, USA",https://www.coloradowaterandmold.com/,+1 719-882-1069,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweosISbmjvqJPNAZkgRQ1jqCDqO5pqUyUCWEhe4wVeuRiDregYz2EiDFdxwQx-DL7KoljDTwM9uFnSy36B3NKnwbN83TtwFPKuUvGpIjYNUOZGPGRvOxvdrwgJANKGBCKW2beG53eg=w408-h307-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:34:59.782Z,,
https://www.google.com/maps/place/Vibe+Carpet+Care+and+Restoration/data=!4m7!3m6!1s0x871350a3931f313d:0x39431a7462c902b5!8m2!3d38.8597824!4d-104.9205684!16s%2Fg%2F11hbfk42cs!19sChIJPTEfk6NQE4cRtQLJYnQaQzk,Vibe Carpet Care and Restoration,4.8,17,Carpet cleaning service,"1021 Manitou Ave unit b, Manitou Springs, CO 80829, United States","V35H+WQ Manitou Springs, Colorado, USA",,+1 719-354-2007,Temporarily closed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fBuZA6jhrIAl1_AcCc2lcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.89432&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:35:04.564Z,,
"https://www.google.com/maps/place/Paul+Davis+Restoration+of+Colorado+Springs,+CO/data=!4m7!3m6!1s0x876c7b97e0ca3d25:0x483a8752ef264525!8m2!3d38.8829659!4d-104.8121453!16s%2Fg%2F11p4qw783q!19sChIJJT3K4Jd7bIcRJUUm71KHOkg","Paul Davis Restoration of Colorado Springs, CO",4.9,190,Water damage restoration service,"3405 N El Paso St, Colorado Springs, CO 80907, United States","V5MQ+54 Colorado Springs, Colorado, USA",https://greater-denver.pauldavis.com/service-area/colorado-springs/?utm_source=Local&utm_medium=Organic&utm_campaign=GBP,+1 719-415-3909,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweotEVVeIvbQD4V6kyYkVjmdS5DtJBM6nFDoSKPVmXbnr-j1arzof2CnEwFqDXXdSY6Ypvti07an5JcEH5TOn2QgdGpaM24sgOo3uuqCEtecmMB6F251Byn4yKaqoyP7ZLkTbZ-XjBh-9vqo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:35:09.443Z,,
https://www.google.com/maps/place/The+Contents+Company/data=!4m7!3m6!1s0x87134fe48290f973:0x2e82914215ff1a6c!8m2!3d38.9028467!4d-104.8266493!16s%2Fg%2F11js49l1rx!19sChIJc_mQguRPE4cRbBr_FUKRgi4,The Contents Company,4.9,174,Water damage restoration service,"4910 Northpark Dr Suite 200, Colorado Springs, CO 80918, United States","W53F+48 Colorado Springs, Colorado, USA",https://contentsco.com/,+1 719-501-0011,Closed · Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFMHmnIp2F691CC4ThbeLqowcpCiSThnC3SS_BBv8Tc13AN1t2bfuu5DAFPmMlsgbusvxFPIaC1dwN108mGiE-iduMvZGH92bjFZUas5hbtN9OZVFinI3jRixAGGg0gLWikUeYMA=w408-h557-k-no,true,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:35:14.207Z,,
https://www.google.com/maps/place/Jim+Black+Construction+Inc.+-+Colorado+Springs/data=!4m7!3m6!1s0x87134f1bdf73a3b5:0xbfd28fde0b69c0a7!8m2!3d38.8954284!4d-104.8258986!16s%2Fg%2F11r7s9s5tq!19sChIJtaNz3xtPE4cRp8BpC96P0r8,Jim Black Construction Inc. - Colorado Springs,4.9,104,Water damage restoration service,"4420 Mark Dabling Blvd, Colorado Springs, CO 80907, United States","V5WF+5J Colorado Springs, Colorado, USA",https://jimblackconstruction.com/,+1 719-985-6700,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJu-3wGfC9TvMvW0ZK-kLzxdYjLyh7hJ_L-ReoSwvMfTKxAAgONxT3FmmS_4_ROzKi6fY90d6VRAFDmFb9eeExUUmvhpnPbns2mvdOCBAKSv99F4BbPNC9lrb_PoManN6msYI=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:35:18.968Z,,
https://www.google.com/maps/place/True+North+Restoration+of+Colorado+Springs/data=!4m7!3m6!1s0x8713470864ff4b4f:0x7dd4a216dce73746!8m2!3d38.8234572!4d-104.7214242!16s%2Fg%2F11mvddwsm5!19sChIJT0v_ZAhHE4cRRjfn3Bai1H0,True North Restoration of Colorado Springs,5.0,38,Water damage restoration service,"5745 Industrial Pl unit g, Colorado Springs, CO 80916, United States","R7FH+9C Colorado Springs, Colorado, USA",https://cos.gotruenorth.com/,+1 719-204-4722,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYYtrL0xyqEs3IsSZpiQlsfcfj7h1mqWcDGfxJ54ouv0qC32zQCLSsCP-_8KWX2g3XON9yKk03XTUr_yC1qZ_0atuYvgsNMwe3Qa8gACPJz_x5oYlfNsRtaV_GB8afr_Sz3wFT=w408-h260-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:35:23.659Z,,
https://www.google.com/maps/place/BMS+CAT+Colorado+Springs/data=!4m7!3m6!1s0x87135bb800c2fee3:0x1c7fb746833e4d2d!8m2!3d38.8923951!4d-104.8159593!16s%2Fg%2F11v0drzq7b!19sChIJ4_7CALhbE4cRLU0-g0a3fxw,BMS CAT Colorado Springs,4.5,20,Water damage restoration service,"4200 N Weber St, Colorado Springs, CO 80907, United States","V5RM+XJ Colorado Springs, Colorado, USA",https://www.bmscat.com/locations/colorado-springs/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,+1 866-950-2755,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOG-TNH1ACvU8GJ_pzsNyAJ3NTAFQo4ng94VHpCeBoMs-FeSFPq-VbvPuakdrnGChJRJKltfCCVHByfEyX8vphaLBYi8hZTv1erCQ4MJbAqE8TRJPft-ZX1LjNu6yp02q4DEFN=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2026-03-23T03:35:28.432Z,,
