placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error,attributes
"https://www.google.com/maps/place/At+Home+Palliative+Care,+LLC/data=!4m7!3m6!1s0x88e5cb32d8c1a425:0xae6bc7e4c166d1ca!8m2!3d30.3112189!4d-81.5993265!16s%2Fg%2F11thczpv67!19sChIJJaTB2DLL5YgRytFmweTHa64","At Home Palliative Care, LLC",4.7,7,Home health care service,"263 River Hills Dr UNIT 3, Jacksonville, FL 32216, United States","8C62+F7 Love Grove/Riviera Manor, Jacksonville, FL, USA",http://athomepalliative.com/,+1 904-222-2273,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN0kQRsaL8xVWRZl6AZX0Xwfkdtj2b7tVDBa4vC=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:04:54.263Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Community+Hospice+Dr.+Gaston+J.+Acosta-Rua+Center+for+Caring/data=!4m7!3m6!1s0x88e5b901eb961a45:0xd52d9c447ebc319e!8m2!3d30.3134773!4d-81.7402487!16s%2Fg%2F1tdcsbth!19sChIJRRqW6wG55YgRnjG8fkScLdU,Community Hospice Dr. Gaston J. Acosta-Rua Center for Caring,4.0,11,Hospice,"5450 Ramona Blvd, Jacksonville, FL 32205, United States","8775+9W Normandy, Jacksonville, FL, USA",http://www.communityhospice.com/,+1 904-268-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNAJnQdRkIyr6QtaHnxX5b2HJt1iTHvfndOA_fS=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:04:59.299Z,,,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x88e5ca3ce40e60d5:0xa181fbb29e794520!8m2!3d30.2313065!4d-81.5907387!16s%2Fg%2F1tdcsbvh!19sChIJ1WAO5DzK5YgRIEV5nrL7gaE,Heartland Hospice,4.0,34,Hospice,"8130 Baymeadows Way W #201, Jacksonville, FL 32256, United States","6CJ5+GP Deerwood Center, Jacksonville, FL, USA",http://heartlandhospice.com/,+1 904-737-2553,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOWRUmq4caD_36cR5mnatqwOjtbelsmh1NUw0Nt=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:04.291Z,,,,
https://www.google.com/maps/place/Community+Hospice+Center+for+Caring+at+UF+Health+Jacksonville/data=!4m7!3m6!1s0x88e5b7313e578ccf:0xfb7b22b25258b94e!8m2!3d30.348622!4d-81.6641394!16s%2Fg%2F1wrgkzv3!19sChIJz4xXPjG35YgRTrlYUrIie_s,Community Hospice Center for Caring at UF Health Jacksonville,4.5,6,Hospice,"655 8th St W, Jacksonville, FL 32209, United States","88XP+C8 Urban Core, Jacksonville, FL, USA",http://www.communityhospice.com/,+1 904-268-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPFtmC1-o7rdNlWyjPtfJQ3k4cc1RX-vAVuLJB4=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:09.120Z,,,,
https://www.google.com/maps/place/Community+Hospice+Center+for+Caring+at+Ascension+St.+Vincent%27s+Southside/data=!4m7!3m6!1s0x88e5ca0b2396a2f9:0x72970ea8702d6d3f!8m2!3d30.2537775!4d-81.5826747!16s%2Fg%2F11d_w79wvr!19sChIJ-aKWIwvK5YgRP20tcKgOl3I,Community Hospice Center for Caring at Ascension St. Vincent's Southside,3.7,3,Hospice,"4201 Belfort Rd Fifth Floor, Jacksonville, FL 32216, United States","7C38+GW Secret Cove, Jacksonville, FL, USA",http://www.communityhospice.com/,+1 904-268-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipME1y6SL7_7Zxuhk3DrhYK9pS8Q0rmlTkyzjAXc=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:14.169Z,,,,
https://www.google.com/maps/place/Community+Hospice+Center+for+Caring+at+Ascension+St.+Vincent%27s+Riverside/data=!4m7!3m6!1s0x88e5b78060bf78eb:0xd59590c0414669b5!8m2!3d30.3072015!4d-81.6898706!16s%2Fg%2F11b5pjm59t!19sChIJ63i_YIC35YgRtWlGQcCQldU,Community Hospice Center for Caring at Ascension St. Vincent's Riverside,4.6,10,Hospice,"1 Shircliff Way 4th Floor, Jacksonville, FL 32204, United States","8846+V3 Riverside, Jacksonville, FL, USA",http://www.communityhospice.com/,+1 904-268-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPlYXX0vU25fLrzbZlsJwU66xzxR9AoO8t5R3nr=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:19.146Z,,,,
https://www.google.com/maps/place/Beaches+Home+Care/data=!4m7!3m6!1s0x88e4370484b752ab:0xa83caa19b23fd3d4!8m2!3d30.2079686!4d-81.3852972!16s%2Fg%2F11b6hyts21!19sChIJq1K3hAQ35IgR1NM_shmqPKg,Beaches Home Care,5.0,14,Home health care service,"6000A Sawgrass Village Cir UNIT 12, Ponte Vedra Beach, FL 32082, United States","6J57+5V Ponte Vedra Beach, Florida, USA",http://beacheshomecare.com/,+1 904-325-9086,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i-MfO9dFwWVVZGw5ba9Oxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.71564&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:24.348Z,Identifies as women-owned,true,,
https://www.google.com/maps/place/Charles+M.+Neviaser+Educational+Institute+of+Community+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x88e5c953d9b4f2eb:0xa36087e85d361dfc!8m2!3d30.2052702!4d-81.6049258!16s%2Fg%2F11ryhgj8g7!19sChIJ6_K02VPJ5YgR_B02XeiHYKM,Charles M. Neviaser Educational Institute of Community Hospice & Palliative Care,,,Hospice,"4266 Sunbeam Rd #100, Jacksonville, FL 32257, United States","694W+42 Sunbeam, Jacksonville, FL, USA",,+1 904-268-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMfZGPHqvozam0zU1HOnMPbMeAoZfWkI1iQ8btR=w451-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:29.080Z,,,,
https://www.google.com/maps/place/Concierge+Care+-+Ponte+Vedra/data=!4m7!3m6!1s0x88e4374430dbde81:0xe1538be9d34fc899!8m2!3d30.1777438!4d-81.3933319!16s%2Fg%2F11j1xqczj1!19sChIJgd7bMEQ35IgRmchP0-mLU-E,Concierge Care - Ponte Vedra,4.9,66,Home health care service,"230 Canal Blvd STE 4, Ponte Vedra Beach, FL 32082, United States","5JH4+3M Ponte Vedra Beach, Florida, USA",https://www.conciergecarefl.com/locations/ponte-vedra?utm_source=gbp&utm_medium=organic&utm_campaign=ponte-vedra,+1 904-201-3461,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP74RBia373-5fq0Gzzt7hbCkNFzzPGaUv6UkeW=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:34.030Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Community+Hospice+%26+Palliative+Care+North+Jacksonville+Office/data=!4m7!3m6!1s0x88e5b0c6e96fe1ed:0x80b36cf0d8133d2b!8m2!3d30.438335!4d-81.6852689!16s%2Fg%2F1pp2vf46c!19sChIJ7eFv6caw5YgRKz0T2PBss4A,Community Hospice & Palliative Care North Jacksonville Office,3.7,3,Hospice,"2386 Dunn Ave #109, Jacksonville, FL 32218, United States","C8Q7+8V Highlands, Jacksonville, FL, USA",http://www.communityhospice.com/,+1 904-268-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOVKFXXzbdtqjT1V-0QQdSsUly8Klg-pUERXi3T=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:39.014Z,,,,
"https://www.google.com/maps/place/Ingrid+J.+Pritchard,+MD/data=!4m7!3m6!1s0x88e44a113e4b5bcf:0x268ec392689416ed!8m2!3d30.2642429!4d-81.4402685!16s%2Fg%2F1hc1x1v3y!19sChIJz1tLPhFK5IgR7RaUaJLDjiY","Ingrid J. Pritchard, MD",,,Hospice,"4500 San Pablo Rd S, Jacksonville, FL 32224, United States","7H75+MV Southside, Jacksonville, FL, USA",https://www.mayoclinic.org/biographies/pritchard-ingrid-j-m-d/bio-20055520#!,+1 904-953-2000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZdIS5F99ZSfanlo-3wKrdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.9604177&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:41.724Z,,,,
https://www.google.com/maps/place/Stephen+R.+Chapman+Family+Community+Campus+of+Community+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x88e4274fe7b71a67:0x75bcdb20807d9f72!8m2!3d29.8774626!4d-81.3253401!16s%2Fg%2F11fll5x131!19sChIJZxq3508n5IgRcp99gCDbvHU,Stephen R. Chapman Family Community Campus of Community Hospice & Palliative Care,5.0,1,Hospice,"1355 U.S. Rte 1 South, St. Augustine, FL 32084, United States","VMGF+XV St. Augustine, Florida, USA",https://www.communityhospice.com/,+1 866-253-6681,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=upXVkVs1hoRYUvo4S6gYyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.09332&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:46.666Z,,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x88e69479560cc9ff:0x45fc02db4ce1a429!8m2!3d29.4855439!4d-81.2065545!16s%2Fg%2F119v92jf0!19sChIJ_8kMVnmU5ogRKaThTNsC_EU,Gentiva Hospice,4.8,57,Hospice,"145 City Pl Unit 200 A, Palm Coast, FL 32164, United States","FQPV+69 Palm Coast, Florida, USA",https://www.gentivahs.com/,+1 386-597-6306,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMHC-_eWEkX19HXhE7U0dbQAbkHNA2DX20YT_Co=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:51.807Z,,,,
https://www.google.com/maps/place/Saint+Michael%27s+Home+Care/data=!4m7!3m6!1s0x88e43704664665cf:0x6bf3148fb5dfc793!8m2!3d30.1885425!4d-81.3779729!16s%2Fg%2F1s04f7nkd!19sChIJz2VGZgQ35IgRk8fftY8U82s,Saint Michael's Home Care,4.1,11,Home health care service,"10033 Sawgrass Dr W #209, Ponte Vedra Beach, FL 32082, United States","5JQC+CR Ponte Vedra Beach, Florida, USA",http://www.saintmichaelshomecare.com/,+1 904-834-2474,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPB3yHd_BxbSCTLZ0EsNNA5_eZC2Z6OG8C6SuUg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:05:56.753Z,Identifies as women-owned,,,
"https://www.google.com/maps/place/Haven+-+Custead+Hospice+Care+Center+-+Orange+Park,+FL/data=!4m7!3m6!1s0x88e5c663446a40f5:0x20723090b65639f!8m2!3d30.1451861!4d-81.7596977!16s%2Fg%2F11_fldcdf!19sChIJ9UBqRGPG5YgRn2NlCwkjBwI","Haven - Custead Hospice Care Center - Orange Park, FL",3.9,32,Hospice,"745 Blanding Blvd, Orange Park, FL 32065, United States","46WR+34 Orange Park, Florida, USA",https://beyourhaven.org/,+1 904-213-2506,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqf6f1Zyu54pwQRfL9iJwjCL06yaqGqBqZbsVvJwkAHRf2OCqg6WX8gAc3d5L_DwhD7jzFr2aDEoKa1AunZ4Smv3stusDsiAcJdMkhMsr6bVt_UlgrvzwhZ985rv6dlPOA6u6tx=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:06:01.714Z,,,,
https://www.google.com/maps/place/Community+Hospice+Bailey+Family+Center+for+Caring/data=!4m7!3m6!1s0x88e69d5cd8d6bdf1:0x9fc6763d0ac79abf!8m2!3d29.8633089!4d-81.3182439!16s%2Fg%2F1261myjp7!19sChIJ8b3W2Fyd5ogRv5rHCj12xp8,Community Hospice Bailey Family Center for Caring,4.5,21,Hospice,"200 Health Park Blvd, St. Augustine, FL 32086, United States","VM7J+8P St. Augustine, Florida, USA",http://www.communityhospice.com/,+1 904-268-5200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOf7gP-nqBI8kX8ZbaY8NMMGI8hr1qA8enfMS3b=w408-h292-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:06:06.922Z,,,,
https://www.google.com/maps/place/Cornerstone+Caregiving/data=!4m7!3m6!1s0x88e5b5ebd606f8dd:0xb9b8b67fd8e0a4db!8m2!3d30.2611718!4d-81.5877392!16s%2Fg%2F11lnqyfbz1!19sChIJ3fgG1uu15YgR26Tg2H-2uLk,Cornerstone Caregiving,5.0,2,Home health care service,"6817 Southpoint Pkwy # 902, Jacksonville, FL 32216, United States","7C66+FW Southpoint, Jacksonville, FL, USA",https://cornerstonecaregiving.com/locations/north-jacksonville-fl/?utm_source=google&utm_medium=yext,+1 904-831-9355,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qNSiOE0jw_PIxznJne-m0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.6459&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Palm+Valley+Jacksonville+FL/@30.1774649,-81.3875817,14z",2025-09-18T00:06:12.009Z,,,,
