placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Commonwealth+Pain+%26+Spine/data=!4m7!3m6!1s0x8841cb16ba3e4363:0xe8995274dcf85c4f!8m2!3d39.1281941!4d-84.6161152!16s%2Fg%2F11md37q7xt!19sChIJY0M-uhbLQYgRT1z43HRSmeg,Commonwealth Pain & Spine,4.3,21,Pain management physician,"2041 Anderson Ferry Rd, Cincinnati, OH 45238, United States","49HM+7H Cincinnati, Ohio, USA",https://www.mypainsolution.com/,+1 513-223-3724,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0IwyprfMvXrXY1XHYn3AXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.3249&pitch=0&thumbfov=100,true,Closed,Closed,Closed,Closed,Closed,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:07.397Z,,,
https://www.google.com/maps/place/Cincinnati+Pain+Physicians/data=!4m7!3m6!1s0x8840541e77d0dcd9:0xc7a0256be2679c02!8m2!3d39.2644111!4d-84.3374862!16s%2Fg%2F1td5432k!19sChIJ2dzQdx5UQIgRApxn4msloMc,Cincinnati Pain Physicians,4.3,86,Nurse practitioner,"8261 Cornell Rd # 630, Cincinnati, OH 45249, United States","7M77+Q2 Cincinnati, Ohio, USA",http://www.cincinnatipainphysicians.com/,+1 513-891-0022,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipO8v3wN-kLxfxIGSTxmwDiF7a4OK1Er826vo0dT=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:12.870Z,,,
"https://www.google.com/maps/place/Dr.+James+M.+Weeks,+MD/data=!4m7!3m6!1s0x8841ad88d70d89bd:0xe46b2cd69e68bdb0!8m2!3d39.1184693!4d-84.4391638!16s%2Fg%2F1w9y1sjv!19sChIJvYkN14itQYgRsL1ontYsa-Q","Dr. James M. Weeks, MD",5.0,14,Internist,"Lincoln School, 455 Delta Ave #303, Cincinnati, OH 45226, United States","4H96+98 Cincinnati, Ohio, USA",http://www.oneheartmedical.com/,+1 513-321-1242,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PC7tu6tJ44lf0mU1RGRKHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.905&pitch=0&thumbfov=100,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:18.125Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Laura+Devita/data=!4m7!3m6!1s0x8841b396e0d807b3:0x7b390431b93ce2db!8m2!3d39.1365793!4d-84.5050137!16s%2Fg%2F11tn6wdk5w!19sChIJswfY4JazQYgR2-I8uTEEOXs,Laura Devita,5.0,1,Pain management physician,"222 Piedmont Ave #3200, Cincinnati, OH 45219, United States","4FPV+JX Cincinnati, Ohio, USA",https://www.uchealth.com/en/provider-profiles/devita-laura-1831532290,+1 513-475-8282,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2yEewxdZTNePMXgSiP2HdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.21945&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:21.186Z,,,
https://www.google.com/maps/place/Chronic+Pain+Help+Now/data=!4m7!3m6!1s0x8841b1506632f16d:0x12c52cb3fbaed13e!8m2!3d39.1001931!4d-84.5128972!16s%2Fg%2F12hkl70fb!19sChIJbfEyZlCxQYgRPtGu-7MsxRI,Chronic Pain Help Now,1.0,1,Addiction treatment center,"407 Vine St #158, Cincinnati, OH 45202, United States","4F2P+3R Cincinnati, Ohio, USA",,+1 513-206-8313,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kSpPxV3Bxvj8Bmjy6bFaJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.13945&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:26.595Z,,,
https://www.google.com/maps/place/Mt.+Lookout+Chiropractic/data=!4m7!3m6!1s0x8841ad8c5281a855:0x87aef0f4012e259e!8m2!3d39.1189514!4d-84.4385479!16s%2Fg%2F1td_cc63!19sChIJVaiBUoytQYgRniUuAfTwroc,Mt. Lookout Chiropractic,4.9,1219,Chiropractor,"455 Delta Ave #1, Cincinnati, OH 45226, United States","4H96+HH Cincinnati, Ohio, USA",http://www.mtlookoutchiro.com/,+1 513-321-8484,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipO8bPhpBxUfvvi3SA1F4SRdovkpL1jkmLuJNIXy=w408-h271-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5 pm,8–11 am,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:32.086Z,,,
https://www.google.com/maps/place/Intuitive+Spine+Chiropractor+Cincinnati+-+Dr.+Trae+Masten/data=!4m7!3m6!1s0x8841ad2ab23f22f5:0x8e54828443855255!8m2!3d39.1294766!4d-84.4306258!16s%2Fg%2F11t_sg_qbr!19sChIJ9SI_siqtQYgRVVKFQ4SCVI4,Intuitive Spine Chiropractor Cincinnati - Dr. Trae Masten,5.0,70,Chiropractor,"3181 Linwood Ave Suite 21, Cincinnati, OH 45208, United States","4HH9+QP Cincinnati, Ohio, USA",http://theintuitivespine.com/,+1 513-301-0074,"Closed · Opens 10 am Thu

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOThiA07E_yQ9VB2n033HWYAeh_7dU2ID8_gOT0=w408-h882-k-no,true,10 am–1 pm,"10 am–12:30 pm, 3:30–6 pm",9 am–1 pm,Closed,Closed,"10 am–12:30 pm, 3:30–6 pm","9 am–12:30 pm, 3:30–6 pm","https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:38.067Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Eli+Cianciolo,+MD/data=!4m7!3m6!1s0x8840541049a4be03:0x6d8180904cbc137c!8m2!3d39.166208!4d-84.455345!16s%2Fg%2F1hcbkktvv!19sChIJA76kSRBUQIgRfBO8TJCAgW0","Eli Cianciolo, MD",4.6,9,Pain management physician,"4805 Montgomery Rd 2nd floor, Cincinnati, OH 45212, United States","5G8V+FV Cincinnati, Ohio, USA",http://www.riverhillsneuro.com/physicians/eli-r-cianciolo,+1 513-322-7300,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6N2_UAHwj9Wd2vSeBMUs4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.565346&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:43.828Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/DOC+Pain+Management+-+West+Chester/data=!4m7!3m6!1s0x88404f85a55342ad:0xffece744be67b704!8m2!3d39.3529112!4d-84.463786!16s%2Fg%2F11ts4dc6fz!19sChIJrUJTpYVPQIgRBLdnvkTn7P8,DOC Pain Management - West Chester,4.7,50,Pain management physician,"8230 Beckett Park Dr, West Chester Township, OH 45069, United States","9G3P+5F Beckett Ridge, Ohio, USA",https://www.daytondoc.com/cincinnati/,+1 513-870-1441,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPUf8ZlBqmVYf8MDzd7NmBBtR30bLLrlAia72iM=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:49.810Z,,,
https://www.google.com/maps/place/Mercy+Health+-+West+Pain+Medicine/data=!4m7!3m6!1s0x8841b55eac42b0c1:0xc2fdc785eb9428ad!8m2!3d39.2062003!4d-84.5991573!16s%2Fg%2F11f0212mm8!19sChIJwbBCrF61QYgRrSiU64XH_cI,Mercy Health - West Pain Medicine,3.8,13,Pain control clinic,"6350 Cheviot Rd, Cincinnati, OH 45247, United States","6C42+F8 Cincinnati, Ohio, USA",https://www.mercy.com/locations/specialty-locations/pain-management/mercy-health-west-pain-medicine,+1 513-981-4444,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OzSJbvtnso6pOY-Y3KUZFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.91235&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–2 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:38:56.291Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Dr.+Vivek+Iyer,+MD/data=!4m7!3m6!1s0x8841b3ef0464253f:0xbe9c5bec126c69c5!8m2!3d39.1213392!4d-84.510765!16s%2Fg%2F1tf4fqlv!19sChIJPyVkBO-zQYgRxWlsEuxbnL4","Dr. Vivek Iyer, MD",,,Pain management physician,"2139 Auburn Ave, Cincinnati, OH 45219, United States","4FCQ+GM Cincinnati, Ohio, USA",http://www.thechristhospital.com/,+1 513-585-2422,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z6DMypBu4Y7wTSc9lIFETA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.17273&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:00.747Z,,,
https://www.google.com/maps/place/Dr.+Rani+Nasser/data=!4m7!3m6!1s0x8841b396f25f8e29:0x6699e098b7e22cdc!8m2!3d39.1357011!4d-84.5044325!16s%2Fg%2F11rwxgf9bh!19sChIJKY5f8pazQYgR3Czit5jgmWY,Dr. Rani Nasser,5.0,25,Neurosurgeon,"UC Health 3113, 3113 Bellevue Ave suite 2400, Cincinnati, OH 45219, United States","4FPW+76 Cincinnati, Ohio, USA",https://www.uchealth.com/en/provider-profiles/nasser-rani-1215225347,+1 513-475-8730,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweofOsv8vi-3v30Exv95IC-3mRV4BdOJvV--MM6COPa3ONzf3KcSTRTVdoGpuR8HPioJ39akXrteemIgEcCk1gla3RXAhkXfEekUWnZoQxinbYmoMHkZ1XPYO6_wqSJzmogCX7Js30NmwcyV=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:07.933Z,,,
"https://www.google.com/maps/place/Eli+Cianciolo+MD/@39.1806083,-84.6035395,17z/data=!3m1!4b1!4m6!3m5!1s0x8841b51b4de60fbb:0x315316b33e2e714d!8m2!3d39.1806083!4d-84.6035395!16s%2Fg%2F11fs0gt33j",Eli Cianciolo MD,4.8,51,Pain management physician,"3310 Mercy Health Blvd Suite 230, Cincinnati, OH 45211, United States","59JW+6H Cincinnati, Ohio, USA",http://riverhillsneuro.com/physicians/eli-r-cianciolo/,+1 513-322-7300,,,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:13.961Z,,,
"https://www.google.com/maps/place/Dr.+Harsh+Sachdeva,+MD/@39.1374245,-84.5032103,17z/data=!3m1!4b1!4m6!3m5!1s0x8841b396352fe4c1:0x873b4af1de5b100e!8m2!3d39.1374245!4d-84.5032103!16s%2Fg%2F1tj4c4_m","Dr. Harsh Sachdeva, MD",,,Pain management physician,"234 Goodman Dr, Cincinnati, OH 45219, United States","4FPW+XP Cincinnati, Ohio, USA",https://www.uchealth.com/en/provider-profiles/sachdeva-harsh-1205944493,+1 513-245-3600,,,false,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:20.006Z,,,
"https://www.google.com/maps/place/C.+D+Bellamy,+MD/@39.1212872,-84.5116525,17z/data=!3m1!4b1!4m6!3m5!1s0x8841b3ef0464253f:0x9613eba8fadc0ac9!8m2!3d39.1212872!4d-84.5116525!16s%2Fg%2F1td3m8bd","C. D Bellamy, MD",5.0,1,Anesthesiologist,"2139 Auburn Ave Suite C920B, Cincinnati, OH 45219, United States","4FCQ+G8 Cincinnati, Ohio, USA",https://www.thechristhospital.com/physician-details?Provider=C21Q0VEN11,+1 513-557-5177,,,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:25.884Z,,,
https://www.google.com/maps/place/The+Christ+Hospital+Joint+%26+Spine+Center/data=!4m7!3m6!1s0x8841b33cad1f46eb:0xd61af75cdee5b189!8m2!3d39.1212872!4d-84.5116525!16s%2Fg%2F11gty4ncn6!19sChIJ60YfrTyzQYgRibHl3lz3GtY,The Christ Hospital Joint & Spine Center,3.7,20,Medical office,"2139 Auburn Ave Suite C920B, Cincinnati, OH 45219, United States","4FCQ+G8 Cincinnati, Ohio, USA",https://www.thechristhospital.com/services/joint-and-spine,+1 513-585-2000,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerg4UQ5mv7zC0eXO61EvWgIKWqiilQwWm03N3DjifiK8dqX9AK5nKI0aSr8_fsEF2HOFMNsJ9a0Lzn4XT9rWNiw34jTAHLqqKhyroR0JC5wpLvdBkTdG4f262coCN2-_YuLPoN22A=w408-h305-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:30.292Z,,,
https://www.google.com/maps/place/NovaCare+Rehabilitation+-+University+of+Cincinnati/data=!4m7!3m6!1s0x8841b34ccca3e5bd:0x3483d6705c0dd0de!8m2!3d39.131072!4d-84.514995!16s%2Fg%2F1tmbwt3g!19sChIJveWjzEyzQYgR3tANXHDWgzQ,NovaCare Rehabilitation - University of Cincinnati,4.7,13,Physical therapy clinic,"2751 O'Varsity Way Room 265, Cincinnati, OH 45221, United States","4FJP+C2 Cincinnati, Ohio, USA",https://www.novacare.com/contact/find-a-location/oh/cincinnati/university-of-cincinnati/?ty=xt,+1 513-556-3178,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMzt85wQFxD3Ja9Xffg_2FMgSxIX2gy02EWY8Ne=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:36.807Z,,,
https://www.google.com/maps/place/NovaCare+Rehabilitation+-+Cincinnati+-+Albert+Sabin+Way/data=!4m7!3m6!1s0x8841b3975dfd6ee9:0x75f5314a3842699f!8m2!3d39.140143!4d-84.505055!16s%2Fg%2F11cllhnqgb!19sChIJ6W79XZezQYgRn2lCOEox9XU,NovaCare Rehabilitation - Cincinnati - Albert Sabin Way,5.0,118,Physical therapy clinic,"206 Albert Sabin Way Room 1021, Cincinnati, OH 45267, United States","4FRV+3X Cincinnati, Ohio, USA",https://www.novacare.com/contact/find-a-location/oh/cincinnati/cincinnati-albert-sabin-way/?ty=xt,+1 513-221-0325,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMOI5LooVrJxT7PYrzGbqRTMeJ7XbIHvp9DMv36=w426-h240-k-no,true,7 am–5 pm,8 am–5 pm,7 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:43.800Z,,,
https://www.google.com/maps/place/Min+Sung+K.+MD/data=!4m7!3m6!1s0x8841cb2e40e231dd:0xa6f291b683c0c20c!8m2!3d39.1595916!4d-84.6288833!16s%2Fg%2F1tf034rh!19sChIJ3THiQC7LQYgRDMLAg7aR8qY,Min Sung K. MD,3.6,24,Pain management physician,"3860 Race Rd #203, Cincinnati, OH 45211, United States","595C+RC Cincinnati, Ohio, USA",https://rymaps.xyz/business/min-sung-k-md-3zrrh2,+1 513-842-7781,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gAR9jPSB-ywJfYw885lxQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.07285&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2026-01-28T18:39:49.670Z,,,
