placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Wisconsin+Athletic+Club+%7C+Wauwatosa/data=!4m7!3m6!1s0x880504d74bc248db:0x2c354b12891abfff!8m2!3d43.0460606!4d-88.0214741!16s%2Fg%2F11ggvvrwfx!19sChIJ20jCS9cEBYgR_78aiRJLNSw,Wisconsin Athletic Club | Wauwatosa,4.5,594,Fitness center,"8700 W Watertown Plank Rd, Wauwatosa, WI 53226, United States","2XWH+CC Wauwatosa, Wisconsin, USA",https://www.thewac.com/location/wauwatosa/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 414-443-5000,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipM731tOAuMU2OZ1xTohPDCFoDvm6XGPBkdBaVDv=w408-h248-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:48:54.637Z,4 am–10 pm,4 am–10 pm,4 am–10 pm,4 am–10 pm,4 am–8 pm,6:30 am–7 pm,6:30 am–7 pm,,,,
https://www.google.com/maps/place/Breckenridge+Landscape/data=!4m7!3m6!1s0x880508767b164451:0x339ea158df59e0b9!8m2!3d43.035373!4d-88.0537867!16s%2Fg%2F1v3lqj9d!19sChIJUUQWe3YIBYgRueBZ31ihnjM,Breckenridge Landscape,4.1,15,Landscaper,"11225 W Bluemound Rd Suite 102, Wauwatosa, WI 53226, United States","2WPW+4F Wauwatosa, Wisconsin, USA",http://www.breckenridgelandscape.com/,+1 262-364-1719,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNBsaekiXOeRGZy1K6m29Uf0axkWzKN2XfOOs8u=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:48:59.627Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/His+Workmanship+-+Milwaukee/data=!4m7!3m6!1s0x8805051f60fe6409:0xbda1eb8e92a9c7c9!8m2!3d43.0771745!4d-87.793088!16s%2Fg%2F11dxdxz5fz!19sChIJCWT-YB8FBYgRycepko7rob0,His Workmanship - Milwaukee,4.7,171,Landscaper,,,https://hisworkmanshiplabor.com/cities/milwaukee-wisconsin/?utm_source=Google%20My%20Business-%20Milwaukee&utm_medium=Organic,+1 414-519-9887,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOr0q3dqyKIlIg_8PZr4dCD8P-mfsiWswwGo3Z4=w457-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:04.652Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,,,,
https://www.google.com/maps/place/Swimming+Pool+Services/data=!4m7!3m6!1s0x8805a9c829ccd053:0xd6a8ae9cd9fe80ae!8m2!3d43.0509185!4d-88.1879412!16s%2Fg%2F1tgm3ffd!19sChIJU9DMKcipBYgRroD-2ZyuqNY,Swimming Pool Services,4.9,436,Hot tub store,"W220N1563 Jericho Ct, Waukesha, WI 53186, United States","3R26+9R Waukesha, Wisconsin, USA",http://www.swimmingpoolservices.com/,+1 262-544-5500,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGKnySQGB5E30E4zwvyf2gqc8gmNXMcb0DpvIsVukvNHj76wbF3FGnvjRciQ-uLyMjvNI0z9RE4FgNi4e1uwgjGc5RfQEwPj0Vy-Dfn-HRmctmfHCfqcnmBjzLLsNMRcehQulV=w408-h616-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:09.872Z,9 am–6 pm,9 am–5 pm,9 am–5 pm,9 am–6 pm,9 am–5 pm,9 am–4 pm,Closed,· Delivery,,,
https://www.google.com/maps/place/Sonesta+Milwaukee+West+Wauwatosa/data=!4m7!3m6!1s0x880504fc281a81fb:0xf48e2315b0cf321!8m2!3d43.0446862!4d-88.046192!16s%2Fg%2F1tl9n472!19sChIJ-4EaKPwEBYgRIfMMWzHiSA8,Sonesta Milwaukee West Wauwatosa,3.8,1357,,"10499 W Innovation Dr, Wauwatosa, WI 53226, United States","2XV3+VG Wauwatosa, Wisconsin, USA",https://www.sonesta.com/sonesta-hotels-resorts/wi/wauwatosa/sonesta-milwaukee-west-wauwatosa?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 414-475-9500,,https://lh3.googleusercontent.com/p/AF1QipPrFXExY67amXA32XnBPxXeWbtkKidXyCUdAwfh=w408-h278-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:13.130Z,,,,,,,,,,,
https://www.google.com/maps/place/Allied+Pools/data=!4m7!3m6!1s0x8805057985c281fb:0xcd4413b1da9ad141!8m2!3d43.0111573!4d-88.0478458!16s%2Fg%2F1th6fdrr!19sChIJ-4HChXkFBYgRQdGa2rETRM0,Allied Pools,4.0,170,Swimming pool supply store,"1725 S 108th St, West Allis, WI 53214, United States","2X62+FV West Allis, Wisconsin, USA",https://www.alliedpools.com/,+1 414-282-6800,"Open ⋅ Closes 6 pm

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyk52jdmYWpNdY7dD7SUjTaYvUQtB8gN-9q1RWDA0VFaX1FGCSR-Wtb67Mj_VzInM_5Gxh3Qpd11Jxt3Pd2d7ROVDQBompTgUo27mZ_ooccXq7Y-5AhIrk-td8kvCwfiXt3KVU-=w610-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:18.001Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,11 am–4 pm,· In-store shopping · In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Happy+Paws+Grooming+%26+Daycare/data=!4m7!3m6!1s0x8805058189fe1c05:0x71906432f7f111e!8m2!3d43.0718612!4d-88.0554885!16s%2Fg%2F11lghw7c44!19sChIJBRz-iYEFBYgRHhF_L0MGGQc,Happy Paws Grooming & Daycare,4.4,75,Dog day care center,"2929 N 114th St, Wauwatosa, WI 53222, United States","3WCV+PR Wauwatosa, Wisconsin, USA",https://happypawsmke.com/wauwatosa/?y_source=1_OTA3MzA2ODEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 414-491-5508,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNoH1xx2ZV10mPf-TfFu5r_Ug6s0KBckYaF7Coj=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:23.112Z,7 am–7 pm,6 am–7 pm,7 am–7 pm,6 am–7 pm,7 am–7 pm,9 am–5 pm,10 am–12 pm,,,,
https://www.google.com/maps/place/Ginkgo+Stonescapes+LLC/data=!4m7!3m6!1s0x8bfbd251463c8807:0xa407680ec67cdf96!8m2!3d43.1927234!4d-87.805848!16s%2Fg%2F11v1bqdh76!19sChIJB4g8RlHS-4sRlt98xg5oB6Q,Ginkgo Stonescapes LLC,5.0,22,Landscaper,,,https://ginkgostonescapes.com/,+1 414-897-1991,,https://lh3.googleusercontent.com/p/AF1QipOF1HCSwaOz5FF_4kIF0NgQQALBBxy1WaCny3R1=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:26.084Z,,,,,,,,,Identifies as women-owned,,
https://www.google.com/maps/place/Happy+Paws+Grooming+%26+Daycare/data=!4m7!3m6!1s0x88051b033d2aaccd:0xc8305beb4b157381!8m2!3d43.0439346!4d-87.98119!16s%2Fg%2F11bc70_6ym!19sChIJzawqPQMbBYgRgXMVS-tbMMg,Happy Paws Grooming & Daycare,4.6,425,Dog day care center,"5401 W State St, Milwaukee, WI 53208, United States","22V9+HG Milwaukee, Wisconsin, USA",https://happypawsmke.com/,+1 414-778-0112,"Open ⋅ Closes 7 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNFIrW90ZCOPg2BOAFkhSfBz1gUOMKshzLezMWA=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:31.164Z,7 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,7 am–7 pm,9 am–5 pm,10 am–12 pm,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Hoyt+Park/data=!4m7!3m6!1s0x880504c5b5ef1743:0x963e2136190daa3f!8m2!3d43.0546536!4d-88.0246053!16s%2Fg%2F11cnp3l8vm!19sChIJQxfvtcUEBYgRP6oNGTYhPpY,Hoyt Park,4.7,821,Park,"1800 N Swan Blvd, Wauwatosa, WI 53226, United States","3X3G+V5 Wauwatosa, Wisconsin, USA",https://county.milwaukee.gov/EN/Parks/Explore/Find-a-Park,+1 414-476-4510,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2DvcVu0MvnlRQGFKuHSdB0lPxyjzjvsvOEl4NvFNAwnXQSeo_bCgG_Ya8gxVT5n0pio8FZ4DAAKGjlxieBcYAJhA7MZSDMlpL8MuwkVXHuhK-qNbQgtKMGPR7X84-gJqupmolEA=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:36.445Z,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,· Dogs allowed,,,
https://www.google.com/maps/place/UJUNKY+Demolition/data=!4m7!3m6!1s0x88051b045c77689b:0xde61aca6a7baea9b!8m2!3d42.8860174!4d-87.6639614!16s%2Fg%2F11j6r_qz6y!19sChIJm2h3XAQbBYgRm-q6p6asYd4,UJUNKY Demolition,5.0,203,Demolition contractor,,,https://www.ujunky.com/,+1 414-485-9696,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOMmdTZJTdLNXum1u6dL0KMmweNqVGIL61EXVD-=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:41.628Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,,,true,
https://www.google.com/maps/place/Inground+Specialists/data=!4m7!3m6!1s0x880510c5c59bdb01:0x9a75a440156169b!8m2!3d42.9775543!4d-87.9473539!16s%2Fg%2F1tf2sszm!19sChIJAdubxcUQBYgRmxZWAURapwk,Inground Specialists,5.0,1,Swimming pool repair service,,,,+1 414-282-8854,,https://lh3.googleusercontent.com/p/AF1QipPQe4wUCoRvXR_xYcM8vVj4nUjwxtzS3tOuEqyU=w960-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:44.330Z,,,,,,,,,,,
"https://www.google.com/maps/place/Albor+Group+LLC+-+concrete,+landscaping+and+snowplow+services/data=!4m7!3m6!1s0x88051beba9c9ae1d:0x3cc5d0458e606798!8m2!3d42.979137!4d-88.0391175!16s%2Fg%2F11j61b40pd!19sChIJHa7JqesbBYgRmGdgjkXQxTw","Albor Group LLC - concrete, landscaping and snowplow services",4.9,45,Landscaper,,,https://callluis.net/,+1 414-510-5805,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOpAFzxalzoSU6FJ6Qz3kSM9r440XwJfEpDzv3f=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:49.229Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–2 pm,Closed,,Identifies as Latino-owned,,
"https://www.google.com/maps/place/Samster+Konkel+%26+Safran,+S.C./data=!4m7!3m6!1s0x88051973530513f1:0xf34e0d504aecbee2!8m2!3d43.0352362!4d-88.0517517!16s%2Fg%2F1tj6vd7m!19sChIJ8RMFU3MZBYgR4r7sSlANTvM","Samster Konkel & Safran, S.C.",4.9,36,Personal injury attorney,"11063 W Bluemound Rd Suite 205, Wauwatosa, WI 53226, United States","2WPX+37 Wauwatosa, Wisconsin, USA",https://www.skslawyers.com/?utm_source=GMB&utm_medium=organic&utm_campaign=milwaukee,+1 414-224-0400,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMQsSse48ja6wPTn-oPnX_bS4pT5lkd9q4-YTpT=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:54.285Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,,
https://www.google.com/maps/place/Poolside+Pools+%26+Spas/data=!4m7!3m6!1s0x8805bba79bf3ffc7:0x9c9ba80f0000af00!8m2!3d42.9554573!4d-88.3644792!16s%2Fg%2F1w4f8p6p!19sChIJx__zm6e7BYgRAK8AAA-om5w,Poolside Pools & Spas,4.4,61,Swimming pool supply store,"W309S4835 Commercial Dr, North Prairie, WI 53153, United States","XJ4P+56 North Prairie, Wisconsin, USA",https://www.poolsideinfo.com/?=GBP,+1 262-968-4365,"Closed ⋅ Opens 10 am Tue

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM8F7in3Bb4SMuJUnsJkDJwfwO47htPytehsA3Y=w408-h408-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:49:59.242Z,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–3 pm,Closed,"Roomy pool-supplies emporium with hot tubs on display, chemicals & ceramic BBQ grills. · In-store shopping · In-store pick-up · Delivery",,,
https://www.google.com/maps/place/Top+Notch+Services/data=!4m7!3m6!1s0x88051d688fca5657:0x17f9c26dfca1f053!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11pbbd9nsm!19sChIJV1bKj2gdBYgRU_Ch_G3C-Rc,Top Notch Services,5.0,71,Home builder,,,https://top-notch-services-llc.ueniweb.com/?utm_campaign=gmb,+1 414-759-7329,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN0IgFFp5XWdDdnI5TVf2IEpW6uMSeb0rh_fgZ5=w408-h408-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:50:04.004Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Joy+CLEANERS/data=!4m7!3m6!1s0x880504c0ab15ff2f:0xa8b30a8939dc7d7c!8m2!3d43.0606604!4d-88.0269898!16s%2Fg%2F11c1_vg_yt!19sChIJL_8Vq8AEBYgRfH3cOYkKs6g,Joy CLEANERS,4.7,73,Dry cleaner,"9122 W North Ave, Wauwatosa, WI 53226, United States","3X6F+76 Wauwatosa, Wisconsin, USA",https://www.joycleaners.net/,+1 414-777-7181,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMHNHXht5pK8OpY1TxEgc65IUUhWkTnhcHPQg5M=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:50:09.028Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–5 pm,Closed,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Dave+%26+Buster%27s+Wauwatosa/data=!4m7!3m6!1s0x880504f459802c8b:0x29fd7d4ebbc198ce!8m2!3d43.0580727!4d-88.0484079!16s%2Fg%2F1v26mp92!19sChIJiyyAWfQEBYgRzpjBu059_Sk,Dave & Buster's Wauwatosa,3.9,4525,Restaurant,"2201 N Mayfair Rd, Wauwatosa, WI 53226, United States","3X52+6J Wauwatosa, Wisconsin, USA",https://www.daveandbusters.com/us/en/about/locations/wauwatosa,+1 414-454-0100,,https://lh3.googleusercontent.com/p/AF1QipMweun4Y_4-CEaICjZGDoOf-s2bq7F-mNKchQPc=w408-h275-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2025-10-27T18:50:14.550Z,"4–7 pm, 9 pm–12 am","4–7 pm, 9 pm–12 am","4–7 pm, 9 pm–12 am","4–7 pm, 9 pm–12 am",4–7 pm,Closed,9 pm–12 am,Family-friendly chain offering a sports-bar-style setting for American food & arcade games. · Dine-in · Takeaway · No-contact delivery,,,
