placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,isBlackOwned,error
https://www.google.com/maps/place/Thurman+Scott+L+MD/data=!4m7!3m6!1s0x89007d4545411ea3:0xacca5489045d55ec!8m2!3d33.8194779!4d-78.669025!16s%2Fg%2F1v_z55gq!19sChIJox5BRUV9AIkR7FVdBIlUyqw,Thurman Scott L MD,,,Psychiatrist,"208 N Ocean Blvd, North Myrtle Beach, SC 29582, United States","R89J+Q9 North Myrtle Beach, South Carolina, USA",,+1 843-249-4834,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5kJGCrtbnqZgtmqRuqyQ7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.57239&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:51:54.605Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Recon+Neurology+and+Psychiatry/data=!4m7!3m6!1s0x8900659ad58472b3:0xb97171b43d62598!8m2!3d33.7474971!4d-78.8153262!16s%2Fg%2F11x911jbdp!19sChIJs3KE1ZplAIkRmCXWQxsXlws,Recon Neurology and Psychiatry,5.0,8,Doctor,"401 79th Ave N, Myrtle Beach, SC 29572, United States","P5WM+XV Myrtle Beach, South Carolina, USA",https://www.reconneuroandpsych.com/,+1 843-948-1191,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VsoPspEgp39inW-zWYuRFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.47655&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:51:58.909Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,,
"https://www.google.com/maps/place/Eleanor+Tedesco,+Psychiatrist/data=!4m7!3m6!1s0x890068fbf8309d17:0x8ad7f93138d569e2!8m2!3d33.7005572!4d-78.8777722!16s%2Fg%2F11tn9ln9ms!19sChIJF50w-PtoAIkR4mnVODH514o","Eleanor Tedesco, Psychiatrist",4.7,42,Psychiatrist,"608 16th Ave N suite g, Myrtle Beach, SC 29577, United States","P42C+6V Myrtle Beach, South Carolina, USA",https://lifestance.com/provider/psychiatrist/sc/myrtle-beach/eleanor-tedesco/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 843-823-5132,Closed · Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMC0-MOI0WY6q8shrKvEbr0ysm589n1PpGGFqNG=w427-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:03.405Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Coastal+Carolina+Behavioral+Heath/data=!4m7!3m6!1s0x890041ae40265457:0x14037e3b4d07f82c!8m2!3d33.6472696!4d-78.977834!16s%2Fg%2F11s7vqv3x9!19sChIJV1QmQK5BAIkRLPgHTTt-AxQ,Coastal Carolina Behavioral Heath,4.3,53,Mental health service,"2734 Beaver Run Blvd UNIT D, Myrtle Beach, SC 29575, United States","J2WC+WV Myrtle Beach, South Carolina, USA",https://www.coastalcarolinabh.com/,+1 843-650-1085,Closed · Opens 9 am Tue,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7qlR3IBFlkqLaBtR_24j3KD84Jq05Yx4XIW5j36NsdDwWZX7fhIgHoslhKnsd-aoBYcSZKjE3sAXm25ygsMOxD7x2QeqXAmQDDx34R1WLa_cG1TuL-UAdIH8jdkjoyDei206nQNxCSkwJ=w408-h544-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:07.772Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Grace+Family+Services+Inc./data=!4m7!3m6!1s0x8900636e2c82b4f1:0x2ef2c35811d93ad9!8m2!3d33.8079566!4d-78.7124986!16s%2Fg%2F11lw34mpg3!19sChIJ8bSCLG5jAIkR2TrZEVjD8i4,Grace Family Services Inc.,3.0,2,Mental health service,"2406 Madison Dr, North Myrtle Beach, SC 29582, United States","R75Q+52 North Myrtle Beach, South Carolina, USA",https://gracefamilyservices.org/,+1 843-663-0748,"Closed · Opens 9 am Tue

Confirmed by this business 10 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lHOe4wPuAQcJTaESqnbPAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.75577&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:12.197Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Hope+320+Counseling/data=!4m7!3m6!1s0x89007d2c3ecf1a5d:0x22a640f19bd72efb!8m2!3d33.8264796!4d-78.6833517!16s%2Fg%2F11vhw6x_tw!19sChIJXRrPPix9AIkR-y7Xm_FApiI,Hope 320 Counseling,,,Mental health service,"1000 2nd Ave S Suite 300, North Myrtle Beach, SC 29582, United States","R8G8+HM North Myrtle Beach, South Carolina, USA",https://www.hope320counseling.com/,+1 843-981-4095,Closed · Opens 11 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMX_KG9AWIAkCk4WzFbrAHSUtBte7_dZcT08xqA=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:16.492Z,Closed,11 am–6 pm,Closed,11 am–6 pm,11 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Whole+Person+Healing+Center+LLC/data=!4m7!3m6!1s0x890065003706dcb5:0xa08962cb2771ae8e!8m2!3d33.7923639!4d-78.7628836!16s%2Fg%2F11xp8n5x02!19sChIJtdwGNwBlAIkRjq5xJ8tiiaA,Whole Person Healing Center LLC,5.0,4,Wellness center,"603 B, Briarwood Dr, Myrtle Beach, SC 29572, United States","Q6RP+WR Myrtle Beach, South Carolina, USA",http://www.wholepersonhealingcenter.com/,+1 843-663-3360,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPrhScWQ7ayNmM5kh1R443N53PFfWq4iykJjhKc=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:18.851Z,,,,,,,,,
https://www.google.com/maps/place/Therapeutic+Billing+for+Mental+Health+Providers+LLC/data=!4m7!3m6!1s0x89c19dde0f6d5b6d:0xc6a8c74ccbfced00!8m2!3d33.8385274!4d-78.6445513!16s%2Fg%2F11hzzq664d!19sChIJbVttD96dwYkRAO38y0zHqMY,Therapeutic Billing for Mental Health Providers LLC,5.0,28,Medical billing service,"1000 Sea Mountain Hwy, North Myrtle Beach, SC 29582, United States","R9Q4+C5 North Myrtle Beach, South Carolina, USA",http://www.therapeuticbillingco.com/,+1 609-338-2244,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOJWjGJJ3GoF7RB8XyuCmWdSkfigxLptvyoHJGU=w408-h408-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:23.238Z,,,,,,,,true,
"https://www.google.com/maps/place/Linda+A+Bachman,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x890069d284617e8b:0xc44f3e29661d8d2e!8m2!3d33.700603!4d-78.8777615!16s%2Fg%2F11ldq1cr_p!19sChIJi35hhNJpAIkRLo0dZik-T8Q","Linda A Bachman, Psychiatric Nurse Practitioner",4.9,36,Psychiatrist,"608 16th Ave N suite g, Myrtle Beach, SC 29577, United States","P42C+6V Myrtle Beach, South Carolina, USA",https://lifestance.com/provider/nurse-practitioner/sc/myrtle-beach/linda-bachman/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 843-823-5132,"Closed · Opens 8:30 am Tue

Confirmed by this business 9 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM5MficNJge6bQuLa_h2Xj3dirAxCR1wBM6O_UN=w427-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:27.656Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Strand+Psychiatric+Associates/data=!4m7!3m6!1s0x890040408117665b:0x77ed4c274c344e2!8m2!3d33.6384702!4d-78.9936262!16s%2Fg%2F1v4209r1!19sChIJW2YXgUBAAIkR4kTDdMLUfgc,Strand Psychiatric Associates,3.3,36,Psychiatrist,"3025 Newcastle Loop, Myrtle Beach, SC 29588, United States","J2Q4+9G Myrtle Beach, South Carolina, USA",http://strandpsychiatricassociates.com/,+1 843-215-2400,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOLpanjlfAiQegFnMP6V6XYXF6uMPVm7oNAzZ8n=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:31.904Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,,
"https://www.google.com/maps/place/Deborah+Woodberry,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x890069e0da3e5e7d:0x5aabd5e9dd22a30e!8m2!3d33.700603!4d-78.8777615!16s%2Fg%2F11y958dwk7!19sChIJfV4-2uBpAIkRDqMi3enVq1o","Deborah Woodberry, Psychiatric Nurse Practitioner",5.0,14,Psychiatrist,"608 16th Ave N suite g, Myrtle Beach, SC 29577, United States","P42C+6V Myrtle Beach, South Carolina, USA",https://lifestance.com/provider/nurse-practitioner/sc/myrtle-beach/deborah-woodberry/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 843-823-5132,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPzT3nNQ53Cm8niqGNtddoaMtENZwgerNJlZqRG=w427-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:36.260Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Future+Psych+Ketamine+Clinics/data=!4m7!3m6!1s0x890069a12243689b:0xfd561bb4cf2624e2!8m2!3d33.7010671!4d-78.879103!16s%2Fg%2F11k_mhlq_9!19sChIJm2hDIqFpAIkR4iQmz7QbVv0,Future Psych Ketamine Clinics,4.2,22,Mental health service,"1601 N Oak St Suite 303, Myrtle Beach, SC 29577, United States","P42C+C9 Myrtle Beach, South Carolina, USA",https://mb.futurepsychsolutions.com/,+1 843-788-9718,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNaCar6CZKia-mIw4eELXrMa6IdTpE94276TsEw=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:40.618Z,8 am–4 pm,9 am–5 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,true,
"https://www.google.com/maps/place/Lisa+Norton,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x8900698d53ccf491:0xfca7e058af72cf39!8m2!3d33.700603!4d-78.8777615!16s%2Fg%2F11xcwl195x!19sChIJkfTMU41pAIkROc9yr1jgp_w","Lisa Norton, Psychiatric Nurse Practitioner",4.5,11,Psychiatrist,"608 16th Ave N suite g, Myrtle Beach, SC 29577, United States","P42C+6V Myrtle Beach, South Carolina, USA",https://lifestance.com/provider/nurse-practitioner/sc/myrtle-beach/lisa-norton/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 843-823-5132,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNCNCId3xAxVQu_B8Bv9VOu8deideTIiJzAlbC0=w427-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:44.919Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/North+Strand+ER/data=!4m7!3m6!1s0x89007d3a5b35d17b:0x99bbbecb0b5b1fc0!8m2!3d33.8235055!4d-78.6877674!16s%2Fg%2F11c2y3qv9s!19sChIJe9E1Wzp9AIkRwB9bC8u-u5k,North Strand ER,4.3,434,Emergency room,"806 Hwy 17 S, North Myrtle Beach, SC 29582, United States","R8F6+CV North Myrtle Beach, South Carolina, USA",https://www.mygrandstrandhealth.com/locations/north-strand-er?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 843-663-8420,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPXMAWceFSkETxQQKXlS2WRCRGOgimgxbBuSns6=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:49.455Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Lighthouse+Behavioral+Health+Hospital/data=!4m7!3m6!1s0x89006ce0a7b85b13:0xefc9330248db30d5!8m2!3d33.7871891!4d-78.9975484!16s%2Fg%2F1tgk1hlw!19sChIJE1u4p-BsAIkR1TDbSAIzye8,Lighthouse Behavioral Health Hospital,2.1,394,Mental health clinic,"152 Waccamaw Medical Park Dr, Conway, SC 29526, United States","Q2P2+VX Conway, South Carolina, USA",https://lighthousebehavioral.com/,+1 843-347-8871,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ot31kPv-_1gF8m5E94o83Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.08154&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:53.807Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Coastal+Calm+Psychiatry+Associates/data=!4m7!3m6!1s0x89004167c19a0273:0x84381a647abb83b!8m2!3d33.6472696!4d-78.977834!16s%2Fg%2F11xfjxvn74!19sChIJcwKawWdBAIkRO7irR6aBQwg,Coastal Calm Psychiatry Associates,5.0,3,Medical clinic,"2734 Beaver Run Blvd Suite B #297, Myrtle Beach, SC 29575, United States","J2WC+WV Myrtle Beach, South Carolina, USA",http://www.coastalcalmpsychiatry.com/,+1 843-310-2689,Closed · Opens 6 pm Tue,,https://lh3.googleusercontent.com/p/AF1QipMmgEYYbqRx-YSROV_9cNwUnA0fgLyQYxTSubQF=w408-h316-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:52:58.068Z,6–9 pm,6–9 pm,6–9 pm,6–9 pm,8 am–8 pm,Closed,Closed,,
"https://www.google.com/maps/place/Your+Health+Physician%27s+Office+-+Little+River,+SC/data=!4m7!3m6!1s0x89007d372790c3fd:0x31d43cf42884ee8e!8m2!3d33.8687357!4d-78.6713879!16s%2Fg%2F11vs9tr46x!19sChIJ_cOQJzd9AIkRju6EKPQ81DE","Your Health Physician's Office - Little River, SC",4.8,81,Medical clinic,"3600 Sea Mountain Hwy # C, Little River, SC 29566, United States","V89H+FC Little River, South Carolina, USA",https://www.yourhealth.org/offices-locations/littleriver-sc/?utm_source=GBP&utm_medium=organic,+1 843-399-4848,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UXMTTXsmWaiwr53Uomq74A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.86794&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-12-16T03:53:02.598Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
