placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/G.+Gray+Electric+LLC/data=!4m7!3m6!1s0x4124e9d1c7969f03:0xbc1c12beaab15d7c!8m2!3d41.500727!4d-72.757507!16s%2Fg%2F11ry336_j8!19sChIJA5-Wx9HpJEERfF2xqr4SHLw,G. Gray Electric LLC,4.9,207,Electrician,,,,http://grayelectricllc.net/,+1 203-833-1303,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPK24uOeD0TKY8kPZoKGXMdMW6ovAhM_Z1f3jmU=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:15.976Z,,true,
https://www.google.com/maps/place/Empower+Electric+LLC/data=!4m7!3m6!1s0x89e7d0c36dbc6f13:0x2fb2abcdd9a70e20!8m2!3d41.3783918!4d-72.8480631!16s%2Fg%2F1v44f_kd!19sChIJE2-8bcPQ54kRIA6n2c2rsi8,Empower Electric LLC,5.0,4,Electrician,,"3 Virginia Rd, North Haven, CT 06473, United States","95H2+9Q North Haven, Connecticut, USA",https://empowerelectricllc.com/,+1 203-208-6597,Open · Closes 12 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4ZYMvFz1hxuqv6eTDCxbKbPE21EVSTX_SRHk8-CeX0Psxyz_N-iAfxq8Pi0QODzV9SWUPtTyhsmPX1qn6H8ovmmRKDVEKjM2hn3TlZFCVDbzXzzzM3ACIqN3ZSp4vSefyd8or=w408-h306-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:20.385Z,,,
https://www.google.com/maps/place/North+Haven+Electric/data=!4m7!3m6!1s0x89e7d0455232d13f:0xdb443aefc2d28625!8m2!3d41.3929223!4d-72.843329!16s%2Fg%2F1v_sp7z9!19sChIJP9EyUkXQ54kRJYbSwu86RNs,North Haven Electric,5.0,2,Electrician,,"12 Susan Ln, North Haven, CT 06473, United States","95V4+5M North Haven, Connecticut, USA",,+1 475-233-1712,Open · Closes 12 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nJhvvsq_vXz5tzHd7SivqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.23506&pitch=0&thumbfov=100,false,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:24.914Z,,,
https://www.google.com/maps/place/Small+Job+Specialist/data=!4m7!3m6!1s0x89e7da6d0ddee49f:0xa98bd746ec53a8b2!8m2!3d41.3646864!4d-72.9124194!16s%2Fg%2F1tffktjl!19sChIJn-TeDW3a54kRsqhT7EbXi6k,Small Job Specialist,5.0,40,Electrician,,"100 Filbert St, Hamden, CT 06517, United States","937Q+V2 Hamden, Connecticut, USA",,+1 203-230-1833,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jRbATC-zYYyYPlsCZUIzVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=205.84709&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:29.186Z,,,
https://www.google.com/maps/place/Generator+Repair/data=!4m7!3m6!1s0x89e7da82eb855555:0x46cdd457d84b6386!8m2!3d41.3886453!4d-72.9005203!16s%2Fg%2F11pdw135dt!19sChIJVVWF64La54kRhmNL2FfUzUY,Generator Repair,,,Contractor,,"2514 Whitney Ave, Hamden, CT 06518, United States","93QX+FQ Hamden, Connecticut, USA",https://www.connecticutgeneratorrepair.com/contact,+1 203-401-8819,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-VIXl82sKznKI2gProGSBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=326.17355&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:31.334Z,,,
https://www.google.com/maps/place/Network+Electric+%26+Security/data=!4m7!3m6!1s0x89e7d08d664acf91:0x14813f759b30a732!8m2!3d41.3673044!4d-72.8773979!16s%2Fg%2F1tl9nlpz!19sChIJkc9KZo3Q54kRMqcwm3U_gRQ,Network Electric & Security,3.8,6,Electrician,,"355 Sackett Point Rd STE 15, North Haven, CT 06473, United States","948F+W2 North Haven, Connecticut, USA",http://www.network355.xyz/,+1 203-288-1000,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oGm-M6lRn3cYdWIupc-g2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.57265&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:35.987Z,,,
https://www.google.com/maps/place/Greg%27s+Power+Equipment+Repair+CT/data=!4m7!3m6!1s0x89e7db6063f60457:0xee56507098a51a06!8m2!3d41.4000301!4d-72.9190269!16s%2Fg%2F11f796yz6q!19sChIJVwT2Y2Db54kRBhqlmHBQVu4,Greg's Power Equipment Repair CT,4.6,27,Lawn mower repair service,,"10 Crestway, Hamden, CT 06514, United States","C32J+29 Hamden, Connecticut, USA",http://www.powerequipmentrepairct.com/,+1 203-288-4204,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPx7JhkNJD_ZsnV4Al-Y3KOpRqQJspi5LZ-rYTI=w426-h240-k-no,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:40.449Z,,,
https://www.google.com/maps/place/Howie%27s+Auto+Electric/data=!4m7!3m6!1s0x89e7d0fe74cfc3f3:0x22922f5860a63e14!8m2!3d41.3679848!4d-72.8541627!16s%2Fg%2F1tqcm7kw!19sChIJ88PPdP7Q54kRFD6mYFgvkiI,Howie's Auto Electric,4.9,37,Auto repair shop,,"348 Old Maple Ave, North Haven, CT 06473, United States","949W+58 North Haven, Connecticut, USA",http://howiesauto.com/,+1 203-239-3387,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNzlcKNE5U3ieIUPnP1CZMQCPeuBbso9ieIUZJP=w725-h240-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:44.775Z,,,
https://www.google.com/maps/place/CT+Generator+Service/data=!4m7!3m6!1s0x89e63589a81c123f:0xddb10408e18b4b54!8m2!3d41.5272895!4d-72.6410718!16s%2Fg%2F11b806z91d!19sChIJPxIcqIk15okRVEuL4QgEsd0,CT Generator Service,4.8,36,Electric generator shop,,"790 Ridge Rd, Middletown, CT 06457, United States","G9G5+WH Middletown, Connecticut, USA",https://ctgeneratorservice.com/,+1 860-343-1797,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM_bnueO_90uRfjWYGYxpp6uNTgKyHYZfq_dIyF=w408-h255-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:49.405Z,,,
https://www.google.com/maps/place/CAG+Electrical+Co+Inc/data=!4m7!3m6!1s0x89e7da4fffffffff:0xb794182cb4d90cae!8m2!3d41.3579089!4d-72.9225744!16s%2Fg%2F1263q4_y8!19sChIJ_____0_a54kRrgzZtCwYlLc,CAG Electrical Co Inc,5.0,2,Contractor,,"375 Mather St, Hamden, CT 06514, United States","935G+5X Hamden, Connecticut, USA",,+1 203-263-9913,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sg0Vbj9-hfpG7mlaRRE8vw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.65622&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:51.697Z,,,
https://www.google.com/maps/place/Northeast+Generator/data=!4m7!3m6!1s0x89e80e6c49c7140b:0x732032f575de75f0!8m2!3d41.1746501!4d-73.1975906!16s%2Fg%2F1tcws52l!19sChIJCxTHSWwO6IkR8HXedfUyIHM,Northeast Generator,4.6,130,Electric generator shop,· Kerbside pickup · Delivery,"625 John St, Bridgeport, CT 06604, United States","5RF2+VX Bridgeport, Connecticut, USA",https://northeastgenerator.com/,+1 203-336-3031,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOOajvs1KbikUGr5AjgRgFAvgeUvLx6F4umzZs=w502-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:25:56.095Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/CT+Home+Generator+Systems/data=!4m7!3m6!1s0x89e7b33cb4380267:0x9bd0309f75dd69c2!8m2!3d41.500727!4d-72.757507!16s%2Fg%2F11b7q32915!19sChIJZwI4tDyz54kRwmnddZ8w0Js,CT Home Generator Systems,4.6,32,Electrician,,,,http://cthomegeneratorsystems.com/,+1 860-667-4819,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNMDsSoVHdeMcyKf-Raf4nmBU1xIIrxY7QMdhep=w818-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:00.482Z,,,
"https://www.google.com/maps/place/The+Generator+Guys,+LLC/data=!4m7!3m6!1s0x89e7e5947cf34ea5:0x6cbf0b0c9207a52c!8m2!3d41.4514462!4d-73.2037432!16s%2Fg%2F124yj_67t!19sChIJpU7zfJTl54kRLKUHkgwLv2w","The Generator Guys, LLC",4.9,95,Electrician,,"522 N Georges Hill Rd, Southbury, CT 06488, United States","FQ2W+HG Southbury, Connecticut, USA",http://www.thegeneratorguysct.com/,+1 203-405-2500,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOINuk5iJWWoMY0YGp7FouLca0LrbaEb4fap_vq=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:04.898Z,,,
https://www.google.com/maps/place/24H+Services/data=!4m7!3m6!1s0x89e7d9c71e33daa9:0xd609029fb8766c64!8m2!3d41.3359339!4d-72.9776819!16s%2Fg%2F11lp007y5g!19sChIJqdozHsfZ54kRZGx2uJ8CCdY,24H Services,5.0,14,Garage door supplier,,"59 Amity Rd #4, New Haven, CT 06515, United States","82PC+9W New Haven, Connecticut, USA",https://24h-services.com/,+1 860-846-4449,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPsw1aJondGDx-l8WqvpWGZ5mz4iPhntBigqGHU=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:09.285Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/P.C.+Richard+%26+Son/data=!4m7!3m6!1s0x89e7d0c421116779:0xcb4054b5d4e1d1f1!8m2!3d41.3505973!4d-72.8693313!16s%2Fg%2F1v8323_4!19sChIJeWcRIcTQ54kR8dHh1LVUQMs,P.C. Richard & Son,4.9,4315,Appliance store,"Family-owned electronics chain for computers, kitchen appliances & mattresses. · In-store shopping · In-store pick-up · Delivery","19 Universal Dr, North Haven, CT 06473, United States","942J+67 North Haven, Connecticut, USA",https://www.pcrichard.com/stores/connecticut/new-haven-county/north-haven.html?utm_source=Google-My-Business&utm_medium=organic&utm_campaign=Google-My-Business,+1 203-848-2270,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3xhzXMWYqKxsD9PRVkh_OsLxDy6e3Fnw0iY8XztrvKYcxd1VfoCkOJ5zyOY9VWt0dXDYd1ZmeNjV9m6pdCL-nSYVP6Mp-caZ9lApTf6_lsbK7oUKcMueP7i6MnFBRkdXeI-TE=w408-h544-k-no,true,9 am–8 pm,10 am–6 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:13.972Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Voltz+Electric+LLC/data=!4m7!3m6!1s0x89e7cdd976496283:0x1c999d1fad6ad77d!8m2!3d41.280328!4d-72.6593261!16s%2Fg%2F1thmgf3c!19sChIJg2JJdtnN54kRfddqrR-dmRw,Voltz Electric LLC,4.9,547,Electrician,,"391 Soundview Rd Unit D, Guilford, CT 06437, United States","78JR+47 Guilford, Connecticut, USA",https://voltzelectric.net/,+1 203-996-5414,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMV_5_VdQkoVxCTec5oOseKdw8mLXjXy4cjq1BM=w408-h408-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:18.315Z,,,
"https://www.google.com/maps/place/Hunt+Electric,+LLC/data=!4m7!3m6!1s0x89e8778e607b5fe1:0x3c4897b017904d94!8m2!3d41.2404397!4d-72.9860316!16s%2Fg%2F11ld1r9p08!19sChIJ4V97YI536IkRlE2QF7CXSDw","Hunt Electric, LLC",5.0,10,Electrician,,"28 Woodmont Rd, West Haven, CT 06516, United States","62R7+5H West Haven, Connecticut, USA",,+1 203-306-6926,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNc_1wV15tipwib0aJreIOXJ8D5TZn9_R2g5hwA=w408-h510-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:22.686Z,,,
https://www.google.com/maps/place/Sunderland+Electric/data=!4m7!3m6!1s0x89e7d7d396f6aa6f:0x43e2e62f6fe68941!8m2!3d41.2915201!4d-72.8969282!16s%2Fg%2F11b6hyzxw7!19sChIJb6r2ltPX54kRQYnmby_m4kM,Sunderland Electric,4.1,9,Electrician,,"208 Hoover St, New Haven, CT 06512, United States","74R3+J6 New Haven, Connecticut, USA",http://www.sunderlandelectric.com/,+1 203-936-9585,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aBiJu1VtgKxeq535S5E8SQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.04092&pitch=0&thumbfov=100,true,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:27.159Z,,,
"https://www.google.com/maps/place/Electrical+Services+Group,+LLC/data=!4m7!3m6!1s0x89e87806c6059113:0xcf54a54b8f6143bc!8m2!3d41.2584509!4d-72.891631!16s%2Fg%2F1hc10lb2q!19sChIJE5EFxgZ46IkRvENhj0ulVM8","Electrical Services Group, LLC",3.7,3,Electrician,,"37 Townsend Ave, New Haven, CT 06512, United States","7455+98 New Haven, Connecticut, USA",https://www.esg-ct.com/,+1 203-745-0323,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMWzekmWc0xgRtJti4mSMWTH4HEWbUJX57JCTrc=w408-h255-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2026-01-10T23:26:31.521Z,,,
