placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info
https://www.google.com/maps/place/Park%27s+Pediatric+Clinic/data=!4m7!3m6!1s0x885c3c351cdecaef:0x3f159e761b55a5a2!8m2!3d36.0060903!4d-83.9763578!16s%2Fg%2F1tfkrhbr!19sChIJ78reHDU8XIgRoqVVG3aeFT8,Park's Pediatric Clinic,4.1,13,Pediatric clinic,"5300 Clinton Plaza Dr, Knoxville, TN 37912, United States","224F+CF Knoxville, Tennessee, USA",https://www.etch.com/find-a-location/locations-profile/parks-pediatric-clinic/,+1 865-688-7563,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tAVE_NAxyVlicEnCzldfCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.0484&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:06.635Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,
https://www.google.com/maps/place/ETCH+Pediatric+Physiatry/data=!4m7!3m6!1s0x885c25f441a0e065:0xf5115db061bdda56!8m2!3d35.9559893!4d-83.9379132!16s%2Fg%2F1tfz0v24!19sChIJZeCgQfQlXIgRVtq9YbBdEfU,ETCH Pediatric Physiatry,3.1,27,Pediatric clinic,"Medical Office Building, 2018 Clinch Ave Suite 210, Knoxville, TN 37916, United States","X346+9R Knoxville, Tennessee, USA",https://www.etchphysiatry.com/,+1 865-690-5006,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerOsMyFinyZYRDz5sT_7ld7RxutWYolnf5DYGkIqWHWvYmvBCXkn2-tha2xmUj-Pq8fjXuXZth5KxsmaU59ATAOU-tusm0vgrBHepPlKPxuC6ZEpmwvQwzTJhUWQlwELpX6vjdhIg=w408-h544-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:11.562Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–12 pm,Closed,Closed,Closed,11:30 am–4:30 pm,LGBTQ+ friendly
"https://www.google.com/maps/place/Phillip+Noe,+PNP/data=!4m7!3m6!1s0x885c3d5dd05615b9:0xa07dfc789eb60c2f!8m2!3d35.9559893!4d-83.9379132!16s%2Fg%2F113hftw99!19sChIJuRVW0F09XIgRLwy2nnj8faA","Phillip Noe, PNP",4.9,19,Pediatric pulmonologist,"2018 Clinch Ave Tower, 1st, Knoxville, TN 37916, United States","X346+9R Knoxville, Tennessee, USA",https://www.etch.com/find-a-doctor/profile/?id=309,+1 865-637-8481,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOMrWHuB-boy6Tdwmyfh4SJGUBFjuEBAtE4wM_M=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:16.353Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:30 am–12 pm,Closed,Closed,8 am–5 pm,LGBTQ+ friendly
https://www.google.com/maps/place/Bearden+Pediatric+Dentistry/data=!4m7!3m6!1s0x885c3d4404ef5ad9:0x3bc69af26dfb739b!8m2!3d35.9343472!4d-84.0048653!16s%2Fg%2F11cffggsy!19sChIJ2VrvBEQ9XIgRm3P7bfKaxjs,Bearden Pediatric Dentistry,4.9,330,Pediatric dentist,"6207 Highland Pl Way STE 101, Knoxville, TN 37919, United States","WXMW+P3 Knoxville, Tennessee, USA",https://www.beardenpediatricdentistry.com/,+1 865-851-9347,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNS2CYOXUGa-tc5K97ZJdSyz6t8m0VFNmmiSj2m=w408-h302-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:21.106Z,8 am–4:30 pm,8 am–4:30 pm,9 am–3 pm,Closed,Closed,Closed,8 am–4:30 pm,Identifies as women-owned
https://www.google.com/maps/place/East+Tennessee+Children%27s+Hospital+Emergency+Room/data=!4m7!3m6!1s0x885c3d5dd0f9273b:0x3a9b6ccc974d1101!8m2!3d35.9562349!4d-83.9376788!16s%2Fg%2F1vl9s6g4!19sChIJOyf50F09XIgRARFNl8xsmzo,East Tennessee Children's Hospital Emergency Room,3.1,108,Emergency room,"2018 Clinch Ave, Knoxville, TN 37916, United States","X346+FW Knoxville, Tennessee, USA",https://www.etch.com/medical-services/emergency-medicine/,+1 865-541-8175,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAfVmEM0MEjBdWyQj-2ljW0o-7GiSQg262iKcjfHB-_rPWE45_M7rnvbWXdH2WABjLstHA06KZk0kpUdNxqd66u17mlsgn9ugc3O2ia6Kn5UI128qihdxrlc869nw9BQGve7TG=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:25.842Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly
https://www.google.com/maps/place/ETCH+Developmental+and+Behavioral+Pediatrics/data=!4m7!3m6!1s0x152429dd5ee85bab:0x4eec5947ce7b5ee2!8m2!3d35.9558293!4d-83.9389581!16s%2Fg%2F11b7dx21_p!19sChIJq1voXt0pJBUR4l57zkdZ7E4,ETCH Developmental and Behavioral Pediatrics,3.6,14,Pediatric clinic,"Koppel Plaza, 2100 Clinch Ave Suite 410, Knoxville, TN 37916, United States","X346+8C Knoxville, Tennessee, USA",https://www.etchdevelopmentalbehavioral.com/,+1 865-343-6976,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sXXt1R_xUQDJGZFMa87BkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.71355&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:30.665Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,LGBTQ+ friendly
https://www.google.com/maps/place/ETCH+Pediatric+Cardiology/data=!4m7!3m6!1s0x885c3d5dc8028b3d:0x161cee45852b3c6b!8m2!3d35.9557698!4d-83.9377306!16s%2Fg%2F1tl0y1qm!19sChIJPYsCyF09XIgRazwrhUXuHBY,ETCH Pediatric Cardiology,4.1,12,Pediatric clinic,"South Tower, 2018 Clinch Ave 2nd Floor, Knoxville, TN 37916, United States","X346+8W Knoxville, Tennessee, USA",https://www.etchcardiology.com/,+1 865-522-0420,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOgFvxAtCDuS54HgWhPT4z3PDQdo3-x3854CQfK=w535-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:35.557Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,LGBTQ+ friendly
"https://www.google.com/maps/place/William+Vaughan,+MD/data=!4m7!3m6!1s0x885c3d5dd8aae7fd:0x3c546b4a594fd44a!8m2!3d35.9554885!4d-83.9393758!16s%2Fg%2F126351sr3!19sChIJ_eeq2F09XIgRStRPWUprVDw","William Vaughan, MD",4.9,15,Pediatric surgeon,"2100 Clinch Ave # 510, Knoxville, TN 37916, United States","X346+56 Knoxville, Tennessee, USA",https://www.etch.com/find-a-doctor/profile/?id=444,+1 865-546-2131,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPkKQ7deo3Xq-_B1oXaDtsoNLUyBqmI2uglkkPC=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:40.242Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,
https://www.google.com/maps/place/Akhter+Syed+MD/data=!4m7!3m6!1s0x885c3d4d0756283d:0xa042dfdbfa4428bf!8m2!3d35.9396018!4d-83.9449571!16s%2Fg%2F1tpn38tb!19sChIJPShWB009XIgRvyhE-tvfQqA,Akhter Syed MD,4.8,17,Pediatrician,"1930 Alcoa Hwy # 145, Knoxville, TN 37920, United States","W3Q4+R2 Knoxville, Tennessee, USA",,+1 865-251-1960,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ld4U4ZixFsceiuGAahnVbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.891329&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:45.020Z,,,,,,,,
https://www.google.com/maps/place/ETCH+Pediatric+Neurology/data=!4m7!3m6!1s0x885c3d5dc8028b3d:0xd20cfe3eebe034c8!8m2!3d35.9558819!4d-83.9387555!16s%2Fg%2F1tk6wmpl!19sChIJPYsCyF09XIgRyDTg6z7-DNI,ETCH Pediatric Neurology,2.5,51,Pediatric clinic,"2100 Clinch Ave Suite 210, Knoxville, TN 37916, United States","X346+9F Knoxville, Tennessee, USA",https://www.etchneurology.com/,+1 865-523-5437,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sXXt1R_xUQDJGZFMa87BkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.33781&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:49.843Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,LGBTQ+ friendly
https://www.google.com/maps/place/East+Tennessee+Pediatric+Cardiology/data=!4m7!3m6!1s0x885c3d676101d0c7:0xd851a48dd009b7d!8m2!3d35.9574844!4d-83.93847!16s%2Fg%2F1td7jg8b!19sChIJx9ABYWc9XIgRfZsA3UgahQ0,East Tennessee Pediatric Cardiology,5.0,3,Medical clinic,"2001 Laurel Ave, Knoxville, TN 37916, United States","X346+XJ Knoxville, Tennessee, USA",http://www.etpc-hearts.com/,+1 865-971-6897,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweom7hj_Z4k2ehPnDp-WWdQ4luAgliIhcgYKoLHQ2kQ0DuG90OnDZQ9POuO2I_bjgEUw47lLBUM46aGOV8PXAuovZxtTvtv9_rQDT7oUBdgia_SHj59GwAKkOePG37fr4dHU5i1s=w408-h306-k-no,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:54.574Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,
"https://www.google.com/maps/place/Dr.+Camilla+A.+Jocher,+MD/data=!4m7!3m6!1s0x885c3d4d0756283d:0xb7983265528fd285!8m2!3d35.9396018!4d-83.9449571!16s%2Fg%2F1tg16g02!19sChIJPShWB009XIgRhdKPUmUymLc","Dr. Camilla A. Jocher, MD",5.0,2,Pediatrician,"1930 Alcoa Hwy # 145, Knoxville, TN 37920, United States","W3Q4+R2 Knoxville, Tennessee, USA",,+1 865-582-3100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ld4U4ZixFsceiuGAahnVbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.891329&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:44:57.452Z,,,,,,,,
https://www.google.com/maps/place/ETCH+Pediatric+Hematology%2FOncology/data=!4m7!3m6!1s0x885c3d5dd0f9273b:0xfe615a75695ae4e3!8m2!3d35.9559893!4d-83.9379132!16s%2Fg%2F1td48pzz!19sChIJOyf50F09XIgR4-RaaXVaYf4,ETCH Pediatric Hematology/Oncology,4.4,14,Pediatric clinic,"South Tower, 2018 Clinch Ave 2nd Floor, Knoxville, TN 37916, United States","X346+9R Knoxville, Tennessee, USA",https://www.etchhematologyoncology.com/,+1 865-541-8266,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMtG5wA__rb-nG21foAtYy_cwTx9BMJ0J6DxnIu=w631-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:45:02.190Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,LGBTQ+ friendly
https://www.google.com/maps/place/ETCH+Pediatric+Gastroenterology/data=!4m7!3m6!1s0x885c3d9990538aff:0x21f697e4dea92c46!8m2!3d35.9558819!4d-83.9387555!16s%2Fg%2F11v6wqq6tg!19sChIJ_4pTkJk9XIgRRiyp3uSX9iE,ETCH Pediatric Gastroenterology,2.8,6,Pediatric clinic,"2100 Clinch Ave #420, Knoxville, TN 37916, United States","X346+9F Knoxville, Tennessee, USA",https://www.etchgastro.com/,+1 865-824-0083,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sXXt1R_xUQDJGZFMa87BkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.33781&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:45:06.815Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,LGBTQ+ friendly
https://www.google.com/maps/place/Park+Stanley+S+MD/data=!4m7!3m6!1s0x885c3c351cdecaef:0xcaa62c3ff26e20ca!8m2!3d36.0061229!4d-83.9763537!16s%2Fg%2F1tj7x2s7!19sChIJ78reHDU8XIgRyiBu8j8spso,Park Stanley S MD,4.7,27,Pediatrician,"5300 Clinton Plaza Dr, Knoxville, TN 37912, United States","224F+CF Knoxville, Tennessee, USA",https://www.facebook.com/pages/Dr-Stanley-Parks/193533124051385,+1 865-688-7563,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzt8bSBAJCDiYYYklbBNhAxKN973wB39OOqtHI0HsGtN6pbH4NzI87WuctnWZ5c-gtmo_DWH9C7eTJrVCokthjFE20mDuQT4l1SF_ok32OxsaFta_QOwdLiLjI812rA8pGuyf46g=w408-h268-k-no,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:45:11.594Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,
"https://www.google.com/maps/place/Pediatric+Analgesia+and+Sedation+Specialists,+PLLC/data=!4m7!3m6!1s0x885c3d5dc8028b3d:0xb412988e8b2fada9!8m2!3d35.9554833!4d-83.9393691!16s%2Fg%2F1tfbcwpb!19sChIJPYsCyF09XIgRqa0vi46YErQ","Pediatric Analgesia and Sedation Specialists, PLLC",,,Pediatrician,"2100 Clinch Ave # 235, Knoxville, TN 37916, United States","X346+57 Knoxville, Tennessee, USA",https://www.etch.com/find-a-location/locations-profile/?id=166,+1 865-541-8398,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ffPt2NIWkTWYnB7nKQXwMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.17148&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:45:16.208Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/ETCH+Pediatric+Infectious+Disease/data=!4m7!3m6!1s0x885c3d94b62f650b:0xc4fcefc20b706551!8m2!3d35.9559893!4d-83.9379132!16s%2Fg%2F11wtkp66hv!19sChIJC2UvtpQ9XIgRUWVwC8Lv_MQ,ETCH Pediatric Infectious Disease,1.0,1,Pediatric clinic,"2018 Clinch Ave, Knoxville, TN 37916, United States","X346+9R Knoxville, Tennessee, USA",https://www.etch.com/medical-services/infectious-disease/,+1 865-541-8709,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ayqn1-do1YFrT8DECQx9Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.35583&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-02-10T22:45:19.019Z,,,,,,,,LGBTQ+ friendly
