placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned,info
https://www.google.com/maps/place/K+Electric/data=!4m7!3m6!1s0x886215a69892d1e9:0xae3320bcef50c564!8m2!3d34.7704314!4d-86.5003544!16s%2Fg%2F12hsj6lxr!19sChIJ6dGSmKYVYogRZMVQ77wgM64,K Electric,3.9,14,Electrician,"2464 US-72, Huntsville, AL 35811, United States","QFCX+5V Huntsville, Alabama, USA",https://www.kelectrichsv.com/,+1 256-527-5682,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3tJcPwlUkMLEdGkKneGY1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.92772&pitch=0&thumbfov=100,true,Closed,Closed,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:18.371Z,,,
https://www.google.com/maps/place/Valley+Services/data=!4m7!3m6!1s0x8862697aae77a14d:0xcd7516646dd827f4!8m2!3d35.0308515!4d-86.7441064!16s%2Fg%2F11fwc32bsj!19sChIJTaF3rnppYogR9CfYbWQWdc0,Valley Services,5.0,1,HVAC contractor,,,https://valleyservicesac.com/,+1 256-783-6100,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPOCD8kFlr5Ykr9gGj3KL9MLBOEx84XJ1Ea4M_8=w457-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:23.185Z,,,
"https://www.google.com/maps/place/CTS+Electric/@34.6870953,-86.6780524,11z/data=!3m1!4b1!4m6!3m5!1s0x4288f841fbce4417:0x7188805e3ced55c4!8m2!3d34.6870953!4d-86.6780524!16s%2Fg%2F11vymtl3rl",CTS Electric,,,Electrician,,,http://ctselectricco.com/,+1 256-631-5430,Closed · Opens 7 am Mon,,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:30.006Z,,,
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x88626b8e99f0187f:0xe30e435c8aafedf0!8m2!3d34.733408!4d-86.6350501!16s%2Fg%2F1tfm7cw9!19sChIJfxjwmY5rYogR8O2vilxDDuM,Harbor Freight,4.4,1930,Hardware store,"4321 University Dr NW, Huntsville, AL 35816, United States","P9M7+9X Huntsville, Alabama, USA",https://www.harborfreight.com/storelocator/4321-university-dr-nw-c-huntsville-35816?number=118,+1 256-895-6030,"Open · Closes 8 pm

Confirmed by phone call 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPlWq6jpGbvMEZrOvzEooIIwbVkFznD7K0g9bCMFv8gOypEir0equiDEBi4n8W9dlyRz38EJ_7hUdIQNp7YZaOorVmOMOthix3Yj6ovNsKRAB-XgK4UAOiO96AZEkCCUHlwms=w408-h544-k-no,true,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:35.250Z,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up",,
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x88626b69a7a7710b:0xe6af4a353bbf8246!8m2!3d34.741234!4d-86.6033693!16s%2Fg%2F11bwyqnb_m!19sChIJC3Gnp2lrYogRRoK_OzVKr-Y,Home Services at The Home Depot,3.9,9,Contractor,"1035 Memorial Pkwy NW, Huntsville, AL 35801, United States","P9RW+FM Huntsville, Alabama, USA",https://www.homedepot.com/l/N-Huntsville/AL/Huntsville/35801/804/services?emt=HSGMBGoogleMaps,+1 844-476-2140,"Open · Closes 10 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipN29oAC6OnK2B6TK5697xBn-efaybU2-bLmu0U2=w408-h272-k-no,true,6 am–10 pm,8 am–8 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:40.019Z,,,
https://www.google.com/maps/place/Kite+Plumbing+%26+Gas/data=!4m7!3m6!1s0x88626c61031cc3c7:0x66098c45356ae65!8m2!3d34.7083487!4d-86.6238583!16s%2Fg%2F1hhxf0fkx!19sChIJx8McA2FsYogRZa5WU8SYYAY,Kite Plumbing & Gas,5.0,55,Plumber,"3000 Morgan St SW, Huntsville, AL 35805, United States","P95G+8F Huntsville, Alabama, USA",https://kiteplumbingal.com/,+1 256-425-2681,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPCQ34KS17WjPBfEvLR6F7YwGKWSKa7DUhNtLV6=w508-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:44.939Z,,,
https://www.google.com/maps/place/Kelsey+Electric+Motor+Service+Inc/data=!4m7!3m6!1s0x88626b9062d5ce2f:0x981a998c488943d1!8m2!3d34.7409311!4d-86.6316296!16s%2Fg%2F1tfj3x6y!19sChIJL87VYpBrYogR0UOJSIyZGpg,Kelsey Electric Motor Service Inc,4.7,42,Electric motor repair shop,"4644 Commercial Dr NW, Huntsville, AL 35816, United States","P9R9+98 Huntsville, Alabama, USA",http://www.kelseyelectricmotor.com/,+1 256-837-6150,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyviOGRVrFCJkATv-bjtSizxOuIVVQRB3NSBk3xBoiFEN-9cUBJFZXatj1mu5TRwTU9YPFhnRNkdqY2fjRx0Yx_4pPSe15qjbdkVR2lNv1y79zrfJ_G8t9vVpWOdqrUCDPRJ8hYTg=w408-h544-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:50.097Z,,,
https://www.google.com/maps/place/American+Generators/data=!4m7!3m6!1s0x886244c6833be331:0x6385d782e036347e!8m2!3d34.9224321!4d-86.7154053!16s%2Fg%2F11cnkrqpqk!19sChIJMeM7g8ZEYogRfjQ24ILXhWM,American Generators,5.0,2,Electric generator shop,"476 Comet Dr, Toney, AL 35773, United States","W7CM+XR Toney, Alabama, USA",,+1 256-288-4426,Open · Closes 12 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cYSn3zvc-cp1OQtXqVe6CA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.9575876&pitch=0&thumbfov=100,false,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:54.862Z,,,
https://www.google.com/maps/place/Buddy%27s+Small+Engine/data=!4m7!3m6!1s0x88626c904729f5c1:0xa2ed4a00e5a243ae!8m2!3d34.7352793!4d-86.6100063!16s%2Fg%2F1tl8lfnm!19sChIJwfUpR5BsYogRrkOi5QBK7aI,Buddy's Small Engine,4.2,226,Lawn mower store,"2811 University Dr NW, Huntsville, AL 35816, United States","P9PQ+4X Huntsville, Alabama, USA",https://buddyssmallengine.com/,+1 256-536-9404,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvrezctfeZm0umc-9UwtTcd3IW5LtMvuvH1r4dMSXaiILr-fL8N6QZBy4XGg_S0EC2yIKmuRGHjkt6sArMs5zuhOV-W9A5dotY5mqvezP54i_2aUifnD0u4n1hTOjr9X0MLQ5onMRgPKqr=w408-h544-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:26:59.708Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/PJ+Services+LLC/data=!4m7!3m6!1s0x86f4d854d7994ba1:0xee1d0b0d2f394dbd!8m2!3d34.7373285!4d-86.7672034!16s%2Fg%2F11sr88d1ph!19sChIJoUuZ11TY9IYRvU05Lw0LHe4,PJ Services LLC,5.0,10,Electrical installation service,,,http://www.pjservicesllc.com/,+1 256-694-7537,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPUVmx1P_VWEg0fHkoPuwwdoU_49uO4cGc0frO3=w408-h544-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:04.522Z,,true,
https://www.google.com/maps/place/BIPPEN+ELECTRIC+INC/data=!4m7!3m6!1s0x886266e5d1d72471:0x46d7f08c8fd3aaf1!8m2!3d34.7717536!4d-86.7206857!16s%2Fg%2F1v8l0bff!19sChIJcSTX0eVmYogR8arTj4zw10Y,BIPPEN ELECTRIC INC,4.8,102,Electrician,"254 Capshaw Rd, Madison, AL 35757, United States","Q7CH+PP Madison, Alabama, USA",http://www.bippenelectric.com/,+1 256-655-0446,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMhMKhQOgttwISidh7sfVCQ9xOntAYWyYDMCRs=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:09.305Z,,,
https://www.google.com/maps/place/Conditioned+Air+Solutions/data=!4m7!3m6!1s0x88626c96bdd6117b:0x6ef1a8e08c40db04!8m2!3d34.7783046!4d-86.6611559!16s%2Fg%2F1tgcysvb!19sChIJexHWvZZsYogRBNtAjOCo8W4,Conditioned Air Solutions,4.9,2738,Heating contractor,"200 Dan Tibbs Rd, Huntsville, AL 35806, United States","Q8HQ+8G Huntsville, Alabama, USA",https://www.conditionedairsolutions.com/,+1 256-428-1983,,https://lh3.googleusercontent.com/p/AF1QipNurHLy2ntI7blYgAl1DE0KOdcYa2vs_JPBBnSW=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:14.433Z,,,
https://www.google.com/maps/place/Total+Electrical+Solutions+Inc./data=!4m7!3m6!1s0x88628bc8a885d1f3:0xeafad50485838400!8m2!3d34.762743!4d-86.8533909!16s%2Fg%2F11x2hlbvbl!19sChIJ89GFqMiLYogRAISDhQTV-uo,Total Electrical Solutions Inc.,5.0,17,Electrician,,,http://totalelectricalsolution.com/,+1 256-559-8376,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNZYXfVuKXuJZxbxR5z7dUj_qn8_YR-Ewpe_yEY=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:19.293Z,,,
https://www.google.com/maps/place/Hedden+Lawn+%26+Garden/data=!4m7!3m6!1s0x88626cc65d349351:0x4778ec70a7e8f291!8m2!3d34.7004082!4d-86.5924512!16s%2Fg%2F1tdwl744!19sChIJUZM0XcZsYogRkfLop3DseEc,Hedden Lawn & Garden,4.9,126,Lawn mower store,"2115 Metro Cir SW, Huntsville, AL 35801, United States","PC25+52 Huntsville, Alabama, USA",https://www.heddenlawnandgarden.com/,+1 256-885-1750,"Closed · Opens 8 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYYKVOOTTyGC0mBkeS_USm8cHa7JO5YYe39oab2MqAidiky09VGmjsqybSqcC6sZk5aM7gxolT_ifCmAK8UKz0Vk2zTa_f5xe3LFW_a0AqS9ks3Rot75oEd1n-za2-DnXMJfmQ=w426-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:24.111Z,· Delivery,,
https://www.google.com/maps/place/Bowman/data=!4m7!3m6!1s0x88620d0f2ff9a8df:0x7771fe37e3084d45!8m2!3d34.6058618!4d-86.5457472!16s%2Fg%2F1tgyxfp7!19sChIJ36j5Lw8NYogRRU0I4zf-cXc,Bowman,5.0,9,Electrician,"14038 Camden Cir, Huntsville, AL 35803, United States","JF43+8P Huntsville, Alabama, USA",,+1 256-880-3061,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e4St-dg5RmM8DN5KHLP_NQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.40252&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:26.851Z,,,
https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x88626b69a789c0f1:0x7b701f7f68b6da8f!8m2!3d34.7414916!4d-86.6032099!16s%2Fg%2F1tmk96sv!19sChIJ8cCJp2lrYogRj9q2aH8fcHs,The Home Depot,4.2,2420,Home improvement store,"1035 Memorial Pkwy NW, Huntsville, AL 35801, United States","P9RW+HP Huntsville, Alabama, USA",https://www.homedepot.com/l/North-Huntsville/AL/Huntsville/35801/804?emt=MSGMBGoogleMaps,+1 256-536-2216,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtvp-AbYKbRVnnSD3ZjeZy9lqMjjGvf9-bEine6JjXVLKft24dA5LwSCuNt3pKaxz2LzaO7n-VZcIh1E04c6lPUhI-uRyGq9qinmUsIF9QGnL8AufDhyJl6PDkgPDydfU3UVDy=w408-h306-k-no,true,6 am–10 pm,8 am–8 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:32.060Z,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals). · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Athens+Electrician+Now/data=!4m7!3m6!1s0x88628b339edc7a6d:0xe699ac3cd6f3104f!8m2!3d34.8035735!4d-86.970406!16s%2Fg%2F11vx1kmxht!19sChIJbXrcnjOLYogRTxDz1jysmeY,Athens Electrician Now,5.0,9,Electrician,"112 Market St W, Athens, AL 35611, United States","R23H+CR Athens, Alabama, USA",https://athenselectriciannow.com/,+1 256-337-2754,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOshJH7HM5fZhIgJ8hQp0yAp-Er4KqqmMvlv2HC=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:37.022Z,,,
https://www.google.com/maps/place/TriGreen+Equipment/data=!4m7!3m6!1s0x88626968b5382fbd:0x3bce99f101a023c4!8m2!3d34.765187!4d-86.671723!16s%2Fg%2F1tflgz82!19sChIJvS84tWhpYogRxCOgAfGZzjs,TriGreen Equipment,4.5,200,Tractor dealer,"4550 Research Park Blvd NW, Huntsville, AL 35806, United States","Q88H+38 Huntsville, Alabama, USA",https://www.trigreenequipment.com/location/huntsville/?utm_medium=organic&utm_source=gbp&utm_campaign=huntsville,+1 256-830-4020,"Closed · Opens 7 am Mon

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipOTdVbmdkn4SBMciDBea5QSDQ390l0RMRqzcH7S=w408-h281-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:41.940Z,· In-store pick-up · Delivery,,
"https://www.google.com/maps/place/MetroPower,+Inc./data=!4m7!3m6!1s0x88628b722b54b8af:0xff0bba5c2bd6897e!8m2!3d34.774497!4d-86.9822573!16s%2Fg%2F11vyj1hmxn!19sChIJr7hUK3KLYogRfonWK1y6C_8","MetroPower, Inc.",5.0,3,Electrician,"14918 Mary Alice Wy, Athens, AL 35611, United States","Q2F9+Q3 Athens, Alabama, USA",https://www.metropower.com/,+1 256-871-2674,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOZFx2lowzN5nsN5RuaaVqQ8TGWF-0S_i9j6z53=w408-h285-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2026-01-10T23:27:46.727Z,,,
