placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/John%27s+Electric+Motor+Service/data=!4m7!3m6!1s0x808e402354c7d867:0xc44f992c071bd4f6!8m2!3d36.9805246!4d-122.0329794!16s%2Fg%2F1tqty355!19sChIJZ9jHVCNAjoAR9tQbByyZT8Q,John's Electric Motor Service,4.8,25,Electric motor repair shop,"399B Coral St, Santa Cruz, CA 95060, United States","XXJ8+6R Santa Cruz, California, USA",http://johnselectricmotorservice.com/,+1 831-426-2900,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyL9q0HV9AJeKw-FKVynsu3mfh5AWZMQzYGZkyEXJaMb0N3evKD6brG9ZGCd4q-W5jun1rx_0QE7L3RgfS2uER78SA-v8bEVDfT-7j6Q5kLHy3_A9CRu9KMkMePY_F-ALwgYW4x=w408-h306-k-no,true,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:09.724Z,,,,
https://www.google.com/maps/place/Syres+Electric/data=!4m7!3m6!1s0x808e3feb68cae963:0x80b4d6b6e7e835a!8m2!3d37.1521185!4d-121.76293!16s%2Fg%2F1tflggd_!19sChIJY-nKaOs_joARWoN-bmtNCwg,Syres Electric,5.0,24,Electrician,,,,+1 831-227-7001,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOuFpAwPxiJeW512gBNBMmN22VHUUuTwmslnblA=w408-h408-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:14.526Z,,,,
https://www.google.com/maps/place/Sandbar+Solar+%26+Electric/data=!4m7!3m6!1s0x808e6a7a9d7dc5e1:0xed7d103f16834a73!8m2!3d36.9601154!4d-122.0545156!16s%2Fg%2F1tcw3vsy!19sChIJ4cV9nXpqjoARc0qDFj8Qfe0,Sandbar Solar & Electric,4.8,53,Solar energy company,"2656 Mission St, Santa Cruz, CA 95060, United States","XW6W+25 Santa Cruz, California, USA",https://sandbarsc.com/,+1 831-469-8888,"Closed · Opens 8 am Mon

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwAaiqd5AoX_oqej6PwnTw5zpF4VBC_JQc6iXewuCq_vpFko_AoeqD1K1pP5rjOQGxQi09VZu_MORK1w7__MB2bvcCVunu8t60WkCmoWulevWjkrCppzm-_7AcdTZJ3YYtyHPVX0F4wsqW=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:19.657Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Giant+Electric/data=!4m7!3m6!1s0x808e1513b22333f7:0xab93a48cc588a186!8m2!3d36.9823845!4d-121.977844!16s%2Fg%2F1w455vmb!19sChIJ9zMjshMVjoARhqGIxYykk6s,Giant Electric,5.0,6,Electrician,"2260 Chanticleer Ave, Santa Cruz, CA 95062, United States","X2JC+XV Santa Cruz, California, USA",,+1 831-212-6591,"Closed · Opens 8 am Mon

Updated by this business 9 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z1Hosed3Wg9wEONBebWZxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.49158&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:24.594Z,,,,
"https://www.google.com/maps/place/John+Hope+Electric,+Inc./data=!4m7!3m6!1s0x808e6a7a8c0143c7:0x86b0ddaac417337b!8m2!3d36.9726496!4d-121.9805349!16s%2Fg%2F1tlwfwn3!19sChIJx0MBjHpqjoARezMXxKrdsIY","John Hope Electric, Inc.",4.6,12,Electrician,"1438 Chanticleer Ave, Santa Cruz, CA 95062, United States","X2F9+3Q Santa Cruz, California, USA",http://www.johnhopeelectric.com/,+1 831-458-0805,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfvEt0dRdMBCThd7rd8hgaoejyDBeOeQan-XuYUZ2b0d3qdIORZkmugePqE8gBSmkk7iVr9Jy4UBWMaCS0awnlByZAx_Wi7DzPTaDJZintpEJlhhEUDz0wPYJIdA2_GCUO6zD5dA=w408-h272-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:29.465Z,,,,
"https://www.google.com/maps/place/Shaffer+Electric,+Inc/data=!4m7!3m6!1s0x808e41f7053abced:0xbc1c9bef1c9168b8!8m2!3d37.0528275!4d-121.949418!16s%2Fg%2F11j8p5m5h_!19sChIJ7bw6BfdBjoARuGiRHO-bHLw","Shaffer Electric, Inc",5.0,26,Electrician,,,https://www.facebook.com/shafferelectric,+1 831-246-0197,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMY2VfxOO673wTCF-RW8JwsuBqlDDN4YgUME-hg=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:34.258Z,,,,
https://www.google.com/maps/place/Connected+Electric/data=!4m7!3m6!1s0x808e3fe1b293ffff:0x3801651167ce37ea!8m2!3d36.9882715!4d-121.9730326!16s%2Fg%2F11h3vc4vzw!19sChIJ__-TsuE_joAR6jfOZxFlATg,Connected Electric,5.0,2,Utility contractor,"2605 Soquel Dr, Santa Cruz, CA 95065, United States","X2QG+8Q Santa Cruz, California, USA",http://www.connectedelectric.com/,+1 831-201-9774,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YeCeF7hqfIcwo-XaU21gpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.922149&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:37.100Z,,,,
https://www.google.com/maps/place/Dynamic+Contractors+%26+Electric/data=!4m7!3m6!1s0x8af775f727cedc67:0x9aef1bc545ba1d16!8m2!3d36.6290725!4d-121.2658305!16s%2Fg%2F11m6bs6s5k!19sChIJZ9zOJ_d194oRFh26RcUb75o,Dynamic Contractors & Electric,5.0,19,General contractor,,,https://thedynamiccontractors.com/,+1 831-221-0430,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVmE35fBAp84NcQ_h9RS9j-8UgQ8z_JFYrv6ogo9RkF7trLxGLvmM_BoZMMFrUcBaouBR0g5x41AiYIvkTu0SVQBcWvD32Tx5bgJUsigApRzJrPF7d2CTXlQvoSBmljzEmUsoO=w408-h544-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:42.125Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Tom+McClellan+Electric/data=!4m7!3m6!1s0x808e3facb6b22545:0x6a6d559f31e3a2ef!8m2!3d36.9758915!4d-122.047898!16s%2Fg%2F11jww7x9w_!19sChIJRSWytqw_joAR76LjMZ9VbWo,Tom McClellan Electric,5.0,3,Contractor,,,http://www.tommcclellanelectric.com/,+1 831-222-0246,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMrd7CYWZEvPvTh11GxJQeQomchboDHEQKqH8QB=w408-h447-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:46.873Z,,,,
https://www.google.com/maps/place/Day+One+Solar/data=!4m7!3m6!1s0x808e40260f331825:0x367f43be24a57097!8m2!3d36.9812984!4d-122.0330282!16s%2Fg%2F1jgm5yqzc!19sChIJJRgzDyZAjoARl3ClJL5DfzY,Day One Solar,4.5,16,Solar energy system service,"387 Coral St, Santa Cruz, CA 95060, United States","XXJ8+GQ Santa Cruz, California, USA",http://day1solar.com/,+1 831-687-8097,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNeUFTDxJKRsBoiDJYA2hxcsUfrvzP21yKONqUP=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:51.841Z,,,,
https://www.google.com/maps/place/JJC+Electric/data=!4m7!3m6!1s0xbdbe5356cc9aded:0x16b5e0ffdae70489!8m2!3d37.1521185!4d-121.76293!16s%2Fg%2F11sh0c7yrf!19sChIJ7a3JbDXl2wsRiQTn2v_gtRY,JJC Electric,4.3,6,Electrician,,,,+1 831-428-2784,,https://lh3.googleusercontent.com/p/AF1QipMKq6u3dYa-GhU-WJKsB5sKU6mG4ZToELtqStRE=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:54.556Z,,,,
https://www.google.com/maps/place/Westside+Hardware/data=!4m7!3m6!1s0x808e6a7eb3e71dab:0xaf1eefea96f6bd85!8m2!3d36.9611111!4d-122.0443441!16s%2Fg%2F1tqpzgy9!19sChIJqx3ns35qjoARhb32lurvHq8,Westside Hardware,4.3,181,Hardware store,"849 Almar Ave, Santa Cruz, CA 95060, United States","XX64+C7 Santa Cruz, California, USA",http://www.westsidehardware.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=16560,+1 831-426-7650,"Open · Closes 6 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzklJM-6ZxJFZgNxHWpz59XdO1uhR0xC_XYX158CEXltRdzRMYfgp4FCtpbfD6CJcH2WnEMFtDkrJ84PrzOrYrZBQyZwuOVlGarS5vwn14p1qf7IfTTIyN3c6XkAnNqOqDSm98=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:49:59.638Z,,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store pick-up",,
https://www.google.com/maps/place/Duane+Robinson+Electrical/data=!4m7!3m6!1s0x808e15abf7bd7fc9:0x6564dfbecb148038!8m2!3d37.878638!4d-122.4203375!16s%2Fg%2F11jmyrst18!19sChIJyX-996sVjoAROIAUy77fZGU,Duane Robinson Electrical,,,Electrician,,,,+1 831-566-3865,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPAjF7_Za1D_eK6i_D0tBXgMyNJSwOpva7Z6wWD=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:50:04.586Z,,,,
https://www.google.com/maps/place/The+Generator+Guy/data=!4m7!3m6!1s0x8e6a8b1635603361:0xd96928fbc43c20fc!8m2!3d36.9099274!4d-121.885423!16s%2Fg%2F11vx1kpfkh!19sChIJYTNgNRaLao4R_CA8xPsoadk,The Generator Guy,5.0,22,Electrician,,,,+1 831-529-4869,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNdX-UgQTJ9sCQSa0vNiTLsSD0ysvqj1JMHhRnN=w426-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:50:09.426Z,,,,
https://www.google.com/maps/place/Allegri+Electric/data=!4m7!3m6!1s0x808e1560df244d21:0x9c691a3e8d77398b!8m2!3d36.9842849!4d-121.9673824!16s%2Fg%2F1tfppy3w!19sChIJIU0k32AVjoARizl3jT4aaZw,Allegri Electric,4.7,14,Contractor,"3980 Research Park Ct Ste E, Soquel, CA 95073, United States","X2MM+P2 Soquel, California, USA",https://allegrielectric.com/,+1 831-464-1422,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPu0Fy5PAe9tZMGs8-6VmbtMZmSZWpBxNKBYPHk=w408-h305-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:50:14.179Z,,,,
https://www.google.com/maps/place/Spreck+Energy/data=!4m7!3m6!1s0x808e41d0686864a3:0xfa65e7881159e1a!8m2!3d37.2521708!4d-121.983502!16s%2Fg%2F11qptgwgcg!19sChIJo2RoaNBBjoARGp4VgXhepg8,Spreck Energy,,,Solar energy equipment supplier,,,https://www.sprecksolar.com/,+1 831-515-8332,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPXbixUGKnKS0DVt7focwv1n6uOTFS9PUVol8xW=w408-h330-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:50:19.103Z,,,,
https://www.google.com/maps/place/A+Tool+Shed+Equipment+Rentals/data=!4m7!3m6!1s0x808e3ffd3a617201:0x47b642f9be19fd81!8m2!3d36.9854512!4d-121.9826809!16s%2Fg%2F1tks6jzz!19sChIJAXJhOv0_joARgf0ZvvlCtkc,A Tool Shed Equipment Rentals,4.3,85,Equipment rental agency,"3700 Soquel Ave, Santa Cruz, CA 95062, United States","X2P8+5W Santa Cruz, California, USA",https://santacruz.atoolshed.com/,+1 831-477-7133,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOXTclcsnm0P_H1RHLHiOOYjHq3uhryfXeBvJkA=w408-h306-k-no,true,8 am–4 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:50:23.938Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Tim%27s+Auto+Electric+Specialist/data=!4m7!3m6!1s0x808e401917d9ce53:0x5f49174332897dce!8m2!3d36.9808993!4d-122.0119218!16s%2Fg%2F1tffj_wp!19sChIJU87ZFxlAjoARzn2JMkMXSV8,Tim's Auto Electric Specialist,4.9,41,Auto repair shop,"226 Benito Ave, Santa Cruz, CA 95062, United States","XXJQ+96 Santa Cruz, California, USA",https://www.timsautoelectric.net/,+1 831-427-1221,Closed · Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=64eY2ABpG2L2OGKLHejGcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.837963&pitch=0&thumbfov=100,true,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:50:28.907Z,,,,
"https://www.google.com/maps/place/Green+Power+Installers,+Inc/data=!4m7!3m6!1s0x808e41d7541e2283:0x359e72b27fac6f19!8m2!3d36.9679993!4d-122.0494076!16s%2Fg%2F11_skh7fq!19sChIJgyIeVNdBjoARGW-sf7JynjU","Green Power Installers, Inc",,,Construction company,"327 Alta Vista Dr, Santa Cruz, CA 95060, United States","XX92+56 Santa Cruz, California, USA",,+1 650-424-8984,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iC9rBQZK8NxHSqI113iyMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.73222&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2026-01-10T21:50:31.673Z,,,,
