placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Arlington+Tree+Service/data=!4m7!3m6!1s0x88425d1e7679c561:0xb6ada73205f41b9b!8m2!3d38.0115572!4d-84.5511862!16s%2Fg%2F11qqc1q18z!19sChIJYcV5dh5dQogRmxv0BTKnrbY,Arlington Tree Service,4.3,16,Tree service,"811 Corporate Dr #104, Lexington, KY 40503, United States","2C6X+JG Lexington, Kentucky, USA",https://arlingtontreeservice.com/,+1 859-293-0288,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9dHyilcAyGblk039IFsbeZthoggE-73Nc858tQCqAvyXOjWCC_NnIUpy1QytXwb_f7MqKIc9vlGJyyoHfMQVBy5G_6x8SRod-2ccnAHAKhHDlJ9ixrD3yzfuxPtANff-ypa7oaQ=w425-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:16.619Z,,,
https://www.google.com/maps/place/Morton%27s+Tree+Care/data=!4m7!3m6!1s0x8842e3ec2958da11:0xd9f974630df49d16!8m2!3d37.8099155!4d-84.9633708!16s%2Fg%2F11h6tmm06q!19sChIJEdpYKezjQogRFp30DWN0-dk,Morton's Tree Care,5.0,143,Tree service,,,https://www.lexingtontreeremoval.com/,+1 859-779-1327,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHplKul6ohG70x3JCprpOXMfxyXnlH1pFXvk1rF-sVtDHZQNATmU94tNry3OjLu0rPBtA4PULEx2QqiL4QOI8gru27wuWbZOOYEbu0PWjFnq8JY4iQNz5JLEI73vfrK3fUttk-K3sYtbNw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:21.415Z,,,
https://www.google.com/maps/place/Kentucky+Tree+Service/data=!4m7!3m6!1s0x88425c8d07563a19:0x7d2c7fb253e6da7b!8m2!3d37.9528284!4d-84.50516!16s%2Fg%2F11hb2gqfyx!19sChIJGTpWB41cQogRe9rmU7J_LH0,Kentucky Tree Service,4.6,132,Tree service,,,,+1 859-327-2355,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFA7xkm3fAgsNMqIs6-SV6RNI8XZ4zuot6HF_0EUtdZDMR344EnWVrXH_MMv4rXIKc1aXtqa5kV5PY3wb4smGcOP6ZCZ8bt3ntT3zCggYcDtavFFisshB9Bs3ZaXH1DuQD4ypdl=w417-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:26.284Z,,,
https://www.google.com/maps/place/First+Choice+Tree+Service+Lexington/data=!4m7!3m6!1s0x884245736f0c5f99:0x558c8949bb45e6da!8m2!3d38.0343905!4d-84.4955272!16s%2Fg%2F11sj9r2x34!19sChIJmV8Mb3NFQogR2uZFu0mJjFU,First Choice Tree Service Lexington,5.0,1,Tree service,"396 Woodland Ave, Lexington, KY 40502, United States","2GM3+QQ Lexington, Kentucky, USA",,+1 859-413-3969,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFM5eLg_IRo49Up6iUJ67oVuGGihBTlErmshosglnONeJjJC1wRRzVfeyB3Nsh35kE3xeP5NJfzwJ2kJcCsx7Kqq-2rZre-WhXqNT4hm_JsIYhLRZNiKJWUhO2VUqz5qqsOHvqC=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:31.138Z,,,
https://www.google.com/maps/place/Straight+Edge+Tree+Service/data=!4m7!3m6!1s0x884243f8bb89a80d:0x979e7e1e9f261234!8m2!3d37.91227!4d-84.5161845!16s%2Fg%2F11fnd0g4fy!19sChIJDaiJu_hDQogRNBImnx5-npc,Straight Edge Tree Service,5.0,124,Tree service,,,http://straightedgetree.com/,+1 859-295-5678,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcisjb3hkBeXcpxL3JZUqx8wg2SB_MH9UXShuE98htVQvufoEqai5ILPMp6ZauTMKkCBxhDrUJh8HK2g228jc9JUMYngPAkMfKuR8T334OEtpPnF6KrlaDVuVDZ8un3bPp26vB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:36.120Z,,,
https://www.google.com/maps/place/Apex+Tree+Services+Lexington/data=!4m7!3m6!1s0x88425b41f98ae1d1:0xc2c9371104e72253!8m2!3d37.9898425!4d-84.4778023!16s%2Fg%2F11lttknn_h!19sChIJ0eGK-UFbQogRUyLnBBE3ycI,Apex Tree Services Lexington,5.0,1,Tree service,"3332 High Hope Rd, Lexington, KY 40517, United States","XGQC+WV Lexington, Kentucky, USA",https://sites.google.com/view/apextreeservices,+1 859-305-7644,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdz6EnXQfy1VQxH1TEh2o0E3sv7xW87OKVWEat-HRIcKkpKf4TsS5S6rNqmbz2KZJGgic9GBxdilptTjD80W5ZXG75tZqQsbA5SIVhbND2AYBq3R6t4XgdKZBoMgmpVljHCr4B=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:40.854Z,,,
https://www.google.com/maps/place/Canopy+Lawn+Care+of+Lexington/data=!4m7!3m6!1s0x8577c067ba1f3b71:0x8925ab72f02e129b!8m2!3d38.0432151!4d-84.4626734!16s%2Fg%2F11y48fw774!19sChIJcTsfumfAd4URmxIu8HKrJYk,Canopy Lawn Care of Lexington,4.8,122,Lawn care service,"1123 Winchester Rd Suite B, Lexington, KY 40508, United States","2GVP+7W Lexington, Kentucky, USA",https://www.canopylawncare.com/lexington-ky,+1 859-982-0006,"Open · Closes 5 pm

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuZn_qXE1EiWn51ezH-VcDpKW8tAPIxBwLen4aMWAATQZwY_2dQu1lWHHV0ssp8QWTvc1HZSjKbn_Cd90I-S_ATmk3-CiLshpGmfmqOIyY69Fc0yIyQPiigZtncleGEGX-ARsaGK8noNs0=w423-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:45.736Z,,,
https://www.google.com/maps/place/Lexington+Tree+Service+Pros/data=!4m7!3m6!1s0x88425d85036dd30f:0xe1949b98b3350582!8m2!3d37.9718446!4d-84.52658!16s%2Fg%2F11py135v2m!19sChIJD9NtA4VdQogRggU1s5iblOE,Lexington Tree Service Pros,,,Tree service,"204 Toronto Rd, Lexington, KY 40515, United States","XFCF+P9 Lexington, Kentucky, USA",https://www.treeserviceslexingtonky.com/,+1 859-800-2654,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIs31MtEG5fmhRm_xul8V3J7pKwpU5TJ0fy8A6DVMdjbSowqUnKS7DG1F_Wi_VFgVT47r_K1RkmuwSooqMcmSYTILTat3Z5BnL1eZExvgK3sosnga8zfIymjWbC1FvpFCZGaLpdg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:50.520Z,,,
https://www.google.com/maps/place/Martinez+Tree+Service/data=!4m7!3m6!1s0x83c05cbe4cd2ce09:0xd4905acc19bf3da4!8m2!3d38.0637736!4d-84.5051134!16s%2Fg%2F11tp9kj_cb!19sChIJCc7STL5cwIMRpD2_GcxakNQ,Martinez Tree Service,5.0,5,Tree service,"419 Ash St, Lexington, KY 40508, United States","3F7V+GX Lexington, Kentucky, USA",,+1 859-229-0675,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkAWKVRNRJSUP0W_EL0Y_82TAqvHRv_JQMOVvVgXaF2amX1MUbl5JNas3gyofErisL58KwIE6JWliz-FE_glDZAm7MovFkikL9b9SRB35awnIwKhebGTgqTp7QA3yHyvuN2rNJpw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:55.522Z,,,
https://www.google.com/maps/place/A+Professional+Tree+Service/data=!4m7!3m6!1s0xaa48baeb40814a6f:0x600bce1d08af4ce3!8m2!3d37.9699932!4d-84.498562!16s%2Fg%2F11vqmzn770!19sChIJb0qBQOu6SKoR40yvCB3OC2A,A Professional Tree Service,5.0,4,Tree service,"4101 Tates Creek Centre Dr, Lexington, KY 40517, United States","XG92+XH Lexington, Kentucky, USA",https://aptsinc.com/,+1 859-271-4056,,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C2EG7Kj0pMBz7UNIAoZfMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.701&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:18:58.474Z,,,
https://www.google.com/maps/place/Travis+Calder+Tree+Specialist/data=!4m7!3m6!1s0x88425ba98564f96b:0x8b06923e75418519!8m2!3d37.822395!4d-85.7679956!16s%2Fg%2F11swqcyh12!19sChIJa_lkhalbQogRGYVBdT6SBos,Travis Calder Tree Specialist,5.0,87,Tree service,,,https://85traviscalder.wixsite.com/traviscaldertreespec,+1 859-417-2480,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHs1bIb_QfkZf-Obl59Wo9X4JMxF0Kf5HCjHLeq5aNTZawIztpyl339Wq-OTHjTqsM3-g7UKIadLevUzCXWZ2CKfNHqh6RVmPRkVvRS3qdMXVObGZupE5akPesX29SilcU33Wnk3Z-DYI1F=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:19:03.154Z,,,
https://www.google.com/maps/place/Tinker+Boys+Tree+Service/data=!4m7!3m6!1s0x8bf77b7e11a4f18f:0xfe94e7b70d0c008f!8m2!3d38.028355!4d-84.471382!16s%2Fg%2F11w3h8s4_1!19sChIJj_GkEX5794sRjwAMDbfnlP4,Tinker Boys Tree Service,5.0,101,Tree service,,,https://tinkerboystreeservice.com/,+1 708-752-3643,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyfOEnxsHfilN9hEpzmOcz2szhIVE_nDdXTJnvKx9k2gQe42_ycNj1oAi5vXkDvAAurQDqxOWYAIuOLTtc6bQLDInxfCQezXbksWpnLXWDfvLfN-8PYOE5Hoa_qeJwP6EbWR2cZZLVUuUv=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:19:07.907Z,,,
https://www.google.com/maps/place/Bailey+Sons+Tree+Landscape+LLC/data=!4m7!3m6!1s0x8842437fab36a9f5:0x1dfc5fb9689e7f1!8m2!3d38.0600714!4d-84.5230887!16s%2Fg%2F1tc_9c0n!19sChIJ9ak2q39DQogR8eeJlvvF3wE,Bailey Sons Tree Landscape LLC,3.8,17,Tree service,"390 Lisle Industrial Ave, Lexington, KY 40511, United States","3F6G+2Q Lexington, Kentucky, USA",,+1 859-225-8532,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rCdXiQoitqQ0zF-GiVBZKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.256565&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:19:12.805Z,,,
https://www.google.com/maps/place/Perrys+Tree+Service/data=!4m7!3m6!1s0x884283fb5b69846d:0x8b8e8bf80ea513f8!8m2!3d37.8618925!4d-84.7321014!16s%2Fg%2F11krbnvnrk!19sChIJbYRpW_uDQogR-BOlDviLjos,Perrys Tree Service,5.0,515,Tree service,,,,+1 859-612-7983,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGL7Ayeq5V2ZCEjCl02mi_2Do5mSFIPtXgoXuhYoGAJ9hK14ILmPMLm0ZLrTA7LmmIIMk-KXKd_20SyTv171m_GC_QVt8ZhtmRSkfSSWa7eIROJzzrsBcHFmK_CiBPMjPicRa56ZchNI-KW=w408-h306-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:19:17.453Z,,,
https://www.google.com/maps/place/Flores+Tree+Services+Climbing+To+The+Top+LLC/data=!4m7!3m6!1s0x26d7a7e8a06db253:0xf97b2a96fe594010!8m2!3d37.9238123!4d-84.0435363!16s%2Fg%2F11s30hkjdt!19sChIJU7JtoOin1yYREEBZ_pYqe_k,Flores Tree Services Climbing To The Top LLC,5.0,86,Tree service,"2390 Crowe Ridge Rd, Winchester, KY 40391, United States","WXF4+GH Winchester, Kentucky, USA",https://www.weareclimbingtothetop.com/,+1 859-552-0306,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2cSgc45LZiq_AVdyNyH-v87BS6YVwQG7Ejh9sKtcqjEKcoiiyPF5yJqWXMtnh6x-fCB2lfCC7PJsDPCxfclrwYuRcQ89an2UtpH9QAis5Q34oim4dUIkaaNoYo-NKDQuv7Q43s7kBmSr4=w408-h494-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:19:22.355Z,,,
https://www.google.com/maps/place/Intricate+Landscape/data=!4m7!3m6!1s0x88425b4a5ddd7a37:0x113d76977c04656!8m2!3d38.017632!4d-84.468822!16s%2Fg%2F11n6kcsbmj!19sChIJN3rdXUpbQogRVkbAd2nXEwE,Intricate Landscape,4.9,101,Lawn care service,"2085 Fontaine Rd, Lexington, KY 40502, United States","2G9J+3F Lexington, Kentucky, USA",http://www.intricatelandscapelex.com/,+1 859-202-9935,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFS3C0MEoeeztXG-9Sb_Gm37hdDed43GvKo8ky3Q0LZEoX7IHXC0HMputPqkA1CSGs_eSBcI3sGKk06ycyvNGNa73S1Jxx4PmlQL08IBNqxMorGgSAE-MzlWJMni3H8XMxC7cmMGwYr3IM=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2026-04-29T19:19:27.262Z,,,
