placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,error
https://www.google.com/maps/place/Vivo+Infusion+Lancaster/data=!4m7!3m6!1s0x89c63b76896ff9b7:0x336109b0d1c93866!8m2!3d40.0389975!4d-76.2683644!16s%2Fg%2F11xkq_rqms!19sChIJt_lviXY7xokRZjjJ0bAJYTM,Vivo Infusion Lancaster,,,Local medical services,,"1635 Old Philadelphia Pike Suite 107, Lancaster, PA 17602, United States","2PQJ+HM Lancaster, Pennsylvania, USA",https://vivoinfusion.com/locations/lancaster/,+1 223-244-2462,"Closed ⋅ Opens 9 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMe5ie7CQ__Op1vw5f9gTu2lmD_m_CVp7D4J0vT=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:12.698Z,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,,,
https://www.google.com/maps/place/WDR+%7C+Lancaster/data=!4m7!3m6!1s0x89c6245ea43f3793:0x699210225e28a1ea!8m2!3d40.0397331!4d-76.3228001!16s%2Fg%2F1td6bv42!19sChIJkzc_pF4kxokR6qEoXiIQkmk,WDR | Lancaster,3.2,38,Addiction treatment center,,"53 N West End Ave, Lancaster, PA 17603, United States","2MQG+VV Lancaster, Pennsylvania, USA",https://www.whitedeerrun.com/locations/lancaster/?utm_source=Google&utm_medium=organic&utm_campaign=listing&utm_term=brand,+1 717-869-0590,,https://lh3.googleusercontent.com/p/AF1QipPdOBjct9QUqUpYY9kWd803UTD2UYjZDGO4uOha=w408-h725-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:17.877Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Blume+-+House+of+Aesthetics+and+Wellness/data=!4m7!3m6!1s0x89c6237e9e589273:0xfca7b9e3c38fa0f3!8m2!3d40.0679204!4d-76.3078593!16s%2Fg%2F11x2xjtgmj!19sChIJc5JYnn4jxokR86CPw-O5p_w,Blume - House of Aesthetics and Wellness,5.0,68,Medical spa,,"1608 Lititz Pike, Lancaster, PA 17601, United States","3M9R+5V Lancaster, Pennsylvania, USA",https://blumelancaster.com/,+1 717-765-7676,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOvwtAzBy_UOF9oIzTwCc53DNjvTTgxrui0GBMY=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:22.815Z,Closed,9 am–5 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–2 pm,,,
"https://www.google.com/maps/place/Crossroads+Treatment+Center+of+Lancaster,+PA/data=!4m7!3m6!1s0x89c625f31452b311:0xa8225dae8409ec06!8m2!3d40.0539682!4d-76.2879049!16s%2Fg%2F11ptwd3qxw!19sChIJEbNSFPMlxokRBuwJhK5dIqg","Crossroads Treatment Center of Lancaster, PA",4.6,9,Addiction treatment center,,"600 Fountain Ave suite B, Lancaster, PA 17601, United States","3P36+HR Lancaster, Pennsylvania, USA",https://www.crossroadstreatmentcenters.com/center/crossroads-of-lancaster-pa/,+1 877-848-9810,,https://lh3.googleusercontent.com/p/AF1QipMmD-ToDcUsXc9MWYSjR_QSKELleCce4mkYY7Ds=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:27.816Z,,,,,,,,,,
https://www.google.com/maps/place/Northeast+Wellness+Collective/data=!4m7!3m6!1s0x89c623dd11147b6d:0x95d29d75adbfe718!8m2!3d40.0675651!4d-76.307822!16s%2Fg%2F11vzfgbs9n!19sChIJbXsUEd0jxokRGOe_rXWd0pU,Northeast Wellness Collective,5.0,31,Mental health service,,"1604 Lititz Pike, Lancaster, PA 17601, United States","3M9R+2V Lancaster, Pennsylvania, USA",https://newellnessco.com/,+1 800-403-8187,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMskBiD3oGEasGs9Yo9LyTxDWyaWI7SuT8LnxcC=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:32.891Z,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Blueprints+for+Addiction+Recovery/data=!4m7!3m6!1s0x89c63bc2f5405077:0x3365e3711ebee093!8m2!3d40.0535451!4d-76.244789!16s%2Fg%2F11gy6hh9sg!19sChIJd1BA9cI7xokRk-C-HnHjZTM,Blueprints for Addiction Recovery,4.3,96,Addiction treatment center,,"1901 Olde Homestead Ln Suite 101, Lancaster, PA 17601, United States","3Q34+C3 Lancaster, Pennsylvania, USA",https://blueprintsrecovery.com/,+1 717-361-1660,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN3oFqiMaoE1XUEXimvMMvNAq4YrTnpiL_qXSA1=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:37.752Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Passport+Health+Lancaster+Travel+Clinic/data=!4m7!3m6!1s0x89c62382bf221829:0x39fa2ca4a48a5ba1!8m2!3d40.0665444!4d-76.3016883!16s%2Fg%2F1vbnqc71!19sChIJKRgiv4IjxokRoVuKpKQs-jk,Passport Health Lancaster Travel Clinic,4.4,56,Travel clinic,,"200 Butler Ave #103, Lancaster, PA 17601, United States","3M8X+J8 Lancaster, Pennsylvania, USA",https://www.passporthealthusa.com/locations/pa/lancaster/389/?utm_source=gmb&utm_medium=organic&utm_campaign=GMB_Insights&utm_content=lancaster,+1 717-400-8339,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMb1giX9ZBEnDNC3W13D7VZ7z_Ua6-M2lGPyGlQ=w408-h362-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:42.532Z,Closed,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Gameday+Men%27s+Health+Lancaster+PA/data=!4m7!3m6!1s0x89c623c3d2c8a369:0xf747361d824bc85!8m2!3d40.0711793!4d-76.2985489!16s%2Fg%2F11w53mlv5p!19sChIJaaPI0sMjxokRhbwk2GFzdA8,Gameday Men's Health Lancaster PA,4.8,64,Men's health physician,,"1725 Oregon Pike STE 206, Lancaster, PA 17601, United States","3PC2+FH Lancaster, Pennsylvania, USA",https://gamedaymenshealth.com/lancaster-pa/,+1 717-675-8211,"Closed ⋅ Opens 8 am Tue

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq73TrhiTcvS8vLirZKXnMm59aNeIcROZAQQtErFnMlJyUYhxhtDid6rYp_FNZlwCcb7jum55Dd3hHcSWkZMiBakPgJJ-dnCXUIadm2lfy6XnotuEZ9SBvffDkGjQUJ2kmzupg2=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:47.453Z,Closed,Closed,8 am–6 pm,9 am–1 pm,8 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Lititz+Hematology+and+Oncology+Care/@40.0409303,-76.3213948,17z/data=!3m1!4b1!4m6!3m5!1s0x89c6245ee34bac31:0x974b8a86552ba785!8m2!3d40.0409303!4d-76.3213948!16s%2Fg%2F11dzdjydw9",Lititz Hematology and Oncology Care,,,Cancer treatment center,,"250 College Ave STE 1, Lancaster, PA 17603, United States","2MRH+9C Lancaster, Pennsylvania, USA",https://www.pinnaclehealth.org/locations/office/7775-lititz-hematology-and-oncology-care,+1 717-625-5850,,,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:52.049Z,,,,,,,,,,
https://www.google.com/maps/place/Ivy+Rehab+Physical+Therapy/data=!4m7!3m6!1s0x89c625add8e7eac7:0x1903b4021c89b7dd!8m2!3d40.0571972!4d-76.3071426!16s%2Fg%2F11fjtymlc_!19sChIJx-rn2K0lxokR3beJHAK0Axk,Ivy Rehab Physical Therapy,5.0,130,Physical therapy clinic,,"29 Keller Ave Suite 102, Lancaster, PA 17601, United States","3M4V+V4 Lancaster, Pennsylvania, USA",https://ivyrehab.com/physical-therapy-location/lancaster/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business,+1 717-740-2678,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPPFknMNnRawWiub_WxLCdHHm1_MC2JhG4HynsV=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:36:56.966Z,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–3 pm,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Blossom+Med+Spa+Integrative+Beauty+%26+Wellness/data=!4m7!3m6!1s0x89c625f112e6d6c1:0xe255619de1a34a27!8m2!3d40.0397186!4d-76.3053054!16s%2Fg%2F11j7gt0y4j!19sChIJwdbmEvElxokRJ0qj4Z1hVeI,Blossom Med Spa Integrative Beauty & Wellness,5.0,263,Medical spa,,"101 N Queen St Suite 93, Lancaster, PA 17603, United States","2MQV+VV Lancaster, Pennsylvania, USA",http://blossom-medspa.com/,+1 717-299-9000,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMpuQQuWEj5IfPac85pc-YChhWd-cPXu6QTBWXi=w408-h612-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:37:07.036Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–2 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Health+For+Life+Clinic/data=!4m7!3m6!1s0x89c624397900424d:0xe7219702a7e91bb!8m2!3d40.039307!4d-76.3458371!16s%2Fg%2F1tfd7yfk!19sChIJTUIAeTkkxokRu5F-KnAZcg4,Health For Life Clinic,5.0,23,Naturopathic practitioner,,"112 Cornell Ave, Lancaster, PA 17603, United States","2MQ3+PM Lancaster, Pennsylvania, USA",http://www.doctornaturalmedicine.com/,+1 717-669-1050,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO8higPx45fFs3fnxyyHEtwQIo91owZS-pyoYnG=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:37:11.899Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,,,
https://www.google.com/maps/place/Alesca+Aesthetics/data=!4m7!3m6!1s0x89c62548003481c7:0x476d6f2b3b9ee9b1!8m2!3d40.0421388!4d-76.304091!16s%2Fg%2F11vpy5w83n!19sChIJx4E0AEglxokRsemeOytvbUc,Alesca Aesthetics,5.0,47,Wellness center,,"227 N Duke St, Lancaster, PA 17602, United States","2MRW+V9 Lancaster, Pennsylvania, USA",https://alescaaesthetics.com/,+1 717-584-4912,"Closed ⋅ Opens 10 am Mon

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM6QQGz7AC9r-feraXrgBEDcgzXTk3D1hs9xcmG=w408-h611-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:37:16.873Z,10 am–2 pm,10 am–6 pm,10 am–6 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–2 pm,,,
https://www.google.com/maps/place/Advanced+Vein+%26+Laser+Center/data=!4m7!3m6!1s0x89c623f59796ebd1:0x3d84927230d8f2b1!8m2!3d40.0677926!4d-76.3442669!16s%2Fg%2F1tykwbj4!19sChIJ0euWl_UjxokRsfLYMHKShD0,Advanced Vein & Laser Center,4.9,151,Vascular surgeon,,"896A Plaza Blvd, Lancaster, PA 17601, United States","3M94+47 Lancaster, Pennsylvania, USA",https://veinsbegone.com/,+1 717-295-8346,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO43SEpadMQifZRp6t0Gq6VgKaKUTnHGmpPa3Zy=w486-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:37:21.939Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/STR+Behavioral+Health+Lancaster/data=!4m7!3m6!1s0x89c625de689826d9:0x51c92048d496c220!8m2!3d40.0500159!4d-76.3536844!16s%2Fg%2F11wq45wvt8!19sChIJ2SaYaN4lxokRIMKW1EggyVE,STR Behavioral Health Lancaster,5.0,9,Mental health service,,"610 Community Way, Lancaster, PA 17603, United States","3J2W+2G Lancaster, Pennsylvania, USA",https://strbehavioralhealth.com/location/lancaster-outpatient/,+1 717-663-1350,,https://lh3.googleusercontent.com/p/AF1QipMcBQAEHYWYr5VwjCCYOa-C6DiYTydOaTI4ToIX=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:37:25.091Z,,,,,,,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Hematology%2FOncology+Medical+Specialists/data=!4m7!3m6!1s0x89c62407ed987735:0xe00ef2f442983cfc!8m2!3d40.0653877!4d-76.3549422!16s%2Fg%2F1tdxlt_f!19sChIJNXeY7QckxokR_DyYQvTyDuA,Hematology/Oncology Medical Specialists,,,Cancer treatment center,,"2106 Harrisburg Pike #116b, Lancaster, PA 17601, United States","3J8W+52 Lancaster, Pennsylvania, USA",http://www.lancastergeneralhealth.org/,+1 717-544-3600,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YQ20_WCrikJ9FI2VwUg2ww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.97868&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:37:29.935Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/JUDAURA/data=!4m7!3m6!1s0x89c623641891511d:0xb6be02671b38768e!8m2!3d40.053194!4d-76.3013702!16s%2Fg%2F11d_9fwwtw!19sChIJHVGRGGQjxokRjnY4G2cCvrY,JUDAURA,4.8,16,Spa,,"313 W Liberty St suite 282, Lancaster, PA 17603, United States","3M3X+7F Lancaster, Pennsylvania, USA",https://bookwithjudelyne.glossgenius.com/,+1 717-617-5000,,https://lh3.googleusercontent.com/p/AF1QipO0IxYeSOfRY086NlLlX9mn4XQWeBu0h5YEYZvO=w408-h421-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2025-09-29T00:37:32.789Z,,,,,,,,LGBTQ+ friendly,true,
