placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/SERVPRO+of+Bloomington/data=!4m7!3m6!1s0x886c6bc5d3b48685:0x257ded74c8d3e1a5!8m2!3d38.9738937!4d-86.5541124!16s%2Fg%2F11qn7nyfrw!19sChIJhYa008VrbIgRpeHTyHTtfSU,SERVPRO of Bloomington,4.9,123,Water damage restoration service,"4339 Old Indiana 37 N, Bedford, IN 47421, United States","XCFW+H9 Bedford, Indiana, USA",https://www.servpro.com/locations/in/servpro-of-bloomington?utm_medium=organic&utm_source=gbp,+1 812-824-2027,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUIiA_Z-hwqJUV3LhIrA8Rv92YHO7uRp0ctoPGUkQsr6VEpW4p4hJYnMmqi8IgXB-5g68RcFu2xX3Gqj7Cn2AYUEnAKtctIFWtcEPr09AUp2yylJOQyJCTOqTbQJHQfj6gd1QJguXBVNk=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:33:33.726Z,,,
https://www.google.com/maps/place/Restoration+Builders+of+Indiana/data=!4m7!3m6!1s0x886c679fd92c7e4f:0x11235a780e5978a8!8m2!3d39.1758307!4d-86.5645597!16s%2Fg%2F11j301k3qm!19sChIJT34s2Z9nbIgRqHhZDnhaIxE,Restoration Builders of Indiana,4.0,2,Roofing contractor,"2500 W Industrial Park Dr, Bloomington, IN 47404, United States","5CGP+85 Bloomington, Indiana, USA",https://restorbuilders.com/locations/bloomington-indiana/?utm_source=gmb&utm_medium=organic&utm_campaign=bloomington,+1 317-219-3797,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzqDJbOU3GPyDTu85JAiyZOgYpdXxN9RB71WE0b4PWjNVRIQDUrRjZ4kZVAHv28jj7n0JUCgj6yjXaEGSxa5liHPygiTn2OqV6w2WyD-MDpQZUCnlGhfwPDwT_sVpipPVXS2EO=w408-h345-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:33:38.125Z,,,
https://www.google.com/maps/place/Crawlspace+Doctor+-+Bloomington+Indiana/data=!4m7!3m6!1s0x886c6a540c7c934b:0x74d8abaa907d8a49!8m2!3d39.1422991!4d-86.4659514!16s%2Fg%2F1tqclzcf!19sChIJS5N8DFRqbIgRSYp9kKqr2HQ,Crawlspace Doctor - Bloomington Indiana,4.9,102,Waterproofing service,"1825 S Knightridge Rd, Bloomington, IN 47401, United States","4GRM+WJ Bloomington, Indiana, USA",https://crawlspacedoctorbloomington.com/,+1 812-322-1615,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo0GlE6IhTnv6OczRRQqPPYLX3HLeJFmoK2K-TB6xKBqpkGNg3orT0rekoN_e6AnHPx5y-9UrqdD5Bhnyexp6R68-9lQOAodhWnId4TUdcwdyZz6kjdynyW41OxaT_gIYM00OkV=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:33:42.712Z,,,
https://www.google.com/maps/place/Indiana+ProClean/data=!4m7!3m6!1s0x886c665224f1988b:0x824a57e6a3cabd14!8m2!3d39.1969466!4d-86.5552059!16s%2Fg%2F1tfrsnzw!19sChIJi5jxJFJmbIgRFL3Ko-ZXSoI,Indiana ProClean,4.7,27,Carpet cleaning service,"3202 W. Thornbury Dr, Bloomington, IN 47404, United States","5CWV+QW Bloomington, Indiana, USA",http://www.indianaproclean.com/,+1 812-337-5000,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepJqpCmLAUuFeEQn9HIGgdK-mZ7bvWLxPUt86a0o3B_Y9qXDl_lkIXk_ZDUIqO2RMoRhZ9mxhJbXKzSATvkiOHJ8NWwOpWfuOn6nOEPURSOG1kz1_ifGiERcWfgq0zG8w7JmYTV=w408-h839-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:33:47.090Z,,,
"https://www.google.com/maps/place/Contents+Indiana/@39.1786106,-86.5755542,17z/data=!3m1!4b1!4m6!3m5!1s0x886c6767ccad365d:0x969fa44946b850a5!8m2!3d39.1786106!4d-86.5755542!16s%2Fg%2F11ys5mjc9r",Contents Indiana,,,Fire damage restoration service,"3895 W Vernal Pike, Bloomington, IN 47404, United States","5CHF+CQ Bloomington, Indiana, USA",,+1 812-824-7389,Closed · Opens 8 am Mon,,true,Closed,8 am–5 pm,8 am–5:30 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:33:53.356Z,,,
https://www.google.com/maps/place/Rapid+Mold+Removal+Service/data=!4m7!3m6!1s0x89a911c959a945c5:0xe304fe3ce8f477f0!8m2!3d39.1625878!4d-86.5261974!16s%2Fg%2F1tg4xq7p!19sChIJxUWpWckRqYkR8Hf06Dz-BOM,Rapid Mold Removal Service,5.0,1,Home inspector,"420 S Fess Ave, Bloomington, IN 47401, United States","5F7F+2G Bloomington, Indiana, USA",,+1 800-335-5402,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3TdiI0D23CLfi0TV437xHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.23862&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:33:57.678Z,,,
https://www.google.com/maps/place/Acculevel/data=!4m7!3m6!1s0x886c65676d355305:0xfcddc887958ce2bc!8m2!3d39.1638386!4d-86.4804831!16s%2Fg%2F11y_ylm0m_!19sChIJBVM1bWdlbIgRvOKMlYfI3fw,Acculevel,5.0,9,Waterproofing service,"3802 E 3rd St #112, Bloomington, IN 47401, United States","5G79+GR Bloomington, Indiana, USA",https://acculevel.com/bloomington/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=bloomington,+1 812-370-5828,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfz78oUGGsNwkNCvqeVYmSpqf3vfYqlrxWzvdUQO06dlYx9H8HTTjQvA3spKkk2M__-kUuBhTSzCQBPe34HiJ2nPHT5rHlGBYTTn5eJ_4xk7XqSFzIYelzAq-ZKye_ygn-o91zyxhRqYo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:02.004Z,,,
https://www.google.com/maps/place/Complete+Repair+Experts/data=!4m7!3m6!1s0x886c66e80db3ad1f:0x731ce0e864e3859e!8m2!3d39.1643117!4d-86.5295784!16s%2Fg%2F1pv1gwtm6!19sChIJH62zDehmbIgRnoXjZOjgHHM,Complete Repair Experts,4.7,29,Handyman/Handywoman/Handyperson,"400 E 3rd St #1, Bloomington, IN 47401, United States","5F7C+P5 Bloomington, Indiana, USA",http://www.completerepairexperts.com/,+1 812-333-3339,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerI46oqYujs3i97P4KvaSJi-TwxZ7ejDFkgHhp6BfKX-33zNQ4bpfIPxQlfWFjOzCYkatyQqeXlstuPfMgWfW3fqzP1ZiTFUM70qke-vlyxEcLei4POK6lfmbPHHG4Swi1bl0oxhw=w409-h240-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:06.481Z,,,
https://www.google.com/maps/place/HFI+%28Harrell-Fish+Inc%29/data=!4m7!3m6!1s0x886c673bd6344c5b:0x36776f63863de01e!8m2!3d39.1740239!4d-86.5554668!16s%2Fg%2F1tdfcvpq!19sChIJW0w01jtnbIgRHuA9hmNvdzY,HFI (Harrell-Fish Inc),4.8,183,Mechanical contractor,"2010 Fountain Dr, Bloomington, IN 47404, United States","5CFV+JR Bloomington, Indiana, USA",http://www.harrell-fish.com/,+1 812-339-2579,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_NiU-woC3eP4dw9Jf-gvGt8xAob0xmAUaS50lm7twEOcdb3k90no0G8KOk7i-6hM1T0oRDAa09WnyUH3v_bF93O0bjl52s1VpRce9rNE31KnXdgXSePY2Jw8yV8JprVqnTk0wVg=w408-h306-k-no,true,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:10.834Z,,,
https://www.google.com/maps/place/Violet+Water+Damage+Experts/data=!4m7!3m6!1s0xa191099f2d1d3cf7:0xc11a24f1eda9e5d9!8m2!3d40.473979!4d-88.965627!16s%2Fg%2F11s3zx7svb!19sChIJ9zwdLZ8JkaER2eWp7fEkGsE,Violet Water Damage Experts,,,Water damage restoration service,,,http://www.waterdamagebloomingtonil.com/,+1 309-247-1686,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepNl0xSUL0nHaFQZHhp0cEiK6qGnpzVP7Uy4Qoel8-m2PQpFszhW5GJFRLLrZBWICh0KDJg9zJlddyaQQ-wQBEl73Q4ZM2Q9plvzblgnGtQ9K5s3ZQ-7g4dEm0UpvouVxIlmNuFqg=w408-h263-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:15.137Z,,,
https://www.google.com/maps/place/I+Repair+xpert/data=!4m7!3m6!1s0x886c6579c1f3d077:0xd6f91396d3659cfb!8m2!3d39.1609527!4d-86.495652!16s%2Fg%2F11t4_wkpwb!19sChIJd9DzwXllbIgR-5xl05YT-dY,I Repair xpert,4.9,401,Mobile phone repair shop,"2894 E 3rd St, Bloomington, IN 47401, United States","5G63+9P Bloomington, Indiana, USA",,+1 812-356-8644,Closed · Opens 11 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoWAx9nyQlA9tFThrnEjAfQ0xBkA5yffg4OE63WgbBDSb3LQ74kOMxYQBBxwBJ2uqAFzroExEz2ucgjQh6q3vTWvdRFgQqGsFAnhpUjSvNAN-l7eBZP6ZqJWAHTzbEnrIe9m51j=w408-h306-k-no,true,12–6 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–9 pm,11 am–9 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:19.521Z,,,
https://www.google.com/maps/place/RidgePoint+Construction+LLC/data=!4m7!3m6!1s0x2f2505f3ed07d96d:0x7b027275720680da!8m2!3d39.1688948!4d-86.5344652!16s%2Fg%2F11v3rkxqnt!19sChIJbdkH7fMFJS8R2oAGcnVyAns,RidgePoint Construction LLC,5.0,8,Construction company,"120 W 7th St Suite 108C, Bloomington, IN 47404, United States","5F98+H6 Bloomington, Indiana, USA",https://ridgepoint.us/,+1 812-822-7191,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrvkfqVhxphMy3AAz1e5FqA91yI99av_H417_kgxUEvYs-1Xyq-623pynPou0RP-67-tDWLAV66hw3hgIdSHmT3TX5qTVxg8awD8BhGoSPMjOBeaZVG8EOWjlAlIzkGy3pjjk=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:23.729Z,,,
https://www.google.com/maps/place/Still+Waters+Roofing+and+Construction+LLC/data=!4m7!3m6!1s0x886c672a02f9ccb5:0xb05078d512ee71ce!8m2!3d39.1684102!4d-86.5341438!16s%2Fg%2F11shswfn03!19sChIJtcz5AipnbIgRznHuEtV4ULA,Still Waters Roofing and Construction LLC,5.0,28,Roofing contractor,"113 W 7th St, Bloomington, IN 47404, United States","5F98+98 Bloomington, Indiana, USA",https://stillwatersroofing.com/,+1 812-361-6957,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo13pqFL06RoFsOyoKgFn1hBFSgh3oTreeLW7iQN4aXMIjPeRZoQAoWBulE3FsF0N4a4dTpRMH0MybeafodDlEyj6fks-njstam_N39Ud1toVXVvP2Snr-vG3oBeIdCqYgaUNGa=w408-h259-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:28.271Z,,,
"https://www.google.com/maps/place/VET+Environmental+Engineering,+LLC/data=!4m7!3m6!1s0x886c67382d2df1bf:0x644a0dee4c2b8e21!8m2!3d39.1758838!4d-86.5585286!16s%2Fg%2F11dx908ct2!19sChIJv_EtLThnbIgRIY4rTO4NSmQ","VET Environmental Engineering, LLC",5.0,22,Environmental consultant,"2335 Fountain Dr, Bloomington, IN 47404, United States","5CGR+9H Bloomington, Indiana, USA",http://www.vet-env.com/,+1 812-822-0400,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweonq4wc1IeijSWiLGj5X-zi5EKUtV7slWzOV7VCB52Q65Ig-hE3aS47lzkyvZz2kFXfGoH1-6nRfYGJT117Hw4VipKQgkBugTXQ8SaDgRJa3xRYnn5ygNb5XRiL47FTdiGabbfy=w408-h246-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:32.548Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Koontz+Roofing+%26+Exterior+Construction/data=!4m7!3m6!1s0x886c5fcdb410b1c9:0xa60486d8bc4ba10f!8m2!3d39.1765941!4d-86.5577511!16s%2Fg%2F1tgh89gr!19sChIJybEQtM1fbIgRD6FLvNiGBKY,Koontz Roofing & Exterior Construction,4.9,393,Roofing contractor,"2300 Fountain Dr, Bloomington, IN 47404, United States","5CGR+JV Bloomington, Indiana, USA",http://www.koontzconstruction.com/,+1 812-876-2722,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_9ny-JnbKg3KeNG6mjk-EjNplFRRapYKRTXLvRlQynV1g7Y6chLAQH6CUd_oXlkd5eA2vy5-bz-f34-oxW2B-vG-_kn5fQLtZDIEUj4aQQ6EIT5s5xVPr_vu5NTOzwa7stsH5=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2026-03-23T03:34:34.788Z,LGBTQ+ friendly,,
