placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Titan+Garage+Doors/data=!4m7!3m6!1s0x87e231ba27b71ce5:0x96b6607776af7485!8m2!3d41.4656538!4d-90.4909111!16s%2Fg%2F11pbb8_pzd!19sChIJ5Ry3J7ox4ocRhXSvdndgtpY,Titan Garage Doors,5.0,640,Garage door supplier,"3340 48th Ave, Moline, IL 61265, United States","FG85+7J Moline, Illinois, USA",https://titangaragedoorsquadcities.com/,+1 309-808-7181,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipNBvJRWVZ0NGf9GjzkW2-zBTDCaC19teQQN2LuM=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:01:51.116Z,,,,
https://www.google.com/maps/place/Olderog+Door/data=!4m7!3m6!1s0x87e231e085b91021:0xf4a65cd70628092a!8m2!3d41.4233045!4d-90.4853994!16s%2Fg%2F11g1nmw321!19sChIJIRC5heAx4ocRKgkoBtdcpvQ,Olderog Door,5.0,10,Garage door supplier,,,,+1 563-499-5640,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipPFWsNOCs-rfRGKZeUMyhNQDSIyhFOk3JLUlzCF=w685-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:01:55.905Z,,,,
https://www.google.com/maps/place/Doors+Inc+Davenport/data=!4m7!3m6!1s0x87e23512f3e57993:0x9a935d4fd8bd4351!8m2!3d41.5776684!4d-90.5747192!16s%2Fg%2F1tznmxbg!19sChIJk3nl8xI14ocRUUO92E9dk5o,Doors Inc Davenport,5.0,7,Door supplier,"110 W 55th St, Davenport, IA 52806, United States","HCHG+34 Davenport, Iowa, USA",http://www.doorsincdavenport.com/,+1 563-386-8508,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K2b4YCXhpDI7imbQx-54yQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.84286&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:01:58.759Z,,,,
"https://www.google.com/maps/place/Pella+Windows+and+Doors+Showroom+of+Davenport,+IA/data=!4m7!3m6!1s0x87e235dbf9de77db:0x1d9f080bccb51391!8m2!3d41.5932237!4d-90.5736306!16s%2Fg%2F1w2yvfng!19sChIJ23fe-ds14ocRkRO1zAsInx0","Pella Windows and Doors Showroom of Davenport, IA",4.7,219,Window installation service,"127 W 76th St, Davenport, IA 52806, United States","HCVG+7G Davenport, Iowa, USA",https://www.pella.com/locations/ia/davenport/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 563-441-1756,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipMSX21gWddd_-qNgLdGyC9GYier6J6eAZLFwnSs=w426-h240-k-no,true,9 am–5 pm,9 am–12 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:02:03.668Z,,,,
https://www.google.com/maps/place/Tommy%27s+Garage+Door+Service/data=!4m7!3m6!1s0x87e2330cf3d082f5:0xffbef488d63964d7!8m2!3d41.469693!4d-90.4858275!16s%2Fg%2F11jpr6c6ry!19sChIJ9YLQ8wwz4ocR12Q51oj0vv8,Tommy's Garage Door Service,5.0,24,Garage door supplier,,,http://www.garagedoorrepairmoline.com/,+1 309-323-8131,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMebNK0X9IF1HfsSQ55CoBGs0SftpQ4aOf494ti=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,9 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:02:08.557Z,,,,
https://www.google.com/maps/place/Window+World+of+Davenport/data=!4m7!3m6!1s0x87e2351e08ad3067:0xe7a0de70c98bd2b!8m2!3d41.5605006!4d-90.612115!16s%2Fg%2F1ptvrl4p_!19sChIJZzCtCB414ocRK72YDOcNeg4,Window World of Davenport,4.6,93,Window installation service,"2406 W Kimberly Rd, Davenport, IA 52806, United States","H96Q+65 Davenport, Iowa, USA",https://www.windowworldofdavenport.com/,+1 563-323-7313,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMyTZ6siOy_smbXvfayh2GzXKi4UmUZH4ubTR2M=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:02:14.121Z,,,,
"https://www.google.com/maps/place/MINER+Docks,+Doors,+and+More/@41.5966303,-90.5898394,17z/data=!3m1!4b1!4m6!3m5!1s0x87e235770755d385:0x5a10ab3bc1e04f2d!8m2!3d41.5966303!4d-90.5898394!16s%2Fg%2F11qppwtz19","MINER Docks, Doors, and More",,,Construction company,"1230 W 76th St, Davenport, IA 52806, United States","HCW6+M3 Davenport, Iowa, USA",https://www.minercorp.com/service-centers/iowa/davenport-ia/,+1 563-388-9830,Closed ⋅ Opens 7 am Mon,,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:02:21.285Z,,,,
https://www.google.com/maps/place/Clopay+Corporation+-+Quad+Cities+Distribution+Center/data=!4m7!3m6!1s0x87e23560d1e92ddb:0x9c6e6b5cfdb86f8a!8m2!3d41.5950976!4d-90.5808852!16s%2Fg%2F1v6l80vc!19sChIJ2y3p0WA14ocRim-4_Vxrbpw,Clopay Corporation - Quad Cities Distribution Center,3.6,9,Garage door supplier,"7309 Gaines St Ct, Davenport, IA 52806, United States","HCW9+2J Davenport, Iowa, USA",http://www.clopaydoor.com/?utm_source=google&utm_campaign=Local&utm_medium=organic&utm_content=Quad%20Cities,+1 563-388-5946,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IwNYj8S6i7r37OVGT96Idg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.83974&pitch=0&thumbfov=100,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2025-11-07T23:02:26.750Z,,,,
https://www.google.com/maps/place/Siouxland+Garage+Doors/data=!4m7!3m6!1s0x878de2b45d9d2127:0xfea556c4ca244134!8m2!3d42.50769!4d-96.37461!16s%2Fg%2F1264hgwn9!19sChIJJyGdXbTijYcRNEEkysRWpf4,Siouxland Garage Doors,4.6,581,Garage door supplier,"1708 US-75 BUS, Sioux City, IA 51105, United States","GJ5G+35 Sioux City, Iowa, USA",https://siouxlandgaragedoors.com/,+1 712-252-4444,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipN0VdwP9BghztakJpFlY6eZT79dALyKvz8PJeYi=w408-h272-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-11-07T23:02:42.109Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Sioux+City/data=!4m7!3m6!1s0x878dfda64b3e3b7b:0x49e21f2e7ebe1e85!8m2!3d42.4886401!4d-96.3769626!16s%2Fg%2F1v8l030s!19sChIJezs-S6b9jYcRhR6-fi4f4kk,Overhead Door Company of Sioux City,4.6,50,Garage door supplier,"2500 Dace Ave, Sioux City, IA 51106, United States","FJQF+F6 Sioux City, Iowa, USA",http://www.siouxcitydoor.com/,+1 712-252-4431,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNlqfSowvdiKe3f2xvFd51TV0g-HgnyIXBKCpQ=w648-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-11-07T23:02:52.410Z,,,,
https://www.google.com/maps/place/Budget+Garage+Door+Repair/data=!4m7!3m6!1s0x878de3435396a49f:0xc9e6be09e4e92b5c!8m2!3d42.5076908!4d-96.3746103!16s%2Fg%2F11qywt0cwb!19sChIJn6SWU0PjjYcRXCvp5Am-5sk,Budget Garage Door Repair,4.4,16,Garage door supplier,"1708 US-75 BUS, Sioux City, IA 51105, United States","GJ5G+35 Sioux City, Iowa, USA",https://budgetdoorrepairguys.com/,+1 712-577-7166,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPAAD0xiVx_Z3TSIhaNjxBFA5F86LLnaKUaGlZh=w408-h280-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-11-07T23:02:57.479Z,,,,
https://www.google.com/maps/place/Shawn%27s+Garage+Door/data=!4m7!3m6!1s0x878dfd4515f68a03:0xf3df1be2dbb1b44a!8m2!3d42.4617537!4d-96.3544915!16s%2Fg%2F11h4tc6lvy!19sChIJA4r2FUX9jYcRSrSx2-Ib3_M,Shawn's Garage Door,4.7,183,Garage door supplier,"2700 S Royce St, Sioux City, IA 51106, United States","FJ6W+P6 Sioux City, Iowa, USA",http://shawnsgaragedoorrepairsalesandserviceia.hibuwebsites.com/,+1 712-259-8173,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipPJdisPw9TZEzegG2Ek2-0L2NH5HHoWf1MbeFes=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-11-07T23:03:02.459Z,,,,
https://www.google.com/maps/place/Lyle%27s+Garage+Door+Service/data=!4m7!3m6!1s0x878e061e97af3533:0x3e24bf766b19af5c!8m2!3d42.5215841!4d-96.4762781!16s%2Fg%2F11c6sqy3yj!19sChIJMzWvlx4GjocRXK8Za3a_JD4,Lyle's Garage Door Service,4.8,57,Garage door supplier,"5211 Military Rd, Sioux City, IA 51109, United States","GGCF+JF Sioux City, Iowa, USA",http://lylesgaragedoor.com/,+1 712-233-1689,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOqsGEfqFqXoq9QjuCBiY0qoRRROo0ywJ2hZ7KG=w408-h272-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-11-07T23:03:07.580Z,,,,
https://www.google.com/maps/place/Tri-State+Overhead+Sales/data=!4m7!3m6!1s0x878dfd214c60afa1:0x26ba5d54b869d556!8m2!3d42.5147801!4d-96.3662657!16s%2Fg%2F1tf3zw65!19sChIJoa9gTCH9jYcRVtVpuFRduiY,Tri-State Overhead Sales,4.5,8,Garage door supplier,"3208 Northbrook Dr, Sioux City, IA 51105, United States","GJ7M+WF Sioux City, Iowa, USA",https://www.tristateoverheadsales.com/,+1 712-277-2814,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP3qsWEgQmO0e5sHwOUhfAKqJ2xX7QVBQEwFEmt=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8:08 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-11-07T23:03:12.706Z,,,,
https://www.google.com/maps/place/LCC+Garage+Door+Specialists/data=!4m7!3m6!1s0x878dff0fad7e57e7:0x362873ee6be9d5fd!8m2!3d42.4020726!4d-96.3565218!16s%2Fg%2F11c51ryp4j!19sChIJ51d-rQ__jYcR_dXpa-5zKDY,LCC Garage Door Specialists,4.6,8,Garage door supplier,"204 Front St, Sergeant Bluff, IA 51054, United States","CJ2V+R9 Sergeant Bluff, Iowa, USA",https://lccgaragedoor.com/,+1 712-943-3667,Closes soon ⋅ 6 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMhXGOj9PK_yRfB91QGE0L9IaxWTy3nPbD7-Wx-=w427-h240-k-no,true,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Sioux+City+IA+IA/@42.4963416,-96.4049408,14z",2025-11-07T23:03:17.658Z,,,,
https://www.google.com/maps/place/Titan+Garage+Doors+IA/data=!4m7!3m6!1s0x6ee6f2a2760d84ab:0x60195ca703dd075f!8m2!3d41.7175986!4d-91.263718!16s%2Fg%2F11q2y21v96!19sChIJq4QNdqLy5m4RXwfdA6dcGWA,Titan Garage Doors IA,4.8,26,Garage door supplier,,,https://titangaragedoorsia.com/,+1 319-984-7447,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPS4giiP5AOH0eOf7Ldi7pwnaZ-ldqlTyeNioxU=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-11-07T23:03:30.953Z,,,,
https://www.google.com/maps/place/Walsh+Door+%26+Security/data=!4m7!3m6!1s0x87e46a5a94ea8f85:0xc462dec6bf75e930!8m2!3d41.640035!4d-91.4927679!16s%2Fg%2F1wn_6nhb!19sChIJhY_qlFpq5IcRMOl1v8beYsQ,Walsh Door & Security,4.8,6,Door supplier,"2918 Industrial Park Rd, Iowa City, IA 52240, United States","JGR4+2V Iowa City, Iowa, USA",http://www.walshdoor.com/,+1 319-248-0114,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNY8b34G9TIlTNL9__1I54kgRlDuYhO8Pkwg9QY=w427-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-11-07T23:03:35.853Z,,,,
https://www.google.com/maps/place/Overhead+Door+Co+of+Iowa+City/data=!4m7!3m6!1s0x87e441c4a9f3e687:0xcd310827f261a4f1!8m2!3d41.6459231!4d-91.531288!16s%2Fg%2F1hc1n7kps!19sChIJh-bzqcRB5IcR8aRh8icIMc0,Overhead Door Co of Iowa City,,,,"328 Highland Ave, Iowa City, IA 52240, United States","JFW9+9F Iowa City, Iowa, USA",,+1 319-338-9747,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tPVUV37bnI-dToxIA93OwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.331627&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Iowa+City+IA+IA/@41.6578257,-91.5346169,14z",2025-11-07T23:03:41.181Z,,,,
https://www.google.com/maps/place/Cedar+Valley+Garage+Doors/data=!4m7!3m6!1s0x87e553edbe08de1f:0xaca0e20023debe36!8m2!3d42.4978996!4d-92.3638159!16s%2Fg%2F11cn5n5ws2!19sChIJH94Ivu1T5YcRNr7eIwDioKw,Cedar Valley Garage Doors,4.9,49,Garage door supplier,"1417 Falls Ave, Waterloo, IA 50701, United States","FJXP+5F Waterloo, Iowa, USA",https://www.cvgaragedoors.com/,+1 319-269-5033,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNbmlckN2ZxThjGmS6xBDnZNSHGe349j-YJ1r3o=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Waterloo+IA+IA/@42.492786,-92.3425775,14z",2025-11-07T23:03:54.430Z,,,,
