placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,info,isBlackOwned,error
"https://www.google.com/maps/place/Real+Capital+Group,+LLC+-+Property+Management/data=!4m7!3m6!1s0x89de0be89e8f4d3d:0x5efcc6f63718d259!8m2!3d42.6496438!4d-73.7533195!16s%2Fg%2F11gkxy__v8!19sChIJPU2PnugL3okRWdIYN_bG_F4","Real Capital Group, LLC - Property Management",4.1,91,Property management company,"90 State St #700, Albany, NY 12207, United States","J6XW+VM Albany, New York, USA",https://www.518renter.com/,+1 800-277-3108,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvnG_bcbBjD2XIa9GaXcCk1jlHPkn8qfGArUPtFvGCIjkfbNfXaBPEqV06oSDCqqPBkAEV_vXrZx_uOgpfHu5AMPGPCjSIzo6e8SpyXGElSRQ4h89rPkytXaAA8K8w85fbHZwb=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:01:37.583Z,,,,
https://www.google.com/maps/place/CYC+Realty+Management+Inc/data=!4m7!3m6!1s0x89de0c31be11a43d:0xfc5200085a235dde!8m2!3d42.7096231!4d-73.8631817!16s%2Fg%2F1th5kg4m!19sChIJPaQRvjEM3okR3l0jWggAUvw,CYC Realty Management Inc,2.2,38,Property management company,"2 Pine West Plaza Suite 206, Albany, NY 12205, United States","P45P+RP Albany, New York, USA",http://cycrealty.com/,+1 518-785-9461,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqphIbTzV5H8fq6Jx44pmRPh8PZp5UvBQpm8YA20h4MCrdrOMkctEO-ekL4WO_m_0juHd-NvzJHdUanlM4rQAnkGxITsG2LdM8RqxlH7eY_tDJ_yjImbj-lCdScnEV3R-mUhT32zw=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:01:42.551Z,,,,
https://www.google.com/maps/place/Albany+Management+Group/data=!4m7!3m6!1s0x89de0a30fa0a7051:0x9175fe405084499c!8m2!3d42.6496808!4d-73.7518987!16s%2Fg%2F11g6_1n0xx!19sChIJUXAK-jAK3okRnEmEUED-dZE,Albany Management Group,3.4,143,Property management company,"63 State St, Albany, NY 12207, United States","J6XX+V6 Albany, New York, USA",https://www.albanymanagementgroup.com/,+1 518-463-1915,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM_leDola2UPtMWt66S76WkHRm99vYlAIxrYmm6=w671-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:01:47.586Z,,,,
https://www.google.com/maps/place/Albany+Property+Management/data=!4m7!3m6!1s0x89de0a23f27fc09b:0xdc45205707fa168a!8m2!3d42.6487685!4d-73.7535718!16s%2Fg%2F11bzrpxrpc!19sChIJm8B_8iMK3okRihb6B1cgRdw,Albany Property Management,3.3,30,Property management company,"Beaver St, Albany, NY 12207, United States","J6XW+GH Albany, New York, USA",,,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mGeWHK9iNhuX9iZHT_yx8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.378462&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:01:52.661Z,,,,
https://www.google.com/maps/place/Albany+Management/data=!4m7!3m6!1s0x89de0c9a625883cb:0x5c7599f036b8aaf!8m2!3d42.7190275!4d-73.809645!16s%2Fg%2F1vxg04xs!19sChIJy4NYYpoM3okRr4prA59ZxwU,Albany Management,3.6,16,Property management company,"4 Computer Dr W, Albany, NY 12205, United States","P59R+J4 Albany, New York, USA",http://albanymanagement.com/,+1 518-458-7113,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMKVBi9B_a_bnba0POZNlpAS3hlMq7QCayo6eqs=w408-h329-k-no,true,8:15 am–5 pm,8:15 am–5 pm,Closed,Closed,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:01:59.042Z,,,,
https://www.google.com/maps/place/Empire+Property+Management+Group+LLC/data=!4m7!3m6!1s0x89de0a6549f54d1d:0x6d0d15656e870b73!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1tfp3g0q!19sChIJHU31SWUK3okRcwuHbmUVDW0,Empire Property Management Group LLC,2.9,58,Property management company,,,,+1 518-348-8527,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npC_NLiWrh_Ue00H83fgpOFFqR1gxZTrtRZzoF57cOhsrNWZUjdLsEjGvjaVJxnxFFR_O_rzL-aX0oA0gzbjRrnHnYf9G4zTtn8oxMv8GjxFg0GuSxidjCXCTm3U_oWbTPmaR2_=w408-h544-k-no,true,10 am–6 pm,Closed,Closed,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:03.910Z,,,,
"https://www.google.com/maps/place/Darcy+Knapp+Consulting,+Inc/data=!4m7!3m6!1s0x89de7866a673ae71:0x32a12fb2b9627ded!8m2!3d42.685519!4d-74.070486!16s%2Fg%2F11bbw_wgf4!19sChIJca5zpmZ43okR7X1iubIvoTI","Darcy Knapp Consulting, Inc",5.0,38,Website designer,"1527 Berne-Altamont Rd, Altamont, NY 12009, United States","MWPH+6R Altamont, New York, USA",https://www.seowebmechanics.com/,+1 518-872-1707,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrVX8nxSXqChTfE2Rp4U-FzLnuyRxBSOMKxX1ngwDOvCRJ7rLv5J5fxSzodwlIEB6oQnnH7TTt0cfabKmz8nI-1BbmOhhU8XLvhYSpq08uUvsIMXX707ndO4ERb7BxVdSZfI0J=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,9 am–1 pm,10 am–1 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:09.323Z,,,,
https://www.google.com/maps/place/KMB+Property+Services+and+Construction/data=!4m7!3m6!1s0x89de77b0fd896aff:0x532e17caad120146!8m2!3d42.6810706!4d-73.9462451!16s%2Fg%2F11hmxp1jk7!19sChIJ_2qJ_bB33okRRgESrcoXLlM,KMB Property Services and Construction,1.0,1,Construction company,"5803 Ostrander Rd, Altamont, NY 12009, United States","M3J3+CG Altamont, New York, USA",https://www.kmbpsac.com/,+1 518-776-3001,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipP5k0VBKU7dgNJ6Dyy6NOGkz2wID-IDQYojY4XO=w408-h306-k-no,true,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:14.115Z,,,,
https://www.google.com/maps/place/Clever+Property+Management/data=!4m7!3m6!1s0x89dddf15f97ed0f7:0x76cbe8dc4e49a5dc!8m2!3d41.966155!4d-73.2445355!16s%2Fg%2F11r3ljyk2l!19sChIJ99B--RXf3YkR3KVJTtzoy3Y,Clever Property Management,4.4,42,Property management company,,,https://cleverpropertymgmt.com/,+1 518-635-0408,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPSdKTvUmozL_0Jvkn6LARIQKWwTZdTWw0WIddu=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:19.313Z,,,,
https://www.google.com/maps/place/41+State+Street/data=!4m7!3m6!1s0x89de0a26d2cc4b51:0x41693172d97a55b2!8m2!3d42.6494281!4d-73.7511091!16s%2Fg%2F1thssct0!19sChIJUUvM0iYK3okRslV62XIxaUE,41 State Street,4.7,15,Property management company,"41 State St, Albany, NY 12207, United States","J6XX+QH Albany, New York, USA",http://www.41state.com/,+1 518-462-5633,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMxeZu69NCIksVc-yADgte4-uiAwZQGk5lDqHvd=w498-h240-k-no,true,8:15 am–5 pm,8:15 am–5 pm,Closed,Closed,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:24.400Z,,,,
https://www.google.com/maps/place/Advanced+Property+Management/data=!4m7!3m6!1s0x89de7269e84a5f65:0x776113f7dc7cdc54!8m2!3d42.7818312!4d-73.9051894!16s%2Fg%2F11c1vjcr_c!19sChIJZV9K6Gly3okRVNx83PcTYXc,Advanced Property Management,3.0,2,Property management company,"1757 State St, Schenectady, NY 12304, United States","Q3JV+PW Schenectady, New York, USA",http://www.apmgmtny.com/contact-simple/,+1 518-265-0886,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uBXGFFETxPDQHTK_bw766A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.352005&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:29.542Z,,,,
https://www.google.com/maps/place/Burns+Management/data=!4m7!3m6!1s0x89de74dcc6d9f09f:0x83cc7abe09563758!8m2!3d42.6882515!4d-73.8610799!16s%2Fg%2F1v1sm6z6!19sChIJn_DZxtx03okRWDdWCb56zIM,Burns Management,3.1,43,Property management company,"1732 Western Ave, Albany, NY 12203, United States","M4QQ+8H Albany, New York, USA",https://www.burnsmgmt.com/,+1 518-456-7155,"Open ⋅ Closes 5 pm

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOWqcHGjnIGUba6vrEYlbyuhmxjSR6178yA2_90=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:34.451Z,,,,
https://www.google.com/maps/place/Diamond+Realty+Management+Corporation/data=!4m7!3m6!1s0x89de0cf8584d0ca9:0xcfd8428542c6e5!8m2!3d42.7382168!4d-73.7967071!16s%2Fg%2F1vcl4rx4!19sChIJqQxNWPgM3okR5cZChULYzwA,Diamond Realty Management Corporation,2.4,14,Property management company,"790 Watervliet Shaker Rd # 2, Latham, NY 12110, United States","P6Q3+78 Latham, New York, USA",,+1 518-783-5000,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noDSIU1DJPRfZX2m6ch4TGDIZq8Pc0FLOZRjY-5dkEhYhfXsyKs80M8BVWbaQUdD304arLVCScTRjO9qh9DpGJxVGTBHasaOSK6L0TE0b99tec7ZJUzCBIdLrDU6GyoiHKHvAwm=w408-h306-k-no,false,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:39.642Z,,,,
https://www.google.com/maps/place/Helderberg+Realty/data=!4m7!3m6!1s0x89de786a45eb2677:0xb67a14dbb262531e!8m2!3d42.6868888!4d-74.0574106!16s%2Fg%2F11ggb96cjt!19sChIJdybrRWp43okRHlNistsUerY,Helderberg Realty,4.0,3,Real estate agency,"325 Old Stage Rd, Altamont, NY 12009, United States","MWPV+Q2 Altamont, New York, USA",http://www.helderbergrealty.com/,+1 518-861-6541,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WXTIMZRBX32wTl325ddsMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.68314&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:42.781Z,,,,
https://www.google.com/maps/place/Fairbank+Properties/data=!4m7!3m6!1s0x89de0a51d7497d1d:0xc482c4cff90b6219!8m2!3d42.6597297!4d-73.7695438!16s%2Fg%2F1thr84wf!19sChIJHX1J11EK3okRGWIL-c_EgsQ,Fairbank Properties,4.2,30,Real estate developer,"25 Western Ave, Albany, NY 12203, United States","M65J+V5 Albany, New York, USA",https://www.fairbankproperties.com/,+1 518-512-3693,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FgoqBC9VnEkyjJlUc_cCuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.329117&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:47.787Z,,,,
"https://www.google.com/maps/place/BlueHouseCompanies,+LLC/data=!4m7!3m6!1s0x89de0b96f2d6b8e9:0xa444a7e6c7ab4e77!8m2!3d42.6530301!4d-73.7908558!16s%2Fg%2F11smmnkps9!19sChIJ6bjW8pYL3okRd06rx-anRKQ","BlueHouseCompanies, LLC",2.9,36,Property management company,"352 New Scotland Ave, Albany, NY 12208, United States","M635+6M Albany, New York, USA",https://www.bluehouseco.com/,+1 518-290-7611,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNpPFnpSCDhOEiVRQQYRxhSSvVC-bl5ufVZrH3w=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:52.809Z,,,,
https://www.google.com/maps/place/ZoNo+Property+Management/data=!4m7!3m6!1s0x89de0b4fa53a5b73:0xf4c3285713eb7aad!8m2!3d42.6563144!4d-73.7630925!16s%2Fg%2F11j0q6hx39!19sChIJc1s6pU8L3okRrXrrE1cow_Q,ZoNo Property Management,3.0,2,Property management company,"194 Washington Ave Suite 615, Albany, NY 12210, United States","M64P+GQ Albany, New York, USA",https://www.zonopropertymanagement.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M7YpzXc-mTIs8zAs0YNrOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.51865&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:02:55.501Z,,,,
https://www.google.com/maps/place/Copper+Club/data=!4m7!3m6!1s0x89de0bd5c90d9c11:0x5bf4effc8475ca57!8m2!3d42.6466096!4d-73.7588302!16s%2Fg%2F11tnypt40y!19sChIJEZwNydUL3okRV8p1hPzv9Fs,Copper Club,3.7,3,Property management company,"51 Elm St, Albany, NY 12202, United States","J6WR+JF Albany, New York, USA",,+1 518-900-7966,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=41kpNHGiXw8iXWqk-Zy98A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.053368&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:03:00.442Z,,,,
https://www.google.com/maps/place/Tri+City+Rentals/data=!4m7!3m6!1s0x89de74bb071020ab:0x92c8f225901834c5!8m2!3d42.7051537!4d-73.8573697!16s%2Fg%2F1tf5lnf6!19sChIJqyAQB7t03okRxTQYkCXyyJI,Tri City Rentals,4.2,23,Property management company,"255 Washington Ave Ext, Albany, NY 12205, United States","P44V+33 Albany, New York, USA",http://www.tricityrentals.com/,+1 518-862-6600,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM2cyYx-vSFWWcVSZA3hgXpyCUiHdUvAGbFsSCr=w503-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-09-25T17:03:05.425Z,,,,
