placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes,error,isBlackOwned
https://www.google.com/maps/place/Peterson+Holistic+Lifestyle+Medicine/data=!4m7!3m6!1s0x87ec2084e281ea21:0x1d623fd349de3625!8m2!3d41.590644!4d-93.7549323!16s%2Fg%2F1q5bt20b3!19sChIJIeqB4oQg7IcRJTbeSdM_Yh0,Peterson Holistic Lifestyle Medicine,5.0,14,Health consultant,"1300 37th St #7, West Des Moines, IA 50266, United States","H6RW+72 West Des Moines, Iowa, USA",http://www.petersonholistic.com/,+1 515-829-9477,Open · Closes 6 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y99fONEjSBEzNTiJSXXjWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.4137&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:17:54.261Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,,,
"https://www.google.com/maps/place/Chandramohan+Batra,+MD/data=!4m7!3m6!1s0x87ee99a76ae67d9b:0xd4a4c12d1e84f99d!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F1tj80jhl!19sChIJm33maqeZ7ocRnfmEHi3BpNQ","Chandramohan Batra, MD",4.4,7,Family practice physician,"1111 6th Ave, Des Moines, IA 50314, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/desmoines/provider/chandramohan-batra-md-family-medicine,+1 515-247-3121,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMMmATo1wmGjlXRIhPeqxiMRxw9rekYxn4sL3bS=w408-h511-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:17:59.291Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Wholistic+Health+Center/data=!4m7!3m6!1s0x87ec218b31f28ad7:0x2e448b835f80d03f!8m2!3d41.6431207!4d-93.50118!16s%2Fg%2F11j84wnq3n!19sChIJ14ryMYsh7IcRP9CAX4OLRC4,Wholistic Health Center,5.0,47,Holistic medicine practitioner,"3160 8th St SW Suite J, Altoona, IA 50009, United States","JFVX+6G Altoona, Iowa, USA",https://www.wholistichealthctr.com/,+1 515-979-7800,Closed · Opens 12 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaTQBLVAxK_Rn7BXqJFHyenPQyEMYJp0jFST-npBhQavovHwNwYxPLxXtXD0NudT9pDpvoYoooX0bkQKDhBSMhC0EUXNYNJ6BmJGfQgg0oINqZIVBapUNmWpz_xK0imgMVW-TP=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:03.946Z,12–5 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,9 am–1 pm,Closed,,,
https://www.google.com/maps/place/Holistic+Health/data=!4m7!3m6!1s0x87ec2100506b7537:0x679b1a4fb5d3dd2b!8m2!3d41.5949713!4d-93.7608363!16s%2Fg%2F11myflckzh!19sChIJN3VrUAAh7IcRK93TtU8am2c,Holistic Health,,,Alternative medicine practitioner,"4150 Westown Pkwy Suite 202, West Des Moines, IA 50266, United States","H6VQ+XM West Des Moines, Iowa, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MOG4USJ-Uh5lRkhIUMha4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.50888&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:06.663Z,,,,,,,,,,
https://www.google.com/maps/place/Sarah+Outlaw/data=!4m7!3m6!1s0x87ee98fed51d9bd1:0x99b334c81bad45ec!8m2!3d41.5792531!4d-93.624468!16s%2Fg%2F11sh2bt93w!19sChIJ0Zsd1f6Y7ocR7EWtG8g0s5k,Sarah Outlaw,5.0,1,Nutritionist,"403 SW 8th St, Des Moines, IA 503094615, United States","H9HG+P6 Des Moines, Iowa, USA",https://nhiccenters.com/about-us/,+1 515-243-0173,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DXw4E9cDLTZXfI1CuZRPxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.96586&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:09.470Z,,,,,,,,,,
https://www.google.com/maps/place/Awakening+Acts/data=!4m7!3m6!1s0x4aee4e67a8b81ba5:0x20e954839a238b5f!8m2!3d41.5894377!4d-93.6394631!16s%2Fg%2F11tj_95vmy!19sChIJpRu4qGdO7koRX4sjmoNU6SA,Awakening Acts,5.0,9,Psychic,"The Mickle Center, 1620 Pleasant St Ste. 234, Des Moines, IA 50314, United States","H9Q6+Q6 Des Moines, Iowa, USA",http://kimbusbee.wixsite.com/awakeningacts,+1 515-707-1533,,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mVU27RXrjlzKUruMkizEbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.01892&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:14.407Z,1–6:30 pm,1–6:30 pm,1–6:30 pm,1–6:30 pm,1–6:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/Deeply+Rooted+Healing/data=!4m7!3m6!1s0x87ee850e92b34e29:0x835df981b7675971!8m2!3d41.7521582!4d-93.5991561!16s%2Fg%2F11jyf446z0!19sChIJKU6zkg6F7ocRcVlnt4H5XYM,Deeply Rooted Healing,5.0,33,Holistic medicine practitioner,"2525 N Ankeny Blvd SUITE 123, Ankeny, IA 50023, United States","QC22+V8 Ankeny, Iowa, USA",http://www.deeplyrootedhealingia.com/,+1 515-380-8229,Open · Closes 3:45 pm,,https://lh3.googleusercontent.com/p/AF1QipMIHl_J0LmoxO2sL5wJ1fxBbphpBrNj643quBH5=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:19.376Z,8:30 am–3:45 pm,8:30 am–3:45 pm,8:30 am–3:45 pm,8:30 am–3:45 pm,9 am–12 pm,Closed,Closed,,,
https://www.google.com/maps/place/Innovative+Wellness+Center/data=!4m7!3m6!1s0x87ec2182f9ae4c39:0x40a8f1aef63101f!8m2!3d41.600979!4d-93.81577!16s%2Fg%2F11x1_n5vmb!19sChIJOUyu-YIh7IcRHxBj7xqPCgQ,Innovative Wellness Center,5.0,25,Medical clinic,"14225 University Ave UNIT 206, Waukee, IA 50263, United States","J52M+9M Waukee, Iowa, USA",https://www.innovativewellness.center/,+1 515-355-3200,Open · Closes 12 pm · Reopens 1 pm,,https://lh3.googleusercontent.com/p/AF1QipMvxWwlM0kATDVPh_ReV-n3uowf4-KAson_Pp8R=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:24.382Z,"8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm",Closed,Closed,,,
https://www.google.com/maps/place/The+Wellness+Way+-+West+Des+Moines/data=!4m7!3m6!1s0x87ec21b72be45d61:0x4c9a737c30942ce9!8m2!3d41.5630481!4d-93.7923088!16s%2Fg%2F1234xflbw!19sChIJYV3kK7ch7IcR6SyUMHxzmkw,The Wellness Way - West Des Moines,4.8,8,Chiropractor,"6150 Village View Dr Suite 107, West Des Moines, IA 50266, United States","H675+63 West Des Moines, Iowa, USA",https://www.thewellnessway.com/clinics/ia/westdesmoines/wellness-center/,+1 515-440-0047,Closes soon · 10:30 am · Reopens 3 pm,,https://lh3.googleusercontent.com/p/AF1QipOcXuqFp8PooLKH6XwMFTELc88pShfJIXahWo2k=w408-h610-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:29.157Z,"8–10:30 am, 3–6 pm",10:30 am–1 pm,"8–10:30 am, 3–6 pm","8–10:30 am, 3–6 pm",Closed,Closed,Closed,,,
https://www.google.com/maps/place/Integral+Vitalities/data=!4m7!3m6!1s0x87ec39660ee7cb81:0xdc669a4fe0f99839!8m2!3d41.61573!4d-94.0177681!16s%2Fg%2F11yczlkpcg!19sChIJgcvnDmY57IcROZj54E-aZtw,Integral Vitalities,5.0,1,Doula,"216 Nile Kinnick Dr S, Adel, IA 50003, United States","JX8J+7V Adel, Iowa, USA",https://docs.google.com/forms/d/e/1FAIpQLSfK_5I1ppLi1i2zdBRxV8tkJOmexhjQKLyfpzvI-4WLK1QIQw/viewform?usp=header,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y-4DJjC_hvdqcHuH-0TBKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.2461&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:31.812Z,,,,,,,,,,
https://www.google.com/maps/place/New+Leaf+Wellness/data=!4m7!3m6!1s0x87ec212063582b23:0x4fc45f5c3de583b3!8m2!3d41.594738!4d-93.757873!16s%2Fg%2F12hm1777n!19sChIJIytYYyAh7IcRs4PlPVxfxE8,New Leaf Wellness,4.6,248,Medical Center,"3930 Westown Pkwy Suite A, West Des Moines, IA 50266, United States","H6VR+VV West Des Moines, Iowa, USA",https://www.newleafcenters.com/locations/desmoines,+1 515-412-4005,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOqnSMr-SRlxUUFkqdmlpxiqTCFQakZSj3RCH1I=w408-h246-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:36.759Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/Preventative+Medicine+Works/data=!4m7!3m6!1s0x87ee9e1c06528c23:0x7f3af38a30f81745!8m2!3d41.605921!4d-93.738491!16s%2Fg%2F11c5fzhkjt!19sChIJI4xSBhye7ocRRRf4MIrzOn8,Preventative Medicine Works,,,Alternative medicine practitioner,"8830 Swanson Blvd, Clive, IA 50325, United States","J746+9J Clive, Iowa, USA",http://preventativemedicineworks.com/,+1 515-225-8100,Closed · Opens 10 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KsYTCBrFy414y97ikAnhSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.17638&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:41.653Z,Closed,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–2 pm,Closed,,,
https://www.google.com/maps/place/Chiropractic+In+Motion/data=!4m7!3m6!1s0x87ec2093876bbd71:0x81235b1140f90bb5!8m2!3d41.594989!4d-93.760878!16s%2Fg%2F1vlzbx_7!19sChIJcb1rh5Mg7IcRtQv5QBFbI4E,Chiropractic In Motion,5.0,296,Chiropractor,"4150 Westown Pkwy Suite 202, West Des Moines, IA 50266, United States","H6VQ+XJ West Des Moines, Iowa, USA",https://www.chiroinmotion.com/,+1 515-267-9956,Open · Closes 6 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNma5L8AC1oU9k15R_H-r86PJAps0ai6pD_K99U=w408-h243-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:46.582Z,8 am–6 pm,8 am–6 pm,8–11 am,8 am–6 pm,Closed,Closed,Closed,,,
https://www.google.com/maps/place/Specialized+Health+Chiropractic/data=!4m7!3m6!1s0x87ec39cb361b41ff:0xc20f22609ceb47db!8m2!3d41.6157263!4d-94.0176765!16s%2Fg%2F11h7sxm_l0!19sChIJ_0EbNss57IcR20frnGAiD8I,Specialized Health Chiropractic,5.0,27,Chiropractor,"216 Nile Kinnick Dr S, Adel, IA 50003, United States","JX8J+7W Adel, Iowa, USA",http://specializedhealthchiropractic.com/,+1 515-478-3183,"Closed · Opens 2 pm

Updated by this business 11 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOSmIyFkruWYf4W9mBU-jI5zhePFtfBO71vs2PL=w408-h307-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:55.272Z,2–6 pm,2–6 pm,7 am–6 pm,2–6 pm,1–4 pm,Closed,Closed,,,
https://www.google.com/maps/place/Feel+Good+Clinics/data=!4m7!3m6!1s0x87ec2084e281ea21:0xbe4c3b5bcdf459f5!8m2!3d41.588416!4d-93.7512265!16s%2Fg%2F1tdg8byv!19sChIJIeqB4oQg7IcR9Vn0zVs7TL4,Feel Good Clinics,5.0,21,Medical clinic,"3408 Woodland Ave Suite 305, West Des Moines, IA 50266, United States","H6QX+9G West Des Moines, Iowa, USA",https://feelgoodclinics.com/,+1 515-556-3304,Closed · Opens 9 am Tue,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0KR1driP3OHJWFuaHLaoXy6AubLiF4YVpO3NQMrHQPz1owg2x41DttuIBHLXfXGtDkzScPuIS-cx5GkgTyFdEgmhfUqPcYxIu7cMSnEBqGKGsAvyDvOp5nalff96I34wx9geq=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:18:59.997Z,Closed,9 am–5 pm,9 am–1 pm,9 am–5 pm,9 am–1 pm,Closed,Closed,,,
https://www.google.com/maps/place/Delta+Health/data=!4m7!3m6!1s0x87ee9d81584486f7:0xa9f41cbdb2c7195c!8m2!3d41.602842!4d-93.789074!16s%2Fg%2F1tp0f6wg!19sChIJ94ZEWIGd7ocRXBnHsr0c9Kk,Delta Health,4.9,343,Chiropractor,"1444 NW 124th Ct, Clive, IA 50325, United States","J636+49 Clive, Iowa, USA",https://www.deltadsm.com/,+1 515-278-2782,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipMcFJiiWdMG-Q5kVbAAcbNm8czcTOKSX_qNDdc5=w408-h271-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:19:05.035Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–1 pm,8–9 am,Closed,,,
https://www.google.com/maps/place/Healing+Therapies/data=!4m7!3m6!1s0x87ec392e05321a65:0x18f85b9efc1b244c!8m2!3d41.616507!4d-94.0189879!16s%2Fg%2F113k1cpqp!19sChIJZRoyBS457IcRTCQb_J5b-Bg,Healing Therapies,,,Holistic medicine practitioner,"118 S 9th St, Adel, IA 50003, United States","JX8J+JC Adel, Iowa, USA",,+1 515-993-4691,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HeruHBIxYcd43Q4o1T3oNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.81927&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:19:07.596Z,,,,,,,,,,
"https://www.google.com/maps/place/Sarah+Lee,+ARNP/data=!4m7!3m6!1s0x87ec21cc3d93db59:0x21c6210daecfa0d!8m2!3d41.5634782!4d-93.7716449!16s%2Fg%2F11fk3xthkf!19sChIJWduTPcwh7IcRDfrs2hBiHAI","Sarah Lee, ARNP",5.0,1,Nurse practitioner,"475 S 50th St, West Des Moines, IA 50265, United States","H67H+98 West Des Moines, Iowa, USA",http://integrativemediowa.com/,+1 515-226-3415,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yFLS9fOcN-QhfRz-t2zlCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.45842&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:19:12.258Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Prevention+%26+Healing+of+Iowa,+LLC/data=!4m7!3m6!1s0x87ee9e7a3d9d3c65:0xda43d634dd383bf6!8m2!3d41.6179709!4d-93.7640218!16s%2Fg%2F1vxcwznh!19sChIJZTydPXqe7ocR9js43TTWQ9o","Prevention & Healing of Iowa, LLC",3.0,2,Medical clinic,"2650 106th St Ste 100, Urbandale, IA 50322, United States","J69P+59 Urbandale, Iowa, USA",http://www.preventioniowa.com/,+1 515-727-4141,Open · Closes 3 pm,,https://lh3.googleusercontent.com/p/AF1QipOVH80gOKfaqqpNW5GSmH11zJVGeYxQJSSW1xCj=w408-h306-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-02-23T16:19:17.063Z,10 am–3 pm,10 am–3 pm,10 am–3 pm,10 am–3 pm,Closed,Closed,Closed,,,
