placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,error
https://www.google.com/maps/place/Professional+Park+Pediatrics/data=!4m7!3m6!1s0x88ec5f270db07fd5:0xe90ded2083a4c435!8m2!3d30.4777597!4d-84.2294114!16s%2Fg%2F1wj_6w33!19sChIJ1X-wDSdf7IgRNcSkgyDtDek,Professional Park Pediatrics,3.3,64,Pediatrician,"1881 Wellness Wy STE 80, Tallahassee, FL 32308, United States","FQHC+46 Tallahassee, Florida, USA",https://profparkpeds.com/,+1 850-402-5454,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerkxXbbSFngkWTmIF-GAjtjQqSHFvK2NnYEWX9NqjdCF2REDu0i0QANxTo8nFoLGdmwQLOTXsoiJ4UsWj8Y23faYT99k_pz3IzLA4Fb7PjkhUTIhP4Tek7jteIoAZaw0veh2rhfBA=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:09.483Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Capital+Pediatrics/data=!4m7!3m6!1s0x88ec5f055712ea33:0x4bfd8364ab96f1f6!8m2!3d30.4792308!4d-84.2311019!16s%2Fg%2F11bw470l_f!19sChIJM-oSVwVf7IgR9vGWq2SD_Us,Capital Pediatrics,3.7,20,Pediatrician,"2623 Centennial Blvd #103, Tallahassee, FL 32308, United States","FQH9+MH Tallahassee, Florida, USA",http://www.capitalpediatricsfl.com/,+1 850-877-6119,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOuEB396-Am36j5kRCH4Ayqkm3tMa9l2Tm6wFvk=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:14.405Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3 pm,Closed,Closed,8:30 am–5 pm,,
"https://www.google.com/maps/place/Dr.+Kathryn+A.+Simmons,+MD/data=!4m7!3m6!1s0x88ec5f7c777804e1:0xb0fb043a93c184f6!8m2!3d30.4557162!4d-84.2644819!16s%2Fg%2F1tgkj399!19sChIJ4QR4d3xf7IgR9oTBkzoE-7A","Dr. Kathryn A. Simmons, MD",4.0,11,Pediatrician,"1205 Marion Ave, Tallahassee, FL 32303, United States","FP4P+76 Tallahassee, Florida, USA",,+1 850-681-3887,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kwONb5rfWJ9kxFGMbQ4goQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.43293&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:17.183Z,,,,,,,,,
https://www.google.com/maps/place/KidsStreet+Urgent+Care/data=!4m7!3m6!1s0x88ecf51785c48679:0x16f790e31d57bf41!8m2!3d30.4767094!4d-84.2970375!16s%2Fg%2F11tj6n87nl!19sChIJeYbEhRf17IgRQb9XHeOQ9xY,KidsStreet Urgent Care,4.7,337,Urgent care center,"2615 N Monroe St suite 1b, Tallahassee, FL 32303, United States","FPG3+M5 Tallahassee, Florida, USA",https://www.kidsstreeturgentcare.com/locations/tallahassee/?&utm_source=google&utm_medium=organic_gmb&utm_campaign=tallahassee,+1 850-558-6126,Open · Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMZyZegk-9K3s-K-GOsvzCb1U_dDpYvGGT3ek84=w408-h310-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:21.925Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–9 pm,9 am–9 pm,8 am–8 pm,,
https://www.google.com/maps/place/North+Florida+Pediatric+Associates+Koeppel+Anna+T+MD/data=!4m7!3m6!1s0x88ec5f6f8e685ea5:0xc8ec343ae135ab49!8m2!3d30.5055229!4d-84.244775!16s%2Fg%2F12hs77fkl!19sChIJpV5ojm9f7IgRSas14To07Mg,North Florida Pediatric Associates Koeppel Anna T MD,3.7,25,Pediatrician,"2255 Killearn Center Blvd Suite 100, Tallahassee, FL 32309, United States","GQ44+63 Tallahassee, Florida, USA",,+1 850-877-1162,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPizS-2WdS_ZYgEJATDq6RDFiQs8NkSlqFejCCZ=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:26.671Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,
https://www.google.com/maps/place/ASK+Pediatric+Services/data=!4m7!3m6!1s0x88ec5f7b9d42f87d:0x9dca408bc228204!8m2!3d30.4996129!4d-84.2465967!16s%2Fg%2F1tp3066n!19sChIJffhCnXtf7IgRBIIivAik3Ak,ASK Pediatric Services,4.1,88,Neurologist,"3375 Capital Cir NE Building D, Tallahassee, FL 32308, United States","FQX3+R9 Tallahassee, Florida, USA",https://www.askpeds.com/,+1 850-878-0229,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMLtnf-ylZ4nrELNoOGzvgCg1KciASLu3BREc2u=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:31.337Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,true,
https://www.google.com/maps/place/Children%27s+Clinic/data=!4m7!3m6!1s0x88ec5f0ff95db393:0xa730066e29f52452!8m2!3d30.458094!4d-84.238721!16s%2Fg%2F1tdzxk8d!19sChIJk7Nd-Q9f7IgRUiT1KW4GMKc,Children's Clinic,2.6,63,Children Policlinic,"2416 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+6G Tallahassee, Florida, USA",http://childrens-clinic.edan.io/,+1 850-877-7123,Closed · Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1C1BlYmeaGAZMgjjEQxU0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.67381&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:36.127Z,"9 am–12 pm, 2–5 pm","9 am–12 pm, 2–5 pm","9 am–12 pm, 2–5 pm","9 am–12 pm, 2–5 pm",Closed,Closed,"9 am–12 pm, 2–5 pm",,
https://www.google.com/maps/place/Mitchell+Raquel+M+MD/data=!4m7!3m6!1s0x88ec5f7c777812ff:0xd6dec6abedf848b8!8m2!3d30.4557162!4d-84.2644819!16s%2Fg%2F12605vmhl!19sChIJ_xJ4d3xf7IgRuEj47avG3tY,Mitchell Raquel M MD,5.0,6,Pediatrician,"1205 Marion Ave, Tallahassee, FL 32303, United States","FP4P+76 Tallahassee, Florida, USA",,+1 850-681-3887,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kwONb5rfWJ9kxFGMbQ4goQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.43293&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:39.159Z,,,,,,,,,
https://www.google.com/maps/place/Henry+Lionel+MD/data=!4m7!3m6!1s0x88ec5f1011d7d027:0x5074ffe115a68b56!8m2!3d30.4594798!4d-84.2390702!16s%2Fg%2F1tgb85cs!19sChIJJ9DXERBf7IgRVoumFeH_dFA,Henry Lionel MD,4.2,22,Pediatrician,"1638 N Plaza Dr, Tallahassee, FL 32308, United States","FQ56+Q9 Tallahassee, Florida, USA",,+1 850-878-5147,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lKfk_4MJy48G0Do0UFp0aw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.241&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:41.739Z,,,,,,,,,
https://www.google.com/maps/place/UF+Health+Pediatric+Specialties+-+Tallahassee/data=!4m7!3m6!1s0x88ec5faa84768049:0x586cc56cfce51840!8m2!3d30.4603635!4d-84.2463354!16s%2Fg%2F11g3_9gdv5!19sChIJSYB2hKpf7IgRQBjl_GzFbFg,UF Health Pediatric Specialties - Tallahassee,4.0,4,Medical office,"2390 Phillips Rd, Tallahassee, FL 32308, United States","FQ63+4F Tallahassee, Florida, USA",https://ufhealth.org/locations/uf-health-pediatric-specialties-tallahassee?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 352-265-7337,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMsJLcIXUSwd5SXe19DhWHqKAHTx_M7tsrBbQvq=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:46.340Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
"https://www.google.com/maps/place/Dr.+Todd+A.+Patterson,+DO/data=!4m7!3m6!1s0x88ec5f7bb40ad1af:0x814deef2837cd777!8m2!3d30.4573837!4d-84.2381858!16s%2Fg%2F1tgdjt_8!19sChIJr9EKtHtf7IgRd9d8g_LuTYE","Dr. Todd A. Patterson, DO",3.7,14,Pediatrician,"2406 E Plaza Dr, Tallahassee, FL 32308, United States","FQ46+XP Tallahassee, Florida, USA",,+1 850-878-5322,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=79r6bJei6MSq5nGV6y2ujA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.51437&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:49.013Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Kennesa+W.+Hugger,+MD/data=!4m7!3m6!1s0x88ec5f055712c50f:0xfe487e68ba78f672!8m2!3d30.4791797!4d-84.2311853!16s%2Fg%2F1tqp_22z!19sChIJD8USVwVf7IgRcvZ4umh-SP4","Dr. Kennesa W. Hugger, MD",4.0,33,Pediatrician,"2623 Centennial Blvd, Tallahassee, FL 32308, United States","FQH9+MG Tallahassee, Florida, USA",,+1 850-877-6119,Closed · Opens 8:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1PkNPI3FFn_HHxKx0r9YuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.03244&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:53.913Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3 pm,Closed,Closed,8:30 am–5 pm,,
"https://www.google.com/maps/place/David+P.+Robinson,+MD/data=!4m7!3m6!1s0x88ec5f7ad9d590c3:0x718a16db6b49d821!8m2!3d30.4587546!4d-84.2619046!16s%2Fg%2F1hc29y7n2!19sChIJw5DV2Xpf7IgRIdhJa9sWinE","David P. Robinson, MD",4.3,6,Pediatrician,"1301 Hodges Dr, Tallahassee, FL 32308, United States","FP5Q+G6 Tallahassee, Florida, USA",https://www.tmh.org/provider/david-robinson-md-pediatrics,+1 850-431-5430,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dbRyMumZMCrAPGKJnuknmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.0711&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:13:58.482Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–1 pm,Closed,8 am–8 pm,,
https://www.google.com/maps/place/JAGANNADHA+R+RAYAVARAPU/data=!4m7!3m6!1s0x88ec5f84c8cdcc27:0x8f4b085cdd3f2638!8m2!3d30.4407643!4d-84.2599241!16s%2Fg%2F1td7v00r!19sChIJJ8zNyIRf7IgROCY_3VwIS48,JAGANNADHA R RAYAVARAPU,5.0,1,Pediatrician,"111 S Magnolia Dr, Tallahassee, FL 32301, United States","CPRR+82 Tallahassee, Florida, USA",,+1 850-576-4073,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qa4nlZKUjwUdGSGT1OE8UQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.71061&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:01.246Z,,,,,,,,,
https://www.google.com/maps/place/Thomas+C+Peele+MD/data=!4m7!3m6!1s0x88ec5f0ff95db393:0x7622a1b717efe983!8m2!3d30.458094!4d-84.238721!16s%2Fg%2F1tl7pk1j!19sChIJk7Nd-Q9f7IgRg-nvF7ehInY,Thomas C Peele MD,5.0,6,Pediatrician,"2416 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+6G Tallahassee, Florida, USA",,+1 850-877-7123,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1C1BlYmeaGAZMgjjEQxU0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.67381&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:03.917Z,,,,,,,,,
https://www.google.com/maps/place/Bunnell+Walter+G+MD/data=!4m7!3m6!1s0x88ec5f270db07fd5:0x52cf2ea28b95c62f!8m2!3d30.4777993!4d-84.2294364!16s%2Fg%2F1thzvmhj!19sChIJ1X-wDSdf7IgRL8aVi6Iuz1I,Bunnell Walter G MD,3.4,16,Pediatrician,"1881 Wellness Wy STE 80, Tallahassee, FL 32308, United States","FQHC+46 Tallahassee, Florida, USA",https://www.tmh.org/provider/walter-bunnell-md-pediatrics,+1 850-402-5454,Closed · Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-EPVsKu1ok1Bk8p-skFN9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.93832&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:08.681Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
"https://www.google.com/maps/place/Spark+Pediatrics+Medical+Daycare+%28PPEC%29+-+Tallahassee,+FL/data=!4m7!3m6!1s0x88ecf48765fe20ef:0xd267059e22929dc4!8m2!3d30.4510741!4d-84.3473079!16s%2Fg%2F11bccd0wlg!19sChIJ7yD-ZYf07IgRxJ2SIp4FZ9I","Spark Pediatrics Medical Daycare (PPEC) - Tallahassee, FL",4.0,8,Medical Center,"1236 Blountstown St, Tallahassee, FL 32304, United States","FM23+C3 Tallahassee, Florida, USA",https://www.sparkpediatrics.com/locations/tallahassee-center,+1 813-798-2809,Closed · Opens 6 am Wed,,https://lh3.googleusercontent.com/p/AF1QipN_gZJtQR5E6zRPaICmc4G4-SHOXkWg9byW2E2w=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:13.348Z,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,6 am–6 pm,,
https://www.google.com/maps/place/TMH+Physician+Partners+-+Primary+Care+and+Walk-in+Clinic+in+Wakulla/data=!4m7!3m6!1s0x88ec8435c3997bbf:0xf4fc9e36159fffd0!8m2!3d30.172217!4d-84.3736462!16s%2Fg%2F11gfndsbgh!19sChIJv3uZwzWE7IgR0P-fFTae_PQ,TMH Physician Partners - Primary Care and Walk-in Clinic in Wakulla,4.8,349,Medical clinic,"15 Council Moore Rd, Crawfordville, FL 32327, United States","5JCG+VG Crawfordville, Florida, USA",https://www.tmh.org/location/tmh-physician-partners-primary-care-in-wakulla,+1 850-926-7105,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgSVTDxVzSK1Teevt0ig1HAxYJnfaNuJlJeOrCggYvYHBTH4YRiuF9h09bsTMwbaLqQxeED233zGDV-uMjz2v0selvCXCeO_byR_5-JFoS5tcS4CRr-OJ2uUnHMqIkyOTS-7t-=w408-h544-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:18.168Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–8 pm,,
