placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/Southview+Infusion+Center/data=!4m7!3m6!1s0x884088deb6bc8f5d:0xf93e1598ebf252c9!8m2!3d39.6352184!4d-84.2017577!16s%2Fg%2F11bvt6crdl!19sChIJXY-8tt6IQIgRyVLy65gVPvk,Southview Infusion Center,4.5,17,Cancer treatment center,"1989 Miamisburg Centerville Rd Suite 101, Centerville, OH 45459, United States","JQPX+37 Centerville, Ohio, USA",,+1 937-401-6620,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VS1To0BK_5EvRNQ56lW1Pw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.1964&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:20.095Z,,,,
https://www.google.com/maps/place/TEND+%26+FLOURISH/data=!4m7!3m6!1s0x8840858a891638f5:0xc9e3d07eaf340482!8m2!3d39.7341741!4d-84.1803963!16s%2Fg%2F11f9x5dl5f!19sChIJ9TgWiYqFQIgRggQ0r37Q48k,TEND & FLOURISH,4.9,12,Wellness center,"1906 Brown St, Dayton, OH 45409, United States","PRM9+MR Dayton, Ohio, USA",http://www.tendandflourishdayton.com/,+1 937-602-7029,,https://lh3.googleusercontent.com/p/AF1QipN5Z6CvYJ_Ggu5Df5LUoYlzxoXpOBLqqnlfU8m7=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:23.203Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Riverview+Health+Institute/data=!4m7!3m6!1s0x884086b10dfd7735:0xefd07eecb66173f4!8m2!3d39.7472918!4d-84.1994041!16s%2Fg%2F1tdblp84!19sChIJNXf9DbGGQIgR9HNhtux-0O8,Riverview Health Institute,4.6,18,Hospital,"1 Elizabeth Pl, Dayton, OH 45417, United States","PRW2+W6 Dayton, Ohio, USA",http://www.riverviewhealthinstitute.com/,+1 866-537-9999,Closed ⋅ Opens 12 am Mon,https://lh3.googleusercontent.com/p/AF1QipO6bst_aAm0RJDkLiQLkBmbz3j-HZ1Tc18fkAj1=w408-h304-k-no,true,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:28.332Z,,,,
https://www.google.com/maps/place/Southwest+Ohio+Ketamine+TMS+and+IV+Therapy/data=!4m7!3m6!1s0x61c19130babc866f:0x16f6f522c34cb398!8m2!3d39.7300567!4d-84.0571169!16s%2Fg%2F11s34r3zms!19sChIJb4a8ujCRwWERmLNMwyL19hY,Southwest Ohio Ketamine TMS and IV Therapy,4.8,65,Mental health service,"1370 N Fairfield Rd STE D, Dayton, OH 45432, United States","PWJV+25 Dayton, Ohio, USA",https://www.swohioketamine.com/,+1 937-912-5155,"Closed ⋅ Opens 9 am Mon

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNV9XKYybVV1UY3QYHD8V5lim6zk4ZIv2U5gGCf=w426-h240-k-no,true,9 am–2 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:33.475Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Cancer+Care+at+Miami+Valley+Hospital+North+Campus/data=!4m7!3m6!1s0x8840803955555555:0xf272a1b85c459ceb!8m2!3d39.8559483!4d-84.2718279!16s%2Fg%2F1tcwxdbl!19sChIJVVVVVTmAQIgR65xFXLihcvI,Cancer Care at Miami Valley Hospital North Campus,4.5,2,Cancer treatment center,"9000 N Main St, Dayton, OH 45415, United States","VP4H+97 Dayton, Ohio, USA",https://www.premierhealth.com/services/cancer-care?utm_source=gmb&utm_medium=website&utm_campaign=kyruussoci,+1 844-316-4673,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMEnSF1xlygJ7P7vZkvphyZGjglYTIjqBB4YFEl=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:38.387Z,,,,
"https://www.google.com/maps/place/amazing+grace+treatment+center,+Inc./data=!4m7!3m6!1s0x8840857dbf0759f5:0x2a3d6be2b9c3b9ca!8m2!3d39.7464795!4d-84.1616746!16s%2Fg%2F11k57gzzv_!19sChIJ9VkHv32FQIgRyrnDueJrPSo","amazing grace treatment center, Inc.",5.0,2,Community health center,"17 Indiana Ave, Dayton, OH 45410, United States","PRWQ+H8 Dayton, Ohio, USA",http://www.amazinggrace22.org/,+1 937-640-3932,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sqvkjvsy2fVHEJmEP-yAxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.4159&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:43.415Z,,,,
https://www.google.com/maps/place/Vivo+Infusion+Huber+Heights+Dayton+North/data=!4m7!3m6!1s0x883f7f21ddd66db9:0x3a5c10e163fbaa33!8m2!3d39.8454203!4d-84.1886093!16s%2Fg%2F11vd2d2lzc!19sChIJuW3W3SF_P4gRM6r7Y-EQXDo,Vivo Infusion Huber Heights Dayton North,4.0,4,Medical clinic,"6640 Poe Ave Suite 110, Dayton, OH 45414, United States","RRW6+5H Dayton, Ohio, USA",https://vivoinfusion.com/locations/huber-heights-dayton-north/,+1 937-759-9906,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hs0o88nAp6yQcfjK2ZfIlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.436132&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:48.787Z,,,,
https://www.google.com/maps/place/Horizon+Infusions/data=!4m7!3m6!1s0x88409b929b631daf:0xaaa59c88aaea931c!8m2!3d39.6950854!4d-84.0942579!16s%2Fg%2F11ss6gkn0r!19sChIJrx1jm5KbQIgRHJPqqoicpao,Horizon Infusions,4.0,1,Medical clinic,"4235 Indian Ripple Rd #210, Dayton, OH 45440, United States","MWW4+27 Dayton, Ohio, USA",http://www.horizoninfusions.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10201834077192307714,+1 877-787-8720,,https://lh3.googleusercontent.com/p/AF1QipPWTBm_Z948EmFPFPRQXF6nmdLsxwpl1bvzcKiD=w408-h252-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:51.582Z,,,,
https://www.google.com/maps/place/MedMark+Treatment+Centers+Dayton/data=!4m7!3m6!1s0x884081c0af7d0413:0x4fd83c6e0c7f6be4!8m2!3d39.8035377!4d-84.2217909!16s%2Fg%2F11hdyjt_jz!19sChIJEwR9r8CBQIgR5Gt_DG482E8,MedMark Treatment Centers Dayton,4.5,28,Addiction treatment center,"4201 N Main St, Dayton, OH 45405, United States","RQ3H+C7 Dayton, Ohio, USA",https://medmark.com/locations/ohio/dayton/,+1 937-998-4300,Closed ⋅ Opens 5:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipN-9CRzoDuR2kTE7JZq-s7ZepFXvpWRQvi-1wAm=w408-h544-k-no,true,Closed,5:30 am–12 pm,5:30 am–12 pm,5:30 am–12 pm,5:30 am–12 pm,5:30 am–12 pm,6–9 am,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:03:56.498Z,,,,
https://www.google.com/maps/place/Serendipity+Community+Care/data=!4m7!3m6!1s0x88408385ccc38903:0xaa5efb7d3a226e26!8m2!3d39.7639107!4d-84.1935266!16s%2Fg%2F11j0306b9v!19sChIJA4nDzIWDQIgRJm4iOn37Xqo,Serendipity Community Care,4.7,14,Medical clinic,"11 W Monument Ave Suite 309, Dayton, OH 45402, United States","QR74+HH Dayton, Ohio, USA",http://serendipitycommunitycare.com/,+1 937-589-2222,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipO2jsm-o8ZgUALtVEmC5eu6gXlwcETeaQFvYvV9=w416-h240-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:01.540Z,,,,
https://www.google.com/maps/place/Athletico+Physical+Therapy+-+Dayton+North/data=!4m7!3m6!1s0x883f801d1da6cc55:0xe331d0252391373e!8m2!3d39.852072!4d-84.272047!16s%2Fg%2F11g7nz1_qp!19sChIJVcymHR2AP4gRPjeRIyXQMeM,Athletico Physical Therapy - Dayton North,5.0,116,Physical therapy clinic,"8805 N Main St #110, Dayton, OH 45415, United States","VP2H+R5 Dayton, Ohio, USA",https://www.athletico.com/locations/dayton-north/?utm_source=google-daytonnorth&utm_medium=web&utm_campaign=google-listings,+1 937-204-1877,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNM2In5WFjY3KX1kb-Qr_hMm_rAMkayxiscwkKI=w408-h306-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:06.375Z,,,,
https://www.google.com/maps/place/Nova+Behavioral+Health/data=!4m7!3m6!1s0x884085a535380445:0x22d054316f3ff59c!8m2!3d39.7379497!4d-84.1648233!16s%2Fg%2F11jg4kxfzy!19sChIJRQQ4NaWFQIgRnPU_bzFU0CI,Nova Behavioral Health,3.0,24,Mental health clinic,"732 Beckman St, Dayton, OH 45410, United States","PRQP+53 Dayton, Ohio, USA",http://novabehavioralhealth.org/,+1 937-253-1680,Closed ⋅ Opens 12 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npA0Z00oU74au8jkHKYqIbqJGHBw0JMnhzUvCugR8X_XXdw4iZOQC5qK0E2hMxp2EGeA1dGxHFJvETG1nayhqTb1ByEB1xCncsuhDNU0nLnhk6YIWmDj_YVTVmws-3JDimhjahnvtPVbVY=w513-h240-k-no,false,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:11.386Z,,,,
https://www.google.com/maps/place/Grandview+Hospital/data=!4m7!3m6!1s0x88408146ca9bc64d:0xf7f7a065a32342ca!8m2!3d39.7693719!4d-84.2028392!16s%2Fg%2F11g6bk5jwn!19sChIJTcabykaBQIgRykIjo2Wg9_c,Grandview Hospital,2.6,135,Hospital,"405 W Grand Ave, Dayton, OH 45405, United States","QQ9W+PV Dayton, Ohio, USA",https://www.ketteringhealth.org/grandview/,+1 937-723-3200,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9AwL46mhE7dfYrP10yw0vNZ_3ogs57Gq4e0QZGrQNgpXkUWVDTFZO6sF8OZLAUXLuSXsPcSxnhABCpfBAQQVVjFjWaxhvKZMD-FvlCz_u99kofSVxARRZppMnPCKBrkOh2XB7bw=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:14.277Z,,,,
"https://www.google.com/maps/place/Access+Hospital+Dayton/@39.7357328,-84.1544998,17z/data=!3m1!4b1!4m6!3m5!1s0x884084661c16d2bb:0x298096ac5d03a7c7!8m2!3d39.7357328!4d-84.1544998!16s%2Fg%2F11nnm323fh",Access Hospital Dayton,2.9,67,Psychiatric hospital,"2611 Wayne Ave Building 64, Dayton, OH 45420, United States","PRPW+76 Dayton, Ohio, USA",http://www.accesshospital.com/,+1 937-256-7801,Open 24 hours,,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:21.111Z,,,,
https://www.google.com/maps/place/Woodhaven+Residential+Treatment+Center/data=!4m7!3m6!1s0x8840879aa797d07d:0xad77d96d7cc918a2!8m2!3d39.7479641!4d-84.1998303!16s%2Fg%2F11mvh4bymz!19sChIJfdCXp5qHQIgRohjJfG3Zd60,Woodhaven Residential Treatment Center,3.3,126,Addiction treatment center,"1 Elizabeth Pl, Dayton, OH 45417, United States","PRX2+53 Dayton, Ohio, USA",https://www.woodhavenohio.com/,+1 937-813-1737,"Open 24 hours

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO5DWDq5_hCPp1m4YE6VZf1MeO96QBu2sKt0ajk=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:26.084Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Soin+Medical+Center+-+Kettering+Health+Cancer+Center/data=!4m7!3m6!1s0x88409d1738932845:0x92e11c09747e826b!8m2!3d39.7717086!4d-84.0637761!16s%2Fg%2F11r7289f71!19sChIJRSiTOBedQIgRa4J-dAkc4ZI,Soin Medical Center - Kettering Health Cancer Center,4.8,482,Cancer treatment center,"3535 Pentagon Blvd Suite 400, Beavercreek, OH 45431, United States","QWCP+MF Beavercreek, Ohio, USA",https://ketteringhealth.org/cancercenter/soin/,+1 855-500-2873,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8b6DaPdFYx0RFwFZ2vZLconqCPNv6KfKZpxlPsGd3W99vQETMkHQjsds7Q_MhbegFtSJeveyWWELRiGMIGK4gbzjzZ4kzfFsux1rOjFOBOAkf0UH17f73jFCHsT4EMVWiabE=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:31.223Z,,,,
https://www.google.com/maps/place/Greater+Dayton+Cancer+Center/data=!4m7!3m6!1s0x88408664537a05a7:0x6b8a11f3f8c78572!8m2!3d39.7058312!4d-84.1992973!16s%2Fg%2F1tcxqbsg!19sChIJpwV6U2SGQIgRcoXH-PMRims,Greater Dayton Cancer Center,4.6,27,Pharmacy,"3120 Governor's Pl Blvd, Dayton, OH 45409, United States","PR42+87 Dayton, Ohio, USA",http://www.daytonphysicians.com/,+1 937-293-1622,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no5jcKkRitExtUQyHS49re7hvmah8ss29ShOJW_nQj8hQk7mpB23aeS1LR7L8jfgJ_WvkfmMLp0jEZ45zHwb6JT5z_c9n6SiHqPwFOHw3PTU8rO-H8zxuSi1fPn6lLtg_r5KvWIwA=w458-h240-k-no,false,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:36.174Z,,,,
https://www.google.com/maps/place/Paragon+Infusion+Therapy/data=!4m7!3m6!1s0x88408f942a48c819:0x18a96cb3ed95d449!8m2!3d39.6508462!4d-84.1244424!16s%2Fg%2F11gmx0s2yl!19sChIJGchIKpSPQIgRSdSV7bNsqRg,Paragon Infusion Therapy,4.0,1,Pharmacy,"1746 Thomas Paine Pkwy, Dayton, OH 45459, United States","MV2G+86 Dayton, Ohio, USA",,+1 866-346-9866,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kkmpaGSa3he_IczGcywqbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.327593&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Dayton+Dayton+OH/@39.7592225,-84.1936144,14z",2025-09-28T23:04:39.132Z,,,,
