placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,friday,saturday,sunday,monday,tuesday,wednesday,thursday,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Marvin%27s+Garage+Doors/data=!4m7!3m6!1s0x885172cca7723175:0x98e1dbb6541a3567!8m2!3d36.1453374!4d-81.3145772!16s%2Fg%2F11dx9fd1_t!19sChIJdTFyp8xyUYgRZzUaVLbb4Zg,Marvin's Garage Doors,4.7,40,Garage door supplier,"8249 US-421, Wilkesboro, NC 28697, United States","4MWP+45 Wilkesboro, North Carolina, USA",https://marvinsgaragedoors.com/?utm_source=localfx&utm_medium=organic&utm_campaign=localfx&utm_content=wilkesboro,+1 336-973-4001,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN7GE5G951r5uDVtEDcHAJUqWUoZZo0wz9REFOg=w426-h240-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:45:40.400Z,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,,
https://www.google.com/maps/place/Ashe+County+Garage+Doors/data=!4m7!3m6!1s0x8851ac8ce985ade1:0x6720b4450aff085b!8m2!3d36.41159!4d-81.4791386!16s%2Fg%2F11b807hg3f!19sChIJ4a2F6YysUYgRWwj_CkW0IGc,Ashe County Garage Doors,4.2,38,Garage door supplier,"120 Blackburn St, Jefferson, NC 28640, United States","CG6C+J8 Jefferson, North Carolina, USA",http://www.ashecountygaragedoors.com/,+1 336-246-3651,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMBUtov2eHjxhZHOlGSa_Q_nWSofUPIXPoTQhcA=w408-h304-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:45:45.475Z,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/McDaniel+Door+Service/data=!4m7!3m6!1s0x88512e4a6bd25ea9:0xd1bd260cc6dbad4b!8m2!3d35.723952!4d-81.3180863!16s%2Fg%2F11c1ljmnrn!19sChIJqV7Sa0ouUYgRS63bxgwmvdE,McDaniel Door Service,5.0,61,Garage door supplier,"1131 9th Ave SE, Hickory, NC 28602, United States","PMFJ+HQ Hickory, North Carolina, USA",http://www.mcdanields.com/,+1 828-569-0472,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO7YRfUP8GdppBGh3Sj4S0uGmjhtKPn5ts1mCMY=w426-h240-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:45:51.382Z,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Garage+Door+Specialists/data=!4m7!3m6!1s0x8850ce624be9f96d:0xc014fc26903d3bcf!8m2!3d35.7327393!4d-81.7326611!16s%2Fg%2F1tfmp2fh!19sChIJbfnpS2LOUIgRzzs9kCb8FMA,Garage Door Specialists,5.0,562,Garage door supplier,"111 Benview Ln, Morganton, NC 28655, United States","P7M8+3W Morganton, North Carolina, USA",http://www.garagedoorspecialists.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 828-584-2297,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNvDU2JxUnA3sllMrB2FBgcN62baklXEdxSKzv_=w408-h544-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:45:56.536Z,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,,,,
"https://www.google.com/maps/place/The+Care+Collective+Massage,+Sauna+%26+Foot+Soak/data=!4m7!3m6!1s0x8850fa0eb8a8e949:0x13f1e5fc89501ec!8m2!3d36.2056489!4d-81.6613931!16s%2Fg%2F1tkrmhjp!19sChIJSemouA76UIgR7AGVyF8ePwE","The Care Collective Massage, Sauna & Foot Soak",4.9,434,Massage therapist,"ForestView Professional Building, 584 State Farm Rd Suite 104, Boone, NC 28607, United States","684Q+7C Boone, North Carolina, USA",http://takecareboone.com/,+1 828-406-4344,Open ⋅ Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipP7uhg3uVVmmnlFcA7tWx0WG7UeRDqaPU8IrWN6=w426-h240-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:01.662Z,8:30 am–7:30 pm,10 am–4:30 pm,10 am–4:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,8:30 am–7:30 pm,,,,
https://www.google.com/maps/place/Mountain+Lumber+Company/data=!4m7!3m6!1s0x8850edf89c1e98ab:0x74eade2e65c3115e!8m2!3d36.1545143!4d-81.7864913!16s%2Fg%2F1v26mtc0!19sChIJq5genPjtUIgRXhHDZS7e6nQ,Mountain Lumber Company,4.8,13,Building materials store,"9877 NC-105, Banner Elk, NC 28604, United States","5637+RC Banner Elk, North Carolina, USA",,+1 828-963-7524,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOqYcHKCfrU_-okRoVtmFWWX74yU8xfijZGbKaG=w408-h272-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:06.698Z,7 am–4 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x88515525ef7c7333:0x475e03f4e7969a76!8m2!3d35.5927157!4d-80.8622917!16s%2Fg%2F11v41dtsfj!19sChIJM3N87yVVUYgRdpqW5_QDXkc,Precision Garage Door Service,4.9,147,Garage door supplier,"121 Rolling Hill Rd Ste. 230, Mooresville, NC 28117, United States","H4VQ+33 Mooresville, North Carolina, USA",https://garagedoorscharlottenc.com/,+1 704-790-3810,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOX6PANP3wSD45_ntex6yOA7nPryeeuabr-dcCZ=w408-h328-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:11.997Z,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,,,,
"https://www.google.com/maps/place/HLM+Garage+Doors+%26+More,+LLC/data=!4m7!3m6!1s0x88515982cf821805:0xa24c80ffe2b9344d!8m2!3d36.0539851!4d-80.9137096!16s%2Fg%2F11g71cflm2!19sChIJBRiCz4JZUYgRTTS54v-ATKI","HLM Garage Doors & More, LLC",4.4,29,Garage door supplier,"528 Grassy Knob Rd, Union Grove, NC 28689, United States","333P+HG Union Grove, North Carolina, USA",https://hlmgaragedoors.com/,+1 980-223-8532,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPE1Rfq6TtDjbw1tn6cBMk4FajnagSNypvb4JOe=w408-h306-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:17.197Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/SRS+Tire+and+Auto,+Inc./data=!4m7!3m6!1s0x8850fb298e6addd7:0x14371beca4bbc454!8m2!3d36.2086551!4d-81.667499!16s%2Fg%2F11h12hwlv_!19sChIJ191qjin7UIgRVMS7pOwbNxQ","SRS Tire and Auto, Inc.",4.9,249,Auto repair shop,"662 NC-105 Extension, Boone, NC 28607, United States","685M+F2 Boone, North Carolina, USA",http://www.srstire.com/,+1 828-355-9291,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMywURCL7OpBRfn9JTWamYF0WQEGy0Vo5rAzX8Wq5M9Preq01TwmD_jkZ8XgdhLTxXh6RrnpSqE8GhzEunSLoMLpvhPN8f3y3s73rJDirt7U4aj15sKrJn2Yjc9Z8NXMObutiU=w408-h307-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:22.251Z,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Ballard+Door+Inc/data=!4m7!3m6!1s0x88513624424eb70d:0x4707eaecb6f8c66e!8m2!3d35.7064832!4d-81.1713359!16s%2Fg%2F1tcxkgdc!19sChIJDbdOQiQ2UYgRbsb4tuzqB0c,Ballard Door Inc,4.9,18,Garage door supplier,"2030 Conover Blvd E, Conover, NC 28613, United States","PR4H+HF Conover, North Carolina, USA",https://www.ballarddoors.com/,+1 828-459-1922,,https://lh3.googleusercontent.com/p/AF1QipPTC8R8voTyEzaTfFvV-Ael6TSinlW5Ud7S8SyW=w408-h367-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:25.267Z,,,,,,,,Identifies as women-owned,,,
"https://www.google.com/maps/place/Leo%E2%80%99s+painting+,+Handyman+and+Landscaping/data=!4m7!3m6!1s0x8850edc9ae915e75:0xc99b918585a27bf5!8m2!3d36.1277559!4d-81.8220207!16s%2Fg%2F11pds5z_bp!19sChIJdV6RrsntUIgR9XuihYWRm8k","Leo’s painting , Handyman and Landscaping",4.9,86,Painting,"5140 NC-105 south, Banner Elk, NC 28604, United States","45HH+45 Banner Elk, North Carolina, USA",,+1 828-964-3286,Closes soon ⋅ 6 pm ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipM_wCCd93U8FpR9GV2V_qRkj1QjGF4RUM10ztnr=w410-h240-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:30.215Z,7 am–6 pm,7 am–6 pm,9 am–5 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,,,,
https://www.google.com/maps/place/Terminix+Triad/data=!4m7!3m6!1s0x8850fa1401aceb7d:0x5418403cdee8dd02!8m2!3d36.221296!4d-81.717581!16s%2Fg%2F1tdn9cgn!19sChIJfeusART6UIgRAt3o3jxAGFQ,Terminix Triad,4.9,456,Pest control service,"755 North Carolina Hwy 105 Bypass #3, Boone, NC 28607, United States","67CJ+GX Boone, North Carolina, USA",https://www.terminix-triad.com/service-areas/pest-control-boone-nc?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-boone,+1 828-392-1925,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipNL0DWlHVkTFTPsKvEqJVIEzgpHmkja-QCcXDMD=w426-h240-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:35.256Z,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Highland+Door+Company/data=!4m7!3m6!1s0x8859f3a909d07c8b:0x7a449c4652401e80!8m2!3d35.55937!4d-82.5158535!16s%2Fg%2F12hqp0phh!19sChIJi3zQCanzWYgRgB5AUkacRHo,Highland Door Company,4.9,51,Garage door supplier,"217 Merchant St, Asheville, NC 28803, United States","HF5M+PM Asheville, North Carolina, USA",http://www.highlanddoor.com/,+1 828-388-0922,Closes soon ⋅ 6 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOqxxIt2dPMZJc8n-yB5_Jy8GoHKhCFb2h90U0j=w408-h306-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:40.236Z,7 am–6 pm,9 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+the+High+Country/data=!4m7!3m6!1s0x8859ec555d414f9f:0x6eeedfc44938e8b3!8m2!3d35.4817886!4d-82.5232766!16s%2Fg%2F11c2p96tl9!19sChIJn09BXVXsWYgRs-g4ScTf7m4,Overhead Door Company of the High Country,4.9,357,Garage door supplier,"34C Rosscraggon Rd Unit #101, Asheville, NC 28803, United States","FFJG+PM Asheville, North Carolina, USA",https://overheaddoorhighcountry.com/,+1 828-255-5222,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOJ4GNQlZmzq86Nw6n9D8l3B0rVFyDlAeCSZ2h7=w408-h397-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:45.572Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Herndon+Garage+Door+Company/data=!4m7!3m6!1s0x8856e702bad252c7:0x3844a5fa22920901!8m2!3d35.21648!4d-81.3941!16s%2Fg%2F11bw65pt0z!19sChIJx1LSugLnVogRAQmSIvqlRDg,Herndon Garage Door Company,4.9,41,Garage door supplier,"1415 Bethlehem Rd, Kings Mountain, NC 28086, United States","6J84+H9 Kings Mountain, North Carolina, USA",,+1 704-860-3196,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMv-6V1IgKYYAXGjgw0CG16HHcOaAFZPBgi0L-V=w408-h367-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:50.779Z,7 am–7 pm,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,,,
https://www.google.com/maps/place/Unifour+Door+Systems+LLC/data=!4m7!3m6!1s0x88512652e328e66d:0xa62972822e281563!8m2!3d35.8157139!4d-81.4601138!16s%2Fg%2F1wv_sxsh!19sChIJbeYo41ImUYgRYxUoLoJyKaY,Unifour Door Systems LLC,4.8,32,Garage door supplier,"3815 N Main St Unit 2C, Granite Falls, NC 28630, United States","RG8Q+7X Granite Falls, North Carolina, USA",https://www.unifourdoorsystems.com/,+1 828-312-2825,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipM5bbiByfKwlCtcppx87JliXOSh3mssd_selhFl=w408-h272-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:46:56.044Z,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,,,,
https://www.google.com/maps/place/Door+Systems+%7C+ASSA+ABLOY/data=!4m7!3m6!1s0x8851310f9542f7ff:0xfb869374a1afb527!8m2!3d35.71821!4d-81.28623!16s%2Fg%2F1tw1fjgm!19sChIJ__dClQ8xUYgRJ7WvoXSThvs,Door Systems | ASSA ABLOY,5.0,47,Garage door supplier,"861 21st St Dr SE, Hickory, NC 28602, United States","PP97+7G Hickory, North Carolina, USA",https://www.doorsystems.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_nc_hic,+1 828-328-5077,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMOMqxoWkJxVR2fa431yvXPvWqMKCiqlvyrwi7g=w630-h240-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:47:01.461Z,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/United+Muffler+%26+Auto+Repair/data=!4m7!3m6!1s0x8850fa3e339d053b:0xe46c057eb89c05df!8m2!3d36.214045!4d-81.668204!16s%2Fg%2F1261qt_24!19sChIJOwWdMz76UIgR3wWcuH4FbOQ,United Muffler & Auto Repair,4.6,175,Muffler shop,"267 NC-105 Extension Suite 2, Boone, NC 28607, United States","687J+JP Boone, North Carolina, USA",https://unitedmufflerandautorepair.com/,+1 828-262-1025,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipO2KDqoiK9MPM4kFNsB6W9N_hhWTsPmtwbvD6Hm=w408-h322-k-no,true,"https://www.google.com/maps/search/garage+door+services+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-11-07T22:47:06.558Z,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,,,,
