placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/DC+Eager+Emergency+Services+LLC/data=!4m7!3m6!1s0x89c625540333ffff:0xaa61c2756d708f61!8m2!3d39.9823073!4d-76.276352!16s%2Fg%2F11cs6235jy!19sChIJ__8zA1QlxokRYY9wbXXCYao,DC Eager Emergency Services LLC,4.7,36,Water damage restoration service,"6 E Kendig Rd, Willow Street, PA 17584, United States","XPJF+WF Willow Street, Pennsylvania, USA",https://dceager.com/,+1 717-989-5763,Closed · Opens 8 am,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweppJ4jvmJf_wBNKflgSGhJVKv1astFN-zFd2emuTQvHMsxVi_s4MgKmwyoZMCPWgd_89h-hdCUxHLCZ31IN6obVix44CJ4GBjqnasvSa6T9DaP7QLphioNeVhS5LelEuXTWBGIx=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–11 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:45:54.114Z,,,
https://www.google.com/maps/place/Voda+Cleaning+%26+Restoration+of+SW+Lancaster+County/data=!4m7!3m6!1s0x29b8ee211be52219:0x2c318ab08a6435d5!8m2!3d40.004572!4d-76.137988!16s%2Fg%2F11xgg0jc6s!19sChIJGSLlGyHuuCkR1TVkirCKMSw,Voda Cleaning & Restoration of SW Lancaster County,4.8,45,Water damage restoration service,,,http://myvoda.com/lancaster-pa?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 717-942-9127,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5WRR4KLnXNDBs7eav2EI3Prye3kzh2W4ulwhx80zEHQQVGbgDCHG-dWu2QlERYkL-GgZusQqCPRdfdFL7nSX8XchrqiDlt0W4bLg6EcBhgU5k91dfGKnjeBCKRmFaC7194OtjPoOaKb_h=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:45:58.962Z,,,
https://www.google.com/maps/place/PuroClean+of+Northern+Lancaster+County/data=!4m7!3m6!1s0x89c61396d8b35959:0x698c52d438e6d19a!8m2!3d40.243531!4d-76.1363213!16s%2Fg%2F11ghdk02yg!19sChIJWVmz2JYTxokRmtHmONRSjGk,PuroClean of Northern Lancaster County,5.0,36,Water damage restoration service,"206 Willow Dr, Denver, PA 17517, United States","6VV7+CF Denver, Pennsylvania, USA",https://www.puroclean.com/denver-pa-puroclean-northern-lancaster-county,+1 717-690-0100,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweooEAwbuBcTpmGTibotORy8C_csv2kPMEBcO1GnMhSrTdrTB53dVkRAQ5-yEUuzDj6RRclNPmjRGy8QUC-93Zwula4WgkbFFd3MkPfUm3dsil40OEUSRdkmZCjcP5jQDxhab84=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:03.865Z,,,
https://www.google.com/maps/place/ServiceMaster+Fire+%26+Water+Clean+Up/data=!4m7!3m6!1s0x89c620eeadeede7b:0xf5b631702b0dbef7!8m2!3d40.1018067!4d-76.4264883!16s%2Fg%2F11c0r5n_7k!19sChIJe97ure4gxokR974NK3AxtvU,ServiceMaster Fire & Water Clean Up,4.9,52,Water damage restoration service,"101 W Main St Unit K, Salunga, PA 17538, United States","4H2F+PC Salunga, Pennsylvania, USA",https://www.servicemasterrestore.com/servicemaster-fire-and-water-cleanup-services/?utm_source=GBP&utm_medium=Organic,+1 717-297-0917,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweooTCISp9O80XiSBctlyfkyKi-pq8shQ8mzNdfYC5CKNtFxIM0PD2zvkNufZlhqlW5-tYheaq7J6we10rARkVQ74RDiM7w2OYm_eR6-K4Y8dB6NuCHI0GkhDHiLHQWj2WloMQRfgA=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:08.629Z,,,
https://www.google.com/maps/place/Servpro+Of+Lancaster+East/data=!4m7!3m6!1s0x89c62507a084595f:0x1768d06d7c914e0!8m2!3d39.9838732!4d-76.280998!16s%2Fg%2F11fsz_6jl9!19sChIJX1mEoAclxokR4BTJ1waNdgE,Servpro Of Lancaster East,3.5,2,Water damage restoration service,"2600 Willow Street Pike N, Willow Street, PA 17584, United States","XPM9+GJ Willow Street, Pennsylvania, USA",http://www.servprolancastereast.com/,+1 717-200-2362,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G2ZzqG0a4mRcJl5Pm0EJzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.7985&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:11.208Z,,,
https://www.google.com/maps/place/ClassONE+Property+Restoration/data=!4m7!3m6!1s0x89c6215655170627:0xd57b579382312cea!8m2!3d40.0413817!4d-76.4100096!16s%2Fg%2F11v5c1_3d9!19sChIJJwYXVVYhxokR6iwxgpNXe9U,ClassONE Property Restoration,4.8,25,Fire damage restoration service,"98 N Donerville Rd, Mountville, PA 17554, United States","2HRQ+HX Mountville, Pennsylvania, USA",https://www.classonerestoration.com/,+1 844-425-2771,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweosT5EwF6KjvE8421eLpuhB_lAg0i1GS7gDqZvlAHz9Ro3RcnUa2UQ7A6rOnmIcBBYMKysVigpD3TJD1p1Ssjb7CBCa_AlbbndFjlyn8EW8sfKB6RHOHuHhJeyIG3X78sXYfYs=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:15.967Z,,,
https://www.google.com/maps/place/Aspen+Home+Improvements/data=!4m7!3m6!1s0x89c6231cdb2eecbf:0xb696946e9dc8aaf9!8m2!3d40.0531145!4d-76.2616938!16s%2Fg%2F1vgw9l02!19sChIJv-wu2xwjxokR-arInW6UlrY,Aspen Home Improvements,4.7,1861,Window installation service,"222 Pitney Rd, Lancaster, PA 17601, United States","3P3Q+68 Lancaster, Pennsylvania, USA",https://aspen-exteriors.com/gmb-multi-service/?utm_source=google+my+business&utm_medium=organic&utm_campaign=222+pitney+rd+gmb&utm_term=location&utm_content=location,+1 717-923-5707,,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAoFuTaKGRHr8UP86TAYezkuP28_HZG6u1nn2URhGZtfTrkFxpnOZkrPH6vKX4seBlwbAQwVpdYcN9hYVYSmhV-SrCQL5MHOVQUIcUJoPIjrDTSKdtB9W2Q3UpWDOWxesm8Md5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,8 am–12 am,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:20.805Z,,,
https://www.google.com/maps/place/The+Exterior+Company/data=!4m7!3m6!1s0x89c6241e7dd34185:0xb300d7f6bc8ff470!8m2!3d40.0480527!4d-76.3117534!16s%2Fg%2F1q5bngb0d!19sChIJhUHTfR4kxokRcPSPvPbXALM,The Exterior Company,4.8,2192,Roofing contractor,"311 Harrisburg Ave, Lancaster, PA 17603, United States","2MXQ+67 Lancaster, Pennsylvania, USA",https://theexteriorcompany.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Lancaster-PA,+1 717-621-5097,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8M8VLDk1rlF-_goxK9OTi7D2G7mOn7hV8Jba5svoqc73kgm8w2FxQjZcrHisGQwDXjLYxEIG3yNhbpa8uQURTmgXsyPSGkBGNMz15KXzB2_3TyCqDmpvoxNL_T6FZTgHL2E0=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:25.840Z,,,
"https://www.google.com/maps/place/BrentMore+Construction,+Inc./data=!4m7!3m6!1s0x89c6245bd0582879:0x711ba5bbc27a01c2!8m2!3d40.0366925!4d-76.3237073!16s%2Fg%2F11xf2yjy6!19sChIJeShY0FskxokRwgF6wrulG3E","BrentMore Construction, Inc.",5.0,2,Construction company,"117 S West End Ave #15, Lancaster, PA 17603, United States","2MPG+MG Lancaster, Pennsylvania, USA",,+1 717-299-4010,Closed · Opens 8:30 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ha68-Jg9xCAR9cewhLYA5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.68715&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:30.516Z,,,
https://www.google.com/maps/place/City+Brick+Restorations/data=!4m7!3m6!1s0x89c624edf4702c95:0x56231513d33602!8m2!3d40.0262091!4d-76.3037797!16s%2Fg%2F1v9gkz0q!19sChIJlSxw9O0kxokRAjbTExUjVgA,City Brick Restorations,4.7,39,Masonry contractor,"714 S Queen St, Lancaster, PA 17603, United States","2MGW+FF Lancaster, Pennsylvania, USA",https://www.citybrickrestorations.com/,+1 717-951-6260,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqKX-lp-0o1ezdQed383wRbzSOCcJmDJ02nf1--PnTyuOr33K897AbrixkipdorRb3owvVzYE8VfjqwU1K1_93v3m0cDNd5ICCYOBlcIkfobojAkWBCcpX20R63sxsTdcvdJCBRAQ=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:35.210Z,,,
https://www.google.com/maps/place/Steve+Groff+Masonry+Inc./data=!4m7!3m6!1s0x89c63b33a3192c53:0x1248452ea7c1446d!8m2!3d40.0308811!4d-76.2675981!16s%2Fg%2F1tcxw5nw!19sChIJUywZozM7xokRbUTBpy5FSBI,Steve Groff Masonry Inc.,4.8,19,Masonry contractor,"1628 Peony Rd, Lancaster, PA 17602, United States","2PJJ+9X Lancaster, Pennsylvania, USA",http://stevegroffmasonry.com/,+1 717-330-2042,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepkEQMIQ6sZk7_-loVJPDTpN8Qd0J1-VyMZYHz7GGmbQAoc0IxUWqbvZVGBFq-2tPWegM0Pl8rh-B1DQHo-gagXFmp2NqKNxVbxaDuFcYRKqpbub8DlLzo9x-LL9w9zmOs8S5Clk4dXbDxb=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:37.982Z,,,
https://www.google.com/maps/place/Two+Dudes+Painting+Company/data=!4m7!3m6!1s0x89c624f8f104e65b:0xe6381186a3c51349!8m2!3d40.029994!4d-76.3151141!16s%2Fg%2F1wj_v6pq!19sChIJW-YE8fgkxokRSRPFo4YROOY,Two Dudes Painting Company,4.9,482,Painter,"750 Poplar St, Lancaster, PA 17603, United States","2MHM+XX Lancaster, Pennsylvania, USA",https://twodudes.com/,+1 717-396-1207,Closed · Opens 8 am,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerScQy3hHrrC-VRnwt8vBBWk6Ys7yB83Daazg8GaQ1Zj8mXSIbbG8dBNg3AwrFKRbQVzdYg0kgPiuvIs6qw-4FaVxGZSgmT4jcfpChlYkZmB81RBXnYMBsD6fS9YQK3yy_Noqt_=w441-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:42.785Z,,,
https://www.google.com/maps/place/SERVPRO+of+East+York/data=!4m7!3m6!1s0x89c88ea507e3ffff:0x25123b7773a53ec4!8m2!3d39.959106!4d-76.604433!16s%2Fg%2F11hcf31nmk!19sChIJ___jB6WOyIkRxD6lc3c7EiU,SERVPRO of East York,4.6,51,Water damage restoration service,,,https://www.servpro.com/locations/pa/servpro-of-east-york?utm_medium=organic&utm_source=gbp,+1 717-868-6194,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerkm-Tu4tymKpwjWHMGPwuZmFMUePlqA0NBxX1i7Z3_qhtUnVwk9BFtWywMxQe5HHBi3OiW_-3mByc3wMpVvDU06XZoaZEJtBYzEg1MedYV5mC-G9DtNWfDRWIKU6Crt3W-xGYMDVDFcRgE=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:47.590Z,,,
https://www.google.com/maps/place/VZ+Painting+LLC/data=!4m7!3m6!1s0x6b43b88bef9ae9b:0xb492143304463541!8m2!3d40.018551!4d-76.3180945!16s%2Fg%2F11rmn6kv6t!19sChIJm675vog7tAYRQTVGBDMUkrQ,VZ Painting LLC,5.0,161,Painting,,,https://www.vzpaintingllc.com/,+1 717-468-5087,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqWsg1uGHl6fU0Wqma1R_N_hQDuP3nALdx766T_XexWHV-hYybIHHAHJiQ-N4JLaqt6CPpJAK_UsBGa2PyIbYVw5KnmxExQ-Zys3XnfLTiJu8KDH56mlIkYw7F0RRJFzihvJt53=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-03-23T04:46:52.312Z,,,
