placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Genesis+Health+Clubs+-+Fort+Collins+Club/data=!4m7!3m6!1s0x87694b2194d625fd:0x7dd0f0c4e45e9b1d!8m2!3d40.5666173!4d-105.0541889!16s%2Fg%2F1tf5f6y3!19sChIJ_SXWlCFLaYcRHZte5MTw0H0,Genesis Health Clubs - Fort Collins Club,4.2,895,Gym,"1307 E Prospect Rd, Fort Collins, CO 80525, United States","HW8W+J8 Fort Collins, Colorado, USA",https://www.genesishealthclubs.com/locations/fort-collins-club.html?utm_campaign=search&utm_medium=organic&utm_source=gbp,+1 970-224-2582,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMJecJpYTrnovKdYFz1ph09RyJkDFchL3qNiIf4=w426-h240-k-no,true,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,6 am–7 pm,6 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:19.315Z,,,
https://www.google.com/maps/place/Front+Range+Pool+Table+Company/data=!4m7!3m6!1s0x87694ac4c41a35b1:0x6acfa2d5a43810c0!8m2!3d40.5817567!4d-105.0479541!16s%2Fg%2F1tcyxxq7!19sChIJsTUaxMRKaYcRwBA4pNWiz2o,Front Range Pool Table Company,4.9,152,Billiards supply store,"1600 E Mulberry St Unit#3, Fort Collins, CO 80524, United States","HXJ2+PR Fort Collins, Colorado, USA",https://frontrangepooltables.com/,+1 970-419-0816,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipPi1BzMNJs2h1qDtNssYmhEA7LgAbkGns86I4af=w408-h544-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:24.454Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/City+Park+Pool/data=!4m7!3m6!1s0x87694a157a79c3bd:0x82448d4e94ff3eb!8m2!3d40.5838015!4d-105.1045212!16s%2Fg%2F1vlqqpqf!19sChIJvcN5ehVKaYcR6_NP6dRIJAg,City Park Pool,4.3,365,Public swimming pool,"1597 City Park Dr, Fort Collins, CO 80521, United States","HVMW+G5 Fort Collins, Colorado, USA",http://www.fcgov.com/recreation/cityparkpool,+1 970-221-6658,"Closed ⋅ Opens 9:30 am Tue

Confirmed by phone call 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNinBCcOfrDmlM3T9N4w9ssXuLxiOvxa5AyK1wI=w442-h240-k-no,true,9:30 am–1 pm,"9:30 am–1 pm, 4:30–7 pm",9:30 am–1 pm,"9:30 am–1 pm, 4:30–7 pm",9:30 am–1 pm,11 am–6 pm,11 am–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:29.505Z,,,
https://www.google.com/maps/place/Pinball+Jones/data=!4m7!3m6!1s0x87694a8b2974fc95:0x7ca27dc2e7fe763d!8m2!3d40.5872878!4d-105.0764619!16s%2Fg%2F1tcxq4kp!19sChIJlfx0KYtKaYcRPXb-58J9onw,Pinball Jones,4.7,451,Video arcade,"107 Linden St, Fort Collins, CO 80524, United States","HWPF+WC Fort Collins, Colorado, USA",http://pinballjones.com/,,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYbTow6unZMYuVQj5b99C-ohiTjn0O8owx5I1tJ8fLWQtFvlPKfCutnlUHUvLg2mYHZXXdCn0WhEc-s3mBTxgwZc3pgjyvgmEYdb4ufAdSYXrNRlXd66DMGoVBWWcsBFrTNeTs1A=w408-h307-k-no,true,12 pm–12 am,5–11 pm,5–11 pm,5–11 pm,12 pm–12 am,12 pm–12 am,12–11 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:34.619Z,,,
https://www.google.com/maps/place/Match+UPS+Pool+Hall/data=!4m7!3m6!1s0x87694a587f9c9f75:0xdf08cec73b8257ef!8m2!3d40.579202!4d-105.079278!16s%2Fg%2F1tf_hx6t!19sChIJdZ-cf1hKaYcR71eCO8fOCN8,Match UPS Pool Hall,4.3,470,Pool hall,"625 S Mason St, Fort Collins, CO 80524, United States","HWHC+M7 Fort Collins, Colorado, USA",http://www.matchupspoolhall.com/,+1 970-482-2337,"Closed ⋅ Opens 3 pm Tue

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMqHls4h0r52eeUi9MNsf1r6Ah5IzENFoRpgYdh=w421-h240-k-no,true,Closed,3 pm–12 am,3 pm–12 am,12 pm–12 am,12 pm–2 am,12 pm–2 am,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:39.859Z,,,
https://www.google.com/maps/place/Fort+Fun/data=!4m7!3m6!1s0x87694ac4ab694ba1:0x81be91577fa73504!8m2!3d40.5801287!4d-105.0498879!16s%2Fg%2F1tddy7p4!19sChIJoUtpq8RKaYcRBDWnf1eRvoE,Fort Fun,4.4,2028,Amusement park,"1513 E Mulberry St, Fort Collins, CO 80524, United States","HXJ2+32 Fort Collins, Colorado, USA",https://fortfun.biz/,+1 970-472-8000,"Closed ⋅ Opens 12 pm Tue

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOuasx9UNILwfhMYrGwndu702mmKbb9eWhqrCtt=w408-h271-k-no,true,Closed,12–8 pm,12–8 pm,12–8 pm,12–9 pm,10 am–10 pm,10 am–8 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:44.916Z,"Massive lakeside amusement park with mini-golf, go-karts, escape rooms & more.",,
https://www.google.com/maps/place/BMW+Billiards/data=!4m7!3m6!1s0x87694cf5d41b327b:0xd25a960cadd59633!8m2!3d40.5557434!4d-105.072209!16s%2Fg%2F11c3k9jyfk!19sChIJezIb1PVMaYcRM5bVrQyWWtI,BMW Billiards,4.7,3,Billiards supply store,,,http://bmwbilliards.com/,+1 970-391-7664,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM61fG1BXKfy2aSBCTAcjPiSxMPHKbPmP0IeFBS=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:49.838Z,,,
https://www.google.com/maps/place/Pond+People+LLC/data=!4m7!3m6!1s0x876eb1dad8689bcb:0x450c6d966392af!8m2!3d40.5348866!4d-105.1065499!16s%2Fg%2F11cmh9pjhf!19sChIJy5to2NqxbocRr5Jjlm0MRQA,Pond People LLC,4.4,21,Pond contractor,"3809 Crescent Dr, Fort Collins, CO 80526, United States","GVMV+X9 Fort Collins, Colorado, USA",https://www.nocopondpeople.com/,+1 970-371-3151,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOiu3fg7QlG53EPWcOK4mFH3ajeEsKSKeZINf0A=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:35:54.825Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Samana+Float+Center/data=!4m7!3m6!1s0x87694bddbd562f4f:0xd393eb64d84a5347!8m2!3d40.5601487!4d-105.0783007!16s%2Fg%2F11fp8pt9c1!19sChIJTy9Wvd1LaYcRR1NK2GTrk9M,Samana Float Center,4.9,540,Wellness center,"2105 S College Ave, Fort Collins, CO 80525, United States","HW6C+3M Fort Collins, Colorado, USA",http://samanafloat.com/,+1 970-890-1218,"Open ⋅ Closes 8 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP79tRrsOZ8IbuPG5Pi67W4iYuhpa3TnhJIsP8Q=w489-h240-k-no,true,9 am–8 pm,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:00.175Z,,Identifies as women-owned,
https://www.google.com/maps/place/Town+Pump/data=!4m7!3m6!1s0x87694a8ad05dc397:0x794c23c943465b7!8m2!3d40.587665!4d-105.0767438!16s%2Fg%2F1tlc8k6c!19sChIJl8Nd0IpKaYcRt2U0lDzClAc,Town Pump,4.7,443,Bar,"124 N College Ave, Fort Collins, CO 80524, United States","HWQF+38 Fort Collins, Colorado, USA",,+1 970-493-4404,Closed ⋅ Opens 3 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTTydmVKPy6-oVRt4VdITHPkj2NSfEnRufsofaPo91v9wsGI1XU6jY7wqAMLdmTlOtnWJMehGysRjz0bt82CtTeAaJfm13lJP9Aw_SV1IGJpXEPdRpyPVBchxpkUwTylpfBWirgQ=w426-h240-k-no,false,3 pm–1 am,3 pm–1 am,3 pm–1 am,3 pm–1 am,3 pm–1 am,12 pm–1:30 am,12 pm–12:30 am,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:05.180Z,· Dine-in · Takeaway · Delivery,,
https://www.google.com/maps/place/Fort+Fun+Deck+Experts/data=!4m7!3m6!1s0x87694b35c2aca695:0xa01bedaca42321a0!8m2!3d40.5853177!4d-105.0793968!16s%2Fg%2F11t71jx8jy!19sChIJlaaswjVLaYcRoCEjpKztG6A,Fort Fun Deck Experts,5.0,3,Deck builder,"215 W Oak St, Fort Collins, CO 80521, United States","HWPC+46 Fort Collins, Colorado, USA",http://www.deckbuildersfortcollins.com/,+1 970-676-2152,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyoeBna-d7ageP1ERTanO4u4ENfBQRebIcWJiNHTE9DzcaK7eZj4tlBrwVAZTF72VDoJub5so5Geqg6tlj65yq6KBWPYt619fRKCdN3Lam1kZdNiJWnJUqlweyNP57tbo2MIItA=w408-h408-k-no,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:10.319Z,,,
https://www.google.com/maps/place/High+Plains+Scuba+Center/data=!4m7!3m6!1s0x87694b0a99342157:0xc21b4be7f40a5a04!8m2!3d40.548469!4d-105.078722!16s%2Fg%2F1tf29538!19sChIJVyE0mQpLaYcRBFoK9OdLG8I,High Plains Scuba Center,4.8,65,SCUBA instructor,"115 W Harvard St, Fort Collins, CO 80525, United States","GWXC+9G Fort Collins, Colorado, USA",https://www.highplainsscuba.com/,+1 970-493-8562,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNHr2IfhAeHaiG2mJm0m2juWbg_FPISTJsa6nEb=w408-h272-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–5 pm,12–4 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:15.173Z,,,
"https://www.google.com/maps/place/830+North+-+Live+Music,+Bowling,+Arcade/data=!4m7!3m6!1s0x87694a864ad20ec7:0x974c4e2d0591ad1e!8m2!3d40.598368!4d-105.076364!16s%2Fg%2F1tgcscg3!19sChIJxw7SSoZKaYcRHq2RBS1OTJc","830 North - Live Music, Bowling, Arcade",4.2,582,Bowling alley,"830 N College Ave, Fort Collins, CO 80524, United States","HWXF+8F Fort Collins, Colorado, USA",https://www.chipperslanes.com/locations/830northfortcollins/,+1 970-305-9702,,https://lh3.googleusercontent.com/p/AF1QipPU0B50nd17ytN_7cKJhv1l5rXUl0NwgsAX8q4k=w408-h257-k-no,true,4–6 pm,4–6 pm,4–6 pm,4–6 pm,4–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:20.368Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Sawdust+And+Stone+Builders+L.L.C./data=!4m7!3m6!1s0x87694b99c5f2578f:0xf4df0923f7bd5fe0!8m2!3d40.6059358!4d-105.0619746!16s%2Fg%2F11f6y3kw0s!19sChIJj1fyxZlLaYcR4F-99yMJ3_Q,Sawdust And Stone Builders L.L.C.,4.9,33,Contractor,"806 Foxtail St, Fort Collins, CO 80524, United States","JW4Q+96 Fort Collins, Colorado, USA",https://www.sawdustandstonebuilders.com/,+1 970-893-1630,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPVVtJSrSkxrNgmk6vruCuIqLp7VSW-X4uETkFm=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:25.328Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Otter+Products/data=!4m7!3m6!1s0x87694af52abb9853:0x3a10fa954d811180!8m2!3d40.5849432!4d-105.0827821!16s%2Fg%2F1thmfwpp!19sChIJU5i7KvVKaYcRgBGBTZX6EDo,Otter Products,3.5,139,Corporate office,"80524, 209 S Meldrum St, Fort Collins, CO 80521, United States","HWM8+XV Fort Collins, Colorado, USA",http://www.otterbox.com/,+1 855-688-7269,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrfkR1AK0aWvA_YmoTL8fdPczafGhSVLAY6eCHDX4-YRqG3ifh3-2TFiGIkQil6kEyZTaG0azU_hAtkyDmOzsosfvSyi3Zxsgu8Gv0O4Sjjtp_lh19l7726KXRlqRepylPhj-j=w408-h306-k-no,false,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:30.361Z,,,
https://www.google.com/maps/place/Oztek+Commercial+Services/data=!4m7!3m6!1s0x876eaff21918bfe3:0x5fda15ad829046a1!8m2!3d40.5804671!4d-105.0176741!16s%2Fg%2F11ff53_dyc!19sChIJ478YGfKvbocRoUaQgq0V2l8,Oztek Commercial Services,4.8,87,Air conditioning contractor,"3201 E Mulberry St UNIT L, Fort Collins, CO 80524, United States","HXJJ+5W Fort Collins, Colorado, USA",http://www.ozairflow.com/,+1 970-324-6680,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP77CljDrBLGfbVeZF2Z2IU_-1rHaHvbceFgWF1=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:35.346Z,,,
https://www.google.com/maps/place/AquaPro+Pool+Services/data=!4m7!3m6!1s0x876955d93958bfb9:0xd45d3728647a0b39!8m2!3d40.3038611!4d-105.0819291!16s%2Fg%2F11kj5kh6_c!19sChIJub9YOdlVaYcROQt6ZCg3XdQ,AquaPro Pool Services,4.5,15,Swimming pool repair service,"527 Welch Ave, Berthoud, CO 80513, United States","8W39+G6 Berthoud, Colorado, USA",https://aquapropools.net/,+1 970-219-7782,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QEkLvdmoEqN5E81D9BPS6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.12427&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:40.535Z,,,
https://www.google.com/maps/place/Midpoint+Plumbing+Fort+Collins/data=!4m7!3m6!1s0x876eb5ef5d7705ff:0xbef8f8bb77a3ca80!8m2!3d40.5603421!4d-105.0285139!16s%2Fg%2F11xh2z7szf!19sChIJ_wV3Xe-1bocRgMqjd7v4-L4,Midpoint Plumbing Fort Collins,5.0,12,Plumber,"2642 Midpoint Dr, Fort Collins, CO 80525, United States","HX6C+4H Fort Collins, Colorado, USA",,+1 970-299-5360,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN-bMtjD4ebmlLDdUEJE3AuCaTe9r4ga84cDgOs=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-10-27T19:36:45.527Z,,,
