placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/Old+Town+Square+Properties,+Inc./data=!4m7!3m6!1s0x87694a8b294a847b:0xe35cbd164f016a58!8m2!3d40.5873914!4d-105.0756291!16s%2Fg%2F1th1vjvg!19sChIJe4RKKYtKaYcRWGoBTxa9XOM","Old Town Square Properties, Inc.",2.9,38,Property management company,"5 Old Town Square, Fort Collins, CO 80524, United States","HWPF+XP Fort Collins, Colorado, USA",https://www.oldtownsq.com/,+1 970-221-9332,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F2owG6kbJL2Hx6yfFX90Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.3943&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:40:48.397Z,,,
https://www.google.com/maps/place/All+County+The+Fort+Collins+Team+Property+Management/data=!4m7!3m6!1s0x87694a611a20c0af:0x449d154ff3e9322b!8m2!3d40.536937!4d-105.0942717!16s%2Fg%2F11b73m7ktc!19sChIJr8AgGmFKaYcRKzLp808VnUQ,All County The Fort Collins Team Property Management,4.5,252,Property management company,"1027 W Horsetooth Rd Suite F208, Fort Collins, CO 80526, United States","GWP4+Q7 Fort Collins, Colorado, USA",https://www.allcountyfc.com/,+1 970-825-1000,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrixMV0zgU2ywQiZkNK6kVF3UJD2mi-b3zkkHTV1DbzxZkWwCPcRQOLaAvtcXOyBUDjW6uRPQpez2vG_dwfAOLD3St-_xbXnxjnzbtiYpyepFx2yNykhyqEnNRuaeXPGCDK71iFrQ=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:40:53.493Z,,,
https://www.google.com/maps/place/Black+Bear+Real+Estate+and+Property+Management/data=!4m7!3m6!1s0x876953809620c313:0x31dbd88e7f4fed0d!8m2!3d40.5960693!4d-105.0699651!16s%2Fg%2F11k9p66dzy!19sChIJE8MgloBTaYcRDe1Pf47Y2zE,Black Bear Real Estate and Property Management,4.8,23,Property management company,"500 E Vine Dr #2, Fort Collins, CO 80524, United States","HWWJ+C2 Fort Collins, Colorado, USA",https://blackbear-re.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 970-556-9063,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP019Y3S3y3Fn1Jic7-_KUaHqy_10D0QSI8fvAb=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:40:58.395Z,,,
"https://www.google.com/maps/place/Places+Realty,+LLC/data=!4m7!3m6!1s0x87694bc4c25b9071:0x86be814abceae031!8m2!3d40.5809839!4d-105.0846185!16s%2Fg%2F11fl0tjtsy!19sChIJcZBbwsRLaYcRMeDqvEqBvoY","Places Realty, LLC",3.9,91,Property management company,"515 S Sherwood St, Fort Collins, CO 80521, United States","HWJ8+95 Fort Collins, Colorado, USA",http://www.placesrealtyllc.com/,+1 970-472-8165,"Open ⋅ Closes 4 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMIkPfB0P-B2G1uj2l4Hp-ysVavB-v-dMe-cOFC=w426-h240-k-no,true,9 am–4 pm,9 am–1 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:03.396Z,Identifies as women-owned,,
https://www.google.com/maps/place/Evergreen+Property+Management+Inc./data=!4m7!3m6!1s0x87694b665b5f1e45:0x2823a641d1e4d0d1!8m2!3d40.5377733!4d-105.0597934!16s%2Fg%2F1v_0k70r!19sChIJRR5fW2ZLaYcR0dDk0UGmIyg,Evergreen Property Management Inc.,3.1,239,Property management company,"1000 Driftwood Dr, Fort Collins, CO 80525, United States","GWQR+43 Fort Collins, Colorado, USA",http://www.ftcrent.com/,+1 970-226-5600,"Open ⋅ Closes 5 pm

Updated by others 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOeqVMnmEIp0Ch4dhrHJklIV57vHN-IJijk7Roy=w408-h262-k-no,true,"9 am–12:30 pm, 1:30–5 pm","9 am–12:30 pm, 1:30–5 pm",Closed,Closed,"9 am–12:30 pm, 1:30–5 pm","9 am–12:30 pm, 1:30–5 pm","9 am–12:30 pm, 1:30–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:08.301Z,,,
https://www.google.com/maps/place/Real+Property+Management+of+the+Rockies/data=!4m7!3m6!1s0x87694b7600318d2d:0xe6f55d61e8a87b9a!8m2!3d40.52043!4d-105.054146!16s%2Fg%2F119vgl57s!19sChIJLY0xAHZLaYcRmnuo6GFd9eY,Real Property Management of the Rockies,4.6,704,Property management company,"1220 Oak Park Dr, Fort Collins, CO 80525, United States","GWCW+58 Fort Collins, Colorado, USA",https://www.rpmfortcollins.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 970-658-0410,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqlEbPBeufril4W9_l9yobyeXMmw4S_BDZ73Fz7lVTemE93eqb6cvBXsrMAWUlJRjToI4fkYiCWD-U5uP9jKMzixdwKb90N9xa0mzW_MdrHTzbuwsnopP-v3f0KfLOvzw8Lz5RJECW9Chph=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:13.269Z,Identifies as women-owned,,
https://www.google.com/maps/place/Middel+Realty/data=!4m7!3m6!1s0x87694affc74be7e3:0x58b1f50ec5c6d1c9!8m2!3d40.5683696!4d-105.0773459!16s%2Fg%2F1tdgq9lk!19sChIJ4-dLx_9KaYcRydHGxQ71sVg,Middel Realty,4.6,71,Property management company,"1407 S College Ave, Fort Collins, CO 80524, United States","HW9F+83 Fort Collins, Colorado, USA",http://www.middelrealty.com/,+1 970-272-1957,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNM7eI5c5h5IQKhSrcVpDRvJ4YvxygvB4Urk_ms=w586-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:18.483Z,,,
https://www.google.com/maps/place/RentPro+Property+Management/data=!4m7!3m6!1s0x87694ba4c8817469:0xfa4e43cf23bba9d9!8m2!3d40.5876832!4d-105.0753322!16s%2Fg%2F11fl98nxw6!19sChIJaXSByKRLaYcR2am7I89DTvo,RentPro Property Management,4.6,10,Property management company,"11 Old Town Square #250, Fort Collins, CO 80524, United States","HWQF+3V Fort Collins, Colorado, USA",http://www.rentpropm.com/,+1 970-900-1850,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s1LjxPZhlo6WPErAs3QX_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.05708&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:23.505Z,,,
https://www.google.com/maps/place/Kevco/data=!4m7!3m6!1s0x87694a5f94c0d563:0xa253e0d0ff576ff0!8m2!3d40.5820605!4d-105.0955733!16s%2Fg%2F1tpf7m4b!19sChIJY9XAlF9KaYcR8G9X_9DgU6I,Kevco,2.5,138,Property management company,"1124 W Mulberry St, Fort Collins, CO 80521, United States","HWJ3+RQ Fort Collins, Colorado, USA",http://www.kevco.com/,+1 970-419-8881,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJ-XUVXlgmIDAJefnSdweO58GTsxWBorv3kjPZt7PoU2TlcsndQMxKAszc_xi3T6i8BJSpbIvC8ZXZAZ2KbtTBWvkmpUl8mF2kAuIfY1ucpgKxj7fOb0ONwQ3h7feR0NhUN_RhEhKB1C_7=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:28.492Z,,,
https://www.google.com/maps/place/Trifecta+Property+Management/data=!4m7!3m6!1s0x87694b02944ab3cd:0x1b01840fe6c546c2!8m2!3d40.5616225!4d-105.0764464!16s%2Fg%2F11lw0f50r3!19sChIJzbNKlAJLaYcRwkbF5g-EARs,Trifecta Property Management,4.4,7,Property management company,"2000 S College Ave Ste 305A, Fort Collins, CO 80525, United States","HW6F+JC Fort Collins, Colorado, USA",https://www.trifectamgt.com/,+1 970-632-1751,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CIvOge6OTJbpYwGi_QXIsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.45874&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:33.455Z,Identifies as women-owned,,
https://www.google.com/maps/place/RMP+Management/data=!4m7!3m6!1s0x87694af65a29e6dd:0x554ddd1d4a30e432!8m2!3d40.5804776!4d-105.076648!16s%2Fg%2F1v4pth3t!19sChIJ3eYpWvZKaYcRMuQwSh3dTVU,RMP Management,3.2,13,Property management company,"526 S College Ave, Fort Collins, CO 80524, United States","HWJF+58 Fort Collins, Colorado, USA",,+1 970-484-9043,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1zMbEOWvtauwsu_REOVL8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.465485&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:36.452Z,,,
https://www.google.com/maps/place/Real+Property+Management+of+the+Rockies/data=!4m7!3m6!1s0x87694b07a94ecc33:0xf9ebf019407fc88!8m2!3d40.5595702!4d-105.0765196!16s%2Fg%2F11vkr3d2j6!19sChIJM8xOqQdLaYcRiPwHlAG_ng8,Real Property Management of the Rockies,3.0,2,Property management company,"2120 S College Ave, Fort Collins, CO 80525, United States","HW5F+R9 Fort Collins, Colorado, USA",https://www.rpmfortcollins.com/about-us/katherine-drake-headshot,+1 970-658-0410,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W2GHKQHzeioQ5QR6FiySUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.57502&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:39.208Z,,,
https://www.google.com/maps/place/Centennial+Consulting+Group/data=!4m7!3m6!1s0x876eb4cc33baaab7:0x3f75a8f11b69ad7!8m2!3d40.5611946!4d-105.0274915!16s%2Fg%2F11fxcgkgf2!19sChIJt6q6M8y0bocR15q2EY9a9wM,Centennial Consulting Group,3.7,105,Property management company,"2619 Canton Ct Suite A, Fort Collins, CO 80525, United States","HX6F+F2 Fort Collins, Colorado, USA",http://ccgcolorado.com/,+1 970-484-0101,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lbmtH1jDmgkVQtT0s3W3JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.8068&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:44.349Z,,,
https://www.google.com/maps/place/IRES/data=!4m7!3m6!1s0x876ead1dc74eed67:0xaa87a5205cd4b5c!8m2!3d40.565933!4d-105.0784403!16s%2Fg%2F1tkvb7yx!19sChIJZ-1Oxx2tbocRXEvNBVJ6qAo,IRES,3.3,27,Property management company,"1611 S College Ave #202, Fort Collins, CO 80525, United States","HW8C+9J Fort Collins, Colorado, USA",https://ires-net.com/,+1 800-596-4901,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipObOfERuMCGr8fjXu3zJTNVju4ivf6CTUF42bIL=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:49.206Z,,,
https://www.google.com/maps/place/Dunn+Real+Estate+and+Management/data=!4m7!3m6!1s0x87694af7accabc69:0xa9c45411c520a50b!8m2!3d40.5796961!4d-105.0766914!16s%2Fg%2F1pwfbm2_1!19sChIJabzKrPdKaYcRC6UgxRFUxKk,Dunn Real Estate and Management,3.3,40,Real estate agency,"608 S College Ave, Fort Collins, CO 80524, United States","HWHF+V8 Fort Collins, Colorado, USA",http://www.dunnre.com/,+1 970-377-3500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOPRbai8h2XXDhXUwdZrsLnYvzAtmVB6JXsp5Ul=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:54.191Z,,,
https://www.google.com/maps/place/Touchstone+Property+Management+LLC/data=!4m7!3m6!1s0x87694ba00655f999:0xbcfccf129ac602a3!8m2!3d40.5473275!4d-105.0793387!16s%2Fg%2F1vxcwxcy!19sChIJmflVBqBLaYcRowLGmhLP_Lw,Touchstone Property Management LLC,2.5,143,Real estate agent,"2850 McClelland Dr, Fort Collins, CO 80525, United States","GWWC+W7 Fort Collins, Colorado, USA",https://www.touchstone-property.com/,+1 970-223-5000,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNvZY4s9DnVnDhnNeV-XDwg_YMbyY0uQa2t4uNA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:41:59.509Z,,,
https://www.google.com/maps/place/Poudre+Property+Services/data=!4m7!3m6!1s0x87694af78ff7825b:0x1a1ff822ba5658df!8m2!3d40.5475299!4d-105.0765196!16s%2Fg%2F1tg_9zq9!19sChIJW4L3j_dKaYcR31hWuiL4Hxo,Poudre Property Services,2.1,79,Property management company,"2900 S College Ave Ste. 3E, Fort Collins, CO 80525, United States","GWXF+29 Fort Collins, Colorado, USA",,+1 970-224-9204,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO-Zq2htBzddIgYCx09k7B_0fXHh23tHQ277apE=w408-h408-k-no,true,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:42:04.360Z,,,
"https://www.google.com/maps/place/Westwind+Management+Group,+LLC/data=!4m7!3m6!1s0x87694b9f96b94169:0x954fac7be946b810!8m2!3d40.5335225!4d-105.0736197!16s%2Fg%2F11h_4jtsmb!19sChIJaUG5lp9LaYcRELhG6XusT5U","Westwind Management Group, LLC",4.2,17,Property management company,"3926 John F Kennedy Pkwy UNIT 9E, Fort Collins, CO 80525, United States","GWMG+CH Fort Collins, Colorado, USA",http://www.westwindmanagement.com/,+1 970-561-7041,,https://lh3.googleusercontent.com/p/AF1QipN_7LYaEKgbt_hA8yVuZtbRJtSfxwc_oDxzMypc=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-09-25T19:42:09.344Z,,,
