placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,error
"https://www.google.com/maps/place/Cascade+Comfort+Services,+Inc./data=!4m7!3m6!1s0x54d2c18592d84c4d:0xd5acee39fb661bae!8m2!3d40.4669925!4d-122.3207014!16s%2Fg%2F1tsblv_r!19sChIJTUzYkoXB0lQRrhtm-znurNU","Cascade Comfort Services, Inc.",4.8,445,Air conditioning contractor,"5203 Industrial Way, Anderson, CA 96007, United States","FM8H+QP Anderson, California, USA",https://cascadecomfort.com/,+1 530-319-5227,,,https://lh3.googleusercontent.com/p/AF1QipPdsavEMa5t2PbVoVPgbjLudh5l77Z8n24yIWqG=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:17:45.452Z,,
https://www.google.com/maps/place/M+%26+J+Electric/data=!4m7!3m6!1s0x54d2c185967f2841:0x24e0ea606b9f1e7a!8m2!3d40.4678602!4d-122.3215502!16s%2Fg%2F1tfs0t3s!19sChIJQSh_loXB0lQReh6fa2Dq4CQ,M & J Electric,3.7,3,Electrician,"5209 Industrial Way, Anderson, CA 96007, United States","FM9H+49 Anderson, California, USA",http://www.mandjelectric.com/,+1 530-378-5490,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z04HgEmeIscNZ6N3X2A9gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.69005&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:17:50.219Z,,
https://www.google.com/maps/place/Nor+Cal+Tractor+%26+Equipment/data=!4m7!3m6!1s0x54d2eb08e614a379:0xa3b7a3fe3ed24b7d!8m2!3d40.450659!4d-122.2880223!16s%2Fg%2F1262w4n8k!19sChIJeaMU5gjr0lQRfUvSPv6jt6M,Nor Cal Tractor & Equipment,4.6,134,Tractor dealer,"2540 Gateway Dr, Anderson, CA 96007, United States","FP26+7Q Anderson, California, USA",https://www.norcaltractor.com/,+1 530-221-6800,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMX5H6YO5r_4iD4UJw9PzbrBp-CHr3ptA5JBAPu=w408-h306-k-no,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:17:55.729Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Fasteners+Inc.+%2F+Tool+Outlet/data=!4m7!3m6!1s0x54d2c1563b703321:0x4d2e8b3da5f9acee!8m2!3d40.4367813!4d-122.2906076!16s%2Fg%2F11cfcjxc1!19sChIJITNwO1bB0lQR7qz5pT2LLk0,Fasteners Inc. / Tool Outlet,4.7,80,Hardware store,"2030 Ponderosa St, Anderson, CA 96007, United States","CPP5+PQ Anderson, California, USA",http://fastenersinc.net/,+1 530-365-1777,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUM2KYTG17LE6KSkKJBNwfWia8doLzIf9LbTHshIHHAgo4p3N0E99SJbtNUFG8-DLX9O8ThihqV1RFuL1tsa9dfA4yO9jDcosVCYVFU_P2kyQWlGfm7cKULy-8gt_rkXy3TbsLww=w408-h306-k-no,true,9 am–3 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:00.721Z,· In-store shopping · In-store pick-up,
"https://www.google.com/maps/place/All+Service+Electric+%26+Konicek+Electric/@40.4409317,-122.3959861,17z/data=!3m1!4b1!4m6!3m5!1s0x54d2c2dda2edc6f9:0x526c4740d71003c0!8m2!3d40.4409317!4d-122.3959861!16s%2Fg%2F1tcyx4hm",All Service Electric & Konicek Electric,5.0,2,Electrician,"5267 Maybelle Way, Anderson, CA 96007, United States","CJR3+9J Anderson, California, USA",https://www.electricianincalifornia.com/electrician-in-anderson/,+1 530-365-5527,Closed · Opens 8 am Mon,,,false,8 am–12 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:07.569Z,,
"https://www.google.com/maps/place/Gregory+Engineering,+Inc./data=!4m7!3m6!1s0x54d2c1c4885f838d:0x9f2004c8d0e1ebb3!8m2!3d40.4537845!4d-122.2895427!16s%2Fg%2F11yf5c0219!19sChIJjYNfiMTB0lQRs-vh0MgEIJ8","Gregory Engineering, Inc.",5.0,1,Environmental consultant,"2600 Balls Ferry Rd Suite #3, Anderson, CA 96007, United States","FP36+G5 Anderson, California, USA",https://www.gregoryengineering.net/,+1 530-999-1933,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPa0oDVlBoT3aqKgJqAp-gNs1LXgkbeU7oNlgQo=w408-h287-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:12.514Z,,
https://www.google.com/maps/place/Homewood+Lumber+-+Anderson/data=!4m7!3m6!1s0x54d2ebeae73af6b9:0xc5daabeb25b2b00!8m2!3d40.4839756!4d-122.3480199!16s%2Fg%2F1thd6dk5!19sChIJufY65-rr0lQRACtbsr6qXQw,Homewood Lumber - Anderson,4.4,48,Hardware store,"6781 Eastside Rd, Anderson, CA 96007, United States","FMM2+HQ Anderson, California, USA",http://www.hbs-lbm.com/,+1 530-241-9191,Closes soon · 4 pm · Opens 6 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMHKK0DovQPzmRWXLiUNMg7OVlSDWYtlNkr21-O=w408-h544-k-no,true,8 am–4 pm,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:17.573Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Camping+World+RV+Sales/data=!4m7!3m6!1s0x54d2c1764633ec1f:0x1c969f25f71c8140!8m2!3d40.4623599!4d-122.3035374!16s%2Fg%2F11g_v2kp0!19sChIJH-wzRnbB0lQRQIEc9yWflhw,Camping World RV Sales,4.4,1462,RV dealer,"3700 Automall Dr, Anderson, CA 96007, United States","FM6W+WH Anderson, California, USA",https://rv.campingworld.com/dealer/anderson-california,+1 888-450-0282,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO5aHxK3puleizgDk9sIIAIDgbRiLR-6rqZrAu3=w408-h267-k-no,true,9 am–6 pm,10 am–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:22.596Z,"Store for RVs, camping equipment & other outdoor gear, plus accessories & repair services. · In-store pick-up · Delivery",
https://www.google.com/maps/place/Master+Electric/data=!4m7!3m6!1s0x54d2ecfc5141a96f:0x528c81f13bce0af1!8m2!3d40.3309062!4d-122.4002292!16s%2Fg%2F12lvt0dh9!19sChIJb6lBUfzs0lQR8QrOO_GBjFI,Master Electric,4.5,24,Electrician,"17145 Bowman Rd, Cottonwood, CA 96022, United States","8HJX+9W Cottonwood, California, USA",http://masterelectric.us/,+1 530-276-8126,Open · Closes 9 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP2uf2mh-MimO4vsy0Vos9QssuB3iS9Vos51IP8=w408-h271-k-no,true,6 am–9 pm,7 am–9 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:27.359Z,,
https://www.google.com/maps/place/SunOn+Energy/data=!4m7!3m6!1s0x54d2eca6d5a16735:0xcf511eccf7700c6!8m2!3d40.4661937!4d-122.320448!16s%2Fg%2F11cn7x9ndt!19sChIJNWeh1abs0lQRxgB3z-wR9Qw,SunOn Energy,3.4,14,Solar energy equipment supplier,"19694 Hirsch Ct #6, Anderson, CA 96007, United States","FM8H+FR Anderson, California, USA",,+1 844-447-8666,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNcSiIyZtJVjCKP7YI-o0xfhAN6EsHLVJCl2aPX=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:32.281Z,,
https://www.google.com/maps/place/A-1+Electric/data=!4m7!3m6!1s0x642ae80ba1aa4c1:0xfe1d9a3e5aff732!8m2!3d40.551082!4d-122.3993414!16s%2Fg%2F11np7q45jx!19sChIJwaQauoCuQgYRMvev5aPZ4Q8,A-1 Electric,4.6,32,Electrician,"2610 Howard Dr, Redding, CA 96001, United States","HJ22+C7 Redding, California, USA",https://a1electricservice.com/,+1 530-244-9229,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOJasbNEF86phceaZh9oXc90XsWfrSkBqE0XA9T=w408-h270-k-no,true,Closed,Closed,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:37.307Z,,
https://www.google.com/maps/place/Affordable+Electric+Service/data=!4m7!3m6!1s0x54d2ea2f985bffff:0x1c5dbc889c7747b0!8m2!3d40.5086592!4d-122.371159!16s%2Fg%2F11fll6h0hj!19sChIJ__9bmC_q0lQRsEd3nIi8XRw,Affordable Electric Service,4.8,17,Electrician,"2678 Queens Way, Redding, CA 96001, United States","GJ5H+FG Redding, California, USA",,+1 530-385-0914,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nn8Ii2Kd-Pe0jQRPG--EqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.369204&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:42.076Z,,
https://www.google.com/maps/place/Industrial+Electric+Motors-+Sales+Repair+and+Rewinding/data=!4m7!3m6!1s0x54d2c185967f2841:0xeb0d8a0ccfada1a6!8m2!3d40.4678602!4d-122.3215502!16s%2Fg%2F1v5k2r9y!19sChIJQSh_loXB0lQRpqGtzwyKDes,Industrial Electric Motors- Sales Repair and Rewinding,,,Electric motor repair shop,"5209 Industrial Way, Anderson, CA 96007, United States","FM9H+49 Anderson, California, USA",,+1 530-365-3381,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z04HgEmeIscNZ6N3X2A9gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.69005&pitch=0&thumbfov=100,false,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:46.778Z,,
https://www.google.com/maps/place/Hardware+Express/data=!4m7!3m6!1s0x54d2c16bf082c509:0x8d97c79511f20321!8m2!3d40.440221!4d-122.291365!16s%2Fg%2F1tcxjhl4!19sChIJCcWC8GvB0lQRIQPyEZXHl40,Hardware Express,4.4,587,Hardware store,"1900 Marx Way, Anderson, CA 96007, United States","CPR5+3F Anderson, California, USA",http://www.acehardware.com/mystore/index.jsp?store=12204&cid=localstore12204,+1 530-365-3783,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZyAQcNYTAeoOgG_izmoKXTaIwUXWZRrhtlNGfrHm_-vAQQjxGYAucNsYTxwu7SjjX4RALSr43akSgTyrAG0hO-bZL9XgQ58Q-QRQA7jS5bmzz9CgiJxACStozjoZDAx5jeh1X=w426-h240-k-no,true,7 am–7 pm,8 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:51.965Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store pick-up · Delivery",
https://www.google.com/maps/place/Tractor+Supply+Co./data=!4m7!3m6!1s0x54d2c159cb516069:0x7c312fa96b05d96a!8m2!3d40.4418367!4d-122.2921829!16s%2Fg%2F11byl3s4h4!19sChIJaWBRy1nB0lQRatkFa6kvMXw,Tractor Supply Co.,4.4,459,Animal feed store,"1945 Marx Way, Anderson, CA 96007, United States","CPR5+P4 Anderson, California, USA",https://www.tractorsupply.com/tsc/store_Anderson-CA-96007_1915,+1 530-378-1012,"Open · Closes 8 pm

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipOL_tmVn-AExeM9b_lHN0-EF16WkR26h_erp3vX=w408-h306-k-no,true,8 am–8 pm,9 am–7 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:18:56.986Z,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots. · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/NorCal+Repair+Services/data=!4m7!3m6!1s0x54d2c5ffa6153c03:0x81c62151837dc894!8m2!3d40.6479134!4d-121.972133!16s%2Fg%2F11j4q2v3hs!19sChIJAzwVpv_F0lQRlMh9g1EhxoE,NorCal Repair Services,4.7,65,Appliance repair service,,,https://norcalrepairservices.com/,+1 530-604-8387,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMihX9NnPD5Fi6m8O-TnLRKujyBJR_grHBT-Awb=w408-h352-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:19:02.087Z,,
https://www.google.com/maps/place/Owen+Electric/data=!4m7!3m6!1s0x54d299b42e84a7b7:0x62a59a698fc301c3!8m2!3d40.6316177!4d-122.3967938!16s%2Fg%2F11jqhrhs2s!19sChIJt6eELrSZ0lQRwwHDj2mapWI,Owen Electric,4.9,11,Electrician,"17880 Oasis Rd, Redding, CA 96003, United States","JJJ3+J7 Redding, California, USA",,+1 530-262-5687,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CWlrf_nlWTb_XvhqYr9xFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.0582&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:19:06.888Z,,
"https://www.google.com/maps/place/KENNEDY+TOWING+AND+TRANSPORT,+LLC/data=!4m7!3m6!1s0x54d2c1b400641855:0xcb44a36af21b4f5a!8m2!3d40.4598004!4d-122.3124634!16s%2Fg%2F11jt8kz0xk!19sChIJVRhkALTB0lQRWk8b8mqjRMs","KENNEDY TOWING AND TRANSPORT, LLC",4.9,82,Towing service,"19899 Alexander Ave, Anderson, CA 96007, United States","FM5Q+W2 Anderson, California, USA",http://kennedytowingandtransport.com/,+1 530-515-3873,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOcZT7syu0PPEBC8j3ZotzDjVurBgR-JXqYiMDv=w408-h810-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:19:11.881Z,,
https://www.google.com/maps/place/RV+Service+%26+Repair+at+Camping+World/data=!4m7!3m6!1s0x54d2c14eb24975f1:0x4265fc082e831b82!8m2!3d40.4621182!4d-122.3038191!16s%2Fg%2F11w7psz5mz!19sChIJ8XVJsk7B0lQRghuDLgj8ZUI,RV Service & Repair at Camping World,5.0,1,RV repair shop,"3700 Automall Dr, Anderson, CA 96007, United States","FM6W+RF Anderson, California, USA",https://rv.campingworld.com/dealer/anderson-california/rv-service-repair,+1 888-450-0282,"Open · Closes 6 pm

Updated by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMtRVQGbxAq5S7Nnpe3v_-d5muIpPKatj1KocjP=w426-h240-k-no,true,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:19:16.735Z,,
