placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error
"https://www.google.com/maps/place/Mass+Pools,+Inc./data=!4m7!3m6!1s0x89e377246c25acef:0xaf3952b4c9057b2d!8m2!3d42.3918649!4d-71.1483636!16s%2Fg%2F1vhq4qkd!19sChIJ76wlbCR344kRLXsFybRSOa8","Mass Pools, Inc.",4.5,22,Swimming pool contractor,"15 Wilson Rd, Cambridge, MA 02138, United States","9VR2+PM Cambridge, Massachusetts, USA",,+1 617-744-9283,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-S-SDd6N-yFf93gImdgvRi-4rGPYTsPGfLrsYbFrRMHY7ZEQ7lGUwTgoDU1MUlMvXTxUmCT2N4rPhFhnrwCzJ_TLKwjGFIKcrRIzf3dcZ5K5CZYr0T1ak0hrOFPnOsu8GvGa8ug=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:39:26.269Z,,
https://www.google.com/maps/place/Hot+Tub+Pros+NH/data=!4m7!3m6!1s0xbd2bb38e398c05d:0xa8f50960fd5c5da5!8m2!3d43.618662!4d-71.4218224!16s%2Fg%2F11st6sdh80!19sChIJXcCY4zi70gsRpV1c_WAJ9ag,Hot Tub Pros NH,,,Hot tub repair service,,,,+1 603-267-0051,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipNTe_-oKQSR36Ji8p8UQ7M2QZSKJ2GOTEfVfvQT=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:39:31.236Z,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+South+Boston/data=!4m7!3m6!1s0x2eb42dd437b24e61:0x7dcbd71aea7b7562!8m2!3d42.158592!4d-71.1989426!16s%2Fg%2F11tt6dwkg8!19sChIJYU6yN9QttC4RYnV76hrXy30,ASP - America's Swimming Pool Company of South Boston,5.0,44,Swimming pool contractor,,,https://www.asppoolco.com/south-boston/?utm_source=GMB&utm_medium=organic&utm_campaign=braintree,+1 617-340-7247,Open ⋅ Closes 6 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYTfd9OJztbYPYVR_dvv8eP44nuuPeTwNPCeA1tHBsJRSWxgRwi23YfVfmsRfuqhZuEeIcFhLk1oEMc7OkGM7qJNGkyjk8vishmVDzC-nFPlPukKh3XClgcEwXMCKkue5kcl0h=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:39:37.244Z,,
https://www.google.com/maps/place/Mason+Pool/data=!4m7!3m6!1s0x89e37a48bb92caab:0x18a5a976e29c0a25!8m2!3d42.3258674!4d-71.0707803!16s%2Fg%2F1tycxntd!19sChIJq8qSu0h644kRJQqc4nappRg,Mason Pool,4.7,93,Swimming facility,"159 Norfolk Ave, Roxbury, MA 02119, United States","8WGH+8M Roxbury, Boston, MA, USA",https://www.boston.gov/community-centers/bcyf-mason-pool,+1 617-635-5241,"Closed ⋅ Opens 11 am Tue

Updated by phone call 2 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZVr3kqy5eKJK1cs8XjxbRsPzpfMct6B7Fmvzp103J0-0wrQ36A2N-iYMmG_4Z6GHUA6g4k9Dr3k-Bdnh9MB1A14MuCvuvf0QQWErVtQqE0_6LC033-2tbp7QXrGzG64KJwaIS=w408-h306-k-no,false,Closed,11 am–9 pm,Closed,Closed,Closed,11 am–9 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:39:42.291Z,,
https://www.google.com/maps/place/Sweetwater+Pool+Service/data=!4m7!3m6!1s0x89e382fa2e414ff7:0xd88c0106d9551ade!8m2!3d42.3658403!4d-71.2296014!16s%2Fg%2F1v3dt3_9!19sChIJ909BLvqC44kR3hpV2QYBjNg,Sweetwater Pool Service,3.2,40,Swimming pool repair service,"175 High St, Waltham, MA 02453, United States","9Q8C+85 Waltham, Massachusetts, USA",https://sweetwaterpoolserviceinc.com/,+1 617-969-7665,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipOxwlByrtOOTe0Jo0WTZWammhI3ViofN9rmVRy4=w643-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:39:48.016Z,,
https://www.google.com/maps/place/YMCA+of+Greater+Boston+-+Huntington+Ave/data=!4m7!3m6!1s0x89e37a184d5c27a9:0x354798a222f93cf!8m2!3d42.3409096!4d-71.087034!16s%2Fm%2F0464lyc!19sChIJqSdcTRh644kRz5MvIop5VAM,YMCA of Greater Boston - Huntington Ave,4.3,273,Non-profit organization,"316 Huntington Ave, Boston, MA 02115, United States","8WR7+95 Boston, Massachusetts, USA",http://ymcaboston.org/contact,+1 617-927-8060,Open ⋅ Closes 11 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMfHdPpTcEkjuxHZtmlKCouWjOeJJuCyRTuVWcxRSEWEerk89ChAUJZPVa7yzqQD4qDItBmfoBsRDzs-HZbr1qK2TAfFNrN0SJvLz2bZnpxsO1lLWCLafY9qyQrBY1n_6aF2A=w408-h306-k-no,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–9 pm,7 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:39:54.174Z,Community-focused nonprofit established in 1844 with recreational programs & services for all ages.,
https://www.google.com/maps/place/The+Lenox+Hotel/data=!4m7!3m6!1s0x89e37a0c29b7312d:0xb695c161551d8451!8m2!3d42.349229!4d-71.079528!16s%2Fm%2F0bbxqhr!19sChIJLTG3KQx644kRUYQdVWHBlbY,The Lenox Hotel,4.6,1468,,"61 Exeter St, Boston, MA 02116, United States","8WXC+M5 Boston, Massachusetts, USA",https://www.lenoxhotel.com/?utm_source=organic&utm_medium=yext&utm_campaign=website_url,+1 617-536-5300,,,,https://lh3.googleusercontent.com/p/AF1QipPoiCTkr6j_bVELEX29whwc6AH0PTFTV8YH1yiP=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:39:58.145Z,,
https://www.google.com/maps/place/Best+Pool+Services/data=!4m7!3m6!1s0x89e37faa3f8f11a3:0x85c3f926a303c6f1!8m2!3d42.2523977!4d-71.1493252!16s%2Fg%2F1tdn0jc5!19sChIJoxGPP6p_44kR8cYDoyb5w4U,Best Pool Services,3.0,2,Swimming pool contractor,"89 Garfield Rd, Dedham, MA 02026, United States","7V22+X7 Dedham, Massachusetts, USA",,+1 781-320-8777,Open 24 hours,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hxpMZP_7vOHVOX1MmNcHFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.972&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:40:03.592Z,,
"https://www.google.com/maps/place/Breakstone,+White+%26+Gluck/data=!4m7!3m6!1s0x89e37084df89d935:0x3718817a3716834b!8m2!3d42.3598694!4d-71.0602664!16s%2Fg%2F1tdp6168!19sChIJNdmJ34Rw44kRS4MWN3qBGDc","Breakstone, White & Gluck",4.8,219,Personal injury attorney,"2 Center Plz Suite 530, Boston, MA 02108, United States","9W5Q+WV Boston, Massachusetts, USA",https://www.bwglaw.com/?utm_source=google&utm_medium=organic&utm_campaign=local,+1 800-379-1244,Open 24 hours,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipMUg32Xyhvjrj0YCesZkJueb7iN9XwOtxpidivI=w408-h277-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:40:09.241Z,,
https://www.google.com/maps/place/Roof+Hub/data=!4m7!3m6!1s0x89e37a6004eebc15:0xbc3f0973f9f020bd!8m2!3d42.3324745!4d-71.0503438!16s%2Fg%2F11clysh7zf!19sChIJFbzuBGB644kRvSDw-XMJP7w,Roof Hub,4.8,99,Roofing contractor,"240 E 8th St #1, Boston, MA 02127, United States","8WJX+XV Boston, Massachusetts, USA",https://myroofhub.com/,+1 857-237-7648,Open ⋅ Closes 10 pm,,,https://lh3.googleusercontent.com/p/AF1QipN3OHKiU7GMaV-JV3WRNUE7vZ2fcjetq4LIVsK0=w426-h240-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-10-27T17:40:15.173Z,,
https://www.google.com/maps/place/Pools+by+Us+Plus+Inc/data=!4m7!3m6!1s0x89e30d276a031e39:0x6b7ae7fe4296c2d4!8m2!3d42.5159673!4d-71.0491008!16s%2Fg%2F1vtqx2_7!19sChIJOR4DaicN44kR1MKWQv7nems,Pools by Us Plus Inc,4.8,49,Swimming pool contractor,"20 Garden Ln, Wakefield, MA 01880, United States","GX82+99 Wakefield, Massachusetts, USA",https://poolsbyusplus.com/,+1 781-245-7117,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyX984YDvwhUeVatt8eZZvPiGxleKaJZnYjmx_XTfxl4Z_Keb-OVmgOiowcD5EyWwjzrr6Li6AGV0turwwZ2qaybUv7MtvHTZ11F6dEVdIsI-t2BrM8BB0tR7n8QyWR-27v_X5pjGsmPck=w408-h306-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:40:32.346Z,,
https://www.google.com/maps/place/BCYF+Mirabella+Pool/data=!4m7!3m6!1s0x89e3708ba4c1e2e1:0x4b4255ab09866ba1!8m2!3d42.3685226!4d-71.0536257!16s%2Fg%2F1tjtk8lt!19sChIJ4eLBpItw44kRoWuGCatVQks,BCYF Mirabella Pool,4.1,137,Public swimming pool,"Andrew P. Puopolo. Junior Athletic Field, 475 Commercial St, Boston, MA 02109, United States","9W9W+CG Boston, Massachusetts, USA",https://www.boston.gov/community-centers/bcyf-mirabella-pool,+1 617-635-1276,Closed ⋅ Opens 8:15 am Tue,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZBJCkhFWK86xuIv-imCGIKFEi5TrD_TzY5ihz_viNh_j4SuVNz_pujwwfBATCd4IroRuv01G4q1gZFqF17WISA7kTQR-kKORvLnH9ygrFnSI2gV5Z3LHnku_DES8FXFjIzCED=w426-h240-k-no,false,Closed,8:15 am–6:45 pm,8:15 am–6:45 pm,8:15 am–6:45 pm,8:15 am–6:45 pm,8:15 am–6:45 pm,8:15 am–6:45 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:40:38.311Z,,
https://www.google.com/maps/place/Farrell+Pool+Service/data=!4m7!3m6!1s0x89e477126dd29643:0xd87ad03229c193e1!8m2!3d42.2112734!4d-71.4107431!16s%2Fg%2F1tjdsbtj!19sChIJQ5bSbRJ35IkR4ZPBKTLQetg,Farrell Pool Service,4.5,34,Swimming pool repair service,"53 Jeffrey Ave, Holliston, MA 01746, United States","6H6Q+GP Holliston, Massachusetts, USA",https://www.farrellpoolservice.com/,+1 508-429-5003,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxswP-CN14ErE13rZE4E8iE04zwl-zjKRpmaFwOq3TglSOT5AzhQZuP9K8RKtnce0Chp1cispZ6j-6S8k1fVFIQcNJvjUCIjMA6J2nbMLOnm8nCwXGDWR0heuiUEYFupsQB2K47=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:40:43.575Z,,
https://www.google.com/maps/place/exhale+Spa+Battery+Wharf/data=!4m7!3m6!1s0x89e3708a3d5d1e67:0xfab97c9fc4a3e62e!8m2!3d42.3668532!4d-71.0515134!16s%2Fg%2F1tctgm80!19sChIJZx5dPYpw44kRLuajxJ98ufo,exhale Spa Battery Wharf,4.1,226,Spa,"2 Battery Wharf, Boston, MA 02109, United States","9W8X+P9 Boston, Massachusetts, USA",https://exhalespa.com/bo/battery-wharf/,+1 617-603-3100,Open ⋅ Closes 8 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0KG1f7e8dXcjNcFI_n87AaIw0n-zmDSb3iMx76rIxwC0Ei8DrPY6YJiaUo4jmh2_OXUV1t_WqnSoroaaBXIghWI3oJP704wM1eo5H4IiV4yRlsW_I2YqNFrH_ktfDohccUiY=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:40:49.635Z,,
https://www.google.com/maps/place/Ambassador+Pools/data=!4m7!3m6!1s0x89e4809e721d2e25:0xea4944a821328c0c!8m2!3d42.1504456!4d-71.1040947!16s%2Fm%2F0y4m49l!19sChIJJS4dcp6A5IkRDIwyIahESeo,Ambassador Pools,4.9,274,Swimming pool contractor,"1020 Turnpike St, Canton, MA 02021, United States","5V2W+59 Canton, Massachusetts, USA",http://ambassadorpools.com/,+1 800-752-9000,Open ⋅ Closes 6 pm,,,https://lh3.googleusercontent.com/p/AF1QipNv1vjTnzh37N86a-jSexiuCn4S5ldLSnt5A6E3=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,12–5 pm,12–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:40:56.053Z,,
https://www.google.com/maps/place/Boston+University+Swimming+Lessons/data=!4m7!3m6!1s0x89e379e8eccf9319:0xa708d4c3622fcd69!8m2!3d42.3517071!4d-71.1164429!16s%2Fg%2F1tjl6xvs!19sChIJGZPP7Oh544kRac0vYsPUCKc,Boston University Swimming Lessons,4.3,12,Swimming school,"915 Commonwealth Ave, Boston, MA 02215, United States","9V2M+MC Boston, Massachusetts, USA",http://www.bu.edu/fitrec/recreation/aquatics/,+1 617-358-3740,Open ⋅ Closes 11 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BHt9rutHoP_QjGGlbhiSRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.4947786&pitch=0&thumbfov=100,false,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–10 pm,8 am–10 pm,8 am–11 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:41:02.890Z,,
https://www.google.com/maps/place/ZeroEnergy+Design/data=!4m7!3m6!1s0x89e3708fae010b23:0xc077584fef2390d5!8m2!3d42.3586898!4d-71.0528401!16s%2Fg%2F1tdchchc!19sChIJIwsBro9w44kR1ZAj709Yd8A,ZeroEnergy Design,4.8,5,Architect,"156 Milk St #3, Boston, MA 02109, United States","9W5W+FV Boston, Massachusetts, USA",http://zeroenergy.com/,+1 617-720-5002,Open ⋅ Closes 5 pm,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipMSh_GtE7Y0YBbfsRsvpEPDA2m9gNw7bnby2H8L=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:41:08.970Z,,
https://www.google.com/maps/place/Avantel+Plumber+of+Boston+MA/data=!4m7!3m6!1s0x8b58636f58dd18dd:0xfb083fa61bb59fd0!8m2!3d42.347937!4d-71.1095245!16s%2Fg%2F11rym9gxhr!19sChIJ3RjdWG9jWIsR0J-1G6Y_CPs,Avantel Plumber of Boston MA,5.0,41,Plumber,"50 Euston St, Brookline, MA 02446, United States","8VXR+55 Brookline, Massachusetts, USA",https://bostonplumber.avantel.net/,+1 857-491-4570,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipM8mcNJgzLWmkdohDyMKhvPp1Im42sZSgZ2YVov=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Beacon+Hill+Boston+MA/@42.3561948,-71.06939,14z",2025-10-27T17:41:14.317Z,,
