placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,query,timestamp,attributes,info,tuesday,wednesday,thursday,friday,saturday,sunday,isBlackOwned
https://www.google.com/maps/place/Christopher%27s+Car+Care/data=!4m7!3m6!1s0x883128ed6285a465:0x59f399215750f662!8m2!3d41.1028633!4d-81.4609832!16s%2Fg%2F1tdn04mr!19sChIJZaSFYu0oMYgRYvZQVyGZ81k,Christopher's Car Care,4.6,140,Auto repair shop,"36 N Thomas Rd, Tallmadge, OH 44278, United States","4G3Q+4J Tallmadge, Ohio, USA",https://www.christopherscarcare.com/,+1 330-630-9920,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoftLsHZBnvUJ6vksje7nYV_xLuHtOtwmbSInaThxiwdMqkqmavDCCq6HGzHRKrQOuag0fbkGZhtRwc7CxpNw6-e1VB053dXKCjW7lKH41GuqRIEwsXiAtkcc35Kc5ezW9n8pIQ5g=w408-h306-k-no,true,7:30 am–5:30 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:13.273Z,,LGBTQ+ friendly,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x8831288883ece9bd:0x341fcb43a5f4b728!8m2!3d41.115189!4d-81.47084!16s%2Fg%2F1tfccty9!19sChIJvensg4goMYgRKLf0pUPLHzQ,Firestone Complete Auto Care,4.1,440,Tire shop,"600 Chapel Hill Mall, Akron, OH 44310, United States","4G8H+3M Akron, Ohio, USA",https://www.firestonecompleteautocare.com/ohio/akron/600-chapel-hill-mall/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 234-200-1576,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkkJjG5tkcIM9gk5IMzxajZx66teocpoHBVl5mmwloafwiz4ed4msmNyKaV4wLndIKzfmZy80IapsuM223hopqDnuqf5HRoQiU63OaEH39pCzra_dO8RFRxGhSEzfWRxnz8oo=w426-h240-k-no,true,7 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:18.389Z,· In-store shopping · Kerbside pickup,LGBTQ+ friendly,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,9 am–5 pm,
https://www.google.com/maps/place/Triple+8+Tires/data=!4m7!3m6!1s0x88312976bc8bc445:0xa1b3b2100e14ad2!8m2!3d41.0951221!4d-81.4883663!16s%2Fg%2F11v6kd_1x9!19sChIJRcSLvHYpMYgR0krhACE7Gwo,Triple 8 Tires,4.6,78,Used tire shop,"888 Home Ave, Akron, OH 44310, United States","3GW6+2M Akron, Ohio, USA",,+1 234-334-6200,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0jvMijfFD9WW3xWI1FgaVB-AbGa2vC_8ay0zWHD0yOIuEsgxHVSUC6AIU1ImnMbgxpJA72gpMJQWkGDUxPet6L9NUIp6yu2YsmEyKIa07Pn5QBUdMPMa9oAjjxqO1j-EKqiM=w408-h344-k-no,true,9 am–6:30 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:23.420Z,,,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6 pm,9 am–4 pm,
https://www.google.com/maps/place/New%27er+Treads+LLC/data=!4m7!3m6!1s0x88312840c2295cd5:0x4d44c895cf544373!8m2!3d41.1017449!4d-81.4904076!16s%2Fg%2F11fxxx2qtg!19sChIJ1VwpwkAoMYgRc0NUz5XIRE0,New'er Treads LLC,4.7,203,Tire shop,"750 E Glenwood Ave, Akron, OH 44310, United States","4G25+MR Akron, Ohio, USA",https://www.facebook.com/newertreads.treads.3,+1 330-809-8466,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2N_MH1c4joDFoxdXty4FMcomR69XrP_KHiB_wl-n0_vWAjyhwKpg7y1uEcDh_jN-az8MQPCnou7jpcluuJmR2A5knXVjblRc1xZXxa3uUiJmaba3nRsEyMSOQazeGqy9WUcb5=w408-h544-k-no,true,8:30 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:28.258Z,,,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,9 am–5 pm,11 am–3 pm,
https://www.google.com/maps/place/NTB-National+Tire+%26+Battery/data=!4m7!3m6!1s0x8831287080bdc04f:0x4335beec5e36ee13!8m2!3d41.1187812!4d-81.4832176!16s%2Fg%2F1tff3pdt!19sChIJT8C9gHAoMYgRE-42Xuy-NUM,NTB-National Tire & Battery,4.4,781,Tire shop,"210 Howe Ave, Cuyahoga Falls, OH 44221, United States","4G98+GP Cuyahoga Falls, Ohio, USA",https://www.mavis.com/locations/cuyahoga-falls-oh/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=4342,+1 330-368-2390,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepr1qYuVZwJkPaCS30lKwZKgXZT6NA-VofXI9ICrwt2FRSdb1vZkJaYm3Qsd8Fthco7Wq1IzAMd1gaS9CD3xzIxJumHlucZe3Y5vSPKB0GysaqlALH2R_puTjKXzHjedudFBWYi=w408-h391-k-no,true,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:33.137Z,· In-store pick-up,,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,
https://www.google.com/maps/place/HR+Auto+Service+and+Tire/data=!4m7!3m6!1s0x883129215ed6b697:0x63f71ecc7f49c319!8m2!3d41.1016178!4d-81.4393701!16s%2Fg%2F11ty7d8nh3!19sChIJl7bWXiEpMYgRGcNJf8we92M,HR Auto Service and Tire,5.0,1,Auto tune up service,"17 East Ave, Tallmadge, OH 44278, United States","4H26+J7 Tallmadge, Ohio, USA",,+1 330-801-7353,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VzCaUL7FNfvsO7Dh9sx_0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.71545&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:38.187Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x8831288eb6e4a595:0xe12f8947f537a36a!8m2!3d41.1110244!4d-81.4653829!16s%2Fg%2F1w4f8rlx!19sChIJlaXkto4oMYgRaqM39UeJL-E,Midas,4.4,409,Auto repair shop,"1787 Brittain Rd, Akron, OH 44310, United States","4G6M+CR Akron, Ohio, USA",https://www.midas.com/cleveland/store.aspx?shopnum=6541&dmanum=212,+1 234-303-1660,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHOvMu3Gmd8RFLVh9XcaRBZz7RbJTzMMo7Ex0Qoq6LqzrEZqm_TUfYm8uSUrj_kokUjZkz9DAUAT9JwOQxP8TK1sM0deGAle8MelhD6VAbN773Of9C016zgbvIb4dpGRWtbnlJQA=w427-h240-k-no,true,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:43.112Z,,,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/TLC+Auto+Service/data=!4m7!3m6!1s0x88312fea798d5a81:0x946883ce80def558!8m2!3d41.0829765!4d-81.4161318!16s%2Fg%2F11s2x_jy9c!19sChIJgVqNeeovMYgRWPXegM6DaJQ,TLC Auto Service,5.0,24,Auto repair shop,"922 Southeast Ave, Tallmadge, OH 44278, United States","3HMM+5G Tallmadge, Ohio, USA",https://www.tlcautoservice.com/,+1 234-413-1002,"Open · Closes 4:30 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweotPuzcYJKY0HjdSDrA2xV6BeRmM5GrlC0yveRTLYc2GRkunkhgBjSKKp-AIzHlthB1mmGcuX2JhyOPsfdBGS0YO3z_TzeBsWvaRPDCmf-YiJGDfozlUG7EdBYUBPcbZuBL9Uq-UA=w408-h306-k-no,true,9 am–4:30 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:47.977Z,,,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,
https://www.google.com/maps/place/Greer%27s+Auto+Repair/data=!4m7!3m6!1s0x88312f3338d7a969:0x92a1e298d5854c71!8m2!3d41.1016178!4d-81.4393701!16s%2Fg%2F11t4y6bsvx!19sChIJaanXODMvMYgRcUyF1ZjioZI,Greer's Auto Repair,4.4,36,Auto repair shop,"17 East Ave, Tallmadge, OH 44278, United States","4H26+J7 Tallmadge, Ohio, USA",https://greersautorepair.com/,+1 234-813-1415,"Open · Closes 5 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqn8Cs9hRXeE3Cirfvyk7OBAy6jqU1hVBRcjaH6qkPpg5lXmJG2gJ9RJxSM5fJ-57R1obh92_CUUs-nG0pl6rnJYLoxHOi_jBL__J2yKGjpwXz_bqwg982RDxNUuMuRSVGE5Ukfp9YANeM=w408-h306-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:52.848Z,,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/Tallmadge+Collision+Centers/data=!4m7!3m6!1s0x883128b6ed38e5bf:0x2f71cee94ef6b462!8m2!3d41.106145!4d-81.43477!16s%2Fg%2F1v62j99g!19sChIJv-U47bYoMYgRYrT2TunOcS8,Tallmadge Collision Centers,4.8,577,Auto body shop,"195 Northeast Ave, Tallmadge, OH 44278, United States","4H48+F3 Tallmadge, Ohio, USA",http://www.tcccollision.com/,+1 330-630-2188,"Open · Closes 4:30 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTYA9g7aHEVz8PcreAvosxmefFup0ewCsOZbepty13isMPTIro1-elgHssPxgkMDQ9cBIqUth4qWrgGXPfOxA9Sno6eSxndp9hQH7CtU-PSolCEWYIrzDmgRroQP_N-CriZwPN=w426-h240-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:49:57.777Z,,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,
https://www.google.com/maps/place/Classy+Tire+%26+Auto+Repair/data=!4m7!3m6!1s0x8833e5a4c922f099:0x9ee41c48737a7900!8m2!3d41.0732117!4d-81.4899425!16s%2Fg%2F11ty4r_cfm!19sChIJmfAiyaTlM4gRAHl6c0gc5J4,Classy Tire & Auto Repair,4.8,196,Tire repair shop,"21 N Arlington St, Akron, OH 44305, United States","3GF6+72 Akron, Ohio, USA",,+1 234-716-6993,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqXVjr5yWTHOFrGQQpR4pN7XLdJ9-lttS93qSlkKQD9NMVP5HSGbRuIvE8F6qiPCWRmQxC3vnDL6pVEYyAtgUgQ36VDZ2muH4k4iwhgTCTkJfT_GB0cXv_jyc1cEoEAguDAK-kJmw=w408-h306-k-no,true,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:50:02.896Z,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
"https://www.google.com/maps/place/Summit+Racing+Equipment+-+Tallmadge,+OH/data=!4m7!3m6!1s0x8830d6667de723fb:0x9260329d65de2cd3!8m2!3d41.0768183!4d-81.4082922!16s%2Fg%2F12xqxxtbw!19sChIJ-yPnfWbWMIgR0yzeZZ0yYJI","Summit Racing Equipment - Tallmadge, OH",4.6,5524,Auto parts store,"1200 Southeast Ave, Tallmadge, OH 44278, United States","3HGR+PM Tallmadge, Ohio, USA",http://www.summitracing.com/,+1 800-230-3030,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweosypqFaLA-eCbaJjLNDr1Zbb6FaZIOcnu7rSldM5XM0kEyxxKMOoRj7RnOIqHPULp1UmmXreu_uSpTAMBRDZC2bHjHeIoULnJ0YPkCFwmMWLrbudeFI6LyhUryBm249BkMqh5fjHrKgeEL=w426-h240-k-no,true,9 am–8 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:50:08.313Z,· In-store pick-up · Delivery,,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–7 pm,
https://www.google.com/maps/place/Mike%27s+Service+Center/data=!4m7!3m6!1s0x883128c7c303a2f7:0x9bdefe359242b0d9!8m2!3d41.1016141!4d-81.4397264!16s%2Fg%2F1tdy9qhs!19sChIJ96IDw8coMYgR2bBCkjX-3ps,Mike's Service Center,4.8,146,Gas station,"3 East Ave, Tallmadge, OH 44278, United States","4H26+J4 Tallmadge, Ohio, USA",,+1 330-633-1582,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUEqD-w8GhF9o6-YmsWrXBHX1u8Ko8XC8h8MhyX5MnxizZrzN93amyR5jOrENHSQajUri-cxs3AExzu1DcXfVqAgXa1WUtyFBYyARdx08BLxihPNnC0hI37iRqZD2ASGCZzsfD=w426-h240-k-no,false,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:50:13.254Z,· Diesel fuel,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/Akron+Wheel+%26+Frame/data=!4m7!3m6!1s0x88312856e19928eb:0xdc552b55311539da!8m2!3d41.0933235!4d-81.4767759!16s%2Fg%2F1trsynmt!19sChIJ6yiZ4VYoMYgR2jkVMVUrVdw,Akron Wheel & Frame,4.8,43,Truck repair shop,"1099 Evans Ave, Akron, OH 44305, United States","3GVF+87 Akron, Ohio, USA",,+1 330-634-1011,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerr5rNUxHvPdy5OVcnMzWvTpBrfb0gauia4I6OKKgDJCoBeNY8jo3HPNOS73kfZwLy7mAVbsm2RDz7sj3fGtYcR7FrOzy7PlFIPGuKk99tvM3gup1KNVlsOCd0eRuyydfIW2WM=w408-h544-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:50:18.080Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
