placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Pro+Properties/data=!4m7!3m6!1s0x87938e6efccf66b7:0xbe82eff661ccace2!8m2!3d41.2593647!4d-95.9694233!16s%2Fg%2F1tg5vk8_!19sChIJt2bP_G6Ok4cR4qzMYfbvgr4,Pro Properties,2.2,55,Property management company,"3801 Dodge St, Omaha, NE 68131, United States","725J+P6 Omaha, Nebraska, USA",https://www.propropertiesomaha.com/vacancies/,+1 402-445-0380,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqto3T4P7r1-NezQDKrr-3dxhk_RUpLHfFjWc0Nezxppv3nBtw5aBzwKF903l6pm0843C3hmjM-eS0UDUUIuFqRjXy7_9MXaLVmvI5EDqxg83ir1yLVZ84cdmXI0ddnJqmsaT8=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,10 am–2 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:07.276Z,,
https://www.google.com/maps/place/HD/data=!4m7!3m6!1s0x87938e5898bf706d:0x86977496d3e4425b!8m2!3d41.247824!4d-95.9556918!16s%2Fg%2F11b7x2_584!19sChIJbXC_mFiOk4cRW0Lk05Z0l4Y,HD,3.0,174,Property management company,"1127 Park Ave, Omaha, NE 68105, United States","62XV+4P Omaha, Nebraska, USA",http://hd-omaha.com/,+1 402-618-6300,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMwJD4HAophzmE0jk7RLl9vumSy8dio5Z0AC_U5=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:12.453Z,,
https://www.google.com/maps/place/Omaha%27s+Premier+Property+Management/data=!4m7!3m6!1s0x87938d1f8a8abb59:0x2ffc57d9aba8c461!8m2!3d41.2408697!4d-95.9935136!16s%2Fg%2F11h2hjxxx1!19sChIJWbuKih-Nk4cRYcSoq9lX_C8,Omaha's Premier Property Management,3.3,345,Property management company,"5115 Center St, Omaha, NE 68106, United States","62R4+8H Omaha, Nebraska, USA",http://www.omahapropertymanagement.com/,+1 402-342-1005,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP3hT6I8YbQon6P12UQDhUcxT7Y6e5IQGC31kiF=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:17.533Z,,
https://www.google.com/maps/place/Landmark+Group/data=!4m7!3m6!1s0x87938fd695e50731:0x182fe92fa2c44a12!8m2!3d41.2591056!4d-95.9521296!16s%2Fg%2F11qb8qzt47!19sChIJMQflldaPk4cREkrEoi_pLxg,Landmark Group,2.4,7,Property management company,"2702 Douglas St, Omaha, NE 68131, United States","725X+J4 Omaha, Nebraska, USA",https://landmarkomaha.com/,+1 402-553-8111,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqlA0oAutGn0RgnH7FKkTGG-1ruHd7GknnH5AS5ohxeVXjXcPahy68fF6_Byh9u1goKdCh5cxp0ZygZgGq6LdJgzl7cwrpVgvxQEjTGaVUoDCITtaCvEyHocwPNCD7iqT1ZrPciCQ=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:22.530Z,,
https://www.google.com/maps/place/Red+Key+Real+Estate+and+Property+Management/data=!4m7!3m6!1s0x87938b7dcda58233:0x134d32d46a668027!8m2!3d41.2599445!4d-95.991252!16s%2Fg%2F11f2gspyc8!19sChIJM4KlzX2Lk4cRJ4BmatQyTRM,Red Key Real Estate and Property Management,3.4,228,Property management company,"5010 Dodge St, Omaha, NE 68132, United States","7255+XF Omaha, Nebraska, USA",https://www.redkeyomaha.com/,+1 402-277-8888,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipNXF9obILVDC2j8BwnnwCpCdm7ze8JCv8k0niDg=w408-h305-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:27.728Z,,
https://www.google.com/maps/place/Renata/data=!4m7!3m6!1s0x87938fad8a14c399:0x1ea2ad7f6d499f6e!8m2!3d41.2584985!4d-95.9377891!16s%2Fg%2F1vljgv75!19sChIJmcMUiq2Pk4cRbp9JbX-toh4,Renata,5.0,2,Property management company,"210 S 16th St, Omaha, NE 68102, United States","7356+9V Omaha, Nebraska, USA",,+1 402-345-6564,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f3VbTgOy2AQ9nc30N4tQnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.6302&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:30.637Z,,
https://www.google.com/maps/place/Paladino+Development+Group/data=!4m7!3m6!1s0x87938e534ffd2c23:0x898c977858b2022b!8m2!3d41.2539482!4d-95.9416607!16s%2Fg%2F11g8kc2yp2!19sChIJIyz9T1OOk4cRKwKyWHiXjIk,Paladino Development Group,3.9,224,Corporate office,"620 S 19th Ave, Omaha, NE 68102, United States","7335+H8 Omaha, Nebraska, USA",http://www.paladinodevelopmentgroup.com/,+1 402-672-6566,Open ⋅ Closes 4 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNo7Z1VfE9GMp6O6RhPv0P8rNtvUXbpAM2wTogH=w408-h378-k-no,true,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:35.568Z,,
https://www.google.com/maps/place/Midtown+Crossing+Condominium+Property+Management+Company/data=!4m7!3m6!1s0x87938e43584dec7d:0x1960c3343633227e!8m2!3d41.2581055!4d-95.956974!16s%2Fg%2F11v5jl08pd!19sChIJfexNWEOOk4cRfiIzNjTDYBk,Midtown Crossing Condominium Property Management Company,,,Property management company,"3000 Farnam Street Omaha Chicago, 3000 Farnam St, Omaha, NE 68131, United States","725V+66 Omaha, Nebraska, USA",https://communities.livelund.com/turner-park-north-twin-towers-condo0/contactus.aspx,+1 833-924-2676,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g_DnRUqv6a3qB_orVn7-rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.8517572&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:38.346Z,,
https://www.google.com/maps/place/Renaissance+Del+Sol/data=!4m7!3m6!1s0x87938f5d26c03031:0xfd808fe088b9afd1!8m2!3d41.2573912!4d-95.9519528!16s%2Fg%2F11ln_6vnpn!19sChIJMTDAJl2Pk4cR0a-5iOCPgP0,Renaissance Del Sol,1.0,1,Property management company,"2679 Farnam St, Omaha, NE 68131, United States","724X+X6 Omaha, Nebraska, USA",,+1 531-239-4183,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipN44PEV6OmDS2fy0dEBJm4xb84G9L9WCNLuKpqj=w408-h839-k-no,true,9:30 am–4 pm,9:30 am–4 pm,9:30 am–2 pm,9:30 am–2 pm,Closed,9:30 am–4 pm,9:30 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:43.418Z,,
https://www.google.com/maps/place/Ooic/data=!4m7!3m6!1s0x87938e294467dafb:0x30cb5427eb98cc7e!8m2!3d41.2839465!4d-95.9475969!16s%2Fg%2F11c56rkwwc!19sChIJ-9pnRCmOk4cRfsyY6ydUyzA,Ooic,1.0,2,Property management company,"2766 N 24th St, Omaha, NE 68110, United States","73M2+HX Omaha, Nebraska, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4aOaf5Rr8W3NzhkuvsRHAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.95953&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:46.442Z,,
https://www.google.com/maps/place/Regis+Residential+Condominium+Association+%28Regis+Building%29/data=!4m7!3m6!1s0x87938fadbc63dea1:0xa75ae91f4acf4966!8m2!3d41.2569786!4d-95.9373664!16s%2Fg%2F1tfzbpkm!19sChIJod5jvK2Pk4cRZknPSh_pWqc,Regis Residential Condominium Association (Regis Building),5.0,3,Condominium complex,"312 S 16th St, Omaha, NE 68102, United States","7347+Q3 Omaha, Nebraska, USA",,+1 402-507-5136,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np35zHFwy2wOm-pOR0L2TyhfcgnUDObjAjAw1bF7w28ZRRMg59PpOR4qyenkrgnEjH7RfmMIZbDuF8QnJkBAcCdy2_NxAGpHQHYsyXFOqNKomp8xvWk7q3AaoBHn7zCYSXmtSdN=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:49.279Z,,
"https://www.google.com/maps/place/DiBar+Enterprises,+LLC/data=!4m7!3m6!1s0x87938e67014f8673:0x330928198f97ca41!8m2!3d41.2543617!4d-95.9644407!16s%2Fg%2F11btt953rz!19sChIJc4ZPAWeOk4cRQcqXjxkoCTM","DiBar Enterprises, LLC",3.2,9,Property management company,"3514 Jackson St, Omaha, NE 68105, United States","723P+P6 Omaha, Nebraska, USA",http://www.rentfromdibar.com/,+1 402-990-3926,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zhKKw1HxtEPXFT_ML7n2bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.39066&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:52.362Z,,
"https://www.google.com/maps/place/Delta+Real+Estate+Portfolio,+LLC/data=!4m7!3m6!1s0x87938f096c0d6aaf:0x93556542438f41e!8m2!3d41.2455376!4d-95.9260797!16s%2Fg%2F1tj5lnkv!19sChIJr2oNbAmPk4cRHvQ4JFRWNQk","Delta Real Estate Portfolio, LLC",3.0,3,Property management company,"1410 Park Wild Ave, Omaha, NE 68108, United States","63WF+6H Omaha, Nebraska, USA",,+1 402-802-9955,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-NTEuv2drRcmH6QrH4qApA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.24&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:50:55.182Z,,
https://www.google.com/maps/place/LeavenWealth+Capital/data=!4m7!3m6!1s0x87938fe2d19e4b7f:0x74e17294cdbbc76e!8m2!3d41.25927!4d-95.9479381!16s%2Fg%2F11lb2kmrc1!19sChIJf0ue0eKPk4cRbse7zZRy4XQ,LeavenWealth Capital,5.0,2,Commercial real estate agency,"117 S 25th St, Omaha, NE 68131, United States","7352+PR Omaha, Nebraska, USA",http://www.leavenwealth.com/,+1 402-740-6995,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mKXw_cczBsfXstmu186d_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.9983&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:51:00.101Z,,
https://www.google.com/maps/place/Azure+Properties/data=!4m7!3m6!1s0x87938e5cbb5b4445:0xa49413051c7b37f9!8m2!3d41.256429!4d-95.9575481!16s%2Fg%2F11h4cg6fdl!19sChIJRURbu1yOk4cR-Td7HAUTlKQ,Azure Properties,1.0,1,Property management company,"3035 Harney St, Omaha, NE 68131, United States","724R+HX Omaha, Nebraska, USA",,+1 402-281-9318,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TOJUeeja68bbDEaoWpr21w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.54828&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:51:02.975Z,,
https://www.google.com/maps/place/Sage+HOA+Services/data=!4m7!3m6!1s0x87938d58a8024a43:0x34ab1fc80da04108!8m2!3d41.2345331!4d-96.1060556!16s%2Fg%2F11nnv_ww7y!19sChIJQ0oCqFiNk4cRCEGgDcgfqzQ,Sage HOA Services,3.0,4,Property management company,"12335 Gold St, Omaha, NE 68144, United States","6VMV+RH Omaha, Nebraska, USA",http://www.sagehoaservices.com/,+1 402-249-4003,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=USz0EodjMIitOApoxCfPTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.94528&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:51:07.956Z,,
https://www.google.com/maps/place/Claussen/data=!4m7!3m6!1s0x87938e43584dec7d:0xfda21ebd6ba6f1d7!8m2!3d41.2581055!4d-95.956974!16s%2Fg%2F11vpwsd5fj!19sChIJfexNWEOOk4cR1_Gma70eov0,Claussen,,,Property management company,"3000 Farnam St Ste. 5 E, Omaha, NE 68131, United States","725V+66 Omaha, Nebraska, USA",http://theclaussengroup.com/,+1 605-232-4376,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TMH4bltfvE9LSYOE64WLqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.43504&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:51:10.789Z,,
https://www.google.com/maps/place/Nebraska+Lifestyles+Property+Management/data=!4m7!3m6!1s0x8793f2eb3071e705:0x8e4f3e8ae55cf20e!8m2!3d41.259498!4d-96.092757!16s%2Fg%2F1260_b9l4!19sChIJBedxMOvyk4cRDvJc5Yo-T44,Nebraska Lifestyles Property Management,4.1,125,Property management company,"256 N 115th St # 8, Omaha, NE 68154, United States","7W54+QV Omaha, Nebraska, USA",http://www.nebraskalifestyles.com/,+1 402-342-0556,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YGlQLhWt58kXvQCBsXQq-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.54587&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:51:15.938Z,,
https://www.google.com/maps/place/Dundee+View/data=!4m7!3m6!1s0x87938dd9637c5dd7:0x74dc7b0d60af99c8!8m2!3d41.2589716!4d-95.9881505!16s%2Fg%2F1tf4fjpl!19sChIJ1118Y9mNk4cRyJmvYA173HQ,Dundee View,3.1,18,Property management company,"110 S 49th St, Omaha, NE 68132, United States","7256+HP Omaha, Nebraska, USA",,+1 402-556-5980,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-4gUXzFLHtJxzPGOsW19bHXoZq7S_XqHFZsC3bS5M0jRBWvgDFBdhFPhQPBNR09OTug9D99JPtbQi0to5JaWBuy-LJ5n-RAR55E6aqTkKX4Ja8Dn5RxRqVsvpjfSdjjtrHumC=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2025-09-25T18:51:18.841Z,,
