placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/ServiceMaster+Restoration+by+All+Pro+-+Austin/data=!4m7!3m6!1s0x8644d1fee693d911:0x3ab2ef69151a217b!8m2!3d30.2734024!4d-97.805434!16s%2Fg%2F11f3rdm84k!19sChIJEdmT5v7RRIYReyEaFWnvsjo,ServiceMaster Restoration by All Pro - Austin,4.4,28,Fire damage restoration service,,,https://www.servicemasterrestore.com/servicemaster-restoration-by-all-pro-austin/,+1 512-883-9951,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFgaH9wnJlxaqpi7JFVvkDFwEiZYG-6eac18jC9dJC9Osg6TQDB6vct8GMkZAgaAQx9XYIlMfT6OTYkmpYbIyKVOfR5f3NMxxwGBXk7zYb_Z1eL5AQnSyW-UFc7Ok8p59j2A7d=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:21.228Z,,,,
https://www.google.com/maps/place/Armatura+Mold+Remediation/data=!4m7!3m6!1s0x889383cd607156d1:0x1a06c300d58de073!8m2!3d30.2728488!4d-97.7542967!16s%2Fg%2F11l2nm_tkl!19sChIJ0VZxYM2Dk4gRc-CN1QDDBho,Armatura Mold Remediation,,,Water damage restoration service,"611 Baylor St, Austin, TX 78703, United States","76FW+47 Austin, Texas, USA",http://armaturamoldremediation.com/locations/austin/,+1 512-631-9171,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqf3SF5xPx94FPRn0cplImARGtwtet976TTUXxvoOl8x-EI6LKM-CWFutSlcj9m8Gayk0b_DCX6jOaxpXpRczogJPpm4OuPTJIy5SUFSymQKUV-DYK0wu4C2kpXy8p3Nn037RzCeA=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:26.003Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/ATEX+Emergency+Water+Damage+Restoration/data=!4m7!3m6!1s0x865b381000000001:0xbafd553db353506!8m2!3d30.2407977!4d-97.9209411!16s%2Fg%2F11b7kg015_!19sChIJAQAAABA4W4YRBjU121PVrws,ATEX Emergency Water Damage Restoration,4.9,157,Water damage restoration service,"9417 Circle Dr Unit A, Austin, TX 78736, United States","63RH+8J Austin, Texas, USA",,+1 512-551-9753,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUGzHVgJMGBnbCvJCjQ1zkYT3ZUeovn_AiWbMsheYuolkRAFylj41zvrcyhkcWlyBJGemsv4uioekMpjwEgeNySqTNo-sdA88-X92rN3D8tpyUFq6IWmSCRguXXsgcK8wUGBjZfvnOk25h=w524-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:30.988Z,,,,
https://www.google.com/maps/place/Rytech+Restoration+of+Austin/data=!4m7!3m6!1s0x42b8aae2cf22a0a5:0x2613fe88ce206cf9!8m2!3d29.8690071!4d-97.8353526!16s%2Fg%2F11swl4cp4x!19sChIJpaAiz-KquEIR-Wwgzoj-EyY,Rytech Restoration of Austin,4.9,35,Water damage restoration service,,,https://austin.rytechinc.com/,+1 512-518-6753,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjdJ3o6PDDVZi9hz2M2n3mUncoRNUXpfgdu36o5jrt8D1FBGEM9x9saDgDfI6WFJWF9M516d0HyD-2UtcjhCaNqkFOZsCZeaq_GvGe8ao_q7PzYABmeOV9VNFUi_zLLseUg9DcxQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:35.868Z,,,,
https://www.google.com/maps/place/PuroClean+of+West+Austin/data=!4m7!3m6!1s0xb456b0b711ce7cf:0x87e27a43438cf619!8m2!3d30.2511178!4d-97.7664537!16s%2Fg%2F11txh0rm46!19sChIJz-cccQtrRQsRGfaMQ0N64oc,PuroClean of West Austin,4.8,44,Water damage restoration service,"1700 S Lamar Blvd, Austin, TX 78704, United States","762M+CC Austin, Texas, USA",https://www.puroclean.com/austin-tx-puroclean-west-austin,+1 512-953-2548,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSoZmcCQ5MoijlGvQQz4tnyRWaufLrDdGTRXCGkTtI3IFb1z7Vzb9JUyOyzm9sWrTAaLWd64xc6NQ741uUCqewNAUQPpjfI13BDRUqUlOzlzJQctbh6pDoNPlG2hS2tyZsuJrw=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:40.821Z,,,,
https://www.google.com/maps/place/Total+Restoration+of+Texas/data=!4m7!3m6!1s0x8644b50bd97665d7:0x8f6faab236850649!8m2!3d30.3562073!4d-97.7145468!16s%2Fg%2F1hc2fww56!19sChIJ12V22Qu1RIYRSQaFNrKqb48,Total Restoration of Texas,5.0,155,Water damage restoration service,"8222 Jamestown Dr Ste E1, Austin, TX 78758, United States","974P+F5 Austin, Texas, USA",https://trtexas.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 512-698-8444,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFqCyzs58FFe9OF6SzXqCDKjtGxxwOObOcKISwYim3Dqmm7eMlzWwfjT3E0I1Gzir3Pnb8gyU5b4-OnHO3ajtaflDIFhx03SZ-pKKHAsoYTE7KG0EGe71DuhIotY3GMQBRq5g=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:45.723Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Austin+Hi-Tech+Restoration/data=!4m7!3m6!1s0x8644b4a626a052a7:0x205dd080b5fcec07!8m2!3d30.3530068!4d-97.6725304!16s%2Fg%2F1tg2l1d4!19sChIJp1KgJqa0RIYRB-z8tYDQXSA,Austin Hi-Tech Restoration,4.6,129,Water damage restoration service,"9601 Dessau Rd BLDG 2, STE#207, Austin, TX 78754, United States","983G+6X Austin, Texas, USA",http://www.austinhi-tech.com/,+1 512-326-2633,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq2l6C8b1DIsYRIlG2XLAKVIFBVNXSE0ibSNdZ3W3ERx8WopzCdCjrilaslWV48A4dMIGYaIx7E4sYXqUxkz7AODU477QUxGoqMOkGiUX2x4gF7zLUMsYGKI5FAsJjIwQlkiQUcA5yndLqm=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:50.647Z,,,,
https://www.google.com/maps/place/Restoration+1+of+Austin/data=!4m7!3m6!1s0x8644c9f4e712c18f:0x88928bee21bf6069!8m2!3d30.32283!4d-97.6953417!16s%2Fg%2F11gf8hxxv0!19sChIJj8ES5_TJRIYRaWC_Ie6Lkog,Restoration 1 of Austin,4.8,230,Water damage restoration service,"6448 E Hwy 290 Suite C110, Austin, TX 78723, United States","88F3+4V Austin, Texas, USA",https://restoration1.com/austin?utm_source=GBP&utm_medium=Google,+1 512-872-4334,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerPj3YUcvKWDJOQV7eSXgqG5o4rTx7JO5N953rZAVSgvx3oJ2Y-fBPmmyofsBWyunCdw-I3taGMSc90YgBgFqYTHNjtwdiHFEBWzQViJPY4003lSCBSPqBXURzb7_oATWT9LEK5=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:33:55.697Z,Identifies as Latino-owned,,,
https://www.google.com/maps/place/SERVPRO+of+Southeast+Austin/data=!4m7!3m6!1s0x8644cbb56cd1f8ff:0x36f3acf730dfd992!8m2!3d30.3172279!4d-97.7053785!16s%2Fg%2F11pc1wfzvv!19sChIJ__jRbLXLRIYRktnfMPes8zY,SERVPRO of Southeast Austin,5.0,20,Water damage restoration service,"1029 Reinli St # 8, Austin, TX 78723, United States","878V+VR Austin, Texas, USA",https://www.servprosoutheastaustin.com/?utm_medium=yext&utm_source=gmb&y_source=1_MTYxOTU1MzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 512-420-9824,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=On6lrpbM7dhL5sqgixRBMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.7732&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:34:00.576Z,,,,
https://www.google.com/maps/place/A1+Water+Damage+Restoration+Austin/data=!4m7!3m6!1s0x8644b3356f5aac4f:0xf4aad59314a20378!8m2!3d30.2009987!4d-97.7152188!16s%2Fg%2F11sv5cn9kp!19sChIJT6xabzWzRIYReAOiFJPVqvQ,A1 Water Damage Restoration Austin,5.0,37,Water damage restoration service,"6269 E Stassney Ln, Austin, TX 78744, United States","672M+9W Austin, Texas, USA",http://a1waterdamagerestorationsaustin.com/,+1 737-381-1366,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGVY60op7xdwuDz8afGEJS6mEHzXmOx-THREvF2bLZUYbBxQVKlt3aJtsZgStcAre-AErDvFbclsml51f5ZqC8QhxIdeeSpT4lubYNSbe_2DsvNMwUwDjnkVdm-Ee9sbPDsyo_IA=w408-h408-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:34:05.507Z,,,,
https://www.google.com/maps/place/PuroClean/data=!4m7!3m6!1s0x8644cb35b0599f1f:0x287e165833dd3c9a!8m2!3d30.3805707!4d-97.7236145!16s%2Fg%2F11c5031wr9!19sChIJH59ZsDXLRIYRmjzdM1gWfig,PuroClean,5.0,187,Water damage restoration service,"9705 Burnet Rd Suite 317, Austin, TX 78758, United States","97JG+6H Austin, Texas, USA",https://www.puroclean.com/austin-tx-puroclean-property-savers,+1 512-956-5700,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqeVnsNDSKVybhr98-ueqYhxrfXUu_MeUTdyZI9_ssOrDDIrTvgUQLnCcqANxLDnLgSMkQ_6OsyAXCW4BOHWPCoa6Je5MgwUml865hoZXuNAbXL9IsCOQMMZbNiSRZZTUwC9BU=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:34:10.624Z,,,,
https://www.google.com/maps/place/All+Nation+Restoration/data=!4m7!3m6!1s0x8644c9276f85c4b3:0xd2e0b53314e928bf!8m2!3d30.3528353!4d-97.6718719!16s%2Fg%2F11lt6t4mys!19sChIJs8SFbyfJRIYRvyjpFDO14NI,All Nation Restoration,4.9,301,Water damage restoration service,"9601 Dessau Rd Suite 104, Austin, TX 78754, United States","983H+47 Austin, Texas, USA",https://www.allnationrestoration.com/?utm_source=GMB,+1 737-358-6017,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1hForJ-4aZeoUxjhZA-_gQAsMFXQTx8IZzwTXMN-9l5e9ULobMOxFlKGQ53suAZKK8yhVvtPm3kC2d743HMvqRIWCxDTW2D6emv2oMAVlnS3xbFZTzhEAGEjZA79kcfRiT9FFfQ=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:34:16.160Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Jenkins+Restorations/data=!4m7!3m6!1s0x8644c9b7635d06e1:0x7e4ce3354a2b06e4!8m2!3d30.2104759!4d-97.7475654!16s%2Fg%2F11gy9_mjhp!19sChIJ4QZdY7fJRIYR5AYrSjXjTH4,Jenkins Restorations,4.8,330,Water damage restoration service,"2028 E St Elmo Rd, Austin, TX 78744, United States","6762+5X Austin, Texas, USA",https://jenkinsrestorations.com/austin-tx/?utm_source=Google+my+Business&utm_medium=Organic+Search&utm_campaign=GMB+Austin,+1 512-256-8618,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoQnW0-OI3gMyXoPo7MavP-DOQYBmxHHccGMXFsiXFwncU6499LAMMsqRADtSqPtMAAj7Vmu0Gvl1EwMD3XnDG2w7CkoldtQNQFZoANaoV0tTgSqznydrrm0rqw4LIgjCyMNdUEvQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:34:21.331Z,,,,
https://www.google.com/maps/place/911+Restoration+of+Austin/data=!4m7!3m6!1s0x8644b5fa9e60fbed:0x466c306ddaea518b!8m2!3d30.210541!4d-97.7263561!16s%2Fg%2F11j7l6np3r!19sChIJ7ftgnvq1RIYRi1Hq2m0wbEY,911 Restoration of Austin,5.0,3,Water damage restoration service,"5214 Burleson Rd #105, Austin, TX 78744, United States","676F+6F Austin, Texas, USA",https://www.911restorationaustin.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 512-729-6436,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqb6afhRkGEKpAZIwBTgW5Ey4OHC_YAwsPLCwgIPBRBSShtrO9BRtQMNrleT1H4PWLrVbXWYYAUmvtyZv8SLeeI4MkZDoiroYJ7IkWB9NsPVSA_d0L-V-LCYEmv11aQc4bt0mMVQQ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-03-23T03:34:26.074Z,,,,
