placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/George%27s+Auto+Center/data=!4m7!3m6!1s0x8830ed983e32de5d:0x6f14826664e420b4!8m2!3d41.4506244!4d-81.8126733!16s%2Fg%2F1tf3z_x5!19sChIJXd4yPpjtMIgRtCDkZGaCFG8,George's Auto Center,4.9,131,Auto repair shop,"16415 Lorain Ave, Cleveland, OH 44111, United States","F52P+6W Cleveland, Ohio, USA",,+1 216-941-8083,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QE3SPYHHzcjfPTcmkyFHYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.66312&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:18.976Z,,,,
https://www.google.com/maps/place/All+Season+used+%26+new+tires/data=!4m7!3m6!1s0x8830ed353e7ecb5d:0xf3809acd7d1419bb!8m2!3d41.4548465!4d-81.792586!16s%2Fg%2F11h3ftynv1!19sChIJXct-PjXtMIgRuxkUfc2agPM,All Season used & new tires,4.6,107,Tire shop,"14138 Lorain Ave, Cleveland, OH 44111, United States","F634+WX Cleveland, Ohio, USA",,+1 216-331-5986,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiAUujiHpxna19CVfe-pQTUxmYMdBnDigl9gbxbdsgJZ-ODnZ45WazigsiUzJZFh0v-ONYvtwdl43drEsdlt7JuLsmzojE42N7zxtVRgI8cX0P5vozRqCc9aS4aIXSBHQmYdFE=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:24.101Z,,,,
https://www.google.com/maps/place/Urban+Auto+Center/data=!4m7!3m6!1s0x8830edd8b1cbe68b:0x433b3316e0739038!8m2!3d41.4519615!4d-81.8048171!16s%2Fg%2F1tglhz4p!19sChIJi-bLsdjtMIgROJBz4BYzO0M,Urban Auto Center,4.3,91,Auto repair shop,"15315 Lorain Ave Unit 2, Cleveland, OH 44111, United States","F52W+Q3 Cleveland, Ohio, USA",http://urbanservicecenter.com/,+1 216-251-0266,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweppt6tOoza5-VBczSpF_3ot72C-tL7c-ZV-4EnQxkkdLTNGx0lePQ5BreHP_ljMNAUpP9g-kk7TddO8zB7Q5lF3OK6WSu9bEEjUfm07NSYpZPyE_J3UwUmWZ4U-YIWmIJy1Vw1B=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:29.301Z,,,,
https://www.google.com/maps/place/North+Shore+Performance/data=!4m7!3m6!1s0x8830f29807df1a61:0x9e9d8afc8f15da28!8m2!3d41.4807853!4d-81.8445053!16s%2Fg%2F1vcq8769!19sChIJYRrfB5jyMIgRKNoVj_yKnZ4,North Shore Performance,4.7,59,Boat repair shop,"1110 Smith Ct, Rocky River, OH 44116, United States","F5J4+85 Rocky River, Ohio, USA",,+1 440-331-9860,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepj3vVmD7ARpDIgcrEqWOBa_l0WwwBwewA1SZ6Q9Nof51HiqefR5hScly06mKVcw3Ky7CN0o2rrhnCxiHDf-eApqHehQAUBzQCU1NDGf8_YdHjYl877WUDqY2HzyOB3okvY0aA=w408-h438-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:34.837Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Cleveland+Mobile+Auto+Service/data=!4m7!3m6!1s0x8830edc005d08d4f:0x818975a661538c0a!8m2!3d41.471101!4d-81.8564535!16s%2Fg%2F11sfk2pn69!19sChIJT43QBcDtMIgRCoxTYaZ1iYE,Cleveland Mobile Auto Service,5.0,12,Auto repair shop,"1686 Southbend Dr, Rocky River, OH 44116, United States","F4CV+CC Rocky River, Ohio, USA",https://www.clevelandmobileauto.com/,+1 216-816-6120,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoaASUu7Y5aCh9_McyPuLWM1eVnbqTlpBSFLZsrp-C7OQDNCYniDjmlCVGMIMG-K3CS58EGzJet_hKs-GGcSBqhOT46Q2cAVPej5mbXqFdM7NR8JFS0aPph5Lk0lStp3kNhWTOn2RMtkv8I=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:39.815Z,,,,
https://www.google.com/maps/place/Lakewood+Firestone+Tire+Pros+Complete+Auto+Service/data=!4m7!3m6!1s0x8830f20554877ac3:0xfb4445dde16c77b6!8m2!3d41.4771919!4d-81.7893905!16s%2Fg%2F1tcvvhpf!19sChIJw3qHVAXyMIgRtnds4d1FRPs,Lakewood Firestone Tire Pros Complete Auto Service,4.4,185,Auto repair shop,"13740 Madison Ave, Lakewood, OH 44107, United States","F6G6+V6 Lakewood, Ohio, USA",https://www.lakewoodtirepros.com/,+1 216-221-7969,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtV9tf4uXdIcWn7eNjtG4AAWwop42Lwo8rEOMvanSnbS1OQ4rishJOiDjOEtg9nz5imBhbePN5AZxMT4kV2lnABPi0CnfTWr19qp_nj69BmxqebcCCIiLTXJJPiDVhvthgdCmI=w426-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:45.163Z,,,,
"https://www.google.com/maps/place/White+Wheel+Aligning+Service,+Inc./data=!4m7!3m6!1s0x8830ed9467f4ec2d:0x36b81ad10fadf000!8m2!3d41.4523408!4d-81.8038702!16s%2Fg%2F1wtbvjj3!19sChIJLez0Z5TtMIgRAPCtD9EauDY","White Wheel Aligning Service, Inc.",4.6,169,Wheel alignment service,"15207 Lorain Ave, Cleveland, OH 44111, United States","F52W+WF Cleveland, Ohio, USA",https://www.whitewheel.com/,+1 216-941-2100,Closed · Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAmggAJYb88F73CMeuPZSeO23dbjOAvJ1diTHyRGmL_o8MzJGRmpxV-JsFZh9V7efGyBY_HPk1jCi41yzuRvJMV_kQCj78EnHGf-MYfgM8ammXTMdkASb0_4_U_zLv3fpmAmFJ=w408-h306-k-no,true,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:50.270Z,,,,
https://www.google.com/maps/place/Affordable+Used+Tires+and+Cars/data=!4m7!3m6!1s0x8830edeff18f287f:0x83954bbb5b0f810b!8m2!3d41.4568958!4d-81.7903826!16s%2Fg%2F11c50pzbcz!19sChIJfyiP8e_tMIgRC4EPW7tLlYM,Affordable Used Tires and Cars,4.4,234,Auto repair shop,"3540 W 140th St, Cleveland, OH 44111, United States","F645+QR Cleveland, Ohio, USA",,+1 216-785-9390,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyZUAzwTggeyEFlkux910WHkIyVx4q7tyA2F6m181TsCZ8_CZCefbT_gXa3e_TLCLMRSFh93xhDLpLENZFfzbxWqhskmQVtRfbnG45AMxmMdJsmqTG-znUpklh63Lu8gypljdwrypzM0p_=w408-h544-k-no,false,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,10 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:50:55.751Z,,,,
https://www.google.com/maps/place/Westside+Tire+And+Auto+Repair/data=!4m7!3m6!1s0x8830ef3a4ebf19f5:0x3bf3efdd4aacbd6f!8m2!3d41.4588674!4d-81.7769291!16s%2Fg%2F11rxp8hy9c!19sChIJ9Rm_TjrvMIgRb72sSt3v8zs,Westside Tire And Auto Repair,4.7,77,Auto repair shop,"12715 Lorain Ave, Cleveland, OH 44111, United States","F65F+G6 Cleveland, Ohio, USA",https://westsidetirecle.com/?utm_source=gmb&utm_medium=referral,+1 216-417-4614,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSctYnwsRGx0GSHbOkayajtveD9G29UziJmcAyRRIpSekSiKiERV0g2147SAFZuJub4h64397XwpCDwlR-oe3HnhxApSCb1xaa0F1MdyQkdX3-mKqmdcrzD8A3d-hLSGDV9YI1=w426-h240-k-no,true,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,9:30 am–6:30 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:51:00.733Z,,,,
https://www.google.com/maps/place/Leo+Luck%27s+Auto+Repairs/data=!4m7!3m6!1s0x8830f298f6088521:0x32e148c0745c1c0c!8m2!3d41.4788322!4d-81.8426483!16s%2Fg%2F1vlzb_yq!19sChIJIYUI9pjyMIgRDBxcdMBI4TI,Leo Luck's Auto Repairs,4.5,69,Auto repair shop,"19985 Detroit Rd, Rocky River, OH 44116, United States","F5H4+GW Rocky River, Ohio, USA",http://leo-lucks-auto-repairs.edan.io/,+1 440-331-1192,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerhOHrD-Q9Di6E-AyLdKE_Y7PDT7657pLp3ib4JgbRmFs8pY6IFl6oP9dQSMhAVHrc1ivrGat1ZlLxpfPxNa1U9rxUmdHuuhDo1eDqHH4Fh9V-kR7ufPnGxNsa3dk-NxL16kFctoclJbez1=w442-h240-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:51:06.027Z,,,,
https://www.google.com/maps/place/Star+tires/data=!4m7!3m6!1s0x8830edd83cdf9217:0x1e96d0e81dfdb434!8m2!3d41.437767!4d-81.7802505!16s%2Fg%2F11c5_50xns!19sChIJF5LfPNjtMIgRNLT9HejQlh4,Star tires,4.2,329,Tire shop,"4300 W 130th St, Cleveland, OH 44135, United States","C6Q9+4V Cleveland, Ohio, USA",,+1 216-563-1950,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo41tFmOZJV2Pxcf4iojeKSwKBvismstAcrBpv9p0UeosICpYb9h5-QREgLqKNUTvztn3rMAogg5Msb0-IzX354_73Fqj3YXtV_oys5agZGmEW7cu-cRV7i7aUbg2265mvNMhnK=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:51:11.159Z,,,,
https://www.google.com/maps/place/Conrad%27s+Tire+Express+%26+Total+Car+Care/data=!4m7!3m6!1s0x8830ed4f08e10bc3:0xd4b8fcab68dcf1f4!8m2!3d41.4532488!4d-81.7968993!16s%2Fg%2F1tdfnxn6!19sChIJwwvhCE_tMIgR9PHcaKv8uNQ,Conrad's Tire Express & Total Car Care,4.1,509,Auto repair shop,"14577 Lorain Ave, Cleveland, OH 44111, United States","F633+76 Cleveland, Ohio, USA",https://econrads.com/?utm_source=google&utm_medium=GBP&utm_campaign=organic,+1 216-941-2062,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomgjceo8xMORxqliEx0OKIImalEhmq6Oh6ciYG2M8shbsag7KiwLU5gclZm6rMzcsL24rclUaNl-HjAGUlZMcngC3_bHDdMulAE9fGo5x9jAnjjVf5u8_bqwMsc0SciDJAXx27=w648-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:51:16.535Z,,,,
https://www.google.com/maps/place/Mr.+Tire+Auto+Service+Centers/data=!4m7!3m6!1s0x8830f18b8ee98c4f:0x253a00252e012579!8m2!3d41.4896227!4d-81.7736795!16s%2Fg%2F1tfcctwc!19sChIJT4zpjovxMIgReSUBLiUAOiU,Mr. Tire Auto Service Centers,4.5,595,Tire shop,"12027 Lake Ave, Lakewood, OH 44107, United States","F6QG+RG Lakewood, Ohio, USA",https://locations.mrtire.com/oh/lakewood/12027-lake-avenue?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_865,+1 216-221-4606,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerl0UlvQQ0SSNQ8h9hhO07EUMIHO8XUq7yMpEkKC4mHmpFiGIlrJYePQE-xwjtE98wlaAnEBslRX8M5uwpCurjWHimYDwbULFS1sK7VCdHnCGKy0kTuoYFmlkbdvBmX3cuGkVFUng=w408-h544-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:51:21.716Z,· In-store pick-up,,,
https://www.google.com/maps/place/Crash+Champions+Collision+Repair+Rocky+River/data=!4m7!3m6!1s0x8830f28fdfe4b2cb:0x7aadaae15d90e70e!8m2!3d41.4816945!4d-81.8336645!16s%2Fg%2F11j1j6bt97!19sChIJy7Lk34_yMIgRDueQXeGqrXo,Crash Champions Collision Repair Rocky River,4.9,156,Auto repair shop,"1588 Wooster Rd, Rocky River, OH 44116, United States","F5J8+MG Rocky River, Ohio, USA",https://crashchampions.com/locations/crash-champions-rocky-river,+1 440-331-5242,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepGMRLy1O0IWGgVUHcZikjMdmG0Y63Jd2e1Lr6EIM2uA7DkWAuSdkXRH4MBq6fEx2lN9_V0lhx9JJEszoaMR6kVIY-pgXQG4pU5zKj3qTNVyGCI7JUjnxnMtaMHvWieXCo6P_8uePiyxmFI=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rocky+River+Cleveland+OH/@41.4768217,-81.8497567,14z",2026-03-23T14:51:26.865Z,,,,
