placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned
"https://www.google.com/maps/place/Gary%27s+Plumbing+%26+Fire,+Inc./data=!4m7!3m6!1s0x88d1b178214016c1:0x39c319709be3d41c!8m2!3d24.5710013!4d-81.7365591!16s%2Fg%2F1tggpf75!19sChIJwRZAIXix0YgRHNTjm3AZwzk","Gary's Plumbing & Fire, Inc.",4.5,21,Plumber,"6409 2nd Terrace, Key West, FL 33040, United States","H7C7+C9 Key West, Florida, USA",https://garysplumbingandfire.com/,+1 305-296-6013,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOXlCH-VdrM6uLr_f_6lr4vLCZX6xMBMsRHKch7=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:00.266Z,,
"https://www.google.com/maps/place/Power+Plus+Electric+of+the+Keys,+Inc./data=!4m7!3m6!1s0x88d1b1ac1de689b5:0x8263b107c08660b4!8m2!3d24.5647894!4d-81.7749285!16s%2Fg%2F11gk03ftn_!19sChIJtYnmHayx0YgRtGCGwAexY4I","Power Plus Electric of the Keys, Inc.",3.5,2,Electrical installation service,"2689 N Roosevelt Blvd # 4, Key West, FL 33040, United States","H67G+W2 Key West, Florida, USA",,+1 305-731-3539,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iBrzaI7rdWz03LO3TcuP7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.87512&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:05.229Z,,
https://www.google.com/maps/place/Key+West+Engine+Service+Inc./data=!4m7!3m6!1s0x88d1b176be6337bb:0xb9d7d0856ffd0446!8m2!3d24.5687838!4d-81.7380625!16s%2Fg%2F1vntkpc0!19sChIJuzdjvnax0YgRRgT9b4XQ17k,Key West Engine Service Inc.,4.6,20,Diesel engine repair service,"5509 5th Ave, Key West, FL 33040, United States","H796+GQ Key West, Florida, USA",http://keywestengine.com/,+1 305-296-9919,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx_hZqmC5j99KoQedaaT5TbXZJfuLh6D1ND8i1GIQQ-QyJWSAEKDt92_ty8ER2aVa_oRZrqALfOLGpYso7j2bcO-wKD8wPhGZmiFOEXMa5qmYMgdqxSEDCVUMBDkigcOoal5jK_=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:09.966Z,,
https://www.google.com/maps/place/MEE+Inc+Electrical+Contractors./data=!4m7!3m6!1s0x88d1b1771067e1d7:0x4520d24712760171!8m2!3d24.5682264!4d-81.7372817!16s%2Fg%2F1tftg2x3!19sChIJ1-FnEHex0YgRcQF2EkfSIEU,MEE Inc Electrical Contractors.,3.0,2,Electrician,"5550 5th Ave, Key West, FL 33040, United States","H797+73 Key West, Florida, USA",,+1 305-294-1679,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pgzivkXE-Deqozx6NrG_Xg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.62105&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:12.529Z,,
https://www.google.com/maps/place/Raybro+CED/data=!4m7!3m6!1s0x88d1b17843feda91:0x7d9a4567aaa420f1!8m2!3d24.5723917!4d-81.7366263!16s%2Fg%2F1tf9p181!19sChIJkdr-Q3ix0YgR8SCkqmdFmn0,Raybro CED,5.0,32,Electrical supply store,"5650 Maloney Ave, Key West, FL 33040, United States","H7C7+X8 Key West, Florida, USA",http://www.raybrokw.com/,+1 305-294-3794,"Closed · Opens 7 am Mon

Updated by this business 9 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzN_BjMtG7HZvwfkbSbTVns6tbbc5pgsySfj368lK3FKBwesbvfXWrhUAGpOYxbHCDNnWFHTidrslCY-aO7Q08J2wXCA8OgRMsr3aaM8c_p8c3Uo8LBvUD1BZtjzGTC6kB2KLQe=w408-h323-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:17.571Z,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/Keys+Energy+Services/data=!4m7!3m6!1s0x88d1b19e49d00013:0x1d445ff1b96c722a!8m2!3d24.5614061!4d-81.7981155!16s%2Fg%2F1tk23qv6!19sChIJEwDQSZ6x0YgRKnJsufFfRB0,Keys Energy Services,2.8,30,Electric utility company,"1001 James St, Key West, FL 33040, United States","H662+HQ Key West, Florida, USA",http://www.keysenergy.com/,+1 305-295-1000,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPrwC0-9BOjrJQIW5-QxlcP-Fc9hKRprh-nYo9u=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:22.370Z,,
https://www.google.com/maps/place/The+Pool+Man+Of+Key+West/data=!4m7!3m6!1s0x88d1b17b48bf24cb:0x8b50ed56f20a2409!8m2!3d24.5698105!4d-81.7369261!16s%2Fg%2F11ckchvbgh!19sChIJyyS_SHux0YgRCSQK8lbtUIs,The Pool Man Of Key West,4.8,163,Pool cleaning service,"5615 3rd Ave, Key West, FL 33040, United States","H797+W6 Key West, Florida, USA",https://thepoolmanofkeywest.com/,+1 305-240-1462,Closed · Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOyuWi85nIyQs2jdTDPQVM2jAwVSxKECsGU_m1b=w408-h306-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:27.226Z,,
https://www.google.com/maps/place/Keys+Technology+-+Computer+%26+phone+repair+in+Key+West/data=!4m7!3m6!1s0x88d1b1495a357821:0x1bfce36c91e2697a!8m2!3d24.566874!4d-81.7686!16s%2Fg%2F1th7npp0!19sChIJIXg1Wkmx0YgRemnikWzj_Bs,Keys Technology - Computer & phone repair in Key West,4.9,614,Computer repair service,"Kennedy Plaza, 916A Kennedy Dr, Key West, FL 33040, United States","H68J+PH Key West, Florida, USA",http://keystechnology.net/,+1 305-296-8775,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM8nZzOuLC3XmSsg5pcb-AFdU1edhfEe8KBDTOt=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:32.300Z,,
"https://www.google.com/maps/place/Royal+Electric+Services+%7C+Wake+Forest,+NC/data=!4m7!3m6!1s0x88d1b1f459a6da0f:0x3ccba2a8abb9c05e!8m2!3d35.863393!4d-78.500326!16s%2Fg%2F11mrdr6123!19sChIJD9qmWfSx0YgRXsC5q6iiyzw","Royal Electric Services | Wake Forest, NC",5.0,1,Electrician,,,https://rduelectricians.com/services-area/licensed-electricians-wake-forest-nc/,+1 919-335-7577,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOsiSLub22gGJqHDCN2K8BKYQQqA0eEJffbzHsq=w408-h255-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:37.154Z,,
https://www.google.com/maps/place/Florida+Keys+Mobile+Marine/data=!4m7!3m6!1s0x88d1b171a48e237f:0x9b3bff44a4aa2306!8m2!3d24.5718617!4d-81.745051!16s%2Fg%2F11lccy4xhy!19sChIJfyOOpHGx0YgRBiOqpET_O5s,Florida Keys Mobile Marine,4.9,66,Boat repair shop,"5178 Overseas Hwy #2, Stock Island, FL 33040, United States","H7C3+PX Stock Island, Florida, USA",https://www.floridakeysmarinemechanic.com/,+1 305-240-3529,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipO3K8kjkycN09T5RphuZ8ta7bqf6WKRzQW7ChdW=w578-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:42.179Z,,
https://www.google.com/maps/place/Old+Town+Marine+-+Key+West/data=!4m7!3m6!1s0x4f09efe167ddd727:0xf547e819b6af14c7!8m2!3d24.5628606!4d-81.7392282!16s%2Fg%2F11txjv9f2y!19sChIJJ9fdZ-HvCU8RxxSvthnoR_U,Old Town Marine - Key West,5.0,342,Boat repair shop,"7005 Shrimp Rd Suite 1W, Key West, FL 33040, United States","H776+48 Key West, Florida, USA",http://www.oldtownmarine.com/?utm_campaign=gmb,+1 786-438-7853,Closed · Opens 8 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNljJH3tl4sJjEYj_7yZSApc8WMVNjkA6cHnGeM=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:47.055Z,,
"https://www.google.com/maps/place/Boat+Services+Group,+llc/data=!4m7!3m6!1s0x88d1b199a4fce875:0x2f0a272acfe768f5!8m2!3d24.5630194!4d-81.7264991!16s%2Fg%2F1yglp_tl7!19sChIJdej8pJmx0YgR9WjnzyonCi8","Boat Services Group, llc",4.6,24,Boat repair shop,"6000 Peninsular Ave, Key West, FL 33040, United States","H77F+6C Key West, Florida, USA",http://bsgkw.com/,+1 305-320-0555,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNFRTZpAYZ7MyWTbzKKJPyWkD8aNvXDWG8BiDyG=w425-h240-k-no,true,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:51.934Z,,
"https://www.google.com/maps/place/Certified+Electrical+Company,+LLC/data=!4m7!3m6!1s0x88d1b13c29901d57:0x508b5f03b061e1b2!8m2!3d24.5589269!4d-81.7856014!16s%2Fg%2F11r3rv2hvz!19sChIJVx2QKTyx0YgRsuFhsANfi1A","Certified Electrical Company, LLC",,,Electrical installation service,"1700 N Roosevelt Blvd #4, Key West, FL 33040, United States","H657+HQ Key West, Florida, USA",,+1 305-280-5000,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNBshiujzkftfvWvOJpLsFm5-R2ou564v6Tdylv=w408-h258-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:43:56.914Z,,
https://www.google.com/maps/place/Strunk+Ace+Hardware+Inc/data=!4m7!3m6!1s0x88d1b6c09f0e4c55:0x1b160e65e310f3ce!8m2!3d24.5617537!4d-81.7967081!16s%2Fg%2F1thr7zb2!19sChIJVUwOn8C20YgRzvMQ42UOFhs,Strunk Ace Hardware Inc,4.8,535,Hardware store,"1101 Eaton St, Key West, FL 33040, United States","H663+P8 Key West, Florida, USA",http://www.acehardware.com/store-details/01369?utm_source=google&utm_medium=localstore&utm_campaign=,+1 305-296-9091,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqq3PgeIWc65BvNo4ymXJp8Q545Gph9FreKEOPvwz60nMlCjRGbxImvjDCeHmkgFhasTUQrUa8YXDBtODN_a7w4yjq1cD1HdCVyiGPwT35CQfRT7zz9kWMlw7rqIpuub754UZ9R-L1kQ88=w408-h409-k-no,true,7 am–6 pm,8 am–4 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:44:02.188Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up",
https://www.google.com/maps/place/KWE+Supply/data=!4m7!3m6!1s0x88d1b6c015afae3b:0xc439c7401564540a!8m2!3d24.5608182!4d-81.7994214!16s%2Fg%2F11cndbxw7f!19sChIJO66vFcC20YgRClRkFUDHOcQ,KWE Supply,3.9,18,Tool store,"311 Margaret St, Key West, FL 33040, United States","H662+86 Key West, Florida, USA",,+1 305-296-8548,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_C4upgdgSi3oanysJ__9Nw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.60192&pitch=0&thumbfov=100,true,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:44:07.186Z,· In-store shopping · In-store pick-up,
https://www.google.com/maps/place/City+Electric+Supply+Key+West/data=!4m7!3m6!1s0x88d1ade554925be7:0x28a4938c8993e8e0!8m2!3d24.5912419!4d-81.6800574!16s%2Fg%2F11cn_md3_g!19sChIJ51uSVOWt0YgR4OiTiYyTpCg,City Electric Supply Key West,4.2,10,Electrical supply store,"121 US-1 Units 7 & 8, Key West, FL 33040, United States","H8R9+FX Key West, Florida, USA",https://www.cityelectricsupply.com/branches/fl/key-west/key-west,+1 305-783-5135,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxJrAHU7ljMk7ASYMKYdM8BIpkq32IkktoIjqK6BqCSjLb44ka4Cz65G7jWoH7GaIu64Ct4nkPy-DBGrKxzx_gvtk8J040SjpfdxS-oJQnFdbbAbYIwI_WuWQYi1_uEmdU9EiTloxH-7E=w408-h306-k-no,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:44:12.233Z,"Electrical supply chain selling equipment including tools, parts, batteries, cable & lighting. · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/One+Call+Construction/data=!4m7!3m6!1s0x88d1b6c034e89199:0x762aa87c143caca7!8m2!3d24.5552143!4d-81.7800655!16s%2Fg%2F1hc5zb6lc!19sChIJmZHoNMC20YgRp6w8FHyoKnY,One Call Construction,4.2,25,General contractor,"1901 Flagler Ave, Key West, FL 33040, United States","H649+3X Key West, Florida, USA",http://constructionkeywest.com/,+1 305-294-0945,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyIeiEk2ej2ZltWIgNmow3m0FLjxstnYlBjYLTlZ3NRncIuSaH0Y4vqT6oYIwVFpSONfzJHLQJaguBnTIribiuRNlYpdMSF0DyREjgfdJP5SZH_9fbXrPMmY5-snL7RNW51BGzXog=w408-h544-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:44:17.330Z,,
https://www.google.com/maps/place/Sigsbee+Campground/data=!4m7!3m6!1s0x88d1b154dc60c0b7:0x5888ef3a79781565!8m2!3d24.581055!4d-81.777597!16s%2Fg%2F11bxb9m4kl!19sChIJt8Bg3FSx0YgRZRV4eTrviFg,Sigsbee Campground,4.3,235,Campground,"Arthur Sawyer Dr, Key West, FL 33040, United States","H6JC+CX Key West, Florida, USA",https://www.navymwrkeywest.com/programs/670c3376-010c-4dc3-a080-cd52f68841af,+1 305-293-4432,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFXXFacOaAR_O54WIw_9dLVPGFhfxp7ryO_fiStUMKwG_vM-jcr7QNCsuMIn08VbdXD5aWhey39Fj6PrTUn-kUYwiicKoefqooznO1Ydz5I2D6AfO9zldZpbVgu57qOQ5b1kczEN7_bOY=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:44:20.291Z,Service personnel can make bookings at this waterside campground up to 3 months in advance. · Dogs allowed,
https://www.google.com/maps/place/Alpha+Electric/data=!4m7!3m6!1s0x88d1b190b3c5aef3:0x1261e4a0d380796c!8m2!3d24.673084!4d-81.523452!16s%2Fg%2F11gv_qfx8y!19sChIJ867Fs5Cx0YgRbHmA06DkYRI,Alpha Electric,4.6,7,Electrician,,,https://www.alphaelectrickw.com/,+1 305-428-2366,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6H9-QsJyFGNZh39qN5CyMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.0993&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Key+West+FL/@24.5550593,-81.7799871,14z",2026-01-10T21:44:25.142Z,,
