placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/OHSU+Knight+Cancer+Institute,+Northwest+Portland/data=!4m7!3m6!1s0x549509fabbdfbf1b:0xfc0f07d0df502a37!8m2!3d45.5308566!4d-122.6961628!16s%2Fg%2F1ttpb009!19sChIJG7_fu_oJlVQRNypQ39AHD_w","OHSU Knight Cancer Institute, Northwest Portland",4.5,10,Cancer treatment center,"Medical, Building 3, 1130 NW 22nd Ave #150, Portland, OR 97210, United States","G8J3+8G Portland, Oregon, USA",https://www.ohsu.edu/knight-cancer-institute/ohsu-knight-cancer-institute-northwest-portland?utm_source=gmb&utm_medium=organic&utm_content=f3c871a7-6620-5bb5-8933-8166b9ee42ac,+1 971-262-9600,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mVkv5hXOuYB5_F6LE4DTSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.84457&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:26:44.100Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/BioLounge/data=!4m7!3m6!1s0x5495091342942d77:0xf57a8b9480f5345c!8m2!3d45.5352146!4d-122.7010826!16s%2Fg%2F11gr0scwgn!19sChIJdy2UQhMJlVQRXDT1gJSLevU,BioLounge,4.9,58,Medical clinic,"1741 NW 24th Ave, Portland, OR 97210, United States","G7PX+3H Portland, Oregon, USA",https://www.bioloungepdx.com/?utm_campaign=gmb,+1 971-770-1655,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOpzumj8YQU_UaZtnAFMkagMO0lizBqMgExUL8m=w408-h271-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:26:49.401Z,Identifies as women-owned,,
"https://www.google.com/maps/place/OHSU+Knight+Cancer+Institute,+South+Waterfront/data=!4m7!3m6!1s0x54950a686522e1df:0xf6472bca2a998318!8m2!3d45.4983527!4d-122.6714306!16s%2Fg%2F1tcwqvpb!19sChIJ3-EiZWgKlVQRGIOZKsorR_Y","OHSU Knight Cancer Institute, South Waterfront",3.9,23,Cancer treatment center,"3485 S Bond Ave Building 2, Portland, OR 97239, United States","F8XH+8C Portland, Oregon, USA",https://www.ohsu.edu/knight-cancer-institute/ohsu-knight-cancer-institute-south-waterfront?utm_source=gmb&utm_medium=organic&utm_content=e0d15054-de29-51a0-b1db-3d97f798724a,+1 503-494-7999,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nru_hSdAQeQliXBfND9AW417VNcMdSC672B9SbCjKCDMcJo38QOyLaGNZw7v5pztA8B9dZqokR2L66JV3rKPUhZQsTY7t5dS76TfvUh4dZgChLHZsatbXJt2JHp2EtkgMvfxrbQ=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:26:54.363Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Providence+Infusion+-+East+Portland/data=!4m7!3m6!1s0x5495a1225ebb1efb:0x7c9a2cb843df0a5!8m2!3d45.5329962!4d-122.5972851!16s%2Fg%2F1262mc9pd!19sChIJ-x67XiKhlVQRpfA9hMuiyQc,Providence Infusion - East Portland,4.0,4,Medical Center,"6410 NE Halsey St, Portland, OR 97213, United States","GCM3+53 Portland, Oregon, USA",https://www.providence.org/locations/or/infusion-east-portland?ls=location&y_source=1_OTU3NjM0Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 503-215-4633,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNdfj9MmNMRfGT4-Gln-UIdM0xzLvH0jdgUgciE=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:26:59.371Z,,,
https://www.google.com/maps/place/Providence+Outpatient+Infusion+-+Portland+Medical+Center/data=!4m7!3m6!1s0x5495a1d0c872a94d:0x50716ca86caa537c!8m2!3d45.5275794!4d-122.6139115!16s%2Fg%2F11f91qsqlg!19sChIJTalyyNChlVQRfFOqbKhscVA,Providence Outpatient Infusion - Portland Medical Center,2.6,5,Home health care service,"4805 NE Glisan St Suite 6N10, Portland, OR 97213, United States","G9HP+2C Portland, Oregon, USA",https://www.providence.org/locations/or/portland-medical-center/outpatient-infusion?ls=location&y_source=1_OTk2OTg0Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 503-215-6046,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPr3xSdrgLQrwujDr1Z7WVBE2jWxdhWbemPIV_3=w427-h240-k-no,true,8 am–4 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:04.419Z,,,
https://www.google.com/maps/place/The+Body+Lab+-+IV+Therapy+and+Regenerative+Medicine/data=!4m7!3m6!1s0x549509047ad94d0b:0x2d436dbb308d287f!8m2!3d45.5300178!4d-122.6939547!16s%2Fg%2F11h4cg9rtn!19sChIJC03ZegQJlVQRfyiNMLttQy0,The Body Lab - IV Therapy and Regenerative Medicine,,,Medical spa,"2067 NW Lovejoy St 2nd floor, Portland, OR 97236, United States","G8J4+2C Portland, Oregon, USA",,+1 503-222-2322,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UvYDaiUQD2yracI_g8clwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.74873&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:07.219Z,,,
https://www.google.com/maps/place/Providence+Cancer+Center+Infusion+-+Westside+Portland/data=!4m7!3m6!1s0x5495094375b70cdf:0xda01c25da80636fa!8m2!3d45.5104686!4d-122.7700807!16s%2Fg%2F11cn8v4d2l!19sChIJ3wy3dUMJlVQR-jYGqF3CAdo,Providence Cancer Center Infusion - Westside Portland,1.0,1,Cancer treatment center,"9135 SW Barnes Rd Suite 263, Portland, OR 97225, United States","G66H+5X Portland, Oregon, USA",https://www.providence.org/locations/or/st-vincent-medical-center/cancer-center-infusion-westside-portland?ls=location&y_source=1_OTU3NjM2Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 503-216-6300,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOPqHHXkbtgpp9yz4E_XRXL-imJe5gKv6aynbid=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:12.112Z,,,
https://www.google.com/maps/place/Pinnacle+Fertility+Oregon-+Downtown+Portland/data=!4m7!3m6!1s0x54950a1ceb6dbb85:0x181ee6e4b862b468!8m2!3d45.520442!4d-122.687344!16s%2Fg%2F11bw624838!19sChIJhbtt6xwKlVQRaLRiuOTmHhg,Pinnacle Fertility Oregon- Downtown Portland,4.1,230,Fertility clinic,"808 SW 15th Ave, Portland, OR 97205, United States","G8C7+53 Portland, Oregon, USA",https://www.pinnaclefertility.com/location/downtown-portland-or/,+1 503-274-4994,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOJZKTQNfMSYfSCiJtmWs3-Ur6xE5DITIQ6zbfz=w426-h240-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:17.272Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Old+Town+Clinic/data=!4m7!3m6!1s0x54950a015d0cae9d:0x99d6fcdb7341486!8m2!3d45.5232788!4d-122.6780984!16s%2Fg%2F1th0mm17!19sChIJna4MXQEKlVQRhhQ0t81vnQk,Old Town Clinic,3.7,89,Medical clinic,"727 W Burnside St, Portland, OR 97209, United States","G8FC+8Q Portland, Oregon, USA",https://centralcityconcern.org/health-care-location/old-town-clinic-health-care?utm_source=google&utm_medium=organic&utm_campaign=GMB,+1 503-228-4533,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOfV5sptEI62uXySbsCeM-qTGvIpyd8cmGb0cjv=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:22.273Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Portland+Clinic+of+Holistic+Health/data=!4m7!3m6!1s0x54950a1b4daf2851:0xf6bc53ead578aa73!8m2!3d45.519175!4d-122.683896!16s%2Fg%2F1tjyt9vn!19sChIJUSivTRsKlVQRc6p41epTvPY,Portland Clinic of Holistic Health,4.8,193,Holistic medicine practitioner,"833 SW 11th Ave Suite 525, Portland, OR 97205, United States","G898+MC Portland, Oregon, USA",https://www.holistichealthpc.com/?utm_source=gmb_auth,+1 503-294-7070,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMNoHVnJcDedSAkju-cXc3QmwVZuBLnjN_MEunY=w408-h271-k-no,true,Closed,9 am–6 pm,9 am–5 pm,Closed,9 am–6 pm,7 am–3 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:27.319Z,,,
https://www.google.com/maps/place/Synaptic+Institute+%7C+Naturopathic+Medicine+%7C+Acupuncture+%7C+Ketamine+Therapy+in+Portland+Oregon/data=!4m7!3m6!1s0x54950b5cb2167bed:0x6df1e27c42310530!8m2!3d45.5362325!4d-122.6582669!16s%2Fg%2F11r97pl53v!19sChIJ7XsWslwLlVQRMAUxQnzi8W0,Synaptic Institute | Naturopathic Medicine | Acupuncture | Ketamine Therapy in Portland Oregon,5.0,24,Medical clinic,"1836 NE 7th Ave UNIT 205, Portland, OR 97212, United States","G8PR+FM Portland, Oregon, USA",http://synaptic.care/,+1 971-403-0884,"Closed ⋅ Opens 10 am Mon

Updated by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNucvjNXb88wBTJtQuEagNKcJswBVQDc1tD4WPq=w408-h306-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:32.362Z,,,
https://www.google.com/maps/place/Urban+Wellness+Group+-+Medical+Clinic/data=!4m7!3m6!1s0x5495a060128cd521:0xfa7858da2f622d07!8m2!3d45.505171!4d-122.611803!16s%2Fg%2F1264728qg!19sChIJIdWMEmCglVQRBy1iL9pYePo,Urban Wellness Group - Medical Clinic,4.7,152,Alternative medicine practitioner,"4900 SE Division St, Portland, OR 97206, United States","G94Q+37 Portland, Oregon, USA",https://urbanwellnesspdx.com/,+1 503-343-1284,Closed ⋅ Opens 10 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npu32lbNZYkOiTiriz2jUOpddVKNcN2q9aAQbTmPFmkR6XdoAbVQ0-ucxHrybuu_Fpyh0qVqBIaYDV9R9l9ZdQV9lN48xJdYQoUSO2Z8fyBZdmJOey9y6mz4p_qsUYonmY_Zg3q=w408-h306-k-no,true,Closed,Closed,10 am–6 pm,10 am–3 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:37.403Z,,,
https://www.google.com/maps/place/Legacy+Cancer+Institute/data=!4m7!3m6!1s0x549509fa9a6f806f:0x909853f227addce7!8m2!3d45.5310995!4d-122.6963027!16s%2Fg%2F11b6mg29s6!19sChIJb4BvmvoJlVQR59ytJ_JTmJA,Legacy Cancer Institute,,,Cancer treatment center,"1130 NW 22nd Ave, Portland, OR 97210, United States","G8J3+CF Portland, Oregon, USA",https://www.legacyhealth.org/services-and-resources/services/adult/cancer-institute.aspx,+1 503-413-8050,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4norTm-Q_GxeRj8d_9bDRLkhcTkPRVSwBOM5kupQwRU1Q2fOMYEy1s-OvqlSTRc27GEzL8-DN144iWm6LzFmEkWAdPOfeMQo_0OZ9p_wKHyoWhujWWgeY9RT3-mS0y_BZpuyydk=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:40.095Z,,,
https://www.google.com/maps/place/Belmont+Comprehensive+Treatment+Center/data=!4m7!3m6!1s0x5495a097ac020043:0xceb1cb3448975383!8m2!3d45.5162487!4d-122.6388473!16s%2Fg%2F1thkrdsm!19sChIJQwACrJeglVQRg1OXSDTLsc4,Belmont Comprehensive Treatment Center,3.8,63,Mental health service,"2600 SE Belmont St, Portland, OR 97214, United States","G986+FF Portland, Oregon, USA",https://www.ctcprograms.com/location/belmont-comprehensive-treatment-center/?utm_source=GMB&utm_medium=organic&utm_campaign=listing&utm_term=brand&y_source=1_NTUzMzU4MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 971-272-8913,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMxaEkQgxuZHtoHLmVh-c-sb-5q6j04b2YW20Ll=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:44.958Z,,,
https://www.google.com/maps/place/Revibe+Men%27s+Health+by+Universal+Men%27s+Clinic/data=!4m7!3m6!1s0x54950a037bf60c0f:0x11049df249b8dcac!8m2!3d45.5212053!4d-122.6818279!16s%2Fg%2F1jkvnw3nf!19sChIJDwz2ewMKlVQRrNy4SfKdBBE,Revibe Men's Health by Universal Men's Clinic,4.5,247,Medical clinic,"511 SW 10th Ave #613, Portland, OR 97205, United States","G8C9+F7 Portland, Oregon, USA",https://revibemenshealth.com/clinics/portland/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 503-688-1180,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPPSaRvnZnuuGkTkRckqPHQuxt1Nb8n6faLvLkR=w408-h474-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:49.856Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Hooper+Detox+Stabilization+Center/data=!4m7!3m6!1s0x5495a0a8b096166d:0x225594a6a4da318c!8m2!3d45.5340814!4d-122.6669237!16s%2Fg%2F1tcvz3w6!19sChIJbRaWsKiglVQRjDHapKaUVSI,Hooper Detox Stabilization Center,4.0,69,Addiction treatment center,"1535 N Williams Ave, Portland, OR 97227, United States","G8MM+J6 Portland, Oregon, USA",http://www.centralcityconcern.org/services/health-recovery/hooper-detoxification-center/,+1 503-238-2067,Closed ⋅ Opens 6:45 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPkwvSqFlyMvVoVPSs73sPHGR8Hy9Fj4EwtoIX4=w408-h306-k-no,true,Closed,6:45 am–8:30 pm,6:45 am–8:30 pm,6:45 am–8:30 pm,6:45 am–8:30 pm,6:45 am–8:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:27:55.114Z,,,
