placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,error,attributes,isBlackOwned
"https://www.google.com/maps/place/Morgan+Brown,+ARNP/data=!4m7!3m6!1s0x87ee99c8de1b9a4b:0xa59a415eb12cd55d!8m2!3d41.6156116!4d-93.6399409!16s%2Fg%2F11hp6tl3c3!19sChIJS5ob3siZ7ocRXdUssV5BmqU","Morgan Brown, ARNP",5.0,2,Nurse practitioner,"1761 Hickman Rd, Des Moines, IA 50314, United States","J986+62 Des Moines, Iowa, USA",https://www.broadlawns.org/clinics-and-services/pain-management,+1 515-282-8270,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOCm6n_Bz6ig9ctDJVZHZYRRDz9GuBYHNwJz0U=w408-h273-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:30.334Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,,
"https://www.google.com/maps/place/Steven+R+Quam,+DO/data=!4m7!3m6!1s0x87ee90ad62f43deb:0x58e17f3aeba352f7!8m2!3d41.6273023!4d-93.5712257!16s%2Fg%2F1hc4qt7sn!19sChIJ6z30Yq2Q7ocR91Kj6zp_4Vg","Steven R Quam, DO",5.0,13,Pain management physician,"2459 E Euclid Ave suite b, Des Moines, IA 50317, United States","JCGH+WG Des Moines, Iowa, USA",https://www.metropainmanagement.com/provider/steven-r-quam-do,+1 515-261-7246,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=djCUA95c_5bUgb93SC3wdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.5202&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:35.410Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Metro+Anesthesia+%26+Pain+Management/data=!4m7!3m6!1s0x87ec211928323e47:0x171ca997a7459560!8m2!3d41.5963401!4d-93.7896041!16s%2Fg%2F1vzn638w!19sChIJRz4yKBkh7IcRYJVFp5epHBc,Metro Anesthesia & Pain Management,4.7,177,Nurse practitioner,"5901 Westown Pkwy # 210, West Des Moines, IA 50266, United States","H6W6+G5 West Des Moines, Iowa, USA",http://www.metropainmanagement.com/,+1 515-221-9222,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2etRJzqZioPnOGfU5rUsmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.68484&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:40.775Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Richard+F+Holt,+DO/data=!4m7!3m6!1s0x87ee9909b3ed87ff:0xa338f1b795b0a7ac!8m2!3d41.596876!4d-93.623403!16s%2Fg%2F11c52kv81y!19sChIJ_4ftswmZ7ocRrKewlbfxOKM","Richard F Holt, DO",3.7,3,Pain management physician,"450 Laurel St A, Des Moines, IA 50314, United States","H9WG+QJ Des Moines, Iowa, USA",https://www.iowaortho.com/providers/detail/93,+1 515-247-8400,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pX4qRMO24Qnqsh8GmmAuCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.63165&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:46.129Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Dr.+Seth+R.+Quam,+Do/data=!4m7!3m6!1s0x87ee99bc3d58b359:0x15dfda75c223f05c!8m2!3d41.6007155!4d-93.6071133!16s%2Fg%2F1tfbcq98!19sChIJWbNYPbyZ7ocRXPAjwnXa3xU","Dr. Seth R. Quam, Do",5.0,1,Pain management physician,"840 E University Ave, Des Moines, IA 50316, United States","J92V+75 Des Moines, Iowa, USA",http://www.unitypointclinic.org/,+1 515-265-4211,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nwJRbiU7tGcyC0tRxr8q7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.07289&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:49.744Z,,,,,,,,,,,
"https://www.google.com/maps/place/Mercy+Center+For+Pain+Medicine:+Biggerstaff+Matt+MD/@41.59866,-93.623181,17z/data=!3m1!4b1!4m6!3m5!1s0x87ee990a219cc381:0x4548d588cdc9772!8m2!3d41.59866!4d-93.623181!16s%2Fg%2F1hc49dgzx",Mercy Center For Pain Medicine: Biggerstaff Matt MD,,,Pain management physician,"1111 6th Ave #3, Des Moines, IA 50314, United States","H9XG+FP Des Moines, Iowa, USA",,+1 515-247-3150,Open · Closes 4:30 pm,,false,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:56.934Z,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,,,,
"https://www.google.com/maps/place/Mark+Dearden,+DO/data=!4m7!3m6!1s0x87ee9904920065ef:0xa816f74f7e483b35!8m2!3d41.5868815!4d-93.6386411!16s%2Fg%2F11jn1fbyr0!19sChIJ72UAkgSZ7ocRNTtIfk_3Fqg","Mark Dearden, DO",,,Pain management physician,"1540 High St STE 101, Des Moines, IA 50309, United States","H9P6+QG Des Moines, Iowa, USA",,+1 515-237-3985,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DgBYkMMUZ2c7UjpqasGqvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.59654&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:02.970Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,,
https://www.google.com/maps/place/Central+States+Pain+Clinic/data=!4m7!3m6!1s0x87ec209005aca28f:0x95ee3e13377c6bca!8m2!3d41.5975514!4d-93.738516!16s%2Fg%2F11b62_315t!19sChIJj6KsBZAg7IcRymt8NxM-7pU,Central States Pain Clinic,4.6,407,Pain control clinic,"2425 Westown Pkwy, West Des Moines, IA 50266, United States","H7X6+2H West Des Moines, Iowa, USA",https://centralstatespainclinic.com/,+1 515-267-1819,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMrVf-JCNStKGE8EPx8-jHh0Nj19GYvjDP8iCL_=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:08.494Z,8 am–4:30 pm,8 am–4:30 pm,8 am–1 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,,
"https://www.google.com/maps/place/Arpan+Patel,+MD/data=!4m7!3m6!1s0x87ec2126a3f420d3:0xa140dde233168750!8m2!3d41.5986532!4d-93.7924684!16s%2Fg%2F11mtfcmcv0!19sChIJ0yD0oyYh7IcRUIcWM-LdQKE","Arpan Patel, MD",4.9,122,Pain management physician,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/doctors/d1055/arpan-patel/?utm_source=extnet&utm_medium=yext,+1 515-875-9902,,https://lh3.googleusercontent.com/p/AF1QipNUa8E2AS_AmbqNB8eMco0qF2ry06wRPPlxB8dp=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:12.011Z,,,,,,,,,,,
"https://www.google.com/maps/place/Matthew+C.+Biggerstaff,+DO/data=!4m7!3m6!1s0x87ee990a219cc381:0xa164e6f0fafca91f!8m2!3d41.6156116!4d-93.6399403!16s%2Fg%2F1tc_96ts!19sChIJgcOcIQqZ7ocRH6n8-vDmZKE","Matthew C. Biggerstaff, DO",3.5,8,Pain management physician,"1761 Hickman Rd, Des Moines, IA 50314, United States","J986+62 Des Moines, Iowa, USA",http://www.broadlawns.org/clinics-and-services/pain-management,+1 515-282-8270,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipO0W4sqaPB4U_767idc_vdAc6Hfclx6pKuvye0r=w408-h273-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:17.605Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,,
"https://www.google.com/maps/place/Allen+Eckhoff,+MD/@41.59866,-93.623181,17z/data=!3m1!4b1!4m6!3m5!1s0x87938e79ec127ced:0x612cf316ca0fd34d!8m2!3d41.59866!4d-93.623181!16s%2Fg%2F1tdcs0p3","Allen Eckhoff, MD",2.8,8,Pain management physician,"1111 6th Ave #3, Des Moines, IA 50314, United States","H9XG+FP Des Moines, Iowa, USA",https://www.mercyone.org/provider/allen-eckhoff-md-hospice-palliative-care,+1 515-247-3150,,,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:22.854Z,,,,,,,,,,,
https://www.google.com/maps/place/Iowa+Health+Pain+Management/data=!4m7!3m6!1s0x87ee99bc44aa98ef:0x76ef50c6a7091bc5!8m2!3d41.6020258!4d-93.6079331!16s%2Fg%2F1tkkvf8j!19sChIJ75iqRLyZ7ocRxRsJp8ZQ73Y,Iowa Health Pain Management,,,Pain management physician,"1301 Pennsylvania Ave Ste 411, Des Moines, IA 50316, United States","J92R+RR Des Moines, Iowa, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l6xrxBiDujh92sXU7JKX1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.74326&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:26.332Z,,,,,,,,,,,
https://www.google.com/maps/place/The+Iowa+Clinic+Pain+Management+-+West+Des+Moines+Campus/data=!4m7!3m6!1s0x87ec2122830e2c89:0x9891250e8a5c4900!8m2!3d41.5987379!4d-93.7924193!16s%2Fg%2F1v42gc4c!19sChIJiSwOgyIh7IcRAElcig4lkZg,The Iowa Clinic Pain Management - West Des Moines Campus,3.0,25,Pain control clinic,"5950 University Ave, West Des Moines, IA 50266, United States","H6X5+F2 West Des Moines, Iowa, USA",https://www.iowaclinic.com/locations/the-iowa-clinic-west-des-moines-campus/pain-management-west-des-moines/?utm_source=extnet&utm_medium=yext,+1 515-875-9902,,https://lh3.googleusercontent.com/p/AF1QipOQ5Jd8YMF12cMb8zyRbN2GCDCO8QpBJtBjunp6=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:29.768Z,,,,,,,,,,,
"https://www.google.com/maps/place/MercyOne+Ankeny+Pain+Management/@41.5986713,-93.6228884,17z/data=!3m1!4b1!4m6!3m5!1s0x87ee991d022dbbd3:0xa238dee2ff9fdd59!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F11kk094182",MercyOne Ankeny Pain Management,,,Medical clinic,"West Building, 1111 6th Ave Level 3, Des Moines, IA 50314, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/location/mercyone-des-moines-pain-management,+1 515-247-3150,,,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:35.001Z,,,,,,,,,,,
https://www.google.com/maps/place/DMU+Clinic+%E2%80%94+Osteopathic+Manual+Medicine/data=!4m7!3m6!1s0x87ee995ffef8b38d:0x3e14d255b508ab25!8m2!3d41.5836628!4d-93.6608585!16s%2Fg%2F11s5v08rn1!19sChIJjbP4_l-Z7ocRJasItVXSFD4,DMU Clinic — Osteopathic Manual Medicine,4.6,12,Medical clinic,"3200 Grand Ave 9th Floor, Des Moines, IA 50312, United States","H8MQ+FM Des Moines, Iowa, USA",https://www.dmuclinic.org/services/osteopathic-manual-medicine/,+1 515-271-1722,"Open · Closes 5 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOWlw_vwpZxJtDi9beirUtILV8hl-hkfj-PLe_f=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:40.393Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Mauricio+Acebey,+MD/data=!4m7!3m6!1s0x87ec21f3a668dfa5:0xf2ff7e64823473fd!8m2!3d41.5959389!4d-93.7925039!16s%2Fg%2F11h_xhsz53!19sChIJpd9opvMh7IcR_XM0gmR-__I","Mauricio Acebey, MD",4.9,132,Pain management physician,"6001 Westown Pkwy 2nd Floor, Pod G, West Des Moines, IA 50266, United States","H6W4+9X West Des Moines, Iowa, USA",https://www.dmos.com/find-a-provider/mauricio-acebey-md,+1 515-224-1414,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO3NPJTdNgoZoLB5CFa9tH7_Hnjnlq7kDcb7i0h=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:45.526Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Central+States+Pain+Clinic/data=!4m7!3m6!1s0x87ee85467078de7f:0x46b0ab8c8ca702d9!8m2!3d41.741124!4d-93.5994526!16s%2Fg%2F11nxg7r4fz!19sChIJf954cEaF7ocR2QKnjIyrsEY,Central States Pain Clinic,4.8,114,Pain control clinic,"1105 N Ankeny Blvd STE 101, Ankeny, IA 50023, United States","PCR2+C6 Ankeny, Iowa, USA",https://centralstatespainclinic.com/,+1 515-267-1819,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMv8gYeqnSV4lz-8HWPgq99hwa5kRDbkjKWPmNu=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:51.586Z,8 am–4:30 pm,8 am–4:30 pm,8 am–1 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,,
"https://www.google.com/maps/place/Charles+Goldman,+MD/@41.5986713,-93.6228884,17z/data=!3m1!4b1!4m6!3m5!1s0x87ee9909a04d1d15:0x16392632564cc0f1!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F1v_0k95m","Charles Goldman, MD",5.0,2,Pain management physician,"1111 6th Avenue, West Building, Level 3, Des Moines, IA 50315, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/desmoines/provider/charles-goldman-md-palliative-care,+1 515-643-4915,,,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:39:56.346Z,,,,,,,,,,,
"https://www.google.com/maps/place/Kurt+Smith,+D.O.+-+Iowa+Ortho+Des+Moines/data=!4m7!3m6!1s0x87ee9909a04d1d15:0x1b38144cb17a08cc!8m2!3d41.596876!4d-93.623403!16s%2Fg%2F1ttphfvx!19sChIJFR1NoAmZ7ocRzAh6sUwUOBs","Kurt Smith, D.O. - Iowa Ortho Des Moines",4.8,236,Physiatrist,"450 Laurel St A, Des Moines, IA 50314, United States","H9WG+QJ Des Moines, Iowa, USA",https://www.iowaortho.com/providers/kurt-a-smith-d-o/,+1 515-247-8400,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNzpiSIyeYKqWyBMkjqy1qF50aAOS3gCA2CifN0=w408-h612-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:40:01.256Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/James+E+Sykes,+DO/data=!4m7!3m6!1s0x87ee90ad62f43deb:0x42b47c891bd64055!8m2!3d41.6273023!4d-93.5712257!16s%2Fg%2F1tf297bs!19sChIJ6z30Yq2Q7ocRVUDWG4l8tEI","James E Sykes, DO",5.0,4,Pain management physician,"2459 E Euclid Ave suite b, Des Moines, IA 50317, United States","JCGH+WG Des Moines, Iowa, USA",https://www.metropainmanagement.com/provider/james-e-sykes-do,+1 515-261-7246,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=djCUA95c_5bUgb93SC3wdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.5202&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:40:06.142Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
