placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,info,attributes,error
https://www.google.com/maps/place/Primary+and+Specialty+Care:+Adventist+Health+Physicians+Network/data=!4m7!3m6!1s0x808507675d52c9bf:0x789746ffa9f98d57!8m2!3d38.3235353!4d-122.2985409!16s%2Fg%2F11hdwdkxk4!19sChIJv8lSXWcHhYARV435qf9Gl3g,Primary and Specialty Care: Adventist Health Physicians Network,4.5,188,Medical clinic,"1100 Trancas St STE 250, Napa, CA 94558, United States","8PF2+CH Napa, California, USA",https://adventisthealth.org/locations/detail/primary-care-specialty-care-adventist-health-physicians-network/,+1 707-253-1135,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPmOfQLit15wmSp8cUjgoQqhR6Jgdtbrg6wwSOC=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-28T23:35:04.263Z,,,,
https://www.google.com/maps/place/Napa+Valley+Lifestyle+and+Wellness/data=!4m7!3m6!1s0x262dd57b38b3d133:0x86e5c35799627a98!8m2!3d38.3236475!4d-122.298622!16s%2Fg%2F11vlf37lkd!19sChIJM9GzOHvVLSYRmHpimVfD5YY,Napa Valley Lifestyle and Wellness,5.0,32,Medical clinic,"1100 Trancas St Suite 211, Napa, CA 94558, United States","8PF2+FH Napa, California, USA",https://napavalleylifestyleandwellness.com/,+1 707-637-4108,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOz9REfLJ223yQRHe6lqRTZXoZfpH2Jgsox1EA=w408-h272-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-28T23:35:09.193Z,,,,
https://www.google.com/maps/place/Providence+Queen+of+the+Valley+Medical+Center+Wellness+Program/data=!4m7!3m6!1s0x808507d746010487:0xef0cfd0db65ab0f3!8m2!3d38.3243493!4d-122.2942352!16s%2Fg%2F11q268r04q!19sChIJhwQBRtcHhYAR87Batg39DO8,Providence Queen of the Valley Medical Center Wellness Program,,,Wellness center,"3421 Villa Ln Suite 1A, Napa, CA 94558, United States","8PF4+P8 Napa, California, USA",https://www.providence.org/locations/norcal/queen-of-the-valley/cancer-care/wellness-program?Is=location&y_source=1_MjQyMTc2ODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 707-252-4411,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ECzLXGrInNwHjKeGr4-F9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.88877&pitch=0&thumbfov=100,true,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-28T23:35:14.073Z,,,,
https://www.google.com/maps/place/CryoAid/data=!4m7!3m6!1s0x80844308d20b345d:0xbabad149fe0bb406!8m2!3d38.3232499!4d-122.2966186!16s%2Fg%2F11ddxr7dbr!19sChIJXTQL0ghDhIARBrQL_knRuro,CryoAid,5.0,52,Health spa,"1075 Trancas St, Napa, CA 94558, United States","8PF3+79 Napa, California, USA",https://cryoaid.com/,+1 707-726-2653,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipPjcMhNVLyOAl-lFnyk89TI7vptCGQV7C1H1RqA=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2025-09-28T23:35:18.931Z,,,,
https://www.google.com/maps/place/Napa+Valley+MIT/data=!4m7!3m6!1s0x8084591f38d6c543:0xf9eb2291cea1afee!8m2!3d38.572095!4d-122.4419632!16s%2Fg%2F11wbt_gdbk!19sChIJQ8XWOB9ZhIAR7q-hzpEi6_k,Napa Valley MIT,5.0,4,Health spa,"110 Howell Mountain Rd, Angwin, CA 94508, United States","HHC5+R6 Angwin, California, USA",https://napavalleymit.com/,+1 707-395-5106,,https://lh3.googleusercontent.com/p/AF1QipNplxnhYZ7o1xTad4Xe53OK6fzn-QRqcUzcqBAB=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:35:38.635Z,,,,
https://www.google.com/maps/place/Rapid+Recovery+Hydration+Solutions/data=!4m7!3m6!1s0x808507e0e430e805:0x813c764d0d19b13!8m2!3d38.3231938!4d-122.2994349!16s%2Fg%2F11h9g0_fb9!19sChIJBegw5OAHhYARE5vR0GTHEwg,Rapid Recovery Hydration Solutions,5.0,1,Medical spa,"1254 Trancas St, Napa, CA 94558, United States","8PF2+76 Napa, California, USA",https://rapidrecoveryhydration.com/,+1 707-234-8393,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yGhKzBKTi6PXallQkpNXuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.76437&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:35:43.605Z,,,,
https://www.google.com/maps/place/Clement+W.+Miller+Memorial+Medical+Treatment+Center/data=!4m7!3m6!1s0x8085aaaee962406b:0xac6bd2f5751c454!8m2!3d38.3905154!4d-122.3634895!16s%2Fg%2F1pzvnkj_c!19sChIJa0Bi6a6qhYARVMRRVy-9xgo,Clement W. Miller Memorial Medical Treatment Center,,,Medical Center,"160 California Dr, Yountville, CA 94599, United States","9JRP+6J Yountville, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ocpv3yFN1v-BMP1I3CuPpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.722336&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:35:46.412Z,,,,
"https://www.google.com/maps/place/Veterans+Home+of+California,+Yountville/data=!4m7!3m6!1s0x8085aaad01ae9787:0xd24b895eb8b6fd9e!8m2!3d38.3934515!4d-122.3662333!16s%2Fm%2F0h7qx7_!19sChIJh5euAa2qhYARnv22uF6JS9I","Veterans Home of California, Yountville",4.4,64,Veterans center,"260 California Dr, Yountville, CA 94599, United States","9JVM+9G Yountville, California, USA",https://www.calvet.ca.gov/VetHomes/Pages/Yountville.aspx,+1 707-944-4500,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKUyueUuFXn_SKy6UYWtjQKEGy0n7khCQZ0zUNEvUb4-CrsUsLtj2__NOCjoZUAuQGJNalsTG_50iZaIy5Ol8PWsQrJ6m9C74leUdy8pX4foQIdWvaUkyzUM9xQWu9v80lFXGc=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:35:51.434Z,,,,
https://www.google.com/maps/place/Providence+Queen+of+the+Valley+Medical+Center+Radiation+Oncology/data=!4m7!3m6!1s0x808507b7d022471b:0x974f236138ac5cae!8m2!3d38.3244757!4d-122.2971241!16s%2Fg%2F11rfm80pdc!19sChIJG0ci0LcHhYARrlysOGEjT5c,Providence Queen of the Valley Medical Center Radiation Oncology,5.0,2,Oncologist,"1000 Trancas St West Entrance, Napa, CA 94558, United States","8PF3+Q5 Napa, California, USA",https://www.providence.org/locations/norcal/queen-of-the-valley/radiation-oncology?ls=location&y_source=1_MjQyMTc1MTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 707-257-4083,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vUasUFM_QZ6Yv5Kupab34A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.44116&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:35:56.293Z,,,,
https://www.google.com/maps/place/Napa+Valley+Vintners+Community+Health+Center/data=!4m7!3m6!1s0x808506ebb93c36b9:0xdc314332bc35268c!8m2!3d38.3211033!4d-122.2921764!16s%2Fg%2F1td4py7f!19sChIJuTY8uesGhYARjCY1vDJDMdw,Napa Valley Vintners Community Health Center,4.0,1,Medical Center,"1141 Pear Tree Ln, Napa, CA 94558, United States","8PC5+C4 Napa, California, USA",,+1 707-253-7878,Closed ⋅ Opens 7:45 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wniTc0TBK9ZE50yAXe85-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.2344&pitch=0&thumbfov=100,false,Closed,7:45 am–5 pm,7:45 am–5 pm,7:45 am–8:30 pm,7:45 am–8:30 pm,7:45 am–5 pm,7:45 am–2:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:01.443Z,,,,
https://www.google.com/maps/place/The+Spa+at+Estate+Yountville/data=!4m7!3m6!1s0x80845554616ca791:0x79a56bbb8586af31!8m2!3d38.4001577!4d-122.3597696!16s%2Fg%2F12vqxyj0x!19sChIJkadsYVRVhIARMa-GhbtrpXk,The Spa at Estate Yountville,4.5,18,Spa,"6481 Washington St, Yountville, CA 94599, United States","CJ2R+33 Yountville, California, USA",https://www.theestateyountville.com/spa/,+1 707-948-5050,"Closed ⋅ Opens 8 am Tue

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMdGvb6Ubg18E0_q6N_qiwayeRjEDnnGEN6Isff=w506-h240-k-no,true,8 am–3 pm,Closed,8 am–3 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:06.605Z,,,,
https://www.google.com/maps/place/Bardessono+Hotel+and+Spa/data=!4m10!3m9!1s0x80845556980f76dd:0xd9062c8d1e62b626!5m2!4m1!1i2!8m2!3d38.40294!4d-122.36031!16s%2Fg%2F1txnppg3!19sChIJ3XYPmFZVhIARJrZiHo0sBtk,Bardessono Hotel and Spa,4.7,521,,"6526 Yount St, Yountville, CA 94599, United States","CJ3Q+5V Yountville, California, USA",https://www.bardessono.com/,+1 707-204-6000,,https://lh3.googleusercontent.com/p/AF1QipMXKHE9YqdjL5Vz51OZfAo4wYYWNBYgRF6b0ypP=w408-h247-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:09.763Z,,,,
https://www.google.com/maps/place/RH+Restaurant+at+RH+Yountville/data=!4m7!3m6!1s0x808455dfc5f8d4ef:0x95c22697b7be3d28!8m2!3d38.4056438!4d-122.3665256!16s%2Fg%2F11gty9_ywt!19sChIJ79T4xd9VhIARKD2-t5cmwpU,RH Restaurant at RH Yountville,4.5,1039,Restaurant,"6725 Washington St, Yountville, CA 94599, United States","CJ4M+79 Yountville, California, USA",http://www.rh.com/yountville/restaurant,+1 707-339-4654,"Open ⋅ Closes 9 pm

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFLU-pX1LlS0n6ZT_2QZnb_euFW8NHBaus_JzAZrNrl6KFVr_N7jVi2WEAdxTL3CWEUuXpg-f6afaRBo6tl_WY6ih766PkjPcgYajnkFKjies4yBYrf0lXoWcUPwMIF4v01iAE=w408-h544-k-no,true,10 am–9 pm,11 am–9 pm,11 am–9 pm,11 am–9 pm,11 am–9 pm,11 am–9 pm,10 am–9 pm,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:14.818Z,,,· Dine-in · Takeaway · Delivery,
https://www.google.com/maps/place/The+Restaurant+at+North+Block/data=!4m7!3m6!1s0x8084550d621009db:0x6f4aef78b2dccc82!8m2!3d38.40603!4d-122.3668211!16s%2Fg%2F11rq8fzpmr!19sChIJ2wkQYg1VhIARgszcsnjvSm8,The Restaurant at North Block,4.3,129,Restaurant,"6757 Washington St, Yountville, CA 94599, United States","CJ4M+C7 Yountville, California, USA",https://northblockhotel.com/dining/,+1 707-299-5030,,https://lh3.googleusercontent.com/p/AF1QipN5iHS8xmzRSmSVJZXQ-Vc0eMFB7Ns06S9xb_NN=w408-h255-k-no,true,5–9 pm,5–9 pm,5–9 pm,5–9 pm,5–9 pm,5–10 pm,5–10 pm,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:20.022Z,,,· Dine-in · Takeaway · Delivery,
https://www.google.com/maps/place/THE+I.V.+DOC+Napa/data=!4m7!3m6!1s0x808439709c311311:0x1abb801c0183f243!8m2!3d38.4761672!4d-122.724062!16s%2Fg%2F11hyq1g2xp!19sChIJERMxnHA5hIARQ_KDARyAuxo,THE I.V. DOC Napa,3.0,2,Medical spa,"3558 Round Barn Blvd #206, Santa Rosa, CA 95403, United States","F7GG+F9 Santa Rosa, California, USA",https://www.theivdoc.com/,+1 844-843-4836,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNZpfIVCwrbrHz3jPr-HmU8D6inr494GvzSkKOz=w427-h240-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:25.203Z,,,,
https://www.google.com/maps/place/The+Organic+Esthetician+Napa+Valley/data=!4m7!3m6!1s0x808507493a0ab60b:0xc5d180db0ef8cffa!8m2!3d38.3036606!4d-122.2933753!16s%2Fg%2F11sszhf_vr!19sChIJC7YKOkkHhYAR-s_4DtuA0cU,The Organic Esthetician Napa Valley,5.0,5,Skin care clinic,"1732 Jefferson St suite 3, Napa, CA 94559, United States","8P34+FJ Napa, California, USA",http://www.theorganicesthetician.com/,+1 707-492-5398,,https://lh3.googleusercontent.com/p/AF1QipPY56fRzXnvsGFB8ojtQs2CAZwv4mhRFYmBlGcd=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:27.968Z,,,,
https://www.google.com/maps/place/Responder+First+Wellness/data=!4m7!3m6!1s0x8085071baa900a3f:0x25ae22c48b656844!8m2!3d38.2965437!4d-122.2880948!16s%2Fg%2F11l26mwbdq!19sChIJPwqQqhsHhYARRGhli8QiriU,Responder First Wellness,5.0,21,Psychiatrist,"833 Franklin St Suite 8, Napa, CA 94559, United States","7PW6+JQ Napa, California, USA",https://responderfirstwellness.com/,+1 530-625-7738,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4sCkghuPLWJKivFUe0DYGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.04477&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:30.769Z,,,,
https://www.google.com/maps/place/Lift+Aesthetics/data=!4m7!3m6!1s0x808507198800398b:0xde17b53a026c5c73!8m2!3d38.297735!4d-122.2940475!16s%2Fg%2F11qk7cygkk!19sChIJizkAiBkHhYARc1xsAjq1F94,Lift Aesthetics,4.8,87,Medical spa,"1834 1st St, Napa, CA 94559, United States","7PX4+39 Napa, California, USA",https://liftaesthetics.com/,+1 707-908-8592,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN7NfQJurAITUuaEz_29RG6KXyyImqhInAQSwSu=w408-h408-k-no,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:35.711Z,,,,
https://www.google.com/maps/place/Martin+O%27Neill+Cancer+Center:+Adventist+Health+St.+Helena/data=!4m7!3m6!1s0x80845b7013596411:0xa0ba936d745c2c27!8m2!3d38.5425498!4d-122.4748281!16s%2Fg%2F11sx4142fw!19sChIJEWRZE3BbhIARJyxcdG2TuqA,Martin O'Neill Cancer Center: Adventist Health St. Helena,4.9,19,Cancer treatment center,"10 Woodland Rd, St Helena, CA 94574, United States","GGVG+23 St Helena, California, USA",https://www.adventisthealth.org/locations/martin-o-neill-cancer-center-adventist-health-st-helena/,+1 707-967-5721,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npeakxb3BBpzfWTdcCHmGRdT-QhAVqE_a0VnTgtsgAlp0hAAuzpPpNnnD5RVvAD80Li8sHEr7EEjIm57jYRf0z_Y5JkL5MO1wvlBd9E6dUSXInHTahmvsD5yxMXgZy5glCa_vevzA=w408-h725-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yountville+Napa+CA/@38.4015781,-122.3608105,14z",2025-09-28T23:36:40.557Z,,,,
