placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp
https://www.google.com/maps/place/Children%27s+Intensive+Caring+Pediatrics/data=!4m7!3m6!1s0x883c7c3a9b843709:0x1c7213b2441faf2a!8m2!3d41.6965092!4d-83.6905384!16s%2Fg%2F1tdyrgbl!19sChIJCTeEmzp8PIgRKq8fRLITchw,Children's Intensive Caring Pediatrics,4.7,75,Pediatrician,"4405 N Holland Sylvania Rd #102, Toledo, OH 43623, United States","M8W5+JQ Toledo, Ohio, USA",http://www.intensivecaring.com/,+1 419-841-0772,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMOesDF31yA4UJdEfHIHzfugJYwUO6nF6mjqwRH=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:09.545Z
"https://www.google.com/maps/place/Samrah+Al-Sayed,+MD/data=!4m7!3m6!1s0x883c7f5ec424cf51:0xb8b0697c1aac0170!8m2!3d41.678248!4d-83.5965572!16s%2Fg%2F1vfn79_g!19sChIJUc8kxF5_PIgRcAGsGnxpsLg","Samrah Al-Sayed, MD",5.0,30,Pediatrician,"2150 Central Ave, Toledo, OH 43606, United States","MCH3+79 Toledo, Ohio, USA",https://www.promedica.org/our-doctors/SamrahAl-SayedMD/WP-24OhdQSETpjIE-2F3Y9-2BYUG84Q-3D-3D-24A86l4QLbC1b-2B-2FJU1VYDambUULDS2f4JF-2BW1w7-2F3-2Bz0Q-3D,+1 419-291-5599,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNTHyjbDWdKMqEsWWAQbvQ30PF1U_e2l_XkF_ic=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:13.945Z
"https://www.google.com/maps/place/Dr.+Hani+Haidar,+MD/data=!4m7!3m6!1s0x883c7f1dffe34e71:0xcbe52c5c423a1bfd!8m2!3d41.7047554!4d-83.6457287!16s%2Fg%2F1tcz8_7b!19sChIJcU7j_x1_PIgR_Rs6Qlws5cs","Dr. Hani Haidar, MD",4.9,33,Pediatrician,"2000 Regency Ct, Toledo, OH 43623, United States","P933+WP Toledo, Ohio, USA",https://www.drhanihaidarmd.com/,+1 419-475-5433,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ptoKi-nK1gW_KULZIMgqaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.339983&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:16.155Z
https://www.google.com/maps/place/ProMedica+Pediatric+Clinic/data=!4m7!3m6!1s0x883c7f5e95e32099:0x6ead813450dcd852!8m2!3d41.678248!4d-83.5965572!16s%2Fg%2F11c530qv41!19sChIJmSDjlV5_PIgRUtjcUDSBrW4,ProMedica Pediatric Clinic,3.8,10,Pediatrician,"2150 Central Ave, Toledo, OH 43606, United States","MCH3+79 Toledo, Ohio, USA",https://www.promedica.org/locations-and-doctors/location/ppg/promedica-pediatric-clinic-1,+1 419-291-5599,Closed · Opens 8:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R4rp7zsOQtbIRao8Hbvy9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.20596&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:20.556Z
"https://www.google.com/maps/place/Hannah+Henry,+CNP/data=!4m7!3m6!1s0x883c776673dcfd7d:0xe9a3c2dbdbbd36fd!8m2!3d41.6782593!4d-83.5965577!16s%2Fg%2F11jl0n70r9!19sChIJff3cc2Z3PIgR_Ta929vCo-k","Hannah Henry, CNP",5.0,6,Pediatrician,"2150 Central Ave, Toledo, OH 43606, United States","MCH3+89 Toledo, Ohio, USA",https://www.promedica.org/our-doctors/HannahHenryAPRN-CNP/WP-24v72TdHn0pUtnn9mioGP-2Bjw-3D-3D-24kEn41Qc890WDiL-2FyxqzpsPmtHGcxYN0IGLljOf-2BEvcE-3D,+1 419-291-5599,,,https://lh3.googleusercontent.com/p/AF1QipOZ12mpkNhtYB7IhmRN-Kxek7rSHw-HCjblFYMP=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:22.963Z
"https://www.google.com/maps/place/Marcus+Jarboe,+MD/data=!4m7!3m6!1s0x883c7f3a7e63804b:0x1a3d170879c39b1b!8m2!3d41.6750485!4d-83.5955184!16s%2Fg%2F11vrt0x5y7!19sChIJS4Bjfjp_PIgRG5vDeQgXPRo","Marcus Jarboe, MD",5.0,1,Pediatric surgeon,"2121 Hughes Dr #620, Toledo, OH 43606, United States","MCG3+2Q Toledo, Ohio, USA",https://www.promedica.org/our-doctors/MarcusJarboeMD/WP-24b7z7I-2B69p3N8SlYHSO1M2g-3D-3D-24Kn9CMBGwyE5gvjxa7X-2BgpFaUMwxfVry50iw6il2T4lc-3D,+1 419-291-2126,,,https://lh3.googleusercontent.com/p/AF1QipO_4P6PTMLe8wf05zWUIuVOvc9qCMj3C1PNoEXB=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:25.222Z
"https://www.google.com/maps/place/Mara+Perch/@41.6932382,-83.68462,17z/data=!3m1!4b1!4m6!3m5!1s0x883c7c24436aaaab:0x51b709ff01176e1f!8m2!3d41.6932382!4d-83.68462!16s%2Fg%2F11qgb7jyvz",Mara Perch,5.0,5,Pediatrician,"4126 N Holland Sylvania Rd, Toledo, OH 43623, United States",,https://www.nationwidechildrens.org/find-a-doctor/profiles/mara-j-perch,+1 419-517-7658,,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:29.407Z
https://www.google.com/maps/place/PediatriCare+Associates/data=!4m7!3m6!1s0x883c7c7c1cd4d51d:0x6f9227698e7615bc!8m2!3d41.6836499!4d-83.7263787!16s%2Fg%2F1th5k3tb!19sChIJHdXUHHx8PIgRvBV2jmknkm8,PediatriCare Associates,3.7,49,Pediatrician,"7629 Kings Pointe Rd, Toledo, OH 43617, United States","M7MF+FC Toledo, Ohio, USA",https://www.pediatricaretoledo.org/,+1 419-841-6202,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9CnzrOyUbGQZVNr5aGKihxC6_H1zYHaxGPpLpOlfvnZ-Bctz7eeuNVBX8CIQ6Gjq_2JZjr2HgfuoMeZowtU1mH9-8Vk-bvizgedVOJ1-67xhSgIJu3RGxUoW69z0riKcqdycy=w408-h268-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8–11 am,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:33.775Z
"https://www.google.com/maps/place/Hassan+Dbouk,+MD/data=!4m7!3m6!1s0x883c7ff9104f5c3b:0x94dbcf32ef4244cb!8m2!3d41.6748!4d-83.595376!16s%2Fg%2F11gzs3t98w!19sChIJO1xPEPl_PIgRy0RC7zLP25Q","Hassan Dbouk, MD",5.0,3,Pediatric pulmonologist,"2121 Hughes Dr Suite 640, Toledo, OH 43606, United States","MCF3+WR Toledo, Ohio, USA",https://www.promedica.org/our-doctors/HassanDboukMD/WP-24z5hoLK60TCWy4-2FMLecPtxg-3D-3D-24ms1o1DBvBlfZR7QwqFlefVsppmPZDwI27d-2BEwdy8b5M-3D,+1 419-291-2207,,,https://lh3.googleusercontent.com/p/AF1QipMM2UH3ErT1tH2RKS3FXrX98nlDoMEt3frJdabp=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:36.268Z
https://www.google.com/maps/place/Franklin+Park+Pediatrics/data=!4m7!3m6!1s0x883c7f1dffe34e71:0x5dddcd611e0decb1!8m2!3d41.704977!4d-83.645781!16s%2Fg%2F1th0nkw5!19sChIJcU7j_x1_PIgRsewNHmHN3V0,Franklin Park Pediatrics,4.2,63,Pediatrician,"2000 Regency Ct # 103, Toledo, OH 43623, United States","P933+XM Toledo, Ohio, USA",http://www.franklinparkpediatrics.com/,+1 419-475-5433,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMeXefcMb8eW90JyjhLuANm-HNlJUsE2TIhXfTI=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:40.743Z
"https://www.google.com/maps/place/Benjamin+Goldstein,+MD/data=!4m7!3m6!1s0x883c7f1f4dedec4f:0xd24bbd82f8d9cff5!8m2!3d41.6748!4d-83.595376!16s%2Fg%2F11gtgbp6cr!19sChIJT-ztTR9_PIgR9c_Z-IK9S9I","Benjamin Goldstein, MD",4.8,31,Pediatric pulmonologist,"2121 Hughes Dr Suite 640, Toledo, OH 43606, United States","MCF3+WR Toledo, Ohio, USA",https://www.promedica.org/our-doctors/BenjaminGoldsteinMD/WP-241wMzFgV20Lx6WMjrNi6tSw-3D-3D-247-2B8apj-2BLBdsg-2F8hj4ZjD6PrN2H-2F6yHPqLW-2B43rU8WCo-3D,+1 419-291-2207,,,https://lh3.googleusercontent.com/p/AF1QipMVSMIJurCAb98kLzX9Pdav8Kom7WA2ZRLwfr2e=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:43.529Z
"https://www.google.com/maps/place/Meghan+Keaton,+MD/data=!4m7!3m6!1s0x883c7f43fd0de4cb:0x446732521abe6d22!8m2!3d41.6748!4d-83.595376!16s%2Fg%2F11gzs3zmc3!19sChIJy-QN_UN_PIgRIm2-GlIyZ0Q","Meghan Keaton, MD",4.9,12,Pediatrician,"2121 Hughes Dr Suite 640, Toledo, OH 43606, United States","MCF3+WR Toledo, Ohio, USA",https://www.promedica.org/our-doctors/MeghanKeatonMD/WP-24UMtBdNDFDUlf05-2FHr2pTcQ-3D-3D-241fohfguBmFUMRUyNra9fTeAX7Uv3hxe476BpCP2sTTo-3D,+1 419-291-2207,,,https://lh3.googleusercontent.com/p/AF1QipO41t_V1WhpmfvBidICYnL9l7vh1g6a4dXQ6EJG=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:45.855Z
"https://www.google.com/maps/place/Jennifer+Ruddy,+MD/data=!4m7!3m6!1s0x883c7f4ce877d88b:0x62000ae214b5c92c!8m2!3d41.6748!4d-83.595376!16s%2Fg%2F11xgr7r3q!19sChIJi9h36Ex_PIgRLMm1FOIKAGI","Jennifer Ruddy, MD",4.9,14,Pediatric pulmonologist,"2121 Hughes Dr Suite 640, Toledo, OH 43606, United States","MCF3+WR Toledo, Ohio, USA",https://www.promedica.org/our-doctors/JenniferRuddyMD/WP-24YNGoIx7ADXAyEdE0FMX6Sg-3D-3D-24gU7kClbU1nX8YaE1HrD3sEuTEYlF7MVC-2B62rNf9-2BUHU-3D,+1 419-291-2207,,,https://lh3.googleusercontent.com/p/AF1QipPRqIwHga6i1j7NPQvi6GE2THlbS9jtayQHeiyt=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:48.220Z
"https://www.google.com/maps/place/Dr.+Amy+L.+Glassner,+MD/data=!4m7!3m6!1s0x883c7c72e9dfc093:0x62a5c1bf8e669371!8m2!3d41.6740986!4d-83.7021032!16s%2Fg%2F11cn0pgtdh!19sChIJk8Df6XJ8PIgRcZNmjr_BpWI","Dr. Amy L. Glassner, MD",5.0,11,Pediatrician,"3020 N McCord Rd, Toledo, OH 43615, United States","M7FX+J5 Toledo, Ohio, USA",https://doctors.mercy.com/provider/Amy+L+Glassner/206172,+1 419-517-7658,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9Z4RxmSschlAH5u6BSCVrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.751595&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:50.510Z
"https://www.google.com/maps/place/Torsekar+Kiron+P+MD/@41.6933021,-83.6848602,17z/data=!3m1!4b1!4m6!3m5!1s0x883c7f1c52692af3:0x91f6b8ca161bde3a!8m2!3d41.6933021!4d-83.6848602!16s%2Fg%2F1v4203qh",Torsekar Kiron P MD,5.0,1,Pediatrician,"4126 N Holland Sylvania Rd Suite 220, Toledo, OH 43623, United States","M8V8+83 Toledo, Ohio, USA",https://doctors.mercy.com/provider/Kiron+P+Torsekar/257104?unified=torsekar&sort=networks%2Crelevance&filter%5B%5D=network_affiliations.name%3AToledo%20PHO,+1 419-517-7600,Closed · Opens 9 am Wed,,,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:57:56.758Z
https://www.google.com/maps/place/ProMedica+Russell+J.+Ebeid+Children%27s+Hospital/data=!4m7!3m6!1s0x883c7f577e3e23cf:0x57ff1c5952e881eb!8m2!3d41.6730403!4d-83.5949906!16s%2Fm%2F02z3rt9!19sChIJzyM-fld_PIgR64HoUlkc_1c,ProMedica Russell J. Ebeid Children's Hospital,3.4,70,Children's hospital,"Children's Hospital Campus, 2142 N Cove Blvd, Toledo, OH 43606, United States","MCF4+62 Toledo, Ohio, USA",https://www.promedica.org/locations-and-doctors/location/hospital/promedica-russell-j-ebeid-childrens-hospital,+1 419-291-4000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM5iQU0McN8ubRqNIJ41TOFT-gWYrkVRoljIjOK=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:58:01.124Z
https://www.google.com/maps/place/Nationwide+Children%27s+Hospital+-+Toledo+Sylvania+Primary+Care+Center/data=!4m7!3m6!1s0x883c7dad93f5ec89:0x2a1e0b7e9118f96a!8m2!3d41.6740604!4d-83.7020913!16s%2Fg%2F11tt008b8h!19sChIJiez1k619PIgRavkYkX4LHio,Nationwide Children's Hospital - Toledo Sylvania Primary Care Center,5.0,3,Pediatrician,"3020 N McCord Rd Suite 100, Toledo, OH 43615, United States","M7FX+J5 Toledo, Ohio, USA",https://www.nationwidechildrens.org/locations/toledo/primary-care/sylvania,+1 419-517-7658,Closed · Opens 7:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8RbUGKo6-IYV-offBtLcNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.25501&pitch=0&thumbfov=100,false,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–3 pm,Closed,Closed,7:30 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:58:05.490Z
"https://www.google.com/maps/place/Tejal+Kaul,+MD,+IBCLC/data=!4m7!3m6!1s0x883c7f59cac35c81:0x1c312d4788431649!8m2!3d41.6782037!4d-83.5965635!16s%2Fg%2F11sd2xlls2!19sChIJgVzDyll_PIgRSRZDiEctMRw","Tejal Kaul, MD, IBCLC",5.0,3,Pediatrician,"2150 Central Ave, Toledo, OH 43606, United States","MCH3+79 Toledo, Ohio, USA",https://www.promedica.org/our-doctors/TejalKaulMD/WP-247AE6zImlNt6nPtgVTinkVw-3D-3D-24Hmn1iORyfQ1pQBhnaM0FhB0AKtnfq1t60LwNVcKJSzU-3D,+1 419-291-5599,,,https://lh3.googleusercontent.com/p/AF1QipOnR_J9_VNyXZXfi5D2iNk1Ctbpxlf7qM1ducS-=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Ottowa+Hills+Toledo+OH/@41.6642169,-83.6432694,14z",2026-02-10T23:58:07.635Z
