placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x80d65f490fc3ab4d:0x3e8c5094d1db7deb!8m2!3d32.6699083!4d-114.6113956!16s%2Fg%2F1v75s5r3!19sChIJTavDD0lf1oAR633b0ZRQjD4,Discount Tire,4.6,847,Tire shop,· In-store shopping · Kerbside pickup,"820 E 32nd St, Yuma, AZ 85365, United States","M99Q+XC Yuma, Arizona, USA",https://www.discounttire.com/store/az/yuma/s/1295,+1 928-344-4600,Opens soon · 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepA8KnfZRWwZdVosDogqS9A1SlUwuCRU95A1zVDjPRGldZOnKPWxP94Mu5mf-tmzvhg_zcg32NYAhg6VN7y0pWul5Wminz5mjZF4W-_Lw8ONDQuNAoU1OXbWNu3UR5fYT6CyUL8=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:49:28.243Z
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x80d658b4b36929c3:0xa90d632595965cd5!8m2!3d32.66843!4d-114.619288!16s%2Fg%2F1tf3znc5!19sChIJwylps7RY1oAR1VyWlSVjDak,Pep Boys Auto Service & Tires,4.0,689,Tire shop,· In-store shopping · In-store pick-up,"155 W 32nd St B, Yuma, AZ 85364, United States","M99J+97 Yuma, Arizona, USA",https://www.pepboys.com/stores/az/yuma/155-w-32nd-st?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 928-259-2466,"Opens soon · 8 am

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerze889vecf8t4fKfscXDfZBW8a1FtlzHOGSI2O3O-pmXBR466b3QPf4HsnsvewYUae8LMBsgP-kdtyPSdfKguK18enmcuL0NvUVWEtNzVfXJRZ17TnrMAoD8-XmwZq2K5UpLixWN4ztNVX=w531-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:49:33.243Z
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x80d6f5ef66c66feb:0x6f3e9659930aded5!8m2!3d32.7032114!4d-114.6071166!16s%2Fg%2F11bw2hyl3v!19sChIJ62_GZu_11oAR1d4Kk1mWPm8,Discount Tire,4.6,573,Tire shop,· In-store shopping · Kerbside pickup,"1353 Yuma Palms Pkwy, Yuma, AZ 85365, United States","P93V+75 Yuma, Arizona, USA",https://www.discounttire.com/store/az/yuma/s/2010,+1 928-261-4081,Opens soon · 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfVwZ4RrWJ_nvdKu605097j502ghgUFewavIzCJZ0K1Jr7of74HapC6ofWcfekGYWHGtwbzTKkUD0-ikBfNtgeuGvVmgq93IIZ1sdKm35-IcjdSOkNUhvsWpK3J6RppIe_NWE=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:49:38.436Z
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x80d65f419eb54d39:0x231921692524f691!8m2!3d32.6736386!4d-114.5981473!16s%2Fg%2F1tp27kkh!19sChIJOU21nkFf1oARkfYkJWkhGSM,Big O Tires,4.2,264,Auto repair shop,,"2975 S Pacific Ave, Yuma, AZ 85365, United States","MCF2+FP Yuma, Arizona, USA",https://www.bigotires.com/location/az/yuma/2975-s-pacific-ave-85364/004006?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_ODY2OTY1NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 928-328-1394,Opens soon · 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepGbSqCT92zSoRJiCiqZQ-nlA_QDrcVxd98_Nc1TR2ju_S19jkBInXdnhTA-FbzYmu12JbzjqdeCTuu_fGPpuKP1_plsNbEFhyb3v_FJ8S8wWmSfMVF0xgfMKtfAa7Lam5M2UVH=w420-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:49:43.314Z
https://www.google.com/maps/place/Roberts+Tire+shop/data=!4m7!3m6!1s0x80d6f5e105dfc795:0xfcb2c0c8a9753180!8m2!3d32.7029758!4d-114.6158081!16s%2Fg%2F11c2nhdxvj!19sChIJlcffBeH11oARgDF1qcjAsvw,Roberts Tire shop,4.3,39,Tire shop,· In-store shopping,"1305 S Arizona Ave, Yuma, AZ 85364, United States","P93M+5M Yuma, Arizona, USA",,+1 928-341-3940,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerHE47hqD8p6I-a99JqHida33Tyt9j9D2lmBcU4ndyk0yDO6YNpl2VoustEpWDHfP-zOF5UCVEEW-8NGA2Nmr0Zr0HPAsA6S50iCUcnUKdfA1z09DW-Zvw4fvwUes4J-8sAg5NU=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:49:48.324Z
https://www.google.com/maps/place/Gandaras+Tire+Shop/data=!4m7!3m6!1s0x80d6f7002bd79895:0xc070d0e8520d29d8!8m2!3d32.7042696!4d-114.6243447!16s%2Fg%2F11lybkrmfq!19sChIJlZjXKwD31oAR2CkNUujQcMA,Gandaras Tire Shop,4.4,14,Auto repair shop,,"1297 S 4th Ave, Yuma, AZ 85364, United States","P93G+P7 Yuma, Arizona, USA",http://gandarastireshop.com/,+1 928-782-1412,Opens soon · 8 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xd3f2jgFiUF0C6XWr2vJ4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.554499&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:49:53.579Z
https://www.google.com/maps/place/JJ%27s+Automotive+%26+Tire+Service+LLC/data=!4m7!3m6!1s0x80d6f7ac761bee15:0x7811732a39198ed1!8m2!3d32.7133095!4d-114.6426017!16s%2Fg%2F11pz808ff9!19sChIJFe4bdqz31oAR0Y4ZOSpzEXg,JJ's Automotive & Tire Service LLC,5.0,83,Auto repair shop,,"1816 W 8th St, Yuma, AZ 85364, United States","P974+8X Yuma, Arizona, USA",https://free-5625478.webadorsite.com/,+1 928-247-2720,Opens soon · 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFZgWO9uAnC6TPcWw4HUChvNW9roIitoyetgPxYRRJCfVceTFdoB7Ypue5vrMIGUVx1Lyv6q00Q9Mx9NX4dfGt_DNnStYjfbG6JLQHf865YLqL_omrt7DjEDU4NufCPfOWqOYm8A=w408-h305-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:49:58.571Z
https://www.google.com/maps/place/Accurate+Automotive+Attention/data=!4m7!3m6!1s0x80d6f609691d4005:0x93bdb7b5f33b874a!8m2!3d32.7006705!4d-114.6233565!16s%2Fg%2F1v76zyrz!19sChIJBUAdaQn21oARSoc787W3vZM,Accurate Automotive Attention,4.8,808,Car repair and maintenance service,,"1495 S 3rd Ave, Yuma, AZ 85364, United States","P92G+7M Yuma, Arizona, USA",https://www.yumacarcare.com/,+1 928-783-8808,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerY_XfQrDgk5T9G-rqhuCwSihHRrFLx1XyGo2ShqaKTutwqk8nv6t14JhMPmW_gP0TF2ru5GgI7LRp9xMZlGzpccJ1CeKZbepiEniRu1Zrm0d_Bm7EpAgVBWcUyI2a4-OT0P9l_4HWA4_MQ=w408-h310-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:50:03.494Z
https://www.google.com/maps/place/Express+Tire+Shop/data=!4m7!3m6!1s0x80d6f63967356b57:0x937324fbca51feed!8m2!3d32.6959283!4d-114.6506455!16s%2Fg%2F11hbq9v355!19sChIJV2s1Zzn21oAR7f5Ryvskc5M,Express Tire Shop,4.1,72,Tire shop,,"1734 S Avenue B, Yuma, AZ 85364, United States","M8WX+9P Yuma, Arizona, USA",,+1 928-246-7697,Opens soon · 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweofeGJXKcfIFe1aWmrK-D_K8QAnP5CgZ99v8ajghARP3n8Wq1VkUx4k_vwkwAeFb_VxARy7J_5Zs3546NxL8kHv1rfrcvXOIf_knd-E05xohpgeF6Wg052zpItzbkGqeIAdVcKZYQ=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:50:08.959Z
https://www.google.com/maps/place/Yuma+Tires/data=!4m7!3m6!1s0x80d6f7f4117d4339:0x71b7a2f8ff55575d!8m2!3d32.7127776!4d-114.6606657!16s%2Fg%2F11rz9dpzhl!19sChIJOUN9EfT31oARXVdV__iit3E,Yuma Tires,4.8,6,Tire shop,,"3335 W 8th St, Yuma, AZ 85364, United States","P87Q+4P Yuma, Arizona, USA",,,Opens soon · 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9d81GDmAWv2w5z478e5LFTWeYLNWmOnDD3VQLg7k42XMPYh7xwH4aEJGWODL53edFrV9oRFdF_657FDCOmCZzgC_VuAM_wWb8-86RN8ly1SMfH8R2VEPJQvrqltrBs7AhON29Vg=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:50:14.076Z
https://www.google.com/maps/place/NEGRETE%27S+TIRES+%26+WHEELS/data=!4m7!3m6!1s0x80d65f422ab9be5d:0xc9002597a3ec1f4a!8m2!3d32.6747235!4d-114.5984652!16s%2Fg%2F11krpsvdfp!19sChIJXb65KkJf1oARSh_so5clAMk,NEGRETE'S TIRES & WHEELS,4.7,20,Tire shop,,"3003 S Pacific Ave, Yuma, AZ 85365, United States","MCF2+VJ Yuma, Arizona, USA",https://www.negretetireshop.com/,+1 928-248-4247,Opens soon · 8 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEtBmtKajY8Q6i2qPaCneAOi4hAb_rGgJd7iKsJVHkGZu9dCZyHOFFuGRhohZgWOyHuBmDolVlPOLTmYNWgJYoO06c77nQjGxuK39n9DTY0wFHZyh0lTCMiZ_ItIdRhMUzBrB2=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:50:19.281Z
https://www.google.com/maps/place/Take+5+Oil+Change/data=!4m7!3m6!1s0x80d659735e6d1bdb:0xd9c8badb942b97d1!8m2!3d32.6724272!4d-114.6251513!16s%2Fg%2F11sy3w69_c!19sChIJ2xttXnNZ1oAR0ZcrlNu6yNk,Take 5 Oil Change,4.9,1464,Oil change service,,"3010 S 4th Ave, Yuma, AZ 85364, United States","M9CF+XW Yuma, Arizona, USA",https://www.take5.com/locations/oil-change/arizona/yuma/31444/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website,+1 928-459-4121,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoTNPZgQnSjl08jdPMB7gjpN6raKnvCz6wwnSlWZPtHK2NOwuTbcS3QnBhIn8cdKVbublCVPwLE8ejo7zUvuhnQYskcQo069HfA1dZrww2aZaehJ8LM3jjKY_uN25LRO-yM_xhtpQ=w408-h544-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:50:24.806Z
https://www.google.com/maps/place/Ed+Whitehead%27s+Tire+Pros/data=!4m7!3m6!1s0x80d65f0a31d20233:0x7991367ee33624b1!8m2!3d32.6702893!4d-114.5747116!16s%2Fg%2F1tkc6zg1!19sChIJMwLSMQpf1oARsSQ24342kXk,Ed Whitehead's Tire Pros,4.6,204,Tire shop,,"3414 E 32nd St, Yuma, AZ 85364, United States","MCCG+44 Yuma, Arizona, USA",https://www.edwhiteheadstirepros.com/,+1 928-782-4379,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6HBdDBT4UEZbFqMhfPPiBIzNlKSe0EzVcsgUtDIhd1sAdChn73RASt6UJ95QzsefcQ1CExbQJwlsBOJkl-CW03GtsVWbC3xGLzUJfebA8TFeLDPzgD2y6inq9KC1GGNZxZ7wuZA=w408-h305-k-no,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:50:30.177Z
https://www.google.com/maps/place/East+Bay+Tire+Co+Inc./data=!4m7!3m6!1s0x80d65f0a3eefffff:0xa481077962573f90!8m2!3d32.6703478!4d-114.5735028!16s%2Fg%2F11gfp16s12!19sChIJ___vPgpf1oARkD9XYnkHgaQ,East Bay Tire Co Inc.,4.7,58,Tire shop,,"3474 E 32nd St, Yuma, AZ 85365, United States","MCCG+4H Yuma, Arizona, USA",http://www.eastbaytire.com/,+1 928-726-0218,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqbfe8Shj7CS-6ZN8XKnd1TLfoD1INSDX0QXdyIazoHYdym9E4_ge1yFeYtJLs0tv5sZmYBPQuxlZoAv25fx5kxf6SbH0bnrYA1ncOCfzYd2p_hQKOg46Jh0bYIBsNOsAxZXlxJ14S-Q20=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Yuma+AZ/@32.6926512,-114.6276916,14z",2026-03-23T14:50:35.169Z
