placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,error
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Brentwood/data=!4m7!3m6!1s0x88647b0ffaa21c7b:0xddbae51acd6d9dbf!8m2!3d36.0385645!4d-86.7794019!16s%2Fg%2F11xspy4xln!19sChIJexyi-g97ZIgRv51tzRrlut0,ProLift Garage Doors of Brentwood,5.0,25,Garage door supplier,"201 Summit View Dr ste 300, Brentwood, TN 37027, United States","26QC+C6 Brentwood, Tennessee, USA",https://www.proliftdoors.com/brentwood/,+1 629-356-0771,Open 24 hours,Identifies as veteran-owned,,https://lh3.googleusercontent.com/p/AF1QipNdHhNHHCZ5X0RBc557QtrcrgO4ttMQ1ahr89MN=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:24:51.736Z,,
https://www.google.com/maps/place/Impact+Garage+Doors/data=!4m7!3m6!1s0x8864650af1547479:0x4aa3ddb17300bbbf!8m2!3d36.0788569!4d-86.7590532!16s%2Fg%2F11w268tm07!19sChIJeXRU8QplZIgRv7sAc7Hdo0o,Impact Garage Doors,5.0,156,Garage door supplier,"4741 Trousdale Dr #115, Nashville, TN 37220, United States","36HR+G9 Nashville, Tennessee, USA",https://impactgaragedoors.net/,+1 615-653-9779,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipP-h2mjLoIqqZFqSOIsoX7d4po_Uubpc6ANI96h=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:24:57.339Z,,
https://www.google.com/maps/place/Element+Garage+Door+Repair/data=!4m7!3m6!1s0x886479a7604ee86b:0xc58e97b14f5affb!8m2!3d35.9516486!4d-86.8091082!16s%2Fg%2F11wj2s28ks!19sChIJa-hOYKd5ZIgR-6_1FHvpWAw,Element Garage Door Repair,4.9,78,Garage door supplier,"2550 Meridian Blvd suite 200 #292, Franklin, TN 37067, United States","X52R+M9 Franklin, Tennessee, USA",https://elementgaragedoorsrepair.com/garage-door-repair-franklin-tn/,+1 615-551-7417,Open ⋅ Closes 9 pm,,,https://lh3.googleusercontent.com/p/AF1QipNtRwSO6rVNL4Sea6R6dmzkBRspHiemBDW_gkV_=w408-h272-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:02.260Z,,
https://www.google.com/maps/place/Tip+Top+Garage+Doors+Franklin/data=!4m7!3m6!1s0x886479297cf2ebe7:0x19519e22cada722f!8m2!3d35.943957!4d-86.8061207!16s%2Fg%2F11pzrs89tt!19sChIJ5-vyfCl5ZIgRL3LayiKeURk,Tip Top Garage Doors Franklin,4.9,103,Garage door supplier,"725 Cool Springs Blvd #600, Franklin, TN 37067, United States","W5VV+HH Franklin, Tennessee, USA",https://tiptopgaragedoorsnashville.com/garage-doors-franklin/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 615-671-4056,Closes soon ⋅ 6 pm ⋅ Opens 7 am Sun,,,https://lh3.googleusercontent.com/p/AF1QipMofo6W152jq8NkgZ2PSpDEGOq806KJtrIVvw8-=w408-h306-k-no,true,6 am–6 pm,Closed,7 am–7 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:07.477Z,,
https://www.google.com/maps/place/Everlast+Garage+Doors/data=!4m7!3m6!1s0x88647d2d5a2b26d5:0xf70964c46fb5aeed!8m2!3d35.9970431!4d-86.8826235!16s%2Fg%2F11sg8ckf7p!19sChIJ1SYrWi19ZIgR7a61b8RkCfc,Everlast Garage Doors,4.9,102,Garage door supplier,"1107 Battlewood St #222, Franklin, TN 37069, United States","X4W8+RX Franklin, Tennessee, USA",http://everlastgaragedoors.net/,+1 615-808-8806,Open ⋅ Closes 7 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOj-uGM5kF2n6G1kFdaTQENWE4g-2kxh-WQTb5y=w408-h306-k-no,true,6 am–7 pm,7 pm–12 am,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:12.570Z,,
"https://www.google.com/maps/place/Fast+Garage+Door+Repair/@36.1866404,-86.7851469,10z/data=!3m1!4b1!4m6!3m5!1s0x6e281674ce0e692d:0x4affe1be24b47d2c!8m2!3d36.1866404!4d-86.785147!16s%2Fg%2F11yc722njg",Fast Garage Door Repair,5.0,5,Garage door supplier,,,http://fast-garage-door-repair-usa.com/nashville-tn/,+1 629-217-2298,Open ⋅ Closes 12 am,,,,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:19.347Z,,
https://www.google.com/maps/place/Tri-County+Garage+Door/data=!4m7!3m6!1s0x886468c63ea6676b:0x70cbf5796e630394!8m2!3d36.143594!4d-86.7181633!16s%2Fg%2F1vvr6yrg!19sChIJa2emPsZoZIgRlANjbnn1y3A,Tri-County Garage Door,4.6,34,Door supplier,"1515 Elm Hill Pike Suite 402, Nashville, TN 37210, United States","47VJ+CP Nashville, Tennessee, USA",http://www.tricountydoorsnashville.com/,+1 615-360-3535,Closed ⋅ Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipOP4t42xGtedvf-30CuBuzRuYVJYE19n_CideVo=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:24.284Z,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x88646543b4b7e9c5:0x8d89f70259983108!8m2!3d36.1270744!4d-86.7750672!16s%2Fg%2F11fpdblcsz!19sChIJxem3tENlZIgRCDGYWQL3iY0,OGD Overhead Garage Door,4.7,236,Garage door supplier,"700 Craighead St #106, Nashville, TN 37204, United States","46GF+RX Nashville, Tennessee, USA",https://ogd.com/tn/nashville/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-nvl-01&ogd_src=ogd-nvl-01-google_business_profile,+1 615-704-8166,Open 24 hours,Identifies as veteran-owned,,https://lh3.googleusercontent.com/p/AF1QipPxGeGsEytDps9HR0saTneFnnhrBdoIc4WFbxFH=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:29.382Z,,
https://www.google.com/maps/place/Southland+Garage+Door/data=!4m7!3m6!1s0x4d6db92b43d7b855:0xa17b493584597ba5!8m2!3d36.1649424!4d-86.6556183!16s%2Fg%2F11x845bng7!19sChIJVbjXQyu5bU0RpXtZhDVJe6E,Southland Garage Door,5.0,16,Construction company,"2816 Blue Brick Dr, Nashville, TN 37214, United States","587V+XQ Nashville, Tennessee, USA",http://southlandgaragedoor.com/,+1 615-939-3195,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,,,https://lh3.googleusercontent.com/p/AF1QipMz30eYKh3tT1PMsiK9p3KPYsXipJ0SB4oLwIE=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:35.122Z,,
"https://www.google.com/maps/place/D+%26+D+Overhead+Door,+LLC/data=!4m7!3m6!1s0x88647efa1185876f:0x85c31bf37ff8dbce!8m2!3d35.928091!4d-86.8559398!16s%2Fg%2F1tdgw3s1!19sChIJb4eFEfp-ZIgRztv4f_Mbw4U","D & D Overhead Door, LLC",4.8,24,Garage door supplier,"108 Reynolds Dr, Franklin, TN 37064, United States","W4HV+6J Franklin, Tennessee, USA",http://www.ddoverheaddoorservice.com/,+1 615-790-5392,Closed ⋅ Opens 7:30 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipPQ6A4yu3pRoT0IeypwrRvmZeiv-g-fwYqWDZUJ=w408-h279-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:40.575Z,,
https://www.google.com/maps/place/Akins+Garage+Door+Service+of+Hermitage+LLC/data=!4m7!3m6!1s0x88646b6d01f63971:0xff533dc1fc1989fc!8m2!3d36.1615333!4d-86.5902277!16s%2Fg%2F11g07yw6p4!19sChIJcTn2AW1rZIgR_IkZ_ME9U_8,Akins Garage Door Service of Hermitage LLC,4.8,92,Garage door supplier,"Elm HillnPike unit #407, Nashville, TN 37210, United States","5C65+JW Nashville, Tennessee, USA",http://akinsgaragedoorstn.com/,+1 615-481-3508,,Identifies as women-owned,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmOvUSMilRAA3WmPZvVDUA_caMfAwjqOniWVVUK2RUkf1TMP2FRGt-St32SKn5kLUsFjSscsgeT4wQX3pqreeh86LvYN1Qm0pysxFMhmBkdhjqQjfKky9Xv6AkpzbkfG2WlOp9Tw=w425-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:46.129Z,,
https://www.google.com/maps/place/Crawford+Door+Sales+of+Nashville/data=!4m7!3m6!1s0x8864667318f52647:0x5f92701aa685960e!8m2!3d36.1404253!4d-86.763342!16s%2Fg%2F1thqhhcf!19sChIJRyb1GHNmZIgRDpaFphpwkl8,Crawford Door Sales of Nashville,4.1,23,Garage door supplier,"1310 4th Ave S, Nashville, TN 37210, United States","46RP+5M Nashville, Tennessee, USA",http://www.crawforddoors.net/,+1 615-244-4051,Closed ⋅ Opens 7 am Mon,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYLYH_dfe-iET9g1SFo5yNzKHgiRHJmbxg6yvFwyXVKLdjsOLgb7OjVdGNQBbmP2EbeU3EoJoLopZLpYl3CcnCc-4cx-ERNiz3_5It1rdTJu-nOqbPdxHZ-PSvuhqVi2tb0NqR=w506-h240-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:51.356Z,,
https://www.google.com/maps/place/A1+Garage+Door+Service/data=!4m7!3m6!1s0x88638242aae12807:0xf458b4616df7566c!8m2!3d35.7786317!4d-86.9141661!16s%2Fg%2F11cn03pdzq!19sChIJByjhqkKCY4gRbFb3bWG0WPQ,A1 Garage Door Service,4.9,1466,Garage door supplier,"4918 Main St Unit 8E, Spring Hill, TN 37174, United States","Q3HP+F8 Spring Hill, Tennessee, USA",https://a1garage.com/locations/tennessee/spring-hill/garage-door-repair-and-installation-37174-p.html?utm_source=google&utm_medium=organic&utm_campaign=gbpwebsite[springhill],+1 615-205-5572,Open 24 hours,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipM5DNZRTLgUE3J64Ay-FrKruhQbMolW-bld9PBZ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-11-07T23:25:56.469Z,,
