placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Pro+Door+Sales+%26+Services/data=!4m7!3m6!1s0x88404c768b1b10d9:0x448a34114d413d29!8m2!3d39.2479161!4d-84.5194005!16s%2Fg%2F1thmg1xz!19sChIJ2RAbi3ZMQIgRKT1BTRE0ikQ,Pro Door Sales & Services,5.0,44,Garage door supplier,"999 Nohunta Ct, Cincinnati, OH 45231, United States","6FXJ+56 Cincinnati, Ohio, USA",,+1 513-521-5912,Closes soon ⋅ 6 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0qwqhRPpvjFR9uHTANPktQ_uG3h4bfsd2ItL0KVmZmPBbRESOj4L-f-vlZcD3BU6rYNozq0T5_rGOGX-VXqL_gew9R4NVSTh0N5VzY8D-0VQaZuBo0x_AN8GgNJRo2JWTqccfaGsHlGM=w408-h484-k-no,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:02.041Z,,,,
https://www.google.com/maps/place/Done+Right+Garage+Doors/data=!4m7!3m6!1s0x88404ba3b5c66875:0x3793e059cd89e6c8!8m2!3d39.2021973!4d-84.5234709!16s%2Fg%2F11x6ds235b!19sChIJdWjGtaNLQIgRyOaJzVngkzc,Done Right Garage Doors,5.0,24,Garage door supplier,"954 W North Bend Rd suite k, Cincinnati, OH 45224, United States","6F2G+VJ Cincinnati, Ohio, USA",https://www.donerightgarage.com/,+1 513-201-7576,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNrZZjVcq_rorBKLy50BkGJIwitRsKsiVG4NRkV=w408-h306-k-no,true,Open 24 hours,Open 24 hours,6:30 am–9 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:07.019Z,,,,
https://www.google.com/maps/place/Cincinnati+Door+%26+Opener+Inc/data=!4m7!3m6!1s0x8840506fffffffff:0x4b270016f2d6c50!8m2!3d39.3561505!4d-84.4593111!16s%2Fg%2F1w0r0ldf!19sChIJ_____29QQIgRUGwtbwFwsgQ,Cincinnati Door & Opener Inc,4.9,282,Garage door supplier,"8050 Beckett Center Dr #135, West Chester Township, OH 45069, United States","9G4R+F7 Beckett Ridge, Ohio, USA",https://www.cincinnatidoor.com/garage-door-company-west-chester/,+1 513-779-6114,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipMH6ndDpnySFMyS9v8xTZMZoLwopjJavjHTMtwF=w408-h306-k-no,true,8 am–4:30 pm,9 am–12 pm,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:12.058Z,,,,
https://www.google.com/maps/place/Spartan+Techs+Garage+Door+Repair/data=!4m7!3m6!1s0x80c2c7ec932bd483:0x65f95bad9528b762!8m2!3d39.1518563!4d-84.6271288!16s%2Fg%2F11l6bbfms1!19sChIJg9Qrk-zHwoARYrcola1b-WU,Spartan Techs Garage Door Repair,4.2,10,Garage door supplier,"6470 Glenway Ave, Cincinnati, OH 45211, United States","592F+P4 Cincinnati, Ohio, USA",,+1 864-602-7364,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwt4KVdjFNrKVwJTG44fv18SVX2QAzY9yx88J8EfdqnBmvHeSyZ9bklkAISpE78cIsyJ8nVkKupdnSEu77ozWbHkAi9dNyxkopBnxbUBOuBZJIWVCR7L4OJBP-lFnBRMMC5DTSmCjN2CrVA=w408-h544-k-no,false,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:16.921Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Cincinnati+Door+%26+Opener+Inc/data=!4m7!3m6!1s0x8841c7b82b723aa5:0x94d3efb66fb9bf4c!8m2!3d39.008094!4d-84.637185!16s%2Fg%2F11cnx7gdqw!19sChIJpTpyK7jHQYgRTL-5b7bv05Q,Cincinnati Door & Opener Inc,4.9,188,Garage door supplier,"71 Cavalier Blvd #123, Florence, KY 41042, United States","2957+64 Florence, Kentucky, USA",http://www.cincinnatidoor.com/garage-door-company-florence-ky/,+1 859-341-1234,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipMfwzBnX9auPPchHPiyD1KiSYvl2kZr7VUpC8Nr=w408-h306-k-no,true,8 am–4:30 pm,9 am–12 pm,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:21.900Z,,,,
https://www.google.com/maps/place/Torsion+Garage+Door/data=!4m7!3m6!1s0x693d8c0fc24d9caf:0x16822e3cc4f09585!8m2!3d39.2337039!4d-84.3515972!16s%2Fg%2F11k4v4ccwg!19sChIJr5xNwg-MPWkRhZXwxDwughY,Torsion Garage Door,5.0,178,Garage door supplier,"Montgomery Rd, Montgomery, OH 45242, United States","6JMX+F9 Montgomery, Ohio, USA",https://torsiongaragedoorcincy.com/,+1 513-703-8004,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPlFrvKbDv6W7Iv9eGPRtSV9QYZ4bF-MAMv_Lvc=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:26.855Z,,,,
https://www.google.com/maps/place/AE+Door+%26+Window+Co/data=!4m7!3m6!1s0x88404957d56d4fd5:0x7b5f084b0cb532d4!8m2!3d39.2754592!4d-84.5304529!16s%2Fg%2F1tf5ff31!19sChIJ1U9t1VdJQIgR1DK1DEsIX3s,AE Door & Window Co,4.9,2461,Garage door supplier,"1260 W Sharon Rd, Cincinnati, OH 45240, United States","7FG9+5R Cincinnati, Ohio, USA",http://www.aedoorsales.com/,+1 877-742-1984,Closed ⋅ Opens 8:30 am Sat,https://lh3.googleusercontent.com/p/AF1QipM5Fkobd-yAZY3u7tNRncKX9-ZlCECfxnai47uw=w428-h240-k-no,true,7:30 am–5:30 pm,8:30 am–1 pm,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:31.815Z,,,,
https://www.google.com/maps/place/Wayne+Dalton+Sales+%26+Service+of+Cincinnati/data=!4m7!3m6!1s0x8840497a1d70efd3:0x2b427014148f2458!8m2!3d39.2871807!4d-84.5587256!16s%2Fg%2F11b5pjwhc8!19sChIJ0-9wHXpJQIgRWCSPFBRwQis,Wayne Dalton Sales & Service of Cincinnati,4.9,79,Garage door supplier,"2136 Stapleton Ct, Forest Park, OH 45240, United States","7CPR+VG Forest Park, Ohio, USA",https://www.wayne-dalton.com/cincinnati,+1 513-815-3474,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNgyIQnyvsIdJkXh1FcvRsiNcrY24eD9N_tE8GM=w408-h326-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:37.098Z,,,,
https://www.google.com/maps/place/PDQ+Doors+-+Garage+Doors+Cincinnati/data=!4m7!3m6!1s0x8841ab87027947d5:0x226dd449989349d8!8m2!3d39.106944!4d-84.303067!16s%2Fg%2F11xtzkjjhp!19sChIJ1Ud5AoerQYgR2EmTmEnUbSI,PDQ Doors - Garage Doors Cincinnati,4.9,137,Garage door supplier,"496 Old State Rte 74 Suite 206, Cincinnati, OH 45244, United States","4M4W+QQ Cincinnati, Ohio, USA",https://www.mypdqdoor.com/cincinnati-oh/?utm_source=google&utm_medium=gmb&utm_campaign=gbp+-+cincinnati,+1 513-296-7552,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipNsKM7VsubZTPHpEsjZHj6ien4i2OMAQ2KDPSg9=w408-h306-k-no,true,7:30 am–5 pm,9 am–1 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:42.256Z,,,,
https://www.google.com/maps/place/Welcome+Home+Garage+Doors/data=!4m7!3m6!1s0x8841a9f2b09288db:0xb554ae251639856d!8m2!3d39.0723261!4d-84.3429691!16s%2Fg%2F11xp16flk1!19sChIJ24iSsPKpQYgRbYU5FiWuVLU,Welcome Home Garage Doors,4.8,15,Garage door supplier,"7733 Beechmont Ave Suite 270, Cincinnati, OH 45255, United States","3MC4+WR Cincinnati, Ohio, USA",http://welcomehomegaragedoors.com/,+1 513-400-3667,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOEdA2jZOjWfVdt2eIEnXqBFeUYM-yA5rTHytpo=w408-h271-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:47.201Z,,,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x8841b16cfef88a35:0xf91db958660a1de1!8m2!3d39.0995326!4d-84.5145862!16s%2Fg%2F11xnnh8br3!19sChIJNYr4_myxQYgR4R0KZli5Hfk,OGD Overhead Garage Door,1.0,1,Garage door supplier,"105 W 4th St Suite 329, Cincinnati, OH 45202, United States","3FXP+R5 Cincinnati, Ohio, USA",https://ogd.com/oh/cincinnati/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-cin-01&ogd_src=ogd-cin-01-google_business_profile,+1 513-506-0300,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOR2hTwRPAh14vPLx7juVpPNJXFo-U0GpzCqsYh=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:52.012Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Pro-Fix+Garage+Door+Repair+of+Cincinnati/data=!4m7!3m6!1s0x86d611bb96b8a8c5:0x6feecabaf2599fa5!8m2!3d39.1433767!4d-84.6255868!16s%2Fg%2F11vt6_kz7n!19sChIJxai4lrsR1oYRpZ9Z8rrK7m8,Pro-Fix Garage Door Repair of Cincinnati,4.3,27,Garage door supplier,"3694 Werk Rd, Cincinnati, OH 45248, United States","49VF+9Q Cincinnati, Ohio, USA",http://cincinnatigaragedoorsrepair.us/,+1 513-513-5503,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz17-HKqS9mLYgR_b-bZrqIGxpse2f37AYnCMJ7O9_SvMTTbiGSdPgUqVHLziUseZSsrJjc3GLXeLjYynnm98ISQXD85DV21_NS2DcNIVDLYCWq4p42dcCbE4Y7Z95F7Z5VHEjDk6Ye5G4=w408-h544-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:46:57.168Z,,,,
https://www.google.com/maps/place/Discount+Doors+%26+More/data=!4m7!3m6!1s0x25f10a577d45b5ab:0xe1d89b75a6059f30!8m2!3d39.458715!4d-84.3438456!16s%2Fg%2F11q41dchlm!19sChIJq7VFfVcK8SURMJ8FpnWb2OE,Discount Doors & More,4.3,12,Garage door supplier,,,https://discountdoorsandmore.godaddysites.com/,+1 513-600-8505,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGItMXZnQkPZW2hNTbzZSTEeB5qvVGPwXc690Mv0iTFcei8pAwOjp8PrW46T7rDun_wyg17U5E5BpiPrI4GMz8e4hutuMTWqmvwnq0w6ZrQ9OVoR58LWC05CzscCO1VQMGYVs=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:47:01.973Z,,,,
https://www.google.com/maps/place/Garage+Door+Repair+LLC/data=!4m7!3m6!1s0x8841b1aee1566fef:0xe271c1b72b495a24!8m2!3d39.06839!4d-84.5059909!16s%2Fg%2F11jsf6bym4!19sChIJ729W4a6xQYgRJFpJK7fBceI,Garage Door Repair LLC,5.0,1,Garage door supplier,"1826 Madison Ave Suite #3, Covington, KY 41014, United States","3F9V+9J Covington, Kentucky, USA",https://garagedoorrepairkentucky.com/,+1 859-750-1394,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fCXrIk6mtFjeDux7F7tSTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.21052&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:47:07.000Z,,,,
https://www.google.com/maps/place/Garage+Door+Repair+LLC+of+Fairfield/data=!4m7!3m6!1s0x88404fc2251e42ab:0x6d88b21b77af51d5!8m2!3d39.2832688!4d-84.4799619!16s%2Fg%2F11mvrmz0kr!19sChIJq0IeJcJPQIgR1VGvdxuyiG0,Garage Door Repair LLC of Fairfield,5.0,23,Garage door supplier,"260 Northland Blvd Suite 304A, Springdale, OH 45246, United States","7GMC+82 Springdale, Ohio, USA",https://garagedoorrepairoffairfield.com/,+1 513-260-7996,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPn3vZ3KyHFhZdPNGsz5FCSTgJRLhvgHZGW8ws=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:47:11.880Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Florence/data=!4m7!3m6!1s0x8841c7bd88bf734f:0xf936128b7e0a889c!8m2!3d38.998217!4d-84.6268186!16s%2Fg%2F11ltkqmqvz!19sChIJT3O_iL3HQYgRnIgKfosSNvk,Precision Garage Door Service of Florence,4.9,302,Garage door supplier,"7200 Dixie Hwy, Florence, KY 41042, United States","X9XF+77 Florence, Kentucky, USA",https://garagedoorscincinnatioh.com//?utm_source=gmb&utm_medium=location_florence&utm_campaign=website,+1 859-657-9828,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipP6lLHKsQRkPAuSaULMtdREMLc6lUL7NpDFIifW=w408-h408-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:47:16.863Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Northern+Kentucky/data=!4m7!3m6!1s0x8841b796ec9cd3f9:0xd35e5661d5a457eb!8m2!3d39.0448063!4d-84.5790563!16s%2Fg%2F1tdr8wht!19sChIJ-dOc7Ja3QYgR61ek1WFWXtM,Overhead Door Company of Northern Kentucky,4.9,1182,Garage door supplier,"2571 Ritchie Ave, Crescent Springs, KY 41017, United States","2CVC+W9 Crescent Springs, Kentucky, USA",http://www.overheaddooronline.com/,+1 859-341-6646,,https://lh3.googleusercontent.com/p/AF1QipMtrTuHWbp7ckTLp1nV56KtRuVBQafYbOmjEXmw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-11-07T22:47:21.932Z,,,,
