placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/American+Tire+Distributors/data=!4m7!3m6!1s0x88fb9fd14a5a725d:0x214c774616d31787!8m2!3d32.0531501!4d-81.1284152!16s%2Fg%2F1tfr18ph!19sChIJXXJaStGf-4gRhxfTFkZ3TCE,American Tire Distributors,5.0,1,Distribution service,,"1402 Mills B Ln Blvd, Savannah, GA 31405, United States","3V3C+7J Savannah, Georgia, USA",https://www.atd.com/,+1 912-234-9858,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPCvs8NUAJ0M7y3-KH5dg1XyqbknKSSBtDnZy57xX4f_OumzLUSzV2kYaau3cyLoMuyX06h_pNM6Wr6eWdUheIo2syUcjBrQA0t9-T8wJF3Nquv4-L0fnMIijqc8sOyMKVXWNO=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:04.026Z,,
https://www.google.com/maps/place/Mavis+Tires+%26+Brakes/data=!4m7!3m6!1s0x88fb0aa9f090bfd1:0xc6d5b9ea8996222d!8m2!3d32.046935!4d-81.1690287!16s%2Fg%2F1tczlb70!19sChIJ0b-Q8KkK-4gRLSKWieq51cY,Mavis Tires & Brakes,4.6,1373,Tire shop,· In-store pick-up,"4385 Ogeechee Rd, Savannah, GA 31405, United States","2RWJ+Q9 Savannah, Georgia, USA",https://www.mavis.com/locations/savannah-ogeechee-rd-ga?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=865,+1 912-208-6760,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8KYtQtMv2FsBkQkUvlV8hTQPsORVxuPGb0pQ9jdKtmMEExJVGDdBqnul_NrbqaSI7kaalodRI8W-6hUppHURhJsi6wiItKDPTQ_BqGubCdFqo3pHIWC-dVInE0jd7boGVJWgF=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:08.472Z,,
"https://www.google.com/maps/place/Cribbs+Moto+Sports:+Scooters,+ATV,+Go+Karts,+E+bikes,+Dirt+Bikes,+Golf+Carts,+Mobility%2FS+and+Motorcycles/data=!4m7!3m6!1s0x88fb9d8c7c63939b:0x8e8cf21da87d16bc!8m2!3d32.0559099!4d-81.061819!16s%2Fg%2F11f7qvzb39!19sChIJm5NjfIyd-4gRvBZ9qB3yjI4","Cribbs Moto Sports: Scooters, ATV, Go Karts, E bikes, Dirt Bikes, Golf Carts, Mobility/S and Motorcycles",4.6,121,Motor scooter dealer,· In-store pick-up,"2007 Alaska St, Savannah, GA 31404, United States","3W4Q+97 Savannah, Georgia, USA",http://www.cribbscustomsmotosports.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,+1 912-507-1116,"Open · Closes 5 pm

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqr68kv6bjX3z4v4F6u95nov5B8CVHuuUAOS1i_iV96UqnZ18Gbr2WO-2xb5WX8N2rc_VLDHe3YAEXf4eqtyeRrHGij5nvItNQ0FwaoGE7erCaROUW0wqPT07USK1hRvPNLj4bj=w408-h306-k-no,true,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:12.839Z,,
https://www.google.com/maps/place/The+Brothers+Tire+2/data=!4m7!3m6!1s0x88fb9fe4801d891b:0x8d2ae64e5ebfa3c8!8m2!3d32.0521201!4d-81.1499478!16s%2Fg%2F11btwrx82q!19sChIJG4kdgOSf-4gRyKO_Xk7mKo0,The Brothers Tire 2,4.1,373,Tire shop,· In-store shopping · Kerbside pickup,"3824 Ogeechee Rd, Savannah, GA 31405, United States","3V22+R2 Savannah, Georgia, USA",,+1 912-210-9902,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4U8SPh3Kgp1nXZvko27PDT6A3uKQkcB1UEiGyA5RTgk-ZWE5JKvzZ-GBmOtT4Hdo7BqSZfQQN8hzW7wYWW32Ryxj0Jx6gTbJlyFDoUaWZ9RKXLpzNs5h_rktEwEjaWGXB8oiWWw=w408-h725-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:17.268Z,true,
https://www.google.com/maps/place/SOS+Radial+Tire+Service+Inc./data=!4m7!3m6!1s0x88fb9f75b9befc73:0xf66928fa0c600ae1!8m2!3d32.0934667!4d-81.1462305!16s%2Fg%2F1hc1lf92t!19sChIJc_y-uXWf-4gR4QpgDPooafY,SOS Radial Tire Service Inc.,4.6,415,Tire shop,· In-store pick-up,"115 Kicklighter Wy, Garden City, GA 31408, United States","3VV3+9G Garden City, Georgia, USA",https://www.sostire.com/,+1 912-964-5511,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweora6pAADFO-SNoH7v8FlCWF8wtEBLkdMKJ1gl2JdDFR0HLDXC5SOjArA1rAXYqsYE7vjjBMKK5inBLzJoxMhsWrE1CwtSZ5U2b2W2AXPk-cF6ycN_3tKgm2MEpZIsXs7pQqL494A=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:21.879Z,,
https://www.google.com/maps/place/3+Guys+Auto+Service/data=!4m7!3m6!1s0x88fb9de02457e4ef:0xfe995edc3162be86!8m2!3d32.062045!4d-81.0749172!16s%2Fg%2F11fll6f36s!19sChIJ7-RXJOCd-4gRhr5iMdxemf4,3 Guys Auto Service,4.4,16,Auto repair shop,,"1228 Wheaton St, Savannah, GA 31404, United States","3W6G+R2 Savannah, Georgia, USA",,+1 912-341-7004,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxFIVBlQiYpVXo_L9XKM1lXIyqdXtlrlRyk2ryga_oLd7Xl48dHS2FL7LlMoJsfOcUsnC1AnYHZMZrPFvjMzF-ExKshs5rYsE1Irt2pQZIXa2bmakJL1tn4woseoGgsbvmCMmx=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:26.181Z,,
https://www.google.com/maps/place/Discount+Muffler+%26+Auto+Repair/data=!4m7!3m6!1s0x88fb9e0ee7839ed1:0x55d0732c378e83e0!8m2!3d32.0564402!4d-81.0825522!16s%2Fg%2F1tg2lj67!19sChIJ0Z6D5w6e-4gR4IOONyxz0FU,Discount Muffler & Auto Repair,4.4,75,Muffler shop,,"1601 Waters Ave, Savannah, GA 31404, United States","3W48+HX Savannah, Georgia, USA",,+1 912-234-9907,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYperBWWQ_UPcQgP0oUEpQnxHzbohXg61QvxDhdz0a2gHYhOgEpCYt2gEicajT9m5IpU1zydlZTgrw2ajUBZhiXPdUczNRtnxgQGu0BPEQ8xv58NU897TE7CrhrwPibR1Z3T9zdA=w408-h306-k-no,false,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:30.533Z,,
https://www.google.com/maps/place/C+K%27s+Quick+Tire+Services/data=!4m7!3m6!1s0x88fb9f9e2257f79f:0xf5fcf72eb4d1c652!8m2!3d32.0922949!4d-81.1491196!16s%2Fg%2F1td143p_!19sChIJn_dXIp6f-4gRUsbRtC73_PU,C K's Quick Tire Services,4.8,37,Used tire shop,,"275 Alfred St, Savannah, GA 31408, United States","3VR2+W9 Savannah, Georgia, USA",,+1 912-965-9966,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep7_-eW3iKwxbikNjRiysj3Zx8MPFMrJmFWXok0_fTZnxYXJEYbMYr7FqKYASqiDcuP8g6NDFNbGTLWxusHHpbSwGPY8YQJVlHN5c0-8k-tqNKBK9Es9Qw7SWf-bCYKf8mA5659KA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:35.000Z,,
https://www.google.com/maps/place/The+Montes+Brother%27s+Tires+LLC/data=!4m7!3m6!1s0x88fb759912ca3621:0xb07d0377e6928adc!8m2!3d32.0259625!4d-81.1122437!16s%2Fg%2F1tf3276n!19sChIJITbKEpl1-4gR3IqS5ncDfbA,The Montes Brother's Tires LLC,4.2,338,Tire shop,· In-store pick-up,"2 Hampstead Ave, Savannah, GA 31405, United States","2VGQ+94 Savannah, Georgia, USA",https://www.facebook.com/montesbrotherstires/,+1 912-210-7124,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHyUPVYG75NoAo12HLYR-ktWVlgXlCs8nIg-enW3GDCFK4Mv6pq51mGTW-fIKnbgmWhSi2xJXwW0RGogm_B6p2Ik7dvm3y8W7H_eDF7jOQd7IAru4PrjtX9c_yQL9vYzd0FwHrRRBv1XMP=w408-h270-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,8 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:39.374Z,,
https://www.google.com/maps/place/Express+Oil+Change+%26+Tire+Engineers/data=!4m7!3m6!1s0x88fb75b59af408e3:0xae001120639d9b0f!8m2!3d32.0238009!4d-81.0913967!16s%2Fg%2F11vjy21_ns!19sChIJ4wj0mrV1-4gRD5udYyARAK4,Express Oil Change & Tire Engineers,5.0,484,Oil change service,,"1216 E Derenne Ave, Savannah, GA 31406, United States","2WF5+GC Savannah, Georgia, USA",https://www.expressoil.com/stores/savannah/ga/3169?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=3169,+1 912-226-7470,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_UU9hvzknZIsWRurirWz1zDOV2l9fhqERa5cV9dJSTiYPDQf-3CR8ETPbVnah-SDUDgcum8sZ85NEc8WRdH-GPPHb3D64TM2ZrbpF44Ri3HRcvzczZowUJLMXMucDk6IPi8yo1mPw3Bg=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:44.480Z,,
https://www.google.com/maps/place/Savannah+On+Wheels/data=!4m7!3m6!1s0x88fb9e7b3284e003:0xe20e062cbb3ff392!8m2!3d32.0692971!4d-81.1007509!16s%2Fg%2F11b7tq0x_w!19sChIJA-CEMnue-4gRkvM_uywGDuI,Savannah On Wheels,4.9,884,Bicycle store,· In-store pick-up · Delivery,"405 W Hall St, Savannah, GA 31401, United States","3V9X+PM Savannah, Georgia, USA",http://www.savannahonwheels.com/,+1 912-777-4620,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwere4IvQiM0VJiQuIKEJxFWK8dHDxBDAlrlrQJXChkDSpKLqO-g7L4eM-4TMKxRwD9h63OukrsvCU74v3nYqjirawZ_bWGNpoVUEQtlBZZ64bpr5lz8_O4irioLHoFBq7VD8G53HqfPeHGEP=w408-h544-k-no,true,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:49.054Z,,
https://www.google.com/maps/place/David%27s+Auto+Repair/data=!4m7!3m6!1s0x88fb9e565b19b607:0xce3f56e46ea4fd0c!8m2!3d32.0868551!4d-81.1122309!16s%2Fg%2F11h5vz2bsq!19sChIJB7YZW1ae-4gRDP2kbuRWP84,David's Auto Repair,4.5,15,Auto repair shop,,"1008 W Bay St, Savannah, GA 31415, United States","3VPQ+P4 Savannah, Georgia, USA",https://daviddangautorepair.com/,+1 912-341-7808,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfsF-pCT6WibfNRGxbDuF2w4TGSyX0su4zWovdlDZx77ptps5Z3z7y4wuXw45oTz6giMq8R_0b4gi2GHy3tz9-e9bWYZfm90BrU-cQFG4Uy4jv8ywuYJPbl7Vcqe1-FcU4dN5GMFf1BTxj=w408-h408-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-03-23T15:39:53.498Z,,
