placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,error,isBlackOwned
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x87c0e88a4c2cf9eb:0xa7703a1d5704f2a3!8m2!3d39.032275!4d-94.3627392!16s%2Fg%2F1tywygjj!19sChIJ6_ksTIrowIcRo_IEVx06cKc,Heartland Hospice,4.2,5,Hospice,"4731 S Cochise Dr #120, Independence, MO 64055, United States","2JJP+WW Independence, Missouri, USA",http://heartlandhospice.com/,+1 816-943-1798,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMn8rkvmx5r71AJXGfWUQh5ntljrw11Nmk64mPU=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:16.434Z,,
https://www.google.com/maps/place/HCA+Midwest+Hospice+%26+Family+Care/data=!4m7!3m6!1s0x87c0e8514cc93bc7:0xd33b625bcc59e9be!8m2!3d39.049484!4d-94.3500957!16s%2Fg%2F11c6044j33!19sChIJxzvJTFHowIcRvulZzFtiO9M,HCA Midwest Hospice & Family Care,5.0,1,Hospice,"19550 East 39th St S #322, Independence, MO 64057, United States","2JXX+QX Independence, Missouri, USA",https://www.hcamidwest.com/specialties/hospice-family-care?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 816-943-4015,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Tv8C9YfxgDLQWDYwComJdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.393005&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:21.407Z,,
https://www.google.com/maps/place/Phoenix+Home+Care+%26+Hospice+of+Kansas+City/data=!4m7!3m6!1s0x87c0e29127f28229:0x2385738dc715ecd4!8m2!3d39.0447679!4d-94.4109254!16s%2Fg%2F11ghr01496!19sChIJKYLyJ5HiwIcR1OwVx41zhSM,Phoenix Home Care & Hospice of Kansas City,3.1,49,Home health care service,"14330 E 42nd St S, Independence, MO 64055, United States","2HVQ+WJ Independence, Missouri, USA",https://phoenixhomehc.com/locations/independence-missouri/?utm_source=GBP&utm_medium=organic&utm_id=iFocus,+1 816-373-7442,Closed ⋅ Opens 8 am Thu,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n6Y0hXus9ZvfeN0om2VoMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.88891&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:26.512Z,,
https://www.google.com/maps/place/Compassionate+Care+Hospice/data=!4m7!3m6!1s0x87c11c5543e54e7d:0xd3c7d51b21a87681!8m2!3d39.0450369!4d-94.4081624!16s%2Fg%2F113jzsq_t!19sChIJfU7lQ1UcwYcRgXaoIRvVx9M,Compassionate Care Hospice,5.0,1,Hospice,"14500 E 42nd St S suite 232, Independence, MO 64055, United States","2HWR+2P Independence, Missouri, USA",https://www.amedisys.com/compassionate-care-hospice/,+1 816-478-8900,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mnx1SxLw8d8QbCL4E8iuiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.96666&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:29.398Z,,
https://www.google.com/maps/place/Elara+Caring/data=!4m7!3m6!1s0x87c0e8ddf420fdf9:0x49727dabd6aa3cd1!8m2!3d39.0374249!4d-94.3423242!16s%2Fg%2F11c6sq6m7l!19sChIJ-f0g9N3owIcR0Tyq1qt9ckk,Elara Caring,4.1,9,Hospice,"4200 Little Blue Pkwy Suite 530, Independence, MO 64057, United States","2MP5+X3 Independence, Missouri, USA",https://elara.com/locations/independence-mo/,+1 816-444-4611,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3tWS-cpQSTSvFRlS4lLt3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.677685&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:34.142Z,,
https://www.google.com/maps/place/Brighton+Hospice+-+MO/data=!4m7!3m6!1s0x87c11dea39096319:0x6bbec26130b7dd33!8m2!3d39.0374249!4d-94.3423242!16s%2Fg%2F11vl5bhmgv!19sChIJGWMJOeodwYcRM923MGHCvms,Brighton Hospice - MO,3.7,3,Hospice,"4200 Little Blue Pkwy Suite 570, Independence, MO 64057, United States","2MP5+X3 Independence, Missouri, USA",https://brightonhospice.com/,+1 816-709-3812,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3tWS-cpQSTSvFRlS4lLt3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.677685&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:39.328Z,,
https://www.google.com/maps/place/Traditions+Health+Home+Health/data=!4m7!3m6!1s0x87c0e290df4134a9:0x714351065362d60f!8m2!3d39.0789952!4d-94.3932966!16s%2Fg%2F1261fzrxx!19sChIJqTRB35DiwIcRD9ZiUwZRQ3E,Traditions Health Home Health,,,Home health care service,"1520 East 23rd St S STE R, Independence, MO 64055, United States","3JH4+HM Independence, Missouri, USA",https://www.traditionshealth.com/locations/independence-mo/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=independence-mo,+1 816-350-2600,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN-NgZW4v6rkhbkF4VA-dqidfCQ7m0GO5-VlfV6=w408-h275-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:44.474Z,,
https://www.google.com/maps/place/Rosewood+Health+and+Rehab/data=!4m7!3m6!1s0x87c0fd1952b73d53:0x99a09a9d16f2fa88!8m2!3d39.0954971!4d-94.433423!16s%2Fg%2F11c1ttwykl!19sChIJUz23Uhn9wIcRiPryFp2aoJk,Rosewood Health and Rehab,3.6,40,Nursing home,"1415 W White Oak St, Independence, MO 64050, United States","3HW8+5J Independence, Missouri, USA",https://thegroves.com/,+1 816-254-3500,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LE8sW7PDmhHM0NOc2dgxvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.39687&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:49.469Z,,
https://www.google.com/maps/place/The+Rehabilitation+Center+of+Independence/data=!4m7!3m6!1s0x87c102c5b15c570b:0x92bf76175b32106b!8m2!3d39.0849827!4d-94.3700829!16s%2Fg%2F1tcwrnts!19sChIJC1dcscUCwYcRaxAyWxd2v5I,The Rehabilitation Center of Independence,3.9,276,Nursing home,"1800 S Swope Dr, Independence, MO 64057, United States","3JMH+XX Independence, Missouri, USA",https://rcindependence.com/,+1 816-257-2566,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNMzdQIaXF50N2q9zMveHnmyAmdI_fHvRwd-2PI=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:54.097Z,,
https://www.google.com/maps/place/Terrace+Home+Health+-+Independence/data=!4m7!3m6!1s0x87c11d038a83ecc5:0x73b8956b840d78f7!8m2!3d39.0323849!4d-94.3641482!16s%2Fg%2F11fsxcc62j!19sChIJxeyDigMdwYcR93gNhGuVuHM,Terrace Home Health - Independence,4.5,31,Doctor,"4721 S Cliff Ave #211, Independence, MO 64055, United States","2JJP+X8 Independence, Missouri, USA",https://www.terracehealth.com/locations-services/terrace-health-independence/,+1 816-441-0000,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S-_n8M0s01IhPrA_YGw5-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.0805&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:09:58.953Z,,
"https://www.google.com/maps/place/Independence+Manor+Care+Center/@39.0716525,-94.3990743,17z/data=!3m1!4b1!4m6!3m5!1s0x87c0fd55358532e3:0xff01b00fa276387d!8m2!3d39.0716525!4d-94.3990743!16s%2Fg%2F1tf6xwf2",Independence Manor Care Center,3.7,18,Retirement home,"1600 Kings Hwy, Independence, MO 64055, United States","3JC2+M9 Independence, Missouri, USA",http://www.independence-manor.com/,+1 816-833-4777,,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:03.740Z,,
https://www.google.com/maps/place/Luminos+Hospice/data=!4m7!3m6!1s0x87c11b7921c04cb9:0xcd97359b6d0c823d!8m2!3d39.022706!4d-94.252894!16s%2Fg%2F11vzf9pmrj!19sChIJuUzAIXkbwYcRPYIMbZs1l80,Luminos Hospice,5.0,79,Hospice,"700 NE R D Mize Rd suite 200, Blue Springs, MO 64014, United States","2PFW+3R Blue Springs, Missouri, USA",https://luminoshospice.com/,+1 816-281-0607,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprermR6IjKBZcZ5uH6u_TcSmY1Ws3VvrmgklDAhe5GCjFIGgty3ZzK6Y9Znd_RATFXIaREE1xlMjX88xtyZmNvxmGw961pr2XRVnmcHg44f3qcxPYnCfYHWfF7H6d-cv83newHu8a53aDE=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:06.669Z,,
https://www.google.com/maps/place/ACG+Hospice/data=!4m7!3m6!1s0x87c0e8dd875c3279:0x9362312e19c5178d!8m2!3d38.9416345!4d-94.3751409!16s%2Fg%2F1tfpkbbk!19sChIJeTJch93owIcRjRfFGS4xYpM,ACG Hospice,3.3,32,Hospice,"1650 NE Grand Ave #201, Lee's Summit, MO 64086, United States","WJRF+MW Lee's Summit, Missouri, USA",https://acghospice.com/,+1 866-260-2296,"Open 24 hours

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkCFUP1dPFeaXx96w0iqeRfEumn73UkgwdtSQngjQtb4hoWQLdIdmbBRnC-VGAWcM1oZKiqo6Il8usQQAJfyGqJ8ijPy-EA-lGeN-VkelSDCjaUqqNeueiuwiRInIYtPUN-dW-=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:11.929Z,,
https://www.google.com/maps/place/Traditions+Health+Hospice/data=!4m7!3m6!1s0x87c11b2d78a2a3f3:0xb3fc20ef1d79a653!8m2!3d39.0231104!4d-94.2655375!16s%2Fg%2F11tdjl60n1!19sChIJ86OieC0bwYcRU6Z5He8g_LM,Traditions Health Hospice,3.7,3,Hospice,"220 NW R D Mize Rd STE 101, Blue Springs, MO 64014, United States","2PFM+6Q Blue Springs, Missouri, USA",https://www.traditionshealth.com/locations/blue-springs-mo/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=blue-springs-mo,+1 816-988-8464,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMFQLcbmeEjmh3prWSm1xtvrFa6E4kgJ7hnaZVR=w408-h277-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:16.888Z,,
https://www.google.com/maps/place/Saint+Luke%27s+Hospice+House/data=!4m7!3m6!1s0x87c0f02826acbe33:0x183c33665bacca7e!8m2!3d39.0638704!4d-94.5957291!16s%2Fg%2F1ptvw7n6l!19sChIJM76sJijwwIcRfsqsW2YzPBg,Saint Luke's Hospice House,4.5,49,Hospice,"3516 Summit St, Kansas City, MO 64111, United States","3C73+GP Kansas City, Missouri, USA",http://www.saintlukeskc.org/locations/saint-lukes-hospice-house?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 816-502-8900,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNgExcHrKTWr1jzDzKTuzzyGIEgEicn_iM6Xa4=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:22.138Z,,
https://www.google.com/maps/place/Ascend+Hospice/data=!4m7!3m6!1s0x87c11dcdabeb2325:0xfe6613641f06b41d!8m2!3d39.0026365!4d-94.3593355!16s%2Fg%2F11c5ztslcy!19sChIJJSPrq80dwYcRHbQGH2QTZv4,Ascend Hospice,4.7,23,Hospice,"783 NE Anderson Ln, Lee's Summit, MO 64064, United States","2J3R+37 Lee's Summit, Missouri, USA",https://www.ascendhealth.com/locations,+1 866-821-1212,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tXfPHxMxykzhkmf7lbtBww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.10966&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:24.950Z,,
https://www.google.com/maps/place/Beacon+of+Hope+Hospice+of+Missouri/data=!4m7!3m6!1s0x87c1138c8d66335d:0x45089d4f8ff2c6f4!8m2!3d39.0267066!4d-94.2667344!16s%2Fg%2F11f346pvkg!19sChIJXTNmjYwTwYcR9Mbyj0-dCEU,Beacon of Hope Hospice of Missouri,4.9,66,Hospice,"801 NW St Mary Dr, Blue Springs, MO 64014, United States","2PGM+M8 Blue Springs, Missouri, USA",https://www.bohhospice.org/,+1 816-267-4006,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrHSbr1g4-dFlB15tSyvB0PXwMubKOuUHLrbliPmwDFaO0eciIv_wMrs6dCf6s7ny7MCJ2WzWQqwNmM8IsHLhA9mFGP6wzqLEpP_GGZ90amJP9Qq2u0-QE4It-aNjY2CUfXZ0A=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:30.090Z,,
https://www.google.com/maps/place/Shalom+Hospice/data=!4m7!3m6!1s0x87c0e29564c5bc4d:0xf2bc562d593dd471!8m2!3d38.3046624!4d-95.5753685!16s%2Fg%2F11b8072j2m!19sChIJTbzFZJXiwIcRcdQ9WS1WvPI,Shalom Hospice,4.6,10,Hospice,,,http://www.shalomhospicemo.com/,+1 816-272-8181,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxCllhqFKhG7SQDfD2-N8j5bG4y-6GAinPXUpm6mLNlnZJ0U4fM-LGIiwcO3nPh2FlD8iaYf7aNDLQKgGmzsmrm9f76GBEphNXPmrCYJlfjB177pMSUdJhtX24AKTHf6yisIPThA=w408-h307-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-09-18T00:10:34.900Z,,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x87c11f179633f047:0xe8c15039dac2ac98!8m2!3d38.9205761!4d-94.3592646!16s%2Fg%2F11fq_140z9!19sChIJR_AzlhcfwYcRmKzC2jlQweg,Enhabit Hospice,5.0,1,Hospice,"943 NE Columbus St, Lee's Summit, MO 64086, United States","WJCR+67 Lee's Summit, Missouri, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 816-282-2617,"Open 24 hours

Confirmed by this business 5 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPdnAB0EovcLUp4hUvKU417GICkAwrCWfNN3OU=w528-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Lee's+Summit+MO/@38.9108408,-94.3821724,14z",2025-09-18T00:10:50.572Z,,
