placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes,isBlackOwned
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x8620a7407c65cde7:0x5dbb20a0379e45d9!8m2!3d29.955!4d-90.06933!16s%2Fg%2F11fm4b0dw0!19sChIJ581lfECnIIYR2UWeN6Agu10,Metropolis,2.1,11,Parking garage,"811 Iberville St, New Orleans, LA 70112, United States","XW3J+X7 New Orleans, Louisiana, USA",https://parking.com/new-orleans/lot/dh-holmes?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-LA,+1 504-525-5476,"Open 24 hours

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3v_GKZPUhQCplKIT7cKOV0sPNNth7zeOxdSJLUEU5RlN477E8VTdrqxBUYoA3acou9TAHtPVdS5NuL-Kk_f9rKmzNEFrZ1Di85MYtnU-vux4gU2ge2bT09ETLaZhNY6LjUPvt=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:23.253Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0407/data=!4m7!3m6!1s0x8620a73913d84b6d:0x66d445a6a062abad!8m2!3d29.9575247!4d-90.0614511!16s%2Fg%2F11ft5ztk_3!19sChIJbUvYEzmnIIYRratioKZF1GY,Premium Parking - P0407,2.8,52,Parking lot,"433 St Peter, New Orleans, LA 70130, United States","XW5Q+2C New Orleans, Louisiana, USA",https://www.premiumparking.com/p407,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwR4gQ6pFBB_8C1PEvg9Kk-bxCdJz4X59H53tBkb20iFrZGOoLMDbOIEYTtqwiczbU3XRkd4U2P55r77qE12xqTj-fnuxhiB6heQbkXdOqtr6Q0pMf7Y6OHZ_xWB8NiYJ_6tkuN=w408-h240-k-no-pi-10-ya334-ro0-fo100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:28.658Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0337/data=!4m7!3m6!1s0x8620a6094f2c97f3:0xc2619b3fa9101e7f!8m2!3d29.9577677!4d-90.0704637!16s%2Fg%2F11sb4t60h5!19sChIJ85csTwmmIIYRfx4QqT-bYcI,Premium Parking - P0337,3.3,39,Parking garage,"342 N Rampart St, New Orleans, LA 70112, United States","XW5H+4R New Orleans, Louisiana, USA",https://www.premiumparking.com/p337,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxYfLY3_xqW12Yieggbar5pMX4yAO35gurAPb7KAxVCXOF3-_G_MrPyJ0WGyWV8ZclaFIBV2GY_zCJ7ROL24vmOVFyGSgs6TOzz6YyzsKvGYe6ALtJfck72piOL3rWGqIjJ6yfSg=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:33.757Z,,,
https://www.google.com/maps/place/Chateau+Lemoyne+Parking/data=!4m7!3m6!1s0x8620a60c222c3ab1:0x488b052ba9ded0fb!8m2!3d29.9562982!4d-90.0687072!16s%2Fg%2F11tjbw9pxb!19sChIJsTosIgymIIYR-9DeqSsFi0g,Chateau Lemoyne Parking,5.0,1,Parking lot,"312 Dauphine St, New Orleans, LA 70112, United States","XW4J+GG New Orleans, Louisiana, USA",https://www.ihg.com/holidayinn/hotels/us/en/new-orleans/msycl/hoteldetail/directions,+1 504-569-3327,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8Uh8W7wmop6yFdVK1yGJ3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=126.06527&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:37.035Z,,,
https://www.google.com/maps/place/EZ+Park/data=!4m7!3m6!1s0x8620a60b3ce38827:0x4a754c878e1ed0d3!8m2!3d29.9515268!4d-90.0712203!16s%2Fg%2F11b6_nvx0w!19sChIJJ4jjPAumIIYR09AejodMdUo,EZ Park,4.0,45,Parking garage,"310 Carondelet St, New Orleans, LA 70130, United States","XW2H+JG New Orleans, Louisiana, USA",http://www.universalparking.com/,+1 504-599-5932,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsL4fjKFFuVF5Z6otoFGxnzQG0T85bIs1hJ1bi7wJgkbgt00IY_-j0CSIaME_ULhNPQQYLETRwg3qaIdLbilCSk-weyJE3qZYbP8o_xuexHvJ7vEg9i047C08Z4bbVKOP29jpJ=w408-h544-k-no,false,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,Closed,Closed,6 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:42.485Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0296/data=!4m7!3m6!1s0x8620a5df8f86a1a1:0xf4ee576617f92255!8m2!3d29.9495343!4d-90.0688972!16s%2Fg%2F1tdg_nd2!19sChIJoaGGj9-lIIYRVSL5F2ZX7vQ,Premium Parking - P0296,3.7,57,Parking lot,"408 Camp St, New Orleans, LA 70130, United States","WWXJ+RC New Orleans, Louisiana, USA",https://www.premiumparking.com/P296,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYLSxDBi0hxb99r8VaMHvJ3HK0JCV6UUQ_wtdbULyfuOL0xcQ0zAWEHwlnk5a7UdG5psb4F1FvJkQWnZq_En9qj40RHkZqUSCkHnEQAhCIN8-pF8QeXNcjKz2bgDOKQmrZoX_z=w408-h282-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:47.793Z,,,
https://www.google.com/maps/place/Saenger+Theatre+Parking+lot/data=!4m7!3m6!1s0x8620a7ca5518bb2f:0x5e9b3a27d01d5e10!8m2!3d29.9569838!4d-90.0720698!16s%2Fg%2F11l8nsgf_y!19sChIJL7sYVcqnIIYREF4d0Cc6m14,Saenger Theatre Parking lot,4.4,16,Parking lot,"216 Basin St, New Orleans, LA 70112, United States","XW4H+Q5 New Orleans, Louisiana, USA",https://www.saengernola.com/your-visit/getting-here/,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzweOmKE95PhbBtOg-kIv6tH0sMvnwcEyRlGSABv7O0ELq142Wj4DLCaeTQA0Wpa3igHzUvFXF3sdAnuZ6BfiQhsHScW9Ce-G0e9pu-zl3iF1xN1JmZlkspR9ZZUbECWEacR-fl=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:50.882Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0308/data=!4m7!3m6!1s0x8620a60be693bed1:0x5eae31880c1e94fb!8m2!3d29.9560687!4d-90.0709313!16s%2Fg%2F1q5bmsxgg!19sChIJ0b6T5gumIIYR-5QeDIgxrl4,Premium Parking - P0308,3.1,53,Parking lot,"1001 Iberville St, New Orleans, LA 70112, United States","XW4H+CJ New Orleans, Louisiana, USA",https://www.premiumparking.com/P0308,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGzndWJgBPi45bTtf0RVH-eL0PEZ1qWNZgOPEgTJxFYsX6hWgSNkMJEEFV8GOw0w-vznbtNmOEBb7F5OzCnC5rtDOy7HgIR2yECn-PnRdON1RMUSlx1b51MHdrXBnEqYrPmXok=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:56.250Z,,,
https://www.google.com/maps/place/New+Orleans+Department+of+Public+Works:+Parking+Division/data=!4m7!3m6!1s0x8620a5e084b1b081:0xf6942d09963f6403!8m2!3d29.950917!4d-90.077384!16s%2Fg%2F1tfxyc_s!19sChIJgbCxhOClIIYRA2Q_lgktlPY,New Orleans Department of Public Works: Parking Division,1.1,22,City government office,"1340 Poydras St #801, New Orleans, LA 70112, United States","XW2F+92 New Orleans, Louisiana, USA",http://www.nola.gov/,+1 504-658-8200,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sYo58t7RDNmj7gbT3qbMXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.67482&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:39:01.367Z,,,
https://www.google.com/maps/place/Solaris%27s+Parking+Garage/data=!4m7!3m6!1s0x8620a60c44c1b931:0x647ccc4e3c09db61!8m2!3d29.9544094!4d-90.0686091!16s%2Fg%2F11fy4gmt20!19sChIJMbnBRAymIIYRYdsJPE7MfGQ,Solaris's Parking Garage,3.6,36,Parking garage,"721 Iberville St, New Orleans, LA 70130, United States","XW3J+QH New Orleans, Louisiana, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzV5dKW84YsX6WybKIjk3dR3o9vE1gg7iY5Dt8RuGCzmCAFScUCocZ-TcrNksyARAvEeYXwlvgiQWqXt4wYNHytRhjVMMyc0BAwB4080CQpkbFJ6_tHdN_sqz50vdbZhdATtRZtuE-zoMZt=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:39:04.458Z,,,
https://www.google.com/maps/place/Unipark+Garage+%28G-109%29/data=!4m7!3m6!1s0x8620a60a682cebe3:0xd28ff669595771b5!8m2!3d29.954255!4d-90.073051!16s%2Fg%2F11bx9cbp5b!19sChIJ4-ssaAqmIIYRtXFXWWn2j9I,Unipark Garage (G-109),3.6,98,Parking garage,"145 Roosevelt Way, New Orleans, LA 70112, United States","XW3G+PQ New Orleans, Louisiana, USA",https://neworleansparking.com/,+1 504-566-1010,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweEXPhLSlETApz2BgPYxcf_Qrkf7Yf7C8QtttEuh89sL-TQIzniRfc9rES4w2lhXgrGzaGkPFBSsWm2n_qpYusDEk-b5rJje63lSKnIg3hi13V8lyQqW1SupNMD7qkSPb1ZwBS2w=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:39:08.225Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0405/data=!4m7!3m6!1s0x8620a612f6e6ef37:0x73cbb182441b1713!8m2!3d29.9542365!4d-90.0638309!16s%2Fg%2F11c1xfnkgn!19sChIJN-_m9hKmIIYRExcbRIKxy3M,Premium Parking - P0405,3.3,19,Parking lot,"211 Conti St, New Orleans, LA 70130, United States","XW3P+MF New Orleans, Louisiana, USA",https://www.premiumparking.com/P0405,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGMqqBKKzojNwoRwKJ3uwuTEDdBl_-KvURJ9yrwnzGQgIQLvB_y98hEsaRJ2Vo3U0NyTLmj1UyOgdF4Bj2Vue4vFG28_mc5cI8lVIxFLwoRuJiGByJ7KmRoM08kT9mhuWOuAgX=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:39:13.453Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0408/data=!4m7!3m6!1s0x8620a73d6e6be4db:0x2321407f84a093f2!8m2!3d29.9622974!4d-90.0568695!16s%2Fg%2F11ft5zsmdc!19sChIJ2-Rrbj2nIIYR8pOghH9AISM,Premium Parking - P0408,2.1,41,Parking lot,"2150 Decatur St, New Orleans, LA 70116, United States","XW6V+W7 New Orleans, Louisiana, USA",https://www.premiumparking.com/p408,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYuvoXYI0CDawl2bE-q7EcrZLm-8q7GzQY0xj8eqvPCg-mjmDE9_v9lHJkgBjhUlOi-X5ttwGZ2gE0BkHU1x60JCdvqqE9O0laAnLqS1X6AtQZYF2X5G8LIk3T8g2snNnLWt5wDQ=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:39:18.607Z,,,
https://www.google.com/maps/place/Parking+Omni+Royal/data=!4m7!3m6!1s0x8620a787da923ae9:0xadd3cff4376b0c2b!8m2!3d29.9561933!4d-90.0650178!16s%2Fg%2F11t5fbqvsy!19sChIJ6TqS2oenIIYRKwxrN_TP060,Parking Omni Royal,3.0,3,Parking garage,"516 Chartres St, New Orleans, LA 70130, United States","XW4M+FX New Orleans, Louisiana, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfzmbSyatDr0JHc-cjJcI7v_eEeov4bCCqZBQfUAuQrS4totJtVMHkV6_bURu-964VhgtssMI__-Csca0K2852eFLSGawd_VoSkwCkw4w5DhWfhnsRLnlieM6vaKWODJ8JmpxN=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:39:21.638Z,,,
https://www.google.com/maps/place/Parking+Garage+-+Bienville+Street+Entrance%2FExit/data=!4m7!3m6!1s0x8620a7007cddfc89:0xdd96106ee3a77a07!8m2!3d29.9552045!4d-90.0679251!16s%2Fg%2F11wj2v9772!19sChIJifzdfACnIIYRB3qn424Qlt0,Parking Garage - Bienville Street Entrance/Exit,5.0,1,Parking garage,"717 Bienville St, New Orleans, LA 70130, United States","XW4J+3R New Orleans, Louisiana, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O_tOGT8lZ71Iu3O-7aXrvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.5290068&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:39:24.661Z,,,
