placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,attributes,isBlackOwned
https://www.google.com/maps/place/Paul+Davis+Restoration+of+Central+Mississippi/data=!4m7!3m6!1s0x86282ce92959a667:0x1de9f4bbe0b8b636!8m2!3d32.3282883!4d-90.1002592!16s%2Fg%2F1260dkdlb!19sChIJZ6ZZKeksKIYRNra44Lv06R0,Paul Davis Restoration of Central Mississippi,4.7,154,Water damage restoration service,"509 Dexter Dr, Flowood, MS 39232, United States","8VHX+8V Flowood, Mississippi, USA",http://pauldavisflowood.com/,+1 601-398-0260,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweolyxXJ-wBYC2qIFUNnDukqSw8JEty2sNkfc0uyZx98nKo8MPtN775JoE_vJFjYVr3gMxEuOg4Yx5MF8Z06Uwx9hzK7QHyyOIYXmoVuJWjb-i6frUUBnjtZn_lifSrN2nKVx5kEtyHzd0Xo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:09:52.346Z,,,
https://www.google.com/maps/place/Turnkey/data=!4m7!3m6!1s0x8629d3473bbf2825:0x1367e7864ede6369!8m2!3d32.4078428!4d-90.141051!16s%2Fg%2F11sh4g53tb!19sChIJJSi_O0fTKYYRaWPeTobnZxM,Turnkey,4.8,79,Water damage restoration service,"601 Ridgewood Rd, Ridgeland, MS 39157, United States","CV55+4H Ridgeland, Mississippi, USA",https://turnkeyrestorationms.com/,+1 601-707-5594,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohSlmx32EGBcEi5A5WuWPFsMjnsQJnekDu2DAtIwyCZLDmQIcNi3dA1bM9TymLXvLzdMSO6kri6S3JO9E2K2gG0xUIMtd_WeXub6tBWMUCE3GbvyhFLaj1KLFpkwqZbVCgZ2cq=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:09:57.201Z,,,
https://www.google.com/maps/place/ServiceMaster+by+OneCall/data=!4m7!3m6!1s0x8628321403aea083:0x441b6c4884e2d38a!8m2!3d32.3339783!4d-90.1124984!16s%2Fg%2F11h9xh86f9!19sChIJg6CuAxQyKIYRitPihEhsG0Q,ServiceMaster by OneCall,4.9,26,Water damage restoration service,"119 Cypress Cove, Flowood, MS 39232, United States","8VMQ+H2 Flowood, Mississippi, USA",https://www.servicemasterrestore.com/servicemaster-restoration-by-onecall-flowood/,+1 601-933-8416,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLXU3SbLB3PbtCjX84H99NPuO_z-5_8mKTbNsHpWcwSNRPnb7xJuXVpiPv57rIfVjrcCuCA-bGh3aa9K8RESEuBT_i8TqZIWGk-CrrREj72V0O3CGhBLvMHCe_9teX1KaToZc=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:02.124Z,,,
https://www.google.com/maps/place/Advanced+Steam+Extraction/data=!4m7!3m6!1s0x86282d5346d09847:0xac5544f7d09266e6!8m2!3d32.2839184!4d-90.1152232!16s%2Fg%2F1263mq5lk!19sChIJR5jQRlMtKIYR5maS0PdEVaw,Advanced Steam Extraction,4.9,107,Water damage restoration service,"3165 Virginia St, Pearl, MS 39208, United States","7VMM+HW Pearl, Mississippi, USA",https://asenow.com/,+1 601-664-2001,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMvHEIA34kD3nIiQLE_huXDTqJHBcpeGm-5cMFUg26sHn5BDssqR8fu7beZ0JqQXrXihv7gcTRjHhggzpzl_DIPmkKIvAfscDlYPQhF0eT5lLPCQJdMSzp1X-S3mx8Fwinasxf=w408-h306-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:06.863Z,,,
https://www.google.com/maps/place/A+Handy+Tech+2000+A+Carpet+Tech+2000/data=!4m7!3m6!1s0x86282de63c1653bd:0x413653554c438aa2!8m2!3d32.2756612!4d-90.1340621!16s%2Fg%2F11ggr6mqhw!19sChIJvVMWPOYtKIYRoopDTFVTNkE,A Handy Tech 2000 A Carpet Tech 2000,4.5,17,Handyman/Handywoman/Handyperson,"105 Valentour Rd, Pearl, MS 39208, United States","7VG8+79 Pearl, Mississippi, USA",http://www.ahandytech2000.com/,+1 601-622-3598,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxZLYvBASQDrvxLZdz562b0Moq_9EASf4wwXZm_87Kax-5m5U6fjPrPSiEGHX-x5edDvKubcX5N7XSHttdgeaG-QFre29pGZ_M8CmZg7b5Z_vtVAcve36IxTuY62rkuxc5SY_-Vw=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:11.732Z,,,
https://www.google.com/maps/place/Disaster+Services+Center/data=!4m7!3m6!1s0x862834bcd41c80f1:0x2356a3c8ed9fd9d2!8m2!3d32.3363553!4d-90.2341267!16s%2Fg%2F11t0q0_6g4!19sChIJ8YAc1Lw0KIYR0tmf7cijViM,Disaster Services Center,,,Water damage restoration service,"Ford Ave, Jackson, MS 39209, United States","8QP8+G8 Jackson, Mississippi, USA",,,Closed · Opens 12 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6SjTziISsR_PLZlhmYNuTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.97287&pitch=0&thumbfov=100,false,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:16.350Z,,,
https://www.google.com/maps/place/ServiceMaster+Clean/data=!4m7!3m6!1s0x8628321406a7e6f1:0x9dcb41adc722a602!8m2!3d32.3296014!4d-90.0890299!16s%2Fg%2F1261r3q8f!19sChIJ8eanBhQyKIYRAqYix61By50,ServiceMaster Clean,3.7,23,Fire damage restoration service,,,https://www.servicemasterrestore.com/locations/ms/flowood/servicemaster-restoration-by-onecall-8602-b,+1 601-933-8410,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepK7dADu5SmQrQTCjU7f_LSPylOW4hhaqdQCx1Pm-eZ4i2T-9J1R0fZoAObIOO-wzJbrQkhBmqRLESjYEvWk50t2g3OLt43KaMMgbgLl_JKHvop6GGxECB1UvTkM_VFyjd8Hls=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:20.921Z,,,
https://www.google.com/maps/place/Groundworks/data=!4m7!3m6!1s0x862835e0d7c8191d:0x56b1db70348b3ce4!8m2!3d32.3364349!4d-90.234424!16s%2Fg%2F11ynt8d5vt!19sChIJHRnI1-A1KIYR5DyLNHDbsVY,Groundworks,5.0,100,Waterproofing service,"535 Ford Ave, Jackson, MS 39209, United States","8QP8+H6 Jackson, Mississippi, USA",https://www.groundworks.com/locations/groundworks-jackson/groundworks-jackson-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-jan,+1 601-822-3214,"Closed · Opens 6 am Mon

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqKvSagWj1Peq7Cv2CcWBJEAjnjlDV1jdPYzzrQNTGmNQdhgY-z5PW2gISPrSS4KgxcqgNy6xAW0jubXzeRGX9pb7WByXK9v6xZNPMs1hQcY4uo1EKpVYnKm5CPCCUoZkig8QkJZ-c-R9I0=w408-h544-k-no,true,9 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:25.825Z,,,
https://www.google.com/maps/place/Home+Team+Restoration+LLC/data=!4m7!3m6!1s0x86282b7fbc37ac4f:0xb0e98cc5cdc32112!8m2!3d32.2894162!4d-90.0608375!16s%2Fg%2F11y_dt2c1j!19sChIJT6w3vH8rKIYREiHDzcWM6bA,Home Team Restoration LLC,4.0,1,Water damage restoration service,"121 Metroplex Blvd suite 105, Pearl, MS 39208, United States","7WQQ+QM Pearl, Mississippi, USA",https://hometeam601.com/,+1 601-257-5060,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5QcAx3Pg8PbhlUckUH6dpLntyyE6QJlcpLODWTYOqlEqVMS8J0okyZU8rFWCPhUEeskY5q31MEo39nk0XcTxPAHzbUNrTY36ESU4BVOJFVtvbr_95wjb69v9ZkFnuh7A-tJ58opoqu6xE=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:30.561Z,,,
https://www.google.com/maps/place/SERVPRO+of+Brandon/data=!4m7!3m6!1s0x888281e6e237f483:0xaea1b659247cfb63!8m2!3d32.4662954!4d-90.2291746!16s%2Fg%2F1tcyy5l2!19sChIJg_Q34uaBgogRY_t8JFm2oa4,SERVPRO of Brandon,4.9,135,Water damage restoration service,,,https://www.servpro.com/locations/ms/servpro-of-brandon?utm_medium=organic&utm_source=gbp,+1 601-353-2286,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcoytNcjm4ZhcObcJHwlVHb7M3YA9dJkkRqVBbDjJz2W_7ZkAx0vTptaiHuyhGRrlwkTE_pBegLCz3WeEIzoobBI60gpO4s85MRTY2NqlQN36DGF2Z9jDr6IfI3QcrDk5bhSxLWQ=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:35.489Z,,,
https://www.google.com/maps/place/Watkins+Construction+%26+Roofing/data=!4m7!3m6!1s0x8628324a55555555:0x482c458107756156!8m2!3d32.3336411!4d-90.1494026!16s%2Fg%2F1tk8nz8d!19sChIJVVVVVUoyKIYRVmF1B4FFLEg,Watkins Construction & Roofing,4.9,939,Roofing contractor,"1425 Lakeland Dr Suite 100B, Jackson, MS 39216, United States","8VM2+F6 Jackson, Mississippi, USA",https://watkinsconstructioninc.com/jackson-mississippi-roofing-contractor/?utm_campaign=gmb&utm_medium=gmb&utm_source=googlejmsgmb,+1 601-708-9617,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYN6KYGHUZnjw71nQS2tTAreigeK3smpypEddFvkteWzqmI6un64sFx_IBoBqSytZGUP8Kvc4uZjOhTWfBHTgjIFauF8-Ey1yAlSkEAEILNzv-1AWTwUq0letpufk0yrV5ZvIy=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:40.294Z,,,
https://www.google.com/maps/place/Exact+Xtract/data=!4m7!3m6!1s0x210ae6f44443ae17:0x4e51d1b7a7200b32!8m2!3d32.567972!4d-89.8764485!16s%2Fg%2F11ln94ll5z!19sChIJF65DRPTmCiERMgsgp7fRUU4,Exact Xtract,5.0,2,Water damage restoration service,,,https://www.exactxtract.net/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=653308446620186152,+1 601-214-1333,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSnpToBwY42dt1U7SlkoFPVC2NKHQ8SY34rmWn3OzW_GCUG_bfuzt8fc8xc7flDm2o52FVDs6Xncj1EAv2OsHdKZHD0CyHYAiCvuXQIf0BYRJHr4yDAnTt54-9UL6RRyOgYVUK1hhQQUIH=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:42.852Z,,,
https://www.google.com/maps/place/ServiceMaster+Restoration+by+OneCall/data=!4m7!3m6!1s0x8629cda339910487:0x442860aeef650432!8m2!3d32.3563303!4d-90.1499166!16s%2Fg%2F11fgj5w2hw!19sChIJhwSROaPNKYYRMgRl765gKEQ,ServiceMaster Restoration by OneCall,,,Air duct cleaning service,"1220 E Northside Dr Ste 170 #114, Jackson, MS 39211, United States","9V42+G2 Jackson, Mississippi, USA",https://www.servicemasterrestore.com/servicemaster-restoration-by-onecall-flowood/,+1 601-933-8416,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBKrGv6WpM_IxIml2pwWphVLSxCi9qgTmmRTPIoelu9OJamL6hmWi2pcv8xrzVXX1nW2iB91cdaUwfRzdw1Ye8rLaZF0WOj8WwZzVRbEug-FPlW7TpZ9qoXXsK8eCeI4tbZJz3=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:47.717Z,,,
https://www.google.com/maps/place/RestoPros+of+Jackson/data=!4m7!3m6!1s0x2370d90647906ebf:0x97d0ce169174e25!8m2!3d32.323514!4d-90.0403634!16s%2Fg%2F11z0fj_dzq!19sChIJv26QRwbZcCMRJU4XaeEMfQk,RestoPros of Jackson,5.0,9,Water damage restoration service,,,https://www.restopros.co/ms-jackson/,+1 601-821-1980,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweofxF3h8ynD9fQ-6XPh0RYMNhnvDn10pntoRKwvZW-zGAWcQzcFLP2Hx2vO1iXr1GzeC7TD_KGmx0ndAjeCjrrrFayMn8yrw5iSHUBC7SWLYBG3eNbmA4zl5lEs1wK9NpBz3qvA3CeejUGB=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:52.382Z,,,
https://www.google.com/maps/place/Steam+Kings/data=!4m7!3m6!1s0x862836650e532c11:0x7bc0a73d35b743cd!8m2!3d32.2452839!4d-90.2146717!16s%2Fg%2F12610pylf!19sChIJESxTDmU2KIYRzUO3NT2nwHs,Steam Kings,4.7,57,Carpet cleaning service,"3631 I-55, Jackson, MS 39212, United States","6QWP+44 Jackson, Mississippi, USA",,+1 601-573-6417,Closed · Opens 12 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwfUBnAOYB5tqflinRo879Q9fJDsBOQAWBKu2VjqMRBhRC_pLvc8N0SqA1StV08BsFcRWOQYWdo5YCbQZ9Xj4mAWl1EvWSx18Ic3qbBBYAg36mis2-3tLR4OWlEvCsNxkRK6U2=w408-h306-k-no,true,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2026-03-23T04:10:57.152Z,,,
