placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,info
"https://www.google.com/maps/place/Holly+Elaine+Perry,+MD/data=!4m7!3m6!1s0x89e6e730f10b83f1:0xde4adef7cea1a551!8m2!3d42.1478063!4d-72.6062345!16s%2Fg%2F1tfk0wkw!19sChIJ8YML8TDn5okRUaWhzvfeSt4","Holly Elaine Perry, MD",3.0,1,Pediatrician,"55 Springfield St, Chicopee, MA 01013, United States","49XV+4G Chicopee, Massachusetts, USA",https://providers.baystatehealth.org/provider/Holly+Elaine+Perry/207250,+1 413-794-3233,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNFe0NVcIMUh-rMh_eU42w9XXoSHGfUFaVAla-I=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:13.355Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
"https://www.google.com/maps/place/Karolina+Ogrodnik,+DO/@42.1718537,-72.5845124,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6dd30df4fec51:0x981ae6a3bf90f374!8m2!3d42.1718537!4d-72.5845124!16s%2Fg%2F11rgc37fyd","Karolina Ogrodnik, DO",5.0,1,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CC8+P5 Chicopee, Massachusetts, USA",https://www.trinityhealthofne.org/provider/karolina-ogrodnik-do-pediatrics,+1 413-594-3111,Closed · Opens 8:30 am Wed,,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:19.642Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,
"https://www.google.com/maps/place/Sannah+Rashid,+MD/data=!4m7!3m6!1s0x89e6dde77b77e50b:0x214fd3039ab3aa5d!8m2!3d42.1719341!4d-72.5845797!16s%2Fg%2F11rjqc5zqm!19sChIJC-V3e-fd5okRXaqzmgPTTyE","Sannah Rashid, MD",5.0,1,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CC8+Q5 Chicopee, Massachusetts, USA",https://www.trinityhealthofne.org/provider/sannah-rashid-md-pediatrics,+1 413-598-7040,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipP4guj-jp0RqWjCbA21zhj1nTup7_vU9jlYHgWU=w408-h408-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:24.123Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,
"https://www.google.com/maps/place/Hilda+Puente,+PNP/@42.1718537,-72.5845124,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6dd3632bdce5d:0x474bad4923cc9c18!8m2!3d42.1718537!4d-72.5845124!16s%2Fg%2F11rgdpfwtn","Hilda Puente, PNP",3.0,2,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CC8+P5 Chicopee, Massachusetts, USA",https://www.trinityhealthofne.org/location/trinity-health-of-new-england-medical-group-chicopee,+1 413-594-3111,Closed · Opens 8:30 am Wed,,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:30.391Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,
"https://www.google.com/maps/place/Jocelyn+R.+Jensen,+MD/data=!4m7!3m6!1s0x89e6e7306dcde2e5:0x6012463001df483e!8m2!3d42.1478063!4d-72.6062345!16s%2Fg%2F11b6j6c__3!19sChIJ5eLNbTDn5okRPkjfATBGEmA","Jocelyn R. Jensen, MD",,,Pediatrician,"55 Springfield St, Chicopee, MA 01013, United States","49XV+4G Chicopee, Massachusetts, USA",https://providers.baystatehealth.org/provider/Jocelyn+R.+Jensen/207755,+1 413-794-3233,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMj__BnqvvbXfV7M6GfAXFR8gGPE4KwQhIUAA0x=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:34.697Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
"https://www.google.com/maps/place/Kenneth+P.+Platt,+MD/data=!4m7!3m6!1s0x89e6e7e0b7d40c4f:0x6ebfcb8c24ee0662!8m2!3d42.1478063!4d-72.6062345!16s%2Fg%2F11l38zvptv!19sChIJTwzUt-Dn5okRYgbuJIzLv24","Kenneth P. Platt, MD",,,Pediatrician,"55 Springfield St, Chicopee, MA 01013, United States","49XV+4G Chicopee, Massachusetts, USA",https://providers.baystatehealth.org/provider/Kenneth+P.+Platt/207959,+1 413-794-3233,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMD6J4liu5aH_KemZHg11YPbk2C44viAfqFHtE=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:39.098Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Mullan+Sara+H+MD/data=!4m7!3m6!1s0x89e6ddb9e56c519f:0x1b2b88406eb517d6!8m2!3d42.1726278!4d-72.588098!16s%2Fg%2F1td398c_!19sChIJn1Fs5bnd5okR1he1bkCIKxs,Mullan Sara H MD,5.0,1,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CF6+3Q Chicopee, Massachusetts, USA",,+1 413-594-3111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hbOLufvSObBN-IqBX8dTIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.937534&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:41.647Z,,,,,,,
https://www.google.com/maps/place/Fairview+Pediatrics/data=!4m7!3m6!1s0x89e6dc5a88c5b19f:0xe237990476bef04b!8m2!3d42.1897191!4d-72.5778151!16s%2Fg%2F1v4pv0lt!19sChIJn7HFiFrc5okRS_C-dgSZN-I,Fairview Pediatrics,3.4,34,Child health care center,"1176 Memorial Dr, Chicopee, MA 01020, United States","5CQC+VV Chicopee, Massachusetts, USA",http://www.fairviewpeds.com/,+1 413-593-1333,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jJ8rcIBjBvDzsCcFu2QgHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.4988&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:46.363Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,
https://www.google.com/maps/place/Baystate+General+Pediatrics+-+Springfield+-+High+Street/data=!4m7!3m6!1s0x89e6e702c92bf9cb:0x5e115d5a3b4f1268!8m2!3d42.1052965!4d-72.5793895!16s%2Fg%2F1t_tl9ws!19sChIJy_kryQLn5okRaBJPO1pdEV4,Baystate General Pediatrics - Springfield - High Street,2.3,26,Medical office,"C Level, 140 High St C Level, Springfield, MA 01105, United States","4C4C+46 Springfield, Massachusetts, USA",https://www.baystatehealth.org/locations/high-street-health-center/general-pediatrics-high-street-springfield,+1 413-794-2515,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipNKmcdDGg8HjvoYFeV6PlKszfuvl07Gr-W_ivd5=w426-h240-k-no,true,8 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:50.791Z,8 am–6:30 pm,8 am–6:30 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–6:30 pm,
"https://www.google.com/maps/place/Blake+A.+Spirko,+MD/data=!4m7!3m6!1s0x89e6e730f10b83f1:0x6b2aa3495c3ceba5!8m2!3d42.1478063!4d-72.6062345!16s%2Fg%2F1tdd68w6!19sChIJ8YML8TDn5okRpes8XEmjKms","Blake A. Spirko, MD",,,Pediatrician,"55 Springfield St, Chicopee, MA 01013, United States","49XV+4G Chicopee, Massachusetts, USA",https://providers.baystatehealth.org/provider/Blake+A.+Spirko/207718,+1 413-794-3233,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMgajhjlUmXtgyjh93dt2Oib6-8anrEOrD-Oe-w=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:55.288Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
"https://www.google.com/maps/place/Ian+S.+Goodman,+MD/data=!4m7!3m6!1s0x89e6e79bf71a1fdd:0x23aef96dfd7094fa!8m2!3d42.1478063!4d-72.6062345!16s%2Fg%2F11fmyq7t3_!19sChIJ3R8a95vn5okR-pRw_W35riM","Ian S. Goodman, MD",,,Pediatrician,"55 Springfield St, Chicopee, MA 01013, United States","49XV+4G Chicopee, Massachusetts, USA",https://providers.baystatehealth.org/provider/Ian+S.+Goodman/207778,+1 413-794-3233,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPLxUps2LhxehuVG8JdNV3RNlOIh9i38Z8zAubY=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:59.511Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Gonzalez+Herra+Juan+M+MD/data=!4m7!3m6!1s0x89e6ddb9e56c519f:0x2c32b19e1d4ba0e0!8m2!3d42.1720511!4d-72.5851752!16s%2Fg%2F1tmxxm9d!19sChIJn1Fs5bnd5okR4KBLHZ6xMiw,Gonzalez Herra Juan M MD,,,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CC7+RW Chicopee, Massachusetts, USA",,+1 413-594-3111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8EcbgaUG93hjlbTN4ZtOtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.41139&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:01.787Z,,,,,,,
"https://www.google.com/maps/place/Joeli+Hettler,+MD/data=!4m7!3m6!1s0x89e6e73f90e26d83:0x39079eb45b98fb3c!8m2!3d42.1478063!4d-72.6062345!16s%2Fg%2F11tjwngm_y!19sChIJg23ikD_n5okRPPuYW7SeBzk","Joeli Hettler, MD",,,Pediatrician,"55 Springfield St, Chicopee, MA 01013, United States","49XV+4G Chicopee, Massachusetts, USA",https://providers.baystatehealth.org/provider/Joeli+Hettler/207720,+1 413-794-3233,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOBT2N8riOXVKexjhMa6hfb52LD93vx1MONNux3=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:06.025Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/Pediatric+Care+Associates/data=!4m7!3m6!1s0x89e6e722cb88fe21:0x4d5a518f91aca28b!8m2!3d42.1158277!4d-72.5932991!16s%2Fg%2F1thqbwy8!19sChIJIf6IyyLn5okRi6KskY9RWk0,Pediatric Care Associates,4.3,16,Pediatrician,"299 Carew St STE 210, Springfield, MA 01104, United States","4C84+8M Springfield, Massachusetts, USA",http://yourkidsdoctors.com/,+1 413-732-5580,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c6_yH4Zr8jlxEj4rGdmB8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.67709&pitch=0&thumbfov=100,true,10 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:10.547Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,Identifies as women-owned
https://www.google.com/maps/place/Childrens+Dentistry+of+Chicopee/data=!4m7!3m6!1s0x89e6ddb717dac2f7:0x2a90652587d27950!8m2!3d42.1735701!4d-72.5875816!16s%2Fg%2F1pwfbfrwm!19sChIJ98LaF7fd5okRUHnShyVlkCo,Childrens Dentistry of Chicopee,4.8,1111,Pediatric dentist,"21 Bay State Rd, Chicopee, MA 01020, United States","5CF6+CX Chicopee, Massachusetts, USA",http://www.thechildrensdentistry.com/,+1 413-625-3013,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOJmoCZaUHpRlLr4ApBNFYNDLRJvUBrPMZCSYsO=w426-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:14.909Z,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Fairview+Pediatrics+LLC:+Bell+James+MD/data=!4m7!3m6!1s0x89e6dc5a88c5b19f:0x9bf52b1d1ed615d7!8m2!3d42.1899141!4d-72.5777586!16s%2Fg%2F1tctyl33!19sChIJn7HFiFrc5okR1xXWHh0r9Zs,Fairview Pediatrics LLC: Bell James MD,3.7,3,Pediatrician,"1176 Memorial Dr #2, Chicopee, MA 01020, United States","5CQC+XV Chicopee, Massachusetts, USA",http://www.fairviewpeds.com/,+1 413-593-1333,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ElIII6NDPphKdg3XpQVnGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.93326&pitch=0&thumbfov=100,false,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:19.162Z,8 am–7 pm,8 am–6 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–6 pm,
https://www.google.com/maps/place/Springfield+Pediatrics+LLC/data=!4m7!3m6!1s0x89e6e722cb88fe21:0xd5484a32e6137aa3!8m2!3d42.1158756!4d-72.5932971!16s%2Fg%2F1tm69zkf!19sChIJIf6IyyLn5okRo3oT5jJKSNU,Springfield Pediatrics LLC,3.4,5,Medical clinic,"299 Carew St STE 126, Springfield, MA 01104, United States","4C84+9M Springfield, Massachusetts, USA",,+1 413-747-5437,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c6_yH4Zr8jlxEj4rGdmB8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.07777&pitch=0&thumbfov=100,true,,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:21.347Z,,,,,,,
"https://www.google.com/maps/place/Dr.+Chester+F.+Franczyk,+MD/data=!4m7!3m6!1s0x89e6ddb9e56c519f:0x3bab4509988c3026!8m2!3d42.1726926!4d-72.5881949!16s%2Fg%2F1tmy6203!19sChIJn1Fs5bnd5okRJjCMmAlFqzs","Dr. Chester F. Franczyk, MD",,,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CF6+3P Chicopee, Massachusetts, USA",,+1 413-594-3111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sDUuXYzbMnkK7x5Mc9xYQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.137848&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:23.703Z,,,,,,,
"https://www.google.com/maps/place/Dr.+Karen+Conway,+MD/data=!4m7!3m6!1s0x89e6ddb9e56c519f:0xc3f7be746af9216c!8m2!3d42.1722616!4d-72.5849132!16s%2Fg%2F1tfm2gx9!19sChIJn1Fs5bnd5okRbCH5anS-98M","Dr. Karen Conway, MD",,,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CC8+W2 Chicopee, Massachusetts, USA",,+1 413-594-3111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tcd1OyO56YCtwM0MDxFmpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.479&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:27:25.872Z,,,,,,,
