placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,isBlackOwned
https://www.google.com/maps/place/Premier+Outdoor+Tree+Services/data=!4m7!3m6!1s0x88dd8755f76b36ad:0x924258bc2f6b5d9c!8m2!3d28.6499305!4d-81.3299164!16s%2Fg%2F11rg7d9lnc!19sChIJrTZr91WH3YgRnF1rL7xYQpI,Premier Outdoor Tree Services,4.9,138,Tree service,"258 Wilshire Blvd, Casselberry, FL 32707, United States","JMXC+X2 Casselberry, Florida, USA",https://premieroutdoortreeservices.com/,+1 407-337-3014,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvszboohEBrFtxpcixZgb5YlEsjALMOzrnYLOVl9OiHUTzsjxJfGOsQtoAXpivWoLb8zmTXou3QKNtL0t2zdt1s9YyqSrHHqtP9bT-UxYgkrzB5-H0Ii4UcbOJWA_RNV6qUaaBY9uFke-a=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:12.498Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Affordable+Arbor+Care/data=!4m7!3m6!1s0x88e765769dd2e2c9:0x4bff3f21160c4ac4!8m2!3d28.5410376!4d-81.291275!16s%2Fg%2F1q66p52wj!19sChIJyeLSnXZl54gRxEoMFiE__0s,Affordable Arbor Care,4.8,54,Tree service,"239 Cosmos Dr, Orlando, FL 32807, United States","GPR5+CF Orlando, Florida, USA",http://www.affordabletreeinc.com/,+1 321-947-3199,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGk3aDAn6Vpe7HGMswRgYDqg_eRmMteA6NanThpgbg3Zu5_aJFjNFhtdu_7bgqCBP_PFIY7IlnDUcMeftNkGlKB0FrTlQosejw2FDi09oVRR1HEyDpV45daU5ypfUe1lM_BNus=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:17.440Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Cox+Arboriculture+Services/data=!4m7!3m6!1s0x88e77199244bb147:0x5b246297fe79233e!8m2!3d28.6130581!4d-81.26076!16s%2Fg%2F11hf3l21fs!19sChIJR7FLJJlx54gRPiN5_pdiJFs,Cox Arboriculture Services,5.0,154,Tree service,,,https://www.coxarboricultureservices.com/,+1 321-382-8678,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUdJ5Y7hT8vLjdvS3JiXIZHKdjaxAPx37_iG8tUEhJaK08e2BPeoSAWoScJERi-TzmS9VthPePoGobHdHnT6yZ9yDyGNiyJQ0jtThsHpc81BQgEI7QwLGsxn7iBA142sOvsFVuiw=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:22.190Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,10 am–2 pm,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Top+Notch+Arbor+Care/data=!4m7!3m6!1s0x42953349865a5fd9:0x336d7ada3c3c1251!8m2!3d28.4852653!4d-81.3119454!16s%2Fg%2F11tg56n406!19sChIJ2V9ahkkzlUIRURI8PNp6bTM,Top Notch Arbor Care,4.8,216,Tree service,"4815 Camberlane Dr, Orlando, FL 32812, United States","FMPQ+46 Orlando, Florida, USA",https://www.topnotcharbor.com/,+1 321-805-9668,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQ1wkAXuUr7hqxiIWMH1npE_kRFnZIKsdsZC6NxyzKOymEkLeUHhKGLQuCqf3aVL_YABjRppG0eSL8jCAkKdGatpNBJ3tNKY8L_Q1-OT77sW6Veh3Y1Pny8dFk4y8mhX51uziNsWVR9IM=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:28.059Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Ace+Landscape+Services+LLC/data=!4m7!3m6!1s0x88e76fbd0514f707:0x587203e42c5367ef!8m2!3d28.6209496!4d-81.3178289!16s%2Fg%2F11gsb5qvkd!19sChIJB_cUBb1v54gR72dTLOQDclg,Ace Landscape Services LLC,4.4,20,Lawn care service,"2152 Linden Rd, Winter Park, FL 32792, United States","JMCJ+9V Winter Park, Florida, USA",,+1 407-619-4675,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIGbOajWYUhepqZ6a_SuFY7OTw6Y33BEfBv997bSvZ0-Upo4k8R__O_xyVeHey13wWUeerDkvUircPFbfrqVIYXUJxSfZ9qzsHUp_7Fdo1kJDVPaVDSyI9r7mz_K2SLSPYJyfPaS6aGd9n=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:32.794Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Hills+Tree+Service/data=!4m7!3m6!1s0x88e76fd9a874acf7:0x3a4c04e045106764!8m2!3d28.6256724!4d-81.3314232!16s%2Fg%2F11xt9c49_z!19sChIJ96x0qNlv54gRZGcQReAETDo,Hills Tree Service,5.0,1,Tree service,"2778 Sanbina St, Winter Park, FL 32789, United States","JMG9+7C Winter Park, Florida, USA",,+1 407-879-8987,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OSYBBk1SAistSlIrT5875A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.65413&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:37.776Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/The+Grounds+Guys+of+Winter+Park,+FL/data=!4m7!3m6!1s0x230e40b56d2cc903:0x5059b3258d2f448e!8m2!3d28.559184!4d-81.3672265!16s%2Fg%2F11s3bwwy30!19sChIJA8ksbbVADiMRjkQvjSWzWVA","The Grounds Guys of Winter Park, FL",4.5,61,Landscaper,,,https://www.groundsguys.com/locations/florida/winter-park/?cid=LSTL_GUY000204&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 407-547-1721,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz73wuipJN34Jh5JsuUZ_uUDEWaydZ8xNVm1v3GLKterxbmcBdjmijLAdlm1_vC3diP-NHNgAxby2N0s5S4vlBh1dngi38Sz2rRDN4E1NLnppxoYgIYXdBnMJq9lVO0MQJcAOt=w408-h270-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:42.602Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as Latino-owned,,
https://www.google.com/maps/place/Arbor+Solutions+Services/data=!4m7!3m6!1s0x88e771003fc3667d:0x9413a8e9399fa9ab!8m2!3d28.628208!4d-81.4214006!16s%2Fg%2F11xvqnk8ht!19sChIJfWbDPwBx54gRq6mfOemoE5Q,Arbor Solutions Services,5.0,22,Tree service,"7811 Bayberry Ct, Orlando, FL 32810, United States","JHHH+7C Orlando, Florida, USA",https://arborsolutionsservices.jobbersites.com/,+1 321-202-7532,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUz1T0tuusoXWjpqaa1Y7ZWJeqOvsjaa57xvnrSlKqm4eHWoR8p9iDu_hBXidoahArNhZcNnB93qQMUFrEHo0AinO7E4w6w3lNzlUpf8sBDTp4xktng3pLc23ucirl6S8VBUuyeaVtHqyJ=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:47.522Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,,,
https://www.google.com/maps/place/Reliable+Lawn+Services/data=!4m7!3m6!1s0x4b1842259894dfd7:0x64b221c689bd9404!8m2!3d28.6143515!4d-81.3923737!16s%2Fg%2F11kpjs0l2k!19sChIJ19-UmCVCGEsRBJS9icYhsmQ,Reliable Lawn Services,5.0,158,Lawn care service,"303 Amador Cir, Orlando, FL 32810, United States","JJ75+P3 Orlando, Florida, USA",https://www.reliablelawnservicesfl.com/,+1 321-503-1166,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhCjydiESJlLohUXNoXarLKFn_W9JLTFzmfIoT3fEqu1738ffM0kKvYQ0zTW85lZvFdBVjhLuNRZOreUJzbGDk1fNrhOAm5IoYJ53hfQthC9us4bsDWexFAK40FsGO6THp8haJKHFXsW42=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:52.612Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Apenberry%27s+Gardens/data=!4m7!3m6!1s0x88e77a78de04aa27:0xf138099081bb3ec3!8m2!3d28.5835283!4d-81.3909412!16s%2Fg%2F1tgs1ryl!19sChIJJ6oE3nh654gRwz67gZAJOPE,Apenberry's Gardens,4.8,243,Garden center,"3443 Edgewater Dr, Orlando, FL 32804, United States","HJM5+CJ Orlando, Florida, USA",http://www.apenberrys.com/,+1 407-841-3088,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5dVWNwlwrM0aq4WXJ_sco5YvDFNd449BJUGn07XNAtYbDRLiEGK3FzCamSqWcVUpWUaxGpExd-j0K92UMhaGis-wpxe05l45rx_xTAcevwEBnuMY5o28hIz9zU39svQnIwhMjTo1Lt9oO=w408-h345-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:43:57.687Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,Identifies as women-owned,"Garden center & plant nursery selling tools, pots, outdoor accessories & planting materials. · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/Jake%E2%80%99s+Elite+Tree+Service/data=!4m7!3m6!1s0x88e76f46a0c374df:0x41ca26aa8cb4f891!8m2!3d28.591304!4d-81.294754!16s%2Fg%2F11nfpr9w_3!19sChIJ33TDoEZv54gRkfi0jKomykE,Jake’s Elite Tree Service,4.8,76,Tree service,,,http://jakeselitetreeservice.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 407-462-3346,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKBknkPFNakVcS2Z8sXHIX71l3-1Av3J8w69VJervdU8a_j0Im2FhBGW4SBUnUPaKb1OjG_zU744VWMWgTO42xQgQgRqkllpvNHycGoRfXs37WLgnW2I1M-4e5Bd6n9ovfvpPAWBhSkDQ=w408-h636-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:44:02.789Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/A-1+Arborists+Tree+Service/data=!4m7!3m6!1s0x88e77730c30f46cd:0x8a989a275055aea0!8m2!3d28.481232!4d-81.3427941!16s%2Fg%2F1tt0ryy2!19sChIJzUYPwzB354gRoK5VUCeamIo,A-1 Arborists Tree Service,4.6,19,Tree service,,,,+1 407-295-1705,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1WIf93xmmcypH-L2cjkB7m80BXJTdH_trbGd5hZrPGMfTc0zqC0uwh675VpnbcD4XKvN4cpU9XPGP3Ks4rkaIILQ9NTtiU7-jphvbpcNCfwmD89eXkYoDapudQIDVI8AidUoq=w408-h256-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:44:07.711Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Massey+Services+GreenUP+Lawn+Care+Service/data=!4m7!3m6!1s0x88e77a83450b9b19:0x6fd23056308910c5!8m2!3d28.592725!4d-81.372404!16s%2Fg%2F1tdkbx9g!19sChIJGZsLRYN654gRxRCJMFYw0m8,Massey Services GreenUP Lawn Care Service,4.2,86,Lawn care service,"1710 W Fairbanks Ave Ste 140, Winter Park, FL 32789, United States","HJVH+32 Winter Park, Florida, USA",https://www.masseyservices.com/service-location/orlando-landscape/?utm_source=googlemybusiness&utm_medium=search&utm_campaign=Orlando2&utm_content=masseylocalsearch,+1 407-896-8686,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG83qZTw0XYB0Y0O0zVw1wa5Qwf2nxTaixL68i2tk50rSqi5_quo3aVDC3UWq7QyfxtqXc2yP4eZIRvD8j3Al4jCnINmY3LD2oL9ocmMPrH1ssR2V98QeE9w1GQi6siHRtkswWj=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:44:12.511Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,8 am–2 pm,Closed,7 am–8 pm,7 am–8 pm,,,
https://www.google.com/maps/place/Hagen+lawn+care/data=!4m7!3m6!1s0x88e77082d1bebc47:0xd7b7fcb712739fa9!8m2!3d28.6130581!4d-81.26076!16s%2Fg%2F11b6x6qsg4!19sChIJR7y-0YJw54gRqZ9zErf8t9c,Hagen lawn care,4.5,16,Lawn care service,,,http://www.hagenlandcare.com/,+1 407-832-0881,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFR7tDQFnC-z1cK5JCwX3hpqz_ki0u1eMpVkzt9OdC53VInwtfUfHN3JunuSWCZWgOBu53_w6x63P-FkyyTEbXqdDctDVklOAxw6lDAsUaQpdZff64HJh0Wenjwnphy4xk2euI=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:44:17.365Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,,,
https://www.google.com/maps/place/Tree+Work+Now/data=!4m7!3m6!1s0x88e77af955555555:0x79c34b5151e23a22!8m2!3d28.611693!4d-81.310551!16s%2Fg%2F1thghvyq!19sChIJVVVVVfl654gRIjriUVFLw3k,Tree Work Now,4.9,702,Tree service,,,http://treeworknow.com/?utm_campaign=gmb,+1 407-416-2704,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoUD6sWCJFa98K9QWP4gj65Mdn6YBoA3MFHuGoAku1oYcUoq2sym-aAhvCXMY38_zB4g2trRXx41cG86Rz5uABVPu1wgKSvyQcsqveM9IQ9P-9AJ72-KgBxQqXg5cmkYEA73D-cA=w408-h269-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Winter+Park+Orlando+FL/@28.5949767,-81.3508787,14z",2026-04-29T06:44:22.180Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–7 pm,Closed,8 am–8 pm,8 am–8 pm,,,
