placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,attributes,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,error
https://www.google.com/maps/place/Charleston+Parking+Tickets/data=!4m7!3m6!1s0x88fe7a4a3f30ee89:0xd4fb26505f87f82a!8m2!3d32.7890375!4d-79.9599219!16s%2Fg%2F1tzgkhk5!19sChIJie4wP0p6_ogRKviHX1Am-9Q,Charleston Parking Tickets,1.3,45,City government office,"180 Lockwood Dr, Charleston, SC 29403, United States","Q2QR+J2 Charleston, South Carolina, USA",https://www.charleston-sc.gov/149/Parking-Tickets,+1 843-724-7375,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s5hXpfOI5TNZFJUjxdxOOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.36499&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:32:32.011Z,,,,,,,,,,
https://www.google.com/maps/place/ParkFollyBeach/data=!4m7!3m6!1s0x88fdd7ea75855d77:0x545fee472458c364!8m2!3d32.6559319!4d-79.9416164!16s%2Fg%2F11l2t_kn1q!19sChIJd12FderX_YgRZMNYJEfuX1Q,ParkFollyBeach,2.0,2,Parking lot,"21 Center St, Folly Beach, SC 29439, United States","M345+99 Folly Beach, South Carolina, USA",https://www.parkfollybeach.org/parking-locations,+1 843-580-0423,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8_Mp7AG_-p-MqXFEeJfHE794Ej_lrj7Zm1ujxyGPf15D0P3_NH7j6hd0uznstwMp4ELxYQ9rSFlwN0amGGdwcFYZu6S7dbI9q4B_r1NPiZaRFNh4B91w25_WeRMcx00DKGiC50A=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:32:45.584Z,,,,,,,,,,
https://www.google.com/maps/place/Parking+Charleston/data=!4m7!3m6!1s0x88fdd761b362d72f:0xa2c769ccae2e663d!8m2!3d32.6586885!4d-79.9390646!16s%2Fg%2F11q7zff1j7!19sChIJL9dis2HX_YgRPWYursxpx6I,Parking Charleston,,,Parking lot,"208 E Hudson Ave, Folly Beach, SC 29439, United States","M356+F9 Folly Beach, South Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M2Yrwx3ISoGeH_hajv_ENg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.955958&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:32:48.946Z,,,,,,,,,,
https://www.google.com/maps/place/Beach+parking/data=!4m7!3m6!1s0x88fdd7004155e4d5:0x83c0a4b6fedbc77!8m2!3d32.6469819!4d-79.957901!16s%2Fg%2F11xl2zrw8c!19sChIJ1eRVQQDX_YgRd7ztb0sKPAg,Beach parking,,,Park,"9th St W, Folly Beach, SC 29439, United States","J2WR+QR Folly Beach, South Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oQpsaYUez_89UlZ8HIEnRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.07716&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:32:52.046Z,,,,,,,,,,
https://www.google.com/maps/place/Charleston+County+Parking-Main+office/data=!4m7!3m6!1s0x88fe7b24ea92a0eb:0x52b309623002d0e4!8m2!3d32.779998!4d-79.9296265!16s%2Fg%2F11ls_5j2jy!19sChIJ66CS6iR7_ogR5NACMGIJs1I,Charleston County Parking-Main office,5.0,2,Parking garage,"161 Church St, Charleston, SC 29401, United States","Q3HC+X4 Charleston, South Carolina, USA",https://www.charleston-sc.gov/374/Parking-Operations-Division,,Closes soon ⋅ 3 pm ⋅ Opens 9 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwb7M2mBGEnsg2j8Aa5LAipiwvV2I56yqqsJ5kM0gJUC6qHqJITHoji6e9ou3on90-cDIyfYYsW0BXD0InutmTRZcqNocEgOhlCtz4fJk3X3RbnLBynH47u1e5JqM3D6I_GqQJLgg=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:32:57.491Z,,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,,
https://www.google.com/maps/place/Folly+Beach+City+Hall/data=!4m7!3m6!1s0x88fdd7ea745eeba1:0x9210106c0af6269e!8m2!3d32.6560278!4d-79.9412388!16s%2Fg%2F1w3w3w_z!19sChIJoetedOrX_YgRnib2CmwQEJI,Folly Beach City Hall,1.7,32,Government office,"21 Center St, Folly Beach, SC 29439, United States","M345+CG Folly Beach, South Carolina, USA",https://www.cityoffollybeach.com/,+1 843-588-2447,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmtodT2IxfKR6FAAgLD2bs568ozXTgY2TM1Aiud_IKqnX8vvyQHjaRsbyRxpw59oCbqUanUZaUcajdpywbQz6neId0viI47Tr7fnO7ht2rhJ95tDdAK4-uX17KXsDj_zfFsFIZKORhh70m=w408-h543-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:02.459Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Uncle+Charlie%27s+Charters/data=!4m7!3m6!1s0x88fdd71bf33cae15:0x7c8a81451bfceae7!8m2!3d32.65952!4d-79.943592!16s%2Fg%2F11trgtx6qt!19sChIJFa488xvX_YgR5-r8G0WBinw,Uncle Charlie's Charters,4.8,16,Boat tour agency,"97 Center St, Folly Beach, SC 29439, United States","M354+RH Folly Beach, South Carolina, USA",http://www.unclecharliescharters.com/,+1 843-902-5051,Closed ⋅ Opens 11 am Thu,https://lh3.googleusercontent.com/p/AF1QipPN3u82WcE4xZIJlYJsIXP9n_HDNRdt7bF81JPO=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:07.680Z,,Closed,Closed,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,Closed,LGBTQ+ friendly,
https://www.google.com/maps/place/Aquatic+Charters+of+Charleston/data=!4m7!3m6!1s0x88fdd7cadbabd643:0xa7577d1c9037ade!8m2!3d32.65952!4d-79.9435921!16s%2Fg%2F11hy9nb85_!19sChIJQ9ar28rX_YgR3noDydF3dQo,Aquatic Charters of Charleston,5.0,1,Boat tour agency,"Folly River Boat Ramp, 97 Center St, Folly Beach, SC 29439, United States","M354+RH Folly Beach, South Carolina, USA",,+1 843-452-9123,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDkgpQBZNEFI2gSrIjuxt4z4-f8LG9iUP05HEZyHani-Ri-t15YkzO3qkl3oT4YrG_BNnKjrrRwqMxR3uFj_phib7FZkVWz-aFMVmQc0lUIQSoFJxpHdIJBvhyU5jZ0gFJ9Q=w408-h305-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:13.057Z,,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,
https://www.google.com/maps/place/Charleston+Outdoor+Adventures/data=!4m7!3m6!1s0x88fdd62ab015d96f:0xa61c98056db459d1!8m2!3d32.6753859!4d-79.964751!16s%2Fg%2F1tknl966!19sChIJb9kVsCrW_YgR0Vm0bQWYHKY,Charleston Outdoor Adventures,5.0,10479,Boat tour agency,"1871 Bowens Island Rd, Charleston, SC 29412, United States","M2GP+53 Charleston, South Carolina, USA",https://www.charlestonoutdooradventures.com/,+1 843-795-0330,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNUwLbNkJqIGm4pvUvX4DzKim4XQ1bi0KLbzZqQ=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:18.895Z,,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,LGBTQ+ friendly,
https://www.google.com/maps/place/Island+Hopper+Charters/data=!4m7!3m6!1s0x88fdd78feeff0999:0x54be4d10adef14d4!8m2!3d32.6619327!4d-79.9481836!16s%2Fg%2F11sk33c99k!19sChIJmQn_7o_X_YgR1BTvrRBNvlQ,Island Hopper Charters,5.0,23,Boat tour agency,"3 W Mariners Cay Dr, Folly Beach, SC 29439, United States","M362+QP Folly Beach, South Carolina, USA",https://islandhoppercharters.com/,+1 843-906-4656,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJuNcYyYUsAKll3Kz9QPJvSNXwjJLu0NQkFl9O9hWT276JdlCxdRNinPST3TEoBLW2QoMk3hpe_nKlMXqJ8upx9l_zk1VTqp0wQAvcib6ffmWZzfZSThuYIZ-R4r6WgNlgRHmH=w408-h271-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:23.885Z,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,,
https://www.google.com/maps/place/Flipper+Finders+Boat+Tours+-+Folly+Beach/data=!4m7!3m6!1s0x88fdd7c21573ef07:0x767f40005ef82f9b!8m2!3d32.6589357!4d-79.9428909!16s%2Fg%2F1tn022c6!19sChIJB-9zFcLX_YgRmy_4XgBAf3Y,Flipper Finders Boat Tours - Folly Beach,4.9,983,Boat tour agency,"83 Center St, Folly Beach, SC 29439, United States","M354+HR Folly Beach, South Carolina, USA",http://www.flipperfinders.com/,+1 843-588-0019,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPpxZeKaYkzP2x1sKF4NAHl7Zl5xQJt9e7iaJHi=w425-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:29.656Z,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,LGBTQ+ friendly,
https://www.google.com/maps/place/Lighthouse+Creek+Charters/data=!4m7!3m6!1s0x88fe7936c1248923:0x6ed5fe525ca56e74!8m2!3d32.65952!4d-79.943592!16s%2Fg%2F11rsqwfmtw!19sChIJI4kkwTZ5_ogRdG6lXFL-1W4,Lighthouse Creek Charters,5.0,104,Boat tour agency,"97 Center St, Folly Beach, SC 29439, United States","M354+RH Folly Beach, South Carolina, USA",http://lighthousecreekcharters.com/,+1 843-371-0714,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxe2eKxcIl5Wn8JJCZaZ3m4FAeXX9FaKDBYWW2nQ_TWwusthHDglG9A58pEgYuEAlI5_8wfipBBTvnza6rg34Mrc9joBTl-2wEN-vgoigh6o7NW2j0do65OFYQ4kz7Q3hvjlMWG=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:34.544Z,,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,LGBTQ+ friendly,
https://www.google.com/maps/place/Sea+Breeze+Charters/data=!4m7!3m6!1s0x88fdd7b6aaa6e2e1:0xf2dbdd189f12d2c0!8m2!3d32.6481069!4d-79.9616216!16s%2Fg%2F1pty1c9gg!19sChIJ4eKmqrbX_YgRwNISnxjd2_I,Sea Breeze Charters,4.6,12,Fishing charter,"66 W 9th St Ext, Folly Beach, SC 29439, United States","J2XQ+69 Folly Beach, South Carolina, USA",http://www.seabreezefishingcharter.com/,+1 843-270-1795,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOmDc8AW76hOa4GqvGmcAjcjrB7ar7xEObFXnFU=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:40.575Z,,3 am–9 pm,3 am–9 pm,3 am–9 pm,3 am–9 pm,3 am–11 pm,3 am–5 pm,3 am–9 pm,,
https://www.google.com/maps/place/Huckfin+charters/data=!4m7!3m6!1s0x88fdd70731299d03:0x6cd87cb7acde1fae!8m2!3d32.6478473!4d-79.9613299!16s%2Fg%2F11j2nstwp_!19sChIJA50pMQfX_YgRrh_erLd82Gw,Huckfin charters,5.0,1,Boat tour agency,"9th St W, Folly Beach, SC 29439, United States","J2XQ+4F Folly Beach, South Carolina, USA",http://www.huckfincharters.com/,+1 401-662-1648,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxe2A5M-jQuxzAkDECkfMzm2YP7Pu9jKOo4iHhvybf0ZlIQnaenEp4JSnWoIGkFkHGdyzxkuzW3swTbc0wzCEKqkvycfmTOsNVD3N4Vj0hTXy2A6-_3FOeFs7epcnoAwTb5NjS9EQ=w408-h510-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:46.274Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Morris+Island+Tours/data=!4m7!3m6!1s0x88fdd71c1e904f83:0xfe76367efff318ef!8m2!3d32.6479891!4d-79.9613595!16s%2Fg%2F11pyc1842z!19sChIJg0-QHhzX_YgR7xjz_342dv4,Morris Island Tours,5.0,7,Boat tour agency,"66 9th St W, Folly Beach, SC 29439, United States","J2XQ+5F Folly Beach, South Carolina, USA",http://www.morrisislandtours.com/,+1 843-270-1795,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNpod5KdJGLixf4jyezBut3ZNPGFi1H7XOjZTB3=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Folly+Beach+Charleston+SC/@32.6549463,-79.9405323,14z",2025-10-28T18:33:52.668Z,,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,
