placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Augusta/data=!4m7!3m6!1s0x88f9d5f6e3db5559:0x57b91e5ef9e65c84!8m2!3d33.534641!4d-82.1312199!16s%2Fg%2F11whf_psng!19sChIJWVXb4_bV-YgRhFzm-V4euVc,ProLift Garage Doors of Augusta,4.5,8,Garage door supplier,"4396 Lamkin Dr, Evans, GA 30809, United States","GVM9+VG Evans, Georgia, USA",https://www.proliftdoors.com/augusta/,+1 706-350-1827,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNZ3JwXP7vlWPSbVYsxoZVC9WAhC4Mnum89BOLG=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-07T23:27:25.447Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/AOD+Aiken+Overhead+Doors+Inc/data=!4m7!3m6!1s0x88f8348f4cfb371f:0x3a93d5084366831!8m2!3d33.572893!4d-81.941666!16s%2Fg%2F1tfv5zvc!19sChIJHzf7TI80-IgRMWg2hFA9qQM,AOD Aiken Overhead Doors Inc,3.7,63,Garage door supplier,"114 Walnut Ln, North Augusta, SC 29860, United States","H3F5+58 North Augusta, South Carolina, USA",http://www.aikenoverheaddoor.com/,+1 803-279-3859,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO4LnCx_HETHSdehFFGuzIqklUwuNwVBuhsyzBE=w408-h270-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-07T23:27:30.376Z,,,
https://www.google.com/maps/place/Garage+Door+Genius/data=!4m7!3m6!1s0x647e2e994f67f3a3:0x6811bf93f51573e0!8m2!3d33.6303425!4d-81.8324044!16s%2Fg%2F11l2_s699v!19sChIJo_NnT5kufmQR4HMV9ZO_EWg,Garage Door Genius,4.9,156,Garage door supplier,,,https://garagedoorgenius.net/,+1 803-761-2047,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPU9gJU5A8NWuOI0EmDewoJLkxrUtIxRau9js0a=w408-h306-k-no,true,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-07T23:27:35.392Z,,,
https://www.google.com/maps/place/Evans+Garage+Doors/data=!4m7!3m6!1s0x88f9dd04a4c278f7:0x8f143dbe316ef1c8!8m2!3d33.4128444!4d-82.2252683!16s%2Fg%2F11h427f1cf!19sChIJ93jCpATd-YgRyPFuMb49FI8,Evans Garage Doors,5.0,47,Garage door supplier,,,,+1 706-855-0077,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipPUcOU9BuGsrMe0mziEyoaahoNjDE3WugyO1CnH=w408-h306-k-no,true,8 am–6 pm,9 am–2 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-07T23:27:40.653Z,,,
https://www.google.com/maps/place/Voyles+Overhead+Door/data=!4m7!3m6!1s0x88f9d1c45c6704bd:0xd56a9b55f5404d41!8m2!3d33.4230835!4d-82.0543629!16s%2Fg%2F11g8s6cdsx!19sChIJvQRnXMTR-YgRQU1A9VWbatU,Voyles Overhead Door,4.3,15,Garage door supplier,"3114 Augusta Tech Dr #401, Augusta, GA 30906, United States","CWFW+67 Augusta, Georgia, USA",,+1 706-426-7390,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNs042gjv2tqOSgeJO-YP1vdx5VdzTbZQqQDhRH=w408-h725-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Augusta+GA/@33.4646174,-81.9541975,14z",2025-11-07T23:27:46.623Z,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x88f333623ad1da31:0xedf39757d0e70d58!8m2!3d32.5201076!4d-84.9167903!16s%2Fg%2F11pcwz6f_y!19sChIJMdrROmIz84gRWA3n0FeX8-0,Precision Garage Door Service,4.9,588,Garage door supplier,"4454 Warm Springs Rd Unit C4, Columbus, GA 31909, United States","G3CM+27 Columbus, Georgia, USA",https://precisiondoorchattahoochee.com/?utm_source=gmb&utm_medium=location_columbus&utm_campaign=website,+1 706-503-5566,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMmXQsOxvNlI8KwoT7Mj2c5dgPBpJ0yErhtVCbf=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:01.836Z,,,
"https://www.google.com/maps/place/Overhead+Door+Company+of+Columbus,+GA/data=!4m7!3m6!1s0x888ccd0789130f8f:0x312eb20202dde69f!8m2!3d32.4699122!4d-84.9857831!16s%2Fg%2F1tjds2y5!19sChIJjw8TiQfNjIgRn-bdAgKyLjE","Overhead Door Company of Columbus, GA",4.8,280,Garage door supplier,"1230 5th Ave, Columbus, GA 31901, United States","F297+XM Columbus, Georgia, USA",http://odccolumbus.com/,+1 706-358-4500,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCjb5EX5ztPmVbZrTpfxwu0ZUbMnx2frdQ4OVf9qdK9yOJmLCrenu-L-Y_oVXzh9MB_ndEEbel_5Rj86MFC9hlG3vCx8loBanmsFCUHvUGOwoc2NZzmdF7Yzj3rv-mcYXuwQX9xQ=w408-h270-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:06.765Z,,,
https://www.google.com/maps/place/Chattahoochee+Garage+Door/data=!4m7!3m6!1s0x888ccc90de5ac6c9:0x9c7d829482ffb789!8m2!3d32.5215351!4d-84.9042555!16s%2Fg%2F1q5bvd8ft!19sChIJycZa3pDMjIgRibf_gpSCfZw,Chattahoochee Garage Door,4.9,486,Garage door supplier,"5224 Miller Rd Unit 8A, Columbus, GA 31909, United States","G3CW+J7 Columbus, Georgia, USA",https://chattahoocheedoor.amarr.com/us/en/,+1 706-940-0811,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPYqwHrH2ULq-s_b1LDutQJhG48IANfj4quzP7n=w408-h271-k-no,true,7 am–2 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:11.768Z,,,
https://www.google.com/maps/place/OGD+Overhead+Garage+Door/data=!4m7!3m6!1s0x88f33399af7cea8b:0x981b145ead76d5d2!8m2!3d32.4914445!4d-84.9295786!16s%2Fg%2F11y2h7zyr5!19sChIJi-p8r5kz84gR0tV2rV4UG5g,OGD Overhead Garage Door,4.7,140,Garage door supplier,"2920 Edgewood Rd Suite 22, Columbus, GA 31907, United States","F3RC+H5 Columbus, Georgia, USA",https://ogd.com/ga/columbus/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-csg-01&ogd_src=ogd-csg-01-google_business_profile,+1 706-642-3100,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNDlEFqxtIEjuqIE7zsQyCfxlAAM_9rPSfo_OxS=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:16.564Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Automated+Door+Ways+Inc/data=!4m7!3m6!1s0x888ccc5b912a6d4d:0xaec7ea3eb99f9f0!8m2!3d32.4990561!4d-84.9883198!16s%2Fg%2F1hc28jpm4!19sChIJTW0qkVvMjIgR8PmZ66N-7Ao,Automated Door Ways Inc,4.6,14,Door supplier,"307 38th St, Columbus, GA 31904, United States","F2X6+JM Columbus, Georgia, USA",https://automateddoorways.com/,+1 706-653-4302,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DpY6gg4QWechI3mGQ7Jg3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.65585&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:21.485Z,,,
https://www.google.com/maps/place/River+City+Door+Company/data=!4m7!3m6!1s0x88f334f586ec2a83:0x22309cc7e435446f!8m2!3d32.5471049!4d-84.8690746!16s%2Fg%2F1s04ggn23!19sChIJgyrshvU084gRb0Q15MecMCI,River City Door Company,5.0,1345,Garage door supplier,"6938 Jamesson Wy, Midland, GA 31820, United States","G4WJ+R9 Midland, Columbus, GA, USA",https://www.rivercitydoors.com/,+1 706-565-5305,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOpLOy4sV3QuFgu8Mz4J41pyrwtaKdE8XYBdmZH=w429-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:26.546Z,,,
https://www.google.com/maps/place/Amarr+Garage+Doors/data=!4m7!3m6!1s0x88f3337ef6515a9d:0x1481f62351e077af!8m2!3d32.5217293!4d-84.9019389!16s%2Fg%2F1pt_9lddw!19sChIJnVpR9n4z84gRr3fgUSP2gRQ,Amarr Garage Doors,4.4,9,Garage door supplier,"5224 Miller Rd #3d, Columbus, GA 31909, United States","G3CX+M6 Columbus, Georgia, USA",http://www.amarr.com/,+1 706-565-0697,Closed ⋅ Opens 7:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwb88ob5S7Frj3qDRvb0R9xUvyr-tzilnKjzoIIIVlcpLCjumZjYYPnQHPZhQAZXCrEi3xurA723qq2zgvus1cNPo54axNTycqSB4jlwxBYw2sqiZldk4WIYq8cQbAKBkbb0ALTDr9nNwU0=w408-h612-k-no,false,"12 am–5 pm, 7:30 pm–12 am",12 am–5 pm,Closed,7:30 pm–12 am,"12 am–5 pm, 7:30 pm–12 am","12 am–5 pm, 7:30 pm–12 am","12 am–5 pm, 7:30 pm–12 am","https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:31.421Z,,,
https://www.google.com/maps/place/ELP+Garage+Doors/data=!4m7!3m6!1s0x4d7bfb831d014ff5:0x883497e01d0be0d0!8m2!3d32.444867!4d-85.3588966!16s%2Fg%2F11vbz279q5!19sChIJ9U8BHYP7e00R0OALHeCXNIg,ELP Garage Doors,5.0,66,Garage door supplier,,,https://www.elpgaragedoors.com/,+1 334-614-1144,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOijjr4VNvMcAU6BhbomIM-jhKU4c0mUuqISM4e=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:36.167Z,,,
https://www.google.com/maps/place/H2H+Installed+Solutions/data=!4m7!3m6!1s0x88f332aabb853081:0xa83ceafdde66d691!8m2!3d32.4367445!4d-84.9392327!16s%2Fg%2F1tdw8x9w!19sChIJgTCFu6oy84gRkdZm3v3qPKg,H2H Installed Solutions,5.0,1,Garage door supplier,"3812 Cusseta Rd, Columbus, GA 31903, United States","C3P6+M8 Columbus, Georgia, USA",http://h2hinstall.com/,+1 706-682-5545,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J_t8lfxKR-IXysDVbnuAfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.21892&pitch=0&thumbfov=100,false,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:40.948Z,,,
https://www.google.com/maps/place/Overhead+Door/data=!4m7!3m6!1s0x888ccc5b91822219:0xd06eff2d9fc522db!8m2!3d32.4991024!4d-84.9885952!16s%2Fg%2F11jk3rn1m_!19sChIJGSKCkVvMjIgR2yLFny3_btA,Overhead Door,,,Door supplier,"267 38th St, Columbus, GA 31904, United States","F2X6+JH Columbus, Georgia, USA",https://www.overheaddoor.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UvPq1WPpYaegwpc_aBdcgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.021423&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:43.618Z,,,
https://www.google.com/maps/place/Door+Specialties/data=!4m7!3m6!1s0x88f334710ea45d13:0x1d54e6a9bbe1cd60!8m2!3d32.5320447!4d-84.8844984!16s%2Fg%2F1wk6_lwn!19sChIJE12kDnE084gRYM3hu6nmVB0,Door Specialties,5.0,5,Door supplier,"6118 Coca Cola Blvd, Columbus, GA 31909, United States","G4J8+R6 Columbus, Georgia, USA",https://www.doorspecialtiesinc.com/,+1 706-562-9500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FlGusQ9UxRhb15oYj6662w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.9406&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:46.505Z,,,
https://www.google.com/maps/place/Max+Steel+Buildings/data=!4m7!3m6!1s0x888ccd3733bc0c23:0x3a39acff51f2f57a!8m2!3d32.455254!4d-84.9794124!16s%2Fg%2F11px962tgx!19sChIJIwy8MzfNjIgRevXyUf-sOTo,Max Steel Buildings,4.8,12,Metal construction company,"440 10th Ave, Columbus, GA 31901, United States","F24C+46 Columbus, Georgia, USA",http://maxsteelbuildings.com/,+1 615-956-7272,Closed ⋅ Opens 5 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RL1iMjNSKj6M6XNo-mv-6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.450745&pitch=0&thumbfov=100,false,5 am–1:30 pm,Closed,Closed,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:51.362Z,,,
https://www.google.com/maps/place/Columbus+Glass+Masters+LLC/data=!4m7!3m6!1s0x88f335af9085a6b9:0x60b32d8bab1c2741!8m2!3d32.5271876!4d-84.9637596!16s%2Fg%2F11jgc9607p!19sChIJuaaFkK8184gRQSccq4sts2A,Columbus Glass Masters LLC,4.8,133,Glass & mirror shop,"1900 Northside Industrial Blvd Unit B, Columbus, GA 31904, United States","G2GP+VF Columbus, Georgia, USA",http://columbusglassmastersllc.com/,+1 706-249-6141,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNkQZZFm4KgmT0P-8VlqPXC9aBVFUNVrSpCoC3E=w408-h306-k-no,true,8 am–3 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:28:56.411Z,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x888ced6cc1d5706f:0x7e5bc544ba40b588!8m2!3d32.6225817!4d-85.4089541!16s%2Fg%2F11vpjbnyct!19sChIJb3DVwWztjIgRiLVAukTFW34,Precision Garage Door Service,4.9,314,Garage door supplier,"2200 Frederick Rd Suite 100, Opelika, AL 36831, United States","JHFR+2C Opelika, Alabama, USA",https://precisiondoormontgomery.com/opelika-showroom/,+1 334-758-9620,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMbrnfqUmLJ-MjbKAWh8efr_OnVRPN46b2IqNf9=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:29:01.188Z,,,
https://www.google.com/maps/place/Wynnton+Hardware/data=!4m7!3m6!1s0x888ccd232da341a7:0xe7f82a5336a9328a!8m2!3d32.4706483!4d-84.9573639!16s%2Fg%2F1tsyqk8f!19sChIJp0GjLSPNjIgRijKpNlMq-Oc,Wynnton Hardware,4.5,314,Hardware store,"2328 Wynnton Rd, Columbus, GA 31906, United States","F2CV+73 Columbus, Georgia, USA",https://www.wynntonhardware.com/,+1 706-323-3000,Closes soon ⋅ 7 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKxkw-LRVE42OE3AdFWqnH1m8evLkLjZNJwxNCm44xAS0mFHEUOcidJAmasKJZGCCveZbBy2GYlSL70XvWz1aZov_yEebHugw8UYFKE6eXpY7-2Xnd8hEqHfzWDbkcKZMYcoZsB12AmJc=w408-h306-k-no,true,8 am–7 pm,8 am–5:30 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Columbus+GA/@32.4672737,-84.9920268,14z",2025-11-07T23:29:06.199Z,,,
