placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,error,attributes
https://www.google.com/maps/place/Hospice+Austin%E2%80%99s+Christopher+House/data=!4m7!3m6!1s0x8644b5e8ea040cfd:0xf8fc67055b4303a8!8m2!3d30.2819322!4d-97.7107358!16s%2Fg%2F1tg6w28v!19sChIJ_QwE6ui1RIYRqANDWwVn_Pg,Hospice Austin’s Christopher House,4.3,65,Hospice,"2820 E Martin Luther King Jr Blvd, Austin, TX 78702, United States","77JQ+QP Austin, Texas, USA",http://www.hospiceaustin.org/,+1 512-322-0747,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOTLvOlXy6KdRW1yjsnsmrwY9El7FJMCf6YN7I=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:26:36.251Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Three+Oaks+Hospice+%7C+Austin/data=!4m7!3m6!1s0x8644cbeef9e8c497:0x5b9658937361f4f2!8m2!3d30.3602128!4d-97.7423068!16s%2Fg%2F11k1czbvd0!19sChIJl8To-e7LRIYR8vRhc5NYlls,Three Oaks Hospice | Austin,4.7,40,Hospice,"7800 Shoal Creek Blvd Suite 145S, Austin, TX 78757, United States","9765+33 Austin, Texas, USA",https://www.threeoakshospice.com/locations/austin/?utm_source=gbp&utm_medium=austin,+1 512-865-6402,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM6Pn1mGZJU1wQRTI9rZ0afeM49oXD2SU0d6LpZ=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:26:41.466Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x8644b4c77c62c8e9:0xbc57af7d77c5842c!8m2!3d30.2286439!4d-97.7708382!16s%2Fg%2F11bv3trdhm!19sChIJ6chifMe0RIYRLITFd32vV7w,Compassus,4.8,22,Hospice,"3809 S 2nd St Suite B-400, Austin, TX 78704, United States","66HH+FM Austin, Texas, USA",https://www.compassus.com/locations/texas/austin/?utm_source=google?utm_medium=gbp,+1 512-661-7872,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnM7qru3rC4yofQXykx1J5wdf3VXX79--R25f1RvysnxzvDLnS-Ed3E1HXgUIHwaoG4puk9ulHgefiBnk20_HN8KGeCh722vp_pLWJXLjzPPC6eL0UV14SsTm2eTJ4b25dlRQ3Bw=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:26:46.755Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Hospice+Austin/data=!4m7!3m6!1s0x8644cb6d10f9db69:0x4038cbfb5344e46e!8m2!3d30.368729!4d-97.7543745!16s%2Fg%2F1tkkv7z5!19sChIJadv5EG3LRIYRbuREU_vLOEA,Hospice Austin,4.4,69,Hospice,"4107 Spicewood Springs Rd, Austin, TX 78759, United States","969W+F7 Austin, Texas, USA",http://www.hospiceaustin.org/,+1 512-342-4700,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noytovig4xaA_HAk-1B3Yh_LaVwgBCpZlznuKqu_WvaGncaoI432syA_CEMXX8ahjweYE2PbuOXUxkM7zTI-sD9xVL4fBLoXQ9Pp10jTZpKFZ3wjv91E_QpdZqXeoQgAkE4Zvvy=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:26:52.155Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Heart+to+Heart+Hospice/data=!4m7!3m6!1s0x8644b4c834bd34bb:0xedbdce5e0d8ca442!8m2!3d30.2289878!4d-97.7767327!16s%2Fg%2F126158qzz!19sChIJuzS9NMi0RIYRQqSMDV7Ove0,Heart to Heart Hospice,4.6,9,Hospice,"4009 Banister Ln #100, Austin, TX 78704, United States","66HF+H8 Austin, Texas, USA",https://hearttohearthospice.com/location/austin/?y_source=1_Mjg0OTA2MzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#loc-detail?utm_source=google&utm_medium=organic&utm_campaign=yext,+1 512-707-2600,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9eu5blfCCDcJOf5iruWTZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.65195&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:26:57.361Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x865ca701a05d6c33:0xba5e7f8dd8628b5c!8m2!3d30.3824574!4d-97.7446821!16s%2Fg%2F1tp_6tkh!19sChIJM2xdoAGnXIYRXIti2I1_Xro,Amedisys Hospice Care,4.8,74,Hospice,"9130 Jollyville Rd Suite 170, Austin, TX 78759, United States","97J4+X4 Austin, Texas, USA",https://locations.amedisys.com/tx/austin/hospice-0784/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 512-393-6003,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNNUiLBHZxtAmcV-n7phjIGibNx1piM05ZDmBnw=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:02.588Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Suncrest+Hospice/data=!4m7!3m6!1s0x8644cb708ef79c55:0x796120c75d9701f3!8m2!3d30.391096!4d-97.7568502!16s%2Fg%2F11js2j1wh3!19sChIJVZz3jnDLRIYR8wGXXccgYXk,Suncrest Hospice,4.7,68,Hospice,"9020 N Capital of Texas Hwy Suite II-225, Austin, TX 78759, United States","96RV+C7 Austin, Texas, USA",https://www.suncrestcare.com/location/austin/,+1 512-543-1381,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOuTyr7-5KMmjxcv77zlfrw9wc1PsBlMujnHTed=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:08.221Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Silverado+Austin+Hospice/data=!4m7!3m6!1s0x8644ccee4db29c77:0x8a493586d366b2d6!8m2!3d30.2133532!4d-97.7518887!16s%2Fg%2F1pzrvjr3y!19sChIJd5yyTe7MRIYR1rJm04Y1SYo,Silverado Austin Hospice,3.7,16,Hospice,"1701 Directors Blvd Suite #410, Austin, TX 78744, United States","667X+86 Austin, Texas, USA",https://www.silveradohospice.com/location/silverado-austin-hospice/,+1 512-827-6895,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOGIOssCeWaKghLa0j9S0mjTGPjZmMJaMcYw6ZL=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:13.229Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Kindful+Health/data=!4m7!3m6!1s0x8644cd9540db6bdf:0x3679735a0c4b7e69!8m2!3d30.4249423!4d-97.7175583!16s%2Fg%2F11l2ytsxb5!19sChIJ32vbQJXNRIYRaX5LDFpzeTY,Kindful Health,4.8,20,Hospice,"4201 W Parmer Ln Suite B-280, Austin, TX 78727, United States","C7FJ+XX Austin, Texas, USA",https://www.kindfulhealth.com/,+1 866-730-4550,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP21p42Iff2sOONvezPawTGrhbVVx0QOQym6Kcq=w408-h385-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:18.556Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Generations+Health+Care,+Inc./data=!4m7!3m6!1s0x865c60c9c32db1ff:0x1ea2efd98ecb30d0!8m2!3d30.3445884!4d-97.7128608!16s%2Fg%2F11xgsgs_p!19sChIJ_7Etw8lgXIYR0DDLjtnvoh4","Generations Health Care, Inc.",4.3,28,Hospice,"7703 N Lamar Blvd Suite 160, Austin, TX 78752, United States","87VP+RV Austin, Texas, USA",https://www.generationscorpssa.com/,+1 737-240-3003,"Closed ⋅ Opens 8:30 am Thu

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPzpAspt8HyrrCsqwztBHQ0gnSZrf2navjOjnGK=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:23.699Z,,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x8644cb09d5ef01bd:0x9d069b35991e0fe0!8m2!3d30.202058!4d-97.7047589!16s%2Fg%2F1tfmcmkv!19sChIJvQHv1QnLRIYR4A8emTWbBp0,Enhabit Hospice,4.0,3,Hospice,"6800 Burleson Rd Building 310, Suite 265B, Austin, TX 78744, United States","672W+R3 Austin, Texas, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 512-284-9642,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOOLGBzOhU-X0oIWt_HJyZ7b3oruqve7CZl9HON=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:28.914Z,Identifies as women-owned,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/St.+David%27s+Hospice+%26+Family+Care/data=!4m7!3m6!1s0x8644cb0c3d18c3a5:0x93e463f989564cf5!8m2!3d30.3623415!4d-97.7486729!16s%2Fg%2F11c3svvj2x!19sChIJpcMYPQzLRIYR9UxWiflj5JM,St. David's Hospice & Family Care,4.5,4,Hospice,"3636 Executive Center Dr Bldg 8, Ste 210, Austin, TX 78731, United States","9762+WG Austin, Texas, USA",https://www.stdavids.com/specialties/hospice-family-care?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 512-795-0204,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MfuZUrCEvm18VBSCZY2IDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.197536&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:33.969Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
"https://www.google.com/maps/place/Embrace+Hospice+-+North+Austin,+TX/data=!4m7!3m6!1s0x8644cbf943d60d99:0x3f05c8ffc76295c2!8m2!3d30.3823044!4d-97.7432844!16s%2Fg%2F11t2cp6n5b!19sChIJmQ3WQ_nLRIYRwpVix__IBT8","Embrace Hospice - North Austin, TX",5.0,3,Hospice,"9111 Jollyville Rd #200, Austin, TX 78759, United States","97J4+WM Austin, Texas, USA",https://embracehospicellc.com/locations/austin-tx/,+1 512-772-4015,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP5S68gUifKRZQpMk0gRjwJH6O5TiKETF430vVl=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:39.244Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Rosy+Home+Health+Care/data=!4m7!3m6!1s0x8644b5e5043ac047:0x39adad7dec20b2f9!8m2!3d30.2872291!4d-97.7072684!16s%2Fg%2F1tf_nppq!19sChIJR8A6BOW1RIYR-bIg7H2trTk,Rosy Home Health Care,4.0,61,Home health care service,"3724 Airport Blvd, Austin, TX 78722, United States","77PV+V3 Austin, Texas, USA",http://www.rosyhc.com/,+1 512-251-7555,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNrYOPeOUiOTlmKAQLOmyH3P3XMO3Pcjxig7dZx=w408-h255-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:44.193Z,Identifies as women-owned,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,true,,
https://www.google.com/maps/place/CommUnityCare:+Austin+Resource+Center+for+the+Homeless+%28ARCH%29+Clinic+ONLY/data=!4m7!3m6!1s0x8644b5a68ff8c5b9:0x480799cac8083a9d!8m2!3d30.2677962!4d-97.7377104!16s%2Fg%2F1w2yzvj5!19sChIJucX4j6a1RIYRnToIyMqZB0g,CommUnityCare: Austin Resource Center for the Homeless (ARCH) Clinic ONLY,3.3,56,Medical clinic,"500 E 7th St, Austin, TX 78701, United States","7796+4W Austin, Texas, USA",https://communitycaretx.org/locations/austin-resource-center-for-the-homeless-clinic/,+1 512-978-9920,Closed ⋅ Opens 7:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJpwxK7HFw4TLI0TE0ZlMdfHT2GML1znDf0Ro9qUEv2SmfmRr9uRrIaEdSsN0BvsqpTJnku5GcZggdXfibtMT0XDMTD4QxZWi1IR88NPXeaM1C5zDTfz6YuIubQnxdk3Xmd5Z-=w408-h277-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:49.237Z,,"7:30–11:30 am, 12:30–4:30 pm","7:30–11:30 am, 12:30–4:30 pm","7:30–11:30 am, 12:30–4:30 pm",Closed,Closed,"7:30–11:30 am, 12:30–4:30 pm","7:30–11:30 am, 12:30–4:30 pm",,,
https://www.google.com/maps/place/Aspen+Hospice+and+Palliative+Care/data=!4m7!3m6!1s0x8644d1b2f0b9b1d3:0x768cd10e34853054!8m2!3d30.5234421!4d-97.6886185!16s%2Fg%2F11fmjrw78m!19sChIJ07G58LLRRIYRVDCFNA7RjHY,Aspen Hospice and Palliative Care,5.0,504,Hospice,"1717 N Interstate Hwy 35 STE 305, Round Rock, TX 78664, United States","G8F6+9H Round Rock, Texas, USA",http://www.aspenhealthcare.net/,+1 512-856-5668,,https://lh3.googleusercontent.com/p/AF1QipP-cw_7qeD_DvICiQxvSm2OR6zf5QMdeUDrS2dg=w408-h264-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:52.086Z,,,,,,,,,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x8644cae5d4893053:0xc3260eb2d6ba902a!8m2!3d30.3560315!4d-97.7479089!16s%2Fg%2F11b88tx2yx!19sChIJUzCJ1OXKRIYRKpC61rIOJsM,Gentiva Hospice,4.3,12,Hospice,"7320 N Mopac Expy #300, Austin, TX 78731, United States","9742+CR Austin, Texas, USA",https://www.gentivahs.com/,+1 512-651-9227,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOdbAxT69TAsRFMlqIsVvzZXvkWJqTJxOlgAvC9=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:27:56.987Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Tyler+J.+Badding,+MD/data=!4m7!3m6!1s0x8644cb10aa2cbd3d:0xf81d9cf59c8e92e9!8m2!3d30.3037624!4d-97.7065679!16s%2Fg%2F11whthz_yy!19sChIJPb0sqhDLRIYR6ZKOnPWcHfg","Tyler J. Badding, MD",5.0,4,Hospice,"4900 Mueller Blvd, Austin, TX 78723, United States","873V+G9 Austin, Texas, USA",https://healthcare.ascension.org/find-care/provider/1477182376/tyler-badding?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,+1 512-324-0197,,https://lh3.googleusercontent.com/p/AF1QipP8qexSij33vN2gL5MoPXhstJVc9SQYbK70iFZc=w408-h510-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:00.008Z,,,,,,,,,,,
https://www.google.com/maps/place/AccentCare+Hospice+%26+Palliative+Care-Greater+Austin/data=!4m7!3m6!1s0x8644cb903d7a3ded:0x4bc4c058c3b4e45!8m2!3d30.3599509!4d-97.7468175!16s%2Fg%2F11j38j3pf9!19sChIJ7T16PZDLRIYRRU47jAVMvAQ,AccentCare Hospice & Palliative Care-Greater Austin,1.6,7,Hospice,"3520 Executive Center Dr Suite 320, Austin, TX 78731, United States","9753+X7 Austin, Texas, USA",https://www.accentcare.com/texas-home-health-announcement,+1 512-372-4194,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Snb5LSMuKll7qBFXSYjMgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.09097&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:03.087Z,,,,,,,,,,,
