placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes
https://www.google.com/maps/place/A-1+Tree+and+Hauling+Services/data=!4m7!3m6!1s0x87220d736672df57:0x762754426132198c!8m2!3d35.0797813!4d-106.6426353!16s%2Fg%2F11pcvbsp9x!19sChIJV99yZnMNIocRjBkyYUJUJ3Y,A-1 Tree and Hauling Services,4.9,75,Tree service,"414 Edith Blvd SE, Albuquerque, NM 87102, United States","39H4+WW Albuquerque, New Mexico, USA",https://www.a1treehauling.com/,+1 505-267-1701,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGs0GqEeQrzmRMbqwhc8f0Xn80PgXXPW50eONiPLZ9LYwlTi2xgg-vI3l7znOsQHVDvc1f_S4NRHFhlO7G5WDIIEiWEkofNgaagzkeyj5h9yRal67X3_n7AGbvKX_JmCj0_TElI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:18.297Z,
https://www.google.com/maps/place/Kiki%27s+Tree+Services/data=!4m7!3m6!1s0x8722129ded1d5cfd:0xc62078fa3e53e583!8m2!3d35.0619972!4d-106.7243708!16s%2Fg%2F1tf48m4q!19sChIJ_Vwd7Z0SIocRg-VTPvp4IMY,Kiki's Tree Services,4.8,215,Tree service,"7924 Stephan Rd SW, Albuquerque, NM 87121, United States","376G+Q7 Albuquerque, New Mexico, USA",https://www.kikistreeservice.com/,+1 505-385-6926,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2b0x8zLs5rCukhiZqPEYXWt_13omc1Vh631yFJJU2fcgRteodhIreeER6pG2O1vls7ytHRUCHUCZjf4HWhkBZPwkXyj-eLH8dMJo4z8_l1evOPz8GeDtWwk1n1DjwBVH5cT5iocaR6Mo=w408-h544-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,8 am–4 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:23.328Z,
https://www.google.com/maps/place/JC+Tree+Care/data=!4m7!3m6!1s0x87220f300d419973:0x10852b1155bdb1de!8m2!3d35.0862035!4d-106.67889!16s%2Fg%2F11h_zb82n9!19sChIJc5lBDTAPIocR3rG9VRErhRA,JC Tree Care,4.9,130,Tree service,,,https://www.jctreecare.net/,+1 505-560-0141,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXw2-oUINAu6JaxfciIzvZ6obtJxvmC5bd8QBUzE7cKF5EQRKbTY_SU_jx0PWiasEeqJKHSfiaSQb_AS4a9glrXADuHOoAFHDHLYhwC3LIHTxKaj0tgtwpjU0CStH8bi4FpkXyOoUl9Bw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:28.028Z,
https://www.google.com/maps/place/Davids+Tree+Removal+and+yard+maintenance/data=!4m7!3m6!1s0x872273429928077d:0x80e9354beddad5a0!8m2!3d35.1158147!4d-106.6963989!16s%2Fg%2F11h294jxjv!19sChIJfQcomUJzIocRoNXa7Us16YA,Davids Tree Removal and yard maintenance,5.0,77,Landscaper,"2921 Vista Grande Dr NW, Albuquerque, NM 87120, United States","4883+8C Albuquerque, New Mexico, USA",,+1 505-395-8074,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIEYBn9UTAJ8HYCtqNJMOktZ2lU6BHi31PA6LmkpgVEeC7rdmEiqDTAPnSRcs-q6gPaLZN7MBxkelh80Un-NZmEpkeRI5X7fx8YnCirJ7rMWKO1TW5K8INIk_weyXhfYKpi_0jfw=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:32.768Z,
https://www.google.com/maps/place/Hector%27s+Tree+Care/data=!4m7!3m6!1s0x872212f148c2e99b:0x21c7e1cfb5a3a89f!8m2!3d35.0534375!4d-106.646147!16s%2Fg%2F1tfp2xsd!19sChIJm-nCSPESIocRn6ijtc_hxyE,Hector's Tree Care,4.9,32,Tree service,"418 Bethel Ave SE, Albuquerque, NM 87105, United States","3933+9G Albuquerque, New Mexico, USA",,+1 505-263-9282,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEO4dOPoAqLKZVOF2RGytGiOTQz9OBqqGWXYWXRokqjg-BJWOVZnOWeqxAkKELf73abPU3Jvk9XZx4DQe6Yzz4tmOkwS96v9n1odf7sLgel_3opuMq1rEIUNYDVZ5crzrNRatl=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:37.702Z,
https://www.google.com/maps/place/Allscape+Solutions+LLC/data=!4m7!3m6!1s0x87227507bcf20cf5:0x17f3f007aa199fe4!8m2!3d35.185007!4d-106.3904006!16s%2Fg%2F11fpgbgtmt!19sChIJ9QzyvAd1IocR5J8Zqgfw8xc,Allscape Solutions LLC,4.9,136,Tree service,,,https://www.allscapesolutionsllc.com/,+1 505-274-8198,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFk01e487lSEMEo-pMHWFENgvjJNhNshxijmmil118H-SsUF5PSlslZyxR1-9YySn-LOvCEtyKUvN5PEU5yCgAQH0fXSnJVNMrZIiZQpEKJbGib9LmW62kjnbw0SLqgmUJbEb-f=w408-h838-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:42.653Z,
https://www.google.com/maps/place/Roadrunner+yard+maintenance+and+Tree+service/data=!4m7!3m6!1s0x872273ac507ed06f:0x328252cbcbb7d7cb!8m2!3d35.1241563!4d-106.6325717!16s%2Fg%2F11trl14vkf!19sChIJb9B-UKxzIocRy9e3y8tSgjI,Roadrunner yard maintenance and Tree service,3.0,1,Tree service,"4208 Edith Blvd NE, Los Ranchos De Albuquerque, NM 87107, United States","49F8+MX Los Ranchos De Albuquerque, New Mexico, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_yBIAXEKBL_uQMF7ImCwtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.50773&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:45.470Z,
https://www.google.com/maps/place/Trees+R%27Us/data=!4m7!3m6!1s0xd8987f24420b7fb:0x247228d9e606af8b!8m2!3d35.0862035!4d-106.5079626!16s%2Fg%2F11nx0vf88h!19sChIJ-7cgRPKHiQ0Ri68G5tkociQ,Trees R'Us,5.0,18,Tree service,,,https://www.treesrusabq.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 505-220-1855,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUxR490VD_61JckWNRUfSmy5hj4JCauEmfPoXc9Wku9N17aMVCj282jDnK5WG9jXRWzI5cRH2n_GJeEi_A8bfVATcpLSVc-G9WSLtQiP8An1elZwTgmCeGAwYgEA7cgMH1eoHa=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:50.202Z,
https://www.google.com/maps/place/Leo%27s+Tree+Service/data=!4m7!3m6!1s0x87220b803035f5e1:0x2abf66e6cc3ba0ff!8m2!3d35.0602785!4d-106.6267604!16s%2Fg%2F11rghpv5g7!19sChIJ4fU1MIALIocR_6A7zOZmvyo,Leo's Tree Service,5.0,104,Tree service,"1907 Buena Vista Dr SE, Albuquerque, NM 87106, United States","396F+47 Albuquerque, New Mexico, USA",https://leos-tree-service.com/home,+1 505-930-3158,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGw8fDR2vNHQqJJ2ZSpAZAxBMEAf3VHhjWw-AOsNL7Eldfzf__TmnL3hDU6-4i10Xl_-QsdojjHozPUtkOTi2O0Qdx9Q5fXxOprhTb-qizlHjWwgzRNj6M31snNz9cZUqHYgExj=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:55.553Z,
https://www.google.com/maps/place/Sheila+Rason+Certified+Arboris/data=!4m7!3m6!1s0x87227372ec0f3191:0xf53aac5e555896d3!8m2!3d35.1340787!4d-106.6507975!16s%2Fg%2F1260cn3fp!19sChIJkTEP7HJzIocR05ZYVV6sOvU,Sheila Rason Certified Arboris,5.0,3,Tree service,"4909 San Luis Pl NW, Albuquerque, NM 87107, United States","48MX+JM Albuquerque, New Mexico, USA",,+1 505-363-8105,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CYOK7kP0Gf0wXLgfJObnWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.42682&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:33:58.381Z,
https://www.google.com/maps/place/All+Around+Forestry+LLC/data=!4m7!3m6!1s0x87227387dfe25f07:0x2f54fa4d16b72f91!8m2!3d35.1487316!4d-106.7065815!16s%2Fg%2F11qsmc6_qf!19sChIJB1_i34dzIocRkS-3Fk36VC8,All Around Forestry LLC,5.0,13,Tree service,"5512 Cochiti Ct NW, Albuquerque, NM 87120, United States","47XV+F9 Albuquerque, New Mexico, USA",,+1 505-221-9771,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG78diU4Xc7hqtsUd2asjZrxDGf0eJvHdTFwFTlu9P-ZNo3xFu7W_3daZYCmBiNHxPTNcmUlHuyijCZF5eH4-RSPNaoKq2W2t8eB4w8g_dZiZKmjeRL0WmKqL5fHrBMyyq4Oo9log=w507-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:34:03.275Z,
https://www.google.com/maps/place/CnR+tree+trimming+and+more/data=!4m7!3m6!1s0x87227324aa6b5b59:0x8245af350880c8d3!8m2!3d35.1560861!4d-106.6798676!16s%2Fg%2F11nychpdd6!19sChIJWVtrqiRzIocR08iACDWvRYI,CnR tree trimming and more,,,Tree service,"6300 Riverside Plaza Ln, Albuquerque, NM 87120, United States","584C+C3 Albuquerque, New Mexico, USA",,+1 505-207-1640,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qysULgxU14VMgs9tcVmxCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.56652&pitch=0&thumbfov=100,false,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:34:08.223Z,
https://www.google.com/maps/place/Blossom+Trees/data=!4m7!3m6!1s0x87220f238eee8907:0xf4c8d99a82f2632d!8m2!3d35.0036459!4d-106.7119234!16s%2Fg%2F11h4h2pd75!19sChIJB4nujiMPIocRLWPygprZyPQ,Blossom Trees,5.0,40,Tree service,"2545 Don Gregorio Rd SW, Albuquerque, NM 87105, United States","273Q+F6 Albuquerque, New Mexico, USA",http://www.blossomtrees.net/,+1 505-269-0738,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeELhWLclWwOhhhFJVAB23RdvkRIlibNasgJlDtleJabHnrwqsP7sGaJulnySnZngpHDFunh8G_Vom_CXI5v5yVJckbgTYDOFUR8lVLL8YKu7lYPV9nPM9_hRflPWcWBF6k8AB=w427-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–12 pm,Closed,7 am–5:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:34:13.217Z,
https://www.google.com/maps/place/Brothers+%26+Sons+Trees/data=!4m7!3m6!1s0x87226d509d2b4965:0x9ec2132f9576a4ba!8m2!3d34.847659!4d-106.50841!16s%2Fg%2F11c3117r7s!19sChIJZUkrnVBtIocRuqR2lS8Twp4,Brothers & Sons Trees,4.6,92,Tree service,,,https://www.abqtrees.com/,+1 505-720-3957,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEw8a4_bGh9yTixz8SXw0oqyr5j9I0D30qk59EwkZSss8LyFzeMQrCRoRZAebojdiw_ozf172wldZY3e254n1N3YOedoJX0ih_plgObs3C2rwVl5-dWZLMeqvXE9FGFbM-RlHyymQ=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:34:18.877Z,
"https://www.google.com/maps/place/Plant+World,+Inc./data=!4m7!3m6!1s0x872274118fb5dc45:0xaaa12f0042832684!8m2!3d35.1751966!4d-106.6152682!16s%2Fg%2F1xb2f0ms!19sChIJRdy1jxF0IocRhCaDQgAvoao","Plant World, Inc.",4.4,347,Wholesale plant nursery,"250 El Pueblo Rd NE, Albuquerque, NM 87113, United States","59GM+3V Albuquerque, New Mexico, USA",https://plantworldinc.com/,+1 505-898-9627,"Closed · Opens 7 am Wed

Confirmed by phone call 7 days ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFA8oqPotOJ12UUoNV-RjGbSxDDeyDUrSrxoPOlUva2XgHyOdscWJ81GrClq8jawpl6LsU78qUIjdLCj2ZJuIaccwj0b_gRHNQJdv_nZSDD-R924UukLTieCqQa8LJXZKXOxuz0=w688-h240-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,8 am–4 pm,10 am–4 pm,7 am–4:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:34:24.127Z,
