placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/J.+Ulliott+Tree+and+Landscape+Services/data=!4m7!3m6!1s0x487931dc9707d359:0xd66a996042b25fa!8m2!3d53.9666645!4d-1.0464181!16s%2Fg%2F1hhjpc_6f!19sChIJWdMHl9wxeUgR-iUrBJapZg0,J. Ulliott Tree and Landscape Services,5.0,3,Tree service,"59 Burnholme Ave, Tang Hall, York YO31 0NA, United Kingdom","XX83+MC York, UK",,+44 7792 679136,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0cKaNMWJYo9mEeHpnqQsIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.414116&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:11:48.630Z,,
https://www.google.com/maps/place/The+Jorvik+Gardener/data=!4m7!3m6!1s0x487931a313e36db9:0x2548d7f5f1a3fc66!8m2!3d53.9673089!4d-1.0768621!16s%2Fg%2F11cmt0yylr!19sChIJuW3jE6MxeUgRZvyj8fXXSCU,The Jorvik Gardener,4.2,24,Gardener,"14 Brownlow St, York YO31 8LW, United Kingdom","XW8F+W7 York, UK",http://www.jorvikgardener.co.uk/,+44 7835 124093,Closed · Opens 8 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aKCPzYAAVcHH42MAuNf6mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.85975&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:11:53.371Z,,
https://www.google.com/maps/place/Steel+and+Maw+Tree+Experts/data=!4m7!3m6!1s0x4879313b9dca1bb9:0xe6df2eeec476ef93!8m2!3d53.9626814!4d-1.1216534!16s%2Fg%2F11y3mgpxwv!19sChIJuRvKnTsxeUgRk-92xO4u3-Y,Steel and Maw Tree Experts,5.0,5,Tree service,"173 Carr Ln, Acomb, York YO26 5HQ, United Kingdom","XV7H+38 York, UK",http://steelmaw.com/,+44 7812 480098,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lcn36BgBtA0M31DZQmudDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.29768&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:11:56.262Z,,
https://www.google.com/maps/place/York+Gardening/data=!4m7!3m6!1s0x487931c60918be87:0x45682c516fdb977!8m2!3d53.9652611!4d-1.0605578!16s%2Fg%2F1q6j9gjb5!19sChIJh74YCcYxeUgRd7n9FsWCVgQ,York Gardening,5.0,15,Gardener,"Heworth, York YO31 7YQ, United Kingdom","XW8Q+4Q York, UK",http://www.yorkgardening.co.uk/,+44 1904 422711,Closed · Opens 9 am,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNugqE9blW4OSfDzfuz42A6UT1SKl_tpuiq_lRC7pWRikcnM4X9PmNZJFIUAzuvtNQmNekfPlZjAHG5wXv1d9s4KlxdaQMslTJbRrS_vYJSi1cx--Csu9xBZ_EfnoR3_ixo6gcCw=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:00.936Z,,
https://www.google.com/maps/place/Bear+Tree+Care/data=!4m7!3m6!1s0x4879317b60e67c47:0xb26b951e16525713!8m2!3d53.9423645!4d-1.1152809!16s%2Fg%2F11sw2hx71c!19sChIJR3zmYHsxeUgRE1dSFh6Va7I,Bear Tree Care,,,Arborist service,"18 North Ln, Dringhouses, York YO24 2NS, United Kingdom","WVRM+WV York, UK",,+44 1904 706797,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z8fCNLiiwbRsY_vV1mkV3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.38588&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:03.364Z,,
https://www.google.com/maps/place/HUW+Forestry+York+Tree+Care+and+Woodland+Management/data=!4m7!3m6!1s0x487931a7d3430d29:0xe45cc7cfa150f9bf!8m2!3d53.9605361!4d-1.0846764!16s%2Fg%2F11c1th_5zc!19sChIJKQ1D06cxeUgRv_lQoc_HXOQ,HUW Forestry York Tree Care and Woodland Management,,,Arborist service,"18 Blake St, York YO1 8QH, United Kingdom","XW68+64 York, UK",http://www.huwforestry.co.uk/,+44 1904 593504,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHf7_OI6o2ufmQb5zP3BLP-3VMbwW_qSiT8wwZTwjySsh51ye9aQugBWLWhHwYkA5pLbl1qF1pKy_dq-Blwldo83wH3fFwFIHWb-jNcRRU4Ct6nRxC4OJ_iGByQaypQ9ikwr3_dWA=w408-h510-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:08.006Z,,
https://www.google.com/maps/place/Tailored+Gardens+York/data=!4m7!3m6!1s0x487931d212041063:0xdeb4854e494c53f2!8m2!3d53.9707248!4d-1.0908329!16s%2Fg%2F11khcrrqqp!19sChIJYxAEEtIxeUgR8lNMSU6FtN4,Tailored Gardens York,4.8,16,Gardener,"7 St. Lukes Grove, Clifton, York YO30 6DD, United Kingdom","XWC5+7M York, UK",http://facebook.com/tailoredgardensyork,+44 7557 140228,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvENOJEwo4qJVpuX8LhAI5e8XpRxQtZ1o3o7h8LBz_cUbL8Wt4WgPO7elxiYA3u8nc5vu_RxTyU1XsVSCvh_LuHLGOi5JDgmQpiaR1Zc_QrioHZoZzeX5y990Wk1Je1_RB6n4=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:12.860Z,,
"https://www.google.com/maps/place/Toby+H+Johnson+Ltd+-+Bespoke+Landscaping,+Fencing+and+Tree+Surgery/data=!4m7!3m6!1s0x48792fe9b0139dcb:0x398611463e9dc829!8m2!3d53.9084135!4d-0.9770303!16s%2Fg%2F11mhc9r9q7!19sChIJy50TsOkveUgRKcidPkYRhjk","Toby H Johnson Ltd - Bespoke Landscaping, Fencing and Tree Surgery",5.0,159,Landscaper,"Broad Hwy, York YO19 6BE, United Kingdom","W25F+95 Wheldrake, York, UK",http://www.tobyhjohnsonltd.co.uk/,+44 1904 448248,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTEAwMSWsSgiDwXqIZ4TJ9QfamKrb7GeWZVg2jO5CAgI5CZ3eE2HfPXBfh6keIEBJxb0EW3iDRv1V1YDzqvh9s_yKz6kE6FiuFCika8QDNj_qSVNk8gatvM3UcZ63Q0I5rO-3F=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:17.615Z,,
https://www.google.com/maps/place/South+Bank+Garden+Services/data=!4m7!3m6!1s0x487930fec1c24fb7:0x60bda25a93c163a!8m2!3d53.9655519!4d-1.0848501!16s%2Fg%2F11j00s6zp2!19sChIJt0_Cwf4weUgROhY8qSXaCwY,South Bank Garden Services,4.9,24,Landscaper,"17 Claremont Terrace, York YO31 7EJ, United Kingdom","XW88+63 York, UK",http://southbankgardenservices.co.uk/,+44 7856 125971,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVTxgj58GkD1pxvzzR6-hQcQCnSCjAcShT54erYMl482uF8m-AaBGwJdz_Y3Qo3hNlNJKmQxguzVGNJxIlUZXuFdihJRU-WBsWIGSPx9NIacfeST0asr5oiLn2QnCx0mRjed_k=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:22.567Z,,
https://www.google.com/maps/place/Sanders+Landscape+Services/data=!4m7!3m6!1s0x487931395531d3fd:0x89aa62d5bfc6874b!8m2!3d53.9672299!4d-1.120795!16s%2Fg%2F1twyz1j1!19sChIJ_dMxVTkxeUgRS4fGv9Viqok,Sanders Landscape Services,5.0,37,Landscaper,"Unit 3, Pyramid Court, Rosetta Way, Acomb, York YO26 5NB, United Kingdom","XV8H+VM York, UK",https://sanderslandscapeservices.co.uk/,+44 1904 797373,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkgHx7JqBeiG0UoaO2k5Eqzch-nX8_76AYjC7YCCNpx3uKMPD5h-OVxDX3PED3x1sI9Jx9Xb70TIC8O9SOSIiqkleJ5gWnZpJRC5sAKeNSXMs3E4XX0CgC7HhP2DlsI9_GVRT7ylZPbdk7=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:25.480Z,,
https://www.google.com/maps/place/Enviroscope+Consulting+Ltd/data=!4m7!3m6!1s0x4879317d18a80c5b:0xa6b18cdb4c47026f!8m2!3d53.9474758!4d-1.0327278!16s%2Fg%2F1pxq3hvsw!19sChIJWwyoGH0xeUgRbwJHTNuMsaY,Enviroscope Consulting Ltd,5.0,1,Environmental consultant,"THE CATALYST, Baird Ln, York YO10 5GA, United Kingdom","WXW8+XW York, UK",http://www.enviroscope.co.uk/,+44 7773 011546,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ6qg6MzN-EBPOi8Rmp3-ZzNNXa29z2ZuT4SyaB_A0bYPsXLi7jmduuHq5eeKsyxRbJHnZ9kSpRU7C2Q3M30ohfpHTwK8oLE5thWQ2Uk9htHQUqj4HHomJIwKzQuf3XpyqL3dA9EMn7SHn=w408-h272-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:30.192Z,,
https://www.google.com/maps/place/York+Gardens+Ltd/data=!4m7!3m6!1s0x487931942e490e55:0xba8a897ee5b294b4!8m2!3d54.0062751!4d-1.0549851!16s%2Fg%2F1pzx1v78l!19sChIJVQ5JLpQxeUgRtJSy5X6Jiro,York Gardens Ltd,4.9,35,Landscaper,"120 Strensall Rd, York YO32 9SJ, United Kingdom","2W4W+G2 Earswick, York, UK",http://www.yorkgardens.co.uk/,+44 1904 862013,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhD_oFuMCQZXs6fESF6W9-Zvf3gPnwv4CSliainK7I2jJLDP1DBS43mpU2_2NXGMOHbcViqGHkEJ25l4tym3jLGytETRL-9woJuWxp3XdHkmiQi4gEVVD42GpdIPPnNoz_GPiC=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:35.019Z,,
https://www.google.com/maps/place/York+agri+%26+home+care/data=!4m7!3m6!1s0x4fef1c2ab59750a7:0x7fbabd706b52d4f1!8m2!3d53.950294!4d-1.124783!16s%2Fg%2F11y47hcm33!19sChIJp1CXtSoc708R8dRSa3C9un8,York agri & home care,4.8,31,Gardener,"Tudor Rd, Acomb, York YO24 3AY, United Kingdom","XV2G+43 York, UK",https://www.facebook.com/YorkAgriCare,+44 7594 139719,Open · Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSkEUyjOnMYDYpXmB9B-Co4iskFaf4iHEEzvXOCCk027yiLrcrKWFueRHzjEqDONmPrI6MRC3tbWnpgVRD48P2DjZ3qV4iFybaAYE5-2YcsQuR6Ul5hzLHZmxTKn_nY6jSNspr=w408-h544-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,10 am–2 pm,10 am–2 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:40.344Z,,
https://www.google.com/maps/place/AJT+Garden+Services+LTD/data=!4m7!3m6!1s0x48793135b7aa966d:0xa120e5fc445b4395!8m2!3d53.969895!4d-1.12851!16s%2Fg%2F11c605wrbx!19sChIJbZaqtzUxeUgRlUNbRPzlIKE,AJT Garden Services LTD,4.9,76,Gardener,"81 Langholme Dr, Acomb, York YO26 6AH, United Kingdom","XV9C+XH York, UK",http://www.ajtgardenservices.co.uk/,+44 7482 731022,Closed · Opens 8 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeR_OjIYGtMIjs8dJVMq0HEnnq0Qsn1pw6jj6d9f6wcmftF0Cm16rSbiZy8bsQJqng1CRsxJ381tUkZEOCu3l0sM5ZJgNHQkK9AdAclsoP-e2-Mu2H-ziuuWP4Qz4ZOdjdOIjYWA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:45.792Z,,
https://www.google.com/maps/place/Yorkshire+Tree+Surgeons+Ltd/data=!4m7!3m6!1s0x487933bd68760563:0xe6ed3928d962a976!8m2!3d54.0419035!4d-1.0881492!16s%2Fg%2F1hc1hhvfw!19sChIJYwV2aL0zeUgRdqli2Sg57eY,Yorkshire Tree Surgeons Ltd,5.0,18,Arborist service,"Unit 1, Low Grange Farm, Moor Lane, Haxby, York YO32 2QW, United Kingdom","2WR6+QP Haxby, York, UK",http://www.yorkshiretreesurgeons.com/,+44 1904 766766,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAFTMLtvzohtp-wBqNBR3LnM6dI-5b5LROZoe67d08qhgSY7d3Q5vIun-voF67-EhUpjwQy-8GtXq3iNSKxmE45tXjJl9rsKt4YFlfDR3YbvFl-UfEWZ-4vM3xAFzX_CRXiNkS=w408-h544-k-no,false,7–11 am,7–11 am,7–11 am,7–11 am,7–11 am,7–11 am,7–11 am,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:51.880Z,,
https://www.google.com/maps/place/Schofield+tree+services/data=!4m7!3m6!1s0x48793124341c7c35:0x94b69502b1512002!8m2!3d53.9468438!4d-1.1326361!16s%2Fg%2F11qzdk4yfp!19sChIJNXwcNCQxeUgRAiBRsQKVtpQ,Schofield tree services,5.0,3,Arborist service,"The Reeves, York YO24 3ES, United Kingdom","WVW8+PW York, UK",,+44 7921 001985,Closed · Opens 8 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fmIPzH2xAtSJafEmAzKXCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.19916&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:12:57.684Z,,
https://www.google.com/maps/place/DoubleTree+by+Hilton+York/data=!4m10!3m9!1s0x487931a502a35b13:0x77d65d2d854b9a50!5m2!4m1!1i2!8m2!3d53.9628033!4d-1.0773428!16s%2Fg%2F11ggbd1lgj!19sChIJE1ujAqUxeUgRUJpLhS1d1nc,DoubleTree by Hilton York,3.8,1748,,"St Maurice's Rd, York YO31 7JA, United Kingdom","XW7F+43 York, UK",https://www.hilton.com/en/hotels/lbaykdi-doubletree-york/?SEO_id=GMB-EMEA-DI-LBAYKDI,+44 1904 638086,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbKSUm3LNk4bMnLWVvWud795qgBDpZXNWTaUPpdEGU--1UGA3TwA5eK1CPp0XApHniCxE9gflv1TmzGNPnnB0U_eVatqmnmKRoGZUObKFZ6BrF8ENLMKMsmwsgr-l31diz35I=w416-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-04-29T05:13:01.059Z,,
