placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,thursday,friday,saturday,sunday,monday,tuesday,wednesday,attributes,isBlackOwned
https://www.google.com/maps/place/Dowd+Property+Management/data=!4m7!3m6!1s0x87528f96374b1a73:0xc7dd97def3408774!8m2!3d40.6091536!4d-111.9841938!16s%2Fg%2F11kj2hrn51!19sChIJcxpLN5aPUocRdIdA896X3cc,Dowd Property Management,4.8,20,Property management company,"3895 W 7800 S STE 201, West Jordan, UT 84088, United States","J258+M8 West Jordan, Utah, USA",,+1 801-898-3422,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npn7iFKMEyf5blSatuJj05l0fVAUKarQpdrtdqePmtvGxsEjDuQCqUcBS67fAwSiwqNckAOs7LBu7zo24Hyglc81DB_sOPxwwZZhpY6N48JoPfz0gAue-U68oIf50n2bGPYvq0L=w408-h491-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:43.863Z,,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,,
https://www.google.com/maps/place/Peaceful+Property+Management/data=!4m7!3m6!1s0x8752f56cabe89a49:0x79c1b0023c18a603!8m2!3d40.7644301!4d-111.891482!16s%2Fg%2F11f5h7p_fs!19sChIJSZroq2z1UocRA6YYPAKwwXk,Peaceful Property Management,4.7,286,Property management company,"222 S Main St 5th Floor, Salt Lake City, UT 84101, United States","Q475+QC Salt Lake City, Utah, USA",http://www.peacefulpm.com/,+1 801-717-6430,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOKFrS-vAXkl688w3ntqjItIVinJNUcmx8E0f2D=w408-h272-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:48.466Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/HRG+Management/data=!4m7!3m6!1s0x875285327aef077d:0x223b31053f63d066!8m2!3d40.6091536!4d-111.9841938!16s%2Fg%2F11mx4jsrgr!19sChIJfQfvejKFUocRZtBjPwUxOyI,HRG Management,4.5,48,Property management company,"3895 W 7800 S STE 201, West Jordan, UT 84088, United States","J258+M8 West Jordan, Utah, USA",https://hrgrentals.com/,+1 801-783-8838,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNsVaMLsWW8j_B3P6mhw8uC1n_ZTgbBqQXXyg5A=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:53.180Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Mihi+Management/data=!4m7!3m6!1s0x875287bfa1652b27:0x6e64a610cac902ff!8m2!3d40.5915157!4d-111.9381363!16s%2Fg%2F11l2qkdmvj!19sChIJJytlob-HUocR_wLJyhCmZG4,Mihi Management,3.9,18,Property management company,"8783 S Redwood Rd Suit C, West Jordan, UT 84088, United States","H3R6+JP West Jordan, Utah, USA",https://mihimanage.com/,+1 801-835-2403,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-aRNgjb0JcBrEXgIrO8Ezw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.59286&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:57.708Z,Identifies as women-owned,9 am–5 pm,10 am–2 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/The+Ambrose+Group/data=!4m7!3m6!1s0x87528b63f719426f:0xa968c3c379f39348!8m2!3d40.6977933!4d-111.9465473!16s%2Fg%2F11cls6whxw!19sChIJb0IZ92OLUocRSJPzecPDaKk,The Ambrose Group,2.6,5,Real estate agency,"3441 Decker Lake Dr Suite 208, West Valley City, UT 84119, United States","M3X3+49 West Valley City, Utah, USA",http://ambrosere.com/,+1 801-706-5919,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nnKbwKb83qm2j0fht8NyVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.717934&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:02.288Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Nestwell+Property+Management/data=!4m7!3m6!1s0x87528a1657794eb9:0xea51fc1e7559135!8m2!3d40.5909199!4d-111.9382241!16s%2Fg%2F1wrtdb6l!19sChIJuU55VxaKUocRNZFV58EfpQ4,Nestwell Property Management,4.8,2816,Property management company,"8813 S Redwood Rd Ste D1, West Jordan, UT 84088, United States","H3R6+9P West Jordan, Utah, USA",https://www.nestwellpropertymanagement.com/,+1 801-268-4134,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOkst8UZfMe4nmccLvOhoTPHfvu90OpySIrkEmX=w408-h271-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:06.811Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Tuscany+Cove+Apartments/data=!4m7!3m6!1s0x87528a2a128c41c5:0x63e2832972b71fd1!8m2!3d40.6981784!4d-111.9818602!16s%2Fg%2F1tf4fj0x!19sChIJxUGMEiqKUocR0R-3cimD4mM,Tuscany Cove Apartments,3.7,181,Apartment complex,"3856 W 3500 S, West Valley City, UT 84120, United States","M2X9+77 West Valley City, Utah, USA",https://www.tuscanycoveapts.com/,+1 801-966-1261,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMDp3kZQFXh82Ht998jSnUzd58AgeVTZ3AzGPiQ=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:11.362Z,,9 am–6 pm,9 am–6 pm,10 am–4 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,· Dogs allowed,
https://www.google.com/maps/place/Erin+Hills+Estates+Townhomes/data=!4m7!3m6!1s0x87528d914e5f7099:0x522f2fee2b16e405!8m2!3d40.6947238!4d-112.0228637!16s%2Fg%2F11lc_78zf5!19sChIJmXBfTpGNUocRBeQWK-4vL1I,Erin Hills Estates Townhomes,4.5,39,Apartment complex,"5516 Victory Lap Ct, West Valley City, UT 84120, United States","MXVG+VV West Valley City, Utah, USA",https://www.erinhillsestatesut.com/,+1 385-337-1617,"Open ⋅ Closes 6 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMf56Ut3ulfe1jATC9fZAxMonvNhJPfZ4tYvRvB=w408-h272-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:16.082Z,,9 am–6 pm,9 am–6 pm,10 am–4 pm,Closed,Closed,9 am–5 pm,Closed,· Dogs allowed,
https://www.google.com/maps/place/Core+HOA/data=!4m7!3m6!1s0x8752637850e1ad5b:0x4850c93bda143df8!8m2!3d40.6225046!4d-111.8336555!16s%2Fg%2F11ldlx2k9p!19sChIJW63hUHhjUocR-D0U2jvJUEg,Core HOA,4.7,23,Property management company,"7105 S Highland Dr # 201, Cottonwood Heights, UT 84121, United States","J5F8+2G Cottonwood Heights, Utah, USA",https://www.corehoa.com/,+1 801-938-4022,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOXcl6ozbEKet_jNW90mKtkRK6nbKa6t1Botxru=w420-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:20.602Z,,9 am–4 pm,9 am–1 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,,
https://www.google.com/maps/place/Model+HOA/data=!4m7!3m6!1s0x87526d3ea809ac57:0x79104f1145cf734e!8m2!3d40.6646367!4d-111.4958981!16s%2Fg%2F11c5_v2wgj!19sChIJV6wJqD5tUocRTnPPRRFPEHk,Model HOA,4.7,36,Property management company,"1960 Sidewinder Dr Suite 212, Park City, UT 84060, United States","MG73+VJ Park City, Utah, USA",http://www.modelhoa.com/,+1 435-731-4095,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2bQ6JFdnydHxTtDnUIWnuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.5221696&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:25.174Z,,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,,
https://www.google.com/maps/place/IAMHOA.com/data=!4m7!3m6!1s0x8752f544b1823337:0xad2b9468b57aee5a!8m2!3d40.7602897!4d-111.9038555!16s%2Fg%2F11f5h1xwkn!19sChIJNzOCsUT1UocRWu56tWiUK60,IAMHOA.com,3.8,59,Property management company,"435 W 400 S #101, Salt Lake City, UT 84101, United States","Q36W+4F Salt Lake City, Utah, USA",http://iamhoa.com/,+1 801-893-1755,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP6UO9TL2wGgmZlkmmvWd1TVpWVyvjcG5-BFsf3=w408-h272-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:29.690Z,,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
"https://www.google.com/maps/place/PMA+(Property+Management+Associates)/@40.6929559,-111.4670283,17z/data=!3m1!4b1!4m6!3m5!1s0x87526d5ce26445f1:0x50c64335f198b99c!8m2!3d40.6929559!4d-111.4670283!16s%2Fg%2F1tmpk_31",PMA (Property Management Associates),3.5,15,Property management company,"4383 N Forestdale Dr Ste 204, Park City, UT 84098, United States","MGVM+55 Park City, Utah, USA",https://pmaparkcity.com/,+1 435-645-7888,Open ⋅ Closes 4:30 pm,,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:35.973Z,,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,,
https://www.google.com/maps/place/Rhino+Property+Management/data=!4m7!3m6!1s0x875281342843bc19:0x932e56b7aad6270e!8m2!3d40.6327359!4d-111.8939513!16s%2Fg%2F1hm65s62z!19sChIJGbxDKDSBUocRDifWqrdWLpM,Rhino Property Management,4.4,1658,Property management company,"97 W Winchester St, Murray, UT 84107, United States","J4M4+3C Murray, Utah, USA",http://www.rhinopropertymanagement.com/,+1 801-981-5237,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNRqW_k7s5FFOSMvzkZSk1GTXKTDbfG57g-95lH=w408-h271-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:40.707Z,,9 am–5 pm,9 am–12 pm,Closed,Closed,11 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Lighthouse+Real+Estate+Services/data=!4m7!3m6!1s0x87528beff4ccbe0d:0x3f9a027755a7c6ba!8m2!3d40.6566306!4d-111.9392688!16s%2Fg%2F1td42zmy!19sChIJDb7M9O-LUocRusanVXcCmj8,Lighthouse Real Estate Services,3.6,55,Property management company,"5204 S Redwood Rd c1, Taylorsville, UT 84123, United States","M346+M7 Taylorsville, Utah, USA",https://www.lighthouse-realestate.com/,+1 801-955-1097,Open ⋅ Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipN2gsUtnO09Vgsd6dnXWC51gVaOOy4PWOOFGYbZ=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:45.217Z,,10:30 am–6:30 pm,10:30 am–6:30 pm,Closed,Closed,10:30 am–6:30 pm,10:30 am–6:30 pm,12:30–6:30 pm,,
"https://www.google.com/maps/place/Desert+Edge+Property+Management,+LLC/data=!4m7!3m6!1s0x87528f0b72066dbb:0xbeaef19ecc67d989!8m2!3d40.5848403!4d-111.8953532!16s%2Fg%2F1tmpfdrb!19sChIJu20GcguPUocRidlnzJ7xrr4","Desert Edge Property Management, LLC",3.3,121,Property management company,"9135 Monroe Plaza Way STE A, Sandy, UT 84070, United States","H4M3+WV Sandy, Utah, USA",http://desertedgepm.com/,+1 801-265-9004,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipM1_iiSZVUUVgzBbUhMvAsIZosTACRpZhdIIj0S=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:49.542Z,,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,,
https://www.google.com/maps/place/Epic+Property+Management/data=!4m7!3m6!1s0x87528945237d72df:0x3b38e70d8bd762a1!8m2!3d40.6364672!4d-111.9382603!16s%2Fg%2F1q65f7s2x!19sChIJ33J9I0WJUocRoWLXiw3nODs,Epic Property Management,4.0,61,Property management company,"6321 S Redwood Rd STE 101, Taylorsville, UT 84123, United States","J3P6+HM Taylorsville, Utah, USA",https://www.epicpropertymgt.com/,+1 801-548-4487,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrVACA5-_7j8ttk91uTcmnqweVxgX3snUY3OekwgearHKcl_bmBYNBvo39F2t4TnOsqbJENVCK1HxP3YFgMecYsnuWyYGUt7Pfdoa_Xz4LrslA9hf5X9_YPdMWKX3WAH4zt1B3n=w408-h256-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:54.011Z,Identifies as women-owned,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Romsett+Property+Management/data=!4m7!3m6!1s0x8752f7fdd9a6a861:0xe09f794564faf325!8m2!3d40.6616585!4d-111.8598337!16s%2Fg%2F11jkpjg6rz!19sChIJYaim2f33UocRJfP6ZEV5n-A,Romsett Property Management,4.0,3,Property management company,"4993 S Eastridge Ln APT 206, Millcreek, UT 84117, United States","M46R+M3 Millcreek, Utah, USA",http://www.romsett.com/,+1 801-214-8488,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QjTL2FU2PrCl2T5DCvu-nQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.39029&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:51:58.377Z,,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,,
https://www.google.com/maps/place/Financial+Connection/data=!4m7!3m6!1s0x87528bf9cb08e977:0x901dd68027f8bc2!8m2!3d40.6534894!4d-111.9494489!16s%2Fg%2F11jk3rfrq_!19sChIJd-kIy_mLUocRwot_AmjdAQk,Financial Connection,4.7,3,Property management company,"2236 W 5400 S, Taylorsville, UT 84129, United States","M332+96 Taylorsville, Utah, USA",http://fc.managebuilding.com/,+1 801-966-1005,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNO5AtZSI_LMzwgKt8D1ik2REXwwBAu3liobGJD=w426-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:52:02.876Z,,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,,
https://www.google.com/maps/place/Aspire+West+Valley/data=!4m7!3m6!1s0x87528c5b69faaf49:0x593b540bfd821f02!8m2!3d40.6684989!4d-111.9838485!16s%2Fg%2F1thl1bd3!19sChIJSa_6aVuMUocRAh-C_QtUO1k,Aspire West Valley,2.9,47,Apartment complex,"4656 S 3860 W, West Valley City, UT 84120, United States","M298+9F West Valley City, Utah, USA",https://www.aspirewestvalley.com/,+1 888-926-4682,"Open ⋅ Closes 5 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPQHgT_D3zqBD8mQPp9EjkXQDUp0j-geTjkO-0O=w408-h306-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:52:07.443Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,· Dogs allowed,
"https://www.google.com/maps/place/Reeder+Asset+Management,+LLC/data=!4m7!3m6!1s0x87528b63f7ab1c27:0x19fa2461b5967830!8m2!3d40.7308335!4d-111.8907213!16s%2Fg%2F11c60c2c25!19sChIJJxyr92OLUocRMHiWtWEk-hk","Reeder Asset Management, LLC",4.4,280,Property management company,"1817 S Main St Suite #1, Salt Lake City, UT 84115, United States","P4J5+8P Salt Lake City, Utah, USA",https://www.reederproperties.com/property-management-salt-lake-city/,+1 801-828-8944,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMa7wPppBbWhj3-G_S_VhTDs_HSZ3_4wb63vDno=w571-h240-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:52:11.777Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
