placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,isBlackOwned,error
https://www.google.com/maps/place/Psychiatry+of+the+Palm+Beaches/data=!4m7!3m6!1s0x88d9ab6b1c2199d5:0x61046dd6769a375c!8m2!3d26.0480897!4d-80.1832348!16s%2Fg%2F11x76lk1kw!19sChIJ1ZkhHGur2YgRXDeadtZtBGE,Psychiatry of the Palm Beaches,5.0,24,Mental health service,"3107 Stirling Rd #107, Fort Lauderdale, FL 33312, United States","2RX8+6P Fort Lauderdale, Florida, USA",http://psychiatryofthepalmbeaches.com/,+1 561-437-2413,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM1-GhLFVbVqoHB9FWjOtCxhKqi5qLWi4dIuKqN=w408-h544-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:53:29.456Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Recovery+Unplugged+Inpatient+Mental+Health+Fort+Lauderdale/data=!4m7!3m6!1s0x88d901486e9dd0c1:0x5c153de6a299ec68!8m2!3d26.1514589!4d-80.1782186!16s%2Fg%2F11vy_f75pt!19sChIJwdCdbkgB2YgRaOyZouY9FVw,Recovery Unplugged Inpatient Mental Health Fort Lauderdale,4.9,37,Mental health clinic,"2677 NW 19th St, Fort Lauderdale, FL 33311, United States","5R2C+HP Fort Lauderdale, Florida, USA",https://rumentalhealth.com/?utm_source=google&utm_medium=gmb&utm_campaign=ftlmentalhealth,+1 954-324-4255,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPJRESIZhwCznoZDGaWat4poAU_8yHWIPS77jDM=w408-h271-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:53:34.237Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Fort+Lauderdale/data=!4m7!3m6!1s0x88d9038bcc671def:0x9bbd9176cb7c4061!8m2!3d26.1888816!4d-80.1145226!16s%2Fg%2F11n0pr468t!19sChIJ7x1nzIsD2YgRYUB8y3aRvZs,LifeStance Therapists & Psychiatrists Fort Lauderdale,4.7,142,Mental health clinic,"2400 E Commercial Blvd Suite 101, Fort Lauderdale, FL 33308, United States","5VQP+H5 Fort Lauderdale, Florida, USA",https://lifestance.com/location/fort-lauderdale-fl-2400-e-commercial-boulevard/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 754-243-5650,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM6FFvzWMhxERk9eWu8WgVQ5yI-ysDaAysEjTMn=w427-h240-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:53:39.320Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Blue+Lily+Psychiatry/data=!4m7!3m6!1s0xaf564ad3ffc6ffd7:0x1cb03d9639cd761e!8m2!3d26.2037394!4d-80.1628268!16s%2Fg%2F11rdbjd059!19sChIJ1__G_9NKVq8RHnbNOZY9sBw,Blue Lily Psychiatry,5.0,13,Mental health clinic,"1451 W Cypress Creek Rd #300, Fort Lauderdale, FL 33309, United States","6R3P+FV Fort Lauderdale, Florida, USA",http://www.bluelilypsychiatry.com/,+1 954-477-8023,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPmOAIU9sF-iQW79yGa3ij3xM4jOJm53uHgB1ed=w408-h408-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:53:44.360Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–3 pm,Closed,Closed,,
https://www.google.com/maps/place/Lifeskills+Fort+Lauderdale/data=!4m7!3m6!1s0x88d903733bfe8831:0x6d0fcc3e5bf0b4a8!8m2!3d26.1878878!4d-80.1182438!16s%2Fg%2F11sjg2ltc8!19sChIJMYj-O3MD2YgRqLTwWz7MD20,Lifeskills Fort Lauderdale,4.7,33,Mental health clinic,"4841 NE 20th Ave, Fort Lauderdale, FL 33308, United States","5VQJ+5P Fort Lauderdale, Florida, USA",https://lifeskillsbehavioralhealth.com/location/ft-lauderdale-detox-and-residential/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=brand,+1 954-408-8770,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOi3Hgdd4LDCfr8UAEMYafoNpD9-rNziegwBOxk=w408-h272-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:53:49.208Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Florida+Mental+Health+Coalition/data=!4m7!3m6!1s0x88d9006232dc0001:0xb2af9e2d9efe51ce!8m2!3d26.0978477!4d-80.1401386!16s%2Fg%2F11nnwg0mv9!19sChIJAQDcMmIA2YgRzlH-ni2er7I,Florida Mental Health Coalition,4.5,2,Mental health clinic,"1848 SE 1st Ave #102, Fort Lauderdale, FL 33316, United States","3VX5+4W Fort Lauderdale, Florida, USA",https://floridamhc.org/contact-us/,+1 833-444-9144,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RitjdqviJXiS6jG7SvEqTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.82938&pitch=0&thumbfov=100,false,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:53:51.955Z,,,,,,,,,
https://www.google.com/maps/place/Psychiatry+Telemed+Ft.+Lauderdale/data=!4m7!3m6!1s0x88d9014099dcb831:0xa778cdd36e471f26!8m2!3d26.1314!4d-80.1042648!16s%2Fg%2F11ym4km3yh!19sChIJMbjcmUAB2YgRJh9HbtPNeKc,Psychiatry Telemed Ft. Lauderdale,,,Psychiatrist,"3115 Terramar St, Fort Lauderdale, FL 33304, United States","4VJW+H7 Fort Lauderdale, Florida, USA",https://psychiatrytelemed.com/locations/,+1 754-203-3888,"Closes soon · 9 pm · Opens 9 am Tue

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPFjlKmRLJINQhhN1keIlbFKO--oI46yl9J4X73=w408-h262-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:53:56.658Z,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,Closed,Closed,,
https://www.google.com/maps/place/Sanctuary+Mental+Health+%26+Wellness/data=!4m7!3m6!1s0x88d90107defcc88f:0x7c045ad8a346edd0!8m2!3d26.1503843!4d-80.1466763!16s%2Fg%2F11v9kvp2ll!19sChIJj8j83gcB2YgR0O1Go9haBHw,Sanctuary Mental Health & Wellness,4.8,54,Mental health clinic,"1759 N Andrews Square, Fort Lauderdale, FL 33311, United States","5V23+58 Fort Lauderdale, Florida, USA",https://sanctuarymh.com/?utm_campaign=sanctuary_fl_gbp,+1 888-387-0791,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM28zjnmUf37wwePFzv_DFVGR-Zjm-_PFbNddLE=w408-h271-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:01.627Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Fort+Lauderdale+Behavioral+Health+Center/data=!4m7!3m6!1s0x88d903dbf06d90a5:0xb349f53d2f82222b!8m2!3d26.1973725!4d-80.1334405!16s%2Fg%2F1tcx_mnw!19sChIJpZBt8NsD2YgRKyKCLz31SbM,Fort Lauderdale Behavioral Health Center,2.4,610,Mental health clinic,"5757 N Dixie Hwy, Oakland Park, FL 33334, United States","5VW8+WJ Oakland Park, Florida, USA",https://ftlauderdalebehavioral.com/,+1 800-585-7527,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxu4Ocwft7xpItvVt4jI0j5jrg46Gn2aUAUHRKmOG9CJX1PZJNJvMoV8hgWSId2iJll_Pth3vPT7jXyp_kyEOutGEk6OMiEkg3dtcsC2ahZSxcvzRx69PJP_4_06Lh3qzKeRa3=w513-h240-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:06.448Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Mental+Health+Center+of+Florida/data=!4m7!3m6!1s0x88d90114293dfca3:0x56c0025098937b71!8m2!3d26.0978477!4d-80.1401386!16s%2Fg%2F11pttphjfw!19sChIJo_w9KRQB2YgRcXuTmFACwFY,Mental Health Center of Florida,1.0,3,Mental health service,"1848 SE 1st Ave, Fort Lauderdale, FL 33316, United States","3VX5+4W Fort Lauderdale, Florida, USA",https://mhcflorida.com/,+1 954-885-9500,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RitjdqviJXiS6jG7SvEqTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.82938&pitch=0&thumbfov=100,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:11.239Z,8 am–8 pm,9 am–6 pm,8 am–8 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Still+Mind/data=!4m7!3m6!1s0x88d9015a1e83f239:0xce678e9ae7aafe65!8m2!3d26.1119243!4d-80.1411218!16s%2Fg%2F11svn2mvtr!19sChIJOfKDHloB2YgRZf6q55qOZ84,Still Mind,3.6,59,Mental health clinic,"208 SE 8th St, Fort Lauderdale, FL 33316, United States","4V65+QH Fort Lauderdale, Florida, USA",http://stillmindflorida.com/,+1 561-782-1672,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d4Gs3UBUPDvqnp4jjldVTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.82439&pitch=0&thumbfov=100,false,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:20.890Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/DRT+Behavioral+Services/data=!4m7!3m6!1s0x88d9b208a8f6c3bb:0x63f082d48991013a!8m2!3d26.0486882!4d-80.1751215!16s%2Fg%2F11btz2g_js!19sChIJu8P2qAiy2YgROgGRidSC8GM,DRT Behavioral Services,4.4,102,Mental health clinic,"2699 Stirling Rd STE C407, Fort Lauderdale, FL 33312, United States","2RXF+FX Fort Lauderdale, Florida, USA",http://brainlovehelp.com/,+1 305-981-1700,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNSDjOewmcccVoF3Verfy9oFM3r-WvhJlhjHG_l=w408-h273-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:26.092Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,,
https://www.google.com/maps/place/Great+Mind+Psychiatry+PLLC/data=!4m7!3m6!1s0x88d9018113d72907:0x31fa49e3355d95e4!8m2!3d26.1228233!4d-80.1350534!16s%2Fg%2F11yc9ywwrc!19sChIJBynXE4EB2YgR5JVdNeNJ-jE,Great Mind Psychiatry PLLC,5.0,2,Mental health service,"805 E Broward Blvd #301, Fort Lauderdale, FL 33301, United States","4VF7+4X Fort Lauderdale, Florida, USA",https://www.gmindpsy.com/,+1 561-331-5603,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOzd2W4Hf-WBKlSLVKM0Q9Gz7hNjvHAfRcifqDL=w408-h661-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:30.904Z,9 am–8 pm,9 am–8:30 pm,9 am–8 pm,9 am–8 pm,9 am–7:30 pm,9 am–3 pm,9 am–2 pm,,
https://www.google.com/maps/place/One+Stop+Psychiatry/data=!4m7!3m6!1s0x88d901ff2c0cfc97:0xe35aa3fa09ede86f!8m2!3d26.1660635!4d-80.1014529!16s%2Fg%2F11xnmd4940!19sChIJl_wMLP8B2YgRb-jtCfqjWuM,One Stop Psychiatry,,,Psychiatrist,"3015 N Ocean Blvd STE C101, Fort Lauderdale, FL 33308, United States","5V8X+CC Fort Lauderdale, Florida, USA",https://onestoppsych.com/,+1 754-270-6322,Closed · Opens 9 am Tue,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMPH9FRzioBZPOHeJnvt1zoZpdXlOtghu4XOMxm=w408-h269-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:35.562Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4 pm,Closed,true,
https://www.google.com/maps/place/Broward+Behavioral+Health+Coalition/data=!4m7!3m6!1s0x88d900616cb2b215:0xd42fa5e2728a345d!8m2!3d26.1216688!4d-80.1950143!16s%2Fg%2F11cst1gdvk!19sChIJFbKybGEA2YgRXTSKcuKlL9Q,Broward Behavioral Health Coalition,4.3,15,Mental health clinic,"3521 W Broward Blvd, Fort Lauderdale, FL 33312, United States","4RC3+MX Fort Lauderdale, Florida, USA",http://www.bbhcflorida.org/,+1 954-622-8121,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcgSXJUCxsMGn_I021lP2kHJL8dVCSBcA52fFYQkVW5SVY_-ldgr0K5xuv9vkA3VRFXlo9TuC-jKp7tKD55Q0R9A7onz42A9P3QuwtMoThOHzSaKC8beVwt3ZKoRqqHWwDKZHR=w426-h240-k-no,false,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:40.428Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/TheraCounsel/data=!4m7!3m6!1s0x88d901e6213ade59:0x1dbb04ee89ff99c6!8m2!3d26.1847247!4d-80.1174714!16s%2Fg%2F1v6wq3dy!19sChIJWd46IeYB2YgRxpn_ie4Eux0,TheraCounsel,4.9,44,Mental health service,"4546 N Federal Hwy, Fort Lauderdale, FL 33308, United States","5VMM+V2 Fort Lauderdale, Florida, USA",http://theracounsel.com/,+1 954-716-6514,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipO3_jq-FcA68ItRgYGshZKp0rk5RhTYYLOgwWSJ=w408-h544-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:45.268Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–4 pm,Closed,,
https://www.google.com/maps/place/The+Sylvia+Brafman+Mental+Health+Center/data=!4m7!3m6!1s0x88d90537a4e58a57:0xe73d77109ba1a90b!8m2!3d26.2111401!4d-80.2541736!16s%2Fg%2F11q95f42ln!19sChIJV4rlpDcF2YgRC6mhmxB3Pec,The Sylvia Brafman Mental Health Center,4.6,141,Mental health service,"7710 NW 71st Ct, Tamarac, FL 33321, United States","6P6W+F8 Tamarac, Florida, USA",https://sylviabrafman.com/florida/?utm_source=google&utm_medium=local&utm_campaign=sbmhc-florida,+1 954-758-8725,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNTXzwz0yBWHJ6noami67bNJwMQZsK-Vd9KHpCB=w408-h272-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:50.249Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Joanne+Riffin-Jackson,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x88d903be26708245:0x335e31cdc9f23291!8m2!3d26.1889943!4d-80.1145407!16s%2Fg%2F11q95bgbg8!19sChIJRYJwJr4D2YgRkTLyyc0xXjM","Joanne Riffin-Jackson, Psychiatric Nurse Practitioner",4.5,16,Psychiatrist,"2400 E Commercial Blvd Suite 101, Fort Lauderdale, FL 33308, United States","5VQP+H5 Fort Lauderdale, Florida, USA",https://lifestance.com/provider/nurse-practitioner/fl/fort-lauderdale/joanne-riffin-jackson/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 754-243-5650,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNYxcwVR45_FxOUp24lrXHwwobK4nTsPX7hkcI1=w427-h240-k-no,true,https://www.google.com/maps/search/Psychiatry+clinics+in+Central+Beach+Fort+Lauderdale+FL/,2025-12-16T01:54:55.341Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
