placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes
https://www.google.com/maps/place/Linger%27s+Lumberjacks/data=!4m7!3m6!1s0x8830d6a96949bd0d:0xfd32609abcee7437!8m2!3d41.0581048!4d-81.5968913!16s%2Fg%2F11cn7tczzq!19sChIJDb1JaanWMIgRN3TuvJpgMv0,Linger's Lumberjacks,4.5,103,Tree service,"1881 Wadsworth Rd, Norton, OH 44203, United States","3C53+66 Norton, Ohio, USA",https://www.lingerslumberjacks.com/,+1 330-825-0161,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFF1FrEXqAbYGYOecVmbSe0Amwz-MoLztivQDXWAIyQjYakDoEVJ1_xZoXQ3a7dH77-zVMyHRMLcen9TQX9YNLVv65LREWiKqlyqgQ4fxg9Jnz74jDe10VznE3ydRyPHDZsnyIe=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:29:58.405Z,
https://www.google.com/maps/place/Simons+Tree+Service/data=!4m7!3m6!1s0x8830d6aaf54b18b7:0x3870f73e395b5e6e!8m2!3d41.0564307!4d-81.6008323!16s%2Fg%2F11c609n3p_!19sChIJtxhL9arWMIgRbl5bOT73cDg,Simons Tree Service,5.0,155,Tree service,"1998 Wadsworth Rd, Norton, OH 44203, United States","394X+HM Norton, Ohio, USA",https://simonstreeservice.com/,+1 330-825-7865,Closed · Opens 8 am,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4EOq9FsG74PAMYm9bmUazQpQTxpAYgXLqGmxaIqtEbESkP6Lqb8mM8QE3ZYySlXKvykFZKlVxNeD1pgKOQjfoMGsb3s8DR3Md3_BSqe2k47puWXbrcG-T3M0lWPAUMop456TP=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:02.720Z,
https://www.google.com/maps/place/Lawn+Love+Lawn+Care+of+Akron/data=!4m7!3m6!1s0x8830d79cf90a0435:0x401d9ed35c7c0cd!8m2!3d41.0841035!4d-81.513217!16s%2Fg%2F11jjxgnr26!19sChIJNQQK-ZzXMIgRzcDHNe3ZAQQ,Lawn Love Lawn Care of Akron,4.7,150,Lawn care service,,,https://lawnlove.com/ohio/akron-lawn-care?utm_source=Google&utm_medium=Places&utm_campaign=Akron,+1 234-312-4805,Closed · Opens 6 am,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfN7vxCSEZZK9t6I_K1ENWmid97c107U-cuPWS9ToXErty0RdbBYmZnTuij4p1ud9BI8m8rXl8vOk9fU66f6_VzsrtWKP-IJuqDMBLq5yvw_9FPs84oIAPRNBqHy2aN0naPd6y=w457-h240-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:06.983Z,
https://www.google.com/maps/place/Worthy+One+Services/data=!4m7!3m6!1s0x883129460a7b6e93:0xb14099d27924e495!8m2!3d41.0915715!4d-81.5278674!16s%2Fg%2F11fsp8jsw1!19sChIJk257CkYpMYgRleQkedKZQLE,Worthy One Services,5.0,4,Lawn care service,,,https://worthyoneservices.com/,+1 330-351-2769,Closed · Opens 8 am,,true,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKjaEnVcZEUfAw0kVzBWaJWrwFCQV6om1g_HF1u0KbifwjD2xaPEqUd5A4AE3iD3z4iBSzrpWigCwffznoxaG7oWgiK6M5jA0G-dRErkT6KOsUVarCsccQMaFj6Mb5nPlvJMon=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:11.302Z,
https://www.google.com/maps/place/Madera+Landscaping+Service+LLC/data=!4m7!3m6!1s0x4236997141d0119d:0xba197ddc84d4da4b!8m2!3d41.0927038!4d-81.5453515!16s%2Fg%2F11xfs85mvl!19sChIJnRHQQXGZNkIRS9rUhNx9Gbo,Madera Landscaping Service LLC,5.0,7,Lawn care service,"143 Hollinger Ave, Akron, OH 44302, United States","3FV3+3V Akron, Ohio, USA",https://maderalandscapingservicellc.jobbersites.com/,+1 330-400-0448,Closed · Opens 9 am,LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGNStMh5dA_ZwBRYvCNGooJofcvsX7SykneG0aXN2bf2cmOg1h6MZl3FUd889ajjL1FBG9Emxcpw5_brPxCsfjXSL1xHj1nkgRinnfQi_voVc04N6K8GFKPpGNJ76aJzgn-bV8pT0tz-s=w519-h240-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:15.790Z,
https://www.google.com/maps/place/Above+The+Cut/data=!4m7!3m6!1s0x8831290760da45c7:0xae5ab99021d1d9f5!8m2!3d41.0790104!4d-81.4715317!16s%2Fg%2F1tk4rtbd!19sChIJx0XaYAcpMYgR9dnRIZC5Wq4,Above The Cut,3.3,3,Tree service,"1370 Arnold Ave, Akron, OH 44305, United States","3GHH+J9 Akron, Ohio, USA",,+1 330-431-6917,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv9hYl75ybdIokztCIaHhOJgd7kIM0sNrJ3Eu_LFNKcweGRQw7pcCuU04FGx45AqojQ__eQ6cBDLqADrt62hfv0CxViIScfptPFwBLwqjlJLIb12mIcSAxK_ncxyOns-IjjByqCZgAhnVR=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:17.947Z,
https://www.google.com/maps/place/GP+Tree+Service/data=!4m7!3m6!1s0x88312d1098161f87:0x2e9e3e29014018b9!8m2!3d41.026658!4d-81.3925014!16s%2Fg%2F1tglhz81!19sChIJhx8WmBAtMYgRuRhAASk-ni4,GP Tree Service,4.6,96,Tree service,"877 S Cleveland Ave, Mogadore, OH 44260, United States","2JG4+MX Mogadore, Ohio, USA",https://www.gptreeservice.com/,+1 330-699-9964,Open · Closes 11:45 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoUlheRzEHJH2YL2apK-1BTMD3LqM1WJDQckjV7xujSvEjn6Y3-NfVoiYM6Bl8XvZN4UDamLE10zYNkdAdDpK2w-yalIJqvmgy7agj1uXDAoB6C5ha7R9Cm5Wo4kJ8HzdJxGQn=w408-h305-k-no,true,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,12 am–11:45 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:22.345Z,
https://www.google.com/maps/place/Falls+Tree+Service+Inc./data=!4m7!3m6!1s0x88312799ccde11c3:0x4657b9917346bfe2!8m2!3d41.1579011!4d-81.4966791!16s%2Fg%2F1tlbpt1k!19sChIJwxHezJknMYgR4r9Gc5G5V0Y,Falls Tree Service Inc.,4.8,106,Tree service,"392 E Bath Rd, Cuyahoga Falls, OH 44223, United States","5G53+58 Cuyahoga Falls, Ohio, USA",,+1 330-929-2422,"Closed · Opens 7 am

Updated by this business 7 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEk4_yGT25f2rLuJea-o7AuBgPVsZAGRhz_ibuhbrjUzmhupx7AqpVr4EooannBX9B2VzN0eGdwWK9JtM1W9A58YgsVRbmY5DEq5YWQDDWbzhYU6kG_wK9gVRCy4lfA0UWaAyymWA=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–5 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:26.761Z,
https://www.google.com/maps/place/Acclaim+Fence+%26+Tree+Services/data=!4m7!3m6!1s0x8830d6744100447f:0x16102e1c70a9541a!8m2!3d41.0541359!4d-81.5415437!16s%2Fg%2F1tfjrbqq!19sChIJf0QAQXTWMIgRGlSpcBwuEBY,Acclaim Fence & Tree Services,4.3,13,Fence contractor,"1198 Lake Shore Blvd, Akron, OH 44301, United States","3F35+M9 Akron, Ohio, USA",,+1 330-376-3777,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1QIKFQCpO7eq69z1D3GJ1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.69965&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:28.973Z,
"https://www.google.com/maps/place/Ground+Pro,+LLC./data=!4m7!3m6!1s0x8830d36e3b640cef:0x91da184e4cd56b93!8m2!3d41.0932263!4d-81.469252!16s%2Fg%2F11j43sbmnb!19sChIJ7wxkO27TMIgRk2vVTE4Y2pE","Ground Pro, LLC.",4.7,63,Landscaper,"1130 Brittain Rd, Akron, OH 44305, United States","3GVJ+77 Akron, Ohio, USA",http://thegroundpro.com/,+1 330-642-4776,Closed · Opens 7 am,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0ZxCdE2KL5yCmp_oL2E7bdbDTqD4xhPe2CFy1ZZ9Ic44gRH-me33oNEWPpob4c8A6R3sNEtj9OqXJ_vPrG2KZqJQ3xqqnVJ9MG17-DwEgr-YvexHtYixedkWIomdgCOaBEiyznw=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:33.423Z,
https://www.google.com/maps/place/Nicks+%27n%27+Cuts+Lawn+Maintenance/data=!4m7!3m6!1s0x88312811c8625c39:0x690ad43bc27e3ac7!8m2!3d41.0725575!4d-81.4855243!16s%2Fg%2F11bychm8sb!19sChIJOVxiyBEoMYgRxzp-wjvUCmk,Nicks 'n' Cuts Lawn Maintenance,4.1,9,Lawn care service,"104 N Case Ave, Akron, OH 44305, United States","3GF7+2Q Akron, Ohio, USA",,+1 330-328-3213,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7vvd1-ioNlEV7LcwQ9FAWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.36517&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:35.741Z,
https://www.google.com/maps/place/Doug%27s+Tree+Service/data=!4m7!3m6!1s0xa8c58af391faef29:0x23cef990511944e3!8m2!3d41.0525086!4d-81.4630389!16s%2Fg%2F11xdsptgzx!19sChIJKe_6kfOKxagR40QZUZD5ziM,Doug's Tree Service,,,Tree service,"1777 Springfield Center Rd, Akron, OH 44312, United States","3G3P+2Q Akron, Ohio, USA",,+1 330-794-9673,Closed · Opens 8 am,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0ZAK5UpmNhmSX3gmmocaLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.7457&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:39.908Z,
https://www.google.com/maps/place/Barnett%27s+Tree+Service/data=!4m7!3m6!1s0x8830d51356964bdf:0x5cb60ae3eb762be!8m2!3d40.99544!4d-81.5381136!16s%2Fg%2F1tl4dp7b!19sChIJ30uWVhPVMIgRvmK3Pq5gywU,Barnett's Tree Service,4.1,23,Tree service,"3576 Portage Point Blvd, Akron, OH 44319, United States","XFW6+5Q Akron, Ohio, USA",,+1 330-644-1553,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2RJGP_4nU0xiAK_gy_H-yA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.3114&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:42.107Z,
https://www.google.com/maps/place/EntireWire+Electric/data=!4m7!3m6!1s0x8830d7385b885555:0xf3340ec0da7851d2!8m2!3d41.0744702!4d-81.5197188!16s%2Fg%2F11h61pz34s!19sChIJVVWIWzjXMIgR0lF42sAONPM,EntireWire Electric,4.8,176,Electrician,"80 E Exchange St apt 359 a, Akron, OH 44308, United States","3FFJ+Q4 Akron, Ohio, USA",https://www.entirewire.net/,+1 330-294-0194,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeZXPXROBJ1ObQExpHL4jNPw-3WZtMRt6q_9YUWQsWIlXBvIrs9_L-XxJlc3-V4l89DLB8SzChhyQ_utq7gQFO3oQJJ8EzM2ZXb70q4rPRyiMeDbzLat6raoaZA6ItiEGI3qjc=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:46.412Z,
https://www.google.com/maps/place/Jase%27s+Tree+Service+LLC/data=!4m7!3m6!1s0x88312fed5a721213:0xf0f17fc2e978b71b!8m2!3d41.0915715!4d-81.5441856!16s%2Fg%2F11llbpllty!19sChIJExJyWu0vMYgRG7d46cJ_8fA,Jase's Tree Service LLC,5.0,68,Tree service,,,https://www.jasestreeservice.com/,+1 330-622-3696,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_Gf99Ciy__qjQF3zXK7vrvKKHw7gQWvzQc_MUOc-EgLvYVqMH9QZhkNfpMDigbDwJJwXyJkvHMHN50CARCY9p69FcKRcfPCprUQ5u5ZLSwgNUFpbVpVi45T7ZpMY_2HIY00aD=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:50.703Z,
https://www.google.com/maps/place/L%26M+Tree+Service/data=!4m7!3m6!1s0x88372d04e785be21:0x883b06cf68140d23!8m2!3d41.0046039!4d-81.628347!16s%2Fg%2F11lrg06wl4!19sChIJIb6F5wQtN4gRIw0UaM8GO4g,L&M Tree Service,4.9,81,Tree service,"575 Hudson Run Rd, Barberton, OH 44203, United States","293C+RM Barberton, Ohio, USA",https://landmtree.com/,+1 330-222-8820,,Identifies as veteran-owned,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDPgrwtMDMYTPVpYSy91u4AYli5VCz7X2wr4EuAzvpHfzPgejOYAYcjWLjZH3TYq2C3-60SN6c15jQa7bGFMM-BARi0yLm9Apx7i2dhTyb1B4u3anzxPuUD5ZYiFHiF36ij2Aa1g=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:55.221Z,
https://www.google.com/maps/place/Custom+Made+Palm+Trees+%26+Tiki/data=!4m7!3m6!1s0x88312841c7ae68c1:0xa09abacc7a4921db!8m2!3d41.1056714!4d-81.490242!16s%2Fg%2F1xtf26df!19sChIJwWiux0EoMYgR2yFJesy6mqA,Custom Made Palm Trees & Tiki,5.0,2,Party equipment rental service,"1201 Devalera St #2417, Akron, OH 44310, United States","4G45+7W Akron, Ohio, USA",http://custompalmtrees.com/,+1 330-633-0063,Closed · Opens 9 am,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uYURn3DxAE1HsBjYgbtFNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.395143&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Akron+OH/@41.081199,-81.5188377,14z",2026-04-29T05:30:59.451Z,
