placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,info
https://www.google.com/maps/place/Centric+Home+Health+and+Hospice+Plano+Texas/data=!4m7!3m6!1s0x864c194a9a761cdb:0x8a4e1e69f5226e5d!8m2!3d33.0292784!4d-96.7042723!16s%2Fg%2F11j36r0nbn!19sChIJ2xx2mkoZTIYRXW4i9WkeToo,Centric Home Health and Hospice Plano Texas,5.0,2,Home health care service,"730 E Park Blvd Ste 208, Plano, TX 75074, United States","27HW+P7 Plano, Texas, USA",https://www.centrichealth.com/plano-texas/,+1 855-942-3687,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNr8WvEbXRCRSaqYAtJaw2fCNC0Nr_x5PX5TBpq=w458-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:28:32.913Z,,
https://www.google.com/maps/place/Texas+Best+Care+Hospice/data=!4m7!3m6!1s0x864c25c9e87338a5:0x94a8f7bb7322a498!8m2!3d33.0078177!4d-96.7022036!16s%2Fg%2F11h5q8fr3j!19sChIJpThz6MklTIYRmKQic7v3qJQ,Texas Best Care Hospice,,,Hospice,"801 E Plano Pkwy #214, Plano, TX 75074, United States","275X+44 Plano, Texas, USA",,+1 469-367-0218,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN6xW614Gj872JMaJwYLEvDbcnBd8EpZbFUr5Fz=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:28:37.779Z,,
https://www.google.com/maps/place/Anchor+of+Hope+Hospice/data=!4m7!3m6!1s0x864c3cd6c3700001:0x4e5f07354c2da827!8m2!3d33.0813256!4d-96.7965457!16s%2Fg%2F11ghr0ykx6!19sChIJAQBww9Y8TIYRJ6gtTDUHX04,Anchor of Hope Hospice,4.9,39,Hospice,"7708 San Jacinto Pl Suite #100, Plano, TX 75024, United States","36J3+G9 Plano, Texas, USA",http://www.anchorofhopehospice.com/,+1 469-351-4466,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMRO8dTXrEOxoeeYSP9PflwO1JdfBXm8S-FkVbZ=w408-h300-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:28:42.730Z,,
https://www.google.com/maps/place/Baylor+Scott+%26+White+Supportive+Palliative+Care+-+Plano/data=!4m7!3m6!1s0x864c234a817c2753:0x8059bddfcdf1c335!8m2!3d33.014089!4d-96.7917123!16s%2Fg%2F11kh07k96p!19sChIJUyd8gUojTIYRNcPxzd-9WYA,Baylor Scott & White Supportive Palliative Care - Plano,5.0,1,Medical clinic,"Pavilion I, 4708 Alliance Blvd STE 400, Plano, TX 75093, United States","2675+J8 Plano, Texas, USA",https://www.bswhealth.com/specialties/palliative-care?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 469-814-5940,,https://lh3.googleusercontent.com/p/AF1QipOy2WgFznw31xE9dVh9Je7SgfFrHww_PL0_LBEG=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:28:45.490Z,,
https://www.google.com/maps/place/Charlin+Health+Services/data=!4m7!3m6!1s0x864c18fbf1d57b6b:0xad743b92d56a281f!8m2!3d33.0269858!4d-96.7128123!16s%2Fg%2F1264r2_qq!19sChIJa3vV8fsYTIYRHyhq1ZI7dK0,Charlin Health Services,4.9,80,Hospice,"400 Chisholm Pl #400, Plano, TX 75075, United States","27GP+QV Plano, Texas, USA",http://www.charlinhealthservices.com/,+1 972-778-8038,,https://lh3.googleusercontent.com/p/AF1QipODx7sS_KlkGfHz3QJnP2d2SaMTFysyjLcYGYIx=w408-h270-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:28:50.365Z,true,
https://www.google.com/maps/place/Alliance+United+Hospice+Care+Inc/data=!4m7!3m6!1s0x864c1f823dc40001:0xac42491fac132cea!8m2!3d33.0299417!4d-96.7034772!16s%2Fg%2F11splyv54l!19sChIJAQDEPYIfTIYR6iwTrB9JQqw,Alliance United Hospice Care Inc,,,Hospice,"850 Central Pkwy E #105, Plano, TX 75074, United States","27HW+XJ Plano, Texas, USA",https://auhospice.com/,+1 972-200-3222,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hyZEjIIXh34ck_plyh20Hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.07666&pitch=0&thumbfov=100,false,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:28:55.184Z,,
https://www.google.com/maps/place/Assured+Hospice+LLC/data=!4m7!3m6!1s0x864c18fde6efb9dd:0xb9e8a164ae0d8fe2!8m2!3d33.0276693!4d-96.7077118!16s%2Fg%2F11srgk42f2!19sChIJ3bnv5v0YTIYR4o8NrmSh6Lk,Assured Hospice LLC,,,Hospice,"2000 N Central Expy, Plano, TX 75074, United States","27HR+3W Plano, Texas, USA",https://assuredhospicellc.com/index.php/contact-us/,+1 469-927-4813,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qXeQTZcPMH7_1yWqzf7tog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.89554&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:28:57.921Z,,
https://www.google.com/maps/place/dignified+care+hospice/data=!4m7!3m6!1s0x864c1973f8051de5:0xf001451b4f1e0d13!8m2!3d33.0242936!4d-96.7021148!16s%2Fg%2F11v3znw90j!19sChIJ5R0F-HMZTIYREw0eTxtFAfA,dignified care hospice,5.0,1,Medical group,"903 18th St Suite#122, Plano, TX 75074, United States","27FX+P5 Plano, Texas, USA",https://dignifiedcarehospice.com/,+1 817-231-0828,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=blABnS66Fed5OLx2pdtQTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.99252&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:02.857Z,,
https://www.google.com/maps/place/Reliant+at+Home+%28Hospice%29/data=!4m7!3m6!1s0x864c234db57e8d45:0x57bd1475c8c53768!8m2!3d33.0041041!4d-96.7513591!16s%2Fg%2F11rglx85bj!19sChIJRY1-tU0jTIYRaDfFyHUUvVc,Reliant at Home (Hospice),4.2,5,Hospice,"3033 W President George Bush Hwy Ste. 150, Plano, TX 75075, United States","263X+JF Plano, Texas, USA",http://www.reliant.care/,+1 214-667-8040,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6fEt2RQtc8P5_uHM0ZyqZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.6477&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:07.807Z,,
https://www.google.com/maps/place/Lifted+Hospice/data=!4m7!3m6!1s0x864c3de874bab80d:0x5c2c67ddf6039764!8m2!3d33.092205!4d-96.8082857!16s%2Fg%2F11vf10bkqx!19sChIJDbi6dOg9TIYRZJcD9t1nLFw,Lifted Hospice,5.0,38,Hospice,"8400 Belleview Dr Suite 155, Plano, TX 75024, United States","35RR+VM Plano, Texas, USA",https://www.liftedhospice.com/,+1 972-777-3000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOpcgw_7Wzq8UnRo_c20MFMWceEkt7IbIisNfu4=w445-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:12.780Z,,
https://www.google.com/maps/place/Prim+Palliative+%26+Hospice+Care/data=!4m7!3m6!1s0x864c232f721318a1:0xb20544875623b668!8m2!3d33.0635529!4d-96.7996837!16s%2Fg%2F11vm7gjwbv!19sChIJoRgTci8jTIYRaLYjVodEBbI,Prim Palliative & Hospice Care,5.0,1,,"5048 Tennyson Pkwy, Plano, TX 75024, United States","3672+C4 Plano, Texas, USA",https://www.primhospicecare.com/hospice-care-contact-us,+1 469-342-3097,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CwkoXR3x2uVOeO5Qu_t81Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.58395&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:17.824Z,,
https://www.google.com/maps/place/Harbor+Hospice+of+Plano/data=!4m7!3m6!1s0x864e916b8e7aa689:0xaaf0baec8be657b3!8m2!3d33.031223!4d-96.771738!16s%2Fg%2F1pzr3vt5s!19sChIJiaZ6jmuRToYRs1fmi-y68Ko,Harbor Hospice of Plano,3.6,20,Hospice,"2419 Coit Rd A, Plano, TX 75075, United States","26JH+F8 Plano, Texas, USA",http://www.harborhospice.com/locations/texas.html,+1 972-943-0349,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOa0ZrWjYAW-hRv_b_3ZziTeKtfF06cPXNo4_3l=w408-h277-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:22.773Z,,
https://www.google.com/maps/place/AmeriPrime+Hospice+LLC+Dallas-Fort+Worth/data=!4m7!3m6!1s0x864c1f9d26e22fcd:0xd4c28ed9bb5b31d9!8m2!3d32.974847!4d-96.7202399!16s%2Fg%2F11b7k6pxqp!19sChIJzS_iJp0fTIYR2TFbu9mOwtQ,AmeriPrime Hospice LLC Dallas-Fort Worth,4.9,38,Hospice,"275 W Campbell Rd Suite 325A, Richardson, TX 75080, United States","X7FH+WW Richardson, Texas, USA",https://ameriprimehospice.com/?utm_campaign=gmb,+1 972-590-8912,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPq88WN7mpkAmLbWeOUI8n4PelooN35GnW_f5U=w464-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:27.607Z,,
https://www.google.com/maps/place/Anointed+Hospice+Dallas/data=!4m7!3m6!1s0x864b9c3c50a32c37:0x6febc6c2668f8e21!8m2!3d32.9207434!4d-96.7667939!16s%2Fg%2F1hc290jpm!19sChIJNyyjUDycS4YRIY6PZsLG628,Anointed Hospice Dallas,4.1,9,Hospice,"400 Chisholm Place Suite 304, Plano, TX 75075, United States","W6CM+77 Plano, Texas, USA",http://www.anointedhealthgroup.com/,+1 972-661-9911,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iCc0wtfVX2NgRxvhF5JhTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.55396&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:32.584Z,,
https://www.google.com/maps/place/Star+City+Hospice/data=!4m7!3m6!1s0x864c1facbe99cb77:0x394b126fac77f58a!8m2!3d32.9717885!4d-96.7247311!16s%2Fg%2F11rwq88y_s!19sChIJd8uZvqwfTIYRivV3rG8SSzk,Star City Hospice,4.9,32,Hospice,"1701 N Collins Blvd, Richardson, TX 75080, United States","X7CG+P4 Richardson, Texas, USA",https://starcityhospice.com/,+1 469-529-2954,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HX6GiWABoui1huwxEv6JvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.21133&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:37.647Z,,
https://www.google.com/maps/place/HomeWell+Care+Services/data=!4m7!3m6!1s0x864c17733ebb1083:0xe375898c9c2835a8!8m2!3d33.0297119!4d-96.7061391!16s%2Fg%2F11cn0stgl3!19sChIJgxC7PnMXTIYRqDUonIyJdeM,HomeWell Care Services,4.7,40,Home health care service,"101 E Park Blvd #457, Plano, TX 75074, United States","27HV+VG Plano, Texas, USA",https://homewellcares.com/in-home-care-tx-plano-tx132/,+1 469-596-6500,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMfQkAiSPW5lov01RXHV7SuAR-Q35DpPj77x-yc=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:42.938Z,,Identifies as veteran-owned
https://www.google.com/maps/place/Angel+Hands+Hospice/data=!4m7!3m6!1s0x864c20234a729e59:0x27ea79e04792ddaf!8m2!3d32.9700602!4d-96.721226!16s%2Fg%2F11ffv30srz!19sChIJWZ5ySiMgTIYRr92SR-B56ic,Angel Hands Hospice,4.8,67,Hospice,"1616 Gateway Blvd Suite A, Richardson, TX 75080, United States","X7CH+2G Richardson, Texas, USA",http://www.angelhandshospice.com/,+1 214-267-1800,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noRblBHrwaaRcsKygjKyQ10tzMgdC9r0YhjVjNbGFMeAQjfLjwKRdgcFHZAl8jTSItAkHlxI6R2hQf5PZz0Fnobx9Sp9GtUr0WI-lLQKGPYTmXEBuzxcAgA2q3GT9exXkmbDNQj=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:47.945Z,,
https://www.google.com/maps/place/Saints+Hospice/data=!4m7!3m6!1s0x864c1907555e7331:0x16b20b7a2924de99!8m2!3d33.0202127!4d-96.7192444!16s%2Fg%2F11sk36701_!19sChIJMXNeVQcZTIYRmd4kKXoLshY,Saints Hospice,,,Home health care service,"1309 W 15th St Ste. 120, Plano, TX 75075, United States","27CJ+38 Plano, Texas, USA",https://www.charterhcg.com/locations/plano/,,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cnaegOgNeQL2NpebB3Styg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.58835&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:52.790Z,,
https://www.google.com/maps/place/Three+Oaks+Hospice+%7C+Dallas/data=!4m7!3m6!1s0x864c1f3e47046413:0xe1d53e009c6c6498!8m2!3d32.967133!4d-96.7244535!16s%2Fg%2F11g8v5qvx3!19sChIJE2QERz4fTIYRmGRsnAA-1eE,Three Oaks Hospice | Dallas,4.2,149,Hospice,"331 Melrose Dr #230, Richardson, TX 75080, United States","X78G+V6 Richardson, Texas, USA",https://www.threeoakshospice.com/locations/dallas/?utm_source=google&utm_medium=local&utm_campaign=gbpdallas,+1 214-817-3797,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPspbOwPXlCqWkhcSx_tFg7xci8wlliMD_afAnn=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:29:57.731Z,,
https://www.google.com/maps/place/Goldstar+Hospice/data=!4m7!3m6!1s0x864c2321fd9aaaab:0xeaf2e6b12f91e1c9!8m2!3d33.0513634!4d-96.7971316!16s%2Fg%2F11pvwkc527!19sChIJq6qa_SEjTIYRyeGRL7Hm8uo,Goldstar Hospice,5.0,1,Hospice,"5045 Lorimar Dr Suite 240, Plano, TX 75093, United States","3623+G4 Plano, Texas, USA",https://www.goldstarhospice.com/,+1 972-403-0448,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DySSRFV1oO-lXdhgbq3Pcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.179535&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-17T23:30:02.448Z,,
