placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned
"https://www.google.com/maps/place/Dr.+John+J.+Labella,+MD/data=!4m7!3m6!1s0x8834f2046165bf71:0x24cd76318308fcbf!8m2!3d40.4438355!4d-79.9272606!16s%2Fg%2F1tdfjbd6!19sChIJcb9lYQTyNIgRv_wIgzF2zSQ","Dr. John J. Labella, MD",,,Pediatrician,"The Wilkins Bldg, 5608 Wilkins Ave #202, Pittsburgh, PA 15217, United States","C3VF+G3 Pittsburgh, Pennsylvania, USA",http://www.childrenspeds.com/,+1 412-422-3590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TvEqg2RjsRTbmKa-WKyIUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.76668&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:04.878Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Rita+Kaul,+MD/data=!4m7!3m6!1s0x8834f1ff12294ea9:0x94806faf0c871aee!8m2!3d40.4358391!4d-79.9230658!16s%2Fg%2F1tjcq2tw!19sChIJqU4pEv_xNIgR7hqHDK9vgJQ","Dr. Rita Kaul, MD",3.7,6,Pediatrician,"1900 Murray Ave STE 206, Pittsburgh, PA 15217, United States","C3PG+8Q Pittsburgh, Pennsylvania, USA",,+1 412-421-6100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U91aE7gqDvLmWHZ6u5KhLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.51204&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:07.805Z,,,,,,,,,
https://www.google.com/maps/place/Carnegie+Pediatrics/data=!4m7!3m6!1s0x8834edffeb56fe4f:0x469d23312921a621!8m2!3d40.4383385!4d-79.9184373!16s%2Fg%2F1thxr906!19sChIJT_5W6__tNIgRIaYhKTEjnUY,Carnegie Pediatrics,,,Medical clinic,"6315 Forbes Ave, Pittsburgh, PA 15217, United States","C3QJ+8J Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/joseph-i-trompeter/1325451,+1 412-421-1345,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8GL8BOZcB-ZSCx2RQMThkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.4276&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:10.430Z,,,,,,,,,
https://www.google.com/maps/place/Adolescent+and+Young+Adult+Medicine+at+UPMC+Children%27s+Hospital+of+Pittsburgh/data=!4m7!3m6!1s0x8834f180f5531f67:0x5d81e1c604c32478!8m2!3d40.4464979!4d-79.9547203!16s%2Fg%2F1w0r0kqt!19sChIJZx9T9YDxNIgReCTDBMbhgV0,Adolescent and Young Adult Medicine at UPMC Children's Hospital of Pittsburgh,3.0,12,Pediatrician,"120 Lytton Ave Mezzanine Floor, Suite M060, Pittsburgh, PA 15213, United States","C2WW+H4 Pittsburgh, Pennsylvania, USA",https://www.chp.edu/our-services/aya-medicine/locations?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-adolescent-and-young-adult-medicine-at-upmc-childrens-hospital-of-pittsburgh,+1 412-692-6677,,https://lh3.googleusercontent.com/p/AF1QipOXjoBEGIzFq8Re413Xy2AgEQdAhoExuiA93Y2x=w446-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:13.190Z,,,,,,,,,
https://www.google.com/maps/place/East+Side+Pediatrics/data=!4m7!3m6!1s0x8834f272455b9d67:0x8b5a3993233a90d6!8m2!3d40.4612008!4d-79.9282662!16s%2Fg%2F1tf_tj6l!19sChIJZ51bRXLyNIgR1pA6I5M5Wos,East Side Pediatrics,4.7,12,Pediatrician,"5808 Eva St, Pittsburgh, PA 15206, United States","F36C+FM Pittsburgh, Pennsylvania, USA",,+1 412-363-7700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O6_0uy5DUkE9aVh7L5AdnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.07207&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:15.925Z,,,,,,,,,
https://www.google.com/maps/place/UPMC+Children%27s+Community+Pediatrics+%E2%80%93+Shadyside/data=!4m7!3m6!1s0x8834f23c2484b52b:0x39af04e75f4857af!8m2!3d40.454047!4d-79.9455294!16s%2Fg%2F1tdwfl7s!19sChIJK7WEJDzyNIgRr1dIX-cErzk,UPMC Children's Community Pediatrics – Shadyside,4.6,33,Pediatrician,"4923 Centre Ave, Pittsburgh, PA 15213, United States","F333+JQ Pittsburgh, Pennsylvania, USA",https://www.childrenspeds.com/find/locations/pittsburgh-pediatrics-shadyside?utm_source=google&utm_campaign=business-profile&utm_content=pittsburgh-pediatrics-upmc-ccp-shadyside,+1 412-681-1050,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipP4wwvxlo_Dpc31RjLGNY98Q5W2F0jAMvV5ewny=w445-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:20.680Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
https://www.google.com/maps/place/Children%27s+Primary+Care+Oakland/data=!4m7!3m6!1s0x8834f180f4fd8621:0xd78a9370cff0a227!8m2!3d40.4395009!4d-79.9610891!16s%2Fg%2F11bbw_mdlt!19sChIJIYb99IDxNIgRJ6Lwz3CTitc,Children's Primary Care Oakland,3.2,45,Pediatrician,"3420 Fifth Ave, Pittsburgh, PA 15213, United States","C2QQ+RH Pittsburgh, Pennsylvania, USA",https://www.chp.edu/our-services/general-academic-pediatrics/oakland?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-childrens-primary-care-oakland,+1 412-692-6000,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweogF4_lAcdnXJTIjnj16rr1f-odxZYmyVZcSZJcghSglVgHYQYBYqFARMXGxzqEAO3k2Q4W2ZLiBGzCZS0DhH_5PDGL350IDdJxjEZjMx2PjNpYAisV_8Lkq2nkR9-ld0GEtKZ4LMnDOZPx=w408-h544-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:23.177Z,,,,,,,,,
"https://www.google.com/maps/place/Dana+Mueller,+PA-C/data=!4m7!3m6!1s0x8834f2046474d591:0x80832ee0e385db16!8m2!3d40.4438755!4d-79.9273042!16s%2Fg%2F11sd2ww_cy!19sChIJkdV0ZATyNIgRFtuF4-Aug4A","Dana Mueller, PA-C",,,Pediatrician,"The Wilkins Bldg, 5608 Wilkins Ave #202, Pittsburgh, PA 15217, United States","C3VF+H3 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/Dana+Mueller/1370075,+1 412-422-3590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TvEqg2RjsRTbmKa-WKyIUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.54745&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:25.624Z,,,,,,,,,
https://www.google.com/maps/place/Pittsburgh+Children%27s+Dentistry/data=!4m7!3m6!1s0x8834f1fc5b81670f:0xf63709512a3b1cb1!8m2!3d40.430603!4d-79.9232254!16s%2Fg%2F1vzg2x45!19sChIJD2eBW_zxNIgRsRw7KlEJN_Y,Pittsburgh Children's Dentistry,4.7,83,Pediatric dentist,"2345 Murray Ave #220, Pittsburgh, PA 15217, United States","C3JG+6P Pittsburgh, Pennsylvania, USA",http://childrensdentistrypittsburgh.com/,+1 412-422-1582,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipPwfSPKso_uJPbx5LkORh6_ununbx6GGK4hGDhq=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:30.304Z,7 am–2 pm,7 am–2 pm,7 am–2 pm,7 am–2 pm,Closed,Closed,7 am–2 pm,,
"https://www.google.com/maps/place/Dennis+J.+Kitsko,+DO/data=!4m7!3m6!1s0x8834f24f4c2a73e9:0x1c786b9fc8816bea!8m2!3d40.4673153!4d-79.95359!16s%2Fg%2F1tc_rnxr!19sChIJ6XMqTE_yNIgR6muByJ9reBw","Dennis J. Kitsko, DO",5.0,3,Pediatrician,"4401 Penn Ave Floor 3, Pittsburgh, PA 15224, United States","F28W+WH Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/dennis-j-kitsko/1323611?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-dennis-kitsko,+1 412-692-5460,Closed · Opens 7:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PK-zbAm43kkivYOMUmkgww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.55649&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:35.048Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,
"https://www.google.com/maps/place/Sapna+Parker,+MD/data=!4m7!3m6!1s0x8834f204644358b5:0x9e15f15f5f535675!8m2!3d40.443832!4d-79.9272063!16s%2Fg%2F11p079s9n_!19sChIJtVhDZATyNIgRdVZTX1_xFZ4","Sapna Parker, MD",,,Pediatrician,"The Wilkins Bldg, 5608 Wilkins Ave #202, Pittsburgh, PA 15217, United States","C3VF+G4 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/sapna-parker/1323379?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-sapna-parker,+1 412-422-3590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TvEqg2RjsRTbmKa-WKyIUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.94449&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:37.845Z,,,,,,,,,
https://www.google.com/maps/place/Kovel+Arthur+J+MD/data=!4m7!3m6!1s0x8834f2046165bf71:0xf98896fe0bcd071f!8m2!3d40.443814!4d-79.927242!16s%2Fg%2F1tfpqbpx!19sChIJcb9lYQTyNIgRHwfNC_6WiPk,Kovel Arthur J MD,,,Doctor,"The Wilkins Bldg, 5608 Wilkins Ave #202, Pittsburgh, PA 15217, United States","C3VF+G4 Pittsburgh, Pennsylvania, USA",http://www.childrenspeds.com/find/locations/bass-wolfson-squirrel-hill,+1 412-422-3590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TvEqg2RjsRTbmKa-WKyIUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.57451&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:40.441Z,,,,,,,,,
"https://www.google.com/maps/place/Lori+A+Sisinni,+CRNP/data=!4m7!3m6!1s0x8834ed227438bb5d:0xe9abd458362f188e!8m2!3d40.4592363!4d-79.9191827!16s%2Fg%2F11twcqz5mn!19sChIJXbs4dCLtNIgRjhgvNljUq-k","Lori A Sisinni, CRNP",5.0,2,Pediatrician,"6343 Penn Ave Ste 201, Pittsburgh, PA 15206, United States","F35J+M8 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/lori-a-wilkerson/1369200?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-lori-sisinni,+1 412-363-2200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ThxnGMygsIcP8Wj-ZklanQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.52312&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:43.163Z,,,,,,,,,
https://www.google.com/maps/place/Springer+Sarah+H+MD/data=!4m7!3m6!1s0x8834f1edbce1424d:0xa27b5bdc00d2a509!8m2!3d40.4274165!4d-79.938218!16s%2Fg%2F1tdgkxwf!19sChIJTULhvO3xNIgRCaXSANxbe6I,Springer Sarah H MD,,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+XP Pittsburgh, Pennsylvania, USA",http://www.kidspluspgh.com/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.37625&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:45.647Z,,,,,,,,,
"https://www.google.com/maps/place/Bethany+Ziss,+MD/data=!4m7!3m6!1s0x8834f365c90cd5e3:0x25424f87f635a39e!8m2!3d40.4608213!4d-79.946623!16s%2Fg%2F11jgtcp1rk!19sChIJ49UMyWXzNIgRnqM19odPQiU","Bethany Ziss, MD",4.2,10,Pediatrician,"4815 Liberty Ave Suite 154, Pittsburgh, PA 15224, United States","F363+89 Pittsburgh, Pennsylvania, USA",https://findcare.ahn.org/Bethany-Ziss?utm_source=G&utm_medium=local&utm_campaign=google-local,+1 412-578-4003,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4EMuBrtwNVYo0hZRPhd_1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.35043&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:48.280Z,,,,,,,,,
"https://www.google.com/maps/place/Jennifer+Chianese,+MD/data=!4m7!3m6!1s0x8834f2046165bf71:0xe5360623414e75b!8m2!3d40.4438355!4d-79.9272606!16s%2Fg%2F1vtzhw92!19sChIJcb9lYQTyNIgRW-cUNGJgUw4","Jennifer Chianese, MD",,,Pediatrician,"The Wilkins Bldg, 5608 Wilkins Ave #202, Pittsburgh, PA 15217, United States","C3VF+G3 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/jennifer-chianese/1322613?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-jennifer-chianese,+1 412-422-3590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TvEqg2RjsRTbmKa-WKyIUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.76668&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:50.871Z,,,,,,,,,
https://www.google.com/maps/place/Kids+Plus+Pediatrics/data=!4m7!3m6!1s0x8834fae7310560f7:0xde06531d5355485f!8m2!3d40.324499!4d-79.9447544!16s%2Fg%2F1tdk17h8!19sChIJ92AFMef6NIgRX0hVUx1TBt4,Kids Plus Pediatrics,4.8,1415,Pediatrician,"810 Clairton Blvd, Pittsburgh, PA 15236, United States","83F4+Q3 Pittsburgh, Pennsylvania, USA",http://kidspluspgh.com/,+1 412-466-5004,Closed · Opens 8:15 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTNVlRiCHUox-5aSkoR3E_XTSZ6BBJPpMC4SIw2j1nHwcF-8uIZj3qYwg3Melar8tRBHeNRk4Hscjzhasl5y7Us9nMhrN0cI8ABOUPaKpSwcVH6GDGsYTxLgxfjO0sTdsHW0JwfA=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:22:55.789Z,8:15 am–5 pm,8:15 am–7 pm,8:15 am–5 pm,8:15 am–4 pm,9 am–12 pm,Closed,8:15 am–7 pm,,
