placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,tuesday,thursday,friday,saturday,sunday,monday,info,attributes,error
https://www.google.com/maps/place/Anderson%27s+Tree+Care+Specialists/data=!4m7!3m6!1s0x808fcce601a29767:0x2ef8d82e62aadff2!8m2!3d37.350532!4d-121.867549!16s%2Fg%2F11cn9p4c7r!19sChIJZ5eiAebMj4AR8t-qYi7Y-C4,Anderson's Tree Care Specialists,4.7,35,Tree service,"121 N 27th St, San Jose, CA 95116, United States","942J+6X San Jose, California, USA",http://andersonstreecare.com/?utm_source=google&utm_medium=gbp&utm_campaign=san_jose,+1 408-226-8733,"Closed · Opens 7 am Wed

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXAFfyUkWv95EWy6QvR20_kQE3TaLpTSgA6pTAacmAOyVitKDcn4Yfcmhg-T6EMpplk4M8jP0J-mXo8vC7oG3klQbHVXWZ4Sq19NtphnBmFwOFxAyH3d2pkPZT3gDEDItWVfU_=w408-h272-k-no,true,7 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:45.297Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,,,
https://www.google.com/maps/place/SavATree+-+Tree+Care+Service/data=!4m7!3m6!1s0x808e333eb44572b5:0x81f07d0ebbff44e5!8m2!3d37.3100464!4d-121.8743948!16s%2Fg%2F1262_r3xb!19sChIJtXJFtD4zjoAR5UT_uw598IE,SavATree - Tree Care Service,4.9,104,Tree service,"1592 Little Orchard St, San Jose, CA 95110, United States","846G+26 San Jose, California, USA",https://www.savatree.com/locations/san-jose-california/?utm_source=GMB&utm_medium=organic&utm_campaign=san_jose,+1 669-306-7100,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG26jr2N0unKUgj4ClgvGx-Te5Q2nVsgN1NeuJzppq_eMvfLFnyXA65rxTUxJXtyhGt5kHGU2vpfrV-fRjoNKjHkHSKYz7IvA6geBBXuaSR-RtVY2Y4a692584-m-o2bausonDw=w408-h315-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:50.147Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Emerald+View+Tree+Service/data=!4m7!3m6!1s0x204f06d3123e6915:0x78faaa183086e1e7!8m2!3d37.3865957!4d-121.8363561!16s%2Fg%2F11rcmxc_jp!19sChIJFWk-EtMGTyAR5-GGMBiq-ng,Emerald View Tree Service,5.0,237,Tree service,"3333 Pepper Tree Ln, San Jose, CA 95127, United States","95P7+JF San Jose, California, USA",http://www.emeraldviewtree.com/,+1 408-914-8601,"Closed · Opens 7 am Wed

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9rUHcghu5m6NyWt5CtYTcncsa4QsF3qerStoIgF2dyp2t2CIjfJF6sFGW2l2EIdpX9wxWUlpSuWefU9yr0BXJ_JkReySOX55RMnnOO6wEniFITPUnHx0s6AnF57heD9cSNGc=w408-h559-k-no,true,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:54.903Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–5 pm,Closed,7 am–7 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Johnson%27s+tree+care+inc/data=!4m7!3m6!1s0x808fcb633dcc422d:0x10cd1bccbbbe4975!8m2!3d37.3156787!4d-121.8912221!16s%2Fg%2F11jcrf_m04!19sChIJLULMPWPLj4ARdUm-u8wbzRA,Johnson's tree care inc,4.6,11,Tree service,"955 Prevost St, San Jose, CA 95125, United States","8485+7G San Jose, California, USA",https://johnsonstreecareinc.com/,+1 650-810-6989,Closed · Opens 6 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlQ4S9C6LN_16-hoSHMIMROJrmEwAKgs_03DuThWTpMOJSOwOm5_8we6ppCPDf_Skgt3lUnuYPSSlqhA2toof2QPljwAr5XtbbtU9xEwruMsI4RoYt8QDzfC1XPQONh4jbOfUE=w408-h272-k-no,true,6 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:59.729Z,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,9 am–5 pm,6 am–5 pm,,,
https://www.google.com/maps/place/Tree+Service+Santa+Clara/data=!4m7!3m6!1s0x2b87f4d489a6753b:0x4c9bd40f7d613eed!8m2!3d37.3710375!4d-121.9672064!16s%2Fg%2F11q2tkj3gn!19sChIJO3WmidT0hysR7T5hfQ_Um0w,Tree Service Santa Clara,5.0,2,Tree service,,,https://treeservicesantaclara.com/,+1 408-207-4494,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFu6gRFhKn3UFf4-YYYncfH2YL6siRVKuVuscgJBrKeRSxBVu47jsZJTnvp3SCWdH6R1-xSX3YGcyqw36CuFvkLFaNLqsEurj5FXEEHCRDzoWvlmzrAqKOGAC87P4M6HB0b3Nc=w408-h272-k-no,true,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:04.823Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,,,
https://www.google.com/maps/place/Sam%27s+Tree+Service/data=!4m7!3m6!1s0x808fcbbfa6973d2d:0x9cd153b0eda1098b!8m2!3d37.3221012!4d-121.9527103!16s%2Fg%2F11h6mxz8cm!19sChIJLT2Xpr_Lj4ARiwmh7bBT0Zw,Sam's Tree Service,4.2,5,Tree service,"337 Hanson Ave, San Jose, CA 95117, United States","82CW+RW San Jose, California, USA",https://treeservicebysam.com/,+1 408-718-6723,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GE-pJvzoTzbonSiekdJXmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.70996&pitch=0&thumbfov=100,true,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:09.768Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Biota+Tech+Services,+Inc./data=!4m7!3m6!1s0x808fcae32d925f3b:0xc3597bb28140daf6!8m2!3d37.3304634!4d-121.9505566!16s%2Fg%2F1tf435_5!19sChIJO1-SLePKj4AR9tpAgbJ7WcM","Biota Tech Services, Inc.",5.0,1,Tree service,"1807 Pruneridge Ave A, Santa Clara, CA 95050, United States","82JX+5Q Santa Clara, California, USA",http://treecarepro.com/,+1 408-248-3266,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1eS2SnQ2ajBFppzZXO_QGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.41562&pitch=0&thumbfov=100,false,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:14.560Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Commercial+Tree+Care/data=!4m7!3m6!1s0x808e33115ad6aaab:0x12ab56fe822cc174!8m2!3d37.3003878!4d-121.8726494!16s%2Fg%2F11fm3txc8v!19sChIJq6rWWhEzjoARdMEsgv5WqxI,Commercial Tree Care,2.9,19,Tree service,"2025 Stone Ave, San Jose, CA 95125, United States","842G+5W San Jose, California, USA",http://commercialtree.com/index.html,+1 408-985-8733,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGu9GAWEji4mgIFQPu3c0KED0Av4OGzlDqYfbKorSCHfrjPwpeipa8A0PhhvZMrCBKnwI3hEtTO7MGwTgRrfNOgmtO_kfFE8p2ZLpF3L2IL0koneuThRKE8FhejXmtFQpddBlSjw=w408-h544-k-no,false,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:19.454Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Aztec+Tree+Services/data=!4m7!3m6!1s0x808fb7c876eb7193:0x5dbc669f6121ff88!8m2!3d37.3417892!4d-121.9440891!16s%2Fg%2F11ngphc5t3!19sChIJk3Hrdsi3j4ARiP8hYZ9mvF0,Aztec Tree Services,5.0,12,Tree service,"235 Monroe St, Santa Clara, CA 95050, United States","83R4+P9 Santa Clara, California, USA",http://www.aztectreeservicesllc.com/,+1 650-630-1322,Closed · Opens 12 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHfuKTaNWeK0mWBsuPBu_77y1l5BCpIXnspCqKliMxP9yxcAUIDJZYe9Rvr-p3PABJhzUWyqo6eDz6IdhxSqGnL31I4-Ry9GiKfYdF-WDjO8YIvnRe4-w_rsf9vXocq0TkP6ZH88v6G_Q_=w408-h300-k-no,true,12 am–12 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:24.292Z,12 am–12 pm,12 am–12 pm,12 am–12 pm,12 am–12 pm,12 am–12 pm,12 am–12 pm,,,
"https://www.google.com/maps/place/Skyview+Tree+Service,Inc/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x808fca5a05ceaaab:0x632d0799de92c1b8!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11h3vc46pf","Skyview Tree Service,Inc",3.3,9,Tree service,,,http://www.skyviewinc.org/,+1 408-224-4616,Closed · Opens 8 am Wed,,true,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:30.928Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/JC+Tree+Experts+Inc/data=!4m7!3m6!1s0x808e2d50ff9a045f:0x54c266bc9234ec6e!8m2!3d37.3174645!4d-121.7781109!16s%2Fg%2F11ft_f3865!19sChIJXwSa_1AtjoARbuw0krxmwlQ,JC Tree Experts Inc,4.9,97,Tree service,"3173 Heritage Valley Dr, San Jose, CA 95148, United States","868C+XQ San Jose, California, USA",https://www.jctreeexperts.net/,+1 408-858-6123,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5HkMJpaL-YIYOX4uSyb7HJqvGfsV0SYx4lFhbbLHwu_3PcBVT0VnDhKmBSAVcZHF8mkybXs2R55MxfQKCWgTb5PknqVVx1WsH-gzVQGYph3tITrgzLUFgGCFcTpgkcwk2dgdf=w426-h240-k-no,true,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:36.162Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Identifies as Latino-owned,,
https://www.google.com/maps/place/Monster+Tree+Service+of+West+Valley/data=!4m7!3m6!1s0x808fcd6aeaf1c67f:0x8abd865972559d45!8m2!3d37.287933!4d-122.0240544!16s%2Fg%2F11fjs98gyw!19sChIJf8bx6mrNj4ARRZ1VclmGvYo,Monster Tree Service of West Valley,4.9,186,Tree service,,,https://www.monstertreeservice.com/west-valley/?utm_source=GMB&utm_medium=organic&utm_campaign=SanJose,+1 408-837-7053,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJncP-8t81FWiH7_FO9MFx_Vtk-VRpw_xP6v2BuQAosRIoqLdHnUUFjAP_3lcJ799cpggpkiHovwwdU-630HAxYCwfubZFJFUbqcY-LX5W_SAeilSwASbYScd9a-BPGYTqcSg=w457-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:40.984Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Tree+Service+San+Jose/data=!4m7!3m6!1s0x808e330b2b631753:0xf8debbb6f00fbfbb!8m2!3d37.2961565!4d-121.815771!16s%2Fg%2F11qppc3djc!19sChIJUxdjKwszjoARu78P8La73vg,Tree Service San Jose,5.0,32,Tree service,,,https://www.sjtreeservices.com/,+1 408-533-1493,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoh03ljCRgfAs9xofVHQ0utepGFnp3A4tv_SeFhyF4mkkNGYbR5GHCp4ugv84K0If9ABUpPFBWwUm0org27VKa5Zz3IqJkOSejQpZ9HOcI2jrJVYIKlTDgvuqM9UrPgWeoCKYu=w408-h274-k-no,true,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:45.639Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,7 am–7 pm,,,
"https://www.google.com/maps/place/Bill%27s+Tree+Care+%26+Landscape,+Inc./data=!4m7!3m6!1s0x808e346ea4b18c67:0x4643278426ad2e14!8m2!3d37.3118581!4d-121.8705148!16s%2Fg%2F1tvq4bz8!19sChIJZ4yxpG40joARFC6tJoQnQ0Y","Bill's Tree Care & Landscape, Inc.",4.7,19,Tree service,"12 San Jose Ave, San Jose, CA 95125, United States","846H+PQ San Jose, California, USA",http://www.billstreecare.net/,+1 408-448-3956,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAmX9k1crLmRavCMaYWDnY-hkQhOy1u6xrk4PNFtnG2ayqSE5XStbEtxUa2atf18BC0Qp1XODV19jVJF7P1tNZ3zmPyeyvtH9lWPTM2Iwzrche0cXlcpdiSyWMMjkBiU24kmGK4g=w426-h240-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:50.733Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Mountain+View+Tree+Service/data=!4m7!3m6!1s0x808fb62b930924c9:0x91f40c12f0ad27cd!8m2!3d37.3995701!4d-121.9975694!16s%2Fg%2F1v2pqf_6!19sChIJySQJkyu2j4ARzSet8BIM9JE,Mountain View Tree Service,4.7,18,Tree service,"1029 Lakebird Dr, Sunnyvale, CA 94089, United States","92X2+RX Sunnyvale, California, USA",http://www.mountainviewtreeservice.com/,+1 650-254-0446,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFp4Y-bBQOfAyY3bSqs83uwtFT1Xcx55DX8pohO5y8fhxMzlIffxc_Kl1o9FgwKLVUWsYWydqHGJksQOjhElh_UYRh0SFP3bREmjZ4Ta-BJdCOGP5ePB-qXYa8-l37DoASe67kJ=w426-h240-k-no,true,,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:01:55.835Z,,,,,,,LGBTQ+ friendly,,
